id;title;lastUpdated;geometry;link;icon;destinos
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/transporte-urbano/poste-autobus/tuzsa-401";"(401) CTRA PEÑAFLOR 874 Líneas: N7, L1, 28";2017-11-02T10:39:55Z;"-0.8112524467762604,41.71386889913149";"http://www.urbanosdezaragoza.es/frm_esquemaparadatime.php?poste=401";"http://www.zaragoza.es/contenidos/iconos/bus.png";""
