id;dia;title;cofradia;hora;salida;description;image;fecha;ruta_23030;ruta_wgs84
"https://www.zaragoza.es/sede/servicio/cultura/procesion/42";"Viernes Santo";"";"Cofradía de Nuestra Señora de la Piedad y del Santo Sepulcro";"00:00 ";"Iglesia de Santa Isabel de Portugal (San Cayetano), en la Plaza del Justicia";"Plaza del Justicia, Manifestación, Alfonso I, Coso, Plaza de España, Coso, Don Jaime I, Plaza de la Seo, Sepulcro, Plaza de San Bruno, San Vicente de Paúl, Sepulcro, Plaza de San Nicolás, finalizando en la Iglesia de San Nicolás.";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/pievie.jpg";2017-04-13T22:00:00Z;"http://www.zaragoza.es/contenidos/semanasanta/42.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/42.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/43";"Viernes Santo";"Via Crucis";"Cofradía de Nuestra Señora de la Piedad y del Santo Sepulcro";"03:30 ";"Iglesia de San Nicolás, en la Plaza de San Nicolás";"Plaza de San Nicolás, Don Teobaldo, Universidad, Plaza de la Magdalena, Carrillo, Plaza de Asso, Don Juan de Aragón, San Vicente de Paúl (cruzar), Cedro, Plaza de Santa Marta, Dormer, Pabostría, Deán, Arco del Deán, Plaza de San Bruno, Sepulcro, Plaza de San Nicolás (4:45)";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/pievie1.jpg";2017-04-14T01:30:00Z;"http://www.zaragoza.es/contenidos/semanasanta/43.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/43.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/44";"Viernes Santo";"Procesión de las Siete Palabras";"Cofradía de las Siete Palabras y de San Juan Evangelista";"12:00 ";"Iglesia de Santa Isabel de Portugal, en la Plaza del Justicia";"Plaza del Justicia, Manifestación, Alfonso I, Plaza del Pilar, D. Jaime I, Coso, Plaza España, Coso, Alfonso I, Manifestación y Plaza del Justicia, finalizando en la Iglesia de Santa Isabel de Portugal (San Cayetano) (15,30 horas).";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/sietevi.jpg";2017-04-14T10:00:00Z;"http://www.zaragoza.es/contenidos/semanasanta/44.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/44.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/71";"Lunes Santo";"Vía Crucis Parroquial en Valdefierro";"Cofradía de Nuestra Señora de la Asunción y LLegada de Jesús al Calvario";"19:00";"Parroquia de Nuestra Señora de Lourdes (Valdefierro)";"Salida de la Parroquia de Ntra Sñra de Lourdes, Federico Ozanam, Orión, Aldebarán, Francisca Millán, Federico Ozanam, Plaza Inmaculada, finalizando en la Parroquia de Ntra. Sñra. de Lourdes";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/llegalu.jpg";2017-04-10T17:00:00Z;"http://www.zaragoza.es/contenidos/semanasanta/71.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/71.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/70";"Domingo de Ramos";"Vía Crucis Parroquial";"Cofradía de Nuestro Padre Jesús de la Agonía y de Nuestra Señora del Rosario en sus Misterios Dolorosos o del Silencio y Congregación de Esclavas de María Santísima de los Dolores";"20:00";"Iglesia Parroquial de San Pablo";"Iglesia de San Pablo, Pza. de San Pablo, c/ San Pablo, c/ Mayoral, c/ San Blas, Pza. San Pablo, finalizando en la Insigne Iglesia Parroquial del mismo nombre.";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/siledo.jpg";2017-04-09T18:00:00Z;"http://www.zaragoza.es/contenidos/semanasanta/70.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/70.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/73";"Lunes Santo";"Vía Crucis Parroquial";"Cofradía de Jesús de la Soledad ante las Negaciones de San Pedro y de San Lamberto";"20:30";"Antigua ermita de Miralbueno";"Camino del Pilón (salida de la Ermita de la Sección de Instrumentos hasta llegar a la Parroquia de San Lamberto, donde tendrá lugar la bajada del Cristo de la Acogida), Camino del Pilón, Los Olivos, Paraíso, Mayor, Camino del Pilón, Ermita (Alocución), Vistabella, La Merced, Mayor y Camino del Pilón, finalizando en la Parroquia de San Lamberto.";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/vclam.jpg";"";"http://www.zaragoza.es/contenidos/semanasanta/48.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/48.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/74";"Miércoles Santo";"Procesión titular";"Cofradía de Jesús de la Soledad ante las Negaciones de San Pedro y de San Lamberto";"20:30";"Parroquia de San Lamberto";"Camino del Pilón (cruce de Roda Ibón de Plan), Camino del Pilón, José María Muñoz Damián, Francisco Rallo Lahoz (cruce Vía Hispanidad), Manuel de Falla, Miguel Labordeta, Avenida de Madrid, Rotonda Plaza de la Ciudadanía, Avenida de Madrid, Conde de Aranda, Avenida de César Augusto, Plaza de Lanuza, Manifestación y Plaza del Justicia, finalizando en la Iglesia de Santa Isabel de Portugal.";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/mslamb.jpg";"";"http://www.zaragoza.es/contenidos/semanasanta/49.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/49.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/52";"Viernes Santo";"Procesión del Santo Entierro";"Muy Ilustre Antiquísima y Real Hermandad de la Preciosísima Sangre de Nuestro Señor Jesucristo y Madre de Dios de Misericordia <br/>Participan todas las cofradías, congregaciones y hermandades de Zaragoza";"18:00 ";"Iglesia de Santa Isabel de Portugal (San Cayetano) en la Plaza del Justicia";"Plaza del Justicia, Manifestación, Murallas Romanas, Plaza César Augusto, Plaza del Pilar, Plaza de la Seo, Plaza San Bruno, Sepulcro, San Vicente de Paúl, Coso, Santa Catalina, Pza. los Sitios, Costa, Pza. Santa Engracia, Paseo Independencia, Cruzar a la altura de calle Albareda, Albareda, Bilbao, Marceliano Isabal, Pza. Ntra. Señora del Carmen, Azoque, Pza. Salamero, Cinco de Marzo, Pza. España, Coso, Don Jaime I, Espoz y Mina, Manifestación, Plaza del Justicia, finalizando en la Iglesia de Santa Isabel de Portugal.";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/Sangvie.jpg";2017-04-14T16:00:00Z;"http://www.zaragoza.es/contenidos/semanasanta/45.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/45.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/72";"Martes Santo";"";"Hermandad de Cristo Despojado de sus Vestiduras y Compasión de Nuestra Señora";"20:15";"Iglesia de San Juan Bautista (de los Panetes)";"Iglesia de San Juan Bautista (de los Panetes) ( 20,30 h), Murallas Romanas, Manifestación, Espoz y Mina, Mayor, Dormer, Pabostría, Deán, Palafox, D. Teobaldo, Sepulcro, San Vicente de Paúl, Arcedianos, Mundir I, Sepulcro, Pza. San Bruno, Sepulcro, Pza. de La Seo, Pza. del Pilar, Iglesia de San Juan Bautista (de los Panetes).";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/despmar.jpg";2017-04-11T18:15:00Z;"http://www.zaragoza.es/contenidos/semanasanta/50.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/50.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/62";"Sábado Santo";"Procesión de la Soledad";"Hermandad de San Joaquín y de la Virgen de los Dolores";"1:00 ";"Iglesia de San Felipe";"Plaza del Justicia, Manifestación, Alfonso I, Candalija, Plaza San Felipe (realizandose el acto de la Soledad en el interior de la Iglesia de San Felipe), Plaza San Felipe, Candalija, Alfonso I, Manifestación, Plaza del Justicia, Iglesia de Santa Isabel de Portugal (San Cayetano).";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/Dolosab.jpg";2017-04-14T23:00:00Z;"http://www.zaragoza.es/contenidos/semanasanta/46.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/46.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/63";"Sábado Santo";"";"Congregación de Esclavas de María Santísima de los Dolores";"11:00 ";"Iglesia de San Pablo, en la calle de San Pablo";"Plaza de San Pablo, San Pablo, San Blas, César Augusto (cruzar), César Augusto, Plaza Lanuza, Plaza del Justicia (acto ante el Cristo de la Cama), Manifestación, Alfonso I, Plaza del Pilar (lado de la Lonja), cruce de la calle D. Jaime I, Plaza de la Seo (11,45 horas), Sepulcro, Plaza de San Bruno, Sepulcro, Plaza de San Nicolás, (aquí tendrá lugar el Acto Litúrgico de la Soledad de La Santísima Virgen de los Dolores, ante el Santo Sepulcro, 12,00 horas). De regreso, por la misma calle de entrada, Sepulcro, Plaza de San Bruno, Sepulcro, D. Jaime I, Espoz y Mina, Manifestación, Plaza Lanuza, César Augusto, César Augusto (cruzar), San Blas, San Pablo, Plaza de San Pablo, finalizando en la Iglesia de San Pablo (14,00 horas).";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/solesclavas.jpg";2017-04-15T09:00:00Z;"http://www.zaragoza.es/contenidos/semanasanta/47.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/47.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/69";"Jueves Santo";"";"Hermandad de Cristo Despojado de sus Vestiduras y Compasión de Nuestra Señora";"18:45";"Iglesia de San Juan de los Panetes";"Plaza César Augusto, Murallas Romanas, Manifestación, Alfonso I , Plaza del Pilar (lado del Ayuntamiento), Plaza de la Seo, Sepulcro, Plaza San Bruno (estación de penitencia 19,45 horas), Sepulcro, San Vicente de Paul, San Jorge, Don Jaime I (20,20 horas), Coso, Plaza de España, Coso, Alfonso I (20,45 horas), Plaza del Pilar (lado Juzgados), Plaza de César Augusto (21,00 horas), Iglesia de San Juan de los Panetes (21,15 horas).";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/despju.jpg";2017-04-13T16:45:00Z;"http://www.zaragoza.es/contenidos/semanasanta/32.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/32.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/64";"Sábado Santo";"Vigilia Pascual";"Real Hermandad de Cristo Resucitado y Santa María de la Esperanza y del Consuelo";"21:15 ";"Iglesia de Santa Isabel";"Plaza del Justicia, Manifestación, Alfonso I, Basílica de Nuestra Señora del Pilar (VIGILIA PASCUAL 22:00 - 00:00 h), Basílica del Pilar, Plaza de la Seo, Palacio Arzobispal (00:30 h).";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/vigilia.jpg";2017-04-15T19:15:00Z;"http://www.zaragoza.es/contenidos/semanasanta/48.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/48.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/65";"Domingo de Resurrección";"Procesión del Encuentro Glorioso";"Real Hermandad de Cristo Resucitado y Santa María de la Esperanza y del Consuelo";"11:30 ";"Iglesia de San Cayetano";"Plaza del Justicia, Manifestación, Alfonso I, Plaza del Pilar (Encuentro Glorioso 12,00 horas), Plaza del Pilar, Don Jaime I, Coso, Santa Catalina, Arquitecto Magdalena, Plaza de los Sitios, Escar, Paseo de la Constitución, San Ignacio de Loyola, Pedro María Ric, Avenida de las Torres, finalizando en el Colegio San Agustín (14,15 horas).";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/resdo.jpg";2017-04-16T09:30:00Z;"http://www.zaragoza.es/contenidos/semanasanta/49.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/49.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/66";"Sábado de Pasión ";"Pregón de la Semana Santa";"Todas";"18:00 ";"Iglesia de Santa Isabel";"Plaza del Justicia, Manifestación, Alfonso I, Coso, Plaza de España, Don Jaime I, Plaza del Pilar, (Proclamación del pregón por D. Manuel Pérez, rector dela Universidad de Zaragoza, 20:00), Alfonso I, Manifestación, finalizando en la Iglesia de Santa Isabel (llegada 21:15)


";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/Pregopro1.jpg";2017-04-15T16:00:00Z;"http://www.zaragoza.es/contenidos/semanasanta/01.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/01.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/67";"Domingo de Ramos";"Estación de Penitencia";"Hermandad y Cofradía de Nazarenos de Jesús de la Humildad Entregado por el Sanedrín y de María Santísima del Dulce Nombre";"18:00 ";"Convento de las MM. Agustinas de Santa Mónica (Dr. Palomar, 53)";"Doctor Palomar, Coso, Trinidad, D.Teobaldo, Sepulcro, Plaza San Bruno, Plaza de la Seo,  (estación de penitencia en el interior de la Catedral 20:00 h), Plaza de la Seo, Cuéllar, Cisne, Dormer, Mayor, Plaza de la Magdalena, Coso, Doctor Palomar. Finalizando en el Convento de las MM Agustinas de Santa Mónica (22:55 h)";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/humdo.jpg";2017-04-09T16:00:00Z;"http://www.zaragoza.es/contenidos/semanasanta/04.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/04.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/3";"Domingo de Ramos";"Procesión de las Palmas";"Cofradía de la Entrada de Jesús en Jerusalén";"12:00 ";"Iglesia de Santa Isabel de Portugal (San Cayetano), en la Plaza del Justicia";"Plaza del Justicia, Manifestación, Alfonso I, Coso, Plaza España, Coso, San Vicente de Paúl, entrando simultáneamente por las calles José de Palafox, Arcedianos y Sepulcro a la Plaza de San Bruno parando en la misma para escuchar la predicación del Consiliario,(aprox. 14,00 horas). A continuación proseguirá la procesión por Plaza de la Seo, cruzando la calle D. Jaime, Plaza de Nuestra Señora del Pilar junto a la Lonja , Ayuntamiento y Basílica del Pilar, girando a la Izquierda a la altura de la rampa que desemboca en la calle Alfonso I continuando por dicha calle a Manifestación y Plaza del Justicia, finalizando en la Iglesia de Santa Isabel de Portugal (San Cayetano) aproximadamente a las 15,30 horas. ";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/entdo.jpg";2017-04-09T10:00:00Z;"http://www.zaragoza.es/contenidos/semanasanta/02.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/02.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/4";"Domingo de Ramos";"Vía Crucis";"Cofradía de la Coronación de Espinas";"18:00 ";"Iglesia Parroquial de San Gregorio Ostiense (Barrio de San Gregorio)";"Iglesia Parroquial, Avda. San Gregorio, Jesús y María,  Tello Valdivieso, Del Medio,   Avda. San Gregorio, Hospital Royo Villanova (entrando frente a calle Jesús y María), Hospital Royo Villanova ,Avda. San Gregorio, Parroquia de San Gregorio Ostiense, finalizando aproximadamente a las 20,45 horas.";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/corJMdom.jpg";2017-04-09T16:00:00Z;"http://www.zaragoza.es/contenidos/semanasanta/03.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/03.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/6";"Domingo de Ramos";"Procesión del Traslado";"Real, Pontificia, Antiquísima, Ilustre, Franciscana y Penitencial Hermandad y Cofradía del Señor Atado a la Columna y de Nuestra Señora de la Fraternidad en el Mayor Dolor";"18:30  (finalizado el acto religioso que empieza a las 17,30)  ";"Convento de las RR.MM. Dominicas de Santa Inés (Vía Hispanidad).";"Hora:18:30 (finalizado el acto religioso que empieza a las 17,30)
Lugar: Convento de las RR.MM. Dominicas de Nuestra Señora del Pilar (Vía Hispanidad)
Cofradía: Real, Pontificia, Antiquísima, Ilustre, Franciscana y Penitencial Hermandad y Cofradía del Señor Atado a la Columna y de Nuestra Señora de la Fraternidad en el Mayor Dolor
Recorrido: Salida a Vía Hispanidad por calle interior de la urbanización, a carril interior de Vía Hispanidad (dirección contraria) hasta la altura de la Clínica Montpellier, allí salida a arcenes centrales de Vía Hispanidad en dirección contraria (aproximadamente 50 metros hasta cruce de peatones), cruce por el paso de peatones a carril derecho dejando libres todos los carriles centrales, en dirección a Ramón Sainz de Varanda, continuando por esta última calle a Avenida de Juan Carlos I, Condes de Aragón, Ignacio Ellacuría, Domingo Miral, Pedro Cerbuna, Cortes de Aragón, cruce Avenida Goya para continuar por Hernán Cortés, cruce Puerta del Carmen, Avenida César Augusto, finalizando en la Iglesia de Santiago.
";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/coldo.jpg";2017-04-09T16:30:00Z;"http://www.zaragoza.es/contenidos/semanasanta/05.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/05.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/7";"Domingo de Ramos";"Procesión del Dolor de la Madre de Dios";"Real Cofradía del Prendimiento del Señor y el Dolor de la Madre De Dios";"18:30 ";"Colegio Pompiliano (RR.MM. Escolapias) en el Paseo de Ruiseñores";"Colegio Pompiliano (Primer Dolor), Arzobispo Morcillo, Gascón de Gotor (Colegio Calasancio, Segundo Dolor), Paseo de Sagasta (convento de las Siervas de María, Tercer Dolor), cruce Paseo Damas, San Ignacio de Loyola (Cuarto Dolor), cruzar Paseo Constitución, Isaac Peral, Costa, Plaza Santa Engracia (Quinto Dolor), Paseo Independencia (por la acera), Pza. España (Sexto Dolor), Coso, Don Jaime I, Estébanes, Ossaú, Méndez Núñez, Alfonso I, Manifestación, Plaza del Justicia (Séptimo Dolor), finalizando en la Iglesia de Santa Isabel de Portugal. ";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/prendom2.jpg";2017-04-09T16:30:00Z;"http://www.zaragoza.es/contenidos/semanasanta/06.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/06.json"
