id;dia;title;cofradia;hora;salida;description;image;fecha;ruta_23030;ruta_wgs84
"https://www.zaragoza.es/sede/servicio/cultura/procesion/32";"Jueves Santo";"Vía Crucis";"Cofradía de la Coronación de Espinas";"12:00 ";"Iglesia de San Felipe y Santiago (plaza de San Felipe)";"Iglesia de San Felipe, Plaza de San Felipe, Gil Berges, Fuenclara, Alfonso I, Santa Isabel, Plaza del Justicia, Manifestación, Alfonso I, Plaza de Nuestra Señora del Pilar (lado de los Juzgados, cruzar a la altura de la calle Jardiel), Plaza del Pilar hacia calle Francisco Bayeu junto a la Delegación del Gobierno, Santiago, D. Jaime I, Pza. La Seo, Catedral de la Seo del Salvador a las 15.15 horas.";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/corojuev1.jpg";2017-04-13T10:00:00Z;"http://www.zaragoza.es/contenidos/semanasanta/31.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/31.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/33";"Jueves Santo";"Procesión del Silencio";"Cofradía de Nuestro Padre Jesús de la Agonía y de Nuestra Señora del Rosario en sus Misterios Dolorosos o del Silencio";"19:30";"Iglesia de San Pablo (Plaza de San Pablo)";"Calle de San Pablo, Plaza de San Pablo, San Blas, César Augusto, Coso, Alfonso I, Plaza del Pilar (accediendo al interior de la Basílica, por la Puerta Alta y saliendo por la misma tras hacer Estación ante Jesús Sacramentado, 21:05 horas), siguiendo por la Plaza del Pilar, Plaza de La Seo, Sepulcro, a la Plaza de San Bruno donde se realizará el ACTO DEL SILENCIO (sobre las 21:30 horas), continuando por la calle Sepulcro, Plaza de la Seo, Don Jaime I, Coso, Plaza de España, Coso, César Augusto, San Blas, calle San Pablo, finalizando en la Insigne Iglesia Parroquial de San Pablo Apostol, donde quedarán depositados los Pasos de la Cofradía (23:30 horas).";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/Silenjuev.jpg";2017-04-13T17:30:00Z;"http://www.zaragoza.es/contenidos/semanasanta/33.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/33.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/34";"Jueves Santo";"";"Cofradía de Nuestro Señor en la Oración del Huerto";"19:15";"Iglesia de Santa Isabel de Portugal, en la Plaza del Justicia";"Plaza del Justicia, Manifestación, Lanuza, César Augusto, Camón Aznar, Ramón y Cajal, César Augusto, Canfranc, Bilbao, Marceliano Isabal, Azoque, Plaza Salamero, Teniente Coronel Valenzuela, Coso, Alfonso I (22,00 horas), Manifestación, Finalizando en la Plaza del Justicia, Iglesia de Santa Isabel de Portugal (22,30 horas).";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/huejuev.jpg";2017-04-13T17:15:00Z;"http://www.zaragoza.es/contenidos/semanasanta/34.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/34.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/35";"Jueves Santo";"";"Cofradía de la Coronación de Espinas";"20:00 ";"Catedral de La Seo del Salvador";"Plaza de la Seo, D. Jaime I, Coso, Plaza de España, Coso, Alfonso I, Manifestación, Plaza del Justicia, para finalizar en la Iglesia de Santa Isabel a las 21,50 horas.";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/corju.jpg";2017-04-13T18:00:00Z;"http://www.zaragoza.es/contenidos/semanasanta/36.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/36.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/36";"Jueves Santo";"Procesión de Nuestra Señora de la Esperanza";"Real Hermandad de Cristo Resucitado y Santa María de la Esperanza y del Consuelo";"19:45 ";"Colegio de los PP. Agustinos";"Colegio de San Agustín, Avenida de las Torres, Pedro María Ric, San Vicente Mártir, Madre Vedruna, Plaza de San Sebastián, San Ignacio de Loyola, cruzar Paseo de la Constitución, D. Hernando de Aragón, Plaza de Santa Engracia (predicación), Costa, Isaac Peral, Josefa Amar y Borbón, Coso, Alfonso I, Manifestación, Plaza del Justicia, finalizando en la Iglesia de Santa Isabel de Portugal (San Cayetano)(22,15 horas).";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/resju.jpg";2017-04-13T17:45:00Z;"http://www.zaragoza.es/contenidos/semanasanta/35.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/35.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/37";"Jueves Santo";"Procesión del Prendimiento del Señor";"Real Cofradía del Prendimiento del Señor y el Dolor de la Madre de Dios";"19:00 ";"Iglesia de Santo Tomás de Aquino (PP. Escolapios)";"César Augusto, Valcarreres, Azoque, Plaza de Salamero, Tte. Coronel Valenzuela, Coso, Alfonso I (20,00h), Plaza del Pilar (lado Juzgados)Plaza de Cesar Augusto, Murallas Romanas, Manifestación, Plaza del Justicia,  Santa Isabel, Alfonso I , Plaza del Pilar, Plaza de la Seo, Cuéllar, Cisne, Dormer, Mayor, Don Jaime I, Coso, Plaza España (22,00 horas), Coso, César Augusto, finalizando en la Iglesia de Santo Tomás de Aquino (22,35).";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/prenjue.jpg";2017-04-13T17:00:00Z;"http://www.zaragoza.es/contenidos/semanasanta/38.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/38.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/38";"Jueves Santo";"Procesión del Descendimiento";"Cofradía del Descendimiento de la Cruz y Lágrimas de Nuestra Señora";"20:00 ";"Iglesia de Santa Isabel  (San Cayetano)";"Plaza del Justicia, Manifestación 820,40 h), Espoz y Mina, D. Jaime I, Plaza de la Seo (21,15 horas), Ramón Cuellar,  Cisne, Dormer, Mayor, San Vicente de Paúl, Don Juan de Aragón, Martín Carrillo, Portada de la Iglesia de la Magdalena (Predicación del Descendimiento 21:45), Coso (ocupando todos los carriles), San Jorge, D. Jaime I (22,20 h), Coso, Plaza de España, Coso, Alfonso I, Manifestación, Plaza del Justicia (23,20 horas), finalizando en la Iglesia de Santa Isabel de Portugal (23,45 horas).";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/desjue.jpg";2017-04-13T18:00:00Z;"http://www.zaragoza.es/contenidos/semanasanta/37.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/37.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/39";"Jueves Santo";"";"Cofradía de la Institución de la Sagrada Eucaristía";"21:00 ";"Parroquia de Nuestra Señora del Perpetuo Socorro (Avenida de Goya 7)";"Avenida de Goya, Arzobispo Domenech, Lagasca, Sagasta (cruzar), León XIII, Madre Vedruna, Plaza de San Sebastián, San Ignacio de Loyola, Paseo de la Constitución (cruzar), Isaac Peral, Josefa Amar y Borbón, Don Jaime I, Estébanes, Méndez Nuñez, Alfonso I, Molino, San Braulio, Espoz y Mina,  Mayor, Diego Dormer, Cisne, Ramón Cuellar, Plaza de La Seo, Don Jaime I, Espoz y Mina, cruzar Alfonso I, Manifestación, Plaza del Justicia, finalizando en la Iglesia de Santa Isabel de Portugal, aproximadamente a la 02:30 horas.";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/eujuev1.jpg";2017-04-13T19:00:00Z;"http://www.zaragoza.es/contenidos/semanasanta/39.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/39.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/40";"Jueves Santo";"";"Cofradía de Nuestra Señora de la Asunción y Llegada de Jesús al Calvario";"21:00 ";"Parroquia de la Coronación de la Virgen (Cetina,1 Barrio Oliver)";"Plaza de Teodora Lamadrid, Cetina, Mosen José Bosqued, Pilar Aranda, Nobel, Vía Hispanidad, Avenida de Madrid (21:45 - 23:15 h),Aljafería, Portillo (23:30), Conde Aranda (2 carriles), César Augusto, Plaza Lanuza, Manifestación, Plaza del Justicia, finalizando en la Iglesia de Santa Isabel de Portugal (01,30 horas).";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/llegajuev.jpg";2017-04-13T19:00:00Z;"http://www.zaragoza.es/contenidos/semanasanta/40.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/40.json"
"https://www.zaragoza.es/sede/servicio/cultura/procesion/41";"Jueves Santo";"";"Real, Pontificia, Antiquísima, Ilustre, Franciscana y Penitencial Hermandad y Cofradía del Señor Atado a la Columna y de Nuestra Señora de la Fraternidad en el Mayor Dolor";"21:30  ";"Iglesia Parroquial de Santiago el Mayor (Avda. César Augusto)";"Avenida Cesar Augusto, Puerta del Carmen (sin rodearla), Canfranc, Bilbao, Marceliano Isábal, Plaza del Carmen, Azoque, Plaza Salamero, Cinco de Marzo, Paseo de la Independencia (carril izquierdo), Plaza de España (22,55 h) Coso, Alfonso I, Espoz y Mina (23,25 h), D. Jaime I, San Jorge, Refugio ,cruzar Mayor, Dormer, Cisne, Plaza de la Seo, Plaza del Pilar (donde tendrá lugar el rezo del Vía Crucis en la bandeja central, 00,25 horas), salida a calle Alfonso I , Manifestación (01,10 h), Plaza del Justicia, finalizando en la Iglesia de Santa Isabel de Portugal (San Cayetano) a las 02,00 horas.
";"http://www.zaragoza.es/cont/paginas/turismo/es/semanasanta/cofradias/comics/coljuev.jpg";2017-04-13T19:30:00Z;"http://www.zaragoza.es/contenidos/semanasanta/41.json";"http://www.zaragoza.es/contenidos/semanasanta/4326/41.json"
