id;uri;title;description;precio;image;requiredFeatures;operatingSystems;link;downloadAndroid;downloadIOS;downloadWindows;downloadBlackberry;devices;temas;keywords;author;authorLink;codigoAutor;lastUpdated
"https://www.zaragoza.es/sede/servicio/aplicacion/1384505449703";"http://www.parquedelagua.com";"Parque del Agua";"Te damos la bienvenida al Parque del Agua Luis Buñuel, un espacio único en Zaragoza, con la mejor oferta de naturaleza, ocio y deporte... ¿Nos acompañas?";"";"https://lh6.ggpht.com/9G0kzxzsBpjw5lpxipdHLwSl8bQLYMExtmMiEUmfMRinr-xYkHggNocc9ZgtHVYofGF8=h310-rw";"";""Android";"iOS"";"";"https://play.google.com/store/apps/details?id=com.quelinka.parquedelagua";"https://itunes.apple.com/es/app/parque-del-agua/id543053699";"";"";""Móvil";"Tablet"";"""";""parque";"agua";"expo 2008";"expo";"zaragoza"";"Parque del agua      ";"http://www.parquedelagua.com";"2002362321";2013-11-22T13:33:16Z
