id;title;description;fuentes;bibliografia;gradoProteccion;intervencionesPermitidas;elementosAConservar;link;tipo;informe;edificio;tipo_institucion;geometry;lastUpdated;simpleTipo
"https://www.zaragoza.es/sede/servicio/edificio-historico/117";" Conde Aranda , 27";"";"";"";"Interés Ambiental";"Rehabilitaci&#38;oacute;n";"Fachada.";"http://www.zaragoza.es/pgou/edih/aranda-conde-027.pdf";"http://vocab.linkeddata.es/datosabiertos/kos/turismo/tipoEdificioHistorico/edificio";" ";"https://www.zaragoza.es/sede/servicio/edificio/3835";"";"676028.69 4613814.87";"";"Edificio"
