id;title;description;horario;accesoPeaton;accesoVehiculo;lastUpdated;geometry;icon
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-publico/7";"Seminario";"Via de la Hispanidad, 20 - 976 75 00 85";"24 horas";"";"";2013-07-07T22:00:00Z;"-0.9117653997033628,41.63550828113851";"http://www.zaragoza.es/contenidos/iconos/aparcamientos.png"
