id;title;calle;motivo;tramo;desvio;observaciones;link;lastUpdated;inicio;fin;inicio_comment;fin_comment;geometry;description;icon;tipo
"https://www.zaragoza.es/sede/servicio/via-publica/incidencia/7352";"C/ Rodrigo Rebolledo";"CALLE RODRIGO DE REBOLLEDO";"";"Entre C/ Obispo Laplana y C/ Salvador Minguijón";"";"Desde las 10 hasta las 12 horas";"";"";2017-11-01T23:00:00Z;2017-11-01T23:00:00Z;"";"";"677984.875 4612898.5";"<ul><li>Direcci&oacute;n: CALLE RODRIGO DE REBOLLEDO</li><li>Tipo: Cortes de Agua</li><li>Inicio: 2017-11-02</li><li>Finalizaci&oacute;n: 2017-11-02</li><li>Tramo: Entre C/ Obispo Laplana y C/ Salvador Minguijón</li><li>Observaciones: Desde las 10 hasta las 12 horas</li></ul>";"//www.zaragoza.es/cont/paginas/img/incidencias/cortesdeagua.gif";"0"
"https://www.zaragoza.es/sede/servicio/via-publica/incidencia/7353";"C/ Velilla de Ebro";"CALLE VELILLA DE EBRO";"";"Números pares";"";"Desde las 10 hasta las 12 horas";"";"";2017-11-01T23:00:00Z;2017-11-01T23:00:00Z;"";"";"678341.625 4614284.5";"<ul><li>Direcci&oacute;n: CALLE VELILLA DE EBRO</li><li>Tipo: Cortes de Agua</li><li>Inicio: 2017-11-02</li><li>Finalizaci&oacute;n: 2017-11-02</li><li>Tramo: Números pares</li><li>Observaciones: Desde las 10 hasta las 12 horas</li></ul>";"//www.zaragoza.es/cont/paginas/img/incidencias/cortesdeagua.gif";"0"
"https://www.zaragoza.es/sede/servicio/via-publica/incidencia/7354";"Parque José Antonio Labordeta";"PARQUE GRANDE JOSÉ ANTONIO LABORDETA";"";"";"";"Desde las 8 hasta las 10 horas";"";"";2017-11-01T23:00:00Z;2017-11-01T23:00:00Z;"";"";"675283.0625 4611782.5";"<ul><li>Direcci&oacute;n: PARQUE GRANDE JOSÉ ANTONIO LABORDETA</li><li>Tipo: Cortes de Agua</li><li>Inicio: 2017-11-02</li><li>Finalizaci&oacute;n: 2017-11-02</li><li>Observaciones: Desde las 8 hasta las 10 horas</li></ul>";"//www.zaragoza.es/cont/paginas/img/incidencias/cortesdeagua.gif";"0"
"https://www.zaragoza.es/sede/servicio/via-publica/incidencia/7355";"C/ Orense";"CALLE ORENSE";"";"Números impares, tramo entre C/ Lasierra Purroy y Avda. América";"";"Desde las 10 hasta las 12 horas";"";"";2017-11-02T23:00:00Z;2017-11-02T23:00:00Z;"";"";"676475.9375 4610732.5";"<ul><li>Direcci&oacute;n: CALLE ORENSE</li><li>Tipo: Cortes de Agua</li><li>Inicio: 2017-11-03</li><li>Finalizaci&oacute;n: 2017-11-03</li><li>Tramo: Números impares, tramo entre C/ Lasierra Purroy y Avda. América</li><li>Observaciones: Desde las 10 hasta las 12 horas</li></ul>";"//www.zaragoza.es/cont/paginas/img/incidencias/cortesdeagua.gif";"0"
