id;title;titulacion;bop;boa;boe;plazasTotal;plazasMinusvalidos;plazasInternas;anoOferta;fechaPresentacion;fechaInicio;comment;expediente;patronato;interinidad;plantilla;plantillaTxt;grupoProfesional;grupoProfesionalTxt;escalaProfesionalTxt;escalaProfesional;turnoTxt;turno;examen;examenTxt;estado;categoriaProfesional;anuncios;bases;tribunal;sameAs
"https://www.zaragoza.es/sede/servicio/oferta-empleo/142";"Oficial telefonista";"Bachiller elemental, graduado escolar, FP 1 o equivalente";"15/06/2001, nº135";"15/06/2001, nº 70";"06/07/2001, nº161";"1";"0";"0";"2000";2001-07-25T22:00:00Z;"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C2";"Administración Especial-subescala de servicios especiales, clase personal de oficios";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/personal-oficios";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/oposicion";"Oposición";"Finalizado";"";"https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/7";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases142.pdf";"http://www.zaragoza.es/cont/paginas/oferta/docs/tribunal142.pdf";"http://www.zaragoza.es/api/recurso/empleo/oferta/142"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/143";"Oficial conductor";"Bachiller elemental, graduado escolar, FP 1 o equivalente";"30/07/2001, nº. 173";"";"";"6";"0";"6";"2000";2001-08-19T22:00:00Z;"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C2";"Administración Especial-subescala de servicios especiales, clase personal de oficios";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/personal-oficios";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/concurso-oposicion-restringida";"Concurso - oposición restringida";"Finalizado";"";"";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases143.pdf";"";"http://www.zaragoza.es/api/recurso/empleo/oferta/143"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/144";"Oficial herrero";"Bachiller elemental, graduado escolar, FP 1 o equivalente";"30/07/2001, nº. 173";"";"";"1";"0";"1";"2000";2001-08-19T22:00:00Z;"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C2";"Administración Especial-subescala de servicios especiales, clase personal de oficios";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/personal-oficios";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/concurso-oposicion-restringida";"Concurso - oposición restringida";"Finalizado";"";"";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases144.pdf";"";"http://www.zaragoza.es/api/recurso/empleo/oferta/144"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/145";"Oficial cantero";"";"13/11/2001 nº.261";"14/11/2001; nº. 134";"18/12/2001; nº. 302";"2";"0";"1";"2000";2002-06-30T22:00:00Z;"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C2";"";"";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/oposicion";"Oposición";"Finalizado";"";"https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/8";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases145.pdf";"http://www.zaragoza.es/cont/paginas/oferta/docs/tribunal145.pdf";"http://www.zaragoza.es/api/recurso/empleo/oferta/145"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/147";"Oficial Mecánico";"Bachiller elemental, graduado escolar, FP 1 o equivalente.";"30/07/2001; nº. 173";"";"";"1";"0";"1";"2000";2001-08-19T22:00:00Z;"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C2";"Administración Especial-subescala de servicios especiales, clase personal de oficios";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/personal-oficios";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/concurso-oposicion-restringida";"Concurso - oposición restringida";"Finalizado";"";"";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases147.pdf";"";"http://www.zaragoza.es/api/recurso/empleo/oferta/147"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/148";"Oficial Planta Potabilizadora";"Bachiller elemental, graduado escolar, FP 1 o equivalente.";"30/07/2001; nº. 173";"";"";"2";"0";"2";"2000";2001-08-19T22:00:00Z;"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C2";"Administración Especial-subescala de servicios especiales, clase personal de oficios";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/personal-oficios";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/concurso-oposicion-restringida";"Concurso - oposición restringida";"Finalizado";"";"";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases148.pdf";"";"http://www.zaragoza.es/api/recurso/empleo/oferta/148"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/149";"Oficial tapicero";"Bachiller elemental, graduado escolar, FP 1 o equivalente.";"30/07/2001, nº. 173";"";"";"1";"0";"1";"2000";2001-08-19T22:00:00Z;"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C2";"Administración Especial-subescala de servicios especiales, clase personal de oficios";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/personal-oficios";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/concurso-oposicion-restringida";"Concurso - oposición restringida";"Finalizado";"";"";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases149.pdf";"";"http://www.zaragoza.es/api/recurso/empleo/oferta/149"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/150";"Oficial escayolista";"Bachiller elemental, graduado escolar, FP 1 o equivalente.";"30/07/2001, nº. 173";"";"";"1";"0";"1";"2000";2001-08-19T22:00:00Z;"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C2";"Administración Especial-subescala de servicios especiales, clase personal de oficios";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/personal-oficios";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/concurso-oposicion-restringida";"Concurso - oposición restringida";"Finalizado";"";"";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases150.pdf";"";"http://www.zaragoza.es/api/recurso/empleo/oferta/150"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/151";"Oficial barnizador";"Bachiller elemental, graduado escolar, FP 1 o equivalente.";"30/07/2001, nº. 173";"";"";"1";"0";"1";"2000";2001-08-19T22:00:00Z;"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C2";"Administración Especial-subescala de servicios especiales, clase personal de oficios";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/personal-oficios";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/concurso-oposicion-restringida";"Concurso - oposición restringida";"Finalizado";"";"";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases151.pdf";"";"http://www.zaragoza.es/api/recurso/empleo/oferta/151"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/153";"Médico (Servicio contra Incendios, de Salvamento y Protección Civil)";"Licenciado en Medicina y Cirugía";"04/02/2005; nº 30";"";"";"8";"0";"7";"2000";2005-03-13T23:00:00Z;"";"";"";"No";"false";"";"";"";"A1";"";"";"";"";"";"";"Finalizado";"";"https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/1305,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/471,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/524,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/388,https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/323";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases153.pdf";"http://www.zaragoza.es/cont/paginas/oferta/docs/tribunal153.pdf";"http://www.zaragoza.es/api/recurso/empleo/oferta/153"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/155";"Oficial pintor";"Bachiller elemental, graduado escolar, FP 1 o equivalente";"15/06/2001, nº 135";"15/06/2001, nº70";"07/07/2001, nº 162";"1";"";"";"2000";2001-07-26T22:00:00Z;"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/laboral";"Laboral";"";"C2";"Administración Especial-subescala de servicios especiales, clase personal de oficios";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/personal-oficios";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/oposicion";"Oposición";"Finalizado";"";"https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/9";"";"";"http://www.zaragoza.es/api/recurso/empleo/oferta/155"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/156";"Médico";"Licenciado en Medicina y Cirugía";"08/11/2000, nº257";"03/11/2000, nº 133";"29/11/2000, nº286";"1";"0";"0";"1997";2000-12-18T23:00:00Z;"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"A1";"Administración Especial-subescala técnica";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/subescala-tecnica";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/oposicion";"Oposición";"Finalizado";"";"https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/10";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases156.pdf";"http://www.zaragoza.es/cont/paginas/oferta/docs/tribunal156.pdf";"http://www.zaragoza.es/api/recurso/empleo/oferta/156"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/157";"Técnico Medio de Educación y Divulgación Medioambiental";"";"08/11/2000, nº257";"03/11/2000, nº133";"";"2";"0";"2";"1999";2000-11-27T23:00:00Z;"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"A2";"Administración Especial-subescala de servicios especiales, clase cometidos especiales";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/cometidos-especiales";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/oposicion-restringida";"Oposición restringida";"Finalizado";"";"https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/11";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases157.pdf";"http://www.zaragoza.es/cont/paginas/oferta/docs/tribunal157.pdf";"http://www.zaragoza.es/api/recurso/empleo/oferta/157"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/158";"Oficial Electricista";"Bachiller Elemental, Graduado Escolar, Formación Profesional de primer grado o equivalente";"08/11/2000, nº257";"03/11/2000, nº 133";"20/12/2000, nº 304";"3";"0";"2";"1998";2001-08-31T22:00:00Z;"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C2";"Administración Especial-subescala de servicios especiales, clase personal de oficios";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/personal-oficios";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/oposicion";"Oposición";"Finalizado";"";"https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/12";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases158.pdf";"http://www.zaragoza.es/cont/paginas/oferta/docs/tribunal158.pdf";"http://www.zaragoza.es/api/recurso/empleo/oferta/158"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/159";"Oficial Pintor";"Bachiller Elemental, Graduado Escolar, Formación Profesional de primer grado o equivalente";"08/11/2000, nº257";"03/11/2000, nº 133";"20/12/2000, nº 304";"2";"0";"1";"1998";2001-08-31T22:00:00Z;"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C2";"Administración Especial-subescala de servicios especiales, clase personal de oficios";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/personal-oficios";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/oposicion";"Oposición";"Finalizado";"";"https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/13";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases159.pdf";"http://www.zaragoza.es/cont/paginas/oferta/docs/tribunal159.pdf";"http://www.zaragoza.es/api/recurso/empleo/oferta/159"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/160";"Auxiliar Administrativo";"Bachiller elemental, graduado escolar, formación profesional de primer grado o equivalente";"08/11/2000, nº257";"03/11/2000, nº 133";"29/11/2000, nº286";"30";"5";"10";"1999";2000-12-18T23:00:00Z;"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C2";"Administración General";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesionaladministracion-general";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/oposicion";"Oposición";"Finalizado";"";"https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/14";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases160.pdf";"http://www.zaragoza.es/cont/paginas/oferta/docs/tribunal160.pdf";"http://www.zaragoza.es/api/recurso/empleo/oferta/160"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/161";"Técnico Auxiliar Sociocultural";"titulo de Bachiller Superior, B.U.P., F.P. II o equivalente..Para promoción interna:Ver bases";"02/12/2000, nº. 278";"24/11/2000, nº 143";"09/01/2001, nº. 8";"9";"0";"4";"1999";2001-01-29T23:00:00Z;"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C1";"Administración Especial-subescala de servicios especiales, clase cometidos especiales";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/cometidos-especiales";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/oposicion";"Oposición";"Finalizado";"";"https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/15";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases161.pdf";"http://www.zaragoza.es/cont/paginas/oferta/docs/tribunal161.pdf";"http://www.zaragoza.es/api/recurso/empleo/oferta/161"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/162";"Auxiliar de Casa de Amparo";"Título de Bachiller Elemental, Graduado Escolar, Formación Profesional de primer grado o equivalente.";"10/05/2000, nº 113 y 14/11/2000, nº 262";"15/05/2000, nº 56 y 15/11/2000, nº 138";"19/12/2000, nº303";"31";"0";"25";"1999";2001-07-31T22:00:00Z;"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios-y-laborales";"Funcionarios y Laborales";"";"C2";"Administración Especial-subescala de servicios especiales, clase cometidos especiales";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/cometidos-especiales";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/oposicion";"Oposición";"Finalizado";"";"https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/16";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases162.pdf";"http://www.zaragoza.es/cont/paginas/oferta/docs/tribunal162.pdf";"http://www.zaragoza.es/api/recurso/empleo/oferta/162"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/163";"Técnico Auxiliar Fotógrafo";"Título de Bachiller Superior, Formación Profesional de 2º. grado o equivalente";"19/04/01; nº. 88";"16/04/2001; nº. 44";"12/05/2001; nº. 114";"1";"0";"0";"1998";2001-01-05T23:00:00Z;"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C1";"Administración Especial-subescala de servicios especiales, clase cometidos especiales";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesional/cometidos-especiales";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/oposicion";"Oposición";"Finalizado";"";"https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/17";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases163.pdf";"http://www.zaragoza.es/cont/paginas/oferta/docs/tribunal163.pdf";"http://www.zaragoza.es/api/recurso/empleo/oferta/163"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/164";"Técnico Administración General";"título de Licenciado en Derecho, Ciencias Políticas, Ciencias Económicas o Empresariales, Intendente Mercantil o Actuario.";"31/05/2000; nº. 123";"07/06/2000; nº. 66";"29/06/2000; nº. 155";"5";"0";"2";"1999";2000-07-18T22:00:00Z;"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"A1";"Administración General";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesionaladministracion-general";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/oposicion";"Oposición";"Finalizado";"";"https://www.zaragoza.es/sede/servicio/oferta-empleo/anuncio/18";"http://www.zaragoza.es/cont/paginas/oferta/docs/bases164.pdf";"http://www.zaragoza.es/cont/paginas/oferta/docs/tribunal164.pdf";"http://www.zaragoza.es/api/recurso/empleo/oferta/164"
"https://www.zaragoza.es/sede/servicio/oferta-empleo/168";"Auxiliar Administrativo.(Consultar Oferta 2002, Convocatoria conjunta 2000/2001/2002).";"Bachiller Elemental, Graduado Escolar , FP I o equivalente";"";"";"";"22";"3";"5";"2001";"";"";"";"";"No";"false";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoPlantilla/funcionarios";"Funcionarios";"";"C2";"Administración General";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoEscalaProfesionaladministracion-general";"";"";"https://www.zaragoza.es/sede/portal/kos/empleo/tipoExamen/oposicion";"Oposición";"Finalizado";"";"";"";"";"http://www.zaragoza.es/api/recurso/empleo/oferta/168"
