id;title;type;tema;equipamiento
"55";"Campos de Fútbol";"http://www.zaragoza.es/api/kos/deporte/campos-de-futbol";"10";"https://www.zaragoza.es/sede/servicio/equipamiento/2839,https://www.zaragoza.es/sede/servicio/equipamiento/2833,https://www.zaragoza.es/sede/servicio/equipamiento/6506,https://www.zaragoza.es/sede/servicio/equipamiento/2824,https://www.zaragoza.es/sede/servicio/equipamiento/6485,https://www.zaragoza.es/sede/servicio/equipamiento/2830,https://www.zaragoza.es/sede/servicio/equipamiento/2835,https://www.zaragoza.es/sede/servicio/equipamiento/2825,https://www.zaragoza.es/sede/servicio/equipamiento/2837,https://www.zaragoza.es/sede/servicio/equipamiento/2826,https://www.zaragoza.es/sede/servicio/equipamiento/2823,https://www.zaragoza.es/sede/servicio/equipamiento/3026,https://www.zaragoza.es/sede/servicio/equipamiento/2828,https://www.zaragoza.es/sede/servicio/equipamiento/3027,https://www.zaragoza.es/sede/servicio/equipamiento/2827,https://www.zaragoza.es/sede/servicio/equipamiento/2829,https://www.zaragoza.es/sede/servicio/equipamiento/2838,https://www.zaragoza.es/sede/servicio/equipamiento/2840,https://www.zaragoza.es/sede/servicio/equipamiento/2841,https://www.zaragoza.es/sede/servicio/equipamiento/2842,https://www.zaragoza.es/sede/servicio/equipamiento/2831,https://www.zaragoza.es/sede/servicio/equipamiento/3028,https://www.zaragoza.es/sede/servicio/equipamiento/2832,https://www.zaragoza.es/sede/servicio/equipamiento/6505,https://www.zaragoza.es/sede/servicio/equipamiento/2834,https://www.zaragoza.es/sede/servicio/equipamiento/2692,https://www.zaragoza.es/sede/servicio/equipamiento/2843,https://www.zaragoza.es/sede/servicio/equipamiento/2845,https://www.zaragoza.es/sede/servicio/equipamiento/2822"
