id;title;description;plazas;lastUpdated;geometry;icon
"https://www.zaragoza.es/sede/servicio/urbanismo-infraestructuras/equipamiento/aparcamiento-moto/7";"Estacionamiento para Motos";"CALLE COSO, 101";"15";2017-06-12T22:00:00Z;"-0.8763032238461443,41.65075405608255";"http://www.zaragoza.es/contenidos/iconos/estacionamiento_motos.png"
