id;title;link;description;category;lastUpdated;icon;style;geometry
"https://www.zaragoza.es/sede/servicio/puntos-interes/monumento-94";"Centro de Historias de Zaragoza. Antiguo Convento de San Agustín";"http://www.zaragoza.es/ciudad/turismo/es/que-visitar/detalle_Monumento?id=94";"<p>Plaza San Agustín, 2  Horario:Martes a sábado de 10 a 14h y 17 a 21h
Domingos 10 a 14.30h 
Lunes cerrado

Media hora antes del cierre se interrumpe la entrada. Teléfono:976 72 18 85</p>";"Monumentos, Turismo";2014-09-18T22:00:00Z;"";"";"677408.53 4613410.17"
