id;uri;title;geometry;lastUpdated;mensajes;icon;destinos;description
"102";"http://www.zaragoza.es/ciudad/viapublica/movilidad/detalle_Tranvia?oid=102";"AVENIDA DE LA ACADEMIA";"-0.8707787699110215,41.687216424958216";2017-11-02T10:39:04Z;""www.tranviasdezaragoza.es     Telefono Atencion al Cliente: 900 920 700"";"http://www.zaragoza.es/contenidos/iconos/tranvia.png";"";"<ul><li>Mensajes:<ul><li>www.tranviasdezaragoza.es     Telefono Atencion al Cliente: 900 920 700</li></ul></li></ul><p>Actualizado: 11:39</p>"
