"Nom_Sector";"Codi_Carrer";"Tipus_Via";"Nexe";"Nom_carrer";"Nom_complert";"Num_Inf";"Lletra_Inf";"Accessori_inf";"Num_Sup";"Lletra_sup";"Accessori_sup"
"Avellaneda";"0134";"CARRER";"del";"Castell de Cartellà";"Carrer del Castell de Cartellà";"1";"";"N";"2";"";"N"
"Avellaneda";"0238";"CARRER";"de";"Galícia";"Carrer de Galícia";"2";"";"N";"10";"";"N"
"Avellaneda";"0238";"CARRER";"de";"Galícia";"Carrer de Galícia";"1";"";"N";"11";"";"N"
"Avellaneda";"0266";"CARRER";"de";"Guipúscoa";"Carrer de Guipúscoa";"2";"";"N";"14";"";"N"
"Avellaneda";"0266";"CARRER";"de";"Guipúscoa";"Carrer de Guipúscoa";"1";"";"N";"17";"";"N"
"Avellaneda";"0266";"CARRER";"de";"Guipúscoa";"Carrer de Guipúscoa";"16";"";"N";"28";"";"N"
"Avellaneda";"0877";"CARRER";"del";"8 de Març de 1908";"Carrer del 8 de Març de 1908";"2";"";"S";"4";"";"S"
"Avellaneda";"0877";"CARRER";"del";"8 de Març de 1908";"Carrer del 8 de Març de 1908";"6";"";"N";"10";"";"N"
"Avellaneda";"0878";"CARRER";"de";"Can Turon";"Carrer de Can Turon";"1";"";"N";"5";"";"N"
"Avellaneda";"0880";"CARRER";"de";"Ricard Viladesau i Caner";"Carrer de Ricard Viladesau i Caner";"1";"";"N";"1";"";"N"
"Barri Vell";"0006";"CARRER";"dels";"Abeuradors";"Carrer dels Abeuradors";"1";"";"N";"9";"";"S"
"Barri Vell";"0006";"CARRER";"dels";"Abeuradors";"Carrer dels Abeuradors";"2";"";"N";"4";"";"N"
"Barri Vell";"0006";"CARRER";"dels";"Abeuradors";"Carrer dels Abeuradors";"6";"";"S";"6";"";"S"
"Barri Vell";"0014";"CARRER";"de l'";"Albereda";"Carrer de l'Albereda";"2";"";"N";"6";"";"N"
"Barri Vell";"0014";"CARRER";"de l'";"Albereda";"Carrer de l'Albereda";"8";"";"N";"22";"";"N"
"Barri Vell";"0014";"CARRER";"de l'";"Albereda";"Carrer de l'Albereda";"1";"";"N";"15";"";"N"
"Barri Vell";"0016";"CARRER";"dels";"Alemanys";"Carrer dels Alemanys";"2";"";"N";"4";"";"N"
"Barri Vell";"0016";"CARRER";"dels";"Alemanys";"Carrer dels Alemanys";"1";"";"N";"13";"";"N"
"Barri Vell";"0016";"CARRER";"dels";"Alemanys";"Carrer dels Alemanys";"6";"";"N";"20";"";"N"
"Barri Vell";"0016";"CARRER";"dels";"Alemanys";"Carrer dels Alemanys";"22";"";"N";"28";"";"N"
"Barri Vell";"0027";"CARRER";"de l'";"Àngel";"Carrer de l'Àngel";"2";"";"N";"20";"";"N"
"Barri Vell";"0027";"CARRER";"de l'";"Àngel";"Carrer de l'Àngel";"1";"";"N";"11";"";"N"
"Barri Vell";"0035";"CARRER";"de l'";"Arc";"Carrer de l'Arc";"1";"";"N";"2";"";"N"
"Barri Vell";"0036";"CARRER";"de l'";"Argenteria";"Carrer de l'Argenteria";"2";"";"N";"30";"";"N"
"Barri Vell";"0036";"CARRER";"de l'";"Argenteria";"Carrer de l'Argenteria";"1";"";"N";"27";"";"N"
"Barri Vell";"0036";"CARRER";"de l'";"Argenteria";"Carrer de l'Argenteria";"29";"";"N";"31";"";"N"
"Barri Vell";"0042";"CARRER";"de l'";"Auriga";"Carrer de l'Auriga";"1";"";"N";"7";"";"S"
"Barri Vell";"0042";"CARRER";"de l'";"Auriga";"Carrer de l'Auriga";"2";"";"N";"8";"";"N"
"Barri Vell";"0043";"TRAVESSIA";"de l'";"Auriga";"Travessia de l'Auriga";"7";"";"N";"11";"";"N"
"Barri Vell";"0043";"TRAVESSIA";"de l'";"Auriga";"Travessia de l'Auriga";"5";"";"N";"5";"";"N"
"Barri Vell";"0043";"TRAVESSIA";"de l'";"Auriga";"Travessia de l'Auriga";"2";"";"N";"6";"";"N"
"Barri Vell";"0043";"TRAVESSIA";"de l'";"Auriga";"Travessia de l'Auriga";"8";"";"N";"8";"";"N"
"Barri Vell";"0043";"TRAVESSIA";"de l'";"Auriga";"Travessia de l'Auriga";"1";"";"N";"3";"";"N"
"Barri Vell";"0051";"CARRER";"de les";"Ballesteries";"Carrer de les Ballesteries";"2";"";"N";"52";"";"N"
"Barri Vell";"0051";"CARRER";"de les";"Ballesteries";"Carrer de les Ballesteries";"1";"";"N";"51";"";"N"
"Barri Vell";"0054";"CARRER";"dels";"Banyoles";"Carrer dels Banyoles";"2";"";"N";"2";"";"N"
"Barri Vell";"0054";"CARRER";"dels";"Banyoles";"Carrer dels Banyoles";"1";"";"S";"17";"";"S"
"Barri Vell";"0055";"CARRER";"de la";"Barca";"Carrer de la Barca";"19";"";"N";"29";"";"S"
"Barri Vell";"0055";"CARRER";"de la";"Barca";"Carrer de la Barca";"1";"";"N";"17";"";"N"
"Barri Vell";"0055";"CARRER";"de la";"Barca";"Carrer de la Barca";"2";"";"N";"14";"";"N"
"Barri Vell";"0055";"CARRER";"de la";"Barca";"Carrer de la Barca";"16";"";"N";"18";"";"N"
"Barri Vell";"0055";"CARRER";"de la";"Barca";"Carrer de la Barca";"20";"";"N";"34";"";"N"
"Barri Vell";"0062";"CARRER";"de";"Lluís Batlle i Prats";"Carrer de Lluís Batlle i Prats";"1";"";"S";"3";"";"N"
"Barri Vell";"0062";"CARRER";"de";"Lluís Batlle i Prats";"Carrer de Lluís Batlle i Prats";"2";"";"N";"6";"";"N"
"Barri Vell";"0063";"CARRER";"de les";"Beates";"Carrer de les Beates";"1";"";"N";"3";"";"N"
"Barri Vell";"0063";"CARRER";"de les";"Beates";"Carrer de les Beates";"2";"";"N";"2";"";"N"
"Barri Vell";"0064";"PLAÇA";"dels";"Bell-lloc";"Plaça dels Bell-lloc";"1";"";"S";"11";"";"S"
"Barri Vell";"0064";"PLAÇA";"dels";"Bell-lloc";"Plaça dels Bell-lloc";"2";"";"N";"4";"";"N"
"Barri Vell";"0065";"CARRER";"de";"Bellmirall";"Carrer de Bellmirall";"2";"";"N";"4";"";"N"
"Barri Vell";"0065";"CARRER";"de";"Bellmirall";"Carrer de Bellmirall";"1";"";"N";"7";"";"N"
"Barri Vell";"0065";"CARRER";"de";"Bellmirall";"Carrer de Bellmirall";"4";"A";"N";"8";"";"N"
"Barri Vell";"0066";"CARRER";"del";"Bellaire";"Carrer del Bellaire";"9";"";"N";"13";"";"N"
"Barri Vell";"0066";"CARRER";"del";"Bellaire";"Carrer del Bellaire";"3";"";"S";"7";"";"N"
"Barri Vell";"0066";"CARRER";"del";"Bellaire";"Carrer del Bellaire";"1";"";"N";"1";"";"N"
"Barri Vell";"0066";"CARRER";"del";"Bellaire";"Carrer del Bellaire";"2";"";"S";"2";"";"S"
"Barri Vell";"0073";"CARRER";"de";"Bisbe Cartañà";"Carrer de Bisbe Cartañà";"1";"";"N";"2";"";"N"
"Barri Vell";"0079";"CARRER";"de";"Bonaventura Carreras i Peralta";"Carrer de Bonaventura Carreras i Peralta";"1";"";"S";"3";"";"S"
"Barri Vell";"0079";"CARRER";"de";"Bonaventura Carreras i Peralta";"Carrer de Bonaventura Carreras i Peralta";"5";"";"N";"15";"";"N"
"Barri Vell";"0079";"CARRER";"de";"Bonaventura Carreras i Peralta";"Carrer de Bonaventura Carreras i Peralta";"2";"";"N";"8";"";"N"
"Barri Vell";"0079";"CARRER";"de";"Bonaventura Carreras i Peralta";"Carrer de Bonaventura Carreras i Peralta";"10";"";"N";"12";"";"N"
"Barri Vell";"0088";"CARRER";"dels";"Calderers";"Carrer dels Calderers";"1";"";"N";"19";"";"N"
"Barri Vell";"0088";"CARRER";"dels";"Calderers";"Carrer dels Calderers";"2";"";"N";"16";"";"S"
"Barri Vell";"0125";"CARRER";"del";"Carme";"Carrer del Carme";"1";"";"N";"9";"";"N"
"Barri Vell";"0132";"PLAÇA";"de les";"Castanyes";"Plaça de les Castanyes";"1";"";"N";"8";"";"N"
"Barri Vell";"0132";"PLAÇA";"de les";"Castanyes";"Plaça de les Castanyes";"9";"";"N";"9";"";"N"
"Barri Vell";"0132";"PLAÇA";"de les";"Castanyes";"Plaça de les Castanyes";"10";"";"N";"10";"";"N"
"Barri Vell";"0140";"PLAÇA";"de";"Catalunya";"Plaça de Catalunya";"1";"";"N";"3";"";"N"
"Barri Vell";"0140";"PLAÇA";"de";"Catalunya";"Plaça de Catalunya";"4";"";"N";"11";"";"N"
"Barri Vell";"0140";"PLAÇA";"de";"Catalunya";"Plaça de Catalunya";"13";"";"N";"14";"";"N"
"Barri Vell";"0140";"PLAÇA";"de";"Catalunya";"Plaça de Catalunya";"15";"";"N";"16";"";"N"
"Barri Vell";"0140";"PLAÇA";"de";"Catalunya";"Plaça de Catalunya";"12";"";"N";"12";"";"N"
"Barri Vell";"0142";"PLAÇA";"de la";"Catedral";"Plaça de la Catedral";"7";"";"N";"8";"";"N"
"Barri Vell";"0142";"PLAÇA";"de la";"Catedral";"Plaça de la Catedral";"1";"";"N";"6";"";"N"
"Barri Vell";"0142";"PLAÇA";"de la";"Catedral";"Plaça de la Catedral";"9";"";"N";"9";"";"N"
"Barri Vell";"0143";"PUJADA";"de la";"Catedral";"Pujada de la Catedral";"10";"";"N";"10";"";"N"
"Barri Vell";"0143";"PUJADA";"de la";"Catedral";"Pujada de la Catedral";"12";"";"N";"12";"";"N"
"Barri Vell";"0143";"PUJADA";"de la";"Catedral";"Pujada de la Catedral";"2";"";"N";"8";"";"N"
"Barri Vell";"0143";"PUJADA";"de la";"Catedral";"Pujada de la Catedral";"1";"";"N";"7";"";"N"
"Barri Vell";"0143";"PUJADA";"de la";"Catedral";"Pujada de la Catedral";"9";"";"N";"9";"";"N"
"Barri Vell";"0149";"CARRER";"dels";"Ciutadans";"Carrer dels Ciutadans";"12";"";"N";"16";"";"N"
"Barri Vell";"0149";"CARRER";"dels";"Ciutadans";"Carrer dels Ciutadans";"2";"";"N";"10";"";"S"
