"Nom_Sector";"Codi_Carrer";"Tipus_Via";"Nexe";"Nom_carrer";"Nom_complert";"Num_Inf";"Lletra_Inf";"Accessori_inf";"Num_Sup";"Lletra_sup";"Accessori_sup"
"Carme";"0687";"CARRER";"de";"Vista Alegre";"Carrer de Vista Alegre";"2";"";"N";"14";"";"N"
"Carme";"0687";"CARRER";"de";"Vista Alegre";"Carrer de Vista Alegre";"11";"";"N";"19";"";"N"
"Carme";"0687";"CARRER";"de";"Vista Alegre";"Carrer de Vista Alegre";"21";"";"N";"25";"";"N"
"Carme";"0687";"CARRER";"de";"Vista Alegre";"Carrer de Vista Alegre";"16";"";"N";"16";"";"N"
"Carme";"0734";"PASSEIG";"de";"Fora Muralla";"Passeig de Fora Muralla";"1";"";"N";"11";"";"N"
"Carme";"0734";"PASSEIG";"de";"Fora Muralla";"Passeig de Fora Muralla";"12";"";"N";"17";"";"N"
"Carme";"0734";"PASSEIG";"de";"Fora Muralla";"Passeig de Fora Muralla";"18";"";"N";"30";"";"N"
"Carme";"0744";"CARRER";"de";"Pere III el Cerimoniós";"Carrer de Pere III el Cerimoniós";"1";"";"N";"11";"";"N"
"Carme";"0837";"PASSATGE";"dels";"Picapedrers";"Passatge dels Picapedrers";"2";"";"N";"8";"";"N"
"Carme";"0837";"PASSATGE";"dels";"Picapedrers";"Passatge dels Picapedrers";"1";"";"N";"7";"";"N"
"Carme";"0932";"JARDINS";"de";"Pablo García Cortés, Pablito";"Jardins de Pablo García Cortés, Pablito";"1";"";"N";"2";"";"N"
"Domeny Nord";"0105";"CARRER";"de";"Can Sunyer";"Carrer de Can Sunyer";"48";"";"N";"56";"";"N"
"Domeny Nord";"0105";"CARRER";"de";"Can Sunyer";"Carrer de Can Sunyer";"21";"";"N";"35";"";"N"
"Domeny Nord";"0105";"CARRER";"de";"Can Sunyer";"Carrer de Can Sunyer";"37";"";"N";"49";"";"N"
"Domeny Nord";"0105";"CARRER";"de";"Can Sunyer";"Carrer de Can Sunyer";"58";"";"N";"66";"";"N"
"Domeny Nord";"0148";"CARRER";"del";"Cervino";"Carrer del Cervino";"0";"";"N";"0";"";"N"
"Domeny Nord";"0152";"CARRER";"del";"Collsacabra";"Carrer del Collsacabra";"1";"";"N";"2";"";"N"
"Domeny Nord";"0241";"CARRER";"de la";"Riera Garrap";"Carrer de la Riera Garrap";"2";"";"N";"22";"";"N"
"Domeny Nord";"0241";"CARRER";"de la";"Riera Garrap";"Carrer de la Riera Garrap";"1";"";"N";"19";"";"N"
"Domeny Nord";"0241";"CARRER";"de la";"Riera Garrap";"Carrer de la Riera Garrap";"24";"";"N";"34";"";"N"
"Domeny Nord";"0241";"CARRER";"de la";"Riera Garrap";"Carrer de la Riera Garrap";"21";"";"N";"29";"";"N"
"Domeny Nord";"0241";"CARRER";"de la";"Riera Garrap";"Carrer de la Riera Garrap";"31";"";"N";"39";"";"N"
"Domeny Nord";"0241";"CARRER";"de la";"Riera Garrap";"Carrer de la Riera Garrap";"36";"";"S";"44";"";"N"
"Domeny Nord";"0311";"CARRER";"de";"Josep Maria Prat i Roca";"Carrer de Josep Maria Prat i Roca";"0";"";"N";"0";"";"N"
"Domeny Nord";"0384";"CARRER";"de";"Josep Baró i Güell";"Carrer de Josep Baró i Güell";"1";"";"N";"37";"";"N"
"Domeny Nord";"0384";"CARRER";"de";"Josep Baró i Güell";"Carrer de Josep Baró i Güell";"2";"";"N";"2";"";"N"
"Domeny Nord";"0571";"CARRER";"de";"Sant Gregori";"Carrer de Sant Gregori";"128";"";"N";"150";"";"N"
"Domeny Nord";"0571";"CARRER";"de";"Sant Gregori";"Carrer de Sant Gregori";"102";"";"N";"102";"";"N"
"Domeny Nord";"0571";"CARRER";"de";"Sant Gregori";"Carrer de Sant Gregori";"104";"";"S";"122";"";"N"
"Domeny Nord";"0571";"CARRER";"de";"Sant Gregori";"Carrer de Sant Gregori";"158";"";"N";"202";"";"N"
"Domeny Nord";"0571";"CARRER";"de";"Sant Gregori";"Carrer de Sant Gregori";"156";"";"S";"156";"";"S"
"Domeny Nord";"0571";"CARRER";"de";"Sant Gregori";"Carrer de Sant Gregori";"152";"";"N";"154";"";"N"
"Domeny Nord";"0624";"CARRETERA";"de";"Taialà";"Carretera de Taialà";"109";"";"N";"109";"";"N"
"Domeny Nord";"0624";"CARRETERA";"de";"Taialà";"Carretera de Taialà";"1";"";"N";"13";"";"N"
"Domeny Nord";"0624";"CARRETERA";"de";"Taialà";"Carretera de Taialà";"111";"";"N";"113";"";"N"
"Domeny Nord";"0624";"CARRETERA";"de";"Taialà";"Carretera de Taialà";"15";"";"N";"21";"";"N"
"Domeny Nord";"0624";"CARRETERA";"de";"Taialà";"Carretera de Taialà";"23";"";"N";"75";"";"N"
"Domeny Nord";"0624";"CARRETERA";"de";"Taialà";"Carretera de Taialà";"77";"";"N";"107";"";"N"
"Domeny Nord";"0726";"CARRER";"del";"Camp de la Creu";"Carrer del Camp de la Creu";"1";"";"N";"15";"";"N"
"Domeny Nord";"0726";"CARRER";"del";"Camp de la Creu";"Carrer del Camp de la Creu";"2";"";"N";"2";"";"N"
"Domeny Nord";"0726";"CARRER";"del";"Camp de la Creu";"Carrer del Camp de la Creu";"17";"";"N";"19";"";"N"
"Domeny Nord";"0727";"CARRER";"del";"Castell de Bellaguarda";"Carrer del Castell de Bellaguarda";"1";"";"N";"19";"";"N"
"Domeny Nord";"0727";"CARRER";"del";"Castell de Bellaguarda";"Carrer del Castell de Bellaguarda";"2";"";"N";"12";"";"N"
"Domeny Nord";"0728";"CARRER";"del";"Castell de Montgrí";"Carrer del Castell de Montgrí";"2";"";"N";"12";"";"N"
"Domeny Nord";"0728";"CARRER";"del";"Castell de Montgrí";"Carrer del Castell de Montgrí";"14";"";"N";"20";"";"N"
"Domeny Nord";"0728";"CARRER";"del";"Castell de Montgrí";"Carrer del Castell de Montgrí";"1";"";"N";"11";"";"N"
"Domeny Nord";"0728";"CARRER";"del";"Castell de Montgrí";"Carrer del Castell de Montgrí";"22";"";"S";"34";"";"S"
"Domeny Nord";"0728";"CARRER";"del";"Castell de Montgrí";"Carrer del Castell de Montgrí";"13";"";"S";"15";"";"S"
"Domeny Nord";"0728";"CARRER";"del";"Castell de Montgrí";"Carrer del Castell de Montgrí";"17";"";"S";"25";"";"N"
"Domeny Nord";"0736";"CARRER";"de";"Josep Vicenç Foix i Mas";"Carrer de Josep Vicenç Foix i Mas";"1";"";"N";"1";"";"N"
"Domeny Nord";"0736";"CARRER";"de";"Josep Vicenç Foix i Mas";"Carrer de Josep Vicenç Foix i Mas";"2";"";"N";"2";"";"N"
"Domeny Nord";"0737";"CARRER";"de";"Carles Riba i Bracons";"Carrer de Carles Riba i Bracons";"2";"";"N";"2";"";"N"
"Domeny Nord";"0737";"CARRER";"de";"Carles Riba i Bracons";"Carrer de Carles Riba i Bracons";"1";"";"N";"39";"";"N"
"Domeny Nord";"0737";"CARRER";"de";"Carles Riba i Bracons";"Carrer de Carles Riba i Bracons";"41";"";"N";"41";"";"N"
"Domeny Nord";"0738";"CARRER";"de";"Montserrat Roig";"Carrer de Montserrat Roig";"2";"";"N";"16";"";"N"
"Domeny Nord";"0738";"CARRER";"de";"Montserrat Roig";"Carrer de Montserrat Roig";"1";"";"N";"1";"";"N"
"Domeny Nord";"0739";"CARRER";"de";"Joan Badia i Casañas";"Carrer de Joan Badia i Casañas";"9";"";"N";"15";"";"N"
"Domeny Nord";"0739";"CARRER";"de";"Joan Badia i Casañas";"Carrer de Joan Badia i Casañas";"2";"";"N";"8";"";"S"
"Domeny Nord";"0739";"CARRER";"de";"Joan Badia i Casañas";"Carrer de Joan Badia i Casañas";"1";"";"N";"7";"";"N"
"Domeny Nord";"0746";"CARRER";"de";"Joan Miró i Ferrà";"Carrer de Joan Miró i Ferrà";"2";"";"S";"8";"";"N"
"Domeny Nord";"0746";"CARRER";"de";"Joan Miró i Ferrà";"Carrer de Joan Miró i Ferrà";"1";"";"N";"15";"";"N"
"Domeny Nord";"0746";"CARRER";"de";"Joan Miró i Ferrà";"Carrer de Joan Miró i Ferrà";"33";"";"N";"35";"";"N"
"Domeny Nord";"0746";"CARRER";"de";"Joan Miró i Ferrà";"Carrer de Joan Miró i Ferrà";"37";"";"N";"39";"";"N"
"Domeny Nord";"0746";"CARRER";"de";"Joan Miró i Ferrà";"Carrer de Joan Miró i Ferrà";"41";"";"N";"43";"";"N"
"Domeny Nord";"0746";"CARRER";"de";"Joan Miró i Ferrà";"Carrer de Joan Miró i Ferrà";"10";"";"N";"10";"";"N"
"Domeny Nord";"0746";"CARRER";"de";"Joan Miró i Ferrà";"Carrer de Joan Miró i Ferrà";"17";"";"N";"31";"";"N"
"Domeny Nord";"0801";"ROTONDA";"de";"Domeny";"Rotonda de Domeny";"1";"";"N";"2";"";"N"
"Domeny Nord";"0802";"CARRER";"de";"Susqueda";"Carrer de Susqueda";"1";"";"N";"7";"";"N"
"Domeny Nord";"0802";"CARRER";"de";"Susqueda";"Carrer de Susqueda";"2";"";"N";"2";"";"N"
"Domeny Nord";"0803";"CARRER";"de";"Joan Salvat- Papasseit";"Carrer de Joan Salvat- Papasseit";"1";"";"N";"1";"";"N"
"Domeny Nord";"0805";"CARRER";"de";"Bescanó";"Carrer de Bescanó";"1";"";"N";"17";"";"N"
"Domeny Nord";"0805";"CARRER";"de";"Bescanó";"Carrer de Bescanó";"2";"";"N";"8";"";"N"
"Domeny Nord";"0805";"CARRER";"de";"Bescanó";"Carrer de Bescanó";"19";"";"N";"35";"";"N"
"Domeny Nord";"0805";"CARRER";"de";"Bescanó";"Carrer de Bescanó";"10";"";"N";"18";"";"N"
"Domeny Nord";"0805";"CARRER";"de";"Bescanó";"Carrer de Bescanó";"20";"";"N";"28";"";"N"
"Domeny Nord";"0805";"CARRER";"de";"Bescanó";"Carrer de Bescanó";"30";"";"N";"36";"";"N"
"Domeny Nord";"0805";"CARRER";"de";"Bescanó";"Carrer de Bescanó";"40";"";"N";"44";"";"N"
"Domeny Nord";"0805";"CARRER";"de";"Bescanó";"Carrer de Bescanó";"37";"";"N";"39";"";"N"
"Domeny Nord";"0806";"CARRER";"de";"Ginestar";"Carrer de Ginestar";"1";"";"S";"9";"";"N"
"Domeny Nord";"0806";"CARRER";"de";"Ginestar";"Carrer de Ginestar";"2";"";"S";"14";"";"S"
"Domeny Nord";"0807";"CARRER";"de";"Llorà";"Carrer de Llorà";"1";"";"N";"9";"";"N"
"Domeny Nord";"0807";"CARRER";"de";"Llorà";"Carrer de Llorà";"2";"";"N";"10";"";"N"
"Domeny Nord";"0808";"CARRER";"de";"Canet d'Adri";"Carrer de Canet d'Adri";"1";"";"N";"7";"";"N"
"Domeny Nord";"0808";"CARRER";"de";"Canet d'Adri";"Carrer de Canet d'Adri";"2";"";"N";"10";"";"S"
"Domeny Nord";"0808";"CARRER";"de";"Canet d'Adri";"Carrer de Canet d'Adri";"9";"";"N";"9";"";"N"
"Domeny Nord";"0808";"CARRER";"de";"Canet d'Adri";"Carrer de Canet d'Adri";"12";"";"N";"12";"";"N"
"Domeny Nord";"0809";"CARRER";"d'";"Adri";"Carrer d'Adri";"1";"";"N";"7";"";"N"
"Domeny Nord";"0809";"CARRER";"d'";"Adri";"Carrer d'Adri";"2";"";"N";"2";"";"N"
"Domeny Nord";"0809";"CARRER";"d'";"Adri";"Carrer d'Adri";"9";"";"N";"17";"";"N"
"Domeny Nord";"0809";"CARRER";"d'";"Adri";"Carrer d'Adri";"19";"";"N";"27";"";"N"
"Domeny Nord";"0809";"CARRER";"d'";"Adri";"Carrer d'Adri";"29";"";"N";"35";"";"N"
"Domeny Nord";"0809";"CARRER";"d'";"Adri";"Carrer d'Adri";"37";"";"S";"37";"";"S"
"Domeny Nord";"0810";"CARRER";"de";"Cartellà";"Carrer de Cartellà";"1";"";"N";"9";"";"N"
"Domeny Nord";"0810";"CARRER";"de";"Cartellà";"Carrer de Cartellà";"2";"";"N";"18";"";"S"
"Domeny Nord";"0810";"CARRER";"de";"Cartellà";"Carrer de Cartellà";"17";"";"N";"19";"";"N"
"Domeny Nord";"0810";"CARRER";"de";"Cartellà";"Carrer de Cartellà";"20";"";"N";"28";"";"N"
"Domeny Nord";"0810";"CARRER";"de";"Cartellà";"Carrer de Cartellà";"30";"";"N";"32";"";"N"
"Domeny Nord";"0810";"CARRER";"de";"Cartellà";"Carrer de Cartellà";"21";"";"N";"29";"";"S"
"Domeny Nord";"0810";"CARRER";"de";"Cartellà";"Carrer de Cartellà";"11";"";"N";"15";"";"N"
"Domeny Nord";"0843";"RAMBLA";"de";"Tete Montoliu";"Rambla de Tete Montoliu";"2";"";"N";"38";"";"N"
"Domeny Nord";"0843";"RAMBLA";"de";"Tete Montoliu";"Rambla de Tete Montoliu";"1";"";"N";"35";"";"S"
"Domeny Nord";"0843";"RAMBLA";"de";"Tete Montoliu";"Rambla de Tete Montoliu";"37";"";"N";"37";"";"N"
"Domeny Nord";"0844";"CARRER";"de";"Maria Àngels Anglada i d'Abadal";"Carrer de Maria Àngels Anglada i d'Abadal";"1";"";"N";"1";"";"N"
"Domeny Nord";"0844";"CARRER";"de";"Maria Àngels Anglada i d'Abadal";"Carrer de Maria Àngels Anglada i d'Abadal";"2";"";"N";"2";"";"N"
"Domeny Sud";"0031";"CARRETERA";"";"Antiga d'Amer";"Carretera Antiga d'Amer";"28";"";"N";"44";"";"N"
"Domeny Sud";"0031";"CARRETERA";"";"Antiga d'Amer";"Carretera Antiga d'Amer";"46";"";"N";"68";"";"N"
"Domeny Sud";"0031";"CARRETERA";"";"Antiga d'Amer";"Carretera Antiga d'Amer";"1";"";"S";"9";"";"N"
"Domeny Sud";"0031";"CARRETERA";"";"Antiga d'Amer";"Carretera Antiga d'Amer";"2";"";"N";"26";"";"N"
"Domeny Sud";"0086";"CARRER";"de la";"Riera Bullidors";"Carrer de la Riera Bullidors";"2";"";"N";"22";"";"N"
"Domeny Sud";"0086";"CARRER";"de la";"Riera Bullidors";"Carrer de la Riera Bullidors";"1";"";"S";"7";"";"S"
"Domeny Sud";"0086";"CARRER";"de la";"Riera Bullidors";"Carrer de la Riera Bullidors";"24";"";"S";"28";"";"N"
"Domeny Sud";"0086";"CARRER";"de la";"Riera Bullidors";"Carrer de la Riera Bullidors";"30";"";"N";"36";"";"N"
"Domeny Sud";"0086";"CARRER";"de la";"Riera Bullidors";"Carrer de la Riera Bullidors";"38";"";"N";"44";"";"N"
"Domeny Sud";"0086";"CARRER";"de la";"Riera Bullidors";"Carrer de la Riera Bullidors";"46";"";"N";"52";"";"N"
"Domeny Sud";"0086";"CARRER";"de la";"Riera Bullidors";"Carrer de la Riera Bullidors";"9";"";"S";"13";"";"N"
"Domeny Sud";"0086";"CARRER";"de la";"Riera Bullidors";"Carrer de la Riera Bullidors";"15";"";"N";"21";"";"N"
"Domeny Sud";"0086";"CARRER";"de la";"Riera Bullidors";"Carrer de la Riera Bullidors";"23";"";"N";"29";"";"N"
"Domeny Sud";"0086";"CARRER";"de la";"Riera Bullidors";"Carrer de la Riera Bullidors";"31";"";"N";"39";"";"N"
"Domeny Sud";"0108";"CARRER";"de";"Can Torroella";"Carrer de Can Torroella";"1";"";"N";"17";"";"N"
"Domeny Sud";"0108";"CARRER";"de";"Can Torroella";"Carrer de Can Torroella";"2";"";"N";"2";"";"N"
"Domeny Sud";"0108";"CARRER";"de";"Can Torroella";"Carrer de Can Torroella";"19";"";"N";"31";"";"N"
"Domeny Sud";"0108";"CARRER";"de";"Can Torroella";"Carrer de Can Torroella";"41";"";"N";"55";"";"N"
"Domeny Sud";"0108";"CARRER";"de";"Can Torroella";"Carrer de Can Torroella";"33";"";"N";"39";"";"N"
"Domeny Sud";"0181";"DISSEMINAT";"de";"Domeny";"Disseminat de Domeny";"1";"";"N";"12";"";"N"
"Domeny Sud";"0275";"CARRER";"de l'";"Hostal Nou";"Carrer de l'Hostal Nou";"2";"";"N";"2";"";"N"
"Domeny Sud";"0275";"CARRER";"de l'";"Hostal Nou";"Carrer de l'Hostal Nou";"1";"";"N";"1";"";"N"
"Domeny Sud";"0305";"CARRER";"de la";"Joeria Petita";"Carrer de la Joeria Petita";"1";"";"N";"19";"";"N"
"Domeny Sud";"0305";"CARRER";"de la";"Joeria Petita";"Carrer de la Joeria Petita";"2";"";"N";"16";"";"N"
"Domeny Sud";"0314";"AVINGUDA";"de";"Josep Tarradellas i Joan";"Avinguda de Josep Tarradellas i Joan";"21";"";"N";"299";"";"N"
"Domeny Sud";"0399";"CARRER";"de";"Montbó";"Carrer de Montbó";"2";"";"N";"6";"H";"N"
"Domeny Sud";"0399";"CARRER";"de";"Montbó";"Carrer de Montbó";"7";"";"N";"29";"";"N"
"Domeny Sud";"0399";"CARRER";"de";"Montbó";"Carrer de Montbó";"1";"";"S";"5";"";"N"
"Domeny Sud";"0399";"CARRER";"de";"Montbó";"Carrer de Montbó";"0";"";"N";"0";"";"N"
"Domeny Sud";"0399";"CARRER";"de";"Montbó";"Carrer de Montbó";"8";"";"N";"30";"";"N"
"Domeny Sud";"0571";"CARRER";"de";"Sant Gregori";"Carrer de Sant Gregori";"101";"";"N";"119";"";"N"
"Domeny Sud";"0571";"CARRER";"de";"Sant Gregori";"Carrer de Sant Gregori";"153";"";"N";"165";"";"N"
"Domeny Sud";"0571";"CARRER";"de";"Sant Gregori";"Carrer de Sant Gregori";"121";"";"N";"131";"";"N"
"Domeny Sud";"0571";"CARRER";"de";"Sant Gregori";"Carrer de Sant Gregori";"1";"";"N";"85";"";"N"
"Domeny Sud";"0571";"CARRER";"de";"Sant Gregori";"Carrer de Sant Gregori";"95";"";"N";"99";"";"N"
"Domeny Sud";"0571";"CARRER";"de";"Sant Gregori";"Carrer de Sant Gregori";"124";"";"N";"126";"";"N"
"Domeny Sud";"0571";"CARRER";"de";"Sant Gregori";"Carrer de Sant Gregori";"2";"";"N";"100";"";"N"
"Domeny Sud";"0571";"CARRER";"de";"Sant Gregori";"Carrer de Sant Gregori";"133";"";"N";"151";"";"N"
"Domeny Sud";"0571";"CARRER";"de";"Sant Gregori";"Carrer de Sant Gregori";"167";"";"N";"183";"";"N"
"Domeny Sud";"0571";"CARRER";"de";"Sant Gregori";"Carrer de Sant Gregori";"185";"";"N";"191";"";"N"
"Domeny Sud";"0571";"CARRER";"de";"Sant Gregori";"Carrer de Sant Gregori";"199";"";"N";"205";"";"N"
"Domeny Sud";"0571";"CARRER";"de";"Sant Gregori";"Carrer de Sant Gregori";"193";"";"N";"197";"";"N"
"Domeny Sud";"0781";"PLAÇA";"de la";"Vila de Perpinyà";"Plaça de la Vila de Perpinyà";"1";"";"N";"1";"";"N"
"Domeny Sud";"0797";"ROTONDA";"de";"Taialà";"Rotonda de Taialà";"1";"";"N";"1";"";"N"
"Domeny Sud";"0798";"ROTONDA";"de";"Josep Tarradellas i Joan";"Rotonda de Josep Tarradellas i Joan";"1";"";"N";"2";"";"N"
"Domeny Sud";"0801";"ROTONDA";"de";"Domeny";"Rotonda de Domeny";"3";"";"N";"4";"";"N"
"Domeny Sud";"0862";"CARRER";"de";"Can Benet del Riu";"Carrer de Can Benet del Riu";"4";"";"N";"16";"";"N"
"Domeny Sud";"0862";"CARRER";"de";"Can Benet del Riu";"Carrer de Can Benet del Riu";"2";"";"S";"2";"";"S"
"Domeny Sud";"0885";"CARRER";"de la";"Font de la Teula";"Carrer de la Font de la Teula";"1";"";"N";"9";"";"N"
"Domeny Sud";"0885";"CARRER";"de la";"Font de la Teula";"Carrer de la Font de la Teula";"11";"";"N";"21";"";"N"
"Domeny Sud";"0885";"CARRER";"de la";"Font de la Teula";"Carrer de la Font de la Teula";"2";"";"N";"10";"";"N"
"Domeny Sud";"0885";"CARRER";"de la";"Font de la Teula";"Carrer de la Font de la Teula";"12";"";"S";"20";"";"N"
"Domeny Sud";"0913";"CARRER";"de";"Roberto Bolaño Ávalos";"Carrer de Roberto Bolaño Ávalos";"2";"";"N";"4";"";"S"
"Domeny Sud";"0913";"CARRER";"de";"Roberto Bolaño Ávalos";"Carrer de Roberto Bolaño Ávalos";"1";"";"N";"7";"";"N"
"Domeny Sud";"0913";"CARRER";"de";"Roberto Bolaño Ávalos";"Carrer de Roberto Bolaño Ávalos";"6";"";"S";"8";"";"N"
"Domeny Sud";"0913";"CARRER";"de";"Roberto Bolaño Ávalos";"Carrer de Roberto Bolaño Ávalos";"10";"";"N";"16";"";"N"
"Domeny Sud";"0913";"CARRER";"de";"Roberto Bolaño Ávalos";"Carrer de Roberto Bolaño Ávalos";"18";"";"N";"24";"";"N"
"Domeny Sud";"0913";"CARRER";"de";"Roberto Bolaño Ávalos";"Carrer de Roberto Bolaño Ávalos";"26";"";"N";"30";"";"N"
"Domeny Sud";"0913";"CARRER";"de";"Roberto Bolaño Ávalos";"Carrer de Roberto Bolaño Ávalos";"32";"";"N";"38";"";"N"
"Domeny Sud";"0913";"CARRER";"de";"Roberto Bolaño Ávalos";"Carrer de Roberto Bolaño Ávalos";"40";"";"N";"46";"";"N"
"Domeny Sud";"0927";"CARRER";"de";"Damià Escuder i Lladó";"Carrer de Damià Escuder i Lladó";"1";"";"S";"5";"";"N"
"Domeny Sud";"0927";"CARRER";"de";"Damià Escuder i Lladó";"Carrer de Damià Escuder i Lladó";"2";"";"S";"6";"";"N"
"Domeny Sud";"0927";"CARRER";"de";"Damià Escuder i Lladó";"Carrer de Damià Escuder i Lladó";"7";"";"S";"15";"";"N"
"Domeny Sud";"0927";"CARRER";"de";"Damià Escuder i Lladó";"Carrer de Damià Escuder i Lladó";"8";"";"S";"16";"";"N"
"Domeny Sud";"0928";"CARRER";"de";"Lluís Maria Xirinacs i Damians";"Carrer de Lluís Maria Xirinacs i Damians";"1";"";"N";"4";"";"N"
"Domeny Sud";"0929";"CARRER";"de";"Pere Rodeja i Ponsatí";"Carrer de Pere Rodeja i Ponsatí";"1";"";"N";"7";"";"N"
"Domeny Sud";"0929";"CARRER";"de";"Pere Rodeja i Ponsatí";"Carrer de Pere Rodeja i Ponsatí";"2";"";"S";"8";"";"N"
"Domeny Sud";"0929";"CARRER";"de";"Pere Rodeja i Ponsatí";"Carrer de Pere Rodeja i Ponsatí";"9";"";"N";"9";"";"N"
"Domeny Sud";"0930";"PASSEIG";"de";"Feliu Matamala i Teixidor";"Passeig de Feliu Matamala i Teixidor";"1";"";"N";"7";"";"N"
"Domeny Sud";"0930";"PASSEIG";"de";"Feliu Matamala i Teixidor";"Passeig de Feliu Matamala i Teixidor";"2";"";"N";"8";"";"N"
"Eixample Nord";"0002";"AVINGUDA";"del";"20 de Juny";"Avinguda del 20 de Juny";"1";"";"N";"7";"";"N"
"Eixample Nord";"0002";"AVINGUDA";"del";"20 de Juny";"Avinguda del 20 de Juny";"2";"";"N";"2";"";"N"
"Eixample Nord";"0021";"AVINGUDA";"de";"Mariano Álvarez de Castro";"Avinguda de Mariano Álvarez de Castro";"1";"";"S";"9";"";"N"
"Eixample Nord";"0021";"AVINGUDA";"de";"Mariano Álvarez de Castro";"Avinguda de Mariano Álvarez de Castro";"2";"";"N";"4";"";"N"
"Eixample Nord";"0021";"AVINGUDA";"de";"Mariano Álvarez de Castro";"Avinguda de Mariano Álvarez de Castro";"6";"";"N";"8";"";"S"
"Eixample Nord";"0038";"CARRER";"dels";"Artillers";"Carrer dels Artillers";"2";"";"N";"2";"";"N"
"Eixample Nord";"0038";"CARRER";"dels";"Artillers";"Carrer dels Artillers";"1";"";"N";"1";"";"N"
"Eixample Nord";"0046";"CARRER";"de";"Bernat Bacià";"Carrer de Bernat Bacià";"2";"";"N";"6";"";"N"
"Eixample Nord";"0046";"CARRER";"de";"Bernat Bacià";"Carrer de Bernat Bacià";"1";"";"N";"7";"";"N"
"Eixample Nord";"0047";"CARRER";"de";"Bailèn";"Carrer de Bailèn";"2";"";"N";"8";"";"N"
"Eixample Nord";"0047";"CARRER";"de";"Bailèn";"Carrer de Bailèn";"1";"";"S";"3";"";"S"
"Eixample Nord";"0052";"CARRER";"de";"Jaume Balmes";"Carrer de Jaume Balmes";"2";"";"N";"18";"";"S"
"Eixample Nord";"0052";"CARRER";"de";"Jaume Balmes";"Carrer de Jaume Balmes";"1";"";"N";"15";"";"N"
"Eixample Nord";"0056";"CARRER";"de";"Barcelona";"Carrer de Barcelona";"2";"";"N";"18";"";"N"
"Eixample Nord";"0056";"CARRER";"de";"Barcelona";"Carrer de Barcelona";"20";"";"N";"22";"";"N"
"Eixample Nord";"0056";"CARRER";"de";"Barcelona";"Carrer de Barcelona";"24";"";"N";"26";"";"S"
"Eixample Nord";"0056";"CARRER";"de";"Barcelona";"Carrer de Barcelona";"62";"";"N";"70";"";"N"
"Eixample Nord";"0056";"CARRER";"de";"Barcelona";"Carrer de Barcelona";"1";"";"S";"15";"";"N"
"Eixample Nord";"0056";"CARRER";"de";"Barcelona";"Carrer de Barcelona";"17";"";"N";"37";"";"N"
"Eixample Nord";"0056";"CARRER";"de";"Barcelona";"Carrer de Barcelona";"39";"";"N";"47";"";"N"
"Eixample Nord";"0056";"CARRER";"de";"Barcelona";"Carrer de Barcelona";"49";"";"N";"53";"";"S"
"Eixample Nord";"0056";"CARRER";"de";"Barcelona";"Carrer de Barcelona";"55";"";"N";"59";"B";"N"
"Eixample Nord";"0056";"CARRER";"de";"Barcelona";"Carrer de Barcelona";"28";"";"N";"60";"";"N"
"Eixample Nord";"0069";"CARRER";"de";"Berenguer Carnicer";"Carrer de Berenguer Carnicer";"2";"";"N";"3";"";"N"
"Eixample Nord";"0069";"CARRER";"de";"Berenguer Carnicer";"Carrer de Berenguer Carnicer";"1";"";"N";"1";"A";"N"
"Eixample Nord";"0071";"CARRER";"de";"Bernat Boades";"Carrer de Bernat Boades";"1";"";"S";"6";"";"N"
"Eixample Nord";"0071";"CARRER";"de";"Bernat Boades";"Carrer de Bernat Boades";"7";"";"N";"10";"";"N"
"Eixample Nord";"0071";"CARRER";"de";"Bernat Boades";"Carrer de Bernat Boades";"11";"";"N";"15";"";"N"
"Eixample Nord";"0071";"CARRER";"de";"Bernat Boades";"Carrer de Bernat Boades";"51";"";"S";"51";"";"S"
"Eixample Nord";"0071";"CARRER";"de";"Bernat Boades";"Carrer de Bernat Boades";"92";"";"N";"92";"";"N"
"Eixample Nord";"0071";"CARRER";"de";"Bernat Boades";"Carrer de Bernat Boades";"38";"";"N";"56";"";"N"
"Eixample Nord";"0071";"CARRER";"de";"Bernat Boades";"Carrer de Bernat Boades";"17";"";"S";"23";"";"S"
"Eixample Nord";"0071";"CARRER";"de";"Bernat Boades";"Carrer de Bernat Boades";"25";"";"N";"29";"";"N"
"Eixample Nord";"0071";"CARRER";"de";"Bernat Boades";"Carrer de Bernat Boades";"58";"";"S";"62";"";"S"
"Eixample Nord";"0071";"CARRER";"de";"Bernat Boades";"Carrer de Bernat Boades";"31";"";"N";"39";"";"N"
"Eixample Nord";"0071";"CARRER";"de";"Bernat Boades";"Carrer de Bernat Boades";"16";"";"N";"36";"";"S"
"Eixample Nord";"0071";"CARRER";"de";"Bernat Boades";"Carrer de Bernat Boades";"64";"";"S";"72";"";"N"
"Eixample Nord";"0071";"CARRER";"de";"Bernat Boades";"Carrer de Bernat Boades";"41";"";"N";"49";"";"N"
"Eixample Nord";"0071";"CARRER";"de";"Bernat Boades";"Carrer de Bernat Boades";"74";"";"N";"82";"";"S"
"Eixample Nord";"0071";"CARRER";"de";"Bernat Boades";"Carrer de Bernat Boades";"84";"";"N";"90";"";"N"
"Eixample Nord";"0071";"CARRER";"de";"Bernat Boades";"Carrer de Bernat Boades";"29";"B";"N";"29";"B";"N"
