"X";"Y";"Nom";"Tipus";"lon";"lat"
"485742,4";"4645913,5";"Carrer de Lluís Antoni Santaló i Sors";"Eixos viaris";"2,82793265";"41,96507617"
"483521,4";"4647135,4";"Carrer de Félix Lope de Vega";"Eixos viaris";"2,80109525";"41,97603901"
"484750,3";"4645105,6";"Carrer de Lola Anglada i Sarriera";"Eixos viaris";"2,81598207";"41,95778021"
"484811,0";"4645043,7";"Carrer de Frederica Montseny i Mañé";"Eixos viaris";"2,81671974";"41,95722297"
"486561,4";"4646454,0";"Carrer de Palol d'Onyar";"Eixos viaris";"2,83780405";"41,96996318"
"485475,5";"4647702,8";"Plaça de Jacint Verdaguer i Santaló";"Eixos viaris";"2,82466629";"41,98118423"
"486140,8";"4649213,3";"Plaça de Domènec Fita i Molat";"Eixos viaris";"2,83265795";"41,99480525"
"485770,8";"4648810,5";"Camí de l'Escola de Montjuïc";"Eixos viaris";"2,82820044";"41,99116898"
"485783,2";"4648968,9";"Mirador d'Agustí Pera i Planells";"Eixos viaris";"2,82835357";"41,99259226"
"485989,8";"4648803,0";"Passatge de la Vall Umbrosa";"Eixos viaris";"2,83084460";"41,99110986"
"485837,8";"4649225,5";"Passatge dels Fossats";"Eixos viaris";"2,82899933";"41,99490794"
"485851,7";"4649126,0";"Passatge del Glacis";"Eixos viaris";"2,82917075";"41,99401653"
"485925,0";"4649492,0";"Passatge de la Riera de Can Punxa";"Eixos viaris";"2,83005542";"41,99731429"
"485851,6";"4649566,1";"Passatge de la Muntanya de Can Simon";"Eixos viaris";"2,82916015";"41,99797945"
"485796,8";"4649461,1";"Passatge del Puig Aulet";"Eixos viaris";"2,82849860";"41,99703277"
"485925,4";"4649304,4";"Passatge del Puig Estela";"Eixos viaris";"2,83005992";"41,99562104"
"484438,8";"4645660,0";"Carrer de Manuel Cazurro i Ruiz";"Eixos viaris";"2,81220259";"41,96277282"
"485301,8";"4646190,1";"Plaça de Fra Ignasi Barnoya i Oms";"Eixos viaris";"2,82260371";"41,96756292"
"485332,8";"4647146,8";"Baixada de la Font del Canó";"Eixos viaris";"2,82295399";"41,97617388"
"484830,2";"4647660,8";"Plaça de Joan Brossa";"Eixos viaris";"2,81688151";"41,98079379"
"484553,7";"4647406,7";"Carrer d'Antònia Adroher i Pascual";"Eixos viaris";"2,81354451";"41,97850072"
"484783,9";"4645057,1";"Passeig de Josep Carner i Puig-Oriol";"Eixos viaris";"2,81638151";"41,95734852"
"484478,5";"4646641,4";"Parc de la Comtessa Ermessenda";"Eixos viaris";"2,81265941";"41,97160915"
"484308,3";"4646422,9";"Plaça d'Empúries";"Eixos viaris";"2,81061347";"41,96963333"
"484423,0";"4646434,0";"Carrer de Salvador Dabau i Caussà";"Eixos viaris";"2,81200108";"41,96974369"
"483746,8";"4646805,2";"Carrer de Tomàs Carreras i Artau";"Eixos viaris";"2,80382015";"41,97307149"
"483536,7";"4647073,5";"Passeig de Santa Eugènia";"Eixos viaris";"2,80127804";"41,97548091"
"484623,8";"4647116,4";"Plaça d'Europa";"Eixos viaris";"2,81439703";"41,97589016"
"486676,8";"4648391,3";"Plaça de les Sardanes";"Eixos viaris";"2,83914809";"41,98741104"
"484439,6";"4648183,8";"Passeig del Güell";"Eixos viaris";"2,81214789";"41,98549664"
"485179,6";"4648516,0";"Passeig de l'Onyar";"Eixos viaris";"2,82107272";"41,98851013"
"483157,8";"4649490,5";"GI-V-5312";"Eixos viaris";"2,79663423";"41,99724193"
"484556,7";"4648700,9";"Passera de Fontajau";"Eixos viaris";"2,81354672";"41,99015538"
"486981,1";"4645161,5";"C-250";"Eixos viaris";"2,84290164";"41,95832457"
"485037,0";"4648468,4";"Passeig del Roserar";"Eixos viaris";"2,81935964";"41,98807512"
"484738,5";"4648358,9";"Passeig de la Sardana";"Eixos viaris";"2,81575285";"41,98707865"
"484792,1";"4648445,2";"Passeig del Ter";"Eixos viaris";"2,81640250";"41,98786328"
"485557,1";"4651354,6";"Pont de l'Aigua";"Eixos viaris";"2,82556632";"42,01407795"
"486370,0";"4652288,8";"C-255";"Eixos viaris";"2,83536350";"42,02250461"
"484641,0";"4643803,5";"C-65";"Eixos viaris";"2,81470077";"41,94605137"
"486598,2";"4652844,3";"C-66";"Eixos viaris";"2,83810479";"42,02751619"
"488057,0";"4648677,6";"Camí costa d'en Terrades";"Eixos viaris";"2,85581413";"41,99000909"
"485415,8";"4647587,5";"Pont de l'Alferes Huarte";"Eixos viaris";"2,82394488";"41,98014735"
"485439,6";"4647415,8";"Pont de l'Areny";"Eixos viaris";"2,82423884";"41,97859865"
"482201,5";"4648677,4";"GI-531";"Eixos viaris";"2,78511601";"41,98989853"
"483258,2";"4644818,0";"GI-533";"Eixos viaris";"2,79798674";"41,95516502"
"489176,7";"4646630,5";"GI-V-6703 Ctra. dels Àngels";"Eixos viaris";"2,86936128";"41,97158860"
"483926,6";"4643628,1";"N II";"Eixos viaris";"2,80607945";"41,94446096"
"486027,3";"4648523,8";"Pont de la Font del Bisbe";"Eixos viaris";"2,83131003";"41,98858867"
"485252,8";"4651848,8";"N IIa";"Eixos viaris";"2,82187032";"42,01852155"
"482599,9";"4646724,4";"N-141";"Eixos viaris";"2,78997876";"41,97231746"
"487105,2";"4647523,9";"Variant N II";"Eixos viaris";"2,84434615";"41,97960040"
"484903,1";"4648422,1";"Passeig de la Barca";"Eixos viaris";"2,81774312";"41,98765826"
"485053,5";"4648411,1";"Plaça de les Botxes";"Eixos viaris";"2,81955425";"41,98756205"
"484974,4";"4648387,7";"Passeig Central";"Eixos viaris";"2,81860115";"41,98734438"
"484310,9";"4647069,2";"Carrer de la Mare de Déu de la Salut";"Eixos viaris";"2,81062035";"41,97546068"
"485324,0";"4646656,7";"Carrer de la Mare de Déu de Loreto";"Eixos viaris";"2,82286966";"41,97176046"
"484342,4";"4646810,4";"Carrer de la Mare de Déu del Mont";"Eixos viaris";"2,81101348";"41,97312859"
"484434,1";"4647211,4";"Carrer de la Mare de Déu del Remei";"Eixos viaris";"2,81211327";"41,97674208"
"484391,9";"4647102,4";"Carrer de la Mare de Déu dels Àngels";"Eixos viaris";"2,81159714";"41,97575951"
"484454,1";"4646957,6";"Plaça de Madrid";"Eixos viaris";"2,81236139";"41,97445479"
"486178,9";"4644806,1";"Camí de l'Església de Sant Miquel";"Eixos viaris";"2,83322033";"41,95511353"
"488020,2";"4649091,8";"Camí de la Costa Dreta";"Eixos viaris";"2,85535899";"41,99373728"
"487659,7";"4649405,7";"Camí de Sant Miquel";"Eixos viaris";"2,85099386";"41,99655980"
"487142,5";"4647196,1";"Camí de Vila-roja";"Eixos viaris";"2,84479992";"41,97665582"
"491498,9";"4648160,3";"Camí del Puig Batet";"Eixos viaris";"2,89736416";"41,98539730"
"488674,5";"4648112,1";"Camí dels Àngels";"Eixos viaris";"2,86327394";"41,98492944"
"484427,6";"4643578,8";"Camí vell de Fornells";"Eixos viaris";"2,81212492";"41,94402067"
"487157,1";"4646649,9";"Carrer de la Planura";"Eixos viaris";"2,84499292";"41,97172942"
"484932,6";"4647662,9";"Plaça del Poeta Marquina";"Eixos viaris";"2,81811270";"41,98081376"
"485830,2";"4647402,9";"Pujada dels Polvorins";"Eixos viaris";"2,82895877";"41,97848869"
"485274,7";"4647706,3";"Plaça de Pompeu Fabra";"Eixos viaris";"2,82223990";"41,98121652"
"485421,6";"4648556,7";"Carrer de Jaume Pons i Martí";"Eixos viaris";"2,82399327";"41,98887491"
"484999,5";"4648836,7";"Carrer del Pont de la Barca";"Eixos viaris";"2,81889150";"41,99138884"
"485425,6";"4647874,6";"Pujada del Pont de Pedra";"Eixos viaris";"2,82405847";"41,98273245"
"485582,5";"4651216,9";"Carrer del Pont Major";"Eixos viaris";"2,82587165";"42,01283549"
"485457,6";"4650942,9";"Grup Pont Major";"Eixos viaris";"2,82436880";"42,01036538"
"485312,3";"4650828,3";"Carrer de Portlligat";"Eixos viaris";"2,82262054";"42,00933594"
"485546,3";"4648699,9";"Carrer del Portal de França";"Eixos viaris";"2,82549882";"41,99016516"
"485476,4";"4648526,1";"Carrer del Portal de la Barca";"Eixos viaris";"2,82465800";"41,98860572"
"485654,5";"4647964,4";"Carrer del Portal Nou";"Eixos viaris";"2,82682063";"41,98354725"
"485661,7";"4648059,5";"Travessia del Portal Nou";"Eixos viaris";"2,82690281";"41,98440301"
"484860,8";"4647796,3";"Carrer del Porvenir";"Eixos viaris";"2,81724014";"41,98201927"
"483946,7";"4649570,9";"Carrer del Pou de la Torre";"Eixos viaris";"2,80615854";"41,99797894"
"485496,4";"4648528,6";"Carrer del Pou Rodó";"Eixos viaris";"2,82489940";"41,98862411"
"485673,8";"4648061,7";"Escales d'Onofre Pou";"Eixos viaris";"2,82704762";"41,98442124"
"485648,4";"4647554,6";"Carrer d'Enric Prat de la Riba";"Eixos viaris";"2,82675821";"41,97985441"
"485212,1";"4648010,9";"Carrer de la Premsa";"Eixos viaris";"2,82148384";"41,98395338"
"486905,1";"4646489,8";"Pujada del Primer de Maig";"Eixos viaris";"2,84195501";"41,97028420"
"485062,3";"4647073,4";"Carrer del Príncep";"Eixos viaris";"2,81969690";"41,97551132"
"484406,5";"4647452,2";"Carrer del Progrés";"Eixos viaris";"2,81176891";"41,97891213"
"485539,1";"4647975,3";"Carrer de Joaquim Pla i Cargol";"Eixos viaris";"2,82543213";"41,98364422"
"484576,6";"4647875,0";"Plaça de Prudenci Bertrana";"Eixos viaris";"2,81380983";"41,98272529"
"486952,8";"4646867,4";"Carrer del Pruner";"Eixos viaris";"2,84251387";"41,97368950"
"483895,6";"4649518,2";"Carrer del Puig d'Adri";"Eixos viaris";"2,80554418";"41,99750956"
"486266,6";"4649499,2";"Carrer del Puig d'Àguiles";"Eixos viaris";"2,83417255";"41,99738336"
"486140,0";"4646215,9";"Carrer del Puig de Montilivi";"Eixos viaris";"2,83272863";"41,96780329"
"485239,9";"4645909,5";"Carrer del Puigpedrós";"Eixos viaris";"2,82186251";"41,96503089"
"483750,1";"4647130,6";"Carrer del Puigmal";"Eixos viaris";"2,80385945";"41,97599873"
"483957,7";"4646736,1";"Carrer del Puigneulós";"Eixos viaris";"2,80636871";"41,97245435"
"484783,6";"4646537,4";"Carrer de Joan Maria Pou i Camps";"Eixos viaris";"2,81634323";"41,97067841"
"483754,6";"4649060,8";"Carrer de Joan Miró i Ferrà";"Eixos viaris";"2,80385438";"41,99338163"
"485846,2";"4649368,4";"Carrer de l'11 de Setembre";"Eixos viaris";"2,82910455";"41,99619605"
"485038,1";"4647998,5";"Avinguda del 20 de Juny";"Eixos viaris";"2,81938368";"41,98384202"
"486256,1";"4649580,7";"Carrer del 8 de Juliol de 1809";"Eixos viaris";"2,83404991";"41,99811272"
"483970,0";"4647311,5";"Carrer de Baix";"Eixos viaris";"2,80650994";"41,97763344"
"485905,3";"4649418,9";"Carrer de l'Abat Escarré";"Eixos viaris";"2,82981571";"41,99664744"
"485446,9";"4647950,9";"Carrer dels Abeuradors";"Eixos viaris";"2,82431009";"41,98341734"
"486881,6";"4646880,3";"Carrer de l'Acàcia";"Eixos viaris";"2,84165663";"41,97380541"
"484798,4";"4648973,6";"Carrer d'Enric Adroher i Pascual";"Eixos viaris";"2,81646127";"41,99261890"
"483696,2";"4646908,4";"Carrer de les Agudes";"Eixos viaris";"2,80321382";"41,97399814"
"485084,9";"4645938,8";"Carrer de Josep Aguilera i Martí";"Eixos viaris";"2,81999123";"41,96528916"
"485692,2";"4651288,3";"Carrer d'Agustí Riera i Pau";"Eixos viaris";"2,82719837";"42,01348598"
"484267,1";"4645911,0";"Carrer d'Alacant";"Eixos viaris";"2,81013231";"41,96503010"
"484059,1";"4646696,2";"Passatge del Puigneulós";"Eixos viaris";"2,80760088";"41,97209616"
"486161,2";"4645730,3";"Carrer del Puigsacalm";"Eixos viaris";"2,83299348";"41,96343542"
"485917,4";"4646175,9";"Plaça del Puigvistós";"Eixos viaris";"2,83003829";"41,96743907"
"485860,2";"4646573,4";"Carrer de la Punta del Pi";"Eixos viaris";"2,82934082";"41,97102271"
"485486,7";"4648083,6";"Plaça dels Raïms";"Eixos viaris";"2,82478967";"41,98461596"
"485114,9";"4646469,3";"Carrer dels Rajolers";"Eixos viaris";"2,82033983";"41,97007227"
"485279,1";"4648273,7";"Avinguda de Ramon Folch";"Eixos viaris";"2,82228605";"41,98632339"
"484450,5";"4647277,7";"Carrer de Ramon Muntaner";"Eixos viaris";"2,81230465";"41,97733684"
"484851,5";"4647999,9";"Carrer de Ramon Turró";"Eixos viaris";"2,81712627";"41,98384745"
"485329,1";"4648314,0";"Carrer de Jeroni Real de Fontclara";"Eixos viaris";"2,82288863";"41,98669359"
"484481,4";"4645612,3";"Carrer de Reggio Emília";"Eixos viaris";"2,81272276";"41,96234135"
"485749,2";"4647548,9";"Carrer del Regiment de Baza";"Eixos viaris";"2,82797751";"41,97980221"
"485528,9";"4648492,5";"Pujada del Rei Martí";"Eixos viaris";"2,82528661";"41,98830046"
"485669,4";"4648432,2";"Passeig de la Reina Joana";"Eixos viaris";"2,82699029";"41,98776263"
"485237,6";"4647586,7";"Plaça de la  Reina Sibil·la de Fortià";"Eixos viaris";"2,82179628";"41,98013503"
"484544,4";"4647746,3";"Carrer dels Remences";"Eixos viaris";"2,81342693";"41,98156281"
"484977,0";"4645232,4";"Carrer de Ricard Guinó i Boix";"Eixos viaris";"2,81871797";"41,95892841"
"484966,6";"4646465,3";"Carrer del Riu Ridaura";"Eixos viaris";"2,81855372";"41,97003344"
"485471,6";"4646193,5";"Carrer de la Riera Bugantó";"Eixos viaris";"2,82465529";"41,96759309"
"484688,5";"4645525,7";"Carrer de la Riera d'Oix";"Eixos viaris";"2,81522301";"41,96156181"
"484572,6";"4645640,0";"Carrer de la Riera d'Osor";"Eixos viaris";"2,81382017";"41,96259532"
"485568,2";"4650560,0";"Carrer de la Riera de Can Camaret";"Eixos viaris";"2,82571870";"42,00692690"
"484643,1";"4645393,7";"Carrer de la Riera de Llémena";"Eixos viaris";"2,81468342";"41,96037206"
"484604,5";"4645402,1";"Carrer de la Riera de Marroc";"Eixos viaris";"2,81421256";"41,96045236"
"484581,1";"4645258,5";"Carrer de la Riera de Mus";"Eixos viaris";"2,81393879";"41,95915494"
"485457,4";"4645637,3";"Carrer de la Riera Palagret";"Eixos viaris";"2,82450007";"41,96258512"
"486973,4";"4646725,9";"Carrer del Rierol";"Eixos viaris";"2,84277048";"41,97241090"
"484072,9";"4649256,3";"Carrer de la Riera Rimau";"Eixos viaris";"2,80768841";"41,99515342"
"485080,2";"4649029,1";"Paratge de la Riera Rissec";"Eixos viaris";"2,81986451";"41,99312866"
"487282,9";"4649261,2";"Pont de Sant Miquel";"Eixos viaris";"2,84644507";"41,99525684"
"488420,0";"4647118,0";"Camí de les dones";"Eixos viaris";"2,86022727";"41,97597312"
"484215,4";"4646219,9";"Carrer d'Albacete";"Eixos viaris";"2,80949651";"41,96780312"
"485422,0";"4647806,7";"Carrer de l'Albereda";"Eixos viaris";"2,82402394";"41,98211994"
"484764,3";"4645341,3";"Carrer d'Albí";"Eixos viaris";"2,81614489";"41,95990606"
"485703,5";"4648338,0";"Carrer dels Alemanys";"Eixos viaris";"2,82740304";"41,98691663"
"484597,9";"4648983,6";"Carrer de Valentí Almirall i Llozer";"Eixos viaris";"2,81403428";"41,99270506"
"486099,2";"4648151,2";"Carrer dels Almogàvers";"Eixos viaris";"2,83218805";"41,98523947"
"483914,1";"4649193,3";"Carrer dels Alps";"Eixos viaris";"2,80578249";"41,99458280"
"485054,4";"4647732,4";"Avinguda de Mariano Álvarez de Castro";"Eixos viaris";"2,81958359";"41,98144655"
"484132,1";"4649138,7";"Carrer d'Andalusia";"Eixos viaris";"2,80841602";"41,99409185"
"484034,7";"4649199,3";"Plaça d'Andalusia";"Eixos viaris";"2,80723116";"41,99463928"
"485652,6";"4646725,0";"Carrer d'Andreu Tuyet i Santamaria";"Eixos viaris";"2,82682672";"41,97238796"
"483636,7";"4649320,6";"Carrer de l'Aneto";"Eixos viaris";"2,80242248";"41,99572091"
"483689,6";"4649268,3";"Plaça de l'Aneto";"Eixos viaris";"2,80306384";"41,99525366"
"485607,6";"4648661,1";"Carrer de l'Àngel";"Eixos viaris";"2,82623619";"41,98982403"
"485706,1";"4649374,8";"Carrer d'Àngela Bivern i Puig";"Eixos viaris";"2,82741405";"41,99624756"
"485297,3";"4648145,2";"Carrer d'Anselm Clavé i Camps";"Eixos viaris";"2,82250655";"41,98517087"
"485285,3";"4646876,3";"Carrer d'Antic Roca";"Eixos viaris";"2,82239345";"41,97374120"
"482677,0";"4648506,0";"Carretera Antiga d'Amer";"Eixos viaris";"2,79086767";"41,98836901"
"485705,7";"4646545,3";"Carrer d'Anton Agullana";"Eixos viaris";"2,82747078";"41,97076772"
"484386,6";"4644384,2";"Carrer d'Aragó";"Eixos viaris";"2,81160892";"41,95127926"
"485505,8";"4647990,4";"Carrer de l'Arc";"Eixos viaris";"2,82502132";"41,98377870"
"485470,3";"4648122,1";"Carrer de l'Argenteria";"Eixos viaris";"2,82459555";"41,98496693"
"484291,0";"4647168,5";"Carrer de Guillem Bofill";"Eixos viaris";"2,81038837";"41,97635196"
"485172,5";"4648161,0";"Carrer dels Artillers";"Eixos viaris";"2,82099717";"41,98531264"
"484382,7";"4647027,2";"Plaça de l'Assumpció";"Eixos viaris";"2,81149050";"41,97508383"
"484111,3";"4644549,4";"Carrer d'Astúries";"Eixos viaris";"2,80828646";"41,95275987"
"484159,8";"4647301,2";"Carrer de l'Atlàntida";"Eixos viaris";"2,80879152";"41,97754720"
"485514,8";"4647831,1";"Carrer de l'Auriga";"Eixos viaris";"2,82513389";"41,98234680"
"485482,8";"4647829,5";"Travessia de l'Auriga";"Eixos viaris";"2,82474765";"41,98232820"
"486991,0";"4647039,5";"Carrer de l'Avellaner";"Eixos viaris";"2,84298078";"41,97523930"
"485895,3";"4649052,5";"Carrer de l'Avi Xaxu";"Eixos viaris";"2,82970376";"41,99335083"
"485120,6";"4647608,8";"Carrer de Bernat Bacià";"Eixos viaris";"2,82038343";"41,98033098"
"484918,3";"4647556,4";"Carrer de Bailèn";"Eixos viaris";"2,81794643";"41,97985879"
"484120,2";"4647019,7";"Carrer del Balandrau";"Eixos viaris";"2,80832839";"41,97500654"
"484130,8";"4646951,7";"Passatge del Balandrau";"Eixos viaris";"2,80845093";"41,97439429"
"484468,8";"4645531,7";"Carrer del Riu Brugent";"Eixos viaris";"2,81256802";"41,96161155"
"485903,2";"4646250,7";"Carrer de Sant Aniol";"Eixos viaris";"2,82986754";"41,96811432"
"484755,8";"4645721,4";"Carrer del Riu Cardener";"Eixos viaris";"2,81602644";"41,96332842"
"484828,0";"4646545,2";"Carrer del Riu Ser";"Eixos viaris";"2,81688614";"41,97075133"
"485136,4";"4647541,2";"Ronda de Sant Antoni Maria Claret";"Eixos viaris";"2,82057826";"41,97972783"
"485178,8";"4645734,8";"Carrer del Roc de Frausa";"Eixos viaris";"2,82113077";"41,96345357"
"485228,7";"4645978,1";"Carrer de Roca Colom";"Eixos viaris";"2,82172803";"41,96565214"
"485798,7";"4648364,1";"Carrer de Sant Cristòfor";"Eixos viaris";"2,82854927";"41,98715252"
"485497,4";"4647439,1";"Carrer de Jaume Roca i Delpech";"Eixos viaris";"2,82493834";"41,97881588"
"485957,0";"4648485,3";"Carrer de Sant Daniel";"Eixos viaris";"2,83046586";"41,98824517"
"485690,1";"4648201,4";"Plaça de Sant Domènec";"Eixos viaris";"2,82724943";"41,98568248"
"484650,4";"4649044,4";"Carrer de Narcís Roca i Farreras";"Eixos viaris";"2,81467257";"41,99325550"
"484511,5";"4647559,1";"Plaça de la Rodona";"Eixos viaris";"2,81303351";"41,97987791"
"483565,2";"4647244,7";"Carrer de Joan Gaspar Roig i Jalpí";"Eixos viaris";"2,80162329";"41,97702166"
"486317,1";"4649464,6";"Carrer de Tomàs Roig i Llop";"Eixos viaris";"2,83478914";"41,99706901"
"484288,6";"4647011,0";"Carrer de Roma";"Eixos viaris";"2,81035635";"41,97493785"
"485159,9";"4645090,4";"Passatge del Romaní";"Eixos viaris";"2,82091772";"41,95765291"
"485978,2";"4646419,8";"Carrer de Romanyà";"Eixos viaris";"2,83076866";"41,96963779"
"483858,0";"4649306,1";"Carrer de les Roques Altes";"Eixos viaris";"2,80510326";"41,99559940"
"485629,1";"4648156,4";"Pujada de Sant Domènec";"Eixos viaris";"2,82651414";"41,98527607"
"485189,1";"4644715,5";"Carrer del Ros de Palau";"Eixos viaris";"2,82128916";"41,95427597"
"485593,4";"4648616,9";"Carrer de la Rosa";"Eixos viaris";"2,82606828";"41,98941847"
"484209,1";"4646380,5";"Carrer del Rosselló";"Eixos viaris";"2,80941977";"41,96925307"
"487072,2";"4647052,1";"Carrer del Roure";"Eixos viaris";"2,84395817";"41,97535772"
"484273,6";"4647450,1";"Carrer d'Antoni Rovira i Virgili";"Eixos viaris";"2,81016356";"41,97889147"
"485253,3";"4646866,6";"Carrer de la Rutlla";"Eixos viaris";"2,82200747";"41,97365054"
"485559,3";"4648528,0";"Carrer de Sacsimort";"Eixos viaris";"2,82565997";"41,98862526"
"485149,8";"4646464,4";"Carrer de Sant Agustí";"Eixos viaris";"2,82076238";"41,97002790"
"486756,5";"4646457,6";"Carretera de Sant Feliu";"Eixos viaris";"2,84015744";"41,96999350"
"485444,6";"4648468,6";"Plaça de Sant Feliu";"Eixos viaris";"2,82427312";"41,98808275"
"485463,7";"4648369,9";"Pujada de Sant Feliu";"Eixos viaris";"2,82450494";"41,98719144"
"485138,7";"4649315,6";"Carrer de Pep Colomer i Martí";"Eixos viaris";"2,82055753";"41,99570566"
"485404,6";"4647332,6";"Pont de Tomás de Lorenzana";"Eixos viaris";"2,82381843";"41,97785045"
"485519,1";"4647778,4";"Placeta de les Homilies d'Organyà";"Eixos viaris";"2,82519555";"41,98186954"
"483554,0";"4646956,8";"Rotonda del Tren d'Olot";"Eixos viaris";"2,80149857";"41,97442751"
"483781,2";"4648764,8";"Carrer de Damià Escuder i Lladó";"Eixos viaris";"2,80418854";"41,99071622"
"484345,9";"4648958,7";"Plaça de Miquel Martí i Pol";"Eixos viaris";"2,81099248";"41,99247492"
"485548,0";"4647125,3";"Passatge del Riu Onyar";"Eixos viaris";"2,82556167";"41,97598873"
"483903,8";"4644138,3";"Rotonda de Fornells de la Selva";"Eixos viaris";"2,80578803";"41,94905390"
"486244,1";"4646035,8";"Carrer de Maria Assumpció Soler i Font";"Eixos viaris";"2,83398797";"41,96618391"
"483569,7";"4645957,7";"Carrer de l'Aurora";"Eixos viaris";"2,80170753";"41,96543017"
"483602,2";"4646093,5";"Carrer de Montserrat Llonch i Gimbernat";"Eixos viaris";"2,80210198";"41,96665576"
"483725,8";"4646437,6";"Carrer de Maria Castanyer i Figueras";"Eixos viaris";"2,80357687";"41,96975660"
"483624,7";"4646614,4";"Carrer de Matilde Alis i Clopés";"Eixos viaris";"2,80235298";"41,97134869"
"484156,3";"4646612,4";"Rotonda del Riu Güell";"Eixos viaris";"2,80877387";"41,97134155"
"484186,8";"4647853,2";"Carrer del Poble Sahrauí";"Eixos viaris";"2,80910257";"41,98251941"
"484237,2";"4647884,8";"Carrer de Jaume Faixó i Fusellas";"Eixos viaris";"2,80971738";"41,98279964"
"484250,7";"4647788,3";"Carrer de Carles Vivó i Siqués";"Eixos viaris";"2,80987688";"41,98193526"
"484264,7";"4644649,7";"Carrer del 8 de Març de 1908";"Eixos viaris";"2,81012985";"41,95366361"
"484238,6";"4644798,0";"Carrer de Can Turon";"Eixos viaris";"2,80981215";"41,95500509"
"484075,6";"4644256,6";"Plaça de l'Avellaneda";"Eixos viaris";"2,80786002";"41,95012018"
"484131,9";"4644503,6";"Carrer de Ricard Viladesau i Caner";"Eixos viaris";"2,80852902";"41,95234597"
"485754,7";"4648004,4";"Jardins d'Eusebi Colomer i Pous";"Eixos viaris";"2,82802681";"41,98390933"
"486908,4";"4646900,8";"Plaça de l'Acàcia";"Eixos viaris";"2,84198207";"41,97398599"
"484245,1";"4649503,5";"Camí del Pla de Dalt";"Eixos viaris";"2,80977054";"41,99738154"
"484215,5";"4649796,3";"Camí de Can Carreres";"Eixos viaris";"2,80940044";"42,00001988"
"484106,5";"4649716,4";"Carrer de Can Cases";"Eixos viaris";"2,80808647";"41,99929716"
"483928,0";"4648798,2";"Carrer de la Font de la Teula";"Eixos viaris";"2,80596232";"41,99102546"
"483092,0";"4648579,4";"Rotonda de la Carretera Antiga d'Amer";"Eixos viaris";"2,79587563";"41,98903551"
"484934,5";"4648928,8";"Rotonda del Pont de la Barca";"Eixos viaris";"2,81810439";"41,99221621"
"484340,5";"4647453,8";"Rotonda de Santa Eugènia";"Eixos viaris";"2,81097222";"41,97891983"
"486625,1";"4646155,9";"Rotonda d'Emili Grahit";"Eixos viaris";"2,83858326";"41,96727127"
"484249,7";"4647178,9";"Rotonda del Passeig d'Olot";"Eixos viaris";"2,80988115";"41,97644119"
"485362,7";"4647874,3";"Pont de Pedra";"Eixos viaris";"2,82329797";"41,98273128"
"485341,2";"4648623,0";"Pont de Pedret";"Eixos viaris";"2,82302579";"41,98947687"
"485422,5";"4648072,4";"Pont de les Peixateries Velles";"Eixos viaris";"2,82401735";"41,98451571"
"486223,7";"4648435,1";"Pont d'en Pericot";"Eixos viaris";"2,83367831";"41,98779954"
"485602,4";"4648519,7";"Pont de la Plaça dels Jurats";"Eixos viaris";"2,82617931";"41,98854499"
"485447,1";"4648175,9";"Pont de Sant Agustí";"Eixos viaris";"2,82431659";"41,98544386"
"484222,1";"4647494,5";"Carrer de Joan Masó i Valentí";"Eixos viaris";"2,80954678";"41,97928675"
"483456,0";"4649409,4";"Carrer de Joan Oliver i Sallarès, ""Pere Quart""";"Eixos viaris";"2,80024668";"41,99651874"
"483419,1";"4649443,3";"Carrer de Joan Salvat- Papasseit";"Eixos viaris";"2,79979898";"41,99682418"
"485351,3";"4648422,7";"Passeig de José Canalejas";"Eixos viaris";"2,82315153";"41,98766672"
"484422,9";"4646937,2";"Carrer de la Mare de Déu de Fàtima";"Eixos viaris";"2,81197568";"41,97427402"
"484525,2";"4647147,8";"Plaça de la Mare de Déu de Montserrat";"Eixos viaris";"2,81321335";"41,97616745"
"484410,9";"4646743,1";"Carrer de la Mare de Déu de Núria";"Eixos viaris";"2,81183599";"41,97252649"
"484290,7";"4646786,3";"Carrer de la Mare de Déu de Rocacorba";"Eixos viaris";"2,81038651";"41,97291139"
"485416,7";"4648308,5";"Pont d'en Gómez";"Eixos viaris";"2,82393906";"41,98664117"
"484423,5";"4646778,5";"Carrer de la Mare de Déu del Collell";"Eixos viaris";"2,81199197";"41,97284198"
"484588,1";"4647316,7";"Carrer de la Mare de Déu del Pilar";"Eixos viaris";"2,81396934";"41,97769081"
"486400,6";"4649391,8";"Carrer de Josep Maria Dalmau";"Eixos viaris";"2,83579299";"41,99641297"
"485218,2";"4645558,0";"Carrer del Mas Barril";"Eixos viaris";"2,82161790";"41,96186915"
"485016,9";"4644106,4";"Carrer del Mas Carreras";"Eixos viaris";"2,81921724";"41,94878762"
"483833,4";"4649405,7";"Carrer del Mas Catofa";"Eixos viaris";"2,80479869";"41,99649054"
"484898,4";"4644173,1";"Carrer del Mas Devesa";"Eixos viaris";"2,81779185";"41,94938882"
"484983,1";"4644423,3";"Carrer del Mas Figueres";"Eixos viaris";"2,81881101";"41,95164211"
"485005,0";"4645360,5";"Carrer del Mas Grau";"Eixos viaris";"2,81905258";"41,96008180"
"485244,6";"4644692,4";"Carrer del Mas Jardí";"Eixos viaris";"2,82195337";"41,95406984"
"483799,0";"4649569,1";"Carrer del Mas Vendrell";"Eixos viaris";"2,80438365";"41,99796693"
