"Id_obra";"Numero_expedient";"Descripcio";"Tipus_obra";"Tipus_llicencia";"Tipus_local";"Nom_interessat";"Nom_carrer";"Numero";"Lletra";" Accessori";"Codi_edifici";"Data_resolucio";"Data_inici_obra";"Data_final_obra";"Data_caducitat";"Data_renuncia";"utm_x_etrs89";"umt_y_etrs89";"lon";"lat"
"20160402";"2016000007";"ACTUACIONS PARCIALS FAÇANES I CELOBERTS: Reposició d'elements alterats.";"Comunicat";"";"Habitatge";"CTAT. PROP. FRANCESC ARTAU, 7";"FRANCESC ARTAU, C.";"7";"";"N";"8836";"29/03/2016";"";"";"";"";"484538";"4647381";"2,81336411";"41,97827526"
"20160403";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma del bany o rentador.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"JOAQUIM VAYREDA, C.";"65";"";"N";"4078";"29/03/2016";"";"";"";"";"484488";"4648015";"2,81274385";"41,98398449"
"20160404";"2016000007";"REPARACIÓ PARCIAL DE COBERTES: Neteja i substitució de teules trencades.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"PIRINEU, C.";"4";"";"N";"249";"08/04/2016";"";"";"";"";"485725";"4647706";"2,82768397";"41,98122482"
"20160405";"2016000007";"OBRES INTERIOR HABITATGES: Substitució o reparació de paviments.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"PONT MAJOR, C.";"78";"";"N";"7247";"08/04/2016";"";"";"";"";"485627";"4651221";"2,82641499";"42,01288135"
"20160406";"2016000007";"ACTUACIONS A JARDINS I SOLARS: Substitució o reparació de paviments.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"PONT MAJOR, C.";"36";"";"N";"7226";"26/04/2016";"";"";"";"";"485567";"4651123";"2,82569278";"42,01199760"
"20160407";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma de la cuina d'un habitatge.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"MONTILIVI, AV.";"16";"";"N";"1993";"30/03/2016";"";"";"";"";"485482";"4646608";"2,82477780";"41,97133107"
"20160409";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma de la cuina d'un habitatge.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"RIU GUELL, C.";"192";"";"N";"5355";"08/04/2016";"";"";"";"";"484062";"4646644";"2,80763850";"41,97162787"
"20160413";"2016000007";"ACTUACIONS PARCIALS FAÇANES I CELOBERTS: Reparació terrasses i balcons.";"Comunicat";"";"Habitatge";"CTAT DE PROPIETARIS TOMAS CARRERAS ARTAU";"TOMAS CARRERAS I ARTAU, C.";"9";"";"N";"9454";"08/04/2016";"";"";"";"";"483775";"4646815";"2,80416989";"41,97316215"
"20160414";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma de la cuina d'un habitatge.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"MIQUEL BLAY, C.";"2";"";"N";"4011";"06/04/2016";"";"";"";"";"485114";"4648115";"2,82029816";"41,98489724"
"20160415";"2016000007";"REPARACIÓ PARCIAL DE COBERTES: Pavimentació i/o impermeabilització de terrats.";"Comunicat";"";"Habitatge";"FAMDAL S.L.";"FRANCESC ROMAGUERA, C.";"31";"";"N";"8545";"04/04/2016";"";"";"";"";"485889";"4646324";"2,82969680";"41,96878056"
"20160417";"";"OBRES INTERIOR HABITATGES: Modernització o reforma de bany";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"PAU CASALS, C.";"10";"";"N";"4182";"20/04/2016";"";"";"";"";"484660";"4648014";"2,81482020";"41,98397885"
"20160418";"2016000007";"OBRES INTERIOR LOCALS EXISTENTS: Obres i actuacions a l'interior de locals.";"Comunicat";"";"Habitatge";"M-JAN3, S.L.";"SANT FELIU, PDA.";"8";"";"N";"5979";"08/04/2016";"";"";"";"";"485472";"4648374";"2,82461347";"41,98723664"
"20160423";"2016000007";"ACTUACIONS A JARDINS I SOLARS: Substitució o reparació de paviments.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"CREU DE PALAU, DIS.";"3";"";"N";"10608";"04/04/2016";"";"";"";"";"485986";"4645231";"2,83089351";"41,95893799"
"20160424";"2016000007";"REPARACIÓ PARCIAL DE COBERTES: Pavimentació i/o impermeabilització de terrats.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"SANTA EUGENIA, C.";"30";"";"N";"3898";"08/04/2016";"";"";"";"";"484864";"4647778";"2,81728889";"41,98185723"
"20160429";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma del bany o rentador.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"EMILI GRAHIT, C.";"12";"B";"N";"1691";"06/04/2016";"";"";"";"";"485224";"4646936";"2,82165569";"41,97428046"
"20160430";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma del bany o rentador.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"JOCS OLIMPICS DE BARCELONA, C.";"9";"";"N";"3033";"06/04/2016";"";"";"";"";"485184";"4645157";"2,82121770";"41,95825683"
"20160432";"2016000007";"OBRES INTERIOR LOCALS EXISTENTS: Obres i actuacions a l'interior de locals.";"Comunicat";"";"Habitatge";"AUTOTRANSPORTE TURISTICO ESPAÑOL SA";"ESPANYA, PL.";"4";"";"N";"1094";"06/04/2016";"";"";"";"";"484818";"4647493";"2,81674097";"41,97928945"
"20160435";"2016000007";"OBRES INTERIOR HABITATGES: Substitució o reparació de cels rasos.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"RIU GUELL, C.";"35";"";"N";"4231";"08/04/2016";"";"";"";"";"484709";"4647831";"2,81541647";"41,98233159"
"20160436";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma de la cuina d'un habitatge.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"TOMAS DE LORENZANA, C.";"37";"";"N";"1364";"07/04/2016";"";"";"";"";"485061";"4647399";"2,81967655";"41,97844747"
"20160438";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma de la cuina d'un habitatge.";"Comunicat";"";"Habitatge";"CONSTRUCCIONS ROSSELL, SC";"MIGDIA, C.";"14";"";"N";"2705";"07/04/2016";"";"";"";"";"485144";"4647248";"2,82068223";"41,97708903"
"20160445";"2016000007";"ACTUACIONS PARCIALS FAÇANES I CELOBERTS: Reparació fusteries exteriors o reixes.";"Comunicat";"";"Habitatge";"SERVIC. Y ASIST. DE REPARACIONES 24H, SL";"MONTJOVI, C.";"16";"";"N";"10059";"08/04/2016";"";"";"";"";"486469";"4649332";"2,83662745";"41,99588276"
"20160446";"2016000007";"ACTUACIONS PARCIALS FAÇANES I CELOBERTS: Reparació canals, baixants o similars.";"Comunicat";"";"Habitatge";"JACAS SLU";"CARME, C.";"72";"";"N";"12888";"08/04/2016";"";"";"";"";"485874";"4646906";"2,82950179";"41,97402218"
"20160447";"2016000007";"OBRES INTERIOR LOCALS EXISTENTS: Obres i actuacions a l'interior de locals.";"Comunicat";"";"Habitatge";"INMUEBLES QUINTANA S.A.";"LLUIS PERICOT, AV.";"43";"";"N";"10125";"12/04/2016";"";"";"";"";"485394";"4646141";"2,82372730";"41,96712332"
"20160448";"2016000007";"ACTUACIONS A JARDINS I SOLARS: Substitució o reparació de paviments.";"Comunicat";"";"Habitatge";"CTAT. PROPIETARIS EDIFICI LA SALLE 21";"SANT JOAN BAPTISTA DE LA SALLE, C.";"21";"";"N";"2715";"11/04/2016";"";"";"";"";"485132";"4647272";"2,82053678";"41,97730497"
"20160449";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma del bany o rentador.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"BARCELONA, C.";"93";"";"N";"1608";"11/04/2016";"";"";"";"";"484688";"4646633";"2,81519417";"41,97154121"
"20160454";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma de la cuina d'un habitatge.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"COR DE MARIA, C.";"6";"";"N";"2657";"11/04/2016";"";"";"";"";"484925";"4647113";"2,81804228";"41,97586897"
"20160457";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma del bany o rentador.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"MONTORI, C.";"17";"";"N";"2787";"11/04/2016";"";"";"";"";"486025";"4646695";"2,83132934";"41,97212446"
"20160458";"2016000007";"OBRES INTERIOR HABITATGES: Actuació en instal·lacions existents interiors.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"SERRA ALTA, C.";"6";"";"N";"7486";"15/04/2016";"";"";"";"";"484011";"4649180";"2,80695398";"41,99446768"
"20160464";"2016000007";"OBRES INTERIOR LOCALS EXISTENTS: Obres i actuacions a l'interior de locals.";"Comunicat";"";"Habitatge";"SERVEIS MUNICIPALS DE NETEJA DE  GIRONA SA";"ANTONI VARES I MARTINELL, C.";"7";"";"N";"7448";"15/04/2016";"";"";"";"";"484639";"4648894";"2,81454369";"41,99190429"
"20160465";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma de la cuina d'un habitatge.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"PERE COMPTE, C.";"21";"";"N";"5620";"15/04/2016";"";"";"";"";"484339";"4647278";"2,81096481";"41,97734364"
"20160466";"2016000007";"ACTUACIONS PARCIALS FAÇANES I CELOBERTS: Reparació de façanes PB i P1.";"Comunicat";"";"Habitatge";"COMUNITAT DE PROPIETÀRIS CR. ROSSELLÓ 35A";"ROSSELLO, C.";"35";"";"";"";"13/04/2016";"";"";"";"";"";"";"";""
"20160468";"2016000007";"ACTUACIONS A JARDINS I SOLARS: Substitució o reparació de paviments.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"CAMPDORA, DIS.";"93";"";"N";"10454";"15/04/2016";"";"";"";"";"487044";"4651325";"2,84352597";"42,01384264"
"20160470";"2016000007";"ACTUACIONS PARCIALS FAÇANES I CELOBERTS: Eliminació elements sobreposats.";"Comunicat";"";"Habitatge";"COINCOVI, SL";"FERRAN PUIG, RDA.";"24";"";"N";"3961";"15/04/2016";"";"";"";"";"484920";"4648042";"2,81795810";"41,98423606"
"20160471";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma del bany o rentador.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"REMENCES, C.";"1";"";"N";"4297";"15/04/2016";"";"";"";"";"484595";"4647623";"2,81404579";"41,98045599"
"20160472";"2016000007";"OBRES INTERIOR HABITATGES: Repicar, enguixar i pintar parets i sostres.";"Comunicat";"";"Habitatge";"PENTA GIRONA SL";"GENERAL MENDOZA, PG.";"1";"";"N";"1089";"15/04/2016";"";"";"";"";"485340";"4647687";"2,82303707";"41,98104663"
"20160473";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma del bany o rentador.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"MAS CATOFA, C.";"22";"";"N";"8119";"15/04/2016";"";"";"";"";"483875";"4649385";"2,80530634";"41,99631127"
"20160474";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma del bany o rentador.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"SANTIAGO, C.";"35";"";"N";"11419";"15/04/2016";"";"";"";"";"484781";"4646332";"2,81632440";"41,96883200"
"20160476";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma de la cuina d'un habitatge.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"PORTAL NOU, C.";"16";"";"N";"3";"15/04/2016";"";"";"";"";"485670";"4647986";"2,82701324";"41,98374569"
"20160477";"2016000007";"REPARACIÓ PARCIAL DE COBERTES: Pavimentació i/o impermeabilització de terrats.";"Comunicat";"";"Habitatge";"COMUNITAT DE PROPIETARIS S.ISIDRE, 56";"SANT ISIDRE, C.";"56";"";"N";"2371";"15/04/2016";"";"";"";"";"484896";"4646325";"2,81771249";"41,96877117"
"20160478";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma del bany o rentador.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"MIGDIA, C.";"40";"";"N";"2624";"15/04/2016";"";"";"";"";"485111";"4647039";"2,82028920";"41,97520602"
"20160480";"2016000007";"REPARACIÓ PARCIAL DE COBERTES: Pavimentació i/o impermeabilització de terrats.";"Comunicat";"";"Habitatge";"CONSTRUCCIONS PASQUAL I PRATS, S.L.";"SEQUIA, C.";"5";"";"N";"3703";"18/04/2016";"";"";"";"";"485209";"4647949";"2,82144916";"41,98340392"
"20160481";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma de la cuina d'un habitatge.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"RIERA BUGANTO, C.";"3";"";"N";"10123";"18/04/2016";"";"";"";"";"485524";"4646157";"2,82529581";"41,96726983"
"20160488";"2016000007";"ACTUACIONS PARCIALS FAÇANES I CELOBERTS: Reparació de façanes PB i P1.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"ALBI, C.";"30";"";"N";"10304";"19/04/2016";"";"";"";"";"484890";"4645123";"2,81767094";"41,95794502"
"20160489";"2016000007";"REPARACIÓ PARCIAL DE COBERTES: Neteja i substitució de teules trencades.";"Comunicat";"";"Habitatge";"SERVEIS I REFORMES 1973 SL";"MONTJUIC, C.";"2";"";"N";"6639";"19/04/2016";"";"";"";"";"485723";"4648763";"2,82763415";"41,99074481"
"20160493";"2016000007";"OBRES INTERIOR HABITATGES: Substitució d'elements de fusteria o serralleria.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"PUIG D'ADRI, C.";"7";"";"N";"8031";"19/04/2016";"";"";"";"";"483871";"4649566";"2,80525308";"41,99794139"
"20160494";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma del bany o rentador.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"MIGDIA, C.";"60";"";"N";"1541";"21/04/2016";"";"";"";"";"485089";"4646771";"2,82003045";"41,97279182"
"20160496";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma de la cuina d'un habitatge.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"MIGDIA, C.";"14";"";"N";"2705";"21/04/2016";"";"";"";"";"485144";"4647248";"2,82068223";"41,97708903"
"20160500";"2016000007";"OBRES INTERIOR HABITATGES: Substitució o reparació de paviments.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"ABAT ESCARRE, C.";"17";"A";"N";"6426";"26/04/2016";"";"";"";"";"485876";"4649470";"2,82946431";"41,99711527"
"20160501";"2016000007";"OBRES INTERIOR HABITATGES: Substitució o reparació de paviments.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"FERRERIES VELLES, C.";"19";"";"N";"5785";"21/04/2016";"";"";"";"";"485507";"4648055";"2,82504386";"41,98436416"
"20160502";"2016000007";"ACTUACIONS PARCIALS FAÇANES I CELOBERTS: Reparació de façanes PB i P1.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"MARE DE DEU DEL MONT, C.";"7";"";"N";"4592";"21/04/2016";"";"";"";"";"484325";"4646828";"2,81080782";"41,97329037"
"20160503";"2016000007";"ACTUACIONS PARCIALS FAÇANES I CELOBERTS: Reparació canals, baixants o similars.";"Comunicat";"";"Habitatge";"ESLO PROSER SL";"COSTABONA, C.";"4";"";"N";"5376";"21/04/2016";"";"";"";"";"483825";"4647273";"2,80476077";"41,97728823"
"20160504";"2016000007";"OBRES INTERIOR LOCALS EXISTENTS: Obres i actuacions a l'interior de locals.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"CREU, TRV.";"25";"";"N";"1459";"26/04/2016";"";"";"";"";"485238";"4647100";"2,82182055";"41,97575781"
"20160505";"2016000007";"ACTUACIONS PARCIALS FAÇANES I CELOBERTS: Reposició d'elements alterats.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"ELX, C.";"4";"";"N";"5017";"26/04/2016";"";"";"";"";"484267";"4646086";"2,81012763";"41,96660627"
"20160506";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma de la cuina d'un habitatge.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"BERENGUER CARNICER, C.";"3";"";"N";"3867";"26/04/2016";"";"";"";"";"485329";"4648412";"2,82288619";"41,98757624"
"20160507";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma del bany o rentador.";"Comunicat";"";"Habitatge";"SUREDA BORDAS CB";"LLIBERTAT, RBLA.";"35";"";"N";"5780";"26/04/2016";"";"";"";"";"485433";"4648056";"2,82415053";"41,98437181"
"20160508";"2016000007";"OBRES INTERIOR HABITATGES: Repicar, enguixar i pintar parets i sostres.";"Comunicat";"";"Habitatge";"FLAYER SL";"JOSEP PLA, PL.";"1";"";"N";"3707";"26/04/2016";"";"";"";"";"485286";"4647921";"2,82237937";"41,98315318"
"20160515";"2016000007";"OBRES INTERIOR LOCALS EXISTENTS: Obres i actuacions a l'interior de locals.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"ANSELM CLAVE I CAMPS, C.";"21";"";"N";"3820";"26/04/2016";"";"";"";"";"485294";"4648132";"2,82247066";"41,98505373"
"20160516";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma de la cuina d'un habitatge.";"Comunicat";"";"Habitatge";"CENTRE FINANCER GIRONA BARNA";"ARGENTERIA, C.";"28";"";"N";"5828";"26/04/2016";"";"";"";"";"485494";"4648155";"2,82488446";"41,98526459"
"20160517";"2016000007";"OBRES INTERIOR HABITATGES: Repicar, enguixar i pintar parets i sostres.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"SANTANDER, C.";"16";"";"N";"4649";"26/04/2016";"";"";"";"";"484588";"4647055";"2,81397618";"41,97534007"
"20160519";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma del bany o rentador.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"XAVIER MONTSALVATGE, C.";"65";"";"N";"9169";"26/04/2016";"";"";"";"";"486011";"4649486";"2,83109394";"41,99726178"
"20160520";"2016000007";"ACTUACIONS PARCIALS FAÇANES I CELOBERTS: Reposició d'elements alterats.";"Comunicat";"";"Local";"FINQUES ONYAR S.L.";"REGGIO EMILIA, C.";"55";"";"N";"10702";"26/04/2016";"";"";"";"";"484378";"4645474";"2,81148347";"41,96109639"
"20160523";"2016000007";"ACTUACIONS PARCIALS FAÇANES I CELOBERTS: Reposició d'elements alterats.";"Comunicat";"";"Habitatge";"COMUNITAT PROPIETARIS MIGDIA 17-19-21";"MIGDIA, C.";"17";"";"N";"1423";"26/04/2016";"";"";"";"";"485158";"4647172";"2,82085313";"41,97640479"
"20160524";"2016000007";"ACTUACIONS PARCIALS FAÇANES I CELOBERTS: Reparació de façanes PB i P1.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"MONTNEGRE, C.";"60";"";"";"";"26/04/2016";"";"";"";"";"";"";"";""
"20160528";"2016000007";"ACTUACIONS PARCIALS FAÇANES I CELOBERTS: Reparació canals, baixants o similars.";"Comunicat";"";"Habitatge";"COMUNITAT DE PROPIETARIS CASTELL DE REQUESENS 4";"CASTELL DE REQUESENS, C.";"2";"";"N";"8537";"26/04/2016";"";"";"";"";"485255";"4646418";"2,82204284";"41,96961559"
"20160534";"2016000007";"ACTUACIONS A JARDINS I SOLARS: Substitució o reparació de paviments.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"CREU DE PALAU, PDA.";"62";"";"N";"2998";"27/04/2016";"";"";"";"";"485039";"4645391";"2,81946207";"41,96036166"
"20160535";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma de la cuina d'un habitatge.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"CARLES DE BOLOS, C.";"4";"";"N";"8396";"27/04/2016";"";"";"";"";"485778";"4646793";"2,82834583";"41,97300270"
"20160536";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma de la cuina d'un habitatge.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"NARCIS MONTURIOL, C.";"35";"";"N";"5600";"02/05/2016";"";"";"";"";"484399";"4647387";"2,81168614";"41,97832656"
"20160537";"2016000007";"ACTUACIONS PARCIALS FAÇANES I CELOBERTS: Reparació de façanes PB i P1.";"Comunicat";"";"Habitatge";"ASSESSORIA CODINA GAB.ASSES.ADVOC. S.L.";"VERN, C.";"3";"";"N";"97";"02/05/2016";"";"";"";"";"485430";"4647740";"2,82412215";"41,98152565"
"20160538";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma del bany o rentador.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"FRANCESC ROGES, C.";"28";"";"N";"13095";"02/05/2016";"";"";"";"";"484805";"4647970";"2,81657172";"41,98358537"
"20160540";"2016000007";"ACTUACIONS PARCIALS FAÇANES I CELOBERTS: Reposició d'elements alterats.";"Comunicat";"";"Habitatge";"COMUNITAT PROPIETARIS  CARME 281";"CARME, C.";"281";"";"N";"588";"02/05/2016";"";"";"";"";"485941";"4646925";"2,83031001";"41,97419450"
"20160541";"2016000007";"ACTUACIONS A JARDINS I SOLARS: Reparació o pintat de tanques.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"NARCIS XIFRA I MASMITJA, C.";"33";"";"N";"4529";"28/04/2016";"";"";"";"";"484349";"4646912";"2,81109525";"41,97404741"
"20160542";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma de la cuina d'un habitatge.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"FRANÇA, AV.";"40";"";"N";"7294";"02/05/2016";"";"";"";"";"485072";"4649155";"2,81976472";"41,99426335"
"20160543";"2016000007";"OBRES INTERIOR LOCALS EXISTENTS: Obres i actuacions a l'interior de locals.";"Comunicat";"";"Habitatge";"NESTLE ESPAÑA S.A.";"ANTIGA D'AMER, CTRA.";"3";"";"N";"8383";"28/04/2016";"";"";"";"";"482848";"4648434";"2,79293416";"41,98772427"
"20160544";"2016000007";"ACTUACIONS PARCIALS FAÇANES I CELOBERTS: Reposició d'elements alterats.";"Comunicat";"";"Habitatge";"COMUNITAT DE PROPIETARIS ORIENT 35";"ORIENT, C.";"35";"";"N";"4851";"02/05/2016";"";"";"";"";"484125";"4646987";"2,80838961";"41,97471843"
"20160545";"2016000007";"OBRES INTERIOR LOCALS EXISTENTS: Obres i actuacions a l'interior de locals.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"EUROPA, PL.";"3";"";"N";"4631";"28/04/2016";"";"";"";"";"484618";"4647092";"2,81433731";"41,97567390"
"20160549";"2016000007";"ACTUACIONS A JARDINS I SOLARS: Reparació o pintat de tanques.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"TORRE GIRONELLA, GRUP";"128";"";"N";"6169";"02/05/2016";"";"";"";"";"486164";"4648004";"2,83297618";"41,98391664"
"20160550";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma del bany o rentador.";"Comunicat";"";"Habitatge";"ROCA PROJECTES I MUNTATGES SL";"MIGDIA, C.";"23";"";"N";"1422";"28/04/2016";"";"";"";"";"485154";"4647156";"2,82080525";"41,97626061"
"20160552";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma de la cuina d'un habitatge.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"FRANCESC ARTAU, C.";"12";"";"N";"5514";"02/05/2016";"";"";"";"";"484520";"4647354";"2,81314755";"41,97803173"
"20160553";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma de la cuina d'un habitatge.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"JOAN MARAGALL, C.";"36";"";"N";"1367";"28/04/2016";"";"";"";"";"485078";"4647344";"2,81988315";"41,97795243"
"20160554";"2016000007";"OBRES DE MILORA A L'INTERIOR DE VESTÍBULS I ESCALES COMUNITÀRIES.";"Comunicat";"";"Habitatge";"COMUNITAT PROPIETARIS ""CAN SUNYER""";"CAN SUNYER, C.";"13";"";"N";"8313";"04/05/2016";"";"";"";"";"484215";"4649036";"2,80942087";"41,99317485"
"20160555";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma de la cuina d'un habitatge.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"CAN PRUNELL, C.";"17";"";"N";"11545";"28/04/2016";"";"";"";"";"484912";"4645490";"2,81792700";"41,96125090"
"20160557";"2016000007";"OBRES INTERIOR LOCALS EXISTENTS: Obres i actuacions a l'interior de locals.";"Comunicat";"";"Habitatge";"IMA EMPORDA SL";"LLIBERTAT, RBLA.";"16";"";"N";"5712";"02/05/2016";"";"";"";"";"485431";"4647922";"2,82412971";"41,98316488"
"20160558";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma de la cuina d'un habitatge.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"MAÇANA, C.";"77";"";"N";"5428";"02/05/2016";"";"";"";"";"483594";"4647058";"2,80197852";"41,97534702"
"20160559";"2016000007";"ACTUACIONS PARCIALS FAÇANES I CELOBERTS: Reparació terrasses i balcons.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"MARE DE DEU DE LA SALUT, C.";"39";"";"N";"4767";"02/05/2016";"";"";"";"";"484108";"4647271";"2,80817674";"41,97727597"
"20160564";"2016000007";"OBRES INTERIOR HABITATGES: Repicar, enguixar i pintar parets i sostres.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"FIGUEROLA, C.";"30";"";"N";"3991";"02/05/2016";"";"";"";"";"485032";"4648181";"2,81930659";"41,98549012"
"20160565";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma de la cuina d'un habitatge.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"MARQUES DE CALDES DE MONTBUI, C.";"37";"";"N";"2388";"03/05/2016";"";"";"";"";"484811";"4646425";"2,81668406";"41,96967020"
"20160566";"2016000007";"ACTUACIONS PARCIALS FAÇANES I CELOBERTS: Reparació de façanes PB i P1.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"PONT DE PEDRA, PDA.";"3";"";"N";"81";"04/05/2016";"";"";"";"";"485416";"4647862";"2,82395013";"41,98262420"
"20160567";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma del bany o rentador.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"SANTA EUGENIA, C.";"11";"";"N";"4214";"03/05/2016";"";"";"";"";"484833";"4647700";"2,81691669";"41,98115412"
"20160569";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma de la cuina d'un habitatge.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"FONTAJAU, C.";"40";"";"N";"7468";"17/05/2016";"";"";"";"";"484559";"4648889";"2,81357797";"41,99185769"
"20160570";"2016000007";"ACTUACIONS A JARDINS I SOLARS: Reparació o pintat de tanques.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"ALFRED NOBEL, C.";"22";"";"";"";"17/05/2016";"";"";"";"";"";"";"";""
"20160576";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma de la cuina d'un habitatge.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"PEDRET, RDA.";"16";"";"N";"6643";"10/05/2016";"";"";"";"";"485498";"4648753";"2,82491799";"41,99065064"
"20160577";"2016000007";"OBRES INTERIOR HABITATGES: Modernització o reforma de la cuina d'un habitatge.";"Comunicat";"";"Habitatge";"PERSONA FÍSICA";"20 DE JUNY, AV.";"7";"";"N";"3946";"09/05/2016";"";"";"";"";"485009";"4647997";"2,81903363";"41,98383246"
"20160578";"2016000007";"OBRES INTERIOR LOCALS EXISTENTS: Obres i actuacions a l'interior de locals.";"Comunicat";"";"Local";"LA CUVEE DE LA PLAÇA, SL";"VI, PL.";"3";"";"N";"27";"12/05/2016";"";"";"";"";"485482";"4647875";"2,82474652";"41,98274251"
