nom_cientific;nom;mida_tronc;mida_escocell;x;y
Platanus x hispanica;Plàtan;80-120;90;484689,6;4648936,4
Platanus x hispanica;Plàtan;20-50;90;484694;4648927,8
Platanus x hispanica;Plàtan;50-80;90;484694,5;4648936,2
Platanus x hispanica;Plàtan;20-50;90;484700,9;4648927,2
Platanus x hispanica;Plàtan;20-50;90;484699,7;4648936,6
Platanus x hispanica;Plàtan;50-80;90;484706;4648927,6
Platanus x hispanica;Plàtan;20-50;90;484705,8;4648936,3
Platanus x hispanica;Plàtan;20-50;90;484710,5;4648926,8
Platanus x hispanica;Plàtan;20-50;90;484710,6;4648935,8
Platanus x hispanica;Plàtan;80-120;90;484716,4;4648934,6
Platanus x hispanica;Plàtan;50-80;90;484716,4;4648927
Platanus x hispanica;Plàtan;80-120;90;484733,3;4648926,3
Platanus x hispanica;Plàtan;50-80;90;484733,3;4648934
Platanus x hispanica;Plàtan;50-80;90;484738;4648927,4
Platanus x hispanica;Plàtan;50-80;90;484738,9;4648935,2
Platanus x hispanica;Plàtan;50-80;90;484743,9;4648926
Platanus x hispanica;Plàtan;50-80;90;484743,7;4648934,3
Platanus x hispanica;Plàtan;20-50;90;484748,5;4648926,4
Platanus x hispanica;Plàtan;50-80;90;484749,2;4648935,1
Platanus x hispanica;Plàtan;50-80;90;484754,4;4648926,5
Platanus x hispanica;Plàtan;50-80;90;484755,4;4648934,3
Platanus x hispanica;Plàtan;20-50;90;484760;4648925,8
Platanus x hispanica;Plàtan;50-80;90;484759;4648934,6
Platanus x hispanica;Plàtan;20-50;90;484765,9;4648926,1
Platanus x hispanica;Plàtan;50-80;90;484766,2;4648934
Platanus x hispanica;Plàtan;20-50;90;484771,4;4648926
Platanus x hispanica;Plàtan;20-50;90;484771,6;4648934,6
Platanus x hispanica;Plàtan;20-50;90;484777,7;4648926,2
Platanus x hispanica;Plàtan;20-50;90;484775,8;4648934,7
Platanus x hispanica;Plàtan;50-80;90;484781,6;4648925,5
Platanus x hispanica;Plàtan;50-80;90;484780,4;4648934,1
Platanus x hispanica;Plàtan;50-80;90;484785,3;4648925,6
Platanus x hispanica;Plàtan;50-80;90;484785,5;4648933,3
Platanus x hispanica;Plàtan;50-80;90;484789,6;4648925,3
Platanus x hispanica;Plàtan;50-80;90;484789,8;4648933,7
Platanus x hispanica;Plàtan;80-120;90;484837,4;4648933,2
Platanus x hispanica;Plàtan;20-50;90;484836,9;4648924,4
Platanus x hispanica;Plàtan;20-50;90;484831,2;4648933,1
Platanus x hispanica;Plàtan;50-80;90;484831,4;4648924,8
Platanus x hispanica;Plàtan;50-80;90;484826,1;4648933
Platanus x hispanica;Plàtan;50-80;90;484825,7;4648925,2
Platanus x hispanica;Plàtan;20-50;90;484819,9;4648933,8
Platanus x hispanica;Plàtan;20-50;90;484819,4;4648925,8
Platanus x hispanica;Plàtan;50-80;90;484814,4;4648933,6
Platanus x hispanica;Plàtan;50-80;90;484813,7;4648924,9
Platanus x hispanica;Plàtan;50-80;90;484808;4648933,3
Platanus x hispanica;Plàtan;50-80;90;484808,5;4648926,1
Pinus pinea;Pi pinyer;50-80;Sense escocell;484437,1;4648963,1
Pinus pinea;Pi pinyer;20-50;Sense escocell;484436,1;4648965,3
Pinus pinea;Pi pinyer;20-50;Sense escocell;484436;4648967,8
Pinus pinea;Pi pinyer;50-80;Sense escocell;484439;4648963,6
Pinus pinea;Pi pinyer;20-50;Sense escocell;484438,5;4648965,3
Pinus pinea;Pi pinyer;20-50;Sense escocell;484437,7;4648968,9
Pinus pinea;Pi pinyer;50-80;Sense escocell;484441,6;4648963,9
Pinus pinea;Pi pinyer;20-50;Sense escocell;484440,5;4648965,6
Pinus pinea;Pi pinyer;20-50;Sense escocell;484439,1;4648968,2
Pinus pinea;Pi pinyer;50-80;Sense escocell;484438,5;4648970,4
Pinus pinea;Pi pinyer;20-50;Sense escocell;484443,2;4648964,3
Pinus pinea;Pi pinyer;50-80;Sense escocell;484442;4648966,3
Pinus pinea;Pi pinyer;50-80;Sense escocell;484440,7;4648968,6
Pinus pinea;Pi pinyer;50-80;Sense escocell;484439,2;4648971,1
Pinus pinea;Pi pinyer;50-80;Sense escocell;484445;4648967,7
Pinus pinea;Pi pinyer;50-80;Sense escocell;484441,6;4648970,6
Pinus pinea;Pi pinyer;50-80;Sense escocell;484440,1;4648972
Pinus pinea;Pi pinyer;20-50;Sense escocell;484439,1;4648973,3
Pinus pinea;Pi pinyer;50-80;Sense escocell;484441,1;4648972,7
Pinus pinea;Pi pinyer;50-80;Sense escocell;484439,4;4648973,8
Pinus pinea;Pi pinyer;50-80;Sense escocell;484443,8;4648971,5
Pinus pinea;Pi pinyer;50-80;Sense escocell;484442,7;4648972,9
Pinus pinea;Pi pinyer;50-80;Sense escocell;484441,2;4648974,8
Pinus pinea;Pi pinyer;50-80;Sense escocell;484442,6;4648976,4
Pinus pinea;Pi pinyer;50-80;Sense escocell;484446;4648974,6
Pinus pinea;Pi pinyer;50-80;Sense escocell;484444,8;4648976,6
Pinus pinea;Pi pinyer;50-80;Sense escocell;484443,1;4648978,3
Pinus pinea;Pi pinyer;50-80;Sense escocell;484446;4648977,1
Pinus pinea;Pi pinyer;50-80;Sense escocell;484444,5;4648979,9
Pinus pinea;Pi pinyer;50-80;Sense escocell;484446,6;4648979,2
Populus hibrida;Pollancre;50-80;90;484446,5;4648981,5
Populus hibrida;Pollancre;80-120;90;484449,8;4648981,7
Populus hibrida;Pollancre;20-50;Sense escocell;484450,3;4648983
Populus hibrida;Pollancre;20-50;Sense escocell;484451,7;4648984,6
Populus hibrida;Pollancre;20-50;Sense escocell;484453,4;4648986,9
Populus hibrida;Pollancre;20-50;Sense escocell;484453,2;4648989,8
Populus hibrida;Pollancre;20-50;Sense escocell;484454,5;4648989
Populus hibrida;Pollancre;20-50;Sense escocell;484454,7;4648991,8
Populus hibrida;Pollancre;20-50;Sense escocell;484456,3;4648990,7
Populus hibrida;Pollancre;50-80;Sense escocell;484455,9;4648992,9
Populus hibrida;Pollancre;80-120;Sense escocell;484458,1;4648992,3
Populus hibrida;Pollancre;50-80;Sense escocell;484457,3;4648994,8
Populus hibrida;Pollancre;50-80;Sense escocell;484475,6;4649013,3
Populus hibrida;Pollancre;50-80;Sense escocell;484480,6;4649019,3
Populus hibrida;Pollancre;50-80;Sense escocell;484490,7;4649036,7
Populus hibrida;Pollancre;50-80;Sense escocell;484498,5;4649040,3
Ailanthus altissima;Ailant;50-80;90;484370,2;4648894,3
Ailanthus altissima;Ailant;50-80;90;484364,8;4648887,5
Ailanthus altissima;Ailant;50-80;90;484360;4648882
Celtis australis;Lledoner;20-50;90;484353,4;4648874,2
Celtis australis;Lledoner;20-50;90;484344,3;4648864
Ailanthus altissima;Ailant;50-80;90;484338,5;4648856,7
Ailanthus altissima;Ailant;50-80;90;484333,5;4648850,2
Ailanthus altissima;Ailant;50-80;90;484327,3;4648846,2
Ailanthus altissima;Ailant;50-80;90;484316,2;4648835
Ailanthus altissima;Ailant;80-120;90;484311,1;4648830,9
Ailanthus altissima;Ailant;20-50;90;484304,3;4648825,9
Ailanthus altissima;Ailant;50-80;90;484298,9;4648820,6
Ailanthus altissima;Ailant;50-80;90;484292,2;4648815,6
Ailanthus altissima;Ailant;20-50;90;484285,5;4648811,1
Ailanthus altissima;Ailant;50-80;90;484280,1;4648807,9
Ailanthus altissima;Ailant;80-120;90;484274,2;4648803
Ailanthus altissima;Ailant;50-80;90;484267;4648797,4
Ailanthus altissima;Ailant;50-80;90;484261;4648793,4
Ailanthus altissima;Ailant;50-80;90;484254;4648788,6
Ailanthus altissima;Ailant;80-120;90;484247,6;4648784,2
Ailanthus altissima;Ailant;50-80;90;484236,3;4648776,1
Ailanthus altissima;Ailant;50-80;90;484242,5;4648767,8
Ailanthus altissima;Ailant;20-50;90;484229;4648760,5
Ailanthus altissima;Ailant;20-50;90;484228,5;4648754,5
Ailanthus altissima;Ailant;50-80;90;484228,1;4648749
Celtis australis;Lledoner;20-50;90;484226;4648740,1
Ailanthus altissima;Ailant;20-50;90;484221,7;4648734,5
Ailanthus altissima;Ailant;20-50;90;484218,4;4648729,8
Ailanthus altissima;Ailant;50-80;90;484212,6;4648720,6
Ailanthus altissima;Ailant;20-50;90;484210,6;4648714,6
Ailanthus altissima;Ailant;80-120;90;484210,2;4648707,2
Ailanthus altissima;Ailant;80-120;90;484190,9;4648706,7
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;484187;4648713,7
Ailanthus altissima;Ailant;20-50;90;484183,4;4648720,4
Ailanthus altissima;Ailant;20-50;90;484178,1;4648725,6
Ailanthus altissima;Ailant;20-50;90;484173,5;4648770,7
Ailanthus altissima;Ailant;20-50;90;484180,5;4648777,9
Quercus rubra;Roure americà;20-50;90;484186,3;4648784,2
Quercus rubra;Roure americà;20-50;90;484188,4;4648791,1
Ailanthus altissima;Ailant;20-50;90;484190,3;4648799,3
Quercus rubra;Roure americà;20-50;90;484189,1;4648817,4
Quercus rubra;Roure americà;20-50;90;484188,1;4648825,6
Quercus rubra;Roure americà;20-50;90;484186,8;4648834,3
Quercus rubra;Roure americà;20-50;90;484185,9;4648852,9
Quercus rubra;Roure americà;20-50;90;484184,8;4648870,6
Quercus rubra;Roure americà;20-50;90;484182,6;4648889,5
Quercus rubra;Roure americà;20-50;90;484181,5;4648897,1
Quercus rubra;Roure americà;50-80;90;484190,9;4648898,1
Quercus rubra;Roure americà;50-80;90;484190,5;4648888,6
Quercus rubra;Roure americà;50-80;90;484191,9;4648880
Quercus rubra;Roure americà;50-80;90;484192,9;4648862,1
Ailanthus altissima;Ailant;20-50;90;484193,8;4648853,2
Quercus rubra;Roure americà;20-50;90;484194,9;4648844
Quercus rubra;Roure americà;50-80;90;484195,6;4648835,1
Quercus rubra;Roure americà;20-50;90;484195,8;4648827,4
Quercus rubra;Roure americà;50-80;90;484197,6;4648809,3
Ailanthus altissima;Ailant;20-50;90;484205,2;4648785,2
Ailanthus altissima;Ailant;50-80;90;484220,3;4648779,7
Ailanthus altissima;Ailant;50-80;90;484228,5;4648781,5
Ailanthus altissima;Ailant;20-50;90;484243,4;4648790,9
Ailanthus altissima;Ailant;20-50;90;484250;4648795,3
Ailanthus altissima;Ailant;50-80;90;484255,5;4648800,2
Ailanthus altissima;Ailant;20-50;90;484261,5;4648804,8
Celtis australis;Lledoner;20-50;Sense escocell;484276,2;4648820
Ailanthus altissima;Ailant;80-120;90;484273,9;4648813,4
Ailanthus altissima;Ailant;20-50;90;484280,4;4648817,7
Ailanthus altissima;Ailant;50-80;90;484286,7;4648822,9
Ailanthus altissima;Ailant;50-80;90;484292,4;4648826,9
Ailanthus altissima;Ailant;80-120;90;484298,9;4648831,5
Ailanthus altissima;Ailant;50-80;90;484305,2;4648836,7
Ailanthus altissima;Ailant;80-120;90;484309,6;4648840,7
Ailanthus altissima;Ailant;50-80;90;484314;4648845,5
Ailanthus altissima;Ailant;50-80;90;484321,8;4648852,4
Ailanthus altissima;Ailant;50-80;90;484326,8;4648856,9
Ailanthus altissima;Ailant;50-80;90;484332;4648862,4
Ailanthus altissima;Ailant;20-50;90;484337,8;4648868,1
Ailanthus altissima;Ailant;50-80;90;484341,9;4648873,6
Ailanthus altissima;Ailant;20-50;90;484346,4;4648878,7
Ailanthus altissima;Ailant;20-50;90;484352,8;4648886,7
Ailanthus altissima;Ailant;20-50;90;484358;4648892,4
Ailanthus altissima;Ailant;50-80;90;484362,6;4648899,2
Ailanthus altissima;Ailant;20-50;90;484367,5;4648905,7
Quercus rubra;Roure americà;20-50;90;484373;4648912,7
Quercus rubra;Roure americà;20-50;90;484433,9;4648985,2
Quercus rubra;Roure americà;20-50;90;484444,1;4648997,3
Quercus rubra;Roure americà;20-50;90;484448,1;4649003,7
Quercus rubra;Roure americà;20-50;90;484454;4649009,4
Quercus rubra;Roure americà;20-50;90;484458,6;4649015,7
Quercus rubra;Roure americà;20-50;90;484464,1;4649021,5
Quercus rubra;Roure americà;20-50;90;484468,3;4649026,3
Fraxinus angustifolia;Freixa de fulla petita;80-120;90;484454;4649044,1
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;484448,5;4649045,5
Fraxinus angustifolia;Freixa de fulla petita;50-80;90;484444,3;4649047,3
Fraxinus angustifolia;Freixa de fulla petita;50-80;90;484440;4649049,4
Quercus humilis;Roure martinenc;50-80;Sense escocell;484464;4649038,3
Quercus humilis;Roure martinenc;50-80;Sense escocell;484461,9;4649029,2
Quercus humilis;Roure martinenc;20-50;Sense escocell;484451,7;4649015,7
Quercus humilis;Roure martinenc;20-50;Sense escocell;484447,2;4649010,8
Quercus humilis;Roure martinenc;20-50;Sense escocell;484441,8;4649004,5
Quercus ilex;Alzina;50-80;Sense escocell;484437,1;4648998,6
Quercus ilex;Alzina;50-80;Sense escocell;484432;4648992,7
Quercus humilis;Roure martinenc;50-80;Sense escocell;484436,8;4649006,2
Quercus humilis;Roure martinenc;20-50;Sense escocell;484406,6;4648973,8
Quercus humilis;Roure martinenc;50-80;Sense escocell;484403,9;4648975,6
Quercus humilis;Roure martinenc;20-50;Sense escocell;484402,2;4648973,4
Quercus humilis;Roure martinenc;50-80;Sense escocell;484399,3;4648975,5
Quercus humilis;Roure martinenc;20-50;Sense escocell;484397,7;4648972,9
Quercus humilis;Roure martinenc;50-80;Sense escocell;484395,4;4648974,8
Quercus humilis;Roure martinenc;50-80;Sense escocell;484381,9;4648967,5
Quercus humilis;Roure martinenc;50-80;Sense escocell;484378,5;4648968
Quercus humilis;Roure martinenc;20-50;Sense escocell;484372,3;4648960,5
Quercus humilis;Roure martinenc;50-80;Sense escocell;484373,4;4648957,6
Quercus humilis;Roure martinenc;20-50;Sense escocell;484369,1;4648957,2
Quercus humilis;Roure martinenc;20-50;Sense escocell;484366,1;4648949,4
Cercis siliquastrum;Arbre de l'amor;20-50;Sense escocell;484375,4;4648971,6
Cercis siliquastrum;Arbre de l'amor;20-50;Sense escocell;484371,3;4648967,8
Cercis siliquastrum;Arbre de l'amor;20-50;Sense escocell;484368;4648963,9
Cercis siliquastrum;Arbre de l'amor;20-50;Sense escocell;484363,8;4648957,9
Cercis siliquastrum;Arbre de l'amor;20-50;Sense escocell;484361,4;4648955,2
Cercis siliquastrum;Arbre de l'amor;20-50;Sense escocell;484354,1;4648950,5
Cercis siliquastrum;Arbre de l'amor;20-50;Sense escocell;484342,7;4648945,9
Cercis siliquastrum;Arbre de l'amor;20-50;Sense escocell;484329,9;4648947,8
Cercis siliquastrum;Arbre de l'amor;20-50;Sense escocell;484330;4648942,1
Cercis siliquastrum;Arbre de l'amor;20-50;Sense escocell;484327;4648944,2
Ginkgo biloba;Ginkgo;20-50;Sense escocell;484327,4;4648954,1
Ginkgo biloba;Ginkgo;20-50;Sense escocell;484327,3;4648957,7
Ginkgo biloba;Ginkgo;20-50;Sense escocell;484326,2;4648961,5
Ginkgo biloba;Ginkgo;20-50;Sense escocell;484324,2;4648965,1
Ginkgo biloba;Ginkgo;20-50;Sense escocell;484322,7;4648957,4
Ginkgo biloba;Ginkgo;20-50;Sense escocell;484321,6;4648961,2
Ginkgo biloba;Ginkgo;20-50;Sense escocell;484321,7;4648965,3
Ginkgo biloba;Ginkgo;20-50;Sense escocell;484327,5;4648968,8
Ginkgo biloba;Ginkgo;20-50;Sense escocell;484325,6;4648972,3
Ginkgo biloba;Ginkgo;20-50;Sense escocell;484335,7;4648966,6
Ginkgo biloba;Ginkgo;20-50;Sense escocell;484331,3;4648969
Ginkgo biloba;Ginkgo;20-50;Sense escocell;484327,7;4648972,4
Ginkgo biloba;Ginkgo;20-50;Sense escocell;484337,7;4648969
Ginkgo biloba;Ginkgo;20-50;Sense escocell;484333,6;4648971,2
Ginkgo biloba;Ginkgo;20-50;Sense escocell;484330,1;4648973,8
Ginkgo biloba;Ginkgo;20-50;Sense escocell;484345,7;4648974,3
Ginkgo biloba;Ginkgo;20-50;Sense escocell;484349,9;4648974,1
Ginkgo biloba;Ginkgo;20-50;Sense escocell;484351;4648970,9
Quercus rubra;Roure americà;20-50;90;484332,8;4648930,5
Quercus rubra;Roure americà;20-50;90;484343,8;4648931,7
Quercus rubra;Roure americà;20-50;90;484350,8;4648931,4
Quercus rubra;Roure americà;20-50;90;484361,7;4648932,6
Ailanthus altissima;Ailant;20-50;90;484368,3;4648928,4
Ailanthus altissima;Ailant;20-50;90;484372,6;4648923,6
Quercus humilis;Roure martinenc;50-80;Sense escocell;484369,8;4648922,7
Quercus humilis;Roure martinenc;20-50;Sense escocell;484366;4648926,8
Quercus humilis;Roure martinenc;50-80;Sense escocell;484367,9;4648923,2
Quercus humilis;Roure martinenc;50-80;Sense escocell;484369,1;4648920,5
Quercus humilis;Roure martinenc;50-80;Sense escocell;484371,2;4648918,4
Quercus humilis;Roure martinenc;50-80;Sense escocell;484356,5;4648924,9
Quercus humilis;Roure martinenc;20-50;Sense escocell;484347,6;4648925,4
Quercus humilis;Roure martinenc;20-50;Sense escocell;484360,8;4648915
Quercus humilis;Roure martinenc;20-50;Sense escocell;484355,2;4648914,4
Quercus humilis;Roure martinenc;20-50;Sense escocell;484349,4;4648914,6
Quercus humilis;Roure martinenc;20-50;Sense escocell;484355,9;4648919,2
Quercus humilis;Roure martinenc;20-50;Sense escocell;484348;4648919,1
Ailanthus altissima;Ailant;20-50;Sense escocell;484320,7;4648921,4
Ailanthus altissima;Ailant;20-50;Sense escocell;484315,5;4648911,8
Robinia pseudoacacia;Falsa acàcia;50-80;Sense escocell;484303;4648917,6
Fraxinus angustifolia;Freixa de fulla petita;20-50;Sense escocell;484306;4648910,3
Fraxinus angustifolia;Freixa de fulla petita;20-50;Sense escocell;484307,3;4648902
Robinia pseudoacacia;Falsa acàcia;20-50;Sense escocell;484331,8;4648899,8
Robinia pseudoacacia;Falsa acàcia;20-50;Sense escocell;484333,4;4648895,2
Robinia pseudoacacia;Falsa acàcia;20-50;Sense escocell;484338,7;4648893
Robinia pseudoacacia;Falsa acàcia;20-50;Sense escocell;484344,8;4648893,9
Robinia pseudoacacia;Falsa acàcia;50-80;Sense escocell;484330;4648886,2
Robinia pseudoacacia;Falsa acàcia;50-80;Sense escocell;484331,7;4648883,1
Robinia pseudoacacia;Falsa acàcia;50-80;Sense escocell;484335,6;4648884,1
Pinus pinea;Pi pinyer;80-120;Sense escocell;484276,5;4648921,5
Pinus pinea;Pi pinyer;80-120;Sense escocell;484269,8;4648921,6
Pinus pinea;Pi pinyer;80-120;Sense escocell;484265,3;4648922
Pinus pinea;Pi pinyer;80-120;Sense escocell;484258,5;4648921,8
Pinus pinea;Pi pinyer;80-120;Sense escocell;484274,5;4648926,4
Pinus pinea;Pi pinyer;80-120;Sense escocell;484256,6;4648925,8
Pinus pinea;Pi pinyer;80-120;Sense escocell;484243,9;4648922
Pinus pinea;Pi pinyer;80-120;Sense escocell;484237,3;4648922,3
Pinus pinea;Pi pinyer;80-120;Sense escocell;484230,8;4648922,2
Pinus pinea;Pi pinyer;80-120;Sense escocell;484224,6;4648922,1
Pinus pinea;Pi pinyer;80-120;Sense escocell;484217,2;4648922,8
Pinus pinea;Pi pinyer;80-120;Sense escocell;484243,1;4648924,6
Pinus pinea;Pi pinyer;80-120;Sense escocell;484224,4;4648924,6
Pinus pinea;Pi pinyer;80-120;Sense escocell;484203,7;4648919
Pinus pinea;Pi pinyer;50-80;90;484199,2;4648908,2
Tilia europaea;Til·ler;80-120;Sense escocell;484199,5;4648903,2
Tilia europaea;Til·ler;50-80;Sense escocell;484199,5;4648898
Tilia europaea;Til·ler;50-80;Sense escocell;484200,4;4648892,4
Tilia europaea;Til·ler;80-120;Sense escocell;484200,1;4648889,1
Tilia europaea;Til·ler;80-120;Sense escocell;484200,7;4648883,9
Tilia europaea;Til·ler;20-50;Sense escocell;484200,9;4648877,9
Tilia europaea;Til·ler;20-50;Sense escocell;484201;4648874,5
Tilia europaea;Til·ler;20-50;Sense escocell;484201,5;4648864,2
Tilia europaea;Til·ler;50-80;Sense escocell;484201,9;4648859,2
Tilia europaea;Til·ler;50-80;Sense escocell;484201,9;4648852,8
Tilia europaea;Til·ler;50-80;Sense escocell;484201,6;4648848,3
Tilia europaea;Til·ler;50-80;Sense escocell;484202,7;4648843,6
Tilia europaea;Til·ler;50-80;Sense escocell;484203;4648838,7
Tilia europaea;Til·ler;50-80;Sense escocell;484203,8;4648834
Tilia europaea;Til·ler;50-80;Sense escocell;484204,4;4648828,9
Tilia europaea;Til·ler;50-80;Sense escocell;484204,6;4648823,8
Tilia europaea;Til·ler;50-80;Sense escocell;484204,6;4648818
Tilia europaea;Til·ler;50-80;Sense escocell;484205,5;4648809
Tilia europaea;Til·ler;50-80;Sense escocell;484206,3;4648804,8
Tilia europaea;Til·ler;50-80;Sense escocell;484206,2;4648798,9
Tilia europaea;Til·ler;50-80;Sense escocell;484206,4;4648795,2
Tilia europaea;Til·ler;50-80;Sense escocell;484206,2;4648879,2
Pinus pinea;Pi pinyer;80-120;Sense escocell;484210,6;4648878,2
Pinus pinea;Pi pinyer;80-120;Sense escocell;484215,1;4648878,9
Pinus pinea;Pi pinyer;80-120;Sense escocell;484224;4648788
Populus hibrida;Pollancre;20-50;Sense escocell;484227,4;4648786,6
Populus hibrida;Pollancre;20-50;Sense escocell;484217,2;4648791
Populus hibrida;Pollancre;20-50;Sense escocell;484223,9;4648798,3
Populus hibrida;Pollancre;20-50;Sense escocell;484227,9;4648799,4
Pinus halepensis;Pi blanc;20-50;Sense escocell;484229,6;4648789,6
Pinus halepensis;Pi blanc;20-50;Sense escocell;484224,9;4648790,3
Catalpa bignonioides;Catalpa;20-50;Sense escocell;484210,8;4648810,1
Catalpa bignonioides;Catalpa;20-50;Sense escocell;484208,9;4648795,3
Catalpa bignonioides;Catalpa;20-50;Sense escocell;484219,6;4648796,1
Catalpa bignonioides;Catalpa;20-50;Sense escocell;484226,6;4648794
Catalpa bignonioides;Catalpa;20-50;Sense escocell;484220,9;4648810,3
Catalpa bignonioides;Catalpa;20-50;Sense escocell;484221,2;4648803,3
Catalpa bignonioides;Catalpa;20-50;Sense escocell;484213,9;4648797,5
Catalpa bignonioides;Catalpa;20-50;Sense escocell;484217;4648800,1
Catalpa bignonioides;Catalpa;20-50;Sense escocell;484208,4;4648798,2
Catalpa bignonioides;Catalpa;20-50;Sense escocell;484211,4;4648794,1
Catalpa bignonioides;Catalpa;20-50;Sense escocell;484220,5;4648786,5
Catalpa bignonioides;Catalpa;20-50;Sense escocell;484224,8;4648784,5
Catalpa bignonioides;Catalpa;20-50;Sense escocell;484217,9;4648783
Betula pendula;Bedoll;20-50;Sense escocell;484212,2;4648784,7
Populus hibrida;Pollancre;20-50;Sense escocell;484207;4648788,1
Populus hibrida;Pollancre;20-50;Sense escocell;484227,3;4648812,5
Catalpa bignonioides;Catalpa;20-50;Sense escocell;484232,3;4648811,9
Catalpa bignonioides;Catalpa;20-50;Sense escocell;484238;4648812,3
Fraxinus angustifolia;Freixa de fulla petita;20-50;Sense escocell;484269,3;4648814,6
Fraxinus angustifolia;Freixa de fulla petita;20-50;Sense escocell;484266,7;4648818,4
Populus hibrida;Pollancre;20-50;Sense escocell;484254;4648812,9
Pinus pinaster;Pinastre;50-80;Sense escocell;484248,9;4648809,1
Ulmus minor;Om;50-80;Sense escocell;484261,7;4648820,7
Populus hibrida;Pollancre;20-50;Sense escocell;484280;4648827,6
Populus hibrida;Pollancre;20-50;Sense escocell;484270,1;4648831
Pinus pinaster;Pinastre;50-80;Sense escocell;484274,5;4648832,5
Pinus pinaster;Pinastre;50-80;Sense escocell;484276,4;4648833,6
Pinus pinaster;Pinastre;20-50;Sense escocell;484278,8;4648852,7
Pinus pinaster;Pinastre;20-50;Sense escocell;484278,6;4648846,4
Acer negundo;Negundo;50-80;Sense escocell;484278,2;4648850,3
Ailanthus altissima;Ailant;50-80;90;484211;4648697,4
Ailanthus altissima;Ailant;80-120;90;484211,3;4648689,5
Ailanthus altissima;Ailant;50-80;90;484212,8;4648681,7
Ailanthus altissima;Ailant;50-80;90;484212,7;4648673,4
Ailanthus altissima;Ailant;80-120;90;484212,5;4648662,2
Ailanthus altissima;Ailant;80-120;90;484212,9;4648654,5
Ailanthus altissima;Ailant;50-80;90;484217,9;4648601,9
Ailanthus altissima;Ailant;20-50;90;484217,6;4648606,9
Ailanthus altissima;Ailant;50-80;90;484217,5;4648611,6
Ailanthus altissima;Ailant;50-80;90;484216,9;4648616,7
Ailanthus altissima;Ailant;20-50;90;484218,5;4648591,7
Ailanthus altissima;Ailant;20-50;90;484219;4648582,8
Celtis australis;Lledoner;20-50;90;484219,7;4648575
Celtis australis;Lledoner;20-50;90;484219,9;4648565,9
Celtis australis;Lledoner;20-50;90;484220,4;4648555,5
Celtis australis;Lledoner;20-50;90;484221,4;4648546,3
Celtis australis;Lledoner;20-50;90;484223,1;4648538,2
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;484222,8;4648529,3
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;484223,3;4648521
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;484225,7;4648503,7
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;484225,8;4648494,1
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;484224;4648513,1
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;484226,4;4648485,9
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;484226,9;4648477
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;484227,4;4648468,1
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;484227,9;4648458,9
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;484228,5;4648450,7
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;484228,9;4648440,7
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;484230,5;4648433,7
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;484231,2;4648425,7
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;484230,5;4648419,6
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;484231,9;4648409,7
Fraxinus angustifolia;Freixa de fulla petita;20-50;90;484231,5;4648400,4
Celtis australis;Lledoner;20-50;90;484890,3;4649802,2
Celtis australis;Lledoner;20-50;90;484883,2;4649803,3
Celtis australis;Lledoner;20-50;90;484874,6;4649806
Quercus rubra;Roure americà;20-50;90;484917,3;4649761,8
Quercus rubra;Roure americà;20-50;90;484917,1;4649752
Ginkgo biloba;Ginkgo;20-50;Sense escocell;484899,7;4649736,5
Ginkgo biloba;Ginkgo;20-50;Sense escocell;484891,1;4649735,5
Quercus rubra;Roure americà;50-80;90;484868,1;4649736,5
Quercus rubra;Roure americà;50-80;90;484867,3;4649745,1
Quercus rubra;Roure americà;50-80;90;484859,7;4649760,2
Quercus rubra;Roure americà;50-80;90;484856,7;4649771,1
Quercus rubra;Roure americà;50-80;90;484852,3;4649789
Quercus rubra;Roure americà;50-80;90;484850;4649798
Quercus rubra;Roure americà;50-80;90;484846,3;4649806,2
Ginkgo biloba;Ginkgo;20-50;Sense escocell;484851,9;4649777,6
Ginkgo biloba;Ginkgo;20-50;Sense escocell;484852,9;4649764,4
Ginkgo biloba;Ginkgo;20-50;Sense escocell;484858,2;4649753,7
Ginkgo biloba;Ginkgo;20-50;Sense escocell;484861,8;4649746,6
Populus hibrida;Pollancre;50-80;Sense escocell;484863,8;4649682,4
Populus hibrida;Pollancre;50-80;Sense escocell;484861;4649676,1
Populus hibrida;Pollancre;50-80;Sense escocell;484858,1;4649666,3
Populus hibrida;Pollancre;50-80;Sense escocell;484856,4;4649661,2
Populus hibrida;Pollancre;20-50;Sense escocell;484853,3;4649653,5
Populus hibrida;Pollancre;20-50;Sense escocell;484850,3;4649645,8
