"Identificador";"Codiedif";"Id_façana";"Ldia";"Lnit";"Ltarda";"Lden";"Coord_X";"Coord_Y";" lon";"lat	"
"207";"11616";"032211616";"59,3";"46,7";"54,5";"58,6";"484823,92729999998";"4649093,89080000017";"2,81676001";"41,99370018"
"208";"11617";"032211617";"59,4";"46,7";"54,5";"58,7";"484817,18810000003";"4649095,73440000042";"2,81668751";"41,99371807"
"209";"12862";"032212862";"59,7";"47,1";"54,9";"59,0";"484810,32650000002";"4649096,55310000014";"2,81660297";"41,99372694"
"210";"6480";"02326480";"64,0";"51,3";"59,1";"63,3";"486002,50219999999";"4649249,99899999984";"2,83099092";"41,99512705"
"211";"6480";"02266480";"65,8";"54,1";"61,1";"65,3";"485988,39529999997";"4649228,25310000032";"2,83082239";"41,99493766"
"212";"7332";"02247332";"51,6";"39,6";"46,9";"51,1";"484858,64309999999";"4648871,97039999999";"2,81718830";"41,99170138"
"213";"7335";"04767335";"64,9";"54,3";"60,7";"64,8";"484958,84909999999";"4648868,21499999985";"2,81839568";"41,99167627"
"214";"7334";"04767334";"64,7";"54,2";"60,5";"64,6";"484966,43640000001";"4648846,77830000035";"2,81849283";"41,99147828"
"215";"7333";"04767333";"65,9";"55,7";"61,8";"65,9";"484979,61020000000";"4648807,33970000036";"2,81865078";"41,99112727"
"216";"6446";"00056446";"57,9";"44,7";"53,2";"57,1";"485928,69549999997";"4649322,06109999958";"2,83009571";"41,99578321"
"217";"10896";"069010896";"54,8";"42,7";"50,5";"54,3";"486057,84590000001";"4649315,34179999959";"2,83165341";"41,99572246"
"218";"7375";"03227375";"59,9";"47,2";"55,0";"59,2";"484745,90409999999";"4649113,00729999971";"2,81581776";"41,99387880"
"219";"7470";"03227470";"63,4";"51,4";"58,8";"62,9";"484502,55709999998";"4648906,46059999987";"2,81288935";"41,99200968"
"220";"6446";"08256446";"56,4";"43,7";"52,0";"55,7";"485960,55479999998";"4649312,39850000013";"2,83048232";"41,99569372"
"221";"10895";"069010895";"55,2";"43,1";"50,9";"54,7";"486059,65779999999";"4649305,84819999989";"2,83167779";"41,99563243"
"222";"10897";"069010897";"54,5";"42,3";"50,3";"54,0";"486056,68300000002";"4649321,44460000005";"2,83164119";"41,99577649"
"223";"10898";"069010898";"54,3";"42,1";"50,1";"53,8";"486055,51819999999";"4649327,55769999977";"2,83162898";"41,99583051"
"224";"8192";"05418192";"68,2";"55,3";"62,3";"67,3";"484459,86510000000";"4649055,03450000007";"2,81236627";"41,99335082"
"225";"8192";"05828192";"62,4";"49,7";"56,8";"61,6";"484447,85470000003";"4649063,40699999966";"2,81222117";"41,99342264"
"226";"8191";"01048191";"59,4";"44,5";"52,0";"58,1";"484455,44329999998";"4649136,27039999980";"2,81231583";"41,99408028"
"227";"8193";"05828193";"59,9";"47,1";"54,5";"59,1";"484450,82890000002";"4649070,48749999981";"2,81225721";"41,99348575"
"228";"8194";"05828194";"59,2";"46,3";"53,8";"58,4";"484452,21200000000";"4649075,35099999979";"2,81228122";"41,99353082"
"229";"8195";"05828195";"58,8";"45,9";"53,4";"58,0";"484453,21110000001";"4649080,40649999958";"2,81229317";"41,99357587"
"230";"8196";"05828196";"58,6";"45,8";"53,3";"57,8";"484453,64500000002";"4649085,60780000035";"2,81229303";"41,99362090"
"231";"8197";"05828197";"58,3";"45,7";"53,1";"57,6";"484453,62300000002";"4649091,83040000033";"2,81229287";"41,99367494"
"232";"8198";"05828198";"57,7";"45,4";"52,6";"57,1";"484452,64199999999";"4649099,68780000042";"2,81228059";"41,99374698"
"233";"8199";"05828199";"57,2";"44,7";"52,1";"56,5";"484451,28269999998";"4649106,63090000022";"2,81226833";"41,99381000"
"234";"8200";"05828200";"57,2";"44,4";"51,9";"56,4";"484450,05890000000";"4649111,91980000027";"2,81225612";"41,99385502"
"235";"8201";"05828201";"57,5";"44,4";"52,0";"56,6";"484448,65519999998";"4649117,22530000005";"2,81223182";"41,99390902"
"236";"8202";"05828202";"57,7";"44,3";"51,9";"56,8";"484447,07150000002";"4649122,46889999975";"2,81221961";"41,99395403"
"237";"8191";"05828191";"58,4";"44,5";"52,2";"57,3";"484445,08000000002";"4649128,45739999972";"2,81219531";"41,99400803"
"238";"8209";"06448209";"61,8";"49,6";"56,7";"61,2";"484430,64620000002";"4649070,19660000037";"2,81201574";"41,99348535"
"239";"12555";"080612555";"60,1";"49,1";"57,4";"60,1";"483349,58450000000";"4649000,43879999965";"2,79896636";"41,99283277"
"240";"12563";"080612563";"59,4";"48,7";"57,0";"59,5";"483352,70980000001";"4648975,88669999968";"2,79900328";"41,99260767"
"241";"12561";"080612561";"59,4";"49,2";"57,6";"59,7";"483356,51939999999";"4648945,95949999988";"2,79905243";"41,99233756"
"242";"6045";"05676045";"61,5";"57,3";"58,1";"64,4";"485447,92830000003";"4648439,15550000034";"2,82431005";"41,98782161"
"243";"6045";"00886045";"61,9";"52,4";"57,2";"62,1";"485440,86969999998";"4648438,03409999982";"2,82422557";"41,98781248"
"244";"12562";"080612562";"59,4";"49,1";"57,4";"59,7";"483354,62530000001";"4648960,83959999960";"2,79902786";"41,99247261"
"245";"12560";"080612560";"59,6";"49,4";"58,0";"60,0";"483358,40800000000";"4648931,12260000035";"2,79907697";"41,99221151"
"246";"12559";"080612559";"59,9";"49,7";"58,4";"60,3";"483360,31010000000";"4648916,18030000012";"2,79910154";"41,99207645"
"247";"12548";"080612548";"60,6";"50,3";"59,3";"61,0";"483363,11499999999";"4648894,14520000014";"2,79913838";"41,99187837"
"248";"12548";"080912548";"61,1";"50,8";"60,0";"61,5";"483376,11300000001";"4648881,13889999967";"2,79929570";"41,99176156"
"249";"12549";"080912549";"61,1";"50,9";"60,1";"61,6";"483398,81329999998";"4648884,71200000029";"2,79956123";"41,99178904"
"250";"12550";"080912550";"61,2";"51,0";"60,2";"61,7";"483421,42280000000";"4648888,85709999967";"2,79983879";"41,99182555"
"251";"12551";"080912551";"61,8";"51,2";"60,4";"62,1";"483443,46879999997";"4648893,39709999971";"2,80010426";"41,99187105"
"252";"12551";"072812551";"62,4";"51,1";"60,1";"62,3";"483451,13319999998";"4648910,08889999986";"2,80020037";"41,99202433"
"253";"12568";"072812568";"62,0";"50,7";"59,3";"61,9";"483446,09019999998";"4648931,74419999961";"2,80013941";"41,99221336"
"254";"12567";"072812567";"61,8";"50,5";"59,0";"61,7";"483442,66899999999";"4648946,43489999976";"2,80009069";"41,99234838"
"255";"12566";"072812566";"61,7";"50,3";"58,8";"61,5";"483439,26679999998";"4648961,04420000035";"2,80005405";"41,99248341"
"256";"12565";"072812565";"61,8";"50,4";"58,8";"61,6";"483435,86459999997";"4648975,65359999985";"2,80000536";"41,99260942"
"257";"12564";"072812564";"62,0";"50,6";"58,9";"61,8";"483432,46240000002";"4648990,26300000027";"2,79996872";"41,99274446"
"258";"12558";"072812558";"62,5";"51,1";"59,3";"62,3";"483426,84879999998";"4649014,36840000004";"2,79989560";"41,99296049"
"259";"10132";"024110132";"62,6";"51,0";"59,0";"62,3";"483257,46740000002";"4648988,79700000025";"2,79785595";"41,99272274"
"260";"10960";"024110960";"61,7";"50,2";"58,5";"61,5";"483257,94709999999";"4648958,66040000040";"2,79785681";"41,99245254"
"261";"10961";"024110961";"61,5";"49,9";"58,2";"61,2";"483258,23369999998";"4648940,66239999980";"2,79786940";"41,99229045"
"262";"10962";"024110962";"61,5";"49,4";"57,8";"61,0";"483258,52480000001";"4648922,38129999954";"2,79786991";"41,99212833"
"263";"9205";"02419205";"62,5";"50,4";"59,0";"62,1";"483259,00559999997";"4648892,17879999988";"2,79788284";"41,99185815"
"264";"9205";"08099205";"61,4";"50,7";"59,7";"61,6";"483268,37670000002";"4648871,46490000002";"2,79799209";"41,99166920"
"265";"10952";"080910952";"60,6";"50,7";"59,3";"61,1";"483286,54710000003";"4648872,22290000040";"2,79820938";"41,99167859"
"266";"10953";"080910953";"60,6";"50,9";"59,6";"61,2";"483304,77690000000";"4648873,36020000000";"2,79842667";"41,99168798"
"267";"10954";"080910954";"60,7";"50,8";"59,6";"61,2";"483322,94010000001";"4648874,80200000014";"2,79864395";"41,99169737"
"268";"10955";"080910955";"60,8";"50,6";"59,6";"61,2";"483341,04999999999";"4648876,61940000020";"2,79887329";"41,99171578"
"269";"10955";"080610955";"60,3";"50,1";"58,9";"60,7";"483347,43890000001";"4648898,50569999963";"2,79894510";"41,99191406"
"270";"10963";"080610963";"59,5";"49,5";"58,1";"59,9";"483343,67999999999";"4648928,03369999956";"2,79889596";"41,99218417"
"271";"10964";"080610964";"59,3";"49,4";"57,7";"59,7";"483341,43229999999";"4648945,69170000032";"2,79887133";"41,99233724"
"272";"10965";"080610965";"59,3";"49,3";"57,4";"59,7";"483339,15830000001";"4648963,55590000004";"2,79884667";"41,99249932"
"273";"10136";"080610136";"59,7";"48,3";"56,7";"59,5";"483335,27860000002";"4648994,03349999990";"2,79879750";"41,99277844"
"274";"10136";"080510136";"61,6";"50,7";"58,6";"61,5";"483324,54359999998";"4649014,62550000008";"2,79866413";"41,99295834"
"275";"10135";"080510135";"61,5";"50,6";"58,5";"61,4";"483309,13110000000";"4649013,11679999996";"2,79848305";"41,99294901"
"276";"10134";"080510134";"61,7";"50,8";"58,6";"61,6";"483294,29350000003";"4649012,01680000033";"2,79830198";"41,99293969"
"277";"6044";"00886044";"61,8";"48,8";"56,8";"61,0";"485438,19410000002";"4648428,59920000006";"2,82420167";"41,98772237"
"278";"6039";"00886039";"61,8";"48,8";"56,9";"61,0";"485436,23560000001";"4648415,88900000043";"2,82417785";"41,98760525"
"279";"6043";"00886043";"62,0";"48,9";"57,0";"61,2";"485435,26600000000";"4648406,84929999989";"2,82416600";"41,98752417"
"280";"6042";"00886042";"62,6";"49,4";"57,7";"61,8";"485435,37500000000";"4648402,15429999959";"2,82416610";"41,98748814"
"281";"12068";"080712068";"59,6";"49,7";"57,4";"59,9";"483161,63540000003";"4648961,36749999970";"2,79669769";"41,99247752"
"282";"12069";"080712069";"60,0";"50,0";"57,3";"60,2";"483160,00390000001";"4648943,74650000036";"2,79668614";"41,99231538"
"283";"6486";"00906486";"65,3";"53,7";"60,6";"64,9";"486181,95140000002";"4649318,94930000044";"2,83315050";"41,99575167"
"284";"6396";"00016396";"58,3";"45,0";"53,5";"57,5";"485828,79979999998";"4649458,53479999956";"2,82888504";"41,99700632"
"285";"12546";"080912546";"61,3";"52,0";"59,5";"61,9";"483162,07600000000";"4648873,44070000015";"2,79671229";"41,99168496"
"286";"12547";"080912547";"60,8";"51,4";"59,1";"61,4";"483179,56890000001";"4648872,51499999966";"2,79691756";"41,99167631"
"287";"10196";"080910196";"60,7";"50,8";"58,9";"61,1";"483197,48530000000";"4648871,80229999963";"2,79713490";"41,99166769"
"288";"11310";"080911310";"60,9";"50,8";"59,1";"61,2";"483215,41619999998";"4648871,33029999956";"2,79735222";"41,99166807"
"289";"10197";"080910197";"61,4";"50,9";"59,4";"61,6";"483234,36440000002";"4648871,10039999988";"2,79758161";"41,99166848"
"290";"10197";"024110197";"62,4";"50,7";"59,3";"62,1";"483243,99969999999";"4648892,42879999988";"2,79768967";"41,99185781"
"291";"10205";"024110205";"61,7";"49,6";"58,0";"61,2";"483243,52700000000";"4648922,16150000039";"2,79768881";"41,99212801"
"292";"10959";"024110959";"61,7";"50,9";"58,9";"61,7";"483243,25079999998";"4648939,52780000027";"2,79768833";"41,99228112"
"293";"10958";"024110958";"62,0";"51,2";"59,0";"62,0";"483242,97169999999";"4648957,08810000028";"2,79767574";"41,99244322"
"294";"9076";"02419076";"62,4";"50,6";"58,7";"62,0";"483242,48379999999";"4648987,77199999988";"2,79767488";"41,99271342"
"295";"9076";"08059076";"62,8";"52,0";"59,8";"62,8";"483234,57890000002";"4649009,94799999986";"2,79757767";"41,99291139"
"296";"12039";"088412039";"35,5";"27,1";"35,3";"36,7";"484080,34220000001";"4649811,69820000045";"2,80776996";"42,00015226"
"297";"11122";"080511122";"61,6";"51,2";"58,9";"61,7";"483190,20740000001";"4649011,15869999956";"2,79704639";"41,99292847"
"298";"11803";"080511803";"61,7";"51,1";"58,9";"61,8";"483174,62819999998";"4649012,22530000005";"2,79685319";"41,99293713"
"299";"12554";"080512554";"63,2";"53,8";"61,5";"63,8";"483144,11259999999";"4649015,08550000004";"2,79649090";"41,99296351"
"300";"12554";"080712554";"60,8";"51,2";"58,9";"61,3";"483149,50949999999";"4648993,10120000038";"2,79655190";"41,99276547"
"301";"12159";"080712159";"59,2";"49,3";"57,1";"59,6";"483146,75760000001";"4648963,38069999963";"2,79651654";"41,99249521"
"302";"11137";"080711137";"59,4";"49,2";"56,8";"59,6";"483145,15470000001";"4648946,06969999988";"2,79650495";"41,99234208"
"303";"11809";"080711809";"60,7";"51,1";"58,2";"61,1";"483143,55300000001";"4648928,77230000030";"2,79648132";"41,99217991"
"304";"11668";"080711668";"61,3";"51,8";"59,2";"61,8";"483140,70640000002";"4648898,03070000000";"2,79644596";"41,99190965"
"305";"8921";"08128921";"58,4";"45,7";"53,7";"57,7";"484802,96450000000";"4645159,77890000027";"2,81660814";"41,95826757"
"306";"8976";"08138976";"58,7";"45,5";"53,9";"57,9";"484815,68390000000";"4645042,15720000025";"2,81676803";"41,95721404"
"307";"8922";"08128922";"58,0";"45,1";"53,2";"57,3";"484796,32659999997";"4645146,42229999974";"2,81653608";"41,95815037"
"308";"8977";"08128977";"59,7";"46,7";"54,9";"58,9";"484789,15620000003";"4645136,33380000014";"2,81645187";"41,95806017"
"309";"9417";"08129417";"59,1";"46,1";"54,3";"58,3";"484771,66540000000";"4645117,08629999962";"2,81623516";"41,95788869"
"310";"8978";"08128978";"59,9";"46,8";"55,1";"59,1";"484782,17670000001";"4645127,88910000026";"2,81636763";"41,95797897"
"311";"6359";"06006359";"58,8";"50,0";"54,9";"59,3";"485572,78909999999";"4648559,79829999991";"2,82581615";"41,98890471"
"312";"7759";"00227759";"63,4";"51,0";"58,5";"62,7";"484130,55030000000";"4649129,80350000039";"2,80839212";"41,99401075"
"313";"7476";"00227476";"64,8";"52,9";"59,9";"64,3";"484122,69280000002";"4649127,95559999999";"2,80829559";"41,99399258"
"314";"7476";"06247476";"71,2";"60,0";"66,3";"70,8";"484110,76919999998";"4649127,39470000006";"2,80815070";"41,99399234"
"315";"12014";"024112014";"63,7";"51,8";"60,1";"63,3";"483258,30009999999";"4649175,66640000045";"2,79786270";"41,99440700"
"316";"10693";"080810693";"65,7";"56,9";"63,8";"66,5";"483067,18300000002";"4648976,13059999980";"2,79556238";"41,99261060"
"317";"10692";"080810692";"65,4";"56,3";"63,1";"66,0";"483059,88410000002";"4648942,03160000034";"2,79546677";"41,99230420"
"318";"11174";"080911174";"63,4";"53,9";"60,9";"63,8";"483071,57290000003";"4648885,09800000023";"2,79561329";"41,99179109"
"319";"11174";"080811174";"65,1";"55,5";"62,2";"65,5";"483053,26740000001";"4648911,12000000011";"2,79539523";"41,99202487"
"320";"11762";"032211762";"61,2";"49,0";"56,2";"60,6";"484510,58669999999";"4649006,85790000018";"2,81298330";"41,99291050"
"321";"8340";"05718340";"69,8";"59,8";"69,7";"70,5";"484099,86719999998";"4648929,13980000000";"2,80802325";"41,99220880"
"322";"8137";"03958137";"57,4";"47,5";"55,1";"57,7";"483913,11129999999";"4649369,51200000010";"2,80576559";"41,99616794"
"323";"11010";"008611010";"65,1";"51,7";"60,1";"64,2";"484020,27320000000";"4648857,60850000009";"2,80707143";"41,99155873"
"324";"8096";"01468096";"61,6";"50,8";"58,4";"61,5";"483969,55160000001";"4649398,73849999998";"2,80644094";"41,99643027"
"325";"8351";"05718351";"70,1";"60,2";"70,2";"70,9";"484049,47899999999";"4648930,35610000044";"2,80741957";"41,99221680"
"326";"8344";"00868344";"65,1";"51,8";"60,1";"64,2";"484030,67489999998";"4648864,04800000042";"2,80719197";"41,99162198"
"327";"11712";"066111712";"55,3";"43,9";"51,1";"55,0";"484307,64480000001";"4649137,37359999958";"2,81052892";"41,99408635"
"328";"8348";"05718348";"70,3";"60,4";"70,4";"71,1";"483983,26209999999";"4648931,95440000016";"2,80662271";"41,99222447"
"329";"8350";"05718350";"69,9";"60,0";"69,9";"70,6";"484028,05619999999";"4648930,87320000026";"2,80716603";"41,99221637"
"330";"8349";"05718349";"70,3";"60,4";"70,3";"71,0";"484001,95159999997";"4648931,50339999981";"2,80684003";"41,99222483"
"331";"8348";"03998348";"62,3";"51,9";"61,6";"62,8";"483979,58230000001";"4648919,56479999982";"2,80657474";"41,99211630"
"332";"8688";"00018688";"58,3";"45,0";"53,4";"57,5";"485826,26659999997";"4649475,52319999970";"2,82886049";"41,99715940"
"333";"8688";"08248688";"54,3";"40,9";"49,3";"53,4";"485811,11300000001";"4649465,58980000019";"2,82867962";"41,99706906"
"334";"9513";"08249513";"59,6";"45,6";"54,3";"58,6";"485780,95319999999";"4649458,32220000029";"2,82830549";"41,99700546"
"335";"9513";"04569513";"65,4";"51,1";"60,0";"64,3";"485765,56329999998";"4649463,63489999995";"2,82812426";"41,99705022"
"336";"10353";"045610353";"65,5";"51,2";"60,1";"64,4";"485763,01110000000";"4649480,87880000006";"2,82809969";"41,99720330"
"337";"6391";"04566391";"65,9";"51,5";"60,5";"64,8";"485759,19469999999";"4649506,57529999968";"2,82805077";"41,99743740"
"338";"6392";"04566392";"66,1";"51,9";"60,7";"65,0";"485753,90169999999";"4649538,47329999972";"2,82797755";"41,99772550"
"339";"9171";"06909171";"53,4";"40,8";"49,1";"52,8";"486023,02380000002";"4649501,08169999998";"2,83123847";"41,99739709"
"340";"10010";"069010010";"53,1";"40,5";"48,9";"52,5";"486021,19600000000";"4649511,06599999964";"2,83121409";"41,99748713"
"341";"10011";"069010011";"53,3";"40,8";"49,1";"52,7";"486019,93819999998";"4649518,53100000042";"2,83118977";"41,99755014"
"342";"10012";"069010012";"53,4";"40,8";"49,2";"52,8";"486019,25329999998";"4649523,74729999993";"2,83118965";"41,99759517"
"343";"10013";"069010013";"53,4";"40,9";"49,2";"52,8";"486018,64830000000";"4649528,97420000006";"2,83117746";"41,99764018"
"344";"10014";"069010014";"53,5";"40,9";"49,2";"52,9";"486018,07030000002";"4649534,24029999971";"2,83117732";"41,99769422"
"345";"10015";"069010015";"53,4";"40,9";"49,2";"52,8";"486017,49249999999";"4649539,54650000017";"2,83116512";"41,99773924"
"346";"10016";"069010016";"53,4";"40,9";"49,2";"52,8";"486016,88160000002";"4649544,81419999991";"2,83115293";"41,99778426"
"347";"10017";"069010017";"53,3";"40,8";"49,1";"52,7";"486016,25429999997";"4649550,03589999955";"2,83115279";"41,99783829"
"348";"10018";"069010018";"53,2";"40,7";"49,0";"52,6";"486015,62410000002";"4649555,25899999961";"2,83114059";"41,99788331"
"349";"10019";"069010019";"53,1";"40,6";"48,8";"52,5";"486014,63549999997";"4649562,57980000041";"2,83112835";"41,99794634"
"350";"10244";"069010244";"54,5";"41,9";"50,2";"53,9";"486024,38760000002";"4649550,86280000024";"2,83124938";"41,99783844"
"351";"10248";"069010248";"54,1";"41,4";"49,8";"53,4";"486027,47940000001";"4649528,14910000004";"2,83128613";"41,99764034"
"352";"11811";"057511811";"68,5";"58,1";"63,9";"68,4";"485493,44970000000";"4650284,66949999984";"2,82481982";"42,00443970"
"353";"6744";"05756744";"68,9";"57,9";"64,2";"68,6";"485494,23090000002";"4650298,47350000031";"2,82483155";"42,00456581"
"354";"10238";"064210238";"57,0";"43,8";"52,2";"56,2";"486097,69520000002";"4649479,12939999998";"2,83213248";"41,99720026"
"355";"10239";"064210239";"56,9";"43,7";"52,1";"56,1";"486093,98560000001";"4649498,83310000040";"2,83208374";"41,99737131"
"356";"12251";"064212251";"56,9";"43,7";"52,1";"56,1";"486090,26049999997";"4649518,53359999973";"2,83204704";"41,99755139"
"357";"10241";"064210241";"57,0";"43,8";"52,2";"56,2";"486086,57199999999";"4649538,04059999995";"2,83199827";"41,99773146"
"358";"10242";"064210242";"56,8";"43,6";"52,0";"56,0";"486082,80959999998";"4649557,73469999991";"2,83194952";"41,99790251"
"359";"6745";"05756745";"69,1";"58,0";"64,4";"68,8";"485494,88760000002";"4650310,08229999989";"2,82483125";"42,00467389"
"360";"6746";"05756746";"69,2";"58,2";"64,5";"68,9";"485495,49469999998";"4650320,81429999974";"2,82484308";"42,00476397"
"361";"6747";"05756747";"69,2";"58,2";"64,5";"68,9";"485496,13230000000";"4650331,39340000041";"2,82485488";"42,00486306"
"362";"6748";"05756748";"59,4";"60,2";"58,1";"66,2";"485531,94260000001";"4650344,14709999971";"2,82527721";"42,00498079"
"363";"12304";"057512304";"59,1";"59,3";"57,5";"65,4";"485529,08090000000";"4650356,52770000044";"2,82525276";"42,00508883"
"364";"6749";"05756749";"57,4";"59,1";"56,7";"65,0";"485527,46580000001";"4650364,99120000005";"2,82522841";"42,00516085"
