"Orgànica";"Programa";"Econòmica";"Descripció";"Crèdits inicials";"Modificacions de crèdit";"Crèdits extraordinaris";"Suplements de crèdit";"Ampliacions de crèdit";"Transferències positives";"Trasferències negatives";"Romanents incorporats";"Baixes per anul·lació";"Crèdits totals consignats";"Despeses autoritzades";"Saldo de crèdits disponibles";"% de realització del pressupost"
"126";"33320";"22100";"SUBM.ENERGIA ELÈCTRICA ESPAI MARFÀ";"45.150,00";"12.817,02";"0,00";"0,00";"0,00";"11.000,00";"0,00";"1.817,02";"0,00";"57.967,02";"55.657,85";"2.309,17";"96,02"
"126";"33320";"22199";"ALTRES SUBMINISTRAMENTS LA MARFÀ";"18.500,15";"-4.686,59";"0,00";"0,00";"0,00";"274,00";"8.779,77";"3.819,18";"0,00";"13.813,56";"9.735,32";"4.078,24";"70,48"
"126";"33320";"22700";"NETEJA ESPAI MARFÀ";"65.700,00";"19.000,74";"0,00";"0,00";"0,00";"84,29";"0,00";"18.916,45";"0,00";"84.700,74";"74.022,40";"10.678,34";"87,39"
"126";"33321";"22611";"PROGRAMACIÓ ESTABLE ESPAI MARFÀ";"30.000,00";"26.427,53";"0,00";"0,00";"0,00";"12.100,00";"685,29";"10.041,37";"0,00";"56.427,53";"47.079,49";"9.348,04";"83,43"
"126";"33321";"22612";"VIU 21 MUSICA";"20.000,00";"992,73";"0,00";"0,00";"0,00";"0,00";"0,00";"992,73";"0,00";"20.992,73";"20.538,10";"454,63";"97,83"
"126";"33321";"22614";"PROJECTE ACOMPANYAMENT ARTÍSTIC";"10.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"10.000,00";"1.210,00";"8.790,00";"12,10"
"126";"33390";"62500";"MOBILIARI ESPAI MARFÀ";"0,00";"20.077,16";"0,00";"0,00";"0,00";"4.997,58";"0,00";"4.952,69";"0,00";"20.077,16";"15.014,01";"5.063,15";"74,78"
"126";"33390";"22102";"SUBM. GAS ESPAI MARFÀ";"10.000,00";"724,37";"0,00";"0,00";"0,00";"0,00";"0,00";"724,37";"0,00";"10.724,37";"10.388,28";"336,09";"96,87"
"126";"33390";"13000";"RETR.BAS.P.LABORAL LA MARFÀ";"46.064,18";"21.401,89";"0,00";"0,00";"0,00";"23.851,89";"2.450,00";"0,00";"0,00";"67.466,07";"67.466,07";"0,00";"100,00"
"126";"33390";"13100";"RETR.P.LABORAL TEMPORAL LA MARFA";"34.276,49";"-456,99";"0,00";"0,00";"0,00";"543,01";"1.000,00";"0,00";"0,00";"33.819,50";"33.819,50";"0,00";"100,00"
"126";"33390";"15000";"PRODUCTIVITAT LA MARFÀ";"1.877,99";"1.812,33";"0,00";"0,00";"0,00";"1.812,33";"0,00";"0,00";"0,00";"3.690,32";"3.690,32";"0,00";"100,00"
"126";"33390";"15100";"GRATIFICACIONS LA MARFA";"0,00";"944,85";"0,00";"0,00";"0,00";"944,85";"0,00";"0,00";"0,00";"944,85";"689,52";"255,33";"72,98"
"126";"33390";"15300";"COMPLEMENT DE DEDICACIÓ ESPECIAL LA MARFÀ";"5.948,25";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"5.948,25";"5.733,45";"214,80";"96,39"
"126";"33390";"16000";"QUOTES SOCIALS LA MARFÀ";"27.497,61";"7.392,02";"0,00";"0,00";"0,00";"8.336,87";"944,85";"0,00";"0,00";"34.889,63";"34.889,63";"0,00";"100,00"
"126";"33422";"22613";"CARRERS DE MÚSICA";"5.000,00";"759,17";"0,00";"0,00";"0,00";"0,00";"0,00";"759,17";"0,00";"5.759,17";"4.790,87";"968,30";"83,19"
"126";"33461";"22610";"ESCOLA DE MÚSICA AVANÇADA I SO";"10.000,00";"10.691,00";"0,00";"0,00";"0,00";"570,00";"0,00";"10.121,00";"0,00";"20.691,00";"20.691,00";"0,00";"100,00"
"126";"33461";"22620";"CENTRE DE LA CANÇÓ";"10.000,00";"-10.000,00";"0,00";"0,00";"0,00";"0,00";"10.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"126";"33461";"48900";"COOPERACIÓ I DIFUSIÓ ARTS MUSICALS";"308.500,00";"6.299,50";"0,00";"0,00";"0,00";"35.799,50";"35.500,00";"6.000,00";"0,00";"314.799,50";"293.000,00";"21.799,50";"93,08"
"130";"33220";"143";"ALTRE PERSONAL ARXIU";"0,00";"16.436,83";"0,00";"0,00";"0,00";"8.086,32";"0,00";"8.350,51";"0,00";"16.436,83";"16.436,83";"0,00";"100,00"
"130";"33220";"22199";"ALTRES SUBMINISTRAMENTS ARXIU";"1.066,05";"-721,95";"0,00";"0,00";"0,00";"36,00";"757,95";"0,00";"0,00";"344,10";"306,20";"37,90";"88,99"
"130";"33220";"22009";"MATERIAL OFICINA ARXIU";"1.715,00";"-218,32";"0,00";"0,00";"0,00";"0,00";"694,05";"475,73";"0,00";"1.496,68";"605,10";"891,58";"40,43"
"130";"33220";"12000";"RETR.BAS.P.FUNCIONARI A1 GESTIÓ DOC, ARXIUS I PUBL.";"14.824,09";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"14.824,09";"14.637,49";"186,60";"98,74"
"130";"33220";"12001";"RETR.BAS.P.FUNCIONARI A2 GESTIÓ DOC, ARXIU I PUBL.";"13.035,59";"0,01";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"13.035,60";"13.035,60";"0,00";"100,00"
"130";"33220";"12006";"TRIENNIS P FUNCIONARI GESTIÓ DOC, ARXIU I PUBL";"8.911,53";"700,35";"0,00";"0,00";"0,00";"700,35";"0,00";"0,00";"0,00";"9.611,88";"9.611,88";"0,00";"100,00"
"130";"33220";"12009";"ALTRES RETR.BAS.P.FUNCIONARI GESTIÓ DOC, ARXIU I PUBL.";"8.776,92";"-4,36";"0,00";"0,00";"0,00";"0,00";"4,36";"0,00";"0,00";"8.772,56";"8.772,56";"0,00";"100,00"
"130";"33220";"12100";"COMP. DESTINACIÓ FUNCIONARIS GESTIÓ DOC, ARXIU I PUBL.";"15.825,69";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"15.825,69";"15.685,69";"140,00";"99,12"
"130";"33220";"12101";"COMP. ESPECÍFIC FUNCIONARIS GESTIÓ DOC, ARXIU I PUBL.";"22.277,53";"441,84";"0,00";"0,00";"0,00";"441,84";"0,00";"0,00";"0,00";"22.719,37";"22.719,37";"0,00";"100,00"
"130";"33220";"13000";"RETR.BAS.P.LABORAL GESTIÓ DOC, ARXIU I PUBL.";"362.097,69";"1.477,47";"0,00";"0,00";"0,00";"1.477,47";"0,00";"0,00";"0,00";"363.575,16";"363.575,16";"0,00";"100,00"
"130";"33220";"15000";"PRODUCTIVITAT GESTIÓ DOC, ARXIU I PUBL.";"14.084,96";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"14.084,96";"14.083,79";"1,17";"99,99"
"130";"33220";"15100";"GRATIFICACIONS GESTIÓ DOC, ARXIU I PUBL.";"0,00";"661,80";"0,00";"0,00";"0,00";"661,80";"0,00";"0,00";"0,00";"661,80";"484,53";"177,27";"73,21"
"130";"33220";"15300";"COMPLEMENT DE DEDICACIÓ ESPECIAL GESTIÓ DOC,ARXIU I PUBL.";"55.729,09";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"55.729,09";"55.559,05";"170,04";"99,69"
"130";"33220";"16000";"QUOTES SOCIALS GESTIÓ DOC, ARXIU I PUBL.";"152.939,61";"-4.540,69";"0,00";"0,00";"0,00";"1.765,96";"6.306,65";"0,00";"0,00";"148.398,92";"148.398,92";"0,00";"100,00"
"130";"33220";"21200";"MANTENIMENT ARXIU";"6.790,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"6.790,00";"6.790,00";"0,00";"100,00"
"130";"33220";"22100";"SUBM. ENERGIA ELÈCTRICA ARXIU";"22.050,00";"6.541,89";"0,00";"0,00";"0,00";"0,00";"14.733,02";"21.274,91";"0,00";"28.591,89";"17.297,72";"11.294,17";"60,50"
"130";"33220";"22610";"DESPESES BIBLIOTECA ARXIU";"0,00";"1.573,60";"0,00";"0,00";"0,00";"0,00";"0,00";"1.573,60";"0,00";"1.573,60";"0,00";"1.573,60";"0,00"
"130";"33220";"22611";"DESPESES ARXIU";"0,00";"696,00";"0,00";"0,00";"0,00";"0,00";"0,00";"696,00";"0,00";"696,00";"696,00";"0,00";"100,00"
"130";"33220";"22616";"MANTENIMENT INSTAL·LACIONS I EQUIPS";"0,00";"4.564,96";"0,00";"0,00";"0,00";"2.341,35";"0,00";"2.223,61";"0,00";"4.564,96";"4.005,35";"559,61";"87,74"
"130";"33220";"22700";"NETEJA ARXIU";"22.700,00";"7.205,97";"0,00";"0,00";"0,00";"197,83";"0,00";"7.008,14";"0,00";"29.905,97";"25.559,28";"4.346,69";"85,47"
"130";"33220";"22706";"ADQUISICIÓ REPORTATGES FOTOGRÀFICS";"0,00";"319,05";"0,00";"0,00";"0,00";"0,00";"0,00";"319,05";"0,00";"319,05";"319,05";"0,00";"100,00"
"130";"33221";"22618";"SISTEMA GESTIÓ DOCUMENTS";"20.700,00";"9.691,55";"0,00";"0,00";"0,00";"14.691,55";"5.000,00";"0,00";"0,00";"30.391,55";"27.455,65";"2.935,90";"90,34"
"130";"33222";"22611";"PROGRAMACIÓ ARXIU";"74.546,40";"42.956,75";"0,00";"0,00";"0,00";"0,00";"3.788,11";"33.475,86";"0,00";"117.503,15";"86.913,08";"30.590,07";"73,97"
"130";"33222";"48000";"COL.LABORACIONS SGDAP";"0,00";"170,00";"0,00";"0,00";"0,00";"170,00";"0,00";"0,00";"0,00";"170,00";"100,00";"70,00";"58,82"
"130";"33222";"62200";"INVERSIÓ SERVEI DE GESTIÓ DOCUMENTAL, ARXIUS I PUBLICACIONS";"0,00";"9.406,52";"0,00";"0,00";"0,00";"8.875,43";"0,00";"531,09";"0,00";"9.406,52";"4.249,20";"5.157,32";"45,17"
"130";"33223";"22612";"CENTRE DE RECERCA I DIFUSIÓ DE LA IMATGE";"54.280,00";"99.018,69";"0,00";"0,00";"0,00";"9.000,00";"2.482,55";"84.612,28";"0,00";"153.298,69";"86.522,29";"66.776,40";"56,44"
"130";"33224";"22610";"14es. JORNADES IMATGE I RECERCA";"0,00";"48.979,08";"0,00";"0,00";"0,00";"6.000,00";"2.774,77";"0,00";"0,00";"48.979,08";"42.200,23";"6.778,85";"86,16"
"130";"33224";"22613";"SERVEI DE PUBLICACIONS";"82.000,00";"7.765,75";"0,00";"0,00";"0,00";"0,00";"11.191,35";"18.455,97";"0,00";"89.765,75";"79.917,32";"9.848,43";"89,03"
"130";"33224";"48000";"CONVENIS DE COL.LABORACIÓ SERVEI DE PUBLICACIONS";"0,00";"2.850,00";"0,00";"0,00";"0,00";"2.850,00";"0,00";"0,00";"0,00";"2.850,00";"2.850,00";"0,00";"100,00"
"130";"33225";"48000";"CONVENIS  ARXIU";"42.000,00";"24.000,00";"0,00";"0,00";"0,00";"0,00";"9.000,00";"33.000,00";"0,00";"66.000,00";"66.000,00";"0,00";"100,00"
"130";"33226";"22600";"CONFERÈNCIA MUNDIAL I 9A CONF EUROPEA ARXIU";"0,00";"40.461,27";"0,00";"0,00";"0,00";"0,00";"0,00";"40.461,27";"0,00";"40.461,27";"34.530,52";"5.930,75";"85,34"
"130";"33227";"22600";"PROJECTE ATHENA";"0,00";"1.102,33";"0,00";"0,00";"0,00";"0,00";"0,00";"1.102,33";"0,00";"1.102,33";"0,00";"1.102,33";"0,00"
"140";"43200";"14300";"PROJECTE NATURACC EFA 286/13 -CLÀUDIA RIERA";"0,00";"9.877,13";"0,00";"0,00";"0,00";"0,00";"0,00";"9.877,13";"0,00";"9.877,13";"9.062,97";"814,16";"91,76"
"140";"43200";"22615";"PROJECTE COOPERACIÓ TRANSFRONTERERA NATURACC";"0,00";"21.482,68";"0,00";"0,00";"0,00";"0,00";"0,00";"939,43";"0,00";"21.482,68";"20.833,65";"649,03";"96,98"
"140";"43200";"22198";"EXPOSICIÓ DE FLORS - SUBMINISTRAMENTS";"36.225,00";"242.792,12";"0,00";"0,00";"0,00";"209.501,70";"10.372,08";"4.452,50";"0,00";"279.017,12";"270.921,49";"8.095,63";"97,10"
"140";"43200";"13000";"RETR.BAS.P.LABORAL TURISME";"243.047,09";"-7.800,08";"0,00";"0,00";"0,00";"0,00";"7.800,08";"0,00";"0,00";"235.247,01";"235.157,30";"89,71";"99,96"
"140";"43200";"13100";"RETR.P.LABORAL TEMPORAL TURISME";"19.384,63";"-1.472,12";"0,00";"0,00";"0,00";"4.200,00";"5.672,12";"0,00";"0,00";"17.912,51";"17.399,08";"513,43";"97,13"
"140";"43200";"15000";"PRODUCTIVITAT TURISME";"8.450,97";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"8.450,97";"7.169,83";"1.281,14";"84,84"
"140";"43200";"15100";"GRATIFICACIONS.";"0,00";"3.869,52";"0,00";"0,00";"0,00";"3.869,52";"0,00";"0,00";"0,00";"3.869,52";"2.971,32";"898,20";"76,79"
"140";"43200";"15300";"COMPLEMENT DE DEDICACIÓ ESPECIAL TURISME";"25.871,47";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"25.871,47";"24.618,60";"1.252,87";"95,16"
"140";"43200";"16000";"QUOTES SOCIALS TURISME";"86.839,32";"-3.517,07";"0,00";"0,00";"0,00";"3.352,45";"6.869,52";"0,00";"0,00";"83.322,25";"83.322,25";"0,00";"100,00"
"140";"43200";"22199";"ALTRES SUBMINISTRAMENTS OFICINA TURISME";"21.735,00";"5.374,11";"0,00";"0,00";"0,00";"0,00";"1.573,35";"6.947,46";"0,00";"27.109,11";"22.509,94";"4.599,17";"83,03"
"140";"43200";"22614";"PROMOCIÓ TURÍSTICA";"0,00";"39.414,68";"0,00";"0,00";"0,00";"0,00";"3.757,44";"43.172,12";"0,00";"39.414,68";"32.963,36";"6.451,32";"83,63"
"140";"43200";"22700";"NETEJA OFICINES DE TURISME";"39.500,00";"1.905,89";"0,00";"0,00";"0,00";"2.103,20";"7.867,17";"7.669,86";"0,00";"41.405,89";"37.566,03";"3.839,86";"90,73"
"140";"43200";"22712";"CONVENIS PRÀCTIQUES OFICINA TURISME";"2.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"2.000,00";"0,00";"2.000,00";"0,00"
"140";"43200";"60100";"INVERSIONS TURISME";"0,00";"10.337,36";"0,00";"0,00";"0,00";"638,00";"0,00";"9.699,36";"0,00";"10.337,36";"10.337,36";"0,00";"100,00"
"140";"43210";"22611";"DIFUSIÓ TURÍSTICA";"29.100,00";"-2.918,00";"0,00";"0,00";"0,00";"231,00";"3.149,00";"0,00";"0,00";"26.182,00";"20.911,50";"5.270,50";"79,87"
"140";"43210";"22612";"MÀRQUETING TERRITORIAL";"23.730,00";"8.549,97";"0,00";"0,00";"0,00";"0,00";"0,00";"8.549,97";"0,00";"32.279,97";"9.288,95";"22.991,02";"28,78"
"140";"43210";"22614";"PROMOCIÓ TURÍSTICA";"285.100,00";"-46.839,51";"0,00";"0,00";"0,00";"0,00";"46.839,51";"0,00";"0,00";"238.260,49";"207.720,22";"30.540,27";"87,18"
"140";"43210";"22711";"PUNT DE BENVINGUDA";"23.765,00";"265,73";"0,00";"0,00";"0,00";"0,00";"0,00";"265,73";"0,00";"24.030,73";"23.968,34";"62,39";"99,74"
"140";"43220";"48002";"FIRA DE GIRONA";"95.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"95.000,00";"95.000,00";"0,00";"100,00"
"140";"43220";"48000";"TEMPS DE FLORS";"420.000,00";"-190.593,36";"0,00";"0,00";"0,00";"7.000,00";"198.130,36";"537,00";"0,00";"229.406,64";"221.174,28";"8.232,36";"96,41"
"140";"43220";"48001";"CONVENIS DE TURISME";"70.000,00";"56.829,30";"0,00";"0,00";"0,00";"30.000,00";"13.170,70";"40.000,00";"0,00";"126.829,30";"75.829,30";"51.000,00";"59,79"
"200";"32000";"12000";"RETR.BAS.P.FUNCIONARI A1 EDUCACIÓ";"14.824,09";"1.647,63";"0,00";"0,00";"0,00";"1.647,63";"0,00";"0,00";"0,00";"16.471,72";"16.471,72";"0,00";"100,00"
"200";"32000";"12003";"RETR.BAS.P.FUNCIONARI C1 EDUCACIÓ";"29.951,07";"-61,39";"0,00";"0,00";"0,00";"0,00";"61,39";"0,00";"0,00";"29.889,68";"29.878,73";"10,95";"99,96"
"200";"32000";"12006";"TRIENNIS P FUNCIONARI EDUCACIÓ";"18.468,36";"342,34";"0,00";"0,00";"0,00";"342,34";"0,00";"0,00";"0,00";"18.810,70";"18.810,70";"0,00";"100,00"
"200";"32000";"12009";"ALTRES RETR.BAS.P.FUNCIONARI EDUCACIÓ";"11.968,86";"229,79";"0,00";"0,00";"0,00";"229,79";"0,00";"0,00";"0,00";"12.198,65";"12.198,64";"0,01";"100,00"
"200";"32000";"12100";"COMPLEMENT DE DESTINACIÓ FUNCIONARIS EDUCACIÓ";"25.259,78";"740,79";"0,00";"0,00";"0,00";"740,79";"0,00";"0,00";"0,00";"26.000,57";"26.000,57";"0,00";"100,00"
"200";"32000";"12101";"COMP.ESPECÍFIC FUNCIONARIS EDUCACIÓ";"31.102,95";"841,67";"0,00";"0,00";"0,00";"841,67";"0,00";"0,00";"0,00";"31.944,62";"31.944,62";"0,00";"100,00"
"200";"32000";"13000";"RETR.BAS.P.LABORAL EDUCACIÓ";"780.777,75";"-19.435,98";"0,00";"0,00";"0,00";"0,00";"19.435,98";"0,00";"0,00";"761.341,77";"760.479,76";"862,01";"99,89"
"200";"32000";"15000";"PRODUCTIVITAT EDUCACIÓ";"36.151,38";"-4.000,00";"0,00";"0,00";"0,00";"0,00";"4.000,00";"0,00";"0,00";"32.151,38";"32.100,49";"50,89";"99,84"
"200";"32000";"15100";"GRATIFICACIONS PERSONAL EDUCACIÓ";"6.581,45";"1.712,69";"0,00";"0,00";"0,00";"4.712,69";"3.000,00";"0,00";"0,00";"8.294,14";"7.986,85";"307,29";"96,30"
"200";"32000";"15300";"COMPLEMENT DE DEDICACIÓ ESPECIAL EDUCACIÓ";"118.421,79";"-10.027,74";"0,00";"0,00";"0,00";"0,00";"10.027,74";"0,00";"0,00";"108.394,05";"108.394,05";"0,00";"100,00"
"200";"32000";"16000";"QUOTES SOCIALS EDUCACIÓ";"337.198,23";"-33.316,98";"0,00";"0,00";"0,00";"0,00";"33.316,98";"0,00";"0,00";"303.881,25";"303.881,25";"0,00";"100,00"
"200";"32000";"22610";"DESPESES GENERALS EDUCACIO";"7.300,00";"3.861,34";"0,00";"0,00";"0,00";"3.267,00";"0,00";"594,34";"0,00";"11.161,34";"4.660,52";"6.500,82";"41,76"
"200";"32100";"20200";"LLOGUERS EDUCACIÓ";"60.985,00";"10.889,00";"0,00";"0,00";"0,00";"7.259,00";"0,00";"3.630,00";"0,00";"71.874,00";"66.792,00";"5.082,00";"92,93"
"200";"32300";"21200";"MANTENIMENT ESCOLES";"204.050,00";"44.615,09";"0,00";"0,00";"0,00";"39.468,47";"49.607,13";"47.558,27";"0,00";"248.665,09";"238.435,42";"10.229,67";"95,89"
"200";"32300";"22100";"SUBM ELÈCTRIC ESCOLES";"333.900,00";"29.221,98";"0,00";"0,00";"0,00";"0,00";"11.602,03";"40.824,01";"0,00";"363.121,98";"341.682,09";"21.439,89";"94,10"
"200";"32300";"22102";"SUBM GAS ESCOLES";"65.000,00";"676,96";"0,00";"0,00";"0,00";"0,00";"0,00";"676,96";"0,00";"65.676,96";"59.605,43";"6.071,53";"90,76"
"200";"32300";"22103";"COMBUSTIBLES I CARBURANTS ESCOLES";"180.000,00";"50.627,07";"0,00";"0,00";"0,00";"0,00";"10.000,00";"60.627,07";"0,00";"230.627,07";"110.544,87";"120.082,20";"47,93"
"200";"32300";"22199";"ALTRES SUBMINISTRAMENTS ESCOLES";"10.350,00";"-1.464,19";"0,00";"0,00";"0,00";"0,00";"2.901,00";"1.436,81";"0,00";"8.885,81";"1.982,11";"6.903,70";"22,31"
"200";"32300";"22700";"NETEJA ESCOLES";"1.815.000,00";"617.822,89";"0,00";"0,00";"0,00";"88.909,09";"0,00";"528.913,80";"0,00";"2.432.822,89";"2.124.403,23";"308.419,66";"87,32"
"200";"32410";"13000";"RETR.BAS.P.LABORAL EDUCACIÓ EEBB";"1.532.252,81";"57.461,65";"0,00";"0,00";"0,00";"57.461,65";"0,00";"0,00";"0,00";"1.589.714,46";"1.589.558,74";"155,72";"99,99"
"200";"32410";"15000";"PRODUCTIVITAT EDUCACIÓ EEBB";"60.631,46";"-281,16";"0,00";"0,00";"0,00";"0,00";"281,16";"0,00";"0,00";"60.350,30";"59.387,27";"963,03";"98,40"
"200";"32410";"15100";"GRATIFICACIONS EDUCACIÓ EEBB";"0,00";"1.000,00";"0,00";"0,00";"0,00";"1.000,00";"0,00";"0,00";"0,00";"1.000,00";"14,80";"985,20";"1,48"
"200";"32410";"15300";"COMPLEMENT DE DEDICACIÓ ESPECIAL EDUCACIÓ EEBB";"280.781,62";"-16.308,16";"0,00";"0,00";"0,00";"16,01";"16.324,17";"0,00";"0,00";"264.473,46";"264.473,46";"0,00";"100,00"
"200";"32410";"16000";"QUOTES SOCIALS EDUCACIÓ EEBB";"545.021,69";"36.116,55";"0,00";"0,00";"0,00";"79.265,15";"43.148,60";"0,00";"0,00";"581.138,24";"581.138,24";"0,00";"100,00"
"200";"32500";"22610";"CONSELL MUNICIPAL D'EDUCACIÓ";"3.000,00";"82,07";"0,00";"0,00";"0,00";"0,00";"0,00";"82,07";"0,00";"3.082,07";"2.920,81";"161,26";"94,77"
"200";"32500";"22611";"PROJECTES EDUCACIÓ";"52.000,00";"11.104,37";"0,00";"0,00";"0,00";"579,89";"0,00";"10.524,48";"0,00";"63.104,37";"28.665,63";"34.438,74";"45,43"
"200";"32500";"22612";"ESCOLARITZACIÓ";"6.550,00";"-1.537,34";"0,00";"0,00";"0,00";"0,00";"1.600,00";"62,66";"0,00";"5.012,66";"943,75";"4.068,91";"18,83"
"200";"32600";"41000";"ORG. AUTONOM D'EDUCACIÓ MUSICAL";"380.000,00";"46.342,00";"0,00";"0,00";"0,00";"130,00";"3.788,00";"50.000,00";"0,00";"426.342,00";"426.342,00";"0,00";"100,00"
"200";"32600";"22610";"RECURSOS EDUCATIUS";"60.000,00";"7.743,69";"0,00";"0,00";"0,00";"300,00";"0,00";"7.443,69";"0,00";"67.743,69";"58.555,35";"9.188,34";"86,44"
"200";"32600";"22613";"ESCOLA D'ADULTS";"20.000,00";"1.834,37";"0,00";"0,00";"0,00";"0,00";"0,00";"1.834,37";"0,00";"21.834,37";"18.506,89";"3.327,48";"84,76"
"200";"32600";"48000";"PREMIS I BEQUES";"6.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"6.000,00";"0,00";"6.000,00";"0,00"
"200";"32600";"48001";"AJUTS I TRANSFERÈNCIES EDUCACIÓ";"311.830,00";"245.880,11";"0,00";"0,00";"0,00";"10.000,00";"579,89";"236.460,00";"0,00";"557.710,11";"238.439,35";"319.270,76";"42,75"
"200";"32600";"48002";"TRANSF ESCOLA MÚSICA - GESTIÓ REBUTS";"0,00";"525,00";"0,00";"0,00";"0,00";"0,00";"0,00";"525,00";"0,00";"525,00";"0,00";"525,00";"0,00"
"200";"32600";"60903";"MILLORES ESCOLES";"100.000,00";"74.642,62";"0,00";"0,00";"0,00";"49.131,68";"37.029,38";"62.540,32";"0,00";"174.642,62";"110.791,87";"63.850,75";"63,44"
"200";"32610";"22610";"DESPESES ESCOLES BRESSOL";"55.000,00";"-2.886,19";"0,00";"0,00";"0,00";"0,00";"9.057,82";"6.171,63";"0,00";"52.113,81";"43.009,64";"9.104,17";"82,53"
"200";"32610";"22611";"DESPESES MENJADOR EEBB";"347.000,00";"53.023,12";"0,00";"0,00";"0,00";"0,00";"839,09";"53.862,21";"0,00";"400.023,12";"322.552,01";"77.471,11";"80,63"
"201";"23100";"14301";"ALTRE PERSONAL SERVEIS SOCIALS";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"3.836,51";"3.836,51";"0,00";"0,00";"0,00";"0,00";"0,00"
"201";"34000";"13000";"RETR.BAS.P.LABORAL ESPORTS";"698.602,70";"-1.381,36";"0,00";"0,00";"0,00";"17.000,00";"18.381,36";"0,00";"0,00";"697.221,34";"697.221,34";"0,00";"100,00"
"201";"34000";"15000";"PRODUCTIVITAT ESPORTS";"28.577,73";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"28.577,73";"27.137,01";"1.440,72";"94,96"
"201";"34000";"15100";"GRATIFICACIONS PERSONAL ESPORTS";"18.632,00";"5.437,92";"0,00";"0,00";"0,00";"5.437,92";"0,00";"0,00";"0,00";"24.069,92";"24.069,92";"0,00";"100,00"
"201";"34000";"15300";"COMPLEMENT DE DEDICACIÓ ESPECIAL ESPORTS";"119.483,20";"-5.097,47";"0,00";"0,00";"0,00";"0,00";"5.097,47";"0,00";"0,00";"114.385,73";"114.385,73";"0,00";"100,00"
"201";"34000";"16000";"QUOTES SOCIALS ESPORTS";"240.340,14";"28.685,92";"0,00";"0,00";"0,00";"33.000,00";"4.314,08";"0,00";"0,00";"269.026,06";"269.026,06";"0,00";"100,00"
"201";"34000";"60907";"VESTIDORS PISCINA DEVESA";"0,00";"1.282,69";"0,00";"0,00";"0,00";"0,00";"0,00";"1.282,69";"0,00";"1.282,69";"0,00";"1.282,69";"0,00"
"201";"34000";"60910";"COBRIMENT PISTES";"0,00";"45.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";"45.000,00";"0,00";"45.000,00";"0,00";"45.000,00";"0,00"
"201";"34100";"22615";"LLIGUES D'ESPORTS DE LLEURE INTERMUNICIPALS 2015/2016";"0,00";"8.537,22";"0,00";"0,00";"0,00";"0,00";"0,00";"8.537,22";"0,00";"8.537,22";"4.836,13";"3.701,09";"56,65"
"201";"34100";"22610";"DESPESES ESPORTS";"40.000,00";"93,78";"0,00";"0,00";"0,00";"0,00";"27.701,00";"12.794,78";"0,00";"40.093,78";"39.161,49";"932,29";"97,67"
"201";"34100";"22611";"ACTIVITATS FISICO ESPORTIVES";"270.000,00";"43.397,80";"0,00";"0,00";"0,00";"0,00";"1.400,00";"44.797,80";"0,00";"313.397,80";"247.318,42";"66.079,38";"78,92"
"201";"34100";"22612";"ACTIVITATS DE CIUTAT";"70.000,00";"70.835,96";"0,00";"0,00";"0,00";"26.372,73";"0,00";"38.513,48";"0,00";"140.835,96";"124.300,53";"16.535,43";"88,26"
"201";"34100";"22614";"DESTINACIÓ TURISME ESPORTIU";"30.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"30.000,00";"29.514,12";"485,88";"98,38"
"201";"34100";"48000";"TRANSFERÈNCIES ESPORTS";"330.000,00";"116.803,08";"0,00";"0,00";"0,00";"84.400,00";"21.778,80";"41.505,75";"0,00";"446.803,08";"312.543,88";"134.259,20";"69,95"
"201";"34100";"48100";"GEIEG";"80.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"80.000,00";"80.000,00";"0,00";"100,00"
"201";"34100";"48505";"LLIGUES D'ESPORTS I LLEURE INTERMUNICIPALS 2015/2016";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00"
