"Orgànica";"Programa";"Econòmica";"Descripció";"Crèdits inicials";"Modificacions de crèdit";"Crèdits extraordinaris";"Suplements de crèdit";"Ampliacions de crèdit";"Transferències positives";"Trasferències negatives";"Romanents incorporats";"Baixes per anul·lació";"Crèdits totals consignats";"Despeses autoritzades";"Saldo de crèdits disponibles";"% de realització del pressupost"
"415";"92000";"12006";"TRIENNIS P.FUNCIONARI S JURÍDICS, CONTR I COMPRES";"18.812,12";"-2.864,56";"0,00";"0,00";"0,00";"0,00";"2.864,56";"0,00";"0,00";"15.947,56";"15.048,60";"898,96";"94,36"
"415";"92000";"12009";"ALTRES RETR.BAS.P.FUNCIONARI S JURÍDICS, CONTR I COMPRES";"23.592,51";"1.485,83";"0,00";"0,00";"0,00";"1.485,83";"0,00";"0,00";"0,00";"25.078,34";"25.078,34";"0,00";"100,00"
"415";"92000";"12100";"COMP.DESTINACIÓ S JURÍDICS, CONTR I COMPRES";"30.547,49";"0,07";"0,00";"0,00";"0,00";"0,07";"0,00";"0,00";"0,00";"30.547,56";"30.547,56";"0,00";"100,00"
"415";"92000";"12101";"COMP.ESPECÍFIC FUNCIONARIS S JURÍDICS, CONTR I COMPRES";"84.388,41";"9.100,00";"0,00";"0,00";"0,00";"9.100,00";"0,00";"0,00";"0,00";"93.488,41";"93.432,48";"55,93";"99,94"
"415";"92000";"13000";"RETR.BAS.P.LABORAL S JURÍDICS, CONTR. I COMPRES";"95.172,12";"14.859,31";"0,00";"0,00";"0,00";"14.859,31";"0,00";"0,00";"0,00";"110.031,43";"110.031,43";"0,00";"100,00"
"415";"92000";"15000";"PRODUCTIVITAT S JURÍDICS, CONTR I COMPRES";"6.517,18";"938,99";"0,00";"0,00";"0,00";"939,00";"0,01";"0,00";"0,00";"7.456,17";"7.275,94";"180,23";"97,58"
"415";"92000";"15100";"GRATIFICACIONS S JURIDICS, CONT I COMPRES";"0,00";"5.111,40";"0,00";"0,00";"0,00";"5.111,40";"0,00";"0,00";"0,00";"5.111,40";"5.053,85";"57,55";"98,87"
"415";"92000";"15300";"COMPLEMENT DEDICACIÓ ESPECIAL S JURÍDICS, CONTR I COMPRES";"40.288,82";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"40.288,82";"39.463,26";"825,56";"97,95"
"415";"92000";"16000";"QUOTES SOCIALS S JURÍDICS, CONTR I COMPRES";"77.730,04";"-5.366,46";"0,00";"0,00";"0,00";"4.044,94";"9.411,40";"0,00";"0,00";"72.363,58";"67.669,94";"4.693,64";"93,51"
"415";"92310";"13000";"RETR.BAS.P.LABORAL ESTADÍSTICA";"89.723,94";"800,89";"0,00";"0,00";"0,00";"800,89";"0,00";"0,00";"0,00";"90.524,83";"90.524,83";"0,00";"100,00"
"415";"92310";"15000";"PRODUCTIVITAT ESTADÍSTICA";"3.755,99";"0,01";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"3.756,00";"3.756,00";"0,00";"100,00"
"415";"92310";"15100";"GRATIFICACIONS PERSONAL ESTADÍSTICA";"6.432,00";"464,39";"0,00";"0,00";"0,00";"2.764,39";"2.300,00";"0,00";"0,00";"6.896,39";"5.169,28";"1.727,11";"74,96"
"415";"92310";"15300";"COMPLEMENT DE DEDICACIÓ ESPECIAL ESTADÍSTICA";"13.123,29";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"13.123,29";"13.116,72";"6,57";"99,95"
"415";"92310";"16000";"QUOTES SOCIALS ESTADÍSTICA";"33.391,08";"1.611,39";"0,00";"0,00";"0,00";"4.375,78";"2.764,39";"0,00";"0,00";"35.002,47";"35.002,47";"0,00";"100,00"
"420";"17000";"46700";"CONSORCIS";"60.000,00";"5.969,89";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"65.969,89";"62.359,28";"3.610,61";"94,53"
"420";"17000";"62200";"INVERSIÓ SOSTENIBILITAT";"0,00";"64.477,86";"0,00";"0,00";"0,00";"15.879,98";"706,96";"49.304,84";"0,00";"64.477,86";"54.792,88";"9.684,98";"84,98"
"420";"17000";"22009";"MATERIAL OFICINA SOSTENIBILITAT";"12.000,00";"-1.575,55";"0,00";"0,00";"0,00";"0,00";"2.776,00";"1.200,45";"0,00";"10.424,45";"7.400,58";"3.023,87";"70,99"
"420";"17000";"12003";"RETR.BAS.P.FUNCIONARI C1 SERVEIS CENTRALS SOSTENIBILITAT";"29.951,07";"-8.942,86";"0,00";"0,00";"0,00";"140,14";"9.083,00";"0,00";"0,00";"21.008,21";"21.008,21";"0,00";"100,00"
"420";"17000";"12006";"TRIENNIS P FUNCIONARI SERVEIS CENTRALS SOSTENIBILITAT";"11.673,34";"-3.914,18";"0,00";"0,00";"0,00";"0,00";"3.914,18";"0,00";"0,00";"7.759,16";"7.759,16";"0,00";"100,00"
"420";"17000";"12009";"ALTRES RETR.BAS.P.FUNCIONARI SERVEIS CENTRALS SOSTENIBILITAT";"7.075,05";"-1.070,33";"0,00";"0,00";"0,00";"179,67";"1.250,00";"0,00";"0,00";"6.004,72";"6.004,72";"0,00";"100,00"
"420";"17000";"12100";"COMP.DESTINACIÓ FUNCIONARIS SERVEIS CENTRALS SOSTENIBILITAT";"14.898,99";"-4.532,15";"0,00";"0,00";"0,00";"0,00";"4.532,15";"0,00";"0,00";"10.366,84";"10.366,84";"0,00";"100,00"
"420";"17000";"12101";"COMP.ESPECÍFIC FUNCIONARIS SERVEIS CENTRALS SOSTENIBILITAT";"15.969,19";"17.257,66";"0,00";"0,00";"0,00";"23.066,66";"5.809,00";"0,00";"0,00";"33.226,85";"31.734,48";"1.492,37";"95,51"
"420";"17000";"13000";"RETR.BAS.P.LABORAL SERVEIS CENTRALS SOSTENIBILITAT";"152.039,19";"23.275,12";"0,00";"0,00";"0,00";"23.275,12";"0,00";"0,00";"0,00";"175.314,31";"173.704,53";"1.609,78";"99,08"
"420";"17000";"15000";"PRODUCTIVITAT SERVEIS CENTRALS SOSTENIBILITAT";"8.967,42";"464,64";"0,00";"0,00";"0,00";"464,64";"0,00";"0,00";"0,00";"9.432,06";"9.365,39";"66,67";"99,29"
"420";"17000";"15100";"GRATIFICACIONS SOSTENIBILITAT";"0,00";"2.000,00";"0,00";"0,00";"0,00";"2.000,00";"0,00";"0,00";"0,00";"2.000,00";"107,00";"1.893,00";"5,35"
"420";"17000";"15300";"COMP DEDICACIÓ ESPECIAL SERVEIS CENTRALS SOSTENIBILITAT";"23.554,50";"-800,00";"0,00";"0,00";"0,00";"0,00";"800,00";"0,00";"0,00";"22.754,50";"20.084,42";"2.670,08";"88,27"
"420";"17000";"16000";"QUOTES SOCIALS SERVEIS CENTRALS SOSTENIBILITAT";"73.164,54";"6.161,90";"0,00";"0,00";"0,00";"16.228,56";"10.066,66";"0,00";"0,00";"79.326,44";"79.326,44";"0,00";"100,00"
"420";"17000";"21300";"MANTENIMENT BRIGADES MEDI AMBIENT";"24.366,50";"7.450,44";"0,00";"0,00";"0,00";"0,00";"1.895,04";"9.345,48";"0,00";"31.816,94";"17.898,93";"13.918,01";"56,26"
"420";"17000";"22100";"SUBM ENERGIA ELÈCTRICA LAVABOS PÚBLICS";"6.678,00";"4.757,73";"0,00";"0,00";"0,00";"0,00";"0,00";"4.757,73";"0,00";"11.435,73";"2.820,40";"8.615,33";"24,66"
"420";"17000";"22103";"COMBUSTIBLE MEDI AMBIENT";"32.000,00";"2.821,25";"0,00";"0,00";"0,00";"0,00";"8.604,21";"11.425,46";"0,00";"34.821,25";"23.127,99";"11.693,26";"66,42"
"420";"17000";"22104";"VESTUARI SOSTENIBILITAT";"34.295,46";"8.527,80";"0,00";"0,00";"0,00";"0,00";"0,00";"8.527,80";"0,00";"42.823,26";"3.811,30";"39.011,96";"8,90"
"420";"17000";"22700";"NETEJA LAVABOS PÚBLICS";"104.000,00";"-848,09";"0,00";"0,00";"0,00";"15.552,75";"28.503,93";"12.103,09";"0,00";"103.151,91";"91.604,37";"11.547,54";"88,81"
"420";"17000";"48000";"SUBVENCIONS MEDI AMBIENT I SOSTENIBILITAT";"0,00";"2.000,00";"0,00";"0,00";"0,00";"2.000,00";"0,00";"0,00";"0,00";"2.000,00";"0,00";"2.000,00";"0,00"
"420";"17000";"62300";"MAQUINÀRIA BRIGADES SOSTENIBILITAT";"50.000,00";"8.500,00";"0,00";"0,00";"0,00";"8.500,00";"0,00";"0,00";"0,00";"58.500,00";"13.349,88";"45.150,12";"22,82"
"420";"92000";"21900";"SERVEIS ADMINISTRATIUS";"0,00";"3.662,23";"0,00";"0,00";"0,00";"0,00";"0,00";"3.662,23";"0,00";"3.662,23";"0,00";"3.662,23";"0,00"
"420";"92000";"22103";"COMBUSTIBLE SERVEIS ADMINISTRATIUS";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"2.344,11";"2.344,11";"0,00";"0,00";"0,00";"0,00";"0,00"
"420";"92000";"22612";"DESPESES ELECTORALS";"0,00";"9.380,42";"0,00";"0,00";"0,00";"0,00";"0,00";"9.380,42";"0,00";"9.380,42";"8.560,75";"819,67";"91,26"
"420";"92000";"22701";"ASSISTÈNCIA TÈCNICA FONS COHESIÓ";"0,00";"4.426,42";"0,00";"0,00";"0,00";"0,00";"0,00";"4.426,42";"0,00";"4.426,42";"4.235,00";"191,42";"95,68"
"420";"92000";"62500";"MOBILIARI I MATERIAL INVENTARIABLE SERVEIS GENERALS";"0,00";"1.259,27";"0,00";"0,00";"0,00";"784,95";"0,00";"474,32";"0,00";"1.259,27";"784,95";"474,32";"62,33"
"421";"16000";"22710";"EXPLOTACIÓ PLANTA DEPURADORA";"2.625.000,00";"885.698,62";"0,00";"0,00";"0,00";"0,00";"0,00";"448.509,27";"0,00";"3.510.698,62";"3.249.729,90";"260.968,72";"92,57"
"421";"16000";"60100";"PLA SANEJAMENT";"300.000,00";"330.472,28";"0,00";"0,00";"0,00";"0,00";"0,00";"330.472,28";"0,00";"630.472,28";"344.302,59";"286.169,69";"54,61"
"421";"16000";"60101";"INVERSIÓ SANEJAMENT";"50.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"50.000,00";"31.850,26";"18.149,74";"63,70"
"421";"16100";"22101";"SERVEI AIGUA POTABLE";"142.000,00";"35.307,51";"0,00";"0,00";"0,00";"0,00";"0,00";"35.307,51";"0,00";"177.307,51";"166.908,34";"10.399,17";"94,13"
"421";"16210";"22710";"RECOLLIDA ESCOMBRARIES";"6.157.485,00";"868.303,12";"0,00";"0,00";"0,00";"0,00";"100.000,00";"968.303,12";"0,00";"7.025.788,12";"6.182.758,81";"843.029,31";"88,00"
"421";"16220";"22713";"TRACTAMENT RESIDUS - ESTUDI VIABILITAT INCINERADORA CAMPDORÀ";"0,00";"14.297,36";"0,00";"0,00";"0,00";"0,00";"0,00";"14.297,36";"0,00";"14.297,36";"0,00";"14.297,36";"0,00"
"421";"16223";"74000";"TRACTAMENT RESIDUS-ESTUDI VIABILITAT INCINERADORA CAMPDORÀ";"0,00";"1.133.420,78";"0,00";"0,00";"0,00";"0,00";"0,00";"1.095.050,00";"0,00";"1.133.420,78";"720.303,33";"413.117,45";"63,55"
"421";"16230";"22712";"TRACTAMENT DE RESIDUS";"1.746.595,00";"890.323,79";"0,00";"0,00";"0,00";"200.000,00";"0,00";"128.426,87";"0,00";"2.636.918,79";"2.426.075,75";"210.843,04";"92,00"
"421";"16230";"82020";"PRÉSTEC TRARGISA";"0,00";"730.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"730.000,00";"730.000,00";"0,00";"100,00"
"421";"16300";"22710";"NETEJA VIÀRIA";"6.123.155,00";"862.045,67";"0,00";"0,00";"0,00";"0,00";"190.000,00";"1.052.045,67";"0,00";"6.985.200,67";"6.150.214,61";"834.986,06";"88,05"
"421";"16300";"82190";"CRÈDIT PRÉSTEC PARTICIPATIU SERMUNEGISA";"0,00";"90.000,00";"0,00";"0,00";"0,00";"90.000,00";"0,00";"0,00";"0,00";"90.000,00";"90.000,00";"0,00";"100,00"
"421";"16400";"21000";"MANTENIMENT CEMENTIRIS";"100.800,00";"23.665,70";"0,00";"0,00";"0,00";"2.602,00";"7.539,20";"28.602,90";"0,00";"124.465,70";"104.446,70";"20.019,00";"83,92"
"421";"16400";"13000";"RETR.BAS.P.LABORAL S URBANS I AMB - CEMENTIRIS";"179.819,85";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"179.819,85";"177.430,75";"2.389,10";"98,67"
"421";"16400";"15000";"PRODUCTIVITAT S URBANS I AMBIENTALS - CEMENTIRIS";"7.511,98";"-364,64";"0,00";"0,00";"0,00";"0,00";"364,64";"0,00";"0,00";"7.147,34";"6.848,23";"299,11";"95,82"
"421";"16400";"15100";"GRATIFICACIONS S URBANS I AMBIENTALS";"0,00";"2.406,97";"0,00";"0,00";"0,00";"2.406,97";"0,00";"0,00";"0,00";"2.406,97";"2.406,97";"0,00";"100,00"
"421";"16400";"15300";"COMP DEDICACIÓ ESPECIAL S URBANS I AMB - CEMENTIRIS";"46.260,83";"-5.022,56";"0,00";"0,00";"0,00";"977,44";"6.000,00";"0,00";"0,00";"41.238,27";"41.238,27";"0,00";"100,00"
"421";"16400";"16000";"QUOTES SOCIALS S URBANS I AMB - CEMENTIRIS";"59.915,27";"16.762,33";"0,00";"0,00";"0,00";"16.969,48";"207,15";"0,00";"0,00";"76.677,60";"76.677,60";"0,00";"100,00"
"421";"16400";"62200";"PLA MILLORA CEMENTIRI 1A FASE";"0,00";"75.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";"75.000,00";"0,00";"75.000,00";"0,00";"75.000,00";"0,00"
"421";"17000";"13000";"RETR.BAS.P.LABORAL S URBANS I AMBIENTALS";"193.166,65";"-9.810,99";"0,00";"0,00";"0,00";"0,00";"9.810,99";"0,00";"0,00";"183.355,66";"183.123,34";"232,32";"99,87"
"421";"17000";"15000";"PRODUCTIVITAT S URBANS I AMBIENTALS";"4.694,99";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"4.694,99";"3.756,00";"938,99";"80,00"
"421";"17000";"15100";"GRATIFICACIONS SERVEIS S URBANS I AMBIENTALS";"0,00";"151,05";"0,00";"0,00";"0,00";"151,05";"0,00";"0,00";"0,00";"151,05";"51,55";"99,50";"34,13"
"421";"17000";"15300";"COMP DEDICACIÓ ESPECIAL S URBANS I AMBIENTALS";"23.187,14";"-6.100,00";"0,00";"0,00";"0,00";"0,00";"6.100,00";"0,00";"0,00";"17.087,14";"14.363,21";"2.723,93";"84,06"
"421";"17000";"16000";"QUOTES SOCIALS S URBANS I AMBIENTALS";"58.272,02";"-1.362,69";"0,00";"0,00";"0,00";"0,00";"1.362,69";"0,00";"0,00";"56.909,33";"56.563,18";"346,15";"99,39"
"421";"17200";"22612";"PRESSUPOSTOS PARTICIPATS - SOSTENIBILITAT";"0,00";"82.135,72";"0,00";"0,00";"0,00";"82.135,72";"0,00";"0,00";"0,00";"82.135,72";"8.303,70";"73.832,02";"10,11"
"421";"17200";"22699";"PRESSUPOSTOS PARTICIPATS 2014-SOSTENIBILITAT";"0,00";"67.011,33";"0,00";"0,00";"0,00";"0,00";"7.190,00";"74.201,33";"0,00";"67.011,33";"3.143,58";"63.867,75";"4,69"
"421";"17200";"60925";"PRESSUPOSTOS PARTICIPATS 2014- SOSTENIBILITAT";"0,00";"9.831,73";"0,00";"0,00";"0,00";"0,00";"0,00";"9.831,73";"0,00";"9.831,73";"0,00";"9.831,73";"0,00"
"421";"17200";"22610";"PROMOCIÓ DE LA SOSTENIBILITAT";"24.000,00";"6.804,18";"0,00";"0,00";"0,00";"0,00";"10.340,78";"17.144,96";"0,00";"30.804,18";"9.647,13";"21.157,05";"31,32"
"421";"17200";"22611";"GESTIÓ ENERGÈTICA";"25.000,00";"16.052,26";"0,00";"0,00";"0,00";"1.932,93";"0,00";"12.062,33";"0,00";"41.052,26";"17.502,11";"23.550,15";"42,63"
"421";"17200";"22713";"PROJECTE TRANSITION TOWN NETWORK";"5.000,00";"-5.000,00";"0,00";"0,00";"0,00";"0,00";"10.000,00";"5.000,00";"0,00";"0,00";"0,00";"0,00";"0,00"
"421";"17200";"60100";"PLA ESTRATÈGIC FLUVIAL 1A FASE";"0,00";"100.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";"100.000,00";"0,00";"100.000,00";"18.000,00";"82.000,00";"18,00"
"421";"17200";"60900";"INVERSIÓ PAISATGE I BIODIVERSITAT";"0,00";"50.462,05";"0,00";"0,00";"0,00";"26.531,03";"0,00";"23.931,02";"0,00";"50.462,05";"17.958,87";"32.503,18";"35,59"
"421";"17210";"22712";"INSPECCIÓ I QUALITAT AMBIENTAL";"25.000,00";"48.613,34";"0,00";"0,00";"0,00";"0,00";"5.500,00";"40.113,34";"0,00";"73.613,34";"37.156,62";"36.456,72";"50,48"
"421";"17210";"60100";"PLA ENERGETIC";"0,00";"36.798,76";"0,00";"0,00";"0,00";"2.500,00";"0,00";"27.999,37";"0,00";"36.798,76";"0,00";"36.798,76";"0,00"
"422";"17000";"60900";"PROJECTE LIFE DEVESA";"150.000,00";"-60.000,00";"0,00";"0,00";"0,00";"0,00";"60.000,00";"0,00";"0,00";"90.000,00";"0,00";"90.000,00";"0,00"
"422";"17000";"60901";"PLA ESPECIAL DEVESA";"70.000,00";"188.472,38";"0,00";"0,00";"0,00";"197.097,26";"8.624,88";"0,00";"0,00";"258.472,38";"216.139,42";"42.332,96";"83,62"
"422";"17100";"21002";"MANTENIMENT DEVESA";"244.540,44";"44.013,38";"0,00";"0,00";"0,00";"8.624,88";"197.097,26";"232.485,76";"0,00";"288.553,82";"224.701,06";"63.852,76";"77,87"
"422";"17100";"22711";"NETEGES ESPECIALS";"54.000,00";"47.073,80";"0,00";"0,00";"0,00";"0,00";"3.628,63";"50.702,43";"0,00";"101.073,80";"85.904,78";"15.169,02";"84,99"
"422";"17100";"12001";"RETR.BAS.P.FUNCIONARI A2 PAISATGE I BIODIVERSITAT";"13.035,59";"-4.000,00";"0,00";"0,00";"0,00";"0,00";"4.000,00";"0,00";"0,00";"9.035,59";"7.665,77";"1.369,82";"84,84"
"422";"17100";"12004";"RETR.BAS.P.FUNCIONARI C2 PAISATGE I BIODIVERSITAT";"8.462,37";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"8.462,37";"7.675,64";"786,73";"90,70"
"422";"17100";"12006";"TRIENNIS P.FUNCIONARI C2 PAISATGE I BIODIVERSITAT";"9.429,97";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"9.429,97";"6.364,15";"3.065,82";"67,49"
"422";"17100";"12009";"ALTRES RETR.BAS. P.FUNCIONARI C2 PAISATGE I BIODIVERSITAT";"5.350,54";"-1.796,16";"0,00";"0,00";"0,00";"0,00";"1.796,16";"0,00";"0,00";"3.554,38";"3.554,38";"0,00";"100,00"
"422";"17100";"12100";"COMP.DESTINACIÓ FUNCIONARIS  PAISATGE I BIODIVERSITAT";"11.306,14";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"11.306,14";"7.530,09";"3.776,05";"66,60"
"422";"17100";"12101";"COMP.ESPECÍFIC FUNCIONARIS  PAISATGE I BIODIVERSITAT";"14.848,82";"5.000,00";"0,00";"0,00";"0,00";"5.000,00";"0,00";"0,00";"0,00";"19.848,82";"18.731,01";"1.117,81";"94,37"
"422";"17100";"13000";"RETR.BAS.P.LABORAL  PAISATGE I BIODIVERSITAT";"937.364,89";"1.556,90";"0,00";"0,00";"0,00";"1.556,90";"0,00";"0,00";"0,00";"938.921,79";"938.921,79";"0,00";"100,00"
"422";"17100";"15000";"PRODUCTIVITAT PAISATGE I BIODIVERSITAT";"46.715,12";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"46.715,12";"42.346,57";"4.368,55";"90,65"
"422";"17100";"15100";"GRATIFICACIONS  PAISATGE I BIODIVERSITAT";"35.194,79";"5.000,00";"0,00";"0,00";"0,00";"5.000,00";"0,00";"0,00";"0,00";"40.194,79";"37.582,96";"2.611,83";"93,50"
"422";"17100";"15300";"COMP DEDICACIÓ ESPECIAL PAISATGE I BIODIVERSITAT";"5.948,25";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"5.948,25";"4.492,69";"1.455,56";"75,53"
"422";"17100";"16000";"QUOTES SOCIALS PAISATGE I BIODIVERSITAT";"287.210,40";"48.793,95";"0,00";"0,00";"0,00";"53.793,95";"5.000,00";"0,00";"0,00";"336.004,35";"336.004,35";"0,00";"100,00"
"422";"17100";"21000";"MANTENIMENT ESPAIS NATURALS";"232.360,09";"167.298,24";"0,00";"0,00";"0,00";"122.392,77";"0,00";"44.905,47";"0,00";"399.658,33";"356.346,29";"43.312,04";"89,16"
"422";"17100";"21001";"MANTENIMENT JARDINS BRIGADES MUNICIPALS";"73.000,00";"6.448,58";"0,00";"0,00";"0,00";"988,45";"8.805,36";"14.265,49";"0,00";"79.448,58";"75.120,50";"4.328,08";"94,55"
"422";"17100";"21003";"ADAPTACIÓ ZONES VERDES";"50.000,00";"-18.829,70";"0,00";"0,00";"0,00";"0,00";"20.024,63";"1.194,93";"0,00";"31.170,30";"21.472,44";"9.697,86";"68,89"
"422";"17100";"21005";"MANTENIMENT DE JARDINS";"747.620,97";"287.015,18";"0,00";"0,00";"0,00";"25.305,36";"8.511,94";"270.221,76";"0,00";"1.034.636,15";"872.646,93";"161.989,22";"84,34"
"422";"17100";"21006";"PLANS GESTIÓ JARDINS";"80.000,00";"-8.404,92";"0,00";"0,00";"0,00";"6.645,08";"15.050,00";"0,00";"0,00";"71.595,08";"33.408,25";"38.186,83";"46,66"
"422";"17100";"21007";"MANTENIMENT REG";"35.425,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"35.425,00";"27.299,44";"8.125,56";"77,06"
"422";"17100";"22610";"ADQUISICIO DE PLANTES";"35.000,00";"7.275,36";"0,00";"0,00";"0,00";"907,50";"862,46";"7.230,32";"0,00";"42.275,36";"29.604,55";"12.670,81";"70,03"
"422";"17100";"22710";"CONTRACTES ESPAIS NATURALS";"144.508,00";"2.211,36";"0,00";"0,00";"0,00";"17.541,08";"63.484,15";"48.154,43";"0,00";"146.719,36";"115.914,64";"30.804,72";"79,00"
"422";"17100";"22712";"PLA INTEGRAL SECTOR EST - SOSTENIBILITAT";"0,00";"5.473,71";"0,00";"0,00";"0,00";"0,00";"0,00";"5.473,71";"0,00";"5.473,71";"4.077,48";"1.396,23";"74,49"
"422";"17100";"60900";"QUATRE RIUS I UNA SÈQUIA";"50.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"50.000,00";"21.094,68";"28.905,32";"42,19"
"422";"17100";"61900";"PLA REPOSICIÓ ARBRAT";"50.000,00";"50.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";"50.000,00";"0,00";"100.000,00";"36.135,00";"63.865,00";"36,13"
"422";"17200";"60924";"PRESSUPOSTOS PARTICIPATIUS - SOSTENIBILITAT";"0,00";"21.579,07";"0,00";"0,00";"0,00";"21.579,07";"0,00";"0,00";"0,00";"21.579,07";"19.860,87";"1.718,20";"92,04"
"422";"17200";"60925";"PRESSUPOSTOS PARTICIPATS 2015";"0,00";"11.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";"11.000,00";"0,00";"11.000,00";"0,00";"11.000,00";"0,00"
"422";"17210";"48000";"ADF - PREVENCIÓ INCENDIS";"40.000,00";"-17.491,08";"0,00";"0,00";"0,00";"0,00";"17.491,08";"0,00";"0,00";"22.508,92";"22.508,92";"0,00";"100,00"
"423";"17200";"22602";"HIGIENE AMBIENTAL";"0,00";"34,85";"0,00";"0,00";"0,00";"0,00";"0,00";"34,85";"0,00";"34,85";"0,00";"34,85";"0,00"
"423";"31200";"22602";"CONTROL SANITARI";"11.101,65";"46.483,82";"0,00";"0,00";"0,00";"0,00";"0,00";"26.483,82";"0,00";"57.585,47";"27.870,12";"29.715,35";"48,40"
"423";"31200";"22611";"CONTROL PLAGUES I ANIMALS";"50.000,00";"153.179,69";"0,00";"0,00";"0,00";"0,00";"0,00";"77.573,20";"0,00";"203.179,69";"145.441,73";"57.737,96";"71,58"
"423";"31200";"13000";"RETR.BAS.P.LABORAL QUALITAT AMBIENTAL I SALUBRITAT";"176.285,53";"-5.815,68";"0,00";"0,00";"0,00";"45,64";"5.861,32";"0,00";"0,00";"170.469,85";"170.469,85";"0,00";"100,00"
"423";"31200";"15000";"PRODUCTIVITAT QUALITAT AMBIENTAL I SALUBRITAT";"5.821,78";"-585,98";"0,00";"0,00";"0,00";"0,00";"585,98";"0,00";"0,00";"5.235,80";"4.492,20";"743,60";"85,80"
"423";"31200";"15100";"GRATIFICACIONS QUALITAT AMBIENTAL I SALUBRITAT";"0,00";"775,97";"0,00";"0,00";"0,00";"775,97";"0,00";"0,00";"0,00";"775,97";"665,56";"110,41";"85,77"
"423";"31200";"15300";"COMP.DEDICACIÓ ESPECIAL QUALITAT AMBIENTAL I SALUBRITAT";"20.642,66";"-13.819,88";"0,00";"0,00";"0,00";"0,00";"13.819,88";"0,00";"0,00";"6.822,78";"6.822,78";"0,00";"100,00"
"423";"31200";"16000";"QUOTES SOCIALS QUALITAT AMBIENTAL I SALUBRITAT";"67.118,14";"-22.346,85";"0,00";"0,00";"0,00";"129,12";"22.475,97";"0,00";"0,00";"44.771,29";"44.771,29";"0,00";"100,00"
"423";"31200";"62200";"GOSSERA MUNICIPAL";"15.000,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"15.000,00";"0,00";"15.000,00";"0,00"
"500";"23100";"22611";"ALTRES PROGRAMES SERVEIS SOCIALS";"4.750,42";"7.742,14";"0,00";"0,00";"0,00";"1.802,82";"262.074,44";"74.197,98";"0,00";"12.492,56";"8.889,63";"3.602,93";"71,16"
"500";"23100";"12000";"RETR.BAS.P.FUNCIONARI A1 GESTIÓ ECON I SUPORT TÈCNIC";"14.824,09";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"14.824,09";"14.786,92";"37,17";"99,75"
"500";"23100";"12003";"RETR.BAS.P.FUNCIONARI C1 GESTIÓ ECON I SUPORT TÈCNIC";"9.983,69";"0,13";"0,00";"0,00";"0,00";"0,13";"0,00";"0,00";"0,00";"9.983,82";"9.983,82";"0,00";"100,00"
"500";"23100";"12006";"TRIENNIS P.FUNCIONARI GESTIÓ ECON I SUPORT TÈCNIC";"7.478,85";"354,55";"0,00";"0,00";"0,00";"354,55";"0,00";"0,00";"0,00";"7.833,40";"7.833,40";"0,00";"100,00"
"500";"23100";"12009";"ALTRES RETR. P.FUNCIONARI GESTIÓ ECON I SUPORT TÈCNIC";"7.649,40";"-0,04";"0,00";"0,00";"0,00";"0,00";"0,04";"0,00";"0,00";"7.649,36";"7.647,88";"1,48";"99,98"
"500";"23100";"12100";"COMPL.DESTINACIÓ P.FUNCIONARI GESTIÓ ECON I SUPORT TÈCNIC";"18.848,42";"-5.060,79";"0,00";"0,00";"0,00";"0,00";"5.060,79";"0,00";"0,00";"13.787,63";"13.768,00";"19,63";"99,86"
"500";"23100";"12101";"COMPL.ESPECÍFIC P.FUNCIONARI GESTIÓ ECON I SUPORT TÈCNIC";"20.515,28";"84,52";"0,00";"0,00";"0,00";"84,52";"0,00";"0,00";"0,00";"20.599,80";"20.599,80";"0,00";"100,00"
