FID,TIPO,CVIA,DIRECCION,CVIA_1,TEXTO,UTM_X,UTM_Y,GRAD_X,GRAD_Y
1373.0,PLÁSTICA,32744,CALLE RAMON PEREZ DE AYALA 4,32744,CALLE RAMON PEREZ DE AYALA,375803.465831,3149158.96712,-16.2685623188,28.4630961173
1374.0,PLÁSTICA,32752,CALLE ALMADI 2,32752,CALLE ALMADI,375474.569757,3149064.79785,-16.271910859,28.4622149248
1375.0,PLÁSTICA,32744,CALLE RAMON PEREZ DE AYALA 6,32767,CALLE CANDIDO LUIS GARCIA SANJUAN,375753.583651,3149141.5352,-16.2690698409,28.4629340517
1376.0,PLÁSTICA,32791,CALLE MASCA 2,32791,CALLE MASCA,375295.205989,3149078.85127,-16.2737440417,28.4623246092
1377.0,PLÁSTICA,32791,CALLE MASCA 6,32791,CALLE MASCA,375246.45957,3149097.22033,-16.2742438287,28.4624857173
1378.0,PLÁSTICA,32802,CALLE GRANADOS 5,32802,CALLE GRANADOS,375392.762982,3149223.32679,-16.2727634116,28.463637747
1379.0,PLÁSTICA,32802,CALLE GRANADOS 21,32802,CALLE GRANADOS,375424.89829,3149159.35057,-16.2724283253,28.4630634672
1380.0,PLÁSTICA,32817,CALLE TURINA 1,32817,CALLE TURINA,375425.820008,3149247.87729,-16.2724284829,28.4638624603
1381.0,PLÁSTICA,32906,CALLE AGUSTIN ESPINOSA GARCIA 24,32906,CALLE AGUSTIN ESPINOSA GARCIA,375483.182244,3149514.1574,-16.2718714663,28.4662709708
1382.0,PLÁSTICA,32906,CALLE AGUSTIN ESPINOSA GARCIA 4,32906,CALLE AGUSTIN ESPINOSA GARCIA,375591.217533,3149555.74765,-16.2707726584,28.466656613
1383.0,PLÁSTICA,40063,CALLE EL BUFADERO 10,40063,CALLE EL BUFADERO,379966.060536,3152757.20542,-16.226428199,28.4959585528
1384.0,PLÁSTICA,40063,CALLE EL BUFADERO 50,40063,CALLE EL BUFADERO,380003.714579,3152963.67108,-16.2260650838,28.497825286
1385.0,PLÁSTICA,40063,CALLE EL BUFADERO 76,40063,CALLE EL BUFADERO,380013.323405,3153126.13626,-16.225983871,28.499292349
1386.0,PLÁSTICA,40063,CALLE EL BUFADERO 80,40063,CALLE EL BUFADERO,379977.167558,3153160.12135,-16.2263567762,28.4995957172
1387.0,PLÁSTICA,40063,CALLE EL BUFADERO 96,40063,CALLE EL BUFADERO,379874.181826,3153205.12772,-16.2274135553,28.4999923823
1388.0,PLÁSTICA,40063,CALLE EL BUFADERO 32,40063,CALLE EL BUFADERO,379983.227148,3152911.8548,-16.2262689691,28.4973557785
1389.0,PLÁSTICA,40063,CALLE EL BUFADERO 28,40063,CALLE EL BUFADERO,379975.647593,3152827.01391,-16.2263375465,28.4965894278
1390.0,PLÁSTICA,40152,CALLE HIDALGO 4,40152,CALLE HIDALGO,379995.184513,3152819.3601,-16.2261371689,28.4965221561
1391.0,PLÁSTICA,40152,CALLE HIDALGO 14,40152,CALLE HIDALGO,379981.511929,3152853.21326,-16.2262803728,28.4968264061
1392.0,PLÁSTICA,40202,CALLE SAN JUAN EVANGELISTA 39,40175,CALLE MARIA JIMENEZ,379986.57028,3152520.85142,-16.2261940277,28.4938274503
1393.0,PLÁSTICA,40202,CALLE SAN JUAN EVANGELISTA 44,40175,CALLE MARIA JIMENEZ,379991.260708,3152477.09912,-16.2261415504,28.4934330368
1394.0,PLÁSTICA,10278,AVENIDA ANDRES VIDAL (AFRICUYA) 2,40175,CALLE MARIA JIMENEZ,380018.023954,3152326.23511,-16.2258524272,28.4920740196
1395.0,PLÁSTICA,10278,PASEO FINCA LOS PEREZ 1,40175,CALLE MARIA JIMENEZ,380000.56808,3152379.71153,-16.2260363169,28.4925550132
1396.0,PLÁSTICA,10278,PASEO FINCA LOS PEREZ 1,40175,CALLE MARIA JIMENEZ,380004.041789,3152350.16883,-16.2259977517,28.492288723
1397.0,PLÁSTICA,10278,PASEO FINCA LOS PEREZ 1,40175,CALLE MARIA JIMENEZ,379997.807614,3152397.40442,-16.2260663606,28.4927144296
1398.0,PLÁSTICA,40175,CALLE MARIA JIMENEZ 23,40175,CALLE MARIA JIMENEZ,379959.980125,3152584.73615,-16.2264723174,28.4944015318
1399.0,PLÁSTICA,10890,CALLE FRINSA 1,40175,CALLE MARIA JIMENEZ,380009.582257,3152288.99744,-16.2259347764,28.4917371878
1400.0,PLÁSTICA,40202,CALLE SAN JUAN EVANGELISTA 36,40175,CALLE MARIA JIMENEZ,379995.928717,3152434.26669,-16.2260893984,28.4930469227
1401.0,PLÁSTICA,10890,CALLE FRINSA 5,40175,CALLE MARIA JIMENEZ,380009.715866,3152314.60207,-16.2259360817,28.4919682709
1402.0,METÁLICA,40272,CALLE LA ARENA 44,40272,CALLE LA ARENA,383436.372365,3153693.11836,-16.1910720605,28.5047201257
1403.0,PLÁSTICA,40337,CALLE DIQUE 10,40337,CALLE DIQUE,383324.679734,3153591.38767,-16.192202835,28.5037920335
1404.0,PLÁSTICA,40337,CALLE DIQUE 13,40337,CALLE DIQUE,383349.841664,3153607.49592,-16.1919474069,28.5039396601
1405.0,PLÁSTICA,40337,CALLE DIQUE 21,40337,CALLE DIQUE,383400.71915,3153642.42149,-16.1914311674,28.50425941
1406.0,PLÁSTICA,40337,CALLE DIQUE 23,40337,CALLE DIQUE,383418.90103,3153653.41363,-16.1912465293,28.5043602389
1407.0,PLÁSTICA,40337,CALLE DIQUE 27,40337,CALLE DIQUE,383462.216298,3153683.61745,-16.1908070657,28.504636697
1408.0,METÁLICA,40337,CALLE DIQUE 27,40337,CALLE DIQUE,383438.988437,3153683.52638,-16.1910443614,28.5046337955
1409.0,PLÁSTICA,40635,AVENIDA PEDRO SCHWARTZ 43,40496,CALLE CONCEPCION,383334.1892,3153821.85251,-16.1921290659,28.5058727547
1410.0,PLÁSTICA,40523,CALLE ELBA 2,40523,CALLE ELBA,383581.476083,3154458.31439,-16.1896671067,28.5116387545
1411.0,PLÁSTICA,40635,AVENIDA PEDRO SCHWARTZ 65,40635,AVENIDA PEDRO SCHWARTZ,383261.505608,3153853.98624,-16.1928749008,28.5061562344
1412.0,PLÁSTICA,40635,AVENIDA PEDRO SCHWARTZ 19,40635,AVENIDA PEDRO SCHWARTZ,383406.818809,3153771.19217,-16.1913819079,28.5054220695
1413.0,METÁLICA,40682,CALLE SAN JOSE 25,40682,CALLE SAN JOSE,383175.196048,3153843.56375,-16.193755626,28.5060544315
1414.0,PLÁSTICA,40821,CTRA LOS CAMPITOS 96,40821,CARRETERA LOS CAMPITOS,376445.625735,3151715.07957,-16.2622787355,28.4862246846
1415.0,PLÁSTICA,40821,CTRA LOS CAMPITOS 83,40821,CARRETERA LOS CAMPITOS,376496.862851,3151561.42786,-16.2617388953,28.4848429195
1416.0,PLÁSTICA,40821,CTRA LOS CAMPITOS 97,40821,CARRETERA LOS CAMPITOS,376353.182248,3151753.9025,-16.2632271558,28.4865662696
1417.0,PLÁSTICA,40821,CTRA LOS CAMPITOS 101,40821,CARRETERA LOS CAMPITOS,376284.948284,3151711.42125,-16.2639195569,28.4861764216
1418.0,PLÁSTICA,40821,CTRA LOS CAMPITOS 101,40821,CARRETERA LOS CAMPITOS,376207.042004,3151717.81064,-16.2647160048,28.4862266817
1419.0,PLÁSTICA,40821,CTRA LOS CAMPITOS 101,40821,CARRETERA LOS CAMPITOS,376217.310196,3151731.1934,-16.2646125613,28.4863484295
1420.0,PLÁSTICA,40821,CTRA LOS CAMPITOS 77,40821,CARRETERA LOS CAMPITOS,376664.098581,3151377.68769,-16.2600110261,28.4832006051
1421.0,PLÁSTICA,49731,CSRIO GUAYTE BAJO 11,40821,CARRETERA LOS CAMPITOS,376543.681969,3151336.97191,-16.2612366023,28.4828217626
1422.0,PLÁSTICA,49731,CSRIO GUAYTE BAJO 1,40821,CARRETERA LOS CAMPITOS,376486.795555,3151287.94121,-16.2618123809,28.4823738955
1423.0,PLÁSTICA,40821,CTRA LOS CAMPITOS 83C,40821,CARRETERA LOS CAMPITOS,376513.280035,3151532.96242,-16.2615681529,28.4845875905
1424.0,PLÁSTICA,40821,CTRA LOS CAMPITOS 47,40821,CARRETERA LOS CAMPITOS,375820.355677,3150106.83986,-16.2684920046,28.471651765
1425.0,PLÁSTICA,40917,"CALLE PISTA MILITAR, (LA ALEGRIA) 61",40917,"CALLE PISTA MILITAR, (LA ALEGRIA)",378384.514322,3151309.40489,-16.2424313019,28.4827461067
1426.0,PLÁSTICA,40917,"CALLE PISTA MILITAR, (LA ALEGRIA) 2",40917,"CALLE PISTA MILITAR, (LA ALEGRIA)",378106.151648,3151497.84087,-16.2452944746,28.4844206388
1427.0,PLÁSTICA,40917,"CALLE PISTA MILITAR, (LA ALEGRIA) 10",40917,"CALLE PISTA MILITAR, (LA ALEGRIA)",378157.283598,3151479.90956,-16.2447703026,28.4842636002
1428.0,PLÁSTICA,40917,"CALLE PISTA MILITAR, (LA ALEGRIA) 14",40917,"CALLE PISTA MILITAR, (LA ALEGRIA)",378194.590243,3151460.04706,-16.2443871423,28.484087839
1429.0,PLÁSTICA,40917,"CALLE PISTA MILITAR, (LA ALEGRIA) 33",40917,"CALLE PISTA MILITAR, (LA ALEGRIA)",378338.09574,3151337.42026,-16.2429083862,28.4829945987
1430.0,PLÁSTICA,40917,"CALLE PISTA MILITAR, (LA ALEGRIA) 34",40917,"CALLE PISTA MILITAR, (LA ALEGRIA)",378306.247641,3151371.46746,-16.2432372854,28.4832988843
1431.0,PLÁSTICA,41051,CALLE REVERENDO ONESIMO BETANCORT 5,41051,CALLE REVERENDO ONESIMO BETANCORT,378904.058949,3151732.09962,-16.2371690883,28.4866091247
1432.0,PLÁSTICA,41051,CALLE REVERENDO ONESIMO BETANCORT 19,41051,CALLE REVERENDO ONESIMO BETANCORT,378905.543271,3151804.88697,-16.2371615848,28.4872661351
1433.0,PLÁSTICA,43065,CTRA DE HOYA FRIA 14,43065,CARRETERA DE HOYA FRIA,374467.785298,3146882.16106,-16.2819544817,28.4424213415
1434.0,PLÁSTICA,43065,CTRA DE HOYA FRIA 8,43065,CARRETERA DE HOYA FRIA,374604.323886,3147021.73096,-16.2805755863,28.4436940086
1435.0,METÁLICA,43227,AVENIDA PRINCIPES DE ESPAÑA 15,43204,CALLE MAESTRO BORGUÑO,374081.196293,3147781.41199,-16.2859997521,28.4504993237
1436.0,PLÁSTICA,43235,CALLE TOMAS DE ARMAS QUINTERO 1,43235,CALLE TOMAS DE ARMAS QUINTERO,374135.960072,3147704.41437,-16.2854321648,28.4498097488
1437.0,PLÁSTICA,43854,CALLE ELIAS BACALLADO 4,43854,CALLE ELIAS BACALLADO,374267.98367,3148732.90354,-16.2841962713,28.4591039977
1438.0,PLÁSTICA,45667,CALLE LAS HIEDRAS 1,43854,CALLE ELIAS BACALLADO,374278.792164,3148556.12678,-16.2840666173,28.4575097325
1439.0,PLÁSTICA,43854,CALLE ELIAS BACALLADO 1,43854,CALLE ELIAS BACALLADO,374283.498515,3148627.52423,-16.2840263454,28.4581545066
1440.0,PLÁSTICA,43877,CALLE DOMINGO MADAN 3,43877,CALLE DOMINGO MADAN,374571.039353,3148170.33221,-16.281040357,28.4540562929
1441.0,PLÁSTICA,45636,CALLE MAPUCHE 16,43877,CALLE DOMINGO MADAN,374562.614382,3148085.61035,-16.2811171681,28.4532909161
1442.0,PLÁSTICA,43877,CALLE DOMINGO MADAN 2B,43877,CALLE DOMINGO MADAN,374553.247281,3148030.22328,-16.2812067901,28.4527901785
1443.0,PLÁSTICA,43904,CALLE HERNAN CORTES 7,43904,CALLE HERNAN CORTES,374522.955529,3147988.57625,-16.2815115685,28.4524114244
1444.0,PLÁSTICA,43904,CALLE HERNAN CORTES 19,43904,CALLE HERNAN CORTES,374467.302691,3148012.8412,-16.2820824825,28.4526250479
1445.0,PLÁSTICA,43904,CALLE HERNAN CORTES 38,43904,CALLE HERNAN CORTES,374407.148578,3148037.92891,-16.2826994511,28.4528456604
1446.0,PLÁSTICA,44672,CALLE PEDRO DOBLADO CLAVERIE 34,43904,CALLE HERNAN CORTES,374340.636201,3148048.3446,-16.2833797478,28.4529332511
1447.0,PLÁSTICA,44521,CALLE MAXIMINO ACEA PERDOMO 2,43912,CALLE MIGUEL BOSQ,374377.742568,3148321.63661,-16.2830306313,28.4554031281
1448.0,PLÁSTICA,43951,CALLE PONCE DE LEON 5,43951,CALLE PONCE DE LEON,374511.857461,3148023.05156,-16.2816286433,28.4527214771
1449.0,PLÁSTICA,43966,CALLE DOMINGO SALAZAR COLOGAN 4,43966,CALLE DOMINGO SALAZAR COLOGAN,374373.71783,3148682.27626,-16.2831110326,28.4586573048
1450.0,PLÁSTICA,43974,CALLE ELADIO ALFONSO Y GONZALEZ 6,43974,CALLE ELADIO ALFONSO Y GONZALEZ,374397.606927,3148723.32806,-16.2828715599,28.4590300743
1451.0,PLÁSTICA,43982,CALLE ESTANISLAO BROTONS POVEDA 7,43982,CALLE ESTANISLAO BROTONS POVEDA,374507.883899,3148551.44736,-16.2817267366,28.4574895653
1452.0,PLÁSTICA,43982,CALLE ESTANISLAO BROTONS POVEDA 1,43982,CALLE ESTANISLAO BROTONS POVEDA,374503.763095,3148622.864,-16.2817765916,28.458133663
1453.0,PLÁSTICA,44022,CALLE ANTONIO LOPEZ LOPEZ 3,44061,CALLE NICOLAS PAQUET,375006.490553,3148197.577,-16.2765968359,28.4543439587
1454.0,PLÁSTICA,44061,CALLE NICOLAS PAQUET 10,44061,CALLE NICOLAS PAQUET,374998.641185,3148122.93432,-16.2766688945,28.4536695975
1455.0,PLÁSTICA,44254,CALLE TIO PINO 7,44254,CALLE TIO PINO,375321.851767,3148772.03957,-16.2734387433,28.4595583501
1456.0,PLÁSTICA,44092,CALLE CAMPOFRIO 1,44254,CALLE TIO PINO,375370.653547,3148758.5205,-16.2729389304,28.4594410123
1457.0,METÁLICA,44092,CALLE CAMPOFRIO 1,44254,CALLE TIO PINO,375334.818015,3148762.89013,-16.2733053458,28.4594770209
1458.0,PLÁSTICA,44196,CALLE DEL MENCEY 1,44254,CALLE TIO PINO,375411.357565,3148736.28174,-16.2725208681,28.4592442086
1459.0,PLÁSTICA,44254,CALLE TIO PINO 22,44254,CALLE TIO PINO,375162.545769,3148890.33108,-16.2750783466,28.4606106265
1460.0,METÁLICA,44293,CALLE BAILEN 6,44293,CALLE BAILEN,375452.731898,3148793.47485,-16.2721045456,28.4597642971
1461.0,METÁLICA,44293,CALLE BAILEN 10,44293,CALLE BAILEN,375429.212344,3148746.08951,-16.2723396002,28.4593344239
1462.0,METÁLICA,44312,CALLE BRUCH 1,44312,CALLE BRUCH,375437.335133,3148878.35453,-16.2722709473,28.4605288196
1463.0,METÁLICA,44312,CALLE BRUCH 9,44312,CALLE BRUCH,375417.184317,3148811.60469,-16.2724695088,28.4599245139
1464.0,METÁLICA,44312,CALLE BRUCH 4,44312,CALLE BRUCH,375423.283104,3148852.48598,-16.2724116482,28.4602940278
1465.0,METÁLICA,44312,CALLE BRUCH 10,44312,CALLE BRUCH,375403.020396,3148786.0459,-16.2726113845,28.4596925066
1466.0,METÁLICA,44335,CALLE CIUDAD RODRIGO 7,44327,CALLE CEUTA,375378.273483,3148789.20977,-16.272864436,28.4597186943
1467.0,PLÁSTICA,44343,CALLE GERONA 5,44335,CALLE CIUDAD RODRIGO,375356.297094,3148799.62462,-16.2730899798,28.4598105825
1468.0,PLÁSTICA,44335,CALLE CIUDAD RODRIGO 3,44335,CALLE CIUDAD RODRIGO,375371.927295,3148824.13941,-16.2729330188,28.4600333088
1469.0,PLÁSTICA,44343,CALLE GERONA 1,44343,CALLE GERONA,375345.570781,3148862.76225,-16.2732063432,28.4603793399
1470.0,PLÁSTICA,44343,CALLE GERONA 5,44343,CALLE GERONA,375341.434865,3148806.05081,-16.2732424445,28.4598671549
1471.0,PLÁSTICA,44382,CALLE ZARAGOZA 1,44351,CALLE GUADARRANQUE,375325.840057,3148902.85282,-16.2734121666,28.4607392493
1472.0,PLÁSTICA,44293,CALLE BAILEN 10,44366,CALLE MAYORGA,375412.7982,3148746.55274,-16.272507267,28.4593370365
1473.0,PLÁSTICA,44374,"CALLE TALAVERA, (TIO PINO) 3",44374,"CALLE TALAVERA, (TIO PINO)",375323.108898,3148856.2326,-16.2734350135,28.4603182663
1474.0,PLÁSTICA,44382,CALLE ZARAGOZA 1,44382,CALLE ZARAGOZA,375315.429118,3148885.64248,-16.2735166196,28.4605829401
1475.0,PLÁSTICA,44382,CALLE ZARAGOZA 5,44382,CALLE ZARAGOZA,375299.917462,3148834.0333,-16.2736694381,28.4601157125
1476.0,PLÁSTICA,44401,CALLE DIEGO DE ALMAGRO 36,44401,CALLE DIEGO DE ALMAGRO,374726.816002,3147943.28227,-16.2794250231,28.4520222632
1477.0,PLÁSTICA,44401,CALLE DIEGO DE ALMAGRO 16,44401,CALLE DIEGO DE ALMAGRO,374777.466614,3147989.79482,-16.2789128817,28.4524468758
1478.0,PLÁSTICA,44401,CALLE DIEGO DE ALMAGRO 48,44401,CALLE DIEGO DE ALMAGRO,374703.19338,3147888.24553,-16.2796602527,28.451523319
1479.0,PLÁSTICA,44401,CALLE DIEGO DE ALMAGRO 8,44401,CALLE DIEGO DE ALMAGRO,374790.365491,3148030.68614,-16.2787856115,28.4528171352
1480.0,PLÁSTICA,44424,CALLE JUAN DE GRIJALBA 12,44424,CALLE JUAN DE GRIJALBA,374599.432793,3147932.45501,-16.2807245538,28.4519123153
1481.0,PLÁSTICA,44447,CALLE RODRIGO DE TRIANA 34,44447,CALLE RODRIGO DE TRIANA,374662.664607,3147936.44251,-16.2800793287,28.4519543766
1482.0,PLÁSTICA,44471,CALLE CONDE DE PALLASAR 5,44471,CALLE CONDE DE PALLASAR,374072.283047,3148456.64778,-16.2861645163,28.4565920717
1483.0,PLÁSTICA,54264,CALLE TAGORE 9,44471,CALLE CONDE DE PALLASAR,374107.461019,3148318.15475,-16.2857901753,28.4553456491
1484.0,PLÁSTICA,44471,CALLE CONDE DE PALLASAR 7,44471,CALLE CONDE DE PALLASAR,374023.751197,3148548.14609,-16.286670094,28.4574131036
1485.0,PLÁSTICA,44471,CALLE CONDE DE PALLASAR 4,44471,CALLE CONDE DE PALLASAR,374010.196158,3148572.21213,-16.2868111414,28.457628976
1486.0,PLÁSTICA,44513,CALLE HERMANOS PINZON 25,44513,CALLE HERMANOS PINZON,374420.244728,3147941.21504,-16.2825551918,28.4519741337
1487.0,PLÁSTICA,44513,CALLE HERMANOS PINZON 9,44513,CALLE HERMANOS PINZON,374446.136038,3148036.2354,-16.2823011635,28.4528341303
1488.0,PLÁSTICA,44513,CALLE HERMANOS PINZON 18,44513,CALLE HERMANOS PINZON,374430.565585,3148005.72242,-16.2824568311,28.4525572694
1489.0,PLÁSTICA,44521,CALLE MAXIMINO ACEA PERDOMO 2,44521,CALLE MAXIMINO ACEA PERDOMO,374337.26179,3148280.76179,-16.2834395371,28.4550303574
1490.0,PLÁSTICA,44521,CALLE MAXIMINO ACEA PERDOMO 2,44521,CALLE MAXIMINO ACEA PERDOMO,374327.457875,3148303.08966,-16.2835420814,28.455230909
1491.0,PLÁSTICA,44521,CALLE MAXIMINO ACEA PERDOMO 4,44521,CALLE MAXIMINO ACEA PERDOMO,374302.16783,3148198.03435,-16.2837888708,28.4542804088
1492.0,PLÁSTICA,44521,CALLE MAXIMINO ACEA PERDOMO 4,44521,CALLE MAXIMINO ACEA PERDOMO,374292.815726,3148218.25457,-16.2838865716,28.4544619835
1493.0,PLÁSTICA,44521,CALLE MAXIMINO ACEA PERDOMO 4,44521,CALLE MAXIMINO ACEA PERDOMO,374322.943723,3148247.04682,-16.2835820672,28.4547247198
1494.0,PLÁSTICA,44521,CALLE MAXIMINO ACEA PERDOMO 4,44521,CALLE MAXIMINO ACEA PERDOMO,374314.543921,3148271.25392,-16.2836704786,28.4549423657
1495.0,PLÁSTICA,44664,CALLE PEDRO DE VALDIVIA 5,44664,CALLE PEDRO DE VALDIVIA,374475.557196,3147956.28779,-16.2819920385,28.4521154797
1496.0,PLÁSTICA,44664,CALLE PEDRO DE VALDIVIA 30,44664,CALLE PEDRO DE VALDIVIA,374405.370603,3147986.29683,-16.2827119818,28.4523795392
1497.0,PLÁSTICA,10025,AVENIDA FRANCISCO LA ROCHE 59,44753,CALLE JOSE DE ZARATE Y PENICHET,378298.23809,3150895.56548,-16.2432687889,28.4790033452
1498.0,PLÁSTICA,44753,CALLE JOSE DE ZARATE Y PENICHET 5,44753,CALLE JOSE DE ZARATE Y PENICHET,378289.356186,3151030.42379,-16.2433737619,28.4802195486
1499.0,PLÁSTICA,44753,CALLE JOSE DE ZARATE Y PENICHET 11,44753,CALLE JOSE DE ZARATE Y PENICHET,378135.069076,3151215.38327,-16.2449692036,28.4818742997
1500.0,PLÁSTICA,44753,CALLE JOSE DE ZARATE Y PENICHET 15,44753,CALLE JOSE DE ZARATE Y PENICHET,378078.146102,3151300.80364,-16.2455596611,28.4826398524
1501.0,PLÁSTICA,57622,CALLE GALDAR 19,44753,CALLE JOSE DE ZARATE Y PENICHET,378192.916672,3151143.80811,-16.2443707756,28.481233777
1502.0,PLÁSTICA,57622,CALLE GALDAR 19,44753,CALLE JOSE DE ZARATE Y PENICHET,378167.59307,3151176.56624,-16.2446328958,28.4815270359
1503.0,PLÁSTICA,10206,CALLE DOCTOR FRANCISCO TRUJILLO CASTRO 2,44753,CALLE JOSE DE ZARATE Y PENICHET,378011.826113,3151361.08788,-16.246243446,28.4831776809
1504.0,PLÁSTICA,44753,CALLE JOSE DE ZARATE Y PENICHET 7,44753,CALLE JOSE DE ZARATE Y PENICHET,378262.92867,3151080.10748,-16.2436489417,28.4806654518
1505.0,PLÁSTICA,44753,CALLE JOSE DE ZARATE Y PENICHET 7,44753,CALLE JOSE DE ZARATE Y PENICHET,378220.910421,3151130.36476,-16.2440834272,28.4811150737
1506.0,PLÁSTICA,57185,LUGAR FINCA VENTOSO 2,44753,CALLE JOSE DE ZARATE Y PENICHET,378111.107783,3151262.15233,-16.2452188959,28.4822941268
1507.0,PLÁSTICA,44753,CALLE JOSE DE ZARATE Y PENICHET 3,44753,CALLE JOSE DE ZARATE Y PENICHET,378285.975751,3150968.74373,-16.2434017687,28.4796625993
1508.0,PLÁSTICA,10206,CALLE DOCTOR FRANCISCO TRUJILLO CASTRO 11,44753,CALLE JOSE DE ZARATE Y PENICHET,377986.818341,3151410.91412,-16.2465041595,28.4836249969
1509.0,PLÁSTICA,40933,CTRA TAHODIO 2C,44753,CALLE JOSE DE ZARATE Y PENICHET,377934.962427,3151471.51567,-16.2470402501,28.4841670391
1510.0,PLÁSTICA,44753,CALLE JOSE DE ZARATE Y PENICHET 1,44753,CALLE JOSE DE ZARATE Y PENICHET,378304.217809,3150938.17518,-16.2432122172,28.4793884362
1511.0,PLÁSTICA,44776,AVENIDA PROFESOR PERAZA DE AYALA 1,44776,AVENIDA PROFESOR PERAZA DE AYALA,377792.616876,3150876.02756,-16.2484309857,28.4787797065
1512.0,PLÁSTICA,44776,AVENIDA PROFESOR PERAZA DE AYALA 7,44776,AVENIDA PROFESOR PERAZA DE AYALA,377936.418907,3150811.66422,-16.2469554135,28.4782123358
1513.0,PLÁSTICA,44776,AVENIDA PROFESOR PERAZA DE AYALA 9,44776,AVENIDA PROFESOR PERAZA DE AYALA,378004.325137,3150852.55052,-16.2462661757,28.4785876738
1514.0,PLÁSTICA,44776,AVENIDA PROFESOR PERAZA DE AYALA 2,44776,AVENIDA PROFESOR PERAZA DE AYALA,377811.567127,3150833.97224,-16.248232971,28.4784019546
1515.0,PLÁSTICA,44776,AVENIDA PROFESOR PERAZA DE AYALA 8,44776,AVENIDA PROFESOR PERAZA DE AYALA,378002.706012,3150835.0065,-16.2462808541,28.4784291958
1516.0,PLÁSTICA,44776,AVENIDA PROFESOR PERAZA DE AYALA 8,44776,AVENIDA PROFESOR PERAZA DE AYALA,377975.877063,3150828.78836,-16.2465542169,28.4783705683
1517.0,PLÁSTICA,10532,CALLE CARLOS J.R. HAMILTON 21,44776,AVENIDA PROFESOR PERAZA DE AYALA,378095.543715,3151107.86877,-16.2453615312,28.4809003356
1518.0,PLÁSTICA,10532,CALLE CARLOS J.R. HAMILTON 21,44776,AVENIDA PROFESOR PERAZA DE AYALA,378111.409894,3151110.30886,-16.2451997339,28.4809238404
1519.0,PLÁSTICA,44776,AVENIDA PROFESOR PERAZA DE AYALA 13,44776,AVENIDA PROFESOR PERAZA DE AYALA,378038.181683,3150970.69122,-16.2459328899,28.4796570062
1520.0,PLÁSTICA,44776,AVENIDA PROFESOR PERAZA DE AYALA 5,44776,AVENIDA PROFESOR PERAZA DE AYALA,377884.552197,3150810.07819,-16.2474849929,28.4781931635
1521.0,PLÁSTICA,44776,AVENIDA PROFESOR PERAZA DE AYALA 3,44776,AVENIDA PROFESOR PERAZA DE AYALA,377830.997126,3150832.01471,-16.2480343121,28.4783861105
1522.0,PLÁSTICA,44776,AVENIDA PROFESOR PERAZA DE AYALA 3,44776,AVENIDA PROFESOR PERAZA DE AYALA,377830.997126,3150832.01471,-16.2480343121,28.4783861105
1523.0,PLÁSTICA,44776,AVENIDA PROFESOR PERAZA DE AYALA 11,44776,AVENIDA PROFESOR PERAZA DE AYALA,378026.908506,3150919.91207,-16.2460426523,28.4791976936
1524.0,PLÁSTICA,44776,AVENIDA PROFESOR PERAZA DE AYALA 11,44776,AVENIDA PROFESOR PERAZA DE AYALA,378041.228958,3150930.91256,-16.2458975522,28.4792983081
1525.0,PLÁSTICA,44776,AVENIDA PROFESOR PERAZA DE AYALA 16,44776,AVENIDA PROFESOR PERAZA DE AYALA,378075.288973,3151081.79944,-16.2455656503,28.4806631772
1526.0,PLÁSTICA,44776,AVENIDA PROFESOR PERAZA DE AYALA 16,44776,AVENIDA PROFESOR PERAZA DE AYALA,378065.67826,3151037.47525,-16.2456591187,28.4802622734
1527.0,PLÁSTICA,44776,AVENIDA PROFESOR PERAZA DE AYALA 16,44776,AVENIDA PROFESOR PERAZA DE AYALA,378045.435125,3151004.03179,-16.2458623363,28.4799585677
1528.0,PLÁSTICA,44834,CALLE JUAN RAMON JIMENEZ 8,44834,CALLE JUAN RAMON JIMENEZ,375967.888338,3148721.2358,-16.2668361095,28.4591614723
1529.0,METÁLICA,32021,CALLE ARICO 43,45072,CALLE JOSE ANTONIO ESCUDER,374737.831965,3149629.90001,-16.2794958435,28.4672440867
1530.0,PLÁSTICA,45242,CALLE BUEN PASO 10,45242,SENDA BUEN PASO,375768.032531,3148526.77455,-16.2688560222,28.4573875409
1531.0,PLÁSTICA,45242,CALLE BUEN PASO 24,45242,SENDA BUEN PASO,375747.634581,3148492.55937,-16.2690606287,28.4570768239
1532.0,PLÁSTICA,45242,CALLE BUEN PASO 1,45377,CALLE CARACAS,375800.497753,3148503.05055,-16.2685219458,28.4571765361
1533.0,PLÁSTICA,45242,CALLE BUEN PASO 1,45377,CALLE CARACAS,375829.631133,3148538.06185,-16.2682282209,28.4574952684
1534.0,PLÁSTICA,45377,CALLE CARACAS 2,45377,CALLE CARACAS,375729.637509,3148423.68156,-16.2692369807,28.4564535236
1535.0,PLÁSTICA,45377,CALLE CARACAS 1,45377,CALLE CARACAS,375775.605687,3148471.0148,-16.2687726794,28.4568850599
1536.0,PLÁSTICA,45806,CALLE ABENHAMA 7,45806,CALLE ABENHAMA,374719.955549,3148103.78106,-16.2795125147,28.4534700162
1537.0,PLÁSTICA,44513,CALLE HERMANOS PINZON 30,45822,CALLE FRANCISCO MIRANDA,374398.091065,3147921.62074,-16.2827792678,28.4517951736
