FID,TIPO,CVIA,DIRECCION,CVIA_1,TEXTO,UTM_X,UTM_Y,GRAD_X,GRAD_Y
2796.0,PLÁSTICA,58803,CALLE EL SIMUN 2A,58803,CALLE EL SIMUN,371696.190387,3145867.14815,-16.3101395681,28.4329919861
2797.0,PLÁSTICA,58803,CALLE EL SIMUN 62,58803,CALLE EL SIMUN,371707.996811,3145521.4407,-16.3099806106,28.4298733581
2798.0,PLÁSTICA,58803,CALLE EL SIMUN 14,58803,CALLE EL SIMUN,371690.911474,3145695.50678,-16.3101743795,28.4314425143
2799.0,PLÁSTICA,58803,CALLE EL SIMUN 26,58803,CALLE EL SIMUN,371696.069642,3145652.3106,-16.3101169187,28.4310532033
2800.0,PLÁSTICA,58803,CALLE EL SIMUN 42,58803,CALLE EL SIMUN,371702.373585,3145586.75337,-16.310045276,28.4304622107
2801.0,PLÁSTICA,58803,CALLE EL SIMUN 93,58803,CALLE EL SIMUN,371741.312288,3145334.03397,-16.3096196793,28.4281854042
2802.0,PLÁSTICA,58803,CALLE EL SIMUN 103,58803,CALLE EL SIMUN,371728.926435,3145308.38348,-16.3097432712,28.4279527084
2803.0,PLÁSTICA,58803,CALLE EL SIMUN 8,58803,CALLE EL SIMUN,371685.340256,3145762.66866,-16.3102387219,28.4320480596
2804.0,PLÁSTICA,58803,CALLE EL SIMUN 2,58803,CALLE EL SIMUN,371690.79969,3145925.59853,-16.3102011001,28.4335189334
2805.0,PLÁSTICA,58803,CALLE EL SIMUN 4A,58803,CALLE EL SIMUN,371698.73733,3145807.28437,-16.3101069115,28.4324520043
2806.0,PLÁSTICA,58907,CALLE LAS BRISAS 74,58907,CALLE LAS BRISAS,371683.399587,3145417.07219,-16.3102201157,28.4289290821
2807.0,PLÁSTICA,58907,CALLE LAS BRISAS 77,58907,CALLE LAS BRISAS,371692.685025,3145391.345,-16.3101224644,28.428697823
2808.0,PLÁSTICA,58907,CALLE LAS BRISAS 32,58907,CALLE LAS BRISAS,371666.411421,3145582.56584,-16.3104119408,28.4304208871
2809.0,PLÁSTICA,58907,CALLE LAS BRISAS 7,58907,CALLE LAS BRISAS,371662.6723,3145686.4827,-16.3104616667,28.4313583025
2810.0,PLÁSTICA,58907,CALLE LAS BRISAS 41,58907,CALLE LAS BRISAS,371676.813207,3145550.27441,-16.3103021613,28.4301304998
2811.0,PLÁSTICA,58907,CALLE LAS BRISAS 46,58907,CALLE LAS BRISAS,371671.014286,3145535.51341,-16.31035972,28.4299967213
2812.0,PLÁSTICA,58907,CALLE LAS BRISAS 58,58907,CALLE LAS BRISAS,371675.655259,3145492.39085,-16.3103075476,28.4296080239
2813.0,PLÁSTICA,59002,CALLE EL SIROCO 45,59002,CALLE EL SIROCO,371626.918558,3145566.58983,-16.3108133383,28.4302728318
2814.0,PLÁSTICA,59002,CALLE EL SIROCO 59,59002,CALLE EL SIROCO,371644.242669,3145523.3341,-16.3106316705,28.4298841796
2815.0,PLÁSTICA,59002,CALLE EL SIROCO 3,59002,CALLE EL SIROCO,371621.889922,3145840.04308,-16.3108950893,28.4327400769
2816.0,PLÁSTICA,59002,CALLE EL SIROCO 102,59002,CALLE EL SIROCO,371667.99087,3145192.1502,-16.3103524146,28.4268977904
2817.0,PLÁSTICA,10433,CALLE PUNTA DE TENO 29,59002,CALLE EL SIROCO,371658.914376,3145255.06394,-16.3104520655,28.4274646549
2818.0,PLÁSTICA,10433,CALLE PUNTA DE TENO 29,59002,CALLE EL SIROCO,371670.146799,3145222.45975,-16.310333775,28.4271715266
2819.0,PLÁSTICA,59002,CALLE EL SIROCO 31,59002,CALLE EL SIROCO,371619.803965,3145635.83355,-16.310893671,28.4308970124
2820.0,PLÁSTICA,59002,CALLE EL SIROCO 15,59002,CALLE EL SIROCO,371613.57517,3145693.94508,-16.3109637235,28.4314208191
2821.0,PLÁSTICA,59002,CALLE EL SIROCO 13,59002,CALLE EL SIROCO,371623.303732,3145747.65107,-16.3108703791,28.4319064376
2822.0,PLÁSTICA,59002,CALLE EL SIROCO 105,59002,CALLE EL SIROCO,371651.8719,3145312.75049,-16.3105303721,28.4279845471
2823.0,PLÁSTICA,59002,CALLE EL SIROCO 9,59002,CALLE EL SIROCO,371608.756094,3145788.12267,-16.311023397,28.4322702373
2824.0,PLÁSTICA,59002,CALLE EL SIROCO 73,59002,CALLE EL SIROCO,371637.131143,3145461.97977,-16.3106974475,28.429329797
2825.0,PLÁSTICA,59002,CALLE EL SIROCO 85,59002,CALLE EL SIROCO,371658.878646,3145377.53942,-16.3104660462,28.4285699145
2826.0,PLÁSTICA,10551,CALLE VOLCAN BIRIGOYO 2,10551,CALLE VOLCAN BIRIGOYO,372121.903329,3147302.39628,-16.3059525219,28.4459859516
2827.0,PLÁSTICA,50081,AVENIDA CRUZ DE TINCER 19,10551,CALLE VOLCAN BIRIGOYO,372117.708532,3147370.22259,-16.3060028726,28.4465976292
2828.0,PLÁSTICA,10559,RBLA AÑAZA 11,10559,RAMBLA AÑAZA,372633.977291,3144735.45803,-16.3004407857,28.4228709823
2829.0,PLÁSTICA,10101,CALLE CUPRESO 5,10559,RAMBLA AÑAZA,372369.276395,3144655.47705,-16.303134039,28.4221233647
2830.0,PLÁSTICA,10101,CALLE CUPRESO 3,10559,RAMBLA AÑAZA,372389.865359,3144688.30095,-16.3029274936,28.4224215921
2831.0,PLÁSTICA,10559,RBLA AÑAZA 3,10559,RAMBLA AÑAZA,372487.601493,3144691.48169,-16.3019301489,28.422459841
2832.0,PLÁSTICA,10559,RBLA AÑAZA 2,10559,RAMBLA AÑAZA,372456.01766,3144710.55431,-16.3022546652,28.4226288764
2833.0,PLÁSTICA,10559,RBLA AÑAZA 4,10559,RAMBLA AÑAZA,372529.37474,3144733.04789,-16.3015083134,28.4228390284
2834.0,PLÁSTICA,10559,RBLA AÑAZA 10,10559,RAMBLA AÑAZA,372609.237901,3144756.29246,-16.3006956265,28.4230565881
2835.0,PLÁSTICA,10559,RBLA AÑAZA 19,10559,RAMBLA AÑAZA,372820.160385,3145071.41866,-16.2985772129,28.4259209701
2836.0,PLÁSTICA,10559,RBLA AÑAZA 19,10559,RAMBLA AÑAZA,372838.207195,3145120.161,-16.2983983522,28.4263625981
2837.0,PLÁSTICA,10559,RBLA AÑAZA 21,10559,RAMBLA AÑAZA,372850.094799,3145152.25721,-16.298280533,28.4266534048
2838.0,PLÁSTICA,10559,RBLA AÑAZA 24,10559,RAMBLA AÑAZA,372827.319402,3145166.64478,-16.29851462,28.4267810265
2839.0,PLÁSTICA,10178,RBLA BENTACAYSE 2,10559,RAMBLA AÑAZA,372708.806551,3144864.73454,-16.2996911717,28.4240449206
2840.0,PLÁSTICA,10178,RBLA BENTACAYSE 2,10559,RAMBLA AÑAZA,372737.274814,3144860.07825,-16.2994000481,28.4240056745
2841.0,PLÁSTICA,10178,RBLA BENTACAYSE 2,10559,RAMBLA AÑAZA,372732.431564,3144925.28901,-16.2994566767,28.424593691
2842.0,PLÁSTICA,10559,RBLA AÑAZA 9,10559,RAMBLA AÑAZA,372565.318753,3144714.10345,-16.3011393026,28.4226715734
2843.0,PLÁSTICA,10559,RBLA AÑAZA 18,10559,RAMBLA AÑAZA,372763.97109,3145005.76812,-16.2991435812,28.4253230401
2844.0,PLÁSTICA,10559,RBLA AÑAZA 18,10559,RAMBLA AÑAZA,372781.700615,3145051.19916,-16.2989675979,28.4257347553
2845.0,PLÁSTICA,10559,RBLA AÑAZA 18,10559,RAMBLA AÑAZA,372767.661314,3144938.63273,-16.299098512,28.4247175425
2846.0,PLÁSTICA,10559,RBLA AÑAZA 12,10559,RAMBLA AÑAZA,372642.653835,3144770.13257,-16.300356039,28.4231847455
2847.0,PLÁSTICA,10559,RBLA AÑAZA 12,10559,RAMBLA AÑAZA,372697.757337,3144779.61786,-16.2997945805,28.4232757162
2848.0,METÁLICA,10564,CALLE MERCEDES PINTO 22,10564,CALLE MERCEDES PINTO,374068.847692,3148738.63416,-16.2862304037,28.4591365006
2849.0,PLÁSTICA,10564,CALLE MERCEDES PINTO 22,10564,CALLE MERCEDES PINTO,374102.989587,3148756.81937,-16.285883745,28.4593039076
2850.0,PLÁSTICA,10564,CALLE MERCEDES PINTO 22,10564,CALLE MERCEDES PINTO,374075.317773,3148756.97895,-16.2861663377,28.4593026761
2851.0,PLÁSTICA,10564,CALLE MERCEDES PINTO 22,10564,CALLE MERCEDES PINTO,374087.350404,3148771.75118,-16.2860450783,28.4594371485
2852.0,PLÁSTICA,10564,CALLE MERCEDES PINTO 14A,10564,CALLE MERCEDES PINTO,374108.550982,3148789.3591,-16.2858305081,28.4595980961
2853.0,PLÁSTICA,10564,CALLE MERCEDES PINTO 2A,10564,CALLE MERCEDES PINTO,374144.940797,3148843.82978,-16.2854648546,28.460093174
2854.0,PLÁSTICA,32237,CALLE ELADIO ROCA Y SALAZAR 8,10568,CALLE PROLONGACION ELADIO ROCA SALAZAR,375176.409005,3149825.97541,-16.2750381359,28.4690556194
2855.0,PLÁSTICA,21882,CALLE HERO 82,10568,CALLE PROLONGACION ELADIO ROCA SALAZAR,375200.39877,3149872.7171,-16.2747982006,28.4694797335
2856.0,PLÁSTICA,10569,CALLE LAS SECUOYAS 6,10098,CALLE MALVAVISCO,372075.498241,3146902.64258,-16.3063819978,28.4423738839
2857.0,PLÁSTICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 7,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372452.872306,3144641.56812,-16.3022791534,28.4220060104
2858.0,METÁLICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 6,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372448.42708,3144570.81174,-16.3023167151,28.4213670424
2859.0,PLÁSTICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 10,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372473.07082,3144497.632,-16.3020570718,28.4207090452
2860.0,METÁLICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 16,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372502.756327,3144464.07196,-16.3017503403,28.4204090835
2861.0,PLÁSTICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 16,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372631.833283,3144435.14356,-16.3004295492,28.4201606133
2862.0,PLÁSTICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 16,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372576.793784,3144427.13907,-16.3009905008,28.4200830101
2863.0,PLÁSTICA,57877,CALLE DECANO CONSULAR JESUS RAMOS GONZALEZ 1,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372699.009058,3144513.13355,-16.2997524259,28.4208709749
2864.0,PLÁSTICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 3,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372402.634725,3144801.30134,-16.3028096298,28.4234425999
2865.0,METÁLICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 47,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372436.898449,3145056.78436,-16.3024880861,28.4257515265
2866.0,PLÁSTICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 47,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372408.120092,3145038.50609,-16.3027798464,28.425583765
2867.0,PLÁSTICA,10289,CALLE NISAMAR 1,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,373056.723145,3144966.45163,-16.2961507416,28.4249967187
2868.0,PLÁSTICA,10289,CALLE NISAMAR 1,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,373076.764875,3144892.87029,-16.2959380605,28.4243346377
2869.0,PLÁSTICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 23,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,373014.960116,3144785.36732,-16.2965571572,28.4233584786
2870.0,PLÁSTICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 23,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,373001.808341,3144752.09259,-16.2966877531,28.4230569148
2871.0,PLÁSTICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 25,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,373034.630704,3144839.9887,-16.2963623625,28.423853317
2872.0,PLÁSTICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 32,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372992.856346,3144683.5534,-16.2967715978,28.422437518
2873.0,METÁLICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 27,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372983.89951,3145099.0289,-16.2969087341,28.4261860708
2874.0,PLÁSTICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 31,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372894.870704,3145174.93093,-16.2978259354,28.4268623803
2875.0,PLÁSTICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 33,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372783.445965,3145240.84443,-16.2989706779,28.4274463611
2876.0,PLÁSTICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 33,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372853.288212,3145213.29746,-16.2982546557,28.4272045678
2877.0,PLÁSTICA,10178,RBLA BENTACAYSE 12,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372457.341223,3145159.54572,-16.3022907508,28.426680882
2878.0,PLÁSTICA,10178,RBLA BENTACAYSE 12,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372474.078727,3145150.70966,-16.3021189105,28.4266027763
2879.0,PLÁSTICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 104,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,373037.693851,3144998.37578,-16.2963485093,28.4252829659
2880.0,METÁLICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 1,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372378.501288,3144891.34604,-16.3030659398,28.424252841
2881.0,PLÁSTICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 51,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372398.039024,3144957.06655,-16.3028737571,28.4248478377
2882.0,PLÁSTICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 27A,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372920.650674,3145146.61963,-16.2975596442,28.4266093964
2883.0,PLÁSTICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 27A,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372958.169152,3145143.73536,-16.2971763203,28.4265870177
2884.0,METÁLICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 112,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372634.67685,3145204.05953,-16.3004853363,28.427099899
2885.0,PLÁSTICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 116,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372588.254137,3145225.30543,-16.3009615878,28.4272871021
2886.0,PLÁSTICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 44,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,373021.706445,3144750.77482,-16.2964844855,28.4230469572
2887.0,METÁLICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 120,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372501.384098,3145216.95314,-16.3018474805,28.4272032497
2888.0,PLÁSTICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 120,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372550.990038,3145261.41757,-16.3013459861,28.4276093563
2889.0,PLÁSTICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 26,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372834.789883,3144565.5274,-16.2983721553,28.4213570238
2890.0,PLÁSTICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 26,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372784.879966,3144523.14534,-16.2988769654,28.4209696909
2891.0,PLÁSTICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 26,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372814.588734,3144541.99821,-16.2985757766,28.4211427199
2892.0,PLÁSTICA,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE 26,10570,AVENIDA LUIS CELSO GARCIA GUADALUPE,372732.877654,3144504.49697,-16.2994057462,28.420796335
2893.0,PLÁSTICA,10573,AVENIDA PICO TEIDE 3,10573,AVENIDA PICO TEIDE,371814.970793,3147386.47762,-16.3090957387,28.4467146165
2894.0,PLÁSTICA,10573,AVENIDA PICO TEIDE 3,10573,AVENIDA PICO TEIDE,371826.975297,3147402.79676,-16.308974982,28.4468630652
2895.0,PLÁSTICA,10573,AVENIDA PICO TEIDE 5,10573,AVENIDA PICO TEIDE,371780.534443,3147436.72986,-16.309452933,28.4471647265
2896.0,PLÁSTICA,10573,AVENIDA PICO TEIDE 7,10573,AVENIDA PICO TEIDE,371738.336827,3147447.02435,-16.3098849324,28.4472534804
2897.0,PLÁSTICA,10573,AVENIDA PICO TEIDE 25,10573,AVENIDA PICO TEIDE,371355.346778,3147478.26808,-16.3137988988,28.4474977321
2898.0,PLÁSTICA,10573,AVENIDA PICO TEIDE 2,10573,AVENIDA PICO TEIDE,371646.590542,3147457.67753,-16.3108228849,28.4473405969
2899.0,PLÁSTICA,10573,AVENIDA PICO TEIDE 6,10573,AVENIDA PICO TEIDE,371612.570638,3147438.29862,-16.3111680849,28.4471623684
2900.0,PLÁSTICA,10573,AVENIDA PICO TEIDE 6,10573,AVENIDA PICO TEIDE,371612.057335,3147460.37017,-16.311175783,28.4473614989
2901.0,PLÁSTICA,10573,AVENIDA PICO TEIDE 10,10573,AVENIDA PICO TEIDE,371528.807074,3147445.35341,-16.3120241296,28.4472177889
2902.0,PLÁSTICA,10048,CALLE VOLCAN SAN JUAN 28,10573,AVENIDA PICO TEIDE,371484.991394,3147470.42657,-16.312474299,28.4474397428
2903.0,PLÁSTICA,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 2,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ,376846.255831,3148460.64777,-16.2578385999,28.4568930312
2904.0,PLÁSTICA,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 7,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ,376836.919783,3148387.65768,-16.2579261368,28.4562334498
2905.0,PLÁSTICA,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 3,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ,376870.122545,3148516.03489,-16.2576008002,28.4573951261
2906.0,METÁLICA,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 3,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ,376885.943582,3148501.33817,-16.2574376725,28.4572639888
2907.0,PLÁSTICA,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 5,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ,376868.354078,3148462.34611,-16.257613124,28.4569104441
2908.0,PLÁSTICA,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 9,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ,376771.631739,3148236.0408,-16.2585766171,28.4548590155
2909.0,PLÁSTICA,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 9,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ,376709.703266,3148138.97581,-16.2591986096,28.4539771999
2910.0,METÁLICA,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 9,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ,376712.743031,3148086.62411,-16.2591619715,28.4535050388
2911.0,METÁLICA,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ 9,10578,CALLE ALCALDE JOSE EMILIO GARCIA GOMEZ,376789.565345,3148278.21916,-16.2583979987,28.4552413486
2912.0,PLÁSTICA,10583,CALLE VOLCAN DE LA ABEJERA 22,10583,CALLE VOLCAN DE LA ABEJERA,371684.840866,3147198.76982,-16.3104035289,28.4450078882
2913.0,PLÁSTICA,10583,CALLE VOLCAN DE LA ABEJERA 21,10583,CALLE VOLCAN DE LA ABEJERA,371764.335302,3147278.96154,-16.3096007911,28.4457393797
2914.0,PLÁSTICA,10583,CALLE VOLCAN DE LA ABEJERA 6,10583,CALLE VOLCAN DE LA ABEJERA,371802.377347,3147338.1145,-16.3092189466,28.446276934
2915.0,PLÁSTICA,10583,CALLE VOLCAN DE LA ABEJERA 12,10583,CALLE VOLCAN DE LA ABEJERA,371785.946124,3147322.29925,-16.3093849565,28.4461325974
2916.0,PLÁSTICA,10583,CALLE VOLCAN DE LA ABEJERA 23,10583,CALLE VOLCAN DE LA ABEJERA,371750.235999,3147278.51642,-16.3097446992,28.4457339771
2917.0,PLÁSTICA,10583,CALLE VOLCAN DE LA ABEJERA 24,10583,CALLE VOLCAN DE LA ABEJERA,371669.059481,3147179.52017,-16.3105625181,28.4448326209
2918.0,PLÁSTICA,10583,CALLE VOLCAN DE LA ABEJERA 41,10583,CALLE VOLCAN DE LA ABEJERA,371686.81356,3147186.4038,-16.3103820117,28.444896487
2919.0,PLÁSTICA,10583,CALLE VOLCAN DE LA ABEJERA 27,10583,CALLE VOLCAN DE LA ABEJERA,371742.515771,3147251.70129,-16.3098205429,28.4454912295
2920.0,PLÁSTICA,10583,CALLE VOLCAN DE LA ABEJERA 29,10583,CALLE VOLCAN DE LA ABEJERA,371727.138376,3147251.90369,-16.3099775723,28.4454915446
2921.0,PLÁSTICA,10181,CALLE EL TANGANILLO 1,10585,CALLE VOLCAN DE LAS ARENAS,371551.982524,3147108.04341,-16.3117499343,28.4441760724
2922.0,PLÁSTICA,10585,CALLE VOLCAN DE LAS ARENAS 31,10585,CALLE VOLCAN DE LAS ARENAS,371604.274699,3147183.96505,-16.3112244767,28.4448663607
2923.0,PLÁSTICA,10126,CALLE VOLCAN TINGUATON 6,10585,CALLE VOLCAN DE LAS ARENAS,371580.747874,3147128.90467,-16.3114585595,28.4443671623
2924.0,PLÁSTICA,10585,CALLE VOLCAN DE LAS ARENAS 17,10585,CALLE VOLCAN DE LAS ARENAS,371697.237088,3147274.5518,-16.310285391,28.4456929893
2925.0,PLÁSTICA,10585,CALLE VOLCAN DE LAS ARENAS 1C,10585,CALLE VOLCAN DE LAS ARENAS,371787.162819,3147382.75187,-16.3093792539,28.4466782621
2926.0,PLÁSTICA,10585,CALLE VOLCAN DE LAS ARENAS 1I,10585,CALLE VOLCAN DE LAS ARENAS,371752.187535,3147359.65849,-16.3097337961,28.4464664226
2927.0,PLÁSTICA,10585,CALLE VOLCAN DE LAS ARENAS 25,10585,CALLE VOLCAN DE LAS ARENAS,371644.809102,3147231.81178,-16.3108159378,28.4453021332
2928.0,PLÁSTICA,10585,CALLE VOLCAN DE LAS ARENAS 27,10585,CALLE VOLCAN DE LAS ARENAS,371635.324323,3147200.21461,-16.310909263,28.4450160567
2929.0,PLÁSTICA,10589,CALLE BENTAGAY 3,10589,CALLE BENTAGAY,372633.373622,3145082.64876,-16.3004852462,28.4260041125
2930.0,PLÁSTICA,10589,CALLE BENTAGAY 1,10589,CALLE BENTAGAY,372680.263887,3145167.01866,-16.3000158755,28.4267700724
2931.0,PLÁSTICA,10592,CALLE 124 1,10592,CALLE 124,369883.604634,3147856.13065,-16.3288685776,28.4507617384
2932.0,PLÁSTICA,10592,CALLE 124 19,10592,CALLE 124,369855.19846,3147775.79393,-16.3291495564,28.4500339254
2933.0,METÁLICA,10806,AVENIDA MARITIMA 2,10787,CALLE IMELDO SERIS,377894.770678,3149379.71218,-16.2472289939,28.4652857442
2934.0,PLÁSTICA,11117,CALLE NUMANCIA 57,11117,CALLE NUMANCIA,376988.736591,3150259.69358,-16.2565757143,28.4731419728
2935.0,PLÁSTICA,11117,CALLE NUMANCIA 51,11117,CALLE NUMANCIA,377031.144678,3150207.45109,-16.2561370181,28.4726745122
2936.0,PLÁSTICA,11117,CALLE NUMANCIA 18,11117,CALLE NUMANCIA,377019.725809,3150234.6488,-16.2562565438,28.4729188805
2937.0,PLÁSTICA,11117,CALLE NUMANCIA 29,11117,CALLE NUMANCIA,377170.381916,3150038.21823,-16.2546969316,28.4711603981
2938.0,PLÁSTICA,11117,CALLE NUMANCIA 43,11117,CALLE NUMANCIA,377116.15583,3150104.49055,-16.2552578087,28.4717533619
2939.0,METÁLICA,11187,CALLE VIERA Y CLAVIJO 54,11187,CALLE VIERA Y CLAVIJO,377037.232898,3149997.39923,-16.256052415,28.4707794742
2940.0,PLÁSTICA,11187,CALLE VIERA Y CLAVIJO 45,11187,CALLE VIERA Y CLAVIJO,377003.350693,3150019.41645,-16.256400801,28.4709749721
2941.0,METÁLICA,11253,CALLE SANTA ROSALIA 73,11253,CALLE SANTA ROSALIA,377455.168869,3150035.52258,-16.2517881343,28.4711628743
2942.0,PLÁSTICA,20027,CALLE ALVARO RODRIGUEZ LOPEZ 1,20027,CALLE ALVARO RODRIGUEZ LOPEZ,377241.504499,3148681.13122,-16.2538259786,28.4589200481
2943.0,PLÁSTICA,20027,CALLE ALVARO RODRIGUEZ LOPEZ 10,20027,CALLE ALVARO RODRIGUEZ LOPEZ,377005.914092,3148620.41834,-16.25622529,28.458349948
2944.0,PLÁSTICA,20027,CALLE ALVARO RODRIGUEZ LOPEZ 8,20027,CALLE ALVARO RODRIGUEZ LOPEZ,377049.85635,3148616.18008,-16.2557761131,28.4583158428
2945.0,PLÁSTICA,20027,CALLE ALVARO RODRIGUEZ LOPEZ 18,20027,CALLE ALVARO RODRIGUEZ LOPEZ,376798.65578,3148565.5384,-16.2583358807,28.4578351223
2946.0,PLÁSTICA,20027,CALLE ALVARO RODRIGUEZ LOPEZ 28,20027,CALLE ALVARO RODRIGUEZ LOPEZ,376719.471601,3148546.34012,-16.2591424269,28.4576543853
2947.0,PLÁSTICA,20027,CALLE ALVARO RODRIGUEZ LOPEZ 36,20027,CALLE ALVARO RODRIGUEZ LOPEZ,376620.269853,3148521.15083,-16.2601527402,28.4574176843
2948.0,PLÁSTICA,20027,CALLE ALVARO RODRIGUEZ LOPEZ 19,20027,CALLE ALVARO RODRIGUEZ LOPEZ,376485.728683,3148534.691,-16.2615280692,28.4575271439
2949.0,PLÁSTICA,20035,CALLE AUREA DIAZ-FLORES HERNANDEZ 6,20035,CALLE AUREA DIAZ- FLORES HERNANDEZ,376905.413858,3148604.60213,-16.2572498779,28.4581977332
2950.0,PLÁSTICA,20035,CALLE AUREA DIAZ-FLORES HERNANDEZ 1A,20035,CALLE AUREA DIAZ- FLORES HERNANDEZ,376927.401607,3148653.42059,-16.2570305588,28.4586403709
2951.0,PLÁSTICA,20116,AVENIDA TRES DE MAYO 7,20065,CALLE FOMENTO,377256.796747,3148737.62713,-16.2536758344,28.4594313359
2952.0,PLÁSTICA,20065,CALLE FOMENTO 2,20065,CALLE FOMENTO,377297.320558,3148705.07346,-16.2532585475,28.4591413678
2953.0,PLÁSTICA,20065,CALLE FOMENTO 5,20065,CALLE FOMENTO,377313.486127,3148639.21331,-16.2530864579,28.4585485321
2954.0,PLÁSTICA,20065,CALLE FOMENTO 7,20065,CALLE FOMENTO,377299.483505,3148569.33062,-16.2532220097,28.4579165567
2955.0,PLÁSTICA,20027,CALLE ALVARO RODRIGUEZ LOPEZ 10,20074,CALLE ADAN MARTIN MENIS,377009.073466,3148558.52251,-16.256186423,28.4577916661
