FID,IDPUNTODEL,Calle,TipoSoport,AlturaSop,DIRECCION,Distance,UTM_X,UTM_Y,GRAD_X,GRAD_Y
825.0,301802027,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 124,13.49681966,375723.625862,3149407.64566,-16.2694044726,28.4653327012
826.0,301802028,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 124,9.19474862,375702.025723,3149400.01248,-16.2696242364,28.4652617569
827.0,301804010,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 99,8.37515852,375626.078541,3149349.70564,-16.2703944016,28.4648005229
828.0,301804011,ISLAS CANARIAS - Avnda. DE,COLUMNA PRIM,12.0,AVENIDA ISLAS CANARIAS 99,5.87243025,375610.459095,3149343.81826,-16.2705532758,28.4647459026
829.0,301804012,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 99,15.51997831,375600.606817,3149340.27392,-16.2706535071,28.4647129769
830.0,301804009,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 97,5.70935967,375650.949305,3149359.13736,-16.2701414329,28.4648880112
831.0,301802031,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 146,4.13037376,375633.002372,3149373.13396,-16.2703262224,28.4650126112
832.0,301803005,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 134,6.90136968,375672.629856,3149391.97327,-16.2699235684,28.4651864048
833.0,301804014,ISLAS CANARIAS - Avnda. DE,COLUMNA PRIM,12.0,AVENIDA ISLAS CANARIAS 166,25.89174617,375558.554583,3149321.65084,-16.2710809435,28.4645409012
834.0,301802034,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 164,4.58631839,375564.303945,3149347.06757,-16.2710249745,28.4647708219
835.0,301802033,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 158,5.08349601,375586.310098,3149355.35038,-16.2708011365,28.4648476697
836.0,301804013,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 101,11.03369033,375582.103822,3149333.30533,-16.2708417117,28.4646483238
837.0,301804018,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 111,5.67741605,375463.816978,3149290.17167,-16.2720450229,28.4642477741
838.0,301804017,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 107,6.0125652,375487.306104,3149298.70228,-16.2718060692,28.4643270014
839.0,301802038,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 172,12.10021768,375466.585875,3149314.66806,-16.2720193939,28.464469105
840.0,301802037,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 170,6.00272706,375489.301885,3149323.20195,-16.2717883352,28.464548288
841.0,301802040,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 125,26.81820032,375419.312196,3149297.2934,-16.2725002843,28.4643077925
842.0,301804020,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 125,9.69667124,375418.280448,3149273.1706,-16.2725082127,28.464089999
843.0,301802041,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 127,32.5517417,375396.104968,3149290.35594,-16.2727365309,28.4642429683
844.0,301802042,ISLAS CANARIAS - Avnda. DE,COLUMNA PRIM,12.0,AVENIDA ISLAS CANARIAS 127,33.47637983,375376.950027,3149279.79604,-16.2729310028,28.4641458405
845.0,301804021,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 127,6.22055417,375398.455838,3149262.77769,-16.2727095413,28.4639943145
846.0,300703015,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 14,9.12265265,375879.749465,3149156.51955,-16.2677830391,28.4630812933
847.0,301805012,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 77,8.81429557,375941.941634,3149466.82063,-16.2671813346,28.4658875136
848.0,301802030,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 138,5.46817312,375656.389129,3149382.47251,-16.2700883982,28.465099117
849.0,301802035,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 168,8.58122179,375539.536689,3149337.7291,-16.2712768952,28.4646841835
850.0,300706013,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 23,28.86986359,375948.801419,3149031.07325,-16.2670643697,28.4619557776
851.0,300706014,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 23,11.51014633,375921.743505,3149063.54612,-16.2673441812,28.4622462539
852.0,300705013,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 23,9.9059366,375935.460172,3149046.23882,-16.2672022431,28.4620913697
853.0,300703012,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 23,36.34312385,375958.81072,3149063.82735,-16.2669656803,28.4622523182
854.0,300702011,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 23,47.02811312,375972.856836,3149048.21275,-16.2668205605,28.4621127406
855.0,300702012,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 23,36.53566818,375945.783445,3149080.72807,-16.2671005344,28.4624035991
856.0,203101007,GALCERAN,BACULO,9.0,CALLE GALCERAN 10,15.85098353,376998.380793,3149417.1896,-16.2563872598,28.4655397077
857.0,203101006,GALCERAN,BACULO,9.0,CALLE GALCERAN 10,13.09140341,377001.42414,3149443.83476,-16.2563590243,28.4657804541
858.0,20110439,RAMON Y CAJAL,Columna Troncocónica,10.0,CALLE GALCERAN 10,43.00556272,376969.857875,3149469.89981,-16.256684175,28.4660127001
859.0,30010430,BELGICA - AVENIDA,COLUMNA,9.0,AVENIDA DE BELGICA 9,6.54821037,376001.929357,3149366.027,-16.2665578705,28.464983611
860.0,4022H2008,VENEZUELA (DE),BACULO,8.0,CALLE PRINCIPE RUYMAN 10,5.009456,375530.264373,3149812.15987,-16.2714228409,28.4689647751
861.0,202204008,TRES DE MAYO,COLUMNA,9.0,CALLE EL CAMELLO 21,37.50675495,376350.340438,3148574.09756,-16.2629148253,28.4578699409
862.0,202204009,TRES DE MAYO,COLUMNA,9.0,CALLE EL CAMELLO 21,21.87317754,376364.309285,3148581.17524,-16.2627729399,28.4579351376
863.0,202204010,TRES DE MAYO,COLUMNA,9.0,CALLE EL CAMELLO 21,13.66866272,376384.704016,3148578.94012,-16.2625644369,28.4579168999
864.0,202205001,TRES DE MAYO,COLUMNA,9.0,CALLE EL CAMELLO 21,78.96364656,376341.865904,3148525.11308,-16.262996109,28.4574270775
865.0,202205002,TRES DE MAYO,COLUMNA,9.0,CALLE EL CAMELLO 21,77.79735207,376362.446785,3148517.47674,-16.2627851267,28.4573601145
866.0,202204021,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 38,32.90327856,376641.732759,3148630.71839,-16.2599452959,28.4584085079
867.0,202205014,TRES DE MAYO,COLUMNA,9.0,PLAZA DE LA VICTORIA 11,9.4631423,376671.067623,3148637.88914,-16.2596465049,28.4584759945
868.0,301802007,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,CALLE ELIAS MUJICA 1,8.4536386,376023.315563,3149543.77577,-16.2663585943,28.4665897328
869.0,4022H1001,VENEZUELA (DE),Columna Troncocónica,8.0,AVENIDA DE VENEZUELA 25,8.04892464,375596.022854,3149602.32309,-16.2707286135,28.4670773901
870.0,4022H2013,VENEZUELA (DE),Columna Troncocónica,8.0,AVENIDA DE VENEZUELA 23,14.35722581,375611.883367,3149588.45065,-16.2705651407,28.4669537122
871.0,4022H1005,VENEZUELA (DE),Columna Troncocónica,8.0,AVENIDA DE VENEZUELA 15,4.6573776,375637.053581,3149489.87994,-16.2702974512,28.4660665664
872.0,4022H1006,VENEZUELA (DE),Columna Troncocónica,8.0,AVENIDA DE VENEZUELA 11,4.19422514,375644.719806,3149467.9835,-16.2702167976,28.4658696943
873.0,4022H2020,VENEZUELA (DE),Columna Troncocónica,8.0,AVENIDA DE VENEZUELA 9,16.39782165,375661.19205,3149453.61202,-16.2700470262,28.4657415704
874.0,4022H1008,VENEZUELA (DE),Columna Troncocónica,8.0,AVENIDA DE VENEZUELA 7,3.77604828,375658.0495,3149431.07386,-16.2700766868,28.465537876
875.0,4022H1009,VENEZUELA (DE),Columna Troncocónica,8.0,AVENIDA DE VENEZUELA 3,5.03890851,375664.529189,3149414.29261,-16.2700087033,28.4653870523
876.0,4022H1010,VENEZUELA (DE),Columna Troncocónica,8.0,AVENIDA DE VENEZUELA 1,5.74943281,375671.319948,3149395.31513,-16.2699373062,28.4652164384
877.0,301804019,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,CALLE ALBENIZ 2,11.13748558,375440.448019,3149281.28073,-16.2722827102,28.4641653061
878.0,301804016,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,CALLE MANUEL DE FALLA 2,17.62318152,375512.297239,3149306.87247,-16.2715517373,28.464403119
879.0,4022H1007,VENEZUELA (DE),Columna Troncocónica,8.0,CALLE NIVARIA 1,7.63032221,375651.511014,3149449.84572,-16.2701454859,28.4657066583
880.0,30010706,BELGICA - AVENIDA,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 93,14.97056644,375849.474174,3149417.91308,-16.2681203766,28.465437348
881.0,301805016,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 93,12.38110626,375847.227595,3149433.99217,-16.268145052,28.4655822392
882.0,301805017,ISLAS CANARIAS - Avnda. DE,COLUMNA PRIM,12.0,AVENIDA ISLAS CANARIAS 93,24.15723894,375834.659503,3149429.03115,-16.268272867,28.4655362718
883.0,301806003,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 93,27.23873723,375833.336604,3149419.96894,-16.2682854003,28.4654543644
884.0,301806002,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 91,8.15501012,375870.710062,3149442.65763,-16.2679061746,28.4656626761
885.0,301805015,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 87,9.11526761,375894.258809,3149451.52145,-16.2676666414,28.4657449089
886.0,301805014,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 81,9.0882893,375917.675129,3149460.25285,-16.2674284459,28.4658259338
887.0,301805010,ISLAS CANARIAS - Avnda. DE,COLUMNA,9.0,AVENIDA ISLAS CANARIAS 73,3.08819504,375988.409051,3149493.40033,-16.2667096529,28.4661318016
888.0,202204016,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 85,35.97082349,376508.934588,3148596.6341,-16.2612977363,28.4580883473
889.0,202204017,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 85,30.26271435,376545.626402,3148580.33703,-16.260921307,28.457944748
890.0,202205008,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 85,11.28129654,376517.874696,3148573.44572,-16.261203959,28.4578799303
891.0,202205009,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 85,45.0085282,376538.54879,3148604.0843,-16.2609961246,28.4581583852
892.0,202205005,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 44,16.77758558,376427.728405,3148575.77383,-16.2621247485,28.4578924027
893.0,200103008,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 24,31.67137868,377025.347713,3148729.04959,-16.2560384301,28.4593321256
894.0,200103009,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 24,10.82250736,376991.422255,3148720.18371,-16.2563839233,28.459248916
895.0,202204029,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 28,10.95295338,376879.205058,3148691.52986,-16.257526799,28.4589797403
896.0,202204028,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 28B,10.05901405,376849.218439,3148683.70732,-16.2578321789,28.4589063147
897.0,202204027,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 32,11.51760944,376819.231725,3148676.07087,-16.2581375792,28.4588345677
898.0,202205018,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 32,23.56097153,376789.058803,3148668.15516,-16.2584448507,28.4587602822
899.0,202204023,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 34,5.72460582,376700.681776,3148645.80489,-16.2593449411,28.4585502302
900.0,202204018,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 40,16.76447357,376567.511081,3148611.81368,-16.2607011994,28.4582308803
901.0,202204019,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 40,10.21637961,376587.998939,3148616.84256,-16.2604925228,28.4582782021
902.0,202205012,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 40,31.00325729,376611.746064,3148622.89581,-16.2602506731,28.4583350765
903.0,200103021,"SALLE, AVENIDA DE LA",COLUMNA,9.0,AVENIDA LA SALLE 32,14.28220588,376929.813561,3148827.4787,-16.2570245144,28.4602113885
904.0,200103017,"SALLE, AVENIDA DE LA",COLUMNA,9.0,AVENIDA LA SALLE 42,11.43859037,376917.238491,3148717.92204,-16.2571412296,28.4592215067
905.0,200104017,"SALLE, AVENIDA DE LA",COLUMNA,9.0,AVENIDA LA SALLE 25,10.30967209,376942.113925,3148796.77238,-16.2568956262,28.4599354397
906.0,200104018,"SALLE, AVENIDA DE LA",COLUMNA,9.0,AVENIDA LA SALLE 25,23.31850544,376945.554473,3148826.17366,-16.256863631,28.4602010965
907.0,202407004,PUENTE PISCINA REYES CATOLICOS,Columna Troncocónica,9.0,CALLE RAMIRO DE MAEZTU 2,56.79651986,376216.078487,3148610.52285,-16.2642897682,28.4581859252
908.0,202407005,PUENTE PISCINA REYES CATOLICOS,Columna Troncocónica,9.0,CALLE RAMIRO DE MAEZTU 4,70.60431955,376209.870792,3148585.07297,-16.2643504258,28.4579556639
909.0,300706003,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 1,29.18225334,376262.812505,3148656.81221,-16.2638175064,28.4586080975
910.0,300705003,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 1,8.08256327,376246.744524,3148674.9498,-16.2639835349,28.4587702554
911.0,202407001,PUENTE PISCINA REYES CATOLICOS,Columna Troncocónica,9.0,AVENIDA BENITO PEREZ ARMAS 1,12.223214,376234.239373,3148687.66952,-16.2641125996,28.4588838577
912.0,202407002,PUENTE PISCINA REYES CATOLICOS,Columna Troncocónica,9.0,AVENIDA BENITO PEREZ ARMAS 1,15.81500088,376228.493808,3148661.42283,-16.2641684532,28.4586464496
913.0,202407003,PUENTE PISCINA REYES CATOLICOS,Columna Troncocónica,9.0,AVENIDA BENITO PEREZ ARMAS 1,40.9215485,376222.286156,3148635.97283,-16.2642291107,28.4584161873
914.0,300705002,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 4,42.74214251,376277.950078,3148637.75775,-16.2636608809,28.4584375768
915.0,300703002,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 4,21.06823199,376270.055308,3148691.43365,-16.2637472617,28.4589212253
916.0,300702001,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 4,7.83393426,376288.077929,3148671.27761,-16.2635610564,28.458741037
917.0,300705004,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 7,8.50590537,376172.343979,3148762.93161,-16.2647527431,28.4595571841
918.0,300706005,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 7,18.76947201,376158.842766,3148779.73726,-16.2648924202,28.4597075645
919.0,300702003,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 7,38.59312133,376195.864112,3148781.9328,-16.2645146019,28.459730893
920.0,300703004,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 7,39.67590582,376184.267381,3148794.76979,-16.2646344043,28.4598456393
921.0,300705005,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 9,8.3803793,376143.671958,3148797.04276,-16.2650492009,28.459862297
922.0,300702005,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 6,4.04064982,376141.819035,3148846.89008,-16.2650734795,28.4603119672
923.0,300703006,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 8,7.13518744,376127.233573,3148863.24561,-16.2652241819,28.4604581821
924.0,300703008,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 10,8.24137885,376072.984105,3148927.32399,-16.2657850599,28.461031302
925.0,300702008,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 10,19.7812675,376059.382506,3148944.1528,-16.265925768,28.4611818806
926.0,300706006,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 11,13.11070235,376132.599623,3148811.02181,-16.2651637718,28.4599873991
927.0,300705006,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 11,8.93720538,376119.224063,3148826.22235,-16.2653019943,28.4601233056
928.0,300706007,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 13,7.87715467,376107.136288,3148841.43002,-16.2654270673,28.4602593986
929.0,300705007,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 13,17.43852874,376094.001907,3148856.19438,-16.2655627808,28.4603913915
930.0,300706010,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 17,8.86942559,376030.74642,3148932.65419,-16.2662169607,28.4610753899
931.0,300705010,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 17,15.47274892,376018.423071,3148946.18393,-16.2663442611,28.4611963172
932.0,300703009,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 17,42.12176859,376038.178282,3148969.05075,-16.2661449821,28.4614045561
933.0,300705009,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 17,15.23270882,376037.999884,3148922.87209,-16.2661418368,28.4609878011
934.0,202204001,TRES DE MAYO,COLUMNA,9.0,CALLE ORTEGA Y GASSET 1,43.91351781,376176.991683,3148528.9612,-16.2646801471,28.4574461631
935.0,202204002,TRES DE MAYO,COLUMNA,9.0,CALLE ORTEGA Y GASSET 1,72.17070239,376205.342626,3148533.02881,-16.2643910763,28.4574855623
936.0,202204003,TRES DE MAYO,COLUMNA,9.0,CALLE ORTEGA Y GASSET 1,107.3960804,376240.451245,3148537.12638,-16.2640330019,28.4575258725
937.0,202407006,PUENTE PISCINA REYES CATOLICOS,Columna Troncocónica,9.0,CALLE ORTEGA Y GASSET 1,75.72098239,376203.66309,3148559.623,-16.2644110832,28.4577254019
938.0,202407007,PUENTE PISCINA REYES CATOLICOS,Columna Troncocónica,9.0,CALLE ORTEGA Y GASSET 1,64.3137193,376197.455273,3148534.17304,-16.2644717414,28.4574951398
939.0,202407008,PUENTE PISCINA REYES CATOLICOS,Columna Troncocónica,9.0,CALLE ORTEGA Y GASSET 1,60.75285705,376190.387546,3148511.49986,-16.2645414788,28.4572898551
940.0,202407009,PUENTE PISCINA REYES CATOLICOS,Columna Troncocónica,9.0,CALLE ORTEGA Y GASSET 1,63.84302226,376182.213314,3148491.06393,-16.2646227552,28.4571046554
941.0,202407010,PUENTE PISCINA REYES CATOLICOS,Columna Troncocónica,9.0,CALLE ORTEGA Y GASSET 1,73.49541171,376166.038269,3148466.20869,-16.2647852572,28.4568788141
942.0,202205016,TRES DE MAYO,COLUMNA,9.0,CALLE NUÑEZ DE BALBOA 1,29.88828953,376728.899064,3148653.06874,-16.2590575716,28.4586184501
943.0,20390315,MANUEL HERMOSO ROJAS,COLUMNA,10.0,CALLE ALVARO RODRIGUEZ LOPEZ 40,58.61706652,376595.684862,3148460.43408,-16.2603972918,28.456867421
944.0,20390316,MANUEL HERMOSO ROJAS,COLUMNA,10.0,CALLE ALVARO RODRIGUEZ LOPEZ 40,40.6892968,376562.570166,3148474.2552,-16.2607369236,28.4569890163
945.0,20390714,MANUEL HERMOSO ROJAS,COLUMNA,5.0,CALLE ALVARO RODRIGUEZ LOPEZ 40,47.20838727,376579.157279,3148467.41256,-16.2605668109,28.4569288345
946.0,20390719,ALVARO RODRIGUEZ LOPEZ,BACULO,12.0,CALLE ALVARO RODRIGUEZ LOPEZ 40,33.17596435,376565.293932,3148481.36607,-16.2607098712,28.457053446
947.0,200103022,PEDRO DE MENDOZA - GLORIETA,COLUMNA,8.0,GTA PEDRO DE MENDOZA 6,11.92557439,376923.02848,3148843.22018,-16.2570954838,28.4603528073
948.0,200104019,PEDRO DE MENDOZA - GLORIETA,COLUMNA,8.0,GTA PEDRO DE MENDOZA 1,15.34053565,376956.579968,3148847.20815,-16.2567532858,28.4603919627
949.0,202204004,TRES DE MAYO,COLUMNA,9.0,AVENIDA BENITO PEREZ ARMAS 2,103.09317169,376272.579809,3148544.204,-16.2637056782,28.4575927927
950.0,202204005,TRES DE MAYO,COLUMNA,9.0,AVENIDA BENITO PEREZ ARMAS 2,75.96097309,376304.149678,3148551.65409,-16.2633840991,28.4576630202
951.0,202204006,TRES DE MAYO,COLUMNA,9.0,AVENIDA BENITO PEREZ ARMAS 2,53.95663396,376330.131937,3148561.99111,-16.2631198878,28.4577587704
952.0,300706001,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 2,41.51494538,376331.48638,3148575.01547,-16.2631074542,28.457876437
953.0,300705001,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 2,39.87012611,376313.190213,3148595.7221,-16.2632965096,28.4580615689
954.0,202204026,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 71,21.84713217,376789.151944,3148642.63864,-16.2584411719,28.458530017
955.0,202205019,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 71,10.30725391,376806.473364,3148647.38799,-16.2582647984,28.4585745137
956.0,202205020,TRES DE MAYO,COLUMNA,9.0,AVENIDA TRES DE MAYO 71,18.38906153,376824.074345,3148651.95123,-16.2580855501,28.4586173572
957.0,300706008,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 15,12.84838277,376081.673048,3148871.83809,-16.2656903632,28.4605313964
958.0,300706009,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 15,25.8275425,376056.209697,3148902.24611,-16.2659536617,28.4608033931
959.0,300705008,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,AVENIDA BENITO PEREZ ARMAS 15,8.09054016,376068.808945,3148886.19091,-16.2658232731,28.4606597007
960.0,300702006,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,CALLE PEDRO GUEZALA 9,12.86341004,376114.340167,3148879.3111,-16.2653575744,28.46060194
961.0,300702004,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,CALLE PABLO PICASSO 10,23.5851489,376168.458914,3148814.93956,-16.2647980043,28.4600261601
962.0,300703005,BENITO PEREZ ARMAS - AVENIDA,COLUMNA,8.0,CALLE PABLO PICASSO 10,13.26654377,376154.358329,3148831.2064,-16.2649437449,28.460171621
963.0,30020131,BELGICA - AVENIDA,COLUMNA,9.0,AVENIDA DE BELGICA 2,9.19084122,376349.528372,3149306.73226,-16.2630017237,28.4644815161
964.0,30020114,BELGICA - AVENIDA,COLUMNA,9.0,AVENIDA DE BELGICA 12,22.75732908,376232.925626,3149314.65405,-16.2641933509,28.4645419436
965.0,30020211,BELGICA - AVENIDA,COLUMNA,9.0,AVENIDA DE BELGICA 12,30.79169389,376273.952671,3149322.79499,-16.2637752464,28.464619305
966.0,30020128,BELGICA - AVENIDA,COLUMNA,9.0,AVENIDA DE BELGICA 12,5.89755589,376247.413595,3149329.13025,-16.2640469508,28.4646739588
967.0,30020113,BELGICA - AVENIDA,COLUMNA,9.0,AVENIDA DE BELGICA 16A,24.03366585,376207.638113,3149320.17901,-16.264452187,28.464589403
968.0,30020207,BELGICA - AVENIDA,COLUMNA,9.0,AVENIDA DE BELGICA 18,24.32460492,376182.870459,3149326.24992,-16.264705773,28.4646418382
969.0,30020126,BELGICA - AVENIDA,COLUMNA,9.0,AVENIDA DE BELGICA 18,4.54853441,376173.676178,3149345.52125,-16.2648017383,28.4648148787
970.0,30020206,BELGICA - AVENIDA,COLUMNA,9.0,AVENIDA DE BELGICA 1,8.91802787,376333.68641,3149293.14186,-16.2631620472,28.4643573674
971.0,30020120,BELGICA - AVENIDA,COLUMNA,9.0,AVENIDA DE BELGICA 3,12.1447288,376283.296342,3149303.74694,-16.2636777812,28.4644482928
972.0,30020121,BELGICA - AVENIDA,COLUMNA,9.0,AVENIDA DE BELGICA 3,20.58682819,376308.419834,3149298.19137,-16.2634206176,28.4644005401
973.0,30020205,BELGICA - AVENIDA,COLUMNA,9.0,AVENIDA DE BELGICA 24,23.75315176,376107.495979,3149342.89099,-16.265477306,28.4647848555
974.0,30020125,BELGICA - AVENIDA,COLUMNA,9.0,AVENIDA DE BELGICA 24,9.42058039,376121.302609,3149356.85754,-16.2653378105,28.4649122081
975.0,202804005,"CONSTITUCION, LA - AVENIDA DE",BACULO,12.0,AVENIDA LA CONSTITUCION 12,83.42886702,377016.854871,3148191.08539,-16.2560677618,28.454476458
976.0,202804006,"CONSTITUCION, LA - AVENIDA DE",BACULO,12.0,AVENIDA LA CONSTITUCION 12,61.92566747,376974.608698,3148165.33642,-16.2564964031,28.4542401024
977.0,202804007,"CONSTITUCION, LA - AVENIDA DE",BACULO,12.0,AVENIDA LA CONSTITUCION 12,74.56411964,376932.251009,3148138.91855,-16.2569261098,28.4539976984
978.0,202804008,"CONSTITUCION, LA - AVENIDA DE",BACULO,12.0,AVENIDA LA CONSTITUCION 12,110.53662428,376889.224453,3148113.05813,-16.2573627041,28.4537602608
979.0,202805005,"CONSTITUCION, LA - AVENIDA DE",BACULO,12.0,AVENIDA LA CONSTITUCION 12,53.57750965,376987.838643,3148198.25669,-16.2563648209,28.4545384396
