FID,GEOCODIGO,CVIA,TVIA,TEXTO,HISTORICO,TIPO,UTM_X,UTM_Y,GRAD_X,GRAD_Y,LONGITUD
2018.0,383854001,54001,PSAJE,PASAJE AGUAJILBA, ,Peatonal,375159.234029,3148108.22299,-16.2750274114,28.4535524382,100.694551978
2019.0,383854917,54917,CALLE,CALLE DOCTOR MANUEL PAREJO MORENO, ,Asfalto,376625.968426,3150175.23395,-16.2602673795,28.4723469058,171.450276049
2020.0,383854933,54933,CALLE,CALLE LUIS DIEGO CUSCOY, ,Asfalto,376431.816732,3150325.2155,-16.2622802969,28.4736852016,191.23959875
2021.0,383854941,54941,CALLE,CALLE POETA PEDRO BETHENCOURT PADILLA, ,Asfalto,376866.205599,3149103.3085,-16.2577032607,28.4626946707,132.846110188
2022.0,383854956,54956,CALLE,CALLE SANTA TERESA DE AVILA, ,Asfalto,374321.249059,3148918.22164,-16.2836728262,28.4607812787,362.123873528
2023.0,383855043,55043,CALLE,CALLE EMETERIO PADRON CRUZ, ,Asfalto,376937.035308,3150515.37998,-16.2571307858,28.4754453213,75.4380217905
2024.0,383855051,55051,CALLE,CALLE ENRIQUE MARCO DORTA, ,Asfalto,376996.427498,3150495.19537,-16.2565223181,28.4752679826,104.033428358
2025.0,383856007,56007,CALLE,CALLE GUAYRE, ,Asfalto,372201.348893,3145224.03786,-16.3049105318,28.4272316337,274.441071104
2026.0,383856015,56015,CALLE,CALLE JUAN GONZALEZ TRUJILLO, ,Asfalto,374344.448727,3147859.77625,-16.2833167673,28.4512383395,132.984621084
2027.0,383856104,56104,CALLE,CALLE CHAXIRAXI, ,Asfalto,372158.889764,3145234.75583,-16.3053457862,28.4273302446,243.412106323
2028.0,383856112,56112,CALLE,CALLE ABICORE, ,Asfalto,372538.260317,3146857.97389,-16.301642158,28.4420283831,277.73702445
2029.0,383856151,56151,CALLE,CALLE BERNEGAL, ,Tierra,372613.472842,3145924.34383,-16.3007812899,28.4335979597,164.398053235
2030.0,383856182,56182,CALLE,CALLE SAN IGNACIO, ,Peatonal,373512.330562,3147326.68041,-16.2917549545,28.4463294735,95.7909358259
2031.0,383856201,56201,CALLE,CALLE TAMARAGUA, ,Asfalto,372121.9505,3145230.2525,-16.3057224076,28.4272861929,244.488964558
2032.0,383856216,56216,CALLE,CALLE ACORAMA, ,Asfalto,372619.794994,3146875.625,-16.3008217617,28.4421833035,32.8606890204
2033.0,383856255,56255,CALLE,CALLE CISNE, ,Tierra,370051.966666,3146542.58021,-16.3270022419,28.4389213791,131.720453623
2034.0,383856305,56305,CALLE,CALLE BILMA, ,Asfalto,372079.30754,3145274.97851,-16.30616268,28.4276856047,146.855479689
2035.0,383856313,56313,CALLE,CALLE ITIBABA, ,Tierra,372587.590002,3146855.375,-16.3011483367,28.4419974163,40.5538784209
2036.0,383856352,56352,CALLE,CALLE EL REQUINTO, ,Asfalto,372164.77851,3147288.44319,-16.3055134334,28.4458644359,150.927072589
2037.0,383856402,56402,CALLE,CALLE CHINAMADA, ,Asfalto,372046.769444,3145229.04969,-16.306489752,28.4272679058,232.596636566
2038.0,383856417,56417,CALLE,CALLE TAFURIASTE, ,Tierra,372581.27929,3146663.46529,-16.3011915726,28.4402649344,55.5285655712
2039.0,383856456,56456,CALLE,CALLE PESTIÑO, ,Asfalto,372206.795676,3146210.70372,-16.3049654425,28.4361429186,197.087234232
2040.0,383856464,56464,PNTE,PUENTE GUTIERREZ MELLADO, ,Asfalto,377208.805672,3149364.00517,-16.2542326558,28.465079504,34.6810360264
2041.0,383856472,56472,CALLE,CALLE SUBIDA AL MAYORAZGO, ,Asfalto,374232.372056,3147172.70856,-16.2844209746,28.4449992855,1318.23927085
2042.0,383856487,56487,CALLE,CALLE DACIL VILAR BORGES, ,Asfalto,374239.100242,3148403.07268,-16.2844585956,28.4561257395,404.512379816
2043.0,383856504,56504,PSAJE,PASAJE LAS CHACARAS, ,Tierra,369348.068532,3145278.13753,-16.334030904,28.4274467923,63.8476325893
2044.0,383856506,56506,CALLE,CALLE CHIRCHE, ,Asfalto,372010.431795,3145220.35214,-16.3068597488,28.4271859193,243.492461372
2045.0,383856514,56514,CMNO,CAMINO NIVARIA, ,Asfalto,372085.827989,3147053.64351,-16.3062926213,28.4437373036,226.540834332
2046.0,383856553,56553,CALLE,CALLE EL LEBRILLO, ,Asfalto,372218.217125,3147086.1206,-16.3049447691,28.444044325,133.127282791
2047.0,383856561,56561,CALLE,CALLE DOCTOR MIGUEL LOPEZ GONZALEZ, ,Asfalto,377246.308238,3149459.94398,-16.2538599104,28.4659487805,84.4174207277
2048.0,383856584,56584,CALLE,CALLE DOCTOR RAFAEL FOLCH YOU, ,Peatonal,383059.295941,3154068.90153,-16.1949626588,28.5080777126,299.349341762
2049.0,383856603,56603,CALLE,CALLE CHIRAMA, ,Asfalto,371965.479983,3145292.67767,-16.3073265046,28.4278328679,401.499170618
2050.0,383856707,56707,CALLE,CALLE AHOREN, ,Asfalto,371925.418583,3145329.14919,-16.3077396836,28.4281594784,285.070690327
2051.0,383856715,56715,CALLE,CALLE CORINTO, ,Asfalto,373727.724995,3147766.775,-16.2896073779,28.4503330711,86.194545922
2052.0,383856777,56777,CALLE,CALLE TIJOCO, ,Asfalto,375198.247791,3148783.28059,-16.2747090821,28.4596688151,187.034854866
2053.0,383856804,56804,CALLE,CALLE ATAMAN,CUEVAS BLANCAS 1,Asfalto,371876.867687,3145441.27034,-16.3082477735,28.4291666193,591.97516393
2054.0,383856904,56904,SENDA,SENDA POLEO, ,Asfalto,372079.179917,3145068.73234,-16.3061437913,28.4258105303,91.8219000675
2055.0,383856916,56916,CALLE,CALLE MACARENA, ,Peatonal,373715.698771,3147175.78548,-16.2896648641,28.4449992238,53.4760348274
2056.0,383856924,56924,CALLE,CALLE BARTOLOME BELZA, ,Asfalto,383293.536889,3153695.28548,-16.1925318562,28.5047278219,153.020492771
2057.0,383856986,56986,CALLE,CALLE TALLA, ,Asfalto,373937.409151,3147167.61389,-16.287400842,28.4449462675,29.7236966271
2058.0,383857003,57003,SENDA,SENDA ENELDO, ,Asfalto,372051.540828,3145056.73275,-16.3064216045,28.4257152075,121.218989887
2059.0,383857011,57011,CALLE,CALLE BUEN PASTOR, ,Asfalto,373712.749877,3147233.15164,-16.2897013703,28.4455165421,79.8968561804
2060.0,383857073,57073,CALLE,CALLE TRANSVERSAL PRUDENCIO TADEO, ,Peatonal,372573.544994,3146704.02999,-16.301275019,28.4406302505,57.9962859808
2061.0,383857107,57107,SENDA,SENDA ARTEMISA, ,Asfalto,372021.965007,3145070.91561,-16.3067257389,28.4258390431,55.2108899774
2062.0,383857204,57204,SENDA,SENDA LAVANDA, ,Asfalto,371996.909823,3145073.4051,-16.3069813055,28.4258581291,44.4577548742
2063.0,383857227,57227,CALLE,CALLE PABLO PICASSO, ,Asfalto,376203.949383,3148856.94787,-16.2644374662,28.4604106033,139.812671222
2064.0,383857282,57282,CALLE,CALLE ACORAN,118 y 119,Asfalto,372342.220108,3144232.83602,-16.3034734403,28.418328249,579.334289737
2065.0,383857301,57301,SENDA,SENDA MELISA, ,Asfalto,371977.276164,3145079.98142,-16.3071913464,28.4259244814,77.8245807512
2066.0,383857324,57324,CALLE,CALLE PINTOR MARTIN GONZALEZ, ,Asfalto,376183.692257,3148949.13648,-16.2646568644,28.4612386619,167.675458814
2067.0,383857363,57363,CLLON,CALLEJON SEÑOR DE LAS TRIBULACIONES, ,Asfalto,377674.573799,3150328.66073,-16.2495783901,28.4738290445,47.6492434358
2068.0,383857386,57386,CALLE,CALLE MISTRAL,SEGUNDA SANTA MARIA DEL MAR,Asfalto,372149.549538,3144979.72689,-16.3054087371,28.4250518979,139.515858534
2069.0,383857405,57405,SENDA,SENDA MENTA, ,Asfalto,371933.310749,3145116.81306,-16.3076355505,28.4262439645,47.4414344221
2070.0,383857421,57421,CALLE,CALLE PEDRO GUEZALA, ,Asfalto,376155.415201,3148923.44023,-16.2649428628,28.4610040826,77.0457745469
2071.0,383857436,57436,PASEO,PASEO MILICIAS DE GARACHICO, ,Peatonal,377784.318135,3149719.49791,-16.2483902265,28.4683413705,96.0346183604
2072.0,383857475,57475,CALLE,CALLE VIOLETA, ,Asfalto,371223.366261,3147226.95028,-16.3151173129,28.4452188616,316.251722355
2073.0,383857483,57483,CALLE,CALLE TRANSVERSAL SAN BERNARDINO, ,Peatonal,371244.49104,3146164.11922,-16.3147841103,28.4356274875,112.033199178
2074.0,383857502,57502,SENDA,SENDA OREGANO, ,Asfalto,371910.628973,3145107.96804,-16.3078661139,28.4261619194,51.162019365
2075.0,383857525,57525,PSAJE,PASAJE ARAUCARIA, ,Tierra,377419.502937,3150535.10452,-16.2522054334,28.4756676252,52.7889531802
2076.0,383857564,57564,CALLE,CALLE PROLONGACION RAMON Y CAJAL, ,Asfalto,377299.989468,3149403.38999,-16.2533069649,28.465443862,359.60280224
2077.0,383857606,57606,SENDA,SENDA SALVIA, ,Asfalto,371962.334885,3145043.24852,-16.3073294938,28.425579075,113.101802952
2078.0,383857622,57622,CALLE,CALLE GALDAR,"CALLE PROFESOR PERAZA DE AYALA, TRANSVERSAL",Asfalto,378179.906291,3151111.04237,-16.2445002468,28.4809368673,107.305326064
2079.0,383857703,57703,SENDA,SENDA MEJORANA, ,Asfalto,371932.742325,3145051.4241,-16.3076344989,28.4256543702,75.9246937924
2080.0,383857726,57726,CALLE,CALLE LOS HUARACHEROS, ,Asfalto,375472.267866,3149035.00366,-16.2719310189,28.4619459242,165.569983938
2081.0,383857765,57765,CALLE,CALLE MALAQUITA, ,Asfalto,377239.849278,3149287.02652,-16.2539321599,28.4643880293,141.981587902
2082.0,383857807,57807,SENDA,SENDA TORONJIL, ,Asfalto,372026.287249,3145016.19916,-16.3066752358,28.4253451879,57.8872400957
2083.0,383857846,57846,CALLE,CALLE PROLONGACION ALBENIZ, ,Asfalto,375520.155693,3149117.62566,-16.271451799,28.4626968054,69.4891958641
2084.0,383857862,57862,CALLE,CALLE SAN BORONDON, ,Asfalto,372712.353749,3147083.86392,-16.2998989548,28.4440729159,140.871700853
2085.0,383857877,57877,CALLE,CALLE DECANO CONSULAR JESUS RAMOS GONZALEZ, ,Asfalto,372811.91089,3144658.84785,-16.2987484179,28.4220451293,918.024162144
2086.0,383857904,57904,SENDA,SENDA TOMILLO, ,Asfalto,372001.961112,3145018.37775,-16.3069228484,28.4253638378,66.8409308314
2087.0,383857974,57974,CALLE,CALLE SAN MIGUEL (TINCER), ,Asfalto,372334.402202,3146794.41034,-16.3037263884,28.4414226563,73.891353331
2088.0,383858006,58006,SENDA,SENDA REINA LUISA, ,Asfalto,371985.357306,3145019.66791,-16.3070929741,28.4253731143,63.7230329809
2089.0,383858142,58142,CALLE,CALLE MANZANO, ,Tierra,369718.028264,3147260.82984,-16.3304851775,28.4453782782,198.233879824
2090.0,383858207,58207,CALLE,CALLE TANO,CALLE A LOS ALISIOS,Asfalto,372052.245452,3145198.36995,-16.3064304572,28.4269916218,301.423818945
2091.0,383858246,58246,CALLE,CALLE EL ZURRON, ,Asfalto,369632.599451,3147279.37583,-16.3313663072,28.4455318964,87.4266003678
2092.0,383858277,58277,LUGAR,LUGAR CANTERA LA JURADA, ,Tierra,379237.333869,3152142.80114,-16.2337873914,28.4903655181,239.399682635
2093.0,383858327,58327,CALLE,CALLE ANTONIO DE LARA Y ZARATE, ,Asfalto,377400.793508,3150022.42502,-16.2523433927,28.4710388598,107.530884742
2094.0,383858343,58343,CALLE,CALLE FRANGOLLO, ,Tierra,369881.314299,3147558.06006,-16.328858093,28.4480721284,185.932283827
2095.0,383858374,58374,CALLE,CALLE EL ESCALDON, ,Asfalto,369583.629137,3146918.72621,-16.331829422,28.442266746,155.520279043
2096.0,383858401,58401,CALLE,CALLE CHACERQUEN, ,Asfalto,372045.484946,3145345.68496,-16.3065158977,28.4283203765,316.867008612
2097.0,383858447,58447,CALLE,CALLE NISPERO, ,Asfalto,369777.199098,3147863.00385,-16.3299558886,28.4508126635,254.554164053
2098.0,383858471,58471,CALLE,CALLE EL MOJO, ,Tierra,369164.690552,3145066.72758,-16.3358924578,28.4255173702,118.021225524
2099.0,383858505,58505,CALLE,CALLE EL VIENTO, ,Asfalto,371834.096841,3145478.73321,-16.3086885138,28.4295001015,156.293438973
2100.0,383858521,58521,CALLE,CALLE SANTA LUCIA, ,Asfalto,383199.034643,3153789.70037,-16.1935013744,28.5055638629,107.924115147
2101.0,383858544,58544,CALLE,CALLE EL TIMPLE, ,Asfalto,372213.368009,3147417.73572,-16.3050319944,28.4470360764,195.058941189
2102.0,383858575,58575,CALLE,CALLE NANINO DIAZ CUTILLAS, ,Asfalto,373043.848631,3144716.65859,-16.2962605948,28.4227272349,363.292744119
2103.0,383858602,58602,CALLE,CALLE TRAMONTANA, ,Asfalto,371798.691555,3145475.98452,-16.3090496821,28.4294720453,233.298212455
2104.0,383858625,58625,CALLE,CALLE CHARCO DE LA CASONA, ,Asfalto,377722.091782,3149254.29048,-16.2489791482,28.4641376892,84.1217768059
2105.0,383858641,58641,CALLE,CALLE LA ISA, ,Asfalto,371549.600312,3146850.90357,-16.3117451418,28.4418549468,97.8656199831
2106.0,383859242,59242,CALLE,CALLE EL JUSTILLO,116,Asfalto,371115.626816,3146884.3639,-16.3161801467,28.4421145316,102.462089329
2107.0,383859307,59307,CALLE,CALLE TABOBO,"SIMON RUEDA, TRANSVERSAL 2",Asfalto,371410.886213,3146975.88582,-16.3131754826,28.4429698586,292.308543463
2108.0,383859346,59346,CALLE,CALLE IBIS, ,Asfalto,371016.32,3146684.25001,-16.3171717136,28.4402987933,48.102394996
2109.0,383859404,59404,CALLE,CALLE TAMARINDO, ,Asfalto,370840.974992,3146843.50001,-16.3189797631,28.4417185761,58.6306312775
2110.0,383859474,59474,CTRA,CARRETERA GENERAL DE GENETO, ,Asfalto,370956.508241,3147374.38154,-16.3178760427,28.4465553502,1127.33095113
2111.0,383859501,59501,CALLE,CALLE CONDOR, ,Asfalto,371391.862625,3146788.68567,-16.3133491699,28.4412783124,61.9550136766
2112.0,383859524,59524,CALLE,CALLE JACARANDA, ,Asfalto,369689.466522,3146895.33889,-16.3307431517,28.4420709354,118.497780886
2113.0,383859563,59563,CALLE,CALLE MARIA ROSA ALONSO RODRIGUEZ,NOVENTA Y SEIS,Asfalto,374993.904424,3149312.8703,-16.2768467429,28.4644079601,60.9478441468
2114.0,383859605,59605,CALLE,CALLE NOGAL, ,Asfalto,370732.349241,3147434.74547,-16.3201555012,28.4470428336,78.0753414942
2115.0,383859644,59644,CALLE,CALLE PLATANERA, ,Tierra,370163.081565,3147104.47041,-16.3259286624,28.4440056974,131.002254709
2116.0,383859741,59741,CALLE,CALLE EL GOFIO, ,Asfalto,371082.89477,3144920.70329,-16.3162950256,28.4243905337,190.125827942
2117.0,383859806,59806,CALLE,CALLE GUIRRE, ,Tierra,370970.206827,3146507.85625,-16.3176227883,28.4387023993,43.504387107
2118.0,383859845,59845,CALLE,CALLE EL SALMOREJO, ,Tierra,369200.621467,3145014.56477,-16.3355196518,28.4250512868,57.7397254688
2119.0,383859942,59942,CALLE,CALLE LA GUITARRA, ,Tierra,369508.239743,3145702.10549,-16.3324550505,28.431286064,71.4005553677
2120.0,383890012,90012,CALLE,CALLE ANEMONA, ,Asfalto,368790.194644,3145402.58516,-16.3397595543,28.4285135923,834.520278982
2121.0,383890913,90913,CALLE,CALLE ALASKA, ,Peatonal,383117.353626,3153779.7307,-16.1943401549,28.505473246,28.6254132647
2122.0,383895261,95261,PLAYA,PLAYA LAS TERESITAS, ,Asfalto,383762.908953,3154135.94784,-16.1877347787,28.5087841336,2119.2997632
2123.0,383895767,95767,CALLE,CALLE JOSE BENIGNO RAMOS, ,Asfalto,383341.189021,3153668.22498,-16.1920427885,28.5044879763,100.916307249
2124.0,383899057,99057,CTRA,CARRETERA AUTOPISTA DEL SUR, ,Asfalto,375852.415313,3148396.15616,-16.2679615558,28.4562270878,13554.381406
2125.0,383899193,99193,CALLE,CALLE LOS CORALES, ,Peatonal,376341.827825,3148716.73738,-16.2630170564,28.4591563845,75.2068055589
2126.0,383899227,99227,PSAJE,PASAJE HENRY DUNANT, ,Hormigón,376367.977095,3150282.27831,-16.2629164348,28.4732786609,108.832665093
2127.0,383899243,99243,PSAJE,PASAJE SANTA TERESA DE AVILA, ,Asfalto,374339.970583,3148892.66471,-16.2834673086,28.4605523948,105.102137882
2128.0,383899324,99324,SVTIA,SERVENTIA MOLERIO, ,Peatonal,374652.525871,3148495.64859,-16.280241977,28.4569991918,43.9435799372
2129.0,383881906,81906,CALLE,CALLE ADALBERTO BENITEZ TOGORES, ,Asfalto,376898.827546,3150379.74806,-16.2574978971,28.4742293403,597.206954214
2130.0,383881914,81914,CALLE,CALLE ALEJANDRO CIORANESCU, ,Asfalto,377789.799991,3150621.125,-16.2484327004,28.4764790673,191.547134712
2131.0,383881937,81937,CALLE,CALLE ANTONIO CARBALLO COTANDA, ,Asfalto,374577.103568,3149074.75001,-16.2810741708,28.4622145983,137.118545515
2132.0,383881945,10695,CTRA,CARRETERA AUTOPISTA TF-5 SANTA CRUZ LAGUNA S, ,Asfalto,373590.405304,3147859.37506,-16.2910229772,28.4511342582,3634.43067391
2133.0,383882217,82217,CALLE,CALLE ANTONIO MACHADO, ,Asfalto,375932.290513,3148901.42403,-16.2672228475,28.4607814187,173.859342168
2134.0,383882225,82225,PSAJE,PASAJE LAS PIEDRAS, ,Peatonal,377482.890745,3150496.1702,-16.2515472534,28.4753222228,85.2323736036
2135.0,383882272,82272,CALLE,CALLE JADE, ,Asfalto,373928.477399,3148163.2763,-16.2875808054,28.4539240081,115.192463713
2136.0,383882353,82353,CALLE,CALLE CHASNA, ,Asfalto,373935.756308,3147741.59825,-16.2874708262,28.4501224805,70.2168850184
2137.0,383882411,82411,CALLE,CALLE JUAN DE LA CIERVA, ,Peatonal,380042.685001,3152911.48501,-16.2256615353,28.4973579201,31.9048987292
2138.0,383882425,82425,PSAJE,PASAJE JUAN XXIII, ,Asfalto,374086.017755,3147696.46967,-16.2859451782,28.4497301389,84.412426263
2139.0,383882434,82434,CALLE,CALLE LA TOSCA, ,Tierra,372628.151922,3146889.92294,-16.3007387871,28.4423136652,89.2069023295
2140.0,383882481,82481,CALLE,CALLE MORSE, ,Peatonal,380051.269163,3152930.15485,-16.2255889942,28.4975415516,103.752234681
2141.0,383882507,82507,CALLE,CALLE RAMON BAUDET GRANDY, ,Asfalto,377059.096412,3150629.2586,-16.2559038807,28.4764800957,224.328647565
2142.0,383882515,82515,CALLE,CALLE RUBEN MARICHAL LOPEZ, ,Asfalto,376851.674985,3151204.23077,-16.2581977333,28.4817488327,2167.83246469
2143.0,383882531,82531,CTRA,CARRETERA AUTOVIA SAN ANDRES, ,Asfalto,381093.999786,3152632.65738,-16.2149300005,28.494931627,5041.55998287
2144.0,383882577,82577,CALLE,CALLE TIMANFAYA, ,Asfalto,375240.009583,3149036.48295,-16.2743021847,28.4619359948,167.451881602
2145.0,383882682,82682,CALLE,CALLE ICARO, ,Peatonal,379909.11925,3152705.22272,-16.2270158286,28.4954837273,41.3637461079
2146.0,383882786,82786,CALLE,CALLE CARLOS DARWIN, ,Peatonal,380054.849039,3153002.30722,-16.2255465095,28.4981787247,42.3632377297
2147.0,383882794,82794,CALLE,CALLE GALILEO, ,Peatonal,380029.517069,3152962.9953,-16.225801665,28.4978210405,71.160825107
2148.0,383882805,82805,CALLE,CALLE ISAAC NEWTON, ,Peatonal,380072.701835,3152959.48203,-16.2253602704,28.4977938543,69.3918682969
2149.0,383882821,82821,CALLE,CALLE JUAN KEPLER, ,Peatonal,380058.985922,3152986.03618,-16.2255027549,28.4980322115,45.4108792056
2150.0,383882836,82836,CALLE,CALLE LUMIERE, ,Peatonal,380035.963591,3152948.93857,-16.2257342989,28.4976947278,45.430516662
2151.0,383882844,82844,CALLE,CALLE MARCONI, ,Peatonal,380019.167181,3152966.92008,-16.2259078935,28.4978553815,76.6517528173
2152.0,383882867,82867,CALLE,CALLE TOMAS EDISON, ,Peatonal,380076.937341,3152974.7363,-16.2253168058,28.4979319324,71.7539809928
2153.0,383811109,11109,PASEO,PASEO LA ASOMADITA, ,Peatonal,370903.069245,3146909.73272,-16.3183531818,28.4423224133,72.4813869925
2154.0,383810732,10732,CALLE,CALLE AYOZE,PARALELA A CALLE CATAIXA,Asfalto,372138.209168,3144336.03203,-16.3054456178,28.4192417603,970.467868787
2155.0,383810690,10690,CALLE,CALLE ZEBENZAYAS,TRANSVERSAL 2 A CALLE MAYANTIGO,Asfalto,372446.908494,3144181.45924,-16.3022917014,28.4178513706,169.327934626
2156.0,383810679,10679,CALLE,CALLE DORAMAS,TRANSVERSAL 1 A CALLE MAYANTIGO,Asfalto,372530.9561,3144169.41892,-16.3014452047,28.4177279098,181.24058562
2157.0,383810669,10669,CALLE,CALLE PELINOR,TRANSVERSAL A CALLE MAYANTIGO,Asfalto,372435.070941,3144010.44864,-16.3023835456,28.4163114922,388.974937214
2158.0,383810647,10647,CALLE,CALLE LA ABEJERA,TRANSVERSAL SANTA CRUZ CALIFORNIA,Asfalto,375695.519997,3148455.25295,-16.2695887739,28.4567351876,80.107917592
2159.0,383811098,11098,CALLE,CALLE LOS NARDOS,"RAMOS, PARALELA",Asfalto-Tierra,372244.137249,3146415.01014,-16.3046062042,28.4379898274,121.155395637
2160.0,383810612,10612,CALLE,CALLE VIA 8, ,Asfalto,373935.426931,3148129.53947,-16.2875262384,28.4536268929,57.8799978716
2161.0,383810601,10601,CALLE,CALLE VIA 7, ,Asfalto,373899.793539,3148070.92162,-16.2878836835,28.4530944575,76.8180866906
2162.0,383810799,10799,PASEO,PASEO LAS RETAMAS, ,Peatonal,373897.270514,3147883.93202,-16.2878921588,28.451402147,130.669125064
2163.0,383811097,11097,CALLE,CALLE PEDRO MODESTO CAMPOS,CALLE LOS LLANOS SIETE,Asfalto,376961.517825,3148440.6728,-16.2566575924,28.4567276926,257.816148528
2164.0,383811086,11086,CALLE,CALLE LOS  LLANOS SEIS,LLANOS SEIS (LOS),Asfalto,377046.526388,3148397.93354,-16.2557871027,28.4563453832,246.882222007
2165.0,383811074,11074,CALLE,CALLE CELIA CRUZ,LLANOS CINCO (LOS),Asfalto,377134.526422,3148360.87635,-16.2548840718,28.4560202586,247.014837068
2166.0,383811120,11120,CALLE,CALLE PEDRO MAFFIOTTE AROCHA,LLANOS CUATRO (LOS),Asfalto,377196.596353,3148398.7803,-16.254254342,28.4563671766,154.406220751
2167.0,383811119,11119,CALLE,CALLE UNION ARTISTICA EL CABO,LLANOS NUEVE (LOS),Asfalto,376929.658845,3148377.4227,-16.2569776686,28.4561497014,199.192263913
2168.0,383811108,11108,CALLE,CALLE MIGUEL MAFFIOTTE MILLER,LLANOS OCHO (LOS),Asfalto,376926.650464,3148514.85868,-16.2570225562,28.4573895237,87.53500205
2169.0,383810744,10744,CALLE,CALLE TAMARAN,"CALLE CHAXIRAXI, TRANSVERSAL",Asfalto,372163.241555,3145113.01166,-16.3052872138,28.4262322511,100.4035912
2170.0,383811153,11153,CALLE,CALLE EL CEREZO,"AUTODATE, TRANSVERSAL 2",Asfalto,370499.550668,3145641.30724,-16.3223305802,28.4308357535,230.164610223
2171.0,383811143,11143,CALLE,CALLE LA YEDRA,"AUTODATE, TRANSVERSAL 1",Asfalto,370558.320272,3145527.43403,-16.3217179975,28.4298139861,29.1568601011
2172.0,383810889,10889,CALLE,CALLE GUARAPO, ,Asfalto,371726.88212,3145989.57318,-16.3098409818,28.4340990324,234.553008113
2173.0,383811041,11041,CALLE,CALLE JULIO HARDISSON PIZARROSO,LOS LLANOS UNO,Asfalto,377200.364917,3148578.72543,-16.2542305553,28.4579902701,252.191658074
2174.0,383811053,11053,CALLE,CALLE ALFONSO SORIANO BENITEZ DE LUGO,LLANOS DOS,Asfalto,377070.520978,3148582.87073,-16.2555616897,28.458016863,113.084295664
2175.0,383811063,11063,CALLE,CALLE VICENTE ALVAREZ-PEDREIRA,LLANOS TRES (LOS),Asfalto,377283.712328,3148441.22089,-16.2533684803,28.4567609598,151.013474892
2176.0,383840376,40376,CALLE,"CALLE PISTA MILITAR, (SAN ANDRES)", ,Tierra,382855.572237,3153906.70001,-16.1969479414,28.5065696138,699.892256409
2177.0,383856536,56536,CALLE,CALLE SEGUNDA TRANSVERSAL SUBIDA AL MAYORAZGO, ,Asfalto,374116.310707,3147136.22837,-16.2855707819,28.4446803005,84.1948425768
2178.0,383856673,56673,CALLE,CALLE PRIMERA TRANSVERSAL SUBIDA AL MAYORAZGO, ,Tierra,374334.012102,3147296.09546,-16.2833635803,28.4461422503,76.0481328703
2179.0,383810539,10539,CMNO,CAMINO VENTOSO, ,Tierra,377787.777921,3150816.73276,-16.2484522714,28.4782192933,401.093915404
2180.0,383810166,10166,CALLE,CALLE VILLA ARRIBA, ,Tierra,383120.278029,3153863.70261,-16.1943193421,28.5062322824,33.7697971499
2181.0,383850877,50877,CALLE,CALLE EL CARDON,"CAMINO EL CARDON, (PRIVADO)",Asfalto,370766.817872,3146362.81041,-16.319715601,28.4373650818,214.492763882
2182.0,383810462,10462,CALLE,CALLE 117, ,Asfalto,370597.431024,3146912.56905,-16.3214740535,28.4423177525,109.154654781
2183.0,383810264,10264,CALLE,CALLE VIOLETA DEL TEIDE, ,Hormigón,370202.806063,3146543.03813,-16.3254615519,28.4389438122,73.1352536895
2184.0,383813129,13129,VIA,VIA TINGLADOS MUELLE RIBERA, ,Asfalto,378018.209481,3150247.09186,-16.2460589686,28.473129083,473.702478908
2185.0,383813130,13130,VIA,VIA ENLACE MUELLE RIBERA, ,Asfalto,378087.119035,3150480.21489,-16.2453810072,28.4752351838,146.017089915
2186.0,383813123,13123,LUGAR,LUGAR MUELLE ENLACE, ,Asfalto,378175.129743,3149720.74143,-16.2444423284,28.4684201696,583.786167872
2187.0,383813132,13132,LUGAR,LUGAR DIQUE DEL ESTE, ,Hormigón,380338.497259,3151625.94141,-16.2226382996,28.4856890004,1317.80676204
2188.0,383811209,11209,CALLE,CALLE NAPOLES,"MILAN, PARALELA SEGUNDA",Peatonal,379894.412803,3152469.68633,-16.2271301615,28.4933568385,159.363527575
2189.0,G. SANABR,13200,PASEO,PASEO FRANCISCO BORGES SALAS, ,Peatonal,377257.480578,3150043.30726,-16.2538079556,28.4712144396,149.27779847
2190.0,G. SANABR,13201,PASEO,PASEO JUAN MARICHAL, ,Peatonal,377327.693325,3150121.25499,-16.2530993635,28.4719246179,84.1842204043
2191.0,G. SANABR,13202,PASEO,PASEO BLASCO ROBLES, ,Peatonal,377284.950561,3150241.88199,-16.2535484069,28.4730101805,179.882739435
2192.0,G. SANABR,13203,PASEO,PASEO MANUEL BONNIN GUERIN, ,Peatonal,377231.091958,3150190.66017,-16.2540931532,28.4725418296,91.4667409194
2193.0,G. SANABR,13204,PASEO,PASEO DOMINGO PEREZ MINIK, ,Peatonal,377174.49398,3150158.19126,-16.2546672841,28.4722433942,163.238376902
2194.0,G. SANABR,13205,PASEO,PASEO AGUSTIN LEON VILLAVERDE, ,Peatonal,377204.989626,3150095.77489,-16.2543496203,28.471683078,107.717554441
2195.0,G. SANABR,13206,PASEO,PASEO ARISTIDES FERRER, ,Peatonal,377302.795158,3150166.95746,-16.2533593027,28.4723382396,56.3743332342
2196.0,G. SANABR,13207,PASEO,PASEO DOMINGO LOPEZ TORRES, ,Peatonal,377292.27155,3150081.17237,-16.2534577368,28.4715565901,104.303494506
2197.0,G. SANABR,13208,PASEO,PASEO FRANCISCO AGUILAR Y PAZ, ,Peatonal,377321.939912,3150189.97214,-16.253168746,28.4725555812,137.64011621
