FID,CODCALLE,TEXTO,GRUPO,CAPACIDAD,PTO_REC,UTM_X,UTM_Y,GRAD_X,GRAD_Y
222.0,44382,CALLE ZARAGOZA,2.0,800.0,R0285,375291.805756,3148846.11922,-16.2737535809,28.4602240056
223.0,44351,CALLE GUADARRANQUE,1.0,800.0,R0286,375337.296922,3148902.05342,-16.2732950843,28.4607331303
224.0,44351,CALLE GUADARRANQUE,3.0,800.0,R0287,375376.393207,3148876.30117,-16.2728930541,28.460504467
225.0,45772,CALLE LOS SAUCES,4.0,800.0,R0291,375256.516664,3148794.75668,-16.2741083869,28.459757112
226.0,45772,CALLE LOS SAUCES,5.0,800.0,R0292,375270.960001,3148751.53467,-16.2739562176,28.4593684386
227.0,44157,CALLE JOSE CROSA,1.0,800.0,R0293,375257.627592,3148607.67956,-16.2740767956,28.45806895
228.0,44157,CALLE JOSE CROSA,1.0,800.0,R0294,375257.770217,3148608.38453,-16.2740754155,28.4580753256
229.0,44111,CALLE FRANCISCO FERNANDEZ,2.0,800.0,R0296,375314.130188,3148427.51102,-16.2734803255,28.4564484298
230.0,30687,CALLE TENIENTE MARTIN BENCOMO,3.0,800.0,R0297,377216.181741,3150393.98964,-16.2542671076,28.4743753725
231.0,30687,CALLE TENIENTE MARTIN BENCOMO,1.0,800.0,R0298,377179.14,3150365.15,-16.2546423482,28.4741116192
232.0,82507,CALLE RAMON BAUDET GRANDY,2.0,800.0,R0299,377011.468335,3150598.06291,-16.2563796873,28.4761977291
233.0,82507,CALLE RAMON BAUDET GRANDY,1.0,800.0,R0301,377076.82,3150635.98,-16.2557162716,28.476546077
234.0,82507,CALLE RAMON BAUDET GRANDY,1.0,800.0,R0302,377076.69,3150636.43,-16.2557176474,28.4765501258
235.0,82507,CALLE RAMON BAUDET GRANDY,1.0,800.0,R0303,377117.33,3150663.65,-16.2553054777,28.476799605
236.0,82507,CALLE RAMON BAUDET GRANDY,1.0,800.0,R0304,377117.33,3150663.67,-16.2553054799,28.4767997855
237.0,10376,CALLE CABO ALVARO OJEDA BARRERA,1.0,800.0,R0306,376947.42,3150707.78,-16.257045563,28.4771818239
238.0,82515,CALLE RUBEN MARICHAL LOPEZ,1.0,800.0,R0307,376995.21,3150734.51,-16.2565603152,28.47742756
239.0,82515,CALLE RUBEN MARICHAL LOPEZ,1.0,800.0,R0308,376976.55,3150656.69,-16.2567425856,28.476723513
240.0,82515,CALLE RUBEN MARICHAL LOPEZ,1.0,800.0,R0309,377085.15,3150564.19,-16.2556235311,28.4758989944
241.0,82515,CALLE RUBEN MARICHAL LOPEZ,1.0,800.0,R0310,377085.15,3150564.19,-16.2556235311,28.4758989944
242.0,82515,CALLE RUBEN MARICHAL LOPEZ,1.0,800.0,R0311,377085.15,3150564.19,-16.2556235311,28.4758989944
243.0,82515,CALLE RUBEN MARICHAL LOPEZ,1.0,800.0,R0312,377142.28,3150556.83,-16.2550392554,28.4758379608
244.0,82515,CALLE RUBEN MARICHAL LOPEZ,1.0,800.0,R0313,377142.35,3150556.87,-16.2550385448,28.4758383283
245.0,10474,CALLE FRANCISCO GUERRERO CAZORLA,2.0,800.0,R0314,377225.12,3150586.44,-16.254196336,28.4761129825
246.0,10474,CALLE FRANCISCO GUERRERO CAZORLA,4.0,800.0,R0315,377213.93,3150486.07,-16.2542999225,28.4752061394
247.0,10370,CALLE DOCTOR ASIN GAVIN,2.0,2400.0,R0316,378005.44,3151232.46,-16.2462950437,28.4820162786
248.0,10392,CALLE VICTORIANO DARIAS MONTESINOS,1.0,2400.0,R0317,377807.612497,3151149.36,-16.2483068337,28.4812478047
249.0,10563,AVDA JOSE MARTI,1.0,800.0,R0319,378140.19,3151297.55,-16.2449255961,28.482616294
250.0,52957,CALLE ANDROMEDA,1.0,3200.0,R0320,378175.26,3151373.72,-16.2445754495,28.4833069713
251.0,40917,"CALLE PISTA MILITAR, (LA ALEGRIA)",1.0,3200.0,R0322,378243.64,3151445.04,-16.2438845503,28.4839569922
252.0,46914,CALLE CERES,1.0,3200.0,R0323,378073.950601,3151498.26268,-16.2456234285,28.4844214323
253.0,10392,CALLE VICTORIANO DARIAS MONTESINOS,1.0,2400.0,R0324,377862.20878,3151285.29809,-16.2477636133,28.4824796983
254.0,10392,CALLE VICTORIANO DARIAS MONTESINOS,1.0,2400.0,R0325,377864.397081,3151131.8633,-16.2477249841,28.4810952293
255.0,10392,CALLE VICTORIANO DARIAS MONTESINOS,1.0,2400.0,R0326,377874.525117,3151217.98745,-16.2476306732,28.4818734071
256.0,10381,CALLE DOCTOR JAIME CHAVEZ,1.0,3200.0,R0327,377911.518335,3150980.86913,-16.2472276802,28.479736996
257.0,44753,CALLE JOSE DE ZARATE Y PENICHET,1.0,800.0,R0329,378311.15,3150882.68,-16.2431355483,28.4788882656
258.0,10524,AVDA DE ANAGA,1.0,800.0,R0330,378375.39,3150941.52,-16.2424856345,28.4794252664
259.0,20565,CALLE LEPANTO,6.0,800.0,R0331,376792.75,3148744.1,-16.2584152754,28.4594459947
260.0,20565,CALLE LEPANTO,1.0,800.0,R0332,376867.03,3148763.45,-16.257658811,28.459627634
261.0,20526,CALLE GARCILASO DE LA VEGA,2.0,800.0,R0333,376856.63,3148797.35,-16.2577686359,28.4599325828
262.0,20445,CALLE CALDERON DE LA BARCA,1.0,800.0,R0334,376845.86,3148842.79,-16.2578834728,28.4603416394
263.0,21077,CALLE ANTONIO DE NEBRIJA,3.0,800.0,R0335,376881.940807,3149050.20251,-16.2575371782,28.4622168414
264.0,54956,CALLE SANTA TERESA DE AVILA,6.0,800.0,R0336,374330.06,3148940.43,-16.2835849976,28.4609827857
265.0,31501,CALLE ALBANIA,1.0,800.0,R0337,374328.49,3149146.59,-16.2836235118,28.4628431075
266.0,31806,CALLE TUNEZ,2.0,800.0,R0338,374319.83,3149200.47,-16.2837178241,28.4633285081
267.0,32303,CALLE LORENZO GARCIA DEL CASTILLO,4.0,800.0,R0339,375157.27,3149543.33,-16.2752029675,28.4665030716
268.0,31605,CALLE ASIRIA,1.0,800.0,R0340,374367.24,3149146.33,-16.2832277679,28.462844495
269.0,31555,CALLE ARABIA,2.0,800.0,R0341,374271.28,3149130.82,-16.2842060204,28.4626952778
270.0,32303,CALLE LORENZO GARCIA DEL CASTILLO,2.0,800.0,R0342,375213.219142,3149527.40168,-16.2746298673,28.4663646834
271.0,31571,CALLE ARGELIA,2.0,800.0,R0343,374230.8,3149144.96,-16.2846209452,28.4628189794
272.0,31725,CALLE LIBIA,3.0,800.0,R0344,374148.06,3149210.32,-16.2854730246,28.4634008319
273.0,32133,CALLE JOSE LUIS DE MIRANDA,4.0,800.0,R0345,374715.8,3149730.39,-16.2797317717,28.4681488336
274.0,31621,CALLE BERNA,2.0,800.0,R0346,374145.83,3149098.86,-16.2854836246,28.4623947565
275.0,31636,CALLE BERYL,2.0,800.0,R0348,374218.74749,3149085.80086,-16.2847375684,28.4622839407
276.0,31605,CALLE ASIRIA,1.0,800.0,R0349,374227.034222,3149048.5399,-16.2846488781,28.4619484818
277.0,45072,CALLE JOSE ANTONIO ESCUDER,2.0,800.0,R0351,374803.84,3149596.14,-16.2788180709,28.4669457622
278.0,32021,CALLE ARICO,2.0,800.0,R0352,374723.36,3149587.22,-16.2796389969,28.4668575339
279.0,31354,CALLE SUBIDA CUESTA PIEDRA,1.0,800.0,R0353,374577.05,3149631.23,-16.2811379659,28.467240632
280.0,51401,CALLE LAS CAÑADAS,3.0,800.0,R0354,374664.65,3149561.7,-16.2802357916,28.4666215882
281.0,31911,CALLE FRANCISCO PIZARRO,3.0,800.0,R0355,374905.016796,3149383.52653,-16.2777617262,28.4650367587
282.0,31911,CALLE FRANCISCO PIZARRO,3.0,800.0,R0356,374912.653065,3149360.6424,-16.2776812585,28.464830975
283.0,32864,CALLE MANUEL GARCIA CALVERAS,2.0,800.0,R0357,375052.576803,3149686.06108,-16.2762876151,28.4677811099
284.0,21963,CALLE GUIA DE ISORA,3.0,800.0,R0358,375239.71,3150007.39,-16.2744113129,28.470698843
285.0,21963,CALLE GUIA DE ISORA,2.0,800.0,R0359,375301.64,3150120.7,-16.2737911003,28.4717273273
286.0,22042,CALLE PUERTO DE LA CRUZ,3.0,800.0,R0360,375106.933405,3150057.7903,-16.2757727986,28.4711409628
287.0,22042,CALLE PUERTO DE LA CRUZ,3.0,800.0,R0361,375050.725259,3150061.1703,-16.2763472101,28.471166079
288.0,22193,CALLE BARTOLOME CIFRA,2.0,800.0,R0362,374887.28,3149921.95,-16.278001329,28.4698940195
289.0,22386,CALLE RIO TORMES,3.0,800.0,R0363,374721.22,3149962.2,-16.2797016289,28.4702413047
290.0,22467,CALLE RIO JUCAR,2.0,800.0,R0364,374881.75,3150059.85,-16.2780727836,28.4711379565
291.0,22467,CALLE RIO JUCAR,2.0,800.0,R0365,374930.05,3150087.24,-16.2775824777,28.4713897704
292.0,22057,CALLE RAFAEL CORTES,2.0,800.0,R0366,375266.23,3150232.08,-16.274164801,28.4727290808
293.0,22057,CALLE RAFAEL CORTES,2.0,800.0,R0367,375303.14,3150232.71,-16.2737879073,28.4727382976
294.0,22057,CALLE RAFAEL CORTES,1.0,800.0,R0368,375337.5,3150233.92,-16.2734371194,28.4727525038
295.0,54902,CMNO LA ERMITA,2.0,800.0,R0369,375687.6,3150100.49,-16.2698471421,28.4715818075
296.0,21804,CALLE JUNONIA,1.0,800.0,R0370,375584.03,3150192.08,-16.2709147859,28.4723984753
297.0,21576,CALLE ENRIQUE DE ANAGA,3.0,800.0,R0372,375593.69,3150115.09,-16.2708078129,28.4717046053
298.0,21576,CALLE ENRIQUE DE ANAGA,3.0,800.0,R0373,375624.05,3150085.76,-16.2704945818,28.4714428154
299.0,21576,CALLE ENRIQUE DE ANAGA,2.0,800.0,R0374,375669.21,3150043.65,-16.2700288222,28.4710671039
300.0,21576,CALLE ENRIQUE DE ANAGA,3.0,800.0,R0375,375683.87,3150028.69,-16.2698774872,28.4709334963
301.0,21642,CALLE PRINCESA DACIL,1.0,800.0,R0376,375709.78,3149997.07,-16.2696094606,28.4706506138
302.0,21545,CALLE BENAHOARE,3.0,800.0,R0377,375746.521,3149791.596,-16.2692120684,28.4687998258
303.0,21592,CALLE GUANCHE ZEBENZUI,4.0,800.0,R0378,375610.648323,3149721.22165,-16.2705920886,28.468151779
304.0,31795,CALLE SOR MARIA DE JESUS,1.0,800.0,R0379,374288.111695,3149298.75969,-16.2840524562,28.4642124571
305.0,31795,CALLE SOR MARIA DE JESUS,1.0,800.0,R0380,374356.768771,3149352.41123,-16.2833571703,28.464703248
306.0,31683,CALLE IRENE,1.0,800.0,R0381,374385.65,3149321.3,-16.2830588381,28.46442527
307.0,31516,CALLE LOS ANGELES,3.0,800.0,R0382,374338.26,3149280.72,-16.2835383672,28.4640544933
308.0,83082,CTRA SANTA CRUZ LAGUNA,2.0,800.0,R0383,374412.79,3149278.55,-16.2827770205,28.4640420906
309.0,31644,CALLE BIBIANA,1.0,800.0,R0384,374079.72,3149101.26,-16.2861589996,28.4624100331
310.0,31644,CALLE BIBIANA,1.0,800.0,R0385,374030.71,3149010.65,-16.2866495833,28.4615875986
311.0,31621,CALLE BERNA,2.0,800.0,R0386,374121.21,3149037.35,-16.2857283243,28.461837289
312.0,31555,CALLE ARABIA,2.0,800.0,R0387,374181.63816,3149063.71297,-16.2851141157,28.4620810307
313.0,83082,CTRA SANTA CRUZ LAGUNA,4.0,800.0,R0388,374519.6,3148800.98,-16.281634263,28.459742581
314.0,83082,CTRA SANTA CRUZ LAGUNA,2.0,800.0,R0389,374700.25,3149050.32,-16.2798166229,28.4620101003
315.0,22347,CALLE GARACHICO,2.0,800.0,R0390,374949.33,3150148.9,-16.2773922679,28.471948066
316.0,22042,CALLE PUERTO DE LA CRUZ,5.0,800.0,R0391,375260.254129,3150066.95047,-16.2742079496,28.4712383085
317.0,22347,CALLE GARACHICO,2.0,800.0,R0392,374915.85,3150152.81,-16.2777346208,28.4719801392
318.0,22347,CALLE GARACHICO,2.0,800.0,R0395,374876.45,3150146.84,-16.2781363611,28.4719224821
319.0,22405,CALLE ADEJE,1.0,800.0,R0397,374854.91,3150171.57,-16.278359034,28.4721435882
320.0,22405,CALLE ADEJE,2.0,800.0,R0398,374861.38,3150190.51,-16.2782950141,28.4723151318
321.0,22405,CALLE ADEJE,1.0,800.0,R0399,374875.88,3150244.92,-16.2781528372,28.4728075424
322.0,22405,CALLE ADEJE,1.0,800.0,R0400,374874.83,3150245.54,-16.2781636282,28.4728130367
323.0,22405,CALLE ADEJE,1.0,800.0,R0401,374874.83,3150245.54,-16.2781636282,28.4728130367
324.0,22405,CALLE ADEJE,1.0,800.0,R0402,374882.21,3150273.6,-16.2780913044,28.4730669703
325.0,22405,CALLE ADEJE,1.0,800.0,R0403,374882.19,3150273.56,-16.2780915043,28.4730666074
326.0,54665,CALLE TOMAS CRUZ GARCIA,1.0,800.0,R0404,374851.98,3150323.02,-16.2784054138,28.4735100549
327.0,54665,CALLE TOMAS CRUZ GARCIA,1.0,800.0,R0405,374851.91,3150322.97,-16.2784061233,28.473509597
328.0,54665,CALLE TOMAS CRUZ GARCIA,1.0,800.0,R0406,374836.54,3150281.08,-16.2785585458,28.4731300884
329.0,22622,CALLE PEDRO BERNARDO FORSTALL,1.0,800.0,R0407,374924.45,3150367.87,-16.2776701439,28.4739217561
330.0,22622,CALLE PEDRO BERNARDO FORSTALL,1.0,800.0,R0408,374924.45,3150367.87,-16.2776701439,28.4739217561
331.0,22517,CALLE TACORONTE,1.0,800.0,R0409,374950.91,3150378.29,-16.2774010365,28.4740183294
332.0,22517,CALLE TACORONTE,1.0,800.0,R0410,374957.28,3150333.43,-16.2773311086,28.4736141051
333.0,22517,CALLE TACORONTE,3.0,800.0,R0411,374961.095826,3150274.96417,-16.27728579,28.4730868509
334.0,22517,CALLE TACORONTE,4.0,800.0,R0412,374976.185416,3150209.59463,-16.2771245839,28.4724983761
335.0,83082,CTRA SANTA CRUZ LAGUNA,3.0,800.0,R0415,374420.2,3149376.84,-16.2827120607,28.4649298138
336.0,31644,CALLE BIBIANA,1.0,800.0,R0416,374068.15,3149067.51,-16.2862734638,28.4621043422
337.0,44977,CALLE SAHARA,1.0,800.0,R0417,374102.57,3149089.19,-16.2859243376,28.4623033147
338.0,21545,CALLE BENAHOARE,3.0,800.0,R0420,375720.68,3149817.77,-16.269478797,28.4690335687
339.0,20526,CALLE GARCILASO DE LA VEGA,2.0,800.0,R0421,376856.017093,3148828.13917,-16.2577781845,28.460210382
340.0,31795,CALLE SOR MARIA DE JESUS,1.0,800.0,R0424,374250.041851,3149266.92523,-16.2844377568,28.4639214991
341.0,31795,CALLE SOR MARIA DE JESUS,1.0,800.0,R0425,374321.258771,3149323.8683,-16.2837166921,28.4644422428
342.0,32864,CALLE MANUEL GARCIA CALVERAS,3.0,800.0,R0427,375065.69745,3149762.75103,-16.2761619368,28.4684744505
343.0,21963,CALLE GUIA DE ISORA,2.0,800.0,R0429,375260.689875,3150050.37197,-16.2742017041,28.4710887386
344.0,22386,CALLE RIO TORMES,1.0,800.0,R0431,374742.15,3150010.16,-16.2794930913,28.4706761269
345.0,31532,CALLE ANSELMO,1.0,800.0,R0432,374292.31,3149106.44,-16.2839886026,28.4624772901
346.0,32091,CALLE EMILIO SERRA RUS,3.0,800.0,R0433,374797.86,3149604.5,-16.2788800497,28.4670206322
347.0,31605,CALLE ASIRIA,2.0,800.0,R0434,374410.32,3149174.05,-16.2827908553,28.4630988015
348.0,54902,CMNO LA ERMITA,1.0,800.0,R0435,375718.22,3149906.89,-16.2695135349,28.4698375934
349.0,31354,CALLE SUBIDA CUESTA PIEDRA,1.0,800.0,R0436,374697.56,3149536.97,-16.2798970123,28.4664015775
350.0,31725,CALLE LIBIA,1.0,800.0,R0437,374192.35,3149155.63,-16.2850147617,28.4629115609
351.0,21576,CALLE ENRIQUE DE ANAGA,1.0,800.0,R0438,375562.12,3150150.0,-16.2711340061,28.4720166353
352.0,31354,CALLE SUBIDA CUESTA PIEDRA,2.0,800.0,R0439,374803.590794,3149476.9246,-16.2788076617,28.4658698879
353.0,31741,CALLE NIGERIA,2.0,800.0,R0442,374127.47,3149132.64,-16.2856748059,28.4626978288
354.0,83082,CTRA SANTA CRUZ LAGUNA,1.0,800.0,R0443,375043.149046,3149344.32537,-16.2763468338,28.4646962353
355.0,21642,CALLE PRINCESA DACIL,1.0,800.0,R0445,375710.83,3150000.26,-16.2695990813,28.4706795019
356.0,21603,CALLE GUANICHEMAR,1.0,800.0,R0446,375718.238374,3149837.49915,-16.2695058609,28.4692113808
357.0,31756,CALLE RUTH,3.0,800.0,R0447,374177.880907,3149001.7769,-16.2851457223,28.4615217318
358.0,47995,CALLE ACEVIÑOS,2.0,800.0,R0448,373948.11,3147182.91,-16.287293255,28.4450853398
359.0,47995,CALLE ACEVIÑOS,1.0,800.0,R0449,373987.36,3147086.67,-16.2868819868,28.4442206198
360.0,10189,CALLE LA PICONERA,3.0,800.0,R0450,373556.26,3147333.01,-16.2913106094,28.4464019948
361.0,47121,CALLE CHAFIRA,4.0,800.0,R0451,373741.177055,3147259.51,-16.2894144849,28.4457566054
362.0,47121,CALLE CHAFIRA,2.0,800.0,R0452,373763.34,3147208.56,-16.2891826171,28.4452989556
363.0,47121,CALLE CHAFIRA,2.0,800.0,R0453,373769.912598,3147172.10108,-16.2891115188,28.4449705709
364.0,47121,CALLE CHAFIRA,1.0,800.0,R0454,373810.07,3147021.3,-16.2886850029,28.4436135626
365.0,47121,CALLE CHAFIRA,1.0,800.0,R0455,373810.07,3147021.3,-16.2886850029,28.4436135626
366.0,47121,CALLE CHAFIRA,1.0,800.0,R0456,373766.01,3146952.34,-16.2891273154,28.4429869777
367.0,47121,CALLE CHAFIRA,2.0,800.0,R0457,373769.55,3146865.11,-16.2890816264,28.44220012
368.0,10248,CALLE TAMADUSTE,1.0,800.0,R0458,373841.42,3147155.13,-16.2883795523,28.4448243316
369.0,47121,CALLE CHAFIRA,2.0,800.0,R0459,373692.898277,3147292.32304,-16.2899110213,28.4460480517
370.0,47121,CALLE CHAFIRA,1.0,800.0,R0460,373732.58,3146919.73,-16.2894650689,28.4426894575
371.0,10248,CALLE TAMADUSTE,1.0,800.0,R0461,373840.21,3147110.73,-16.2883870504,28.4444235304
372.0,10248,CALLE TAMADUSTE,1.0,800.0,R0462,373816.65,3147282.47,-16.2886463916,28.4459711061
373.0,10244,AVDA LOS MAJUELOS,1.0,3200.0,R0463,370764.478643,3146219.70948,-16.3196909083,28.4360817224
374.0,10244,AVDA LOS MAJUELOS,1.0,3200.0,R0464,370734.843655,3145992.6603,-16.3199680281,28.4340298243
375.0,10244,AVDA LOS MAJUELOS,1.0,3200.0,R0465,370670.411156,3145854.88996,-16.3206103872,28.43278016
376.0,10244,AVDA LOS MAJUELOS,2.0,3200.0,R0466,370659.703432,3145809.60449,-16.3207146272,28.4323704288
377.0,10768,AVDA CERCADO CORAZON,3.0,3200.0,R0467,370663.474825,3145688.72893,-16.3206625804,28.4312799826
378.0,50711,CTRA DEL SOBRADILLO,2.0,3200.0,R0468,371236.474481,3146750.16746,-16.3149313556,28.4409153911
379.0,10244,AVDA LOS MAJUELOS,2.0,3200.0,R0469,371311.108907,3146831.95654,-16.314178478,28.4416608436
380.0,10244,AVDA LOS MAJUELOS,3.0,3200.0,R0470,371465.083764,3146964.77459,-16.3126212153,28.4428746109
381.0,10244,AVDA LOS MAJUELOS,2.0,3200.0,R0471,371797.861166,3147259.21254,-16.309256288,28.445564452
382.0,10768,AVDA CERCADO CORAZON,2.0,3200.0,R0473,370516.199637,3145752.65803,-16.3221732591,28.4318423028
383.0,10768,AVDA CERCADO CORAZON,2.0,3200.0,R0474,370377.216513,3145684.58257,-16.3235844754,28.4312141788
384.0,10467,CALLE EL RELENTE,1.0,3200.0,R0475,370280.072399,3145646.48819,-16.32457192,28.4308607562
385.0,12435,CALLE LOS CHUSOS,1.0,3200.0,R0476,370309.97979,3145802.37653,-16.3242841179,28.4322705112
386.0,10348,CALLE EL PICHE,1.0,3200.0,R0477,370365.237241,3145799.15594,-16.3237196377,28.432246935
387.0,10348,CALLE EL PICHE,2.0,3200.0,R0478,370407.611779,3145898.58492,-16.323298204,28.4331484193
388.0,10348,CALLE EL PICHE,2.0,3200.0,R0479,370459.577355,3146131.07429,-16.3227937836,28.4352516321
389.0,10348,CALLE EL PICHE,1.0,3200.0,R0480,370499.1315,3146328.68669,-16.322412144,28.4370388714
390.0,10746,PQUE EL MOLANERO,1.0,3200.0,R0481,370558.027163,3146316.19839,-16.321809455,28.4369320144
391.0,10314,CALLE LA CHERCHA,1.0,3200.0,R0482,370643.834314,3146245.61509,-16.3209255055,28.4363035541
392.0,10270,AVDA LITRE,1.0,3200.0,R0483,370702.080709,3146197.70711,-16.3203254818,28.4358769875
393.0,10270,AVDA LITRE,1.0,3200.0,R0484,370685.688878,3146211.68776,-16.3204943972,28.4360015298
394.0,10270,AVDA LITRE,2.0,3200.0,R0485,370835.840221,3146064.18226,-16.3189449489,28.4346852572
395.0,10276,CALLE LOMO SAN PEDRO,1.0,3200.0,R0486,370817.272781,3146102.82791,-16.3191388329,28.4350321709
396.0,10337,CALLE EL PERENQUEN,1.0,3200.0,R0487,370732.652514,3146315.40464,-16.3200265507,28.4369421548
397.0,10287,CALLE FLOR DE PASCUA,1.0,3200.0,R0488,370863.621527,3146282.06707,-16.3186857074,28.4366542682
398.0,10217,CALLE EL TRAILER,2.0,3200.0,R0489,370586.924683,3146114.66713,-16.3214918284,28.4351161986
399.0,10217,CALLE EL TRAILER,1.0,3200.0,R0490,370709.525829,3146083.21749,-16.3202366455,28.4348445343
400.0,10369,CALLE EL CAMBULLON,1.0,3200.0,R0491,370368.837,3146043.304,-16.3237103109,28.4344505594
401.0,10369,CALLE EL CAMBULLON,2.0,3200.0,R0492,370628.237086,3145966.91183,-16.3210534983,28.4337869027
402.0,10452,CALLE SIEMPREVIVA,2.0,3200.0,R0493,370759.112379,3145931.14303,-16.3197133773,28.4334770754
403.0,10244,AVDA LOS MAJUELOS,1.0,3200.0,R0494,370701.299326,3145862.56935,-16.3202959109,28.4328525205
404.0,10244,AVDA LOS MAJUELOS,1.0,3200.0,R0495,370687.011797,3145807.00674,-16.3204355468,28.4323496908
405.0,10380,CALLE EL QUEQUE,1.0,3200.0,R0496,370563.186549,3145857.80685,-16.3217053674,28.4327958576
406.0,10380,CALLE EL QUEQUE,1.0,3200.0,R0497,370509.751652,3145870.17338,-16.3222522701,28.4329021587
407.0,10923,CALLE LA MALTA,1.0,3200.0,R0498,370754.083807,3145726.83783,-16.3197418357,28.4316328616
408.0,10369,CALLE EL CAMBULLON,1.0,3200.0,R0499,370863.224651,3145918.92572,-16.318649123,28.4333771241
409.0,51165,CALLE PINZON,1.0,3200.0,R0500,370823.352417,3146517.75891,-16.3191232151,28.4387772422
410.0,51165,CALLE PINZON,1.0,3200.0,R0501,370893.784087,3146644.81155,-16.318418356,28.4399307737
411.0,50711,CTRA DEL SOBRADILLO,1.0,3200.0,R0502,370873.940298,3146766.65242,-16.3186345914,28.4410283413
412.0,50943,CALLE DONIS,3.0,800.0,R0503,370892.725752,3146604.5948,-16.3184246609,28.4395677403
413.0,10244,AVDA LOS MAJUELOS,1.0,3200.0,R0504,371151.500497,3146715.75117,-16.3157950773,28.4405964217
414.0,40781,CALLE LA ASOMADITA,1.0,3200.0,R0505,370927.121654,3146854.75885,-16.3181014793,28.4418287018
415.0,59474,CTRA GENERAL DE GENETO,2.0,3200.0,R0506,371013.760487,3146853.39793,-16.3172167571,28.4418249856
416.0,59474,CTRA GENERAL DE GENETO,1.0,3200.0,R0507,371073.965699,3147004.91019,-16.3166190036,28.4431982293
417.0,11087,CALLE JABLE,1.0,3200.0,R0509,370850.524626,3146882.93703,-16.3188866782,28.4420754133
418.0,40781,CALLE LA ASOMADITA,1.0,3200.0,R0510,370915.21538,3146964.69344,-16.3182353421,28.4428196087
419.0,40781,CALLE LA ASOMADITA,1.0,3200.0,R0511,370902.912231,3147103.99685,-16.3183765468,28.4440755093
420.0,10258,CALLE EL GUINCHO,1.0,3200.0,R0512,370968.396737,3147093.67808,-16.3177067911,28.4439888656
421.0,59474,CTRA GENERAL DE GENETO,1.0,3200.0,R0513,371021.97497,3147200.43767,-16.3171716916,28.4449575941
422.0,59474,CTRA GENERAL DE GENETO,1.0,3200.0,R0514,371045.787518,3147132.17503,-16.31692093,28.4443439237
423.0,10280,CALLE EL TRAPICHE,1.0,3200.0,R0515,371072.941817,3147043.50773,-16.3166337714,28.4435464447
424.0,10148,CALLE BAILE DEL VIVO,1.0,3200.0,R0516,371148.448829,3147205.12304,-16.3158808964,28.4450123702
425.0,10148,CALLE BAILE DEL VIVO,1.0,3200.0,R0517,371158.500244,3147225.04397,-16.315780495,28.4451931354
426.0,51215,CALLE SIMON RUEDA,1.0,3200.0,R0518,371211.284725,3147184.95951,-16.3152370798,28.4448366107
427.0,51215,CALLE SIMON RUEDA,2.0,3200.0,R0519,371296.137179,3147133.22127,-16.3143649499,28.4443780791
428.0,10181,CALLE EL TANGANILLO,1.0,3200.0,R0520,371382.715774,3147223.49919,-16.313491039,28.4452013124
429.0,51196,CALLE ROBIN,1.0,3200.0,R0523,371142.228336,3146818.64315,-16.3159012362,28.4415240369
430.0,51022,CALLE IRIS,2.0,3200.0,R0524,371230.334763,3146813.08689,-16.3150010638,28.441482591
431.0,59242,CALLE EL JUSTILLO,1.0,3200.0,R0525,371134.423112,3146902.91311,-16.3159903397,28.4422837457
432.0,50982,CALLE GARZA,1.0,3200.0,R0526,371255.829061,3146929.03745,-16.3147537115,28.4425314819
433.0,51022,CALLE IRIS,1.0,3200.0,R0527,371300.65124,3146897.0228,-16.3142925082,28.4422469919
434.0,50951,CALLE FAISAN,1.0,3200.0,R0528,371326.823246,3147020.7074,-16.3140390907,28.443365743
435.0,51215,CALLE SIMON RUEDA,2.0,3200.0,R0529,371397.022598,3147046.84673,-16.3133252681,28.4436085523
436.0,51215,CALLE SIMON RUEDA,1.0,3200.0,R0530,371453.071343,3146994.03014,-16.312747122,28.4431374397
437.0,50711,CTRA DEL SOBRADILLO,1.0,3200.0,R0531,371279.547362,3146748.39613,-16.3144913933,28.4409036546
