"Canvis de domicili de la població femenina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Any 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Barri d'alta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,"19. les Corts",979,14,5,4,3,8,16,17,31,47,9,14,0,6,5,17,4,19,76,338,34,3,2,26,28,24,45,14,6,4,2,23,14,5,1,8,2,10,1,1,0,0,1,2,0,5,4,1,3,1,1,5,5,0,1,2,0,0,0,3,10,6,2,2,5,8,2,2,7,3,4,3,3,2,0
,4,"20. la Maternitat i Sant Ramon",418,8,5,1,7,3,10,4,5,20,6,8,0,9,3,4,5,39,22,45,100,4,3,15,8,7,13,4,0,0,3,6,3,4,1,4,0,1,2,2,1,1,0,2,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,8,1,0,0,5,2,0,1,5,0,2,0,0,1,0
,4,"21. Pedralbes",260,3,3,1,3,0,1,5,5,6,1,1,0,1,1,5,0,3,4,12,10,64,2,30,11,18,27,7,1,1,1,8,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,4,0,3,1,0,2,1,0,0,2,0
,5,"22. Vallvidrera, el Tibidabo i les Planes",97,3,1,0,0,0,1,5,1,3,0,1,0,0,0,0,0,2,4,0,0,0,26,10,9,3,7,5,0,0,0,4,0,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,2,0,0
,5,"23. Sarrià",544,12,4,2,6,5,5,8,5,6,2,1,0,2,2,1,1,4,4,26,3,35,10,173,43,32,47,18,11,2,2,14,9,1,1,3,0,0,3,1,1,1,0,1,1,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,3,3,2,2,4,0,5,5,0,0,1,3,0,2,0
,5,"24. les Tres Torres",405,6,2,1,3,1,1,9,8,4,2,1,0,1,0,1,4,3,8,16,3,20,3,42,84,57,57,23,6,0,1,2,2,2,0,3,2,2,1,1,0,1,0,3,3,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,1,0,3,1,0,1,0,1,0,0,1,1,2,0
,5,"25. Sant Gervasi - la Bonanova",635,6,4,3,6,3,5,19,18,9,5,2,0,2,1,0,2,1,12,14,4,14,6,24,47,155,80,71,21,1,6,19,2,3,1,3,0,5,7,0,0,4,0,4,1,5,1,0,3,0,2,2,1,1,1,2,0,1,0,0,7,2,1,1,5,0,1,0,3,1,1,2,2,0,0
,5,"26. Sant Gervasi - Galvany",1142,12,5,3,6,7,16,45,46,33,16,12,0,5,1,4,2,4,12,25,5,26,6,44,93,78,354,68,25,1,10,46,23,10,0,14,1,5,1,1,3,3,0,6,5,2,3,0,1,1,3,3,2,1,0,0,1,1,0,0,3,2,0,1,6,5,4,3,8,3,1,2,2,2,0
,5,"27. el Putxet i el Farró",752,7,2,1,13,7,5,21,11,14,9,10,0,1,2,3,4,5,5,12,4,6,15,12,25,45,47,194,59,5,12,53,12,14,4,13,3,8,7,6,5,3,0,2,1,3,4,0,3,0,3,0,2,2,0,2,0,0,0,3,2,3,1,0,10,6,2,1,5,6,0,3,2,2,0
,6,"28. Vallcarca i els Penitents",374,5,9,1,1,1,9,6,2,5,5,2,0,1,1,1,3,1,4,7,0,6,1,3,3,22,12,42,64,23,13,21,5,3,4,22,0,7,10,10,3,2,0,1,3,4,3,0,0,0,0,0,2,0,0,0,0,1,0,0,4,0,2,0,1,6,1,0,1,1,3,0,1,0,0
,6,"29. el Coll",184,2,1,1,0,3,4,3,1,0,3,0,0,0,0,1,0,1,1,0,2,0,0,5,1,1,2,6,7,38,8,3,4,4,3,2,1,20,23,0,0,2,0,5,1,1,1,1,0,0,2,0,0,1,1,3,0,0,0,0,1,2,0,0,2,1,0,0,2,1,1,0,1,4,0
,6,"30. la Salut",314,7,2,3,2,1,7,6,8,6,4,4,0,1,0,0,0,2,5,2,3,3,0,3,1,3,3,11,18,4,54,22,30,20,9,9,0,7,5,0,0,1,0,8,0,3,8,1,2,1,2,0,2,0,0,2,0,1,1,0,6,1,0,1,4,1,0,0,1,0,2,1,0,0,0
,6,"31. la Vila de Gràcia",1610,32,16,14,24,29,38,52,37,35,27,30,1,5,4,8,6,8,29,12,7,0,7,13,9,19,54,67,36,13,53,434,120,49,13,22,8,26,21,11,1,5,2,12,19,5,5,0,1,0,6,5,5,1,0,5,0,1,1,1,6,8,6,10,32,9,20,4,19,5,2,11,10,4,0
,6,"32. el Camp d'en Grassot i Gràcia Nova",863,14,3,3,11,11,69,52,16,11,8,10,0,6,2,4,0,5,8,7,2,1,2,6,4,9,25,12,11,4,27,77,182,73,13,32,15,7,4,4,1,0,0,6,3,4,3,0,1,1,4,1,4,0,0,4,0,0,1,3,4,8,4,1,19,14,5,3,9,3,2,0,2,3,0
,7,"33. el Baix Guinardó",608,8,3,4,7,9,36,14,6,12,6,2,0,4,3,2,4,1,3,6,2,1,0,1,0,4,7,5,2,2,19,22,42,137,19,44,4,15,6,1,2,0,1,21,12,9,7,0,0,0,1,5,4,2,0,0,0,3,0,0,6,9,5,14,17,9,6,0,4,1,2,0,3,2,0
,7,"34. Can Baró",211,2,1,0,1,0,4,4,0,5,1,1,0,2,0,0,0,5,4,1,0,0,0,1,2,1,2,4,1,0,2,11,8,27,33,17,5,11,1,0,0,1,1,1,1,6,4,0,0,3,3,2,6,0,0,0,1,0,0,0,2,3,0,3,5,0,1,1,2,1,3,4,0,0,0
,7,"35. el Guinardó",910,13,4,0,9,6,45,15,6,5,8,9,0,2,4,1,0,1,7,7,4,0,0,4,1,7,5,12,3,4,5,17,17,32,17,258,17,25,7,0,2,4,1,17,33,36,19,2,7,1,5,4,6,3,1,4,0,3,2,4,25,25,31,21,36,10,4,1,7,3,9,3,1,3,0
,7,"36. la Font d'en Fargues",184,1,0,0,0,1,2,3,2,0,0,1,0,1,0,3,1,1,0,4,1,0,0,0,1,3,2,0,2,1,0,0,0,1,0,12,43,18,6,1,0,6,0,23,6,3,4,0,2,0,4,0,1,0,0,2,0,0,0,1,3,0,5,3,1,0,4,1,2,0,1,1,0,0,0
,7,"37. el Carmel",749,13,1,1,1,6,15,2,3,3,7,5,0,4,1,2,2,1,9,5,0,0,1,0,0,3,0,15,4,10,7,5,8,11,8,11,8,314,39,6,5,9,3,52,18,21,6,1,5,0,7,7,9,2,2,5,1,1,2,1,6,8,8,5,12,2,1,0,4,0,4,3,6,2,0
,7,"38. la Teixonera",269,1,2,0,1,3,2,4,2,3,0,5,0,2,2,0,0,1,0,3,0,0,0,0,2,1,3,4,9,11,1,9,0,0,2,3,2,36,86,14,8,1,0,6,4,3,2,0,1,0,1,2,2,1,0,1,0,0,0,0,6,4,1,1,2,1,0,0,0,0,0,2,5,1,0
,7,"39. Sant Genís dels Agudells",152,0,0,0,1,0,2,0,0,2,0,3,0,0,1,0,0,1,0,1,2,0,0,0,0,0,5,4,6,2,0,1,0,1,0,1,2,7,20,41,3,1,0,3,6,3,0,0,2,4,4,2,0,3,0,1,2,0,0,5,3,0,0,1,2,1,0,0,0,0,0,0,1,2,0
,7,"40. Montbau",108,0,2,1,0,0,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,1,1,1,0,5,14,3,34,6,0,6,3,1,1,0,3,1,2,0,1,0,0,0,0,1,0,0,3,0,1,0,1,2,1,0,0,0,1,0,0,0,0
,7,"41. la Vall d'Hebron",81,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,5,3,2,0,0,0,2,0,0,0,2,8,2,4,19,0,10,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,1,0,0
,7,"42. la Clota",17,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0
,7,"43. Horta",601,8,5,1,1,7,4,3,1,4,2,4,0,1,0,3,1,0,6,1,1,3,1,1,1,2,4,1,5,3,3,6,3,4,1,11,23,28,17,4,7,8,11,210,13,18,21,2,9,2,19,2,15,3,0,1,0,3,0,2,21,8,8,4,11,2,5,0,6,4,1,2,1,8,0
,8,"44. Vilapicina i la Torre Llobeta",645,4,1,1,2,7,13,4,4,5,1,1,0,4,1,4,2,2,1,9,2,0,0,0,3,0,6,0,1,4,4,9,4,6,2,34,12,20,8,3,3,1,1,27,137,63,40,1,8,2,3,5,18,7,1,0,1,0,2,2,30,28,22,11,12,7,3,1,6,2,2,2,5,8,0
,8,"45. Porta",686,3,2,1,5,3,5,2,2,8,4,8,0,3,0,3,3,4,5,2,0,0,1,1,1,1,2,2,1,2,0,6,4,6,1,12,3,9,11,2,2,2,0,9,71,162,36,1,43,3,15,27,46,4,2,22,0,1,3,6,33,19,9,11,5,2,2,0,0,3,3,8,5,3,0
,8,"46. el Turó de la Peira",521,9,1,0,0,5,12,7,1,4,1,1,0,4,0,0,2,0,6,4,0,0,0,1,0,1,1,2,0,1,3,7,3,5,0,11,4,12,2,0,0,5,3,13,52,52,166,5,28,1,7,9,16,3,2,0,0,2,0,0,15,2,7,6,1,3,1,0,1,1,1,0,3,6,0
,8,"47. Can Peguera",36,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,2,0,0,1,0,0,4,4,5,2,3,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0
,8,"48. la Guineueta",285,2,4,2,6,0,2,2,2,2,0,1,0,2,0,3,0,0,3,2,0,0,1,0,0,1,1,1,3,1,1,2,2,2,0,4,0,3,3,1,3,1,0,17,11,19,13,4,77,6,7,7,15,9,0,0,0,1,0,2,10,3,4,1,3,1,2,1,0,0,2,2,3,2,0
,8,"49. Canyelles",101,0,2,2,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,3,0,5,3,2,3,2,13,24,10,3,2,1,0,1,0,0,1,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0
,8,"50. les Roquetes",528,9,0,0,0,2,3,1,1,10,0,2,0,3,0,1,0,3,7,0,1,1,0,4,0,2,1,1,2,1,0,3,1,1,3,9,0,6,2,2,1,3,0,4,7,25,11,2,12,10,192,56,43,10,1,14,3,5,0,2,7,5,2,2,6,5,2,0,7,0,2,2,2,3,0
,8,"51. Verdun",409,1,1,1,1,0,5,1,3,3,5,4,0,0,1,0,0,2,3,0,0,0,0,0,2,1,1,0,2,1,0,9,0,1,3,6,4,6,2,1,2,0,0,8,9,38,6,2,21,5,45,69,67,7,7,9,0,3,0,0,10,7,1,3,4,6,0,0,2,0,4,2,1,1,0
,8,"52. la Prosperitat",654,4,3,2,1,4,4,1,1,6,4,4,0,2,3,0,4,2,0,1,1,2,0,0,0,2,2,1,6,1,3,4,1,7,0,6,1,8,6,2,3,0,0,4,11,51,17,3,25,2,34,59,213,28,2,7,3,5,1,5,30,7,5,1,7,2,5,0,7,0,7,5,4,2,0
,8,"53. la Trinitat Nova",249,0,0,2,1,1,1,0,0,1,0,0,0,1,2,2,0,1,0,0,1,1,0,0,0,0,1,0,1,3,0,0,0,1,2,2,0,0,0,0,0,4,0,1,7,12,4,0,4,6,13,8,31,89,2,11,0,14,0,2,5,3,1,0,2,1,1,0,0,2,1,0,0,1,0
,8,"54. Torre Baró",43,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,0,4,2,0,0,0,5,0,0,1,9,6,0,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,0
,8,"55. Ciutat Meridiana",293,2,1,1,1,1,2,0,1,1,1,3,0,2,0,3,1,0,0,2,1,0,0,2,0,0,0,0,0,0,1,2,0,1,0,5,0,3,2,0,0,0,0,0,8,10,1,0,5,0,9,5,5,4,5,170,4,3,1,3,5,8,0,0,1,2,1,0,1,0,0,1,1,1,0
,8,"56. Vallbona",36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,4,0,0,4,11,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0
,9,"57. la Trinitat Vella",302,8,0,0,1,0,4,1,1,1,1,6,0,2,0,1,0,3,0,2,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,2,0,0,0,0,0,4,8,8,5,0,1,1,6,5,8,16,2,1,0,142,1,6,23,4,1,3,8,1,0,0,0,0,2,1,0,6,0
,9,"58. Baró de Viver",41,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,9,5,4,2,0,0,0,0,0,0,1,0,0,1,0,7,0
,9,"59. el Bon Pastor",277,6,1,1,2,3,2,0,1,1,0,3,1,0,1,0,1,2,1,0,3,0,0,0,2,0,1,1,2,1,0,3,0,2,0,3,0,5,0,4,2,0,0,3,3,6,1,0,2,0,1,0,2,0,0,3,4,6,3,120,34,6,2,2,0,6,0,0,2,0,7,3,3,3,0
,9,"60. Sant Andreu",979,5,4,5,0,6,14,4,6,4,4,7,0,1,1,0,3,3,7,8,0,3,1,6,0,5,3,3,3,1,2,12,5,8,3,14,5,1,4,0,0,2,0,9,15,29,10,0,11,4,8,9,24,5,0,2,1,9,1,29,514,31,17,14,16,15,4,0,1,4,9,10,9,6,0
,9,"61. la Sagrera",629,9,3,5,8,3,14,9,8,3,5,4,1,4,4,4,1,1,6,4,5,5,0,2,0,1,4,1,1,0,4,6,8,2,2,7,0,9,1,1,2,1,0,6,13,10,12,0,6,0,9,9,9,4,0,3,1,4,0,18,73,163,24,31,17,17,5,1,0,3,6,10,11,6,0
,9,"62. el Congrés i els Indians",310,3,3,1,3,1,3,4,3,4,3,4,0,2,0,0,1,1,2,0,2,2,0,0,0,1,0,1,0,1,1,3,6,4,0,10,2,4,1,1,0,2,0,7,28,11,5,0,4,2,3,2,9,4,1,1,5,0,1,1,17,19,71,11,11,4,1,0,6,3,1,1,2,0,0
,9,"63. Navas",533,7,1,4,1,6,17,4,2,10,3,5,0,5,1,4,0,0,5,4,2,0,0,3,0,2,1,3,3,0,2,8,1,11,1,31,4,6,4,0,0,1,0,15,10,16,5,0,0,1,0,4,4,1,1,0,0,1,0,10,15,50,23,107,26,39,5,1,7,4,2,7,10,7,0
,10,"64. el Camp de l'Arpa del Clot",991,19,6,5,6,16,72,11,17,16,10,9,0,9,3,1,6,5,10,8,9,1,0,4,0,2,12,11,3,2,3,13,16,33,4,55,3,15,9,2,2,2,2,12,19,17,6,2,4,0,4,12,5,2,0,2,0,3,0,7,22,34,13,58,213,52,6,1,16,3,13,7,11,15,0
,10,"65. el Clot",633,5,4,3,6,13,37,8,8,17,9,5,0,5,4,1,0,2,8,7,2,0,1,0,2,2,5,1,3,0,3,5,5,3,1,10,1,11,1,3,3,1,0,1,10,11,3,1,3,0,2,3,1,5,0,0,0,1,0,0,15,19,5,41,49,138,4,2,19,4,7,23,39,22,0
,10,"66. el Parc i la Llacuna del Poblenou",358,6,7,11,11,37,9,18,7,9,1,13,0,9,3,2,2,3,3,5,2,0,0,0,1,1,2,2,1,0,2,9,4,4,3,6,4,4,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,5,1,4,10,14,47,8,26,8,5,8,6,2,0
,10,"67. la Vila Olímpica del Poblenou",180,3,0,3,7,2,6,13,1,8,3,3,0,0,0,0,0,0,1,1,1,0,0,0,2,0,6,1,2,0,0,4,1,3,0,4,0,0,1,1,0,4,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0,2,8,17,33,21,4,0,3,2,0,1
,10,"68. el Poblenou",838,9,6,11,13,7,20,17,5,7,6,5,0,7,1,6,0,6,7,2,0,4,1,4,4,4,6,4,2,0,4,6,12,5,2,5,0,5,3,0,1,0,0,0,3,1,2,0,0,0,0,1,8,4,1,1,0,4,0,4,11,3,4,10,21,24,31,6,341,37,18,52,18,24,2
,10,"69. Diagonal Mar i el Front Marítim del Poblenou",343,4,0,3,7,4,4,17,1,9,3,2,0,0,2,0,2,3,0,4,1,6,0,8,5,1,4,3,0,0,3,1,1,1,2,0,0,0,1,0,0,0,1,1,0,0,4,3,0,4,2,1,0,0,0,0,0,0,0,0,7,4,1,3,3,8,14,1,44,85,11,31,10,3,0
,10,"70. el Besòs i el Maresme",550,14,5,2,7,3,4,1,0,4,3,8,0,6,3,2,2,2,0,2,0,3,0,2,3,1,1,3,1,2,1,1,2,4,1,7,0,4,1,2,0,0,0,3,3,5,3,0,4,0,4,2,1,1,0,2,3,2,1,4,13,9,5,4,7,3,10,1,18,9,255,18,17,36,0
,10,"71. Provençals del Poblenou",435,4,4,5,7,5,4,7,3,6,4,8,0,3,0,2,0,0,5,4,2,0,0,1,3,5,3,0,2,1,4,4,5,2,2,2,0,6,4,2,1,0,0,3,5,1,9,0,5,0,5,1,6,1,2,3,0,3,0,2,4,4,1,5,7,10,12,0,37,11,17,84,43,34,0
,10,"72. Sant Martí de Provençals",567,4,0,4,3,3,9,6,10,5,3,4,0,4,1,5,0,5,3,7,1,0,0,1,1,2,3,1,5,2,0,5,7,5,0,7,0,7,0,1,0,1,0,3,5,4,2,0,0,1,0,4,4,2,2,0,0,1,0,8,15,14,2,6,10,43,6,0,15,5,19,36,176,59,0
,10,"73. la Verneda i la Pau",507,2,3,3,2,4,9,1,3,0,1,3,0,1,0,4,1,3,1,2,0,0,0,1,0,2,2,2,2,1,1,4,4,2,1,1,2,6,3,0,2,0,0,3,3,3,6,0,3,0,2,2,3,3,0,3,0,0,6,6,8,9,5,1,13,19,4,1,11,11,32,18,62,191,0
,"No consta",,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
