"CODI_CAPA","CAPA_GENERICA","NOM_CAPA","ED50_COORD_X","ED50_COORD_Y","ETRS89_COORD_X","ETRS89_COORD_Y","LONGITUD","LATITUD","EQUIPAMENT","DISTRICTE","BARRI","NOM_DISTRICTE","NOM_BARRI","ADRECA","TELEFON"
"F002","Mercats i centres comercials","Mercats i fires al carrer",430577057,4581485023,430485124,4581284096,"2.168651","41.380078","Mercat Alternatiu per a Joves *Riera Baixa",1,1,"Ciutat Vella","el Raval","C Riera Baixa. 1","null"
"F002","Mercats i centres comercials","Mercats i fires al carrer",431213409,4581091476,"431121.47",4580890552,"2.176305","41.376588","Fira Nova Artesania *Rambles",1,1,"Ciutat Vella","el Raval","C la Rambla. 1","null"
"F002","Mercats i centres comercials","Mercats i fires al carrer",432267981,4584576084,432176033,4584375127,"2.188525","41.408062","Fira d'Artesans del Clot *Pl Font i Sagué",10,65,"Sant Martí","el Clot","Pl Font i Sagué. 1","null"
"F002","Mercats i centres comercials","Mercats i fires al carrer",430232252,4580946499,430140322,4580745577,"2.16459","41.375198","Gremi d'Industrials Firaires de Barcelona i Província - Gremi Firaires de Catalunya",2,10,"Eixample","Sant Antoni","Av Paral.lel. 104",934419397
"F002","Mercats i centres comercials","Mercats i fires al carrer",431988224,4584674274,431896279,4584473317,"2.185167","41.408923","Fira d'Artesans Plaça de l'Oca",10,64,"Sant Martí","el Camp de l'Arpa del Clot","C Rogent. 28","null"
"F002","Mercats i centres comercials","Mercats i fires al carrer",430144256,4581625005,430052327,4581424076,"2.163459","41.381301","Mercat Encants de Sant Antoni",2,10,"Eixample","Sant Antoni","Rda Sant Antoni. 15",934234287
"F002","Mercats i centres comercials","Mercats i fires al carrer",432407539,4587628493,432315591,4587427508,"2.189853","41.435566","Fira d'Artesania Rosa de Maig",9,60,"Sant Andreu","Sant Andreu","Pl Comerç. 1","null"
"F002","Mercats i centres comercials","Mercats i fires al carrer",431363423,4580874982,431271482,"4580674.06","2.178123","41.374651","Fira Brocanters *Moll de les Drassanes",1,4,"Ciutat Vella","Sant Pere. Santa Caterina i la Ribera","Moll Drassanes. 1",933176135
"F002","Mercats i centres comercials","Mercats i fires al carrer",430950166,"4583912.52","430858.23","4583711.57","2.172835","41.401973","Mostra de Pintors Afeccionats *Pl Sagrada Família",2,6,"Eixample","la Sagrada Família","Pl Sagrada Família. 1","null"
"F002","Mercats i centres comercials","Mercats i fires al carrer",430856541,4581805239,430764605,4581604309,"2.171956","41.382986","Mercat de les Flors *Les Rambles",1,2,"Ciutat Vella","el Barri Gòtic","C la Rambla. 116","null"
"F002","Mercats i centres comercials","Mercats i fires al carrer",426731473,4583750999,426639576,4583550052,"2.122391","41.400145","Fira de Brocanters *Plaça de Sarrià",5,23,"Sarrià-Sant Gervasi","Sarrià","Pl Sarrià. 1",933171996
"F002","Mercats i centres comercials","Mercats i fires al carrer",430773378,4587986651,430681445,4587785663,"2.170254","41.438652","Fira d'Artesans Nou Barris",8,48,"Nou Barris","la Guineueta","Pg Valldaura. 186*190","null"
"F002","Mercats i centres comercials","Mercats i fires al carrer",428217,4581392,428125089,4581191074,"2.14044","41.379033","ArteSants - Mercat d'Artesania *Est Sants",3,18,"Sants-Montjuïc","Sants","Est Sants. 0",934956001
"F002","Mercats i centres comercials","Mercats i fires al carrer",430991958,4581730696,430900021,4581529766,"2.173584","41.382326","Fira de Productes Tradicionals Catalans *Plaça del Pi",1,2,"Ciutat Vella","el Barri Gòtic","Pl Pi. 1","null"
"F002","Mercats i centres comercials","Mercats i fires al carrer","430010.38",4587025415,429918454,4586824436,"2.161233","41.429928","Fira d'Artesania Popular Catalana *Plaça Eivissa",7,43,"Horta-Guinardó","Horta","Pl Eivissa. 1","null"
"F002","Mercats i centres comercials","Mercats i fires al carrer",431143246,4581298008,431051308,4581097082,"2.175442","41.378442","Mostra de Pintors. Caricaturistes i Retratistes de les Rambles",1,1,"Ciutat Vella","el Raval","C la Rambla. 25*31","null"
"F002","Mercats i centres comercials","Mercats i fires al carrer",431099673,4581476891,431007735,4581275963,"2.174901","41.38005","Mercat de Numismàtica i Filatèlia *Plaça Reial",1,2,"Ciutat Vella","el Barri Gòtic","Pl Reial. 1","null"
"F002","Mercats i centres comercials","Mercats i fires al carrer",431619767,4582587992,431527825,4582387054,"2.180995","41.390101","Mercat de Pins *Pg Lluís Companys",1,4,"Ciutat Vella","Sant Pere. Santa Caterina i la Ribera","Pg Lluís Companys. 7","null"
"F002","Mercats i centres comercials","Mercats i fires al carrer","429972.69",4581462448,429880762,4581261521,"2.161426","41.379822","Mercat Dominical de Sant Antoni",2,10,"Eixample","Sant Antoni","C Comte d'Urgell. 11",934234287
"F002","Mercats i centres comercials","Mercats i fires al carrer",430991958,4581730696,430900021,4581529766,"2.173584","41.382326","Fira del Col·lectiu d'Artesans d'Alimentació *Plaça del Pi",1,2,"Ciutat Vella","el Barri Gòtic","Pl Pi. 1","null"
"F002","Mercats i centres comercials","Mercats i fires al carrer",427253134,4582427192,427161232,4582226257,"2.12879","41.388269","Mercat de Menjar Ecològic *Avinguda Diagonal",4,19,"Les Corts","les Corts","Av Diagonal. 609*615","null"
"F002","Mercats i centres comercials","Mercats i fires al carrer",427324234,4582111423,427232331,4581910491,"2.129679","41.385432","Fira Espai d'Art *Plaça Comas",4,19,"Les Corts","les Corts","Pl Comas. 1","null"
"F002","Mercats i centres comercials","Mercats i fires al carrer",426731473,4583750999,426639576,4583550052,"2.122391","41.400145","Fira d'Embotits Artesanals *Plaça de Sarrià",5,23,"Sarrià-Sant Gervasi","Sarrià","Pl Sarrià. 1","null"
"F002","Mercats i centres comercials","Mercats i fires al carrer",432112798,4583827891,432020851,4583626941,"2.186752","41.40131","Mercat Encants Vells Fira de Bellcaire",2,5,"Eixample","el Fort Pienc","Av Meridiana. 69",932463030
"F002","Mercats i centres comercials","Mercats i fires al carrer",427253134,4582427192,427161232,4582226257,"2.12879","41.388269","Mercat d'Art Directe *Jardins de Campoamor",4,19,"Les Corts","les Corts","Av Diagonal. 615","null"
"F002","Mercats i centres comercials","Mercats i fires al carrer",427528758,4582271404,427436853,"4582070.47","2.132105","41.386891","Fira d'Artesans de la Terra *Plaça Concòrdia",4,19,"Les Corts","les Corts","Pl Concòrdia. 1","null"
"F002","Mercats i centres comercials","Mercats i fires al carrer",430566981,4581458276,430475048,4581257349,"2.168533","41.379836","Mercat Obert del Raval",1,1,"Ciutat Vella","el Raval","Rbla Raval. 1",632454303
"F002","Mercats i centres comercials","Mercats i fires al carrer","431572.9",4582320398,431480958,4582119463,"2.180465","41.387687","Fira d'Artesans Plaça Sant Agustí Vell",1,4,"Ciutat Vella","Sant Pere. Santa Caterina i la Ribera","Pl Sant Agustí Vell. 2","null"
"F002","Mercats i centres comercials","Mercats i fires al carrer",426731473,4583750999,426639576,4583550052,"2.122391","41.400145","Fira de Llibre Vell *Plaça de Sarrià",5,23,"Sarrià-Sant Gervasi","Sarrià","Pl Sarrià. 1","null"
"F002","Mercats i centres comercials","Mercats i fires al carrer",431201782,4585477556,431109844,4585276591,"2.175667","41.416091","Fira Tradicional de Productes Naturals de la Plaça Sagrada Família",7,35,"Horta-Guinardó","el Guinardó","C Renaixença. 9-11",938432357
"F002","Mercats i centres comercials","Mercats i fires al carrer",428062288,4584311283,427970379,"4584110.33","2.138243","41.405311","Fira de Brocanters *Plaça Frederic Soler",5,25,"Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","Pl Frederic Soler. 1",933171996
"F002","Mercats i centres comercials","Mercats i fires al carrer",434503556,4585795626,434411588,4585594657,"2.215137","41.419232","Petit Mercat del Besòs",10,70,"Sant Martí","el Besòs i el Maresme","C Jaume Huguet. 38","null"
"F002","Mercats i centres comercials","Mercats i fires al carrer",431907,4581582,431815055,4581381071,"2.184543","41.381065","Fira d'Artesans Moll de Dipòsit",1,3,"Ciutat Vella","la Barceloneta","Pl Pau Vila. 1","null"
"F002","Mercats i centres comercials","Mercats i fires al carrer",430133493,4588313844,430041566,4588112853,"2.162557","41.441543","Petit Mercat de Canyelles",8,49,"Nou Barris","Canyelles","C Antonio Machado. 1","null"
