name,title_ca, title_es, title_en,license_title, date_published, organization_parent_name_ca, organization_name_ca, frequency, total_views, total_downloads, tags_list, fuente, url_tornada_ca, url_tornada_es, url_tornada_en, notes_ca, notes_es, notes_en, url_busqueda_ca, url_busqueda_es, url_busqueda_en, xml, xlsx, bdf, sbn, zip, wms, shp, sbx, kml, prj, dat, shx, json, rdf, dbase, tif, csv, xls, wmts, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016
immo-edif-hab-segons-num-plantes-sota-rasant,"Immobles de la ciutat de Barcelona en edificis destinats principalment a habitatge segons nombre de plantes sota rasant", "Inmuebles de la ciudad de Barcelona en edificios destinados principalmente a vivienda segun numero de  plantas sota rasante", "Properties of the city of Barcelona in buildings destined mainly to housing according to number of floors under grazing","Creative Commons Attribution 4.0", 2014-11-10, "Territori", "Habitatge", "DECENAL", 36, 1, " Any 2011 Immobles Número plantes sota rasant", "Cens de Població i Habitatges 2011. Instituto Nacional de Estadística. Institut d'Estadística de Catalunya", "http://www.bcn.cat/estadistica/catala/dades/timm/censedif/a2011/immobles/index.htm", "http://www.bcn.cat/estadistica/castella/dades/timm/censedif/a2011/immobles/index.htm", "http://www.bcn.cat/estadistica/angles/dades/timm/censedif/a2011/immobles/index.htm", "Immobles en edificis destinats principalment a habitatge segons nombre de plantes sota rasant . Dades del Cens d'Edificis 2011", "Inmuebles en edificios destinados principalmente a vivienda segun numero de  plantas sota rasante. Datos del Censo de Edificios 2011", "Properties in buildings destined mainly to housing according to number of floors under grazing . Data from the 2011 Census of Buildings", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=immo-edif-hab-segons-num-plantes-sota-rasant, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=immo-edif-hab-segons-num-plantes-sota-rasant, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=immo-edif-hab-segons-num-plantes-sota-rasant, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, S, N, N, N, N, N, N, N, S, N, N, N, N, N
incidents-gestionats-gub,"Incidents gestionats per la Guàrdia Urbana a la ciutat de Barcelona", "Incidentes gestionados por la Guardia Urbana en la ciudad de Barcelona", "Incidents managed for Guàrdia Urbana in the city of Barcelona","Creative Commons Attribution 4.0", 2015-03-04, "Ciutat i serveis", "Seguretat", "ANUAL", 366, 130, " Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Guàrdia Urbana Incidents gestionats", "Aplicació Mycellium", "http://ajuntament.barcelona.cat/guardiaurbana/ca/node", "http://ajuntament.barcelona.cat/guardiaurbana/es/node", "http://ajuntament.barcelona.cat/guardiaurbana/en/node", "Incidents gestionats per Guàrdia Urbana a la ciutat de Barcelona segons codificació interna de l'aplicació distribuïts per districte i barri", "Incidentes gestionados por la Guardia Urbana en la ciudad de Barcelona según codificación interna de la aplicación distribuidos por distrito y barrio", "Incidents managed for Guàrdia Urbana in the city of Barcelona according to internal coding of the application and by district and neighborhood", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=incidents-gestionats-gub, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=incidents-gestionats-gub, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=incidents-gestionats-gub, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, S, S, S, S, S, S, S
indicadors-transparencia-pressupostaria,"Indicadors de transparència pressupostària", "Indicadores de transparencia presupuestaria", "Budget transparency indicators","Creative Commons Attribution 4.0", 2016-06-30, "Administració", "Sector públic", "ANUAL", 39, 0, " Any 2015 Indicadors Transparència", "Direcció de Planificació Estratègica i Anàlisi Pressupostària", "http://governobert.bcn.cat/estrategiaifinances/ca/indicadors-de-transpar%C3%A8ncia-pressupost%C3%A0ria", "http://governobert.bcn.cat/estrategiaifinances/es/indicadores-de-transparencia-presupuestaria", "http://governobert.bcn.cat/estrategiaifinances/en/budget-transparency-indicators", "Sèrie d'indicadors sintètics, que permeten descriure i analitzar, tant en termes anuals com evolutius, els trets principals dels pressupostos municipals i la situació econòmico-pressupostària de l'Ajuntament", "Serie de indicadores sintéticos, que permiten describir y analizar, tanto en términos anuales como evolutivos, los rasgos principales de los presupuestos municipales y la situación económico-presupuestaria del Ayuntamiento.", "Series of summary indicators that enable the main features of the municipal budgets and the City Council's economic and budgetary situation to be described and analysed both annually and in terms of their evolution.", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=indicadors-transparencia-pressupostaria, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=indicadors-transparencia-pressupostaria, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=indicadors-transparencia-pressupostaria, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, N, N, N, N, N, S, N
ine-ine01,"Xifres oficials de població de la ciutat de Barcelona. Per barris. Sexe. Xifres oficials", "Cifras oficiales de población de la ciudad de Barcelona. Por barrios. sexo. Cifras oficiales", "Official population of the city of Barcelona. For neighborhoods. sex. Official figures","Creative Commons Attribution 4.0", 2013-03-14, "Població", "Demografia", "ANUAL", 100, 24, " Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Barri Barris de Barcelona Baró de Viver Can Baró Can Peguera Canyelles Ciutat Meridiana Diagonal Mar i el Front Marítim del Poblenou Font de la Guatlla Fort Pienc Horta Hostafrancs Montbau Navas Pedralbes Per barris Per sexe Població Porta Provençals del Poblenou Roquetes Sagrada Família Sant Andreu Sant Antoni Sant Genís dels Agudells Sant Gervasi - Galvany Sant Gervasi - la Bonanova Sant Martí de Provençals Sant Pere- Santa Caterina i la Ribera Sants Sants-Badal Sarrià Torre Baró Trinitat Nova Trinitat Vella Vallbona Vallcarca i els Penitents Vallvidrera- el Tibidabo i les Planes Verdum Vilapicina i Torre Llobeta Xifres oficials el Baix Guinardó el Barri Gòtic el Besòs i el Maresme el Bon Pastor el Camp d-en Grassot i Gràcia Nova el Camp de l-Arpa del Clot el Carmel el Clot el Coll el Congrés i els Indians el Guinardó el Parc i la Llacuna del Poblenou el Poble-sec el Poblenou el Putget i el Farró el Raval el Turó de la Peira l-Antiga Esquerra de l-Eixample la Barceloneta la Bordeta la Clota la Dreta de l-Eixample la Font d-en Fargues la Guineueta la Marina de Port la Marina del Prat Vermell la Maternitat i Sant Ramon la Nova Esquerra de l-Eixample la Prosperitat la Sagrera la Salut la Teixonera la Vall d-Hebron la Verneda i la Pau la Vila Olímpica del Poblenou la Vila de Gràcia les Corts les Tres Torres", "Institut d'Estadística de Cataluña. IDESCAT / Instituto Nacional de Estadística. INE.", "http://www.bcn.cat/estadistica/catala/dades/tpob/pad/padro/index.htm", "http://www.bcn.cat/estadistica/castella/dades/tpob/pad/padro/index.htm", "http://www.bcn.cat/estadistica/angles/dades/tpob/pad/padro/index.htm", "Xifres oficials de població. Per barris. Sexe. Xifres oficials", "Cifras oficiales de población. Por barrios. sexo. Cifras oficiales", "Official population. For neighborhoods. sex. Official figures", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=ine-ine01, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=ine-ine01, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=ine-ine01, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, S, S, S, S, S, S, S
ine-ine02,"Edat any a any. De la població de la ciutat de Barcelona per barris. Xifres oficials", "Edad año a año. De la población de la ciudad de Barcelona por barrios. Cifras oficiales", "Age of the population of the city of Barcelona by neighborhood (year by year). Official figures","Creative Commons Attribution 4.0", 2013-03-14, "Població", "Demografia", "ANUAL", 87, 13, " Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Barri Barris de Barcelona Baró de Viver Can Baró Can Peguera Canyelles Ciutat Meridiana Diagonal Mar i el Front Marítim del Poblenou Edats Font de la Guatlla Fort Pienc Horta Hostafrancs Montbau Navas Pedralbes Per barris Població Porta Provençals del Poblenou Roquetes Sagrada Família Sant Andreu Sant Antoni Sant Genís dels Agudells Sant Gervasi - Galvany Sant Gervasi - la Bonanova Sant Martí de Provençals Sant Pere- Santa Caterina i la Ribera Sants Sants-Badal Sarrià Torre Baró Trinitat Nova Trinitat Vella Vallbona Vallcarca i els Penitents Vallvidrera- el Tibidabo i les Planes Verdum Vilapicina i Torre Llobeta Xifres oficials el Baix Guinardó el Barri Gòtic el Besòs i el Maresme el Bon Pastor el Camp d-en Grassot i Gràcia Nova el Camp de l-Arpa del Clot el Carmel el Clot el Coll el Congrés i els Indians el Guinardó el Parc i la Llacuna del Poblenou el Poble-sec el Poblenou el Putget i el Farró el Raval el Turó de la Peira l-Antiga Esquerra de l-Eixample la Barceloneta la Bordeta la Clota la Dreta de l-Eixample la Font d-en Fargues la Guineueta la Marina de Port la Marina del Prat Vermell la Maternitat i Sant Ramon la Nova Esquerra de l-Eixample la Prosperitat la Sagrera la Salut la Teixonera la Vall d-Hebron la Verneda i la Pau la Vila Olímpica del Poblenou la Vila de Gràcia les Corts les Tres Torres", "Institut d'Estadística de Cataluña. IDESCAT / Instituto Nacional de Estadística. INE", "http://www.bcn.cat/estadistica/catala/dades/tpob/pad/padro/index.htm", "http://www.bcn.cat/estadistica/castella/dades/tpob/pad/padro/index.htm", "http://www.bcn.cat/estadistica/angles/dades/tpob/pad/padro/index.htm", "Edat any a any. De la població per barris. Xifres oficials.", "Edad año a año. De la población por barrios. Cifras oficiales.", "Age of the population by neighborhood (year by year). Official figures.", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=ine-ine02, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=ine-ine02, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=ine-ine02, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, S, S, S, S, S, S, S
ine-ine03,"Edat any a any. De la població masculina de la ciutat de Barcelona per barris. Xifres oficials", "Edad año a año. De la población masculina de la ciudad de Barcelona por barrios. Cifras oficiales", "Age of the male population of the city of Barcelona by age group and neighborhood. Official figures","Creative Commons Attribution 4.0", 2013-03-14, "Població", "Demografia", "ANUAL", 43, 4, " Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Barri Barris de Barcelona Baró de Viver Can Baró Can Peguera Canyelles Ciutat Meridiana Diagonal Mar i el Front Marítim del Poblenou Edats Font de la Guatlla Fort Pienc Horta Hostafrancs Montbau Navas Pedralbes Per barris Població Població masculina Porta Provençals del Poblenou Roquetes Sagrada Família Sant Andreu Sant Antoni Sant Genís dels Agudells Sant Gervasi - Galvany Sant Gervasi - la Bonanova Sant Martí de Provençals Sant Pere- Santa Caterina i la Ribera Sants Sants-Badal Sarrià Torre Baró Trinitat Nova Trinitat Vella Vallbona Vallcarca i els Penitents Vallvidrera- el Tibidabo i les Planes Verdum Vilapicina i Torre Llobeta Xifres oficials el Baix Guinardó el Barri Gòtic el Besòs i el Maresme el Bon Pastor el Camp d-en Grassot i Gràcia Nova el Camp de l-Arpa del Clot el Carmel el Clot el Coll el Congrés i els Indians el Guinardó el Parc i la Llacuna del Poblenou el Poble-sec el Poblenou el Putget i el Farró el Raval el Turó de la Peira l-Antiga Esquerra de l-Eixample la Barceloneta la Bordeta la Clota la Dreta de l-Eixample la Font d-en Fargues la Guineueta la Marina de Port la Marina del Prat Vermell la Maternitat i Sant Ramon la Nova Esquerra de l-Eixample la Prosperitat la Sagrera la Salut la Teixonera la Vall d-Hebron la Verneda i la Pau la Vila Olímpica del Poblenou la Vila de Gràcia les Corts les Tres Torres", "Institut d'Estadística de Cataluña. IDESCAT / Instituto Nacional de Estadística. INE", "http://www.bcn.cat/estadistica/catala/dades/tpob/pad/padro/index.htm", "http://www.bcn.cat/estadistica/castella/dades/tpob/pad/padro/index.htm", "http://www.bcn.cat/estadistica/angles/dades/tpob/pad/padro/index.htm", "Edat any a any. De la població masculina per barris. Xifres oficials", "Edad año a año. De la población masculina por barrios. Cifras oficiales", "Age of the male population by age group and neighborhood. Official figures", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=ine-ine03, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=ine-ine03, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=ine-ine03, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, S, S, S, S, S, S, S
ine-ine04,"Edat any a any. De la població femenina de la ciutat de Barcelona per barris. Xifres oficials", "Edad año a año. De la población femenina de la ciudad de Barcelona por barrios. Cifras oficiales", "Age of the female population of the city of Barcelona by neighborhood (year by year). Official figures","Creative Commons Attribution 4.0", 2013-03-14, "Població", "Demografia", "ANUAL", 47, 4, " Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Barri Barris de Barcelona Baró de Viver Can Baró Can Peguera Canyelles Ciutat Meridiana Diagonal Mar i el Front Marítim del Poblenou Edats Font de la Guatlla Fort Pienc Horta Hostafrancs Montbau Navas Pedralbes Per barris Població Població femenina Porta Provençals del Poblenou Roquetes Sagrada Família Sant Andreu Sant Antoni Sant Genís dels Agudells Sant Gervasi - Galvany Sant Gervasi - la Bonanova Sant Martí de Provençals Sant Pere- Santa Caterina i la Ribera Sants Sants-Badal Sarrià Torre Baró Trinitat Nova Trinitat Vella Vallbona Vallcarca i els Penitents Vallvidrera- el Tibidabo i les Planes Verdum Vilapicina i Torre Llobeta Xifres oficials el Baix Guinardó el Barri Gòtic el Besòs i el Maresme el Bon Pastor el Camp d-en Grassot i Gràcia Nova el Camp de l-Arpa del Clot el Carmel el Clot el Coll el Congrés i els Indians el Guinardó el Parc i la Llacuna del Poblenou el Poble-sec el Poblenou el Putget i el Farró el Raval el Turó de la Peira l-Antiga Esquerra de l-Eixample la Barceloneta la Bordeta la Clota la Dreta de l-Eixample la Font d-en Fargues la Guineueta la Marina de Port la Marina del Prat Vermell la Maternitat i Sant Ramon la Nova Esquerra de l-Eixample la Prosperitat la Sagrera la Salut la Teixonera la Vall d-Hebron la Verneda i la Pau la Vila Olímpica del Poblenou la Vila de Gràcia les Corts les Tres Torres", "Institut d'Estadística de Cataluña. IDESCAT / Instituto Nacional de Estadística. INE", "http://www.bcn.cat/estadistica/catala/dades/tpob/pad/padro/index.htm", "http://www.bcn.cat/estadistica/castella/dades/tpob/pad/padro/index.htm", "http://www.bcn.cat/estadistica/angles/dades/tpob/pad/padro/index.htm", "Edat any a any. De la població femenina per barris. Xifres oficials.", "Edad año a año. De la población femenina por barrios. Cifras oficiales.", "Age of the female population by neighborhood (year by year). Official figures.", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=ine-ine04, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=ine-ine04, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=ine-ine04, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, S, S, S, S, S, S, S
ine-ine05,"Edat quinquennal. De la població de la ciutat de Barcelona per barris. Xifres oficials", "Edad quinquenal. De la población de la ciudad de Barcelona por barrios. Cifras oficiales", "Age of the population of the city of Barcelona by age group (5-year increments) and neighborhood. Official figures","Creative Commons Attribution 4.0", 2013-03-14, "Població", "Demografia", "ANUAL", 81, 24, " Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Barri Barris de Barcelona Baró de Viver Can Baró Can Peguera Canyelles Ciutat Meridiana Diagonal Mar i el Front Marítim del Poblenou Edats quinquennals Font de la Guatlla Fort Pienc Horta Hostafrancs Montbau Navas Pedralbes Per barris Població Porta Provençals del Poblenou Roquetes Sagrada Família Sant Andreu Sant Antoni Sant Genís dels Agudells Sant Gervasi - Galvany Sant Gervasi - la Bonanova Sant Martí de Provençals Sant Pere- Santa Caterina i la Ribera Sants Sants-Badal Sarrià Torre Baró Trinitat Nova Trinitat Vella Vallbona Vallcarca i els Penitents Vallvidrera- el Tibidabo i les Planes Verdum Vilapicina i Torre Llobeta Xifres oficials el Baix Guinardó el Barri Gòtic el Besòs i el Maresme el Bon Pastor el Camp d-en Grassot i Gràcia Nova el Camp de l-Arpa del Clot el Carmel el Clot el Coll el Congrés i els Indians el Guinardó el Parc i la Llacuna del Poblenou el Poble-sec el Poblenou el Putget i el Farró el Raval el Turó de la Peira l-Antiga Esquerra de l-Eixample la Barceloneta la Bordeta la Clota la Dreta de l-Eixample la Font d-en Fargues la Guineueta la Marina de Port la Marina del Prat Vermell la Maternitat i Sant Ramon la Nova Esquerra de l-Eixample la Prosperitat la Sagrera la Salut la Teixonera la Vall d-Hebron la Verneda i la Pau la Vila Olímpica del Poblenou la Vila de Gràcia les Corts les Tres Torres", "Institut d'Estadística de Cataluña. IDESCAT / Instituto Nacional de Estadística. INE", "http://www.bcn.cat/estadistica/catala/dades/tpob/pad/padro/index.htm", "http://www.bcn.cat/estadistica/castella/dades/tpob/pad/padro/index.htm", "http://www.bcn.cat/estadistica/angles/dades/tpob/pad/padro/index.htm", "Edat quinquennal. De la població per barris. Xifres oficials", "Edad quinquenal. De la población por barrios. Cifras oficiales", "Age of the population by age group (5-year increments) and neighborhood. Official figures", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=ine-ine05, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=ine-ine05, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=ine-ine05, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, S, S, S, S, S, S, S
ine-ine06,"Edat quinquennal. De la població masculina de la ciutat de Barcelona per barris. Xifres oficials", "Edad quinquenal. De la población masculina de la ciudad de Barcelona por barrios. Cifras oficiales", "Age of the male population of the city of Barcelona by neighborhood (5-year increments). Official figures","Creative Commons Attribution 4.0", 2013-03-14, "Població", "Demografia", "ANUAL", 107, 15, " Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Barri Barris de Barcelona Baró de Viver Can Baró Can Peguera Canyelles Ciutat Meridiana Diagonal Mar i el Front Marítim del Poblenou Edats quinquennals Font de la Guatlla Fort Pienc Horta Hostafrancs Montbau Navas Pedralbes Per barris Població Població masculina Porta Provençals del Poblenou Roquetes Sagrada Família Sant Andreu Sant Antoni Sant Genís dels Agudells Sant Gervasi - Galvany Sant Gervasi - la Bonanova Sant Martí de Provençals Sant Pere- Santa Caterina i la Ribera Sants Sants-Badal Sarrià Torre Baró Trinitat Nova Trinitat Vella Vallbona Vallcarca i els Penitents Vallvidrera- el Tibidabo i les Planes Verdum Vilapicina i Torre Llobeta Xifres oficials el Baix Guinardó el Barri Gòtic el Besòs i el Maresme el Bon Pastor el Camp d-en Grassot i Gràcia Nova el Camp de l-Arpa del Clot el Carmel el Clot el Coll el Congrés i els Indians el Guinardó el Parc i la Llacuna del Poblenou el Poble-sec el Poblenou el Putget i el Farró el Raval el Turó de la Peira l-Antiga Esquerra de l-Eixample la Barceloneta la Bordeta la Clota la Dreta de l-Eixample la Font d-en Fargues la Guineueta la Marina de Port la Marina del Prat Vermell la Maternitat i Sant Ramon la Nova Esquerra de l-Eixample la Prosperitat la Sagrera la Salut la Teixonera la Vall d-Hebron la Verneda i la Pau la Vila Olímpica del Poblenou la Vila de Gràcia les Corts les Tres Torres", "Institut d'Estadística de Cataluña. IDESCAT / Instituto Nacional de Estadística. INE", "http://www.bcn.cat/estadistica/catala/dades/tpob/pad/padro/index.htm", "http://www.bcn.cat/estadistica/castella/dades/tpob/pad/padro/index.htm", "http://www.bcn.cat/estadistica/angles/dades/tpob/pad/padro/index.htm", "Edat quinquennal. De la població masculina per barris. Xifres oficials", "Edad quinquenal. De la población masculina por barrios. Cifras oficiales", "Age of the male population by neighborhood (5-year increments). Official figures", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=ine-ine06, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=ine-ine06, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=ine-ine06, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, S, S, S, S, S, S, S
ine-ine07,"Edat quinquennal. De la població femenina de la ciutat de Barcelona per barris. Xifres oficials", "Edad quinquenal. De la población femenina de la ciudad de Barcelona por barrios. Cifras oficiales", "Age of the female population of the city of Barcelona by neighborhood (5-year increments). Official figures","Creative Commons Attribution 4.0", 2013-03-14, "Població", "Demografia", "ANUAL", 55, 10, " Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Barri Barris de Barcelona Baró de Viver Can Baró Can Peguera Canyelles Ciutat Meridiana Diagonal Mar i el Front Marítim del Poblenou Edats quinquennals Font de la Guatlla Fort Pienc Horta Hostafrancs Montbau Navas Pedralbes Per barris Població Població femenina Porta Provençals del Poblenou Roquetes Sagrada Família Sant Andreu Sant Antoni Sant Genís dels Agudells Sant Gervasi - Galvany Sant Gervasi - la Bonanova Sant Martí de Provençals Sant Pere- Santa Caterina i la Ribera Sants Sants-Badal Sarrià Torre Baró Trinitat Nova Trinitat Vella Vallbona Vallcarca i els Penitents Vallvidrera- el Tibidabo i les Planes Verdum Vilapicina i Torre Llobeta Xifres oficials el Baix Guinardó el Barri Gòtic el Besòs i el Maresme el Bon Pastor el Camp d-en Grassot i Gràcia Nova el Camp de l-Arpa del Clot el Carmel el Clot el Coll el Congrés i els Indians el Guinardó el Parc i la Llacuna del Poblenou el Poble-sec el Poblenou el Putget i el Farró el Raval el Turó de la Peira l-Antiga Esquerra de l-Eixample la Barceloneta la Bordeta la Clota la Dreta de l-Eixample la Font d-en Fargues la Guineueta la Marina de Port la Marina del Prat Vermell la Maternitat i Sant Ramon la Nova Esquerra de l-Eixample la Prosperitat la Sagrera la Salut la Teixonera la Vall d-Hebron la Verneda i la Pau la Vila Olímpica del Poblenou la Vila de Gràcia les Corts les Tres Torres", "Institut d'Estadística de Cataluña. IDESCAT / Instituto Nacional de Estadística. INE", "http://www.bcn.cat/estadistica/catala/dades/tpob/pad/padro/index.htm", "http://www.bcn.cat/estadistica/castella/dades/tpob/pad/padro/index.htm", "http://www.bcn.cat/estadistica/angles/dades/tpob/pad/padro/index.htm", "Edat quinquennal. De la població femenina per barris. Xifres oficials", "Edad quinquenal. De la población femenina por barrios. Cifras oficiales", "Age of the female population by neighborhood (5-year increments). Official figures", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=ine-ine07, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=ine-ine07, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=ine-ine07, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, S, S, S, S, S, S, S
ine-ine08,"Edat per grans grups d'edat. De la població de la ciutat de Barcelona per barris. Xifres oficials", "Edad por grandes grupos de edad. De la población de la ciudad de Barcelona por barrios. Cifras oficiales", "Age (by age group) of the neighborhood population of the city of Barcelona. Official figures","Creative Commons Attribution 4.0", 2013-03-14, "Població", "Demografia", "ANUAL", 94, 21, " Any 2010 Any 2011 Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Barri Barris de Barcelona Baró de Viver Can Baró Can Peguera Canyelles Ciutat Meridiana Diagonal Mar i el Front Marítim del Poblenou Edats Font de la Guatlla Fort Pienc Grans grups Horta Hostafrancs Montbau Navas Pedralbes Per barris Població Porta Provençals del Poblenou Roquetes Sagrada Família Sant Andreu Sant Antoni Sant Genís dels Agudells Sant Gervasi - Galvany Sant Gervasi - la Bonanova Sant Martí de Provençals Sant Pere- Santa Caterina i la Ribera Sants Sants-Badal Sarrià Torre Baró Trinitat Nova Trinitat Vella Vallbona Vallcarca i els Penitents Vallvidrera- el Tibidabo i les Planes Verdum Vilapicina i Torre Llobeta Xifres oficials el Baix Guinardó el Barri Gòtic el Besòs i el Maresme el Bon Pastor el Camp d-en Grassot i Gràcia Nova el Camp de l-Arpa del Clot el Carmel el Clot el Coll el Congrés i els Indians el Guinardó el Parc i la Llacuna del Poblenou el Poble-sec el Poblenou el Putget i el Farró el Raval el Turó de la Peira l-Antiga Esquerra de l-Eixample la Barceloneta la Bordeta la Clota la Dreta de l-Eixample la Font d-en Fargues la Guineueta la Marina de Port la Marina del Prat Vermell la Maternitat i Sant Ramon la Nova Esquerra de l-Eixample la Prosperitat la Sagrera la Salut la Teixonera la Vall d-Hebron la Verneda i la Pau la Vila Olímpica del Poblenou la Vila de Gràcia les Corts les Tres Torres", "Institut d'Estadística de Catalunya. IDESCAT / Instituto Nacional de Estadística. INE", "http://www.bcn.cat/estadistica/catala/dades/tpob/pad/padro/index.htm", "http://www.bcn.cat/estadistica/castella/dades/tpob/pad/padro/index.htm", "http://www.bcn.cat/estadistica/angles/dades/tpob/pad/padro/index.htm", "Edat per grans grups d'edat. De la població per barris. Xifres oficials", "Edad por grandes grupos de edad. De la población por barrios. Cifras oficiales", "Age (by age group) of the neighborhood population. Official figures", http://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=ine-ine08, http://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=ine-ine08, http://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=ine-ine08, N, S, N, N, N, N, N, N, N, N, N, N, N, N, N, N, S, N, N, N, N, N, N, N, S, S, S, S, S, S, S
