Capitol,"Text Capítol",Article,"Text Article",Concepte,"Text Concepte",Subconcepte,"Text Subconcepte",Orgànic,"Text Orgànic",Àrees,"Text Àrees",Política,"Text política","Grup de programes","Text Grup de programes",Programes,"Text Programes",Subprogrames,"Text Subprogrames","PREV. INICIAL"
4,"TRANSFERENCIES CORRENTS",41,"D'ORGANISMES AUTONOMS DE L'ENTITALT LOCA",410,"D'ORGANISMES AUTONOMS DE L'AJUNTAMENT",41000,"Aport. d'OOAA de l'Ajuntament Barcelona",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",41,"D'ORGANISMES AUTONOMS DE L'ENTITALT LOCA",410,"D'ORGANISMES AUTONOMS DE L'AJUNTAMENT",41000,"Aport. d'OOAA de l'Ajuntament Barcelona",0801,"0801 G. Drets Ciutadania, Participació i Transparència",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",42,"DE L'ADMINISTRACIÓ DE L'ESTAT",420,"DE L'ADMINISTRACIO GENERAL DE L'ESTAT",42010,"Fons complementari de finançament",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","857.631.203,88"
4,"TRANSFERENCIES CORRENTS",42,"DE L'ADMINISTRACIÓ DE L'ESTAT",420,"DE L'ADMINISTRACIO GENERAL DE L'ESTAT",42011,"Compensació IAE inicial",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","78.836.897,67"
4,"TRANSFERENCIES CORRENTS",42,"DE L'ADMINISTRACIÓ DE L'ESTAT",420,"DE L'ADMINISTRACIO GENERAL DE L'ESTAT",42012,"Compensació IAE addicional",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","3.649.347,61"
4,"TRANSFERENCIES CORRENTS",42,"DE L'ADMINISTRACIÓ DE L'ESTAT",420,"DE L'ADMINISTRACIO GENERAL DE L'ESTAT",42030,"Compensació tributs",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","2.269.000,00"
4,"TRANSFERENCIES CORRENTS",42,"DE L'ADMINISTRACIÓ DE L'ESTAT",420,"DE L'ADMINISTRACIO GENERAL DE L'ESTAT",42090,"Altres transf. corrents de l'A.G.Estat",0101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",42,"DE L'ADMINISTRACIÓ DE L'ESTAT",420,"DE L'ADMINISTRACIO GENERAL DE L'ESTAT",42090,"Altres transf. corrents de l'A.G.Estat",0201,"0201 G.Drets Socials",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",42,"DE L'ADMINISTRACIÓ DE L'ESTAT",420,"DE L'ADMINISTRACIO GENERAL DE L'ESTAT",42090,"Altres transf. corrents de l'A.G.Estat",0401,"0401 G.Seguretat i Prevenció",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",42,"DE L'ADMINISTRACIÓ DE L'ESTAT",420,"DE L'ADMINISTRACIO GENERAL DE L'ESTAT",42090,"Altres transf. corrents de l'A.G.Estat",0701,"0701 G. Presidència i Economia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",42,"DE L'ADMINISTRACIÓ DE L'ESTAT",420,"DE L'ADMINISTRACIO GENERAL DE L'ESTAT",42090,"Altres transf. corrents de l'A.G.Estat",0702,"0702 G. Ocupació, Empresa i Turisme",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",42,"DE L'ADMINISTRACIÓ DE L'ESTAT",420,"DE L'ADMINISTRACIO GENERAL DE L'ESTAT",42090,"Altres transf. corrents de l'A.G.Estat",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",42,"DE L'ADMINISTRACIÓ DE L'ESTAT",420,"DE L'ADMINISTRACIO GENERAL DE L'ESTAT",42090,"Altres transf. corrents de l'A.G.Estat",0801,"0801 G. Drets Ciutadania, Participació i Transparència",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",42,"DE L'ADMINISTRACIÓ DE L'ESTAT",420,"DE L'ADMINISTRACIO GENERAL DE L'ESTAT",42091,"Aportació Estat institucions àmplia proj",0801,"0801 G. Drets Ciutadania, Participació i Transparència",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",42,"DE L'ADMINISTRACIÓ DE L'ESTAT",420,"DE L'ADMINISTRACIO GENERAL DE L'ESTAT",42092,"Subvencions fin. A.G. Estat eleccions",0101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",42,"DE L'ADMINISTRACIÓ DE L'ESTAT",420,"DE L'ADMINISTRACIO GENERAL DE L'ESTAT",42093,"Aport. Estat formació de personal",0102,"0102 G. Recursos Humans i Organització",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","120.000,00"
4,"TRANSFERENCIES CORRENTS",42,"DE L'ADMINISTRACIÓ DE L'ESTAT",421,"D'ORGANISMES AUTONOMS I AGÈNCIES ESTATAL",42110,"Aportacions INE eleccions",0101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",42,"DE L'ADMINISTRACIÓ DE L'ESTAT",421,"D'ORGANISMES AUTONOMS I AGÈNCIES ESTATAL",42120,"Aportacions IMSERSO",0502,"0502 G. Medi Ambient I Serveis Urbans",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",42,"DE L'ADMINISTRACIÓ DE L'ESTAT",421,"D'ORGANISMES AUTONOMS I AGÈNCIES ESTATAL",42190,"D'altres organismes autònoms i agències",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","9,97"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45010,"Fons cooperació local de Catalunya (FCLC",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","3.390.000,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45030,"Subv. finanlistes Generalitat per l'IMEB",0201,"0201 G.Drets Socials",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","1.214.040,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45040,"Subv. finalistes Gen. atenció primària",0201,"0201 G.Drets Socials",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","21.483.322,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45041,"Subv. finalistes Generalitat per l'EAIA",0201,"0201 G.Drets Socials",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","3.146.136,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45042,"Aportació de Generalitat per a gent gran",0201,"0201 G.Drets Socials",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","3.400.000,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45043,"Aport. Generalitat conveni discapacitats",0201,"0201 G.Drets Socials",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","2.404.294,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45044,"Subv. finalistes Generalitat immigració",0201,"0201 G.Drets Socials",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","999.990,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45044,"Subv. finalistes Generalitat immigració",0801,"0801 G. Drets Ciutadania, Participació i Transparència",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45045,"Subv. Generalitat per a SAD dependència",0201,"0201 G.Drets Socials",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","14.700.000,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45047,"Altres subv. Generalitat Conv. Marc S.S.",0201,"0201 G.Drets Socials",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","1.222.019,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45048,"Serveis Informació i atenció dones - SIA",0201,"0201 G.Drets Socials",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","46.000,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45051,"Subvencions fin. Generalitat (ocupació)",0101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","20,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45060,"Altres transferències de la CCAA conveni",0101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45080,"Altres subvencions de la CCAA",0101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45080,"Altres subvencions de la CCAA",0401,"0401 G.Seguretat i Prevenció",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45080,"Altres subvencions de la CCAA",0501,"0501 Gerència d'Ecologia Urbana",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45080,"Altres subvencions de la CCAA",0502,"0502 G. Medi Ambient I Serveis Urbans",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45080,"Altres subvencions de la CCAA",0503,"0503 G. Urbanisme",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45080,"Altres subvencions de la CCAA",0504,"0504 G. Mobilitat i Infraestructures",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45080,"Altres subvencions de la CCAA",0601,"0601 Ciutat Vella",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45080,"Altres subvencions de la CCAA",0602,"0602 Eixample",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45080,"Altres subvencions de la CCAA",0603,"0603 Sants-Montjuïc",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45080,"Altres subvencions de la CCAA",0604,"0604 Les Corts",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45080,"Altres subvencions de la CCAA",0605,"0605 Sarrià-Sant Gervasi",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45080,"Altres subvencions de la CCAA",0606,"0606 Gràcia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45080,"Altres subvencions de la CCAA",0607,"0607 Horta-Guinardó",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45080,"Altres subvencions de la CCAA",0608,"0608 Nou Barris",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45080,"Altres subvencions de la CCAA",0609,"0609 Sant Andreu",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45080,"Altres subvencions de la CCAA",0610,"0610 Sant Martí",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45080,"Altres subvencions de la CCAA",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45080,"Altres subvencions de la CCAA",0801,"0801 G. Drets Ciutadania, Participació i Transparència",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",450,"DE L'ADMINIST. GENERAL DE LA COMUNITAT A",45081,"Subvencions fin. Gener. per eleccions",0101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",451,"D'ORGANISMES AUTÒNOMS I AGÈNCIES DE LA C",45101,"Aport. SCT per al manteniment de rondes",0504,"0504 G. Mobilitat i Infraestructures",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","386.285,00"
4,"TRANSFERENCIES CORRENTS",45,"DE COMUNITATS AUTONOMES",453,"DE SOC MERCANTILS , EPE'S I ALTRES ORG.P",45300,"D'empreses públiques i altres de CCAA",0502,"0502 G. Medi Ambient I Serveis Urbans",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",46,"D'ENTITATS LOCALS",461,"DE DIPUTACIONS, CONSELLS O CABILDOS",46100,"Aportacions de la Diputació de Barcelona",0101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",46,"D'ENTITATS LOCALS",461,"DE DIPUTACIONS, CONSELLS O CABILDOS",46100,"Aportacions de la Diputació de Barcelona",0201,"0201 G.Drets Socials",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",46,"D'ENTITATS LOCALS",461,"DE DIPUTACIONS, CONSELLS O CABILDOS",46100,"Aportacions de la Diputació de Barcelona",0401,"0401 G.Seguretat i Prevenció",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",46,"D'ENTITATS LOCALS",461,"DE DIPUTACIONS, CONSELLS O CABILDOS",46100,"Aportacions de la Diputació de Barcelona",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",46,"D'ENTITATS LOCALS",461,"DE DIPUTACIONS, CONSELLS O CABILDOS",46100,"Aportacions de la Diputació de Barcelona",0801,"0801 G. Drets Ciutadania, Participació i Transparència",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",46,"D'ENTITATS LOCALS",461,"DE DIPUTACIONS, CONSELLS O CABILDOS",46110,"Subv. finalistes de DiBa afers socials",0201,"0201 G.Drets Socials",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",46,"D'ENTITATS LOCALS",461,"DE DIPUTACIONS, CONSELLS O CABILDOS",46120,"Aport. DiBa per a conveni discapacitats",0201,"0201 G.Drets Socials",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",46,"D'ENTITATS LOCALS",462,D'AJUNTAMENTS,46200,"Transferències d'Ajuntaments",0101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",46,"D'ENTITATS LOCALS",464,"D'AREES METROPOLITANES",46401,"Aportació AMB (TMTR)",0502,"0502 G. Medi Ambient I Serveis Urbans",1,"Serveis públics bàsics",16,"Benestar comunitari",162,"Recollida, gestió i tractament de residus",1622,"Gestió de residus sòlids urbans",16221,"Gestió de residus sòlids urbans","56.078.421,00"
4,"TRANSFERENCIES CORRENTS",46,"D'ENTITATS LOCALS",464,"D'AREES METROPOLITANES",46402,"Subv.retorn cànon dep.residus (AMB)",0502,"0502 G. Medi Ambient I Serveis Urbans",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","448.000,00"
4,"TRANSFERENCIES CORRENTS",46,"D'ENTITATS LOCALS",467,CONSORCIS,46700,"Aportacions de Consorcis",0201,"0201 G.Drets Socials",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",46,"D'ENTITATS LOCALS",469,"ALTRES SUBVENCIONS ENTITATS LOCALS",46900,"Altres subvencions d'entitats locals",0101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",46,"D'ENTITATS LOCALS",469,"ALTRES SUBVENCIONS ENTITATS LOCALS",46900,"Altres subvencions d'entitats locals",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",47,"D'EMPRESES PRIVADES",470,"D'EMPRESES PRIVADES",47000,"Aportacions finalistes empreses privades",0101,"0101 G. Recursos",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",47,"D'EMPRESES PRIVADES",470,"D'EMPRESES PRIVADES",47000,"Aportacions finalistes empreses privades",0201,"0201 G.Drets Socials",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",47,"D'EMPRESES PRIVADES",470,"D'EMPRESES PRIVADES",47000,"Aportacions finalistes empreses privades",0401,"0401 G.Seguretat i Prevenció",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
4,"TRANSFERENCIES CORRENTS",47,"D'EMPRESES PRIVADES",470,"D'EMPRESES PRIVADES",47000,"Aportacions finalistes empreses privades",0501,"0501 Gerència d'Ecologia Urbana",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
