Capitol,"Text Capítol",Article,"Text Article",Concepte,"Text Concepte",Subconcepte,"Text Subconcepte",Orgànic,"Text Orgànic",Àrees,"Text Àrees",Política,"Text política","Grup de programes","Text Grup de programes",Programes,"Text Programes",Subprogrames,"Text Subprogrames","PREV. INICIAL"
1,"IMPOSTOS DIRECTES",10,"IMPOST SOBRE LA RENTA",100,IRPF,10000,"Cessió IRPF",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","51.244.290,00"
1,"IMPOSTOS DIRECTES",11,"SOBRE EL CAPITAL",113,"SOBRE BENS IMMOBLES DE NATURALESA URBANA",11301,"IBI de naturalesa urbana",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","615.314.010,00"
1,"IMPOSTOS DIRECTES",11,"SOBRE EL CAPITAL",114,"SOBRE BENS IMMOBLES DE CARACT. ESPECIALS",11401,"IBI de característiques especials",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","8.097.000,00"
1,"IMPOSTOS DIRECTES",11,"SOBRE EL CAPITAL",115,"SOBRE VEHICLES DE TRACCIO MECANICA",11500,"Impost sobre vehicles tracció mecànica",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","58.620.000,00"
1,"IMPOSTOS DIRECTES",11,"SOBRE EL CAPITAL",116,"SOBRE INCREM. VALOR TERRENYS NATURALESA",11600,"I. s/ increm. valor terrenys nat. urbana",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","120.814.000,00"
1,"IMPOSTOS DIRECTES",13,"SOBRE ACTIVITATS ECONOMIQUES",130,"SOBRE ACTIVITATS ECONOMIQUES",13000,"Impost activitats econòmiques (IAE)",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","80.629.000,00"
1,"IMPOSTOS DIRECTES",13,"SOBRE ACTIVITATS ECONOMIQUES",130,"SOBRE ACTIVITATS ECONOMIQUES",13001,"Impost activitats profesionals i artisti",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
1,"IMPOSTOS DIRECTES",13,"SOBRE ACTIVITATS ECONOMIQUES",130,"SOBRE ACTIVITATS ECONOMIQUES",13004,"Quotes nacionals i provincials IAE",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","9.049.000,00"
1,"IMPOSTOS DIRECTES",18,"DIRECTES EXTINGITS",180,"DIRECTES EXTINGITS",18000,"Directes extingits",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
2,"IMPOSTOS INDIRECTES",21,"IMPOST SOBRE EL VALOR AFEGIT",210,IVA,21000,"Cessió IVA",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","30.529.420,00"
2,"IMPOSTOS INDIRECTES",22,"SOBRE CONSUMS ESPECÍFICS",220,"IMPOSTOS ESPECIALS",22000,"Cessió IE alcohol i derivats",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","385.330,00"
2,"IMPOSTOS INDIRECTES",22,"SOBRE CONSUMS ESPECÍFICS",220,"IMPOSTOS ESPECIALS",22001,"Cessió IE cervesa",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","132.690,00"
2,"IMPOSTOS INDIRECTES",22,"SOBRE CONSUMS ESPECÍFICS",220,"IMPOSTOS ESPECIALS",22003,"Cessió IE tabac",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","3.257.390,00"
2,"IMPOSTOS INDIRECTES",22,"SOBRE CONSUMS ESPECÍFICS",220,"IMPOSTOS ESPECIALS",22004,"Cessió IE hidrocarburs",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","4.669.180,00"
2,"IMPOSTOS INDIRECTES",22,"SOBRE CONSUMS ESPECÍFICS",220,"IMPOSTOS ESPECIALS",22006,"Cessió IE de productes intermedis",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","8.780,00"
2,"IMPOSTOS INDIRECTES",29,"ALTRES IMPOSTOS INDIRECTES",290,"SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OB",29000,"Impost s/ construccions, instal·lacions",0501,"0501 Gerència d'Ecologia Urbana",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","6.751.812,08"
2,"IMPOSTOS INDIRECTES",29,"ALTRES IMPOSTOS INDIRECTES",290,"SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OB",29000,"Impost s/ construccions, instal·lacions",0502,"0502 G. Medi Ambient I Serveis Urbans",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","5.626,51"
2,"IMPOSTOS INDIRECTES",29,"ALTRES IMPOSTOS INDIRECTES",290,"SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OB",29000,"Impost s/ construccions, instal·lacions",0601,"0601 Ciutat Vella",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","675.181,21"
2,"IMPOSTOS INDIRECTES",29,"ALTRES IMPOSTOS INDIRECTES",290,"SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OB",29000,"Impost s/ construccions, instal·lacions",0602,"0602 Eixample",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","2.813.255,03"
2,"IMPOSTOS INDIRECTES",29,"ALTRES IMPOSTOS INDIRECTES",290,"SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OB",29000,"Impost s/ construccions, instal·lacions",0603,"0603 Sants-Montjuïc",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","1.350.362,41"
2,"IMPOSTOS INDIRECTES",29,"ALTRES IMPOSTOS INDIRECTES",290,"SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OB",29000,"Impost s/ construccions, instal·lacions",0604,"0604 Les Corts",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","450.120,81"
2,"IMPOSTOS INDIRECTES",29,"ALTRES IMPOSTOS INDIRECTES",290,"SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OB",29000,"Impost s/ construccions, instal·lacions",0605,"0605 Sarrià-Sant Gervasi",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","1.350.362,41"
2,"IMPOSTOS INDIRECTES",29,"ALTRES IMPOSTOS INDIRECTES",290,"SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OB",29000,"Impost s/ construccions, instal·lacions",0606,"0606 Gràcia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","675.181,21"
2,"IMPOSTOS INDIRECTES",29,"ALTRES IMPOSTOS INDIRECTES",290,"SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OB",29000,"Impost s/ construccions, instal·lacions",0607,"0607 Horta-Guinardó",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","450.120,81"
2,"IMPOSTOS INDIRECTES",29,"ALTRES IMPOSTOS INDIRECTES",290,"SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OB",29000,"Impost s/ construccions, instal·lacions",0608,"0608 Nou Barris",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","331.964,10"
2,"IMPOSTOS INDIRECTES",29,"ALTRES IMPOSTOS INDIRECTES",290,"SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OB",29000,"Impost s/ construccions, instal·lacions",0609,"0609 Sant Andreu",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","562.651,01"
2,"IMPOSTOS INDIRECTES",29,"ALTRES IMPOSTOS INDIRECTES",290,"SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OB",29000,"Impost s/ construccions, instal·lacions",0610,"0610 Sant Martí",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","1.350.362,41"
3,"TAXES I ALTRES INGRESSOS",30,"TAXES PER LA PRESTACIÓ SERVEIS PÚBLICS",301,"SERVEI DE CLAVEGUERAM",30100,"Taxa de clavegueram",0502,"0502 G. Medi Ambient I Serveis Urbans",1,"Serveis públics bàsics",16,"Benestar comunitari",160,Clavegueram,1601,"Sanejament xarxa de clavegueram",16011,"Sanejament xarxa de clavegueram","15.500.000,00"
3,"TAXES I ALTRES INGRESSOS",30,"TAXES PER LA PRESTACIÓ SERVEIS PÚBLICS",309,"ALTRES TAXES PER PRESTACIONS DE SERVEIS",30901,"Taxa per retirada de sacs i contenidors",0502,"0502 G. Medi Ambient I Serveis Urbans",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","35.000,00"
3,"TAXES I ALTRES INGRESSOS",30,"TAXES PER LA PRESTACIÓ SERVEIS PÚBLICS",309,"ALTRES TAXES PER PRESTACIONS DE SERVEIS",30902,"Taxa per extinció d'incendis i salvament",0401,"0401 G.Seguretat i Prevenció",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","211.000,00"
3,"TAXES I ALTRES INGRESSOS",30,"TAXES PER LA PRESTACIÓ SERVEIS PÚBLICS",309,"ALTRES TAXES PER PRESTACIONS DE SERVEIS",30903,"Taxa de cementiris",0703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","12.029.885,00"
3,"TAXES I ALTRES INGRESSOS",30,"TAXES PER LA PRESTACIÓ SERVEIS PÚBLICS",309,"ALTRES TAXES PER PRESTACIONS DE SERVEIS",30904,"Taxa per prestacions serveis GU",0401,"0401 G.Seguretat i Prevenció",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","570.000,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32100,"Taxes per llicències d'obres",0501,"0501 Gerència d'Ecologia Urbana",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","3.722.756,51"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32100,"Taxes per llicències d'obres",0502,"0502 G. Medi Ambient I Serveis Urbans",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","64.318,53"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32100,"Taxes per llicències d'obres",0601,"0601 Ciutat Vella",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","23.154,67"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32100,"Taxes per llicències d'obres",0602,"0602 Eixample",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","57.886,68"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32100,"Taxes per llicències d'obres",0603,"0603 Sants-Montjuïc",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","54.027,56"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32100,"Taxes per llicències d'obres",0604,"0604 Les Corts",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","20.581,93"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32100,"Taxes per llicències d'obres",0605,"0605 Sarrià-Sant Gervasi",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","12.863,70"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32100,"Taxes per llicències d'obres",0606,"0606 Gràcia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","21.868,30"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32100,"Taxes per llicències d'obres",0607,"0607 Horta-Guinardó",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","28.300,16"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32100,"Taxes per llicències d'obres",0608,"0608 Nou Barris",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","20.581,93"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32100,"Taxes per llicències d'obres",0609,"0609 Sant Andreu",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","45.022,97"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32100,"Taxes per llicències d'obres",0610,"0610 Sant Martí",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","128.637,06"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32101,"Taxes per llicències d'activitats",0601,"0601 Ciutat Vella",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","161.965,32"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32101,"Taxes per llicències d'activitats",0602,"0602 Eixample",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","593.872,83"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32101,"Taxes per llicències d'activitats",0603,"0603 Sants-Montjuïc",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","194.358,38"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32101,"Taxes per llicències d'activitats",0604,"0604 Les Corts",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","107.976,88"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32101,"Taxes per llicències d'activitats",0605,"0605 Sarrià-Sant Gervasi",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","188.959,54"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32101,"Taxes per llicències d'activitats",0606,"0606 Gràcia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","161.965,32"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32101,"Taxes per llicències d'activitats",0607,"0607 Horta-Guinardó",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","86.381,50"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32101,"Taxes per llicències d'activitats",0608,"0608 Nou Barris",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","64.786,13"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32101,"Taxes per llicències d'activitats",0609,"0609 Sant Andreu",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","102.578,03"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32101,"Taxes per llicències d'activitats",0610,"0610 Sant Martí",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","205.156,07"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",323,"TAXES PER ALTRES SERVEIS URBANÍSTICS",32300,"Taxa inspecció d'execució d'obres",0601,"0601 Ciutat Vella",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",323,"TAXES PER ALTRES SERVEIS URBANÍSTICS",32300,"Taxa inspecció d'execució d'obres",0602,"0602 Eixample",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",323,"TAXES PER ALTRES SERVEIS URBANÍSTICS",32300,"Taxa inspecció d'execució d'obres",0603,"0603 Sants-Montjuïc",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",323,"TAXES PER ALTRES SERVEIS URBANÍSTICS",32300,"Taxa inspecció d'execució d'obres",0604,"0604 Les Corts",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",323,"TAXES PER ALTRES SERVEIS URBANÍSTICS",32300,"Taxa inspecció d'execució d'obres",0605,"0605 Sarrià-Sant Gervasi",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",323,"TAXES PER ALTRES SERVEIS URBANÍSTICS",32300,"Taxa inspecció d'execució d'obres",0606,"0606 Gràcia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",323,"TAXES PER ALTRES SERVEIS URBANÍSTICS",32300,"Taxa inspecció d'execució d'obres",0607,"0607 Horta-Guinardó",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",323,"TAXES PER ALTRES SERVEIS URBANÍSTICS",32300,"Taxa inspecció d'execució d'obres",0608,"0608 Nou Barris",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",323,"TAXES PER ALTRES SERVEIS URBANÍSTICS",32300,"Taxa inspecció d'execució d'obres",0609,"0609 Sant Andreu",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",323,"TAXES PER ALTRES SERVEIS URBANÍSTICS",32300,"Taxa inspecció d'execució d'obres",0610,"0610 Sant Martí",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","10,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",323,"TAXES PER ALTRES SERVEIS URBANÍSTICS",32301,"Taxes informes, planols i certificats ur (SIR)",0501,"0501 Gerència d'Ecologia Urbana",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","2.970,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",323,"TAXES PER ALTRES SERVEIS URBANÍSTICS",32301,"Taxes informes, planols i certificats ur (SIR)",0601,"0601 Ciutat Vella",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","26.450,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",323,"TAXES PER ALTRES SERVEIS URBANÍSTICS",32301,"Taxes informes, planols i certificats ur (SIR)",0602,"0602 Eixample",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","3.450,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",323,"TAXES PER ALTRES SERVEIS URBANÍSTICS",32301,"Taxes informes, planols i certificats ur (SIR)",0603,"0603 Sants-Montjuïc",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","18.400,00"
3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",323,"TAXES PER ALTRES SERVEIS URBANÍSTICS",32301,"Taxes informes, planols i certificats ur (SIR)",0604,"0604 Les Corts",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos municipals",93219,"Serveis d’ingressos","1.150,00"
