Mes,Capitol,"Text Capitol",Article,"Text Article",Concepte,"Text Concepte",Subconcepte,"Text Subconcepte",Orgànic,"Text Orgànic",Àrees,"Text Àrees",Política,"Text Política","Grup de programes","Text Grup de programes",Programes,"Text Programes",Subprogrames,"Text Subprogrames","PREV. INICIAL","MODIF. PREVISIÓ",PREV.DEFINITIVA,"DRETS RECONEGUTS","DRETS ANUL./CANC.","DRETS LIQUIDATS","RECAPTAT LIQUIDAT"
Gener,2,"IMPOSTOS INDIRECTES",29,"ALTRES IMPOSTOS INDIRECTES",290,"SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OB",29000,"Impost s/ construccions, instal·lacions",501,"0501 Gerència Habitat Urbà",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","6.751.812,08",0,"6.751.812,08","400.327,43","38.744,64","361.582,79","87.826,68"
Gener,2,"IMPOSTOS INDIRECTES",29,"ALTRES IMPOSTOS INDIRECTES",290,"SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OB",29000,"Impost s/ construccions, instal·lacions",502,"0502 Gerència Medi Ambient I Serveis Urbans",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","5.626,51",0,"5.626,51","9.739,80",0,"9.739,80","372,88"
Gener,2,"IMPOSTOS INDIRECTES",29,"ALTRES IMPOSTOS INDIRECTES",290,"SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OB",29000,"Impost s/ construccions, instal·lacions",601,"0601 Ciutat Vella",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","675.181,21",0,"675.181,21","198.257,27",0,"198.257,27","198.257,27"
Gener,2,"IMPOSTOS INDIRECTES",29,"ALTRES IMPOSTOS INDIRECTES",290,"SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OB",29000,"Impost s/ construccions, instal·lacions",602,"0602 Eixample",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","2.813.255,03",0,"2.813.255,03","377.249,53",0,"377.249,53","377.249,53"
Gener,2,"IMPOSTOS INDIRECTES",29,"ALTRES IMPOSTOS INDIRECTES",290,"SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OB",29000,"Impost s/ construccions, instal·lacions",603,"0603 Sants-Montjuïc",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","1.350.362,41",0,"1.350.362,41","79.320,12",0,"79.320,12","79.212,56"
Gener,2,"IMPOSTOS INDIRECTES",29,"ALTRES IMPOSTOS INDIRECTES",290,"SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OB",29000,"Impost s/ construccions, instal·lacions",604,"0604 Les Corts",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","450.120,81",0,"450.120,81","68.847,66",0,"68.847,66","68.847,66"
Gener,2,"IMPOSTOS INDIRECTES",29,"ALTRES IMPOSTOS INDIRECTES",290,"SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OB",29000,"Impost s/ construccions, instal·lacions",605,"0605 Sarrià-Sant Gervasi",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","1.350.362,41",0,"1.350.362,41","180.572,78",0,"180.572,78","180.572,78"
Gener,2,"IMPOSTOS INDIRECTES",29,"ALTRES IMPOSTOS INDIRECTES",290,"SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OB",29000,"Impost s/ construccions, instal·lacions",606,"0606 Gràcia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","675.181,21",0,"675.181,21","80.923,08",0,"80.923,08","80.923,08"
Gener,2,"IMPOSTOS INDIRECTES",29,"ALTRES IMPOSTOS INDIRECTES",290,"SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OB",29000,"Impost s/ construccions, instal·lacions",607,"0607 Horta-Guinardó",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","450.120,81",0,"450.120,81","28.063,34",0,"28.063,34","28.063,34"
Gener,2,"IMPOSTOS INDIRECTES",29,"ALTRES IMPOSTOS INDIRECTES",290,"SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OB",29000,"Impost s/ construccions, instal·lacions",608,"0608 Nou Barris",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","331.964,10",0,"331.964,10","65.144,92",0,"65.144,92","65.144,92"
Gener,2,"IMPOSTOS INDIRECTES",29,"ALTRES IMPOSTOS INDIRECTES",290,"SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OB",29000,"Impost s/ construccions, instal·lacions",609,"0609 Sant Andreu",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","562.651,01",0,"562.651,01","229.008,75",0,"229.008,75","229.008,75"
Gener,2,"IMPOSTOS INDIRECTES",29,"ALTRES IMPOSTOS INDIRECTES",290,"SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OB",29000,"Impost s/ construccions, instal·lacions",610,"0610 Sant Martí",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","1.350.362,41",0,"1.350.362,41","772.414,96",0,"772.414,96","772.414,96"
Gener,2,"IMPOSTOS INDIRECTES",29,"ALTRES IMPOSTOS INDIRECTES",290,"SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OB",29000,"Impost s/ construccions, instal·lacions",703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos",0,0,0,"688,46",0,"688,46","688,46"
Gener,3,"TAXES I ALTRES INGRESSOS",30,"TAXES PER LA PRESTACIÓ SERVEI S PÚBLICS",301,"SERVEI DE CLAVEGUERAM",30100,"Taxa de clavegueram",502,"0502 Gerència Medi Ambient I Serveis Urbans",1,"Deute públic",16,"Benestar comunitari",160,Clavegueram,1601,"Sanejament xarxa de clavegueram",16011,"Sanejament xarxa de clavegueram","15.500.000,00",0,"15.500.000,00","865.387,28",0,"865.387,28",0
Gener,3,"TAXES I ALTRES INGRESSOS",30,"TAXES PER LA PRESTACIÓ SERVEI S PÚBLICS",309,"ALTRES TAXES PER PRESTACIONS DE SERVEIS",30901,"Taxa per retirada de sacs i contenidors",502,"0502 Gerència Medi Ambient I Serveis Urbans",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","35.000,00",0,"35.000,00",0,0,0,0
Gener,3,"TAXES I ALTRES INGRESSOS",30,"TAXES PER LA PRESTACIÓ SERVEI S PÚBLICS",309,"ALTRES TAXES PER PRESTACIONS DE SERVEIS",30902,"Taxa per extinció d'incendis i salvament",401,"0401 Prevenció, Seguretat I Mobilitat",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","211.000,00",0,"211.000,00","317,99",0,"317,99","267,27"
Gener,3,"TAXES I ALTRES INGRESSOS",30,"TAXES PER LA PRESTACIÓ SERVEI S PÚBLICS",309,"ALTRES TAXES PER PRESTACIONS DE SERVEIS",30903,"Taxa de cementiris",703,"0703 Serveis Centrals",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","12.029.885,00",0,"12.029.885,00",0,0,0,0
Gener,3,"TAXES I ALTRES INGRESSOS",30,"TAXES PER LA PRESTACIÓ SERVEI S PÚBLICS",309,"ALTRES TAXES PER PRESTACIONS DE SERVEIS",30904,"Taxa per prestacions serveis GU",401,"0401 Prevenció, Seguretat I Mobilitat",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","570.000,00",0,"570.000,00","10.254,39",0,"10.254,39","49,73"
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32100,"Taxes per llicències d'obres",501,"0501 Gerència Habitat Urbà",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","3.722.756,51",0,"3.722.756,51","283.746,89",0,"283.746,89","283.746,89"
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32100,"Taxes per llicències d'obres",502,"0502 Gerència Medi Ambient I Serveis Urbans",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","64.318,53",0,"64.318,53","37.737,28","171,57","37.565,71","1.287,10"
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32100,"Taxes per llicències d'obres",601,"0601 Ciutat Vella",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","23.154,67",0,"23.154,67",360,0,360,360
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32100,"Taxes per llicències d'obres",602,"0602 Eixample",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","57.886,68",0,"57.886,68","454,56",0,"454,56","227,28"
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32100,"Taxes per llicències d'obres",603,"0603 Sants-Montjuïc",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","54.027,56",0,"54.027,56","454,56",0,"454,56","454,56"
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32100,"Taxes per llicències d'obres",604,"0604 Les Corts",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","20.581,93",0,"20.581,93","701,84",0,"701,84","701,84"
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32100,"Taxes per llicències d'obres",605,"0605 Sarrià-Sant Gervasi",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","12.863,70",0,"12.863,70",0,0,0,0
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32100,"Taxes per llicències d'obres",606,"0606 Gràcia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","21.868,30",0,"21.868,30",0,0,0,0
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32100,"Taxes per llicències d'obres",607,"0607 Horta-Guinardó",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","28.300,16",0,"28.300,16","249,29",0,"249,29","249,29"
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32100,"Taxes per llicències d'obres",608,"0608 Nou Barris",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","20.581,93",0,"20.581,93","1.940,41",0,"1.940,41","1.940,41"
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32100,"Taxes per llicències d'obres",609,"0609 Sant Andreu",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","45.022,97",0,"45.022,97","431,43",0,"431,43","431,43"
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32100,"Taxes per llicències d'obres",610,"0610 Sant Martí",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","128.637,06",0,"128.637,06","4.303,08",0,"4.303,08","3.848,52"
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32101,"Taxes per llicències d'activitats",601,"0601 Ciutat Vella",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","161.965,32",0,"161.965,32","12.707,43",0,"12.707,43","12.707,43"
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32101,"Taxes per llicències d'activitats",602,"0602 Eixample",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","593.872,83",0,"593.872,83","28.811,82",0,"28.811,82","28.811,82"
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32101,"Taxes per llicències d'activitats",603,"0603 Sants-Montjuïc",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","194.358,38",0,"194.358,38","20.437,08",0,"20.437,08","20.437,08"
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32101,"Taxes per llicències d'activitats",604,"0604 Les Corts",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","107.976,88",0,"107.976,88","8.606,42",0,"8.606,42","8.606,42"
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32101,"Taxes per llicències d'activitats",605,"0605 Sarrià-Sant Gervasi",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","188.959,54",0,"188.959,54","18.004,42",0,"18.004,42","18.004,42"
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32101,"Taxes per llicències d'activitats",606,"0606 Gràcia",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","161.965,32",0,"161.965,32","5.506,00",0,"5.506,00","5.506,00"
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32101,"Taxes per llicències d'activitats",607,"0607 Horta-Guinardó",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","86.381,50",0,"86.381,50","7.844,21",0,"7.844,21","7.844,21"
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32101,"Taxes per llicències d'activitats",608,"0608 Nou Barris",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","64.786,13",0,"64.786,13","7.877,28",0,"7.877,28","7.877,28"
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32101,"Taxes per llicències d'activitats",609,"0609 Sant Andreu",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","102.578,03",0,"102.578,03","4.540,00",0,"4.540,00","4.540,00"
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",321,"LLICÈNCIES URBANÍSTIQUES",32101,"Taxes per llicències d'activitats",610,"0610 Sant Martí",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos","205.156,07",0,"205.156,07","15.318,63",0,"15.318,63","15.318,63"
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",323,"TAXES PER ALTRES SERVEIS URBANÍSTICS",32300,"Taxa inspecció d'execució d'obres",601,"0601 Ciutat Vella",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos",10,0,10,0,0,0,0
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",323,"TAXES PER ALTRES SERVEIS URBANÍSTICS",32300,"Taxa inspecció d'execució d'obres",602,"0602 Eixample",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos",10,0,10,0,0,0,0
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",323,"TAXES PER ALTRES SERVEIS URBANÍSTICS",32300,"Taxa inspecció d'execució d'obres",603,"0603 Sants-Montjuïc",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos",10,0,10,0,0,0,0
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",323,"TAXES PER ALTRES SERVEIS URBANÍSTICS",32300,"Taxa inspecció d'execució d'obres",604,"0604 Les Corts",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos",10,0,10,0,0,0,0
Gener,3,"TAXES I ALTRES INGRESSOS",32,"TAXES PER LA REALITZACIÓ D'ACTIV DE COMP",323,"TAXES PER ALTRES SERVEIS URBANÍSTICS",32300,"Taxa inspecció d'execució d'obres",605,"0605 Sarrià-Sant Gervasi",9,"Actuacions de caràcter general",93,"Administració financera i tributària",932,"Gestió del sistema tributari",9321,"Administració tributària i d'ingressos m",93219,"Serveis d’ingressos",10,0,10,0,0,0,0
