Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Texto Cajetines;LONGITUD;LATITUD
445451,61;4476103,29;38398;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;EMILIO FERRARI, CALLE, DE;17;CargayDescarga;Línea;4;LAB. DE 9 A 14 H Y DE 16.30 A 20 HEXCEPTO CARGA Y DESCARGA;-3.6431274;40.4337833
445601,82;4475850,83;39085;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;EMILIO FERRARI, CALLE, DE;59;CargayDescarga;Línea;3;;-3.6413349;40.4315188
445638,11;4475766,44;38397;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;EMILIO FERRARI, CALLE, DE;62;CargayDescarga;Línea;8;;-3.6408998;40.430761
445355,8;4475645,7;41288;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;EZEQUIEL SOLANA, CALLE, DE;60;CargayDescarga;Línea;2;;-3.6442176;40.4296548
445528,08;4475377,77;40360;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;EZEQUIEL SOLANA, CALLE, DE;97;CargayDescarga;Línea;1;LAB.DE 9 A 14H. Y DE 16,30 A 20H. EXCEPTO CARGA Y DESCARGA;-3.6421637;40.4272524
445327,14;4476160,78;41178;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;GUTIERRE DE CETINA, CALLE, DE;5;CargayDescarga;Línea;3;;-3.6445997;40.434293
445407,25;4476026,43;41533;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;GUTIERRE DE CETINA, CALLE, DE;29;CargayDescarga;Línea;3;LABORABLES DE 8 A 14 H Y DE16.30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6436437;40.433088
445576,13;4475741,7;38397;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;GUTIERRE DE CETINA, CALLE, DE;71;CargayDescarga;Línea;5;;-3.6416284;40.430534
445787,19;4476419,42;38398;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;JOSE ARCONES GIL, CALLE, DE;9;CargayDescarga;Línea;3;;-3.6391981;40.4366531
445074,46;4475946,94;42739;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;LAGO CONSTANZA, CALLE, DEL;13;CargayDescarga;Batería;3;Laborables de 8 a 20 horas. Sábados no festivos de 8 a 15 horas. Excepto carga y descarga.;-3.6475602;40.43235
445633,67;4476048,02;38398;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;MADRES DE LA PLAZA DE MAYO, CALLE, DE LAS;Fte 8;CargayDescarga;Línea;2;LABORABLES DE 9 A 20 HEXCEPTO CARGA Y DESCARGA;-3.6409763;40.4332973
445616,92;4475398,53;38394;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;PEDRO ANTONIO DE ALARCON, CALLE, DE;39;CargayDescarga;Línea;4;;-3.6411182;40.4274452
446209,04;4475342,28;42151;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;PORTUGALETE, CALLE, DE;23;CargayDescarga;Línea;3;;-3.6341334;40.426977
446005,51;4475765,46;38397;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;SEQUILLO, CALLE, DEL;S/N;CargayDescarga;Línea;2;;-3.6365685;40.4307761
445250,38;4476146,68;42345;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;TIMOTEO DOMINGO, CALLE, DE;2;CargayDescarga;Línea;3;lab. de lunes a viernes de 8 a 20 horas y sabados de 8 a 15 horas excepto carga y descarga;-3.6455035;40.4341609
445195,89;4476108,13;38398;15  CIUDAD LINEAL;15-02 PUEBLO NUEVO;URQUIZA, CALLE, DE;1;CargayDescarga;Línea;2;;-3.6461425;40.4338101
444454,18;4475941,71;42376;15  CIUDAD LINEAL;15-03 QUINTANA;ALCALA, CALLE, DE;283;CargayDescarga;Línea;;Lab. de 8 a 17 h excepto carga y descarga;-3.6548723;40.4322617
444521,85;4475953,66;38394;15  CIUDAD LINEAL;15-03 QUINTANA;ALCALA, CALLE, DE;289;CargayDescarga;Línea;1;LAB.DE 9 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA;-3.6540755;40.4323738
444634,5;4475973,32;38397;15  CIUDAD LINEAL;15-03 QUINTANA;ALCALA, CALLE, DE;301;CargayDescarga;Línea;3;LAB.DE 9 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA;-3.6527492;40.4325585
444928,73;4476022,42;40897;15  CIUDAD LINEAL;15-03 QUINTANA;ALCALA, CALLE, DE;331;CargayDescarga;Línea;9;Permitido carga y descarga de 9 a 14 h;-3.6492848;40.4330203
445016,85;4476041,02;38419;15  CIUDAD LINEAL;15-03 QUINTANA;ALCALA, CALLE, DE;337;CargayDescarga;Línea;3;;-3.6482475;40.4331937
445043,9;4476052,3;38398;15  CIUDAD LINEAL;15-03 QUINTANA;ALCALA, CALLE, DE;339;CargayDescarga;Línea;4;LAB. DE 9 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA;-3.6479296;40.4332971
445140.48;4476108,66;38398;15  CIUDAD LINEAL;15-03 QUINTANA;ALCALA, CALLE, DE;345;CargayDescarga;Línea;6;PERMITIDO CARGA Y DESCARGALAB. DE 9 A 12 H;-3.6467958;40.4338112
445167,55;4476125,53;38398;15  CIUDAD LINEAL;15-03 QUINTANA;ALCALA, CALLE, DE;347;CargayDescarga;Línea;5;PERMITIDO CARGA Y DESCARGALAB. DE 9 A 12 H;-3.6464782;40.433965
445221,08;4476158,89;38398;15  CIUDAD LINEAL;15-03 QUINTANA;ALCALA, CALLE, DE;355;CargayDescarga;Línea;7;PERMITIDO CARGA Y DESCARGALAB. DE 9 A 12 H;-3.6458499;40.434269
445271,83;4476190,43;38398;15  CIUDAD LINEAL;15-03 QUINTANA;ALCALA, CALLE, DE;361;CargayDescarga;Línea;5;PERMITIDO CARGA Y DESCARGALAB. DE 9 A 12 H;-3.6452543;40.4345565
445456,54;4476306,34;38398;15  CIUDAD LINEAL;15-03 QUINTANA;ALCALA, CALLE, DE;381;CargayDescarga;Línea;6;;-3.6430867;40.4356128
445551,96;4476365,74;38398;15  CIUDAD LINEAL;15-03 QUINTANA;ALCALA, CALLE, DE;389;CargayDescarga;Línea;3;Lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.6419668;40.4361542
445653,27;4476428,73;38398;15  CIUDAD LINEAL;15-03 QUINTANA;ALCALA, CALLE, DE;401;CargayDescarga;Línea;7;LAB. DE 9 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA;-3.6407778;40.4367282
445772,69;4476503,49;38418;15  CIUDAD LINEAL;15-03 QUINTANA;ALCALA, CALLE, DE;413;CargayDescarga;Línea;4;;-3.6393762;40.4374095
445943,78;4476585,08;38418;15  CIUDAD LINEAL;15-03 QUINTANA;ALCALA, CALLE, DE;423;CargayDescarga;Línea;4;;-3.637366;40.4381557
446081,01;4476632,55;37048;15  CIUDAD LINEAL;15-03 QUINTANA;ALCALA, CALLE, DE;443;CargayDescarga;Línea;4;;-3.6357521;40.4385922
444402,43;4476007,4;38397;15  CIUDAD LINEAL;15-03 QUINTANA;ALCALDE LOPEZ CASERO, CALLE, DEL;8;CargayDescarga;Línea;3;;-3.6554881;40.43285
445022,76;4476146,71;42388;15  CIUDAD LINEAL;15-03 QUINTANA;ARGENTINA, CALLE, DE;S/N;CargayDescarga;Línea;3;LAB. DE LUNES A VIERNES DE 8 A 20 H. Y SABADOS DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.648187;40.4341462
445888,27;4476630,23;38244;15  CIUDAD LINEAL;15-03 QUINTANA;ARZOBISPO COS, CALLE, DEL;1;CargayDescarga;Línea;5;;-3.6380243;40.4385588
445434,61;4476807,91;38401;15  CIUDAD LINEAL;15-03 QUINTANA;CIDRA, CALLE, DE LA;Fte 18;CargayDescarga;Línea;4;EXCEPTO CARGA Y DESCARGA;-3.6433883;40.4401298
444743,18;4476117,67;42738;15  CIUDAD LINEAL;15-03 QUINTANA;ELFO, CALLE, DEL;59;CargayDescarga;Línea;3;Laborables de 8 a 20 horas. Sábados y festivos de 8 a 15 horas. Excepto carga y descarga. ;-3.6514805;40.4338661
445109,25;4476241,66;41134;15  CIUDAD LINEAL;15-03 QUINTANA;ELFO, CALLE, DEL;80;CargayDescarga;Línea;3;;-3.6471755;40.4350073
445420,13;4476445,78;38398;15  CIUDAD LINEAL;15-03 QUINTANA;ELFO, CALLE, DEL;135;CargayDescarga;Línea;3;;-3.6435279;40.4368666
445281,13;4476242,29;38398;15  CIUDAD LINEAL;15-03 QUINTANA;FEDERICO GUTIERREZ, CALLE, DE;6;CargayDescarga;Línea;2;;-3.6451492;40.4350243
445211,96;4476340.33;38303;15  CIUDAD LINEAL;15-03 QUINTANA;FEDERICO GUTIERREZ, CALLE, DE;19;CargayDescarga;Línea;3;;-3.6459731;40.4359029
445139,61;4476462,27;40396;15  CIUDAD LINEAL;15-03 QUINTANA;FEDERICO GUTIERREZ, CALLE, DE;Fte 38;CargayDescarga;Línea;3;;-3.6468366;40.4369967
446074,94;4476679,4;40560;15  CIUDAD LINEAL;15-03 QUINTANA;GENERAL ARANAZ, CALLE, DEL;3;CargayDescarga;Línea;3;;-3.6358276;40.4390139
445343,44;4476261,77;42345;15  CIUDAD LINEAL;15-03 QUINTANA;HERMANOS DE PABLO, CALLE, DE LOS;1;CargayDescarga;Línea;3;;-3.6444162;40.4352039
445230,12;4476476,57;38401;15  CIUDAD LINEAL;15-03 QUINTANA;HERMANOS DE PABLO, CALLE, DE LOS;30;CargayDescarga;Línea;3;;-3.6457707;40.4371314
445337,82;4476780,95;41257;15  CIUDAD LINEAL;15-03 QUINTANA;JOSE DEL HIERRO, CALLE, DE;48;CargayDescarga;Línea;2;;-3.6445272;40.4398806
445511,45;4476477,35;38401;15  CIUDAD LINEAL;15-03 QUINTANA;REVERENCIA, PLAZA, DE LA;2;CargayDescarga;Línea;4;;-3.642454;40.437157
445363,92;4476463,07;42926;15  CIUDAD LINEAL;15-03 QUINTANA;SAMBARA, CALLE, DE;123;CargayDescarga;Línea;;LABORABLES DE LUNES A VIERNES DE 8 A 20 H. SÁBADOS LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA;-3.6441921;40.4370186
444606,73;4476025,35;40556;15  CIUDAD LINEAL;15-03 QUINTANA;SIENA, CALLE, DE;37;CargayDescarga;Línea;3;;-3.6530811;40.4330253
445353,17;4476538,5;38401;15  CIUDAD LINEAL;15-03 QUINTANA;VIRGEN DE LLUC, CALLE, DE LA;65;CargayDescarga;Línea;2;;-3.6443253;40.4376974
445089,21;4476096,68;38398;15  CIUDAD LINEAL;15-03 QUINTANA;VIRGEN DEL SAGRARIO, CALLE, DE LA;Fte 2;CargayDescarga;Línea;3;;-3.6473992;40.4336999
444367,01;4475926,02;36664;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;ALCALA, CALLE, DE;275;CargayDescarga;Línea;3;;-3.6558985;40.4321145
444394,93;4475981,06;38397;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;ALCALDE LOPEZ CASERO, CALLE, DEL;3;CargayDescarga;Línea;1;;-3.6555742;40.4326122
444386,63;4476031,05;38397;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;ALCALDE LOPEZ CASERO, CALLE, DEL;7;CargayDescarga;Línea;2;;-3.6556764;40.433062
445439,05;4476872,84;40253;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;ANGEL LARRA, CALLE, DE;Fte 2;CargayDescarga;Línea;2;;-3.6433415;40.440715
444083,38;4476240.41;40360;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;DONOSTIARRA, AVENIDA;2;CargayDescarga;Batería;5;LABORABLES DE 9 A 14 Y DE 16 A 20 H.EXCEPTO CARGA Y DESCARGA;-3.6592699;40.4349277
445462,6;4476871,34;42284;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;JOSE DEL HIERRO, CALLE, DE;53;CargayDescarga;Línea;3;Laborables de 8 a 14h, excepto carga y descarga en línea;-3.6430637;40.440703
445052,65;4477139,28;39618;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;JUAN PEREZ ZUÑIGA, CALLE, DE;22;CargayDescarga;Línea;2;;-3.6479204;40.4430898
445295,02;4477118,96;42059;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;MARQUES DE PICO VELASCO, CALLE, DEL;60;CargayDescarga;Línea;1;;-3.6450609;40.4429227
444215,79;4476293,03;39001;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;VIRGEN DE LA ROCA, CALLE, DE LA;20;CargayDescarga;Batería;3;LABORABLES DE 8 A 14 H Y DE16,30 A 19 H. EXCEPTO CARGA YDESCARGA;-3.6577135;40.4354106
444277,54;4476350,82;38397;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;VIRGEN DE LOURDES, CALLE, DE LA;28;CargayDescarga;Línea;4;;-3.6569905;40.4359353
444161;4476054,27;1;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;VIRGEN DEL PUIG, CALLE, DE LA;S/N;CargayDescarga;Línea;5;LABORABLES DE 9 A 14 H. Y DE 16,30 A 20 H.EXCEPTO CARGA Y DESCARGA;-3.6583384;40.433256
444777,57;4476586,73;40603;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;VIRGEN DEL SAGRARIO, CALLE, DE LA;23;CargayDescarga;Línea;2;LABORABLES DE 9 A  14H . Y DE 16 H A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6511158;40.4380939
444695,1;4476674,63;40872;15  CIUDAD LINEAL;15-04 CONCEPCIÓN;VIRGEN DEL VAL, CALLE, DE LA;32;CargayDescarga;Línea;3;;-3.6520958;40.4388803
444725,78;4477497,7;41234;15  CIUDAD LINEAL;15-05 SAN PASCUAL;AGASTIA, CALLE, DE;48;CargayDescarga;Línea;3;;-3.6518057;40.446297
444262,3;4477046,18;40870;15  CIUDAD LINEAL;15-05 SAN PASCUAL;ALBACETE, CALLE, DE;S/N;CargayDescarga;Línea;3;;-3.6572312;40.4421985
444325,02;4476466,64;41663;15  CIUDAD LINEAL;15-05 SAN PASCUAL;ANTONIO CALVO, CALLE, DE;5;CargayDescarga;Línea;3;Laborables de 8 a 17 horas excepto carga y descarga.;-3.6564409;40.4369819
444649,16;4477154,59;38146;15  CIUDAD LINEAL;15-05 SAN PASCUAL;BADAJOZ, AVENIDA, DE;13;CargayDescarga;Línea;4;;-3.6526793;40.4432009
444566,82;4477299,56;42543;15  CIUDAD LINEAL;15-05 SAN PASCUAL;CONDESA DE VENADITO, CALLE, DE LA;16;CargayDescarga;;;;-3.6536628;40.4445014
444551,95;4476659,49;38400;15  CIUDAD LINEAL;15-05 SAN PASCUAL;FRANCISCO GINER DE LOS RIOS, CALLE, DE;1;CargayDescarga;Línea;1;AUTORIZADO CARGAY DESCARGA TIEMPOLIMITADO;-3.6537823;40.4387343
444727,11;4477287,45;35922;15  CIUDAD LINEAL;15-05 SAN PASCUAL;MADRE ANTONIA PARIS, CALLE, DE LA;1;CargayDescarga;Línea;3;;-3.6517717;40.444403
444634,16;4476815,46;41282;15  CIUDAD LINEAL;15-05 SAN PASCUAL;MARTINEZ VILLERGAS, CALLE, DE;7;CargayDescarga;Línea;3;lab de 8 a 14 h y de 16.30 a 19 h. excepto: carga y descarga;-3.6528266;40.4401449
444490,15;4476945,6;38814;15  CIUDAD LINEAL;15-05 SAN PASCUAL;MARTINEZ VILLERGAS, CALLE, DE;21;CargayDescarga;Línea;3;;-3.6545359;40.4413077
444347,02;4476781,37;38400;15  CIUDAD LINEAL;15-05 SAN PASCUAL;VERDAGUER Y GARCIA, CALLE, DE;2;CargayDescarga;Línea;3;EXCEPTO CARGA Y DESCARGA;-3.6562091;40.4398186
444573,7;4476609,07;38400;15  CIUDAD LINEAL;15-05 SAN PASCUAL;VIRGEN DEL VAL, CALLE, DE LA;9;CargayDescarga;Línea;5;;-3.6535214;40.4382816
444303,95;4478217,31;41996;15  CIUDAD LINEAL;15-06 SAN JUAN BAUTISTA;AGASTIA, CALLE, DE;102;CargayDescarga;;;;-3.6568428;40.4527514
444489,47;4478392,97;40765;15  CIUDAD LINEAL;15-06 SAN JUAN BAUTISTA;BUESO PINEDA, CALLE, DE;36;CargayDescarga;Línea;3;;-3.6546704;40.4543463
444201,4;4477968,78;38398;15  CIUDAD LINEAL;15-06 SAN JUAN BAUTISTA;CIDAMON, CALLE, DE;1;CargayDescarga;Línea;3;;-3.6580303;40.4505057
444121,13;4478655,27;1;15  CIUDAD LINEAL;15-07 COLINA;ARTURO BALDASANO, CALLE, DE;16;CargayDescarga;Línea;3;LAB. DE 9 A 14 H. Y DE 16.30 A 20 H.EXCEPTO CARGA Y DESCARGAEN LINEA;-3.6590373;40.4566845
444077,43;4478683,17;1;15  CIUDAD LINEAL;15-07 COLINA;CAÑAS, CALLE, DE LAS;4;CargayDescarga;Línea;2;DE 9 A 14 Y DE 16,30 A 20 HEXCEPTO CARGA Y DESCARGA;-3.6595551;40.4569329
444104,38;4478841,12;1;15  CIUDAD LINEAL;15-07 COLINA;CAÑAS, CALLE, DE LAS;S/N;CargayDescarga;Línea;2;LAB. DE 9 A 14 H Y DE 16:30 A 20 HEXCEPTO CARGA Y DESCARGA;-3.6592512;40.4583576
443997,29;4478800,16;35528;15  CIUDAD LINEAL;15-07 COLINA;LOPEZ DE HOYOS, CALLE, DE;301;CargayDescarga;Batería;7;;-3.6605106;40.4579814
443571,82;4479540.27;40941;15  CIUDAD LINEAL;15-08 ATALAYA;ARTURO SORIA, CALLE, DE;243;CargayDescarga;Línea;3;;-3.6655942;40.4646199
443348,6;4480822,34;38127;15  CIUDAD LINEAL;15-09 COSTILLARES;ARTURO SORIA, CALLE, DE;312;CargayDescarga;Línea;1;;-3.6683414;40.4761542
443140.04;4481129,47;1;15  CIUDAD LINEAL;15-09 COSTILLARES;CALERUEGA, CALLE, DE;35;CargayDescarga;Línea;3;;-3.6708293;40.4789067
443784,55;4481342,01;42899;15  CIUDAD LINEAL;15-09 COSTILLARES;DULZAINA, CALLE, DE LA;6;CargayDescarga;Batería;4;LABORABLES DE L A V DE 8:00 A 20:00 H , SÁBADOS DE 8:00 A 15:00 H. EXCEPTO CARGA Y DESCARGA EN LÍNEA;-3.6632448;40.4808652
443378,34;4480906,22;42250;15  CIUDAD LINEAL;15-09 COSTILLARES;JAZMIN, CALLE, DEL;14;CargayDescarga;Línea;1;Lab. de 8 a 17h. excepto: Carga y Descarga;-3.6679981;40.4769118
443117,09;4480825,19;42947;15  CIUDAD LINEAL;15-09 COSTILLARES;YERMA, CALLE, DE;11;CargayDescarga;Línea;;LABORABLES DE LUNES A VIERNES DE 8 A 20 H. SÁBADOS LABORABLES DE 8 A 15 H. EXCEPTO CARGA Y DESCARGA ;-3.6710727;40.476164
447554,61;4478449,98;38447;16  HORTALEZA;16-01 PALOMAS;ARCES, AVENIDA, DE LOS;24;CargayDescarga;Línea;3;;-3.6185281;40.4550589
447547,51;4478457,45;38447;16  HORTALEZA;16-01 PALOMAS;ARCES, AVENIDA, DE LOS;Fte 24;CargayDescarga;Línea;3;;-3.6186124;40.4551258
447412,73;4478444,65;37859;16  HORTALEZA;16-01 PALOMAS;MITRA, CALLE, DE LA;S/N;CargayDescarga;Línea;3;;-3.6202008;40.4550019
447422,61;4478449,86;37859;16  HORTALEZA;16-01 PALOMAS;PETUNIAS, CALLE, DE LAS;S/N;CargayDescarga;Línea;3;;-3.6200848;40.4550495
447061,8;4478695,06;42543;16  HORTALEZA;16-02 PIOVERA;MACHUPICHU, AVENIDA, DE;14;CargayDescarga;Línea;2;;-3.6243603;40.4572355
445089,33;4479376,81;38448;16  HORTALEZA;16-03 CANILLAS;CANILLAS, CARRETERA, DE;41;CargayDescarga;Batería;2;;-3.6476814;40.463249
445190,79;4479403,82;42468;16  HORTALEZA;16-03 CANILLAS;CANILLAS, CARRETERA, DE;45;CargayDescarga;Línea;4;;-3.6464871;40.4634991
445395,72;4479469,37;39882;16  HORTALEZA;16-03 CANILLAS;CANILLAS, CARRETERA, DE;84;CargayDescarga;Línea;3;;-3.6440757;40.4641031
445692,09;4479577,63;38442;16  HORTALEZA;16-03 CANILLAS;CANILLAS, CARRETERA, DE;134;CargayDescarga;Batería;6;LABORABLES DE 9 A 20H.EXCEPTO CARGA Y DESCARGA;-3.6405894;40.4650977
445010,46;4479087,85;38448;16  HORTALEZA;16-03 CANILLAS;GOMEZNARRO, CALLE, DE;93;CargayDescarga;Línea;3;;-3.6485866;40.4606407
445065,3;4478873,72;41270;16  HORTALEZA;16-03 CANILLAS;MILAN, CALLE, DE;34;CargayDescarga;Línea;2;Laborables de 9 a 14 horas y de 16.30 a 19 horas excepto carga y descarga;-3.6479213;40.4587154
444029,69;4479275,1;39995;16  HORTALEZA;16-03 CANILLAS;MONTEARAGON, CALLE, DE;2;CargayDescarga;Línea;1;;-3.6601703;40.4622621
446387,41;4479538,54;42081;16  HORTALEZA;16-03 CANILLAS;MOTA DEL CUERVO, CALLE, DE;9;CargayDescarga;;;;-3.6323849;40.4647908
446234,78;4479489,71;38442;16  HORTALEZA;16-03 CANILLAS;MOTA DEL CUERVO, CALLE, DE;24;CargayDescarga;Línea;3;;-3.634181;40.464341
446452,5;4479644,8;38442;16  HORTALEZA;16-03 CANILLAS;MOTILLA DEL PALANCAR, CALLE, DE;18;CargayDescarga;Línea;4;EXCEPTO SERVICIO GALERIASDE 8 A 20 H;-3.6316261;40.4657522
445099,55;4479036,08;36615;16  HORTALEZA;16-03 CANILLAS;NUESTRA SEÑORA DEL TRANSITO, PLAZA, DE;11;CargayDescarga;Línea;4;;-3.6475314;40.4601802
444967,86;4479371,87;40556;16  HORTALEZA;16-03 CANILLAS;PEGASO, CALLE, DE;6;CargayDescarga;Línea;3;;-3.6491137;40.4631965
445301,39;4478771,59;38443;16  HORTALEZA;16-03 CANILLAS;PUENTECILLO, CALLE, DEL;29;CargayDescarga;Línea;5;LABORABLES DE 06 A 15 HEXCEPTO CARGA Y DESCARGA;-3.6451281;40.4578109
446570,76;4479306,86;42466;16  HORTALEZA;16-03 CANILLAS;SILVANO, CALLE, DE;131;CargayDescarga;Línea;1;;-3.6302028;40.4627155
445794,44;4479544,09;38442;16  HORTALEZA;16-03 CANILLAS;TORQUEMADA, CALLE, DE;S/N;CargayDescarga;Línea;3;EXCEPTO CARGA Y DESCARGADELEGACION HACIENDA;-3.6393793;40.4648023
445793,65;4480586,38;38443;16  HORTALEZA;16-04 PINAR DEL REY;BARRANQUILLA, AVENIDA, DE LA;2;CargayDescarga;Línea;3;DE 9 A 20 HORASEXCEPTO CARGA Y DESCARGA;-3.6394777;40.4741917
444877,67;4480212,55;38441;16  HORTALEZA;16-04 PINAR DEL REY;BIOSCA, CALLE, DE;19;CargayDescarga;Línea;6;;-3.6502505;40.4707638
445845,29;4480571,58;38443;16  HORTALEZA;16-04 PINAR DEL REY;GALAPA, CALLE, DE;6;CargayDescarga;Línea;3;EXCEPTO CARGA Y DESCARGAMERCADO;-3.6388673;40.4740618
446100,22;4480322,24;36227;16  HORTALEZA;16-04 PINAR DEL REY;GUATAVITA, CALLE, DE;1;CargayDescarga;Línea;3;;-3.6358388;40.4718322
445490,04;4480473,84;42074;16  HORTALEZA;16-04 PINAR DEL REY;MAR CASPIO, CALLE, DEL;43;CargayDescarga;Línea;;;-3.6430495;40.473158
445482,44;4480608,62;38447;16  HORTALEZA;16-04 PINAR DEL REY;MAR DE ARAL, CALLE, DEL;12;CargayDescarga;Línea;6;LABORABLES DE 9 A 14 HORAS Y DE 16.30 A 20 HORASEXCEPTO CARGA Y DESCARGA;-3.6431508;40.4743717
445431,45;4480568,53;40886;16  HORTALEZA;16-04 PINAR DEL REY;MAR MENOR, CALLE, DEL;1;CargayDescarga;Línea;3;Lab. de 9 a 14 hy de 16.30 a 20 hexcepto carga  y descarga;-3.6437488;40.4740072
445504,51;4480557,08;40086;16  HORTALEZA;16-04 PINAR DEL REY;MAR NEGRO, CALLE, DEL;2;CargayDescarga;Línea;12;;-3.642886;40.4739088
445082,45;4480131,92;39315;16  HORTALEZA;16-04 PINAR DEL REY;PABLO SERRANO, CALLE, DE;3;CargayDescarga;Batería;3;;-3.6478279;40.470051
444804,58;4480432,62;38442;16  HORTALEZA;16-04 PINAR DEL REY;SAN LUIS, AVENIDA, DE;54;CargayDescarga;Línea;3;LAB. EXCEPTO CARGA YDESCARGA DE 9 A 14 H.;-3.6511318;40.4727414
445154,64;4481071,88;39491;16  HORTALEZA;16-04 PINAR DEL REY;SANTA SUSANA, CALLE, DE;41;CargayDescarga;Línea;3;;-3.6470577;40.4785234
444871,27;4480684,06;38448;16  HORTALEZA;16-04 PINAR DEL REY;VIRGEN DEL CARMEN, AVENIDA, DE LA;52;CargayDescarga;Línea;3;;-3.6503669;40.4750109
443944,31;4480008,43;39728;16  HORTALEZA;16-05 APÓSTOL SANTIAGO;AÑASTRO, CALLE, DE;Fte 62;CargayDescarga;Línea;2;;-3.6612421;40.4688625
443850,02;4480079;38443;16  HORTALEZA;16-05 APÓSTOL SANTIAGO;BURGO DE OSMA, CALLE, DE;6;CargayDescarga;Línea;3;;-3.6623605;40.4694919
443754,6;4479969,77;39267;16  HORTALEZA;16-05 APÓSTOL SANTIAGO;MESENA, CALLE, DE;106;CargayDescarga;Línea;4;;-3.6634764;40.4685014
444386,37;4482097,39;42646;16  HORTALEZA;16-06 VALDEFUENTES;ALCALDE MORENO TORRES, PLAZA, DEL;4;CargayDescarga;Línea;3;;-3.656211;40.4877105
443922,44;4482204,66;42790;16  HORTALEZA;16-06 VALDEFUENTES;OÑA, CALLE, DE;119;CargayDescarga;;;;-3.6616943;40.4886457
443884,4;4482203,45;42174;16  HORTALEZA;16-06 VALDEFUENTES;OÑA, CALLE, DE;127;CargayDescarga;Línea;;LABORABLES DE 9 A 12 H. EXCEPTO CARGA Y DESCARGA;-3.662143;40.4886322
439607,68;4466343,98;39417;17  VILLAVERDE;17-01 SAN ANDRÉS;ALADIERNA, CALLE, DE LA;16;CargayDescarga;Línea;3;lab. de 9 a 20 h. excepto: [CARGA Y DESCARGA];-3.7110974;40.3454628
439472,23;4466308,68;38611;17  VILLAVERDE;17-01 SAN ANDRÉS;ALBERTO PALACIOS, PASEO, DE;35;CargayDescarga;Línea;3;;-3.7126888;40.3451349
439398,77;4466201,24;41492;17  VILLAVERDE;17-01 SAN ANDRÉS;ALBERTO PALACIOS, PASEO, DE;52;CargayDescarga;Línea;3;Laborables de 8 a 14 horas. Excepto CARGA Y DESCARGA;-3.7135435;40.3441617
439288,94;4466160,47;40140;17  VILLAVERDE;17-01 SAN ANDRÉS;ALBERTO PALACIOS, PASEO, DE;68;CargayDescarga;Línea;3;;-3.7148327;40.3437865
439187,37;4466137,79;1;17  VILLAVERDE;17-01 SAN ANDRÉS;ALBERTO PALACIOS, PASEO, DE;78;CargayDescarga;Línea;2;;-3.7160264;40.3435748
439917,46;4466471,14;38369;17  VILLAVERDE;17-01 SAN ANDRÉS;ALBINO HERNANDEZ LAZARO, CALLE, DE;24;CargayDescarga;Línea;4;;-3.7074621;40.3466307
439948,17;4466345,47;39836;17  VILLAVERDE;17-01 SAN ANDRÉS;ALBINO HERNANDEZ LAZARO, CALLE, DE;31;CargayDescarga;Línea;2;;-3.7070887;40.3455008
440001,96;4466727,72;41626;17  VILLAVERDE;17-01 SAN ANDRÉS;ARROYO BUENO, CALLE, DEL;13;CargayDescarga;Línea;4;LABORABLES DE 8 A 20 H.EXCEPTO CARGA Y DESCARGA;-3.7064913;40.3489482
