Gis_X;Gis_Y;Fecha de Alta;Distrito;Barrio;Calle;Nº Finca;Tipo de Reserva;Línea / Batería;Número de Plazas;Texto Cajetines;LONGITUD;LATITUD
442683,97;4474125,5;36908;03  RETIRO;03-06 NIÑO JESÚS;DOCE DE OCTUBRE, CALLE, DEL;20;CargayDescarga;Línea;3;;-3.6755775;40.4157802
443137,03;4473405,95;37049;03  RETIRO;03-06 NIÑO JESÚS;DOCTOR ESQUERDO, CALLE, DEL;110;CargayDescarga;Línea;3;;-3.6701734;40.4093292
442863,64;4474063,71;38229;03  RETIRO;03-06 NIÑO JESÚS;DOCTOR LAGUNA, PLAZA, DEL;2;CargayDescarga;Batería;6;;-3.6734544;40.4152359
443010,41;4474088,2;1;03  RETIRO;03-06 NIÑO JESÚS;DOCTOR LAGUNA, PLAZA, DEL;7;CargayDescarga;Línea;3;Lab. de 9 a 20 h.excepto: CARGA Y DESCARGA;-3.6717267;40.4154666
442986,73;4474058,22;1;03  RETIRO;03-06 NIÑO JESÚS;DOCTOR LAGUNA, PLAZA, DEL;9;CargayDescarga;Línea;6;EXCEPTO CARGA Y DESCARGA;-3.6720032;40.4151949
442649,41;4473443,52;41831;03  RETIRO;03-06 NIÑO JESÚS;REYES MAGOS, CALLE, DE LOS;S/N;CargayDescarga;;;;-3.6759234;40.4096342
442601,59;4473277,46;41171;03  RETIRO;03-06 NIÑO JESÚS;REYES MAGOS, PLAZA, DE LOS;6;CargayDescarga;Línea;3;;-3.676472;40.408135
442989,81;4473176,31;39556;03  RETIRO;03-06 NIÑO JESÚS;WALIA, CALLE, DE;2;CargayDescarga;Línea;7;;-3.6718878;40.4072504
441690,82;4474647,74;40446;04  SALAMANCA;04-01 RECOLETOS;ALCALA, CALLE, DE;73;CargayDescarga;Línea;1;EXCEPTO SUBIDA Y BAJADA DE VIAJEROS TIEMPO MAXIMO 15 MINUTOS;-3.6873308;40.4204158
442002,52;4474749,06;36635;04  SALAMANCA;04-01 RECOLETOS;ALCALA, CALLE, DE;97;CargayDescarga;Línea;3;;-3.683666;40.4213504
441654,52;4475474,88;41211;04  SALAMANCA;04-01 RECOLETOS;AYALA, CALLE, DE;14;CargayDescarga;Línea;2;;-3.6878345;40.4278646
441818,4;4475463,96;1;04  SALAMANCA;04-01 RECOLETOS;AYALA, CALLE, DE;26;CargayDescarga;Línea;3;EXCEPTO CARGA Y DESCARGA;-3.6859017;40.4277777
441849,88;4475461,45;37916;04  SALAMANCA;04-01 RECOLETOS;AYALA, CALLE, DE;30;CargayDescarga;Línea;2;;-3.6855304;40.4277573
442036,89;4475448,11;41767;04  SALAMANCA;04-01 RECOLETOS;AYALA, CALLE, DE;46;CargayDescarga;Línea;3;LABORABLES DE 8 A 17 HEXCEPTO CARGA Y DESCARGA;-3.6833246;40.4276501
442226,78;4475434,69;35607;04  SALAMANCA;04-01 RECOLETOS;AYALA, CALLE, DE;62;CargayDescarga;Línea;3;;-3.681085;40.4275425
441508,39;4475367,58;41786;04  SALAMANCA;04-01 RECOLETOS;CASTELLANA, PASEO, DE LA;4;CargayDescarga;Línea;3;LAB. DE 8 A 14 H. Y DE16,30 A 19 H. EXCEPTOCARGA Y DESCARGA;-3.6895473;40.4268877
441529,25;4475468,45;39315;04  SALAMANCA;04-01 RECOLETOS;CASTELLANA, PASEO, DE LA;12;CargayDescarga;Línea;3;;-3.6893107;40.4277979
442171,39;4474864,12;1;04  SALAMANCA;04-01 RECOLETOS;CASTELLO, CALLE, DE;2;CargayDescarga;Línea;3;;-3.681686;40.4223986
442166,93;4474923,96;36833;04  SALAMANCA;04-01 RECOLETOS;CASTELLO, CALLE, DE;9;CargayDescarga;Línea;3;;-3.681744;40.4229374
442170,61;4474978,17;40141;04  SALAMANCA;04-01 RECOLETOS;CASTELLO, CALLE, DE;15;CargayDescarga;Línea;2;;-3.6817056;40.423426
442174,4;4475026,74;40141;04  SALAMANCA;04-01 RECOLETOS;CASTELLO, CALLE, DE;17;CargayDescarga;Línea;1;;-3.6816653;40.4238638
442187,91;4475093,51;1;04  SALAMANCA;04-01 RECOLETOS;CASTELLO, CALLE, DE;24;CargayDescarga;Batería;8;lab. 9 a 14 h y 16.30 a 20 h excepto: Carga y Descarga ;-3.6815122;40.4244662
442185,83;4475186,66;38322;04  SALAMANCA;04-01 RECOLETOS;CASTELLO, CALLE, DE;29;CargayDescarga;Batería;3;;-3.6815451;40.4253052
442190,81;4475263,83;38322;04  SALAMANCA;04-01 RECOLETOS;CASTELLO, CALLE, DE;39;CargayDescarga;Línea;3;;-3.6814935;40.4260008
442199,09;4475383,82;37810;04  SALAMANCA;04-01 RECOLETOS;CASTELLO, CALLE, DE;49;CargayDescarga;Línea;3;;-3.6814068;40.4270823
441693,68;4474668,09;36833;04  SALAMANCA;04-01 RECOLETOS;CLAUDIO COELLO, CALLE, DE;3;CargayDescarga;Línea;3;;-3.6872989;40.4205994
441711,3;4474815,89;35619;04  SALAMANCA;04-01 RECOLETOS;CLAUDIO COELLO, CALLE, DE;15;CargayDescarga;Línea;2;;-3.6871048;40.421932
441729,79;4474972,92;40477;04  SALAMANCA;04-01 RECOLETOS;CLAUDIO COELLO, CALLE, DE;25;CargayDescarga;Línea;3;;-3.6869012;40.4233479
441740;4475061,14;35361;04  SALAMANCA;04-01 RECOLETOS;CLAUDIO COELLO, CALLE, DE;29;CargayDescarga;Línea;2;;-3.686789;40.4241434
441765,09;4475274;41745;04  SALAMANCA;04-01 RECOLETOS;CLAUDIO COELLO, CALLE, DE;43;CargayDescarga;Línea;3;LABORABLES DE 8:00 A 17:00 HEXCEPTO CARGA Y DESCARGA.;-3.6865127;40.4260627
441802,97;4475587,74;35367;04  SALAMANCA;04-01 RECOLETOS;CLAUDIO COELLO, CALLE, DE;71;CargayDescarga;Línea;3;;-3.6860949;40.4288917
441724,18;4474731,62;36103;04  SALAMANCA;04-01 RECOLETOS;COLUMELA, CALLE, DE;7;CargayDescarga;Línea;2;Lab de 9 a14 h y de 16.30 a 20 hExcepto Carga y Descarga;-3.6869453;40.4211738
441798,22;4474727,25;38322;04  SALAMANCA;04-01 RECOLETOS;COLUMELA, CALLE, DE;17;CargayDescarga;Línea;2;Lab de 9 a14 h y de 16.30 a 20 hExcepto: Carga y Descarga;-3.6860721;40.4211396
441524,4;4475230,88;38803;04  SALAMANCA;04-01 RECOLETOS;GOYA, CALLE, DE;3;CargayDescarga;Línea;3;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA;-3.689346;40.4256574
441696,48;4475185,5;40218;04  SALAMANCA;04-01 RECOLETOS;GOYA, CALLE, DE;6;CargayDescarga;Línea;2;;-3.6873134;40.4252606
441795,11;4475180,67;38887;04  SALAMANCA;04-01 RECOLETOS;GOYA, CALLE, DE;10;CargayDescarga;Línea;3;lab. de 9 a 14 h. y de 16.30 a 20 h.excepto CARGA Y DESCARGA;-3.6861503;40.425224
441782,44;4475200,58;42021;04  SALAMANCA;04-01 RECOLETOS;GOYA, CALLE, DE;21;CargayDescarga;Línea;2;LAB. DE 8 A 14 HY DE 16.30  A 19 HEXCEPTO CARGA Y DESCARGA;-3.6863015;40.4254025
442128,26;4475154,46;36298;04  SALAMANCA;04-01 RECOLETOS;GOYA, CALLE, DE;26;CargayDescarga;Línea;2;;-3.6822208;40.4250112
442265,31;4475145,17;37649;04  SALAMANCA;04-01 RECOLETOS;GOYA, CALLE, DE;40;CargayDescarga;Línea;3;;-3.6806045;40.424937
442055,75;4475180,32;38322;04  SALAMANCA;04-01 RECOLETOS;GOYA, CALLE, DE;43;CargayDescarga;Línea;3;;-3.6830779;40.4252391
442141,27;4475174,57;36678;04  SALAMANCA;04-01 RECOLETOS;GOYA, CALLE, DE;49;CargayDescarga;Línea;2;;-3.6820693;40.4251932
442255,51;4475166,72;37649;04  SALAMANCA;04-01 RECOLETOS;GOYA, CALLE, DE;61;CargayDescarga;Línea;3;;-3.680722;40.4251304
441586,67;4475324,84;40446;04  SALAMANCA;04-01 RECOLETOS;HERMOSILLA, CALLE, DE;6;CargayDescarga;Línea;4;LABORABLES DE LUNES A VIERNES DE 8 A 20 H.SABADOS DE 8 A 15 H.EXCEPTO: CARGA Y DESCARGA;-3.6886206;40.4265082
442037,5;4475292,87;1;04  SALAMANCA;04-01 RECOLETOS;HERMOSILLA, CALLE, DE;36;CargayDescarga;Línea;3;;-3.6833033;40.4262517
442112,06;4475287,42;38322;04  SALAMANCA;04-01 RECOLETOS;HERMOSILLA, CALLE, DE;42;CargayDescarga;Línea;3;;-3.6824239;40.4262078
442217;4475280,57;38322;04  SALAMANCA;04-01 RECOLETOS;HERMOSILLA, CALLE, DE;52;CargayDescarga;Línea;3;;-3.6811863;40.4261534
442279,99;4475276,03;38322;04  SALAMANCA;04-01 RECOLETOS;HERMOSILLA, CALLE, DE;60;CargayDescarga;Línea;3;;-3.6804433;40.4261169
441824,17;4474742,06;38322;04  SALAMANCA;04-01 RECOLETOS;LAGASCA, CALLE, DE;8;CargayDescarga;Línea;2;;-3.6857676;40.4212749
441845,69;4474984,69;42794;04  SALAMANCA;04-01 RECOLETOS;LAGASCA, CALLE, DE;30;CargayDescarga;Línea;1;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H. EXCEPTO CARGA Y DESCARGA;-3.6855362;40.4234621
441847,38;4475001,87;40141;04  SALAMANCA;04-01 RECOLETOS;LAGASCA, CALLE, DE;32;CargayDescarga;Línea;3;;-3.6855178;40.423617
441851,47;4475047,82;35445;04  SALAMANCA;04-01 RECOLETOS;LAGASCA, CALLE, DE;34;CargayDescarga;Línea;2;lab. de 9 a 14 h. y de 16.30 a 20 h. excepto: CARGA Y DESCARGA;-3.6854738;40.4240312
441861,25;4475158,11;1;04  SALAMANCA;04-01 RECOLETOS;LAGASCA, CALLE, DE;42;CargayDescarga;Línea;3;lab. de 9 a 14 h. y de 16.30 a 20 h. excepto: CARGA Y DESCARGA;-3.6853686;40.4250254
441866,25;4475212,62;40177;04  SALAMANCA;04-01 RECOLETOS;LAGASCA, CALLE, DE;44;CargayDescarga;Línea;3;lab. de 9 a 14 h. y de 16.30 a 20 h. excepto: CARGA Y DESCARGA;-3.6853146;40.4255168
441872,63;4475285,42;1;04  SALAMANCA;04-01 RECOLETOS;LAGASCA, CALLE, DE;50;CargayDescarga;Línea;3;;-3.6852461;40.4261731
441892,63;4475486,39;41025;04  SALAMANCA;04-01 RECOLETOS;LAGASCA, CALLE, DE;68;CargayDescarga;Línea;3;;-3.6850287;40.4279849
441899,27;4475551,15;39573;04  SALAMANCA;04-01 RECOLETOS;LAGASCA, CALLE, DE;74;CargayDescarga;Línea;3;;-3.6849563;40.4285688
441903,35;4475595,34;35213;04  SALAMANCA;04-01 RECOLETOS;LAGASCA, CALLE, DE;80;CargayDescarga;Línea;3;;-3.6849123;40.4289672
442282,33;4474861,2;39645;04  SALAMANCA;04-01 RECOLETOS;MENENDEZ PELAYO, AVENIDA, DE;2;CargayDescarga;Línea;3;;-3.6803781;40.42238
442059,54;4474803;37749;04  SALAMANCA;04-01 RECOLETOS;NUÑEZ DE BALBOA, CALLE, DE;2;CargayDescarga;Línea;3;;-3.6829989;40.4218403
442063,46;4474984,54;40141;04  SALAMANCA;04-01 RECOLETOS;NUÑEZ DE BALBOA, CALLE, DE;19;CargayDescarga;Línea;3;;-3.6829692;40.4234759
442068,61;4475038,78;40141;04  SALAMANCA;04-01 RECOLETOS;NUÑEZ DE BALBOA, CALLE, DE;23;CargayDescarga;Línea;2;;-3.6829134;40.4239649
442077,51;4475055,83;1;04  SALAMANCA;04-01 RECOLETOS;NUÑEZ DE BALBOA, CALLE, DE;24;CargayDescarga;Línea;3;lab. 9 a14 h y 16.30 a 20 h excepto: Carga y Descarga;-3.6828101;40.4241191
442087,36;4475192,72;38322;04  SALAMANCA;04-01 RECOLETOS;NUÑEZ DE BALBOA, CALLE, DE;28;CargayDescarga;Línea;3;;-3.6827064;40.425353
442092,82;4475270,69;38322;04  SALAMANCA;04-01 RECOLETOS;NUÑEZ DE BALBOA, CALLE, DE;36;CargayDescarga;Línea;3;;-3.6826492;40.4260558
442098,52;4475352,45;40682;04  SALAMANCA;04-01 RECOLETOS;NUÑEZ DE BALBOA, CALLE, DE;40;CargayDescarga;Línea;3;;-3.6825894;40.4267927
442103,59;4475424,97;38322;04  SALAMANCA;04-01 RECOLETOS;NUÑEZ DE BALBOA, CALLE, DE;46;CargayDescarga;Línea;3;;-3.6825363;40.4274463
442102,71;4475539,1;39982;04  SALAMANCA;04-01 RECOLETOS;NUÑEZ DE BALBOA, CALLE, DE;61;CargayDescarga;Batería;15;;-3.682557;40.4284744
441419,05;4474836,28;42013;04  SALAMANCA;04-01 RECOLETOS;RECOLETOS, CALLE, DE;5;CargayDescarga;Línea;4;LABORABLES DE 8 A 17 HEXCEPTO CARGA Y DESCARGA;-3.6905515;40.4220952
441652,78;4475175,18;41788;04  SALAMANCA;04-01 RECOLETOS;SERRANO, CALLE, DE;34;CargayDescarga;Línea;1;PERMITIDO CARGA Y DESCARGADE 10:00 A 14:00 H;-3.6878275;40.4251646
441949,72;4474811,38;38322;04  SALAMANCA;04-01 RECOLETOS;VELAZQUEZ, CALLE, DE;6;CargayDescarga;Línea;3;;-3.6842941;40.4219081
441955,14;4474880,68;37049;04  SALAMANCA;04-01 RECOLETOS;VELAZQUEZ, CALLE, DE;10;CargayDescarga;Línea;4;;-3.6842365;40.4225328
441938,03;4474922,79;37305;04  SALAMANCA;04-01 RECOLETOS;VELAZQUEZ, CALLE, DE;17;CargayDescarga;Línea;2;;-3.684442;40.4229109
441963,25;4474993,65;1;04  SALAMANCA;04-01 RECOLETOS;VELAZQUEZ, CALLE, DE;20;CargayDescarga;Línea;4;;-3.6841512;40.423551
441943,62;4474998,36;1;04  SALAMANCA;04-01 RECOLETOS;VELAZQUEZ, CALLE, DE;21;CargayDescarga;Línea;3;lab. de 9 a 14 h. y de 16.30 a 20 h. excepto: CARGA Y DESCARGA;-3.6843831;40.4235921
441968,73;4475066,74;1;04  SALAMANCA;04-01 RECOLETOS;VELAZQUEZ, CALLE, DE;24;CargayDescarga;Línea;5;lab. de 9 a 14 h. y de 16.30 a 20 h. excepto: CARGA Y DESCARGA;-3.6840933;40.4242098
441973,33;4475127,68;37676;04  SALAMANCA;04-01 RECOLETOS;VELAZQUEZ, CALLE, DE;30;CargayDescarga;Línea;3;;-3.6840447;40.4247591
441955,06;4475146,89;1;04  SALAMANCA;04-01 RECOLETOS;VELAZQUEZ, CALLE, DE;31;CargayDescarga;Línea;3;lab. de 9 a 14 h. y de 16.30 a 20 h. excepto: CARGA Y DESCARGA;-3.6842618;40.4249309
441963,75;4475276,86;37049;04  SALAMANCA;04-01 RECOLETOS;VELAZQUEZ, CALLE, DE;39;CargayDescarga;Línea;4;;-3.6841712;40.4261023
441983,03;4475275,42;37049;04  SALAMANCA;04-01 RECOLETOS;VELAZQUEZ, CALLE, DE;40;CargayDescarga;Línea;3;;-3.6839438;40.4260907
441970,12;4475372,27;1;04  SALAMANCA;04-01 RECOLETOS;VELAZQUEZ, CALLE, DE;43;CargayDescarga;Línea;3;lab. de 9 a 14 h. y de 16.30 a 20 h. excepto: CARGA Y DESCARGA;-3.6841048;40.4269623
441977,68;4475476,39;38118;04  SALAMANCA;04-01 RECOLETOS;VELAZQUEZ, CALLE, DE;51;CargayDescarga;Línea;3;;-3.6840252;40.4279008
441985,36;4475585,93;1;04  SALAMANCA;04-01 RECOLETOS;VELAZQUEZ, CALLE, DE;59;CargayDescarga;Línea;3;;-3.6839447;40.4288881
441488,41;4474760,29;42013;04  SALAMANCA;04-01 RECOLETOS;VILLALAR, CALLE, DE;11;CargayDescarga;Línea;2;LABORABLES DE 8 A 17 HEXCEPTO CARGA Y DESCARGA;-3.6897269;40.4214155
441916,81;4474857,37;42013;04  SALAMANCA;04-01 RECOLETOS;VILLANUEVA, CALLE, DE;32;CargayDescarga;Línea;3;LABORABLES DE 8 A 17 HEXCEPTO CARGA Y DESCARGA.;-3.6846862;40.4223201
442078,16;4474845,05;38014;04  SALAMANCA;04-01 RECOLETOS;VILLANUEVA, CALLE, DE;40;CargayDescarga;Línea;3;;-3.6827832;40.4222204
442127,46;4474841,61;35228;04  SALAMANCA;04-01 RECOLETOS;VILLANUEVA, CALLE, DE;46;CargayDescarga;Línea;5;;-3.6822018;40.4221928
441472,28;4474920,71;42013;04  SALAMANCA;04-01 RECOLETOS;VILLANUEVA, CALLE, DE;2 C;CargayDescarga;Línea;2;LABORABLES DE 8 A 17 HEXCEPTO CARGA Y DESCARGA.;-3.6899318;40.4228595
442826,94;4475345,03;41417;04  SALAMANCA;04-02 GOYA;ALCANTARA, CALLE, DE;11;CargayDescarga;Línea;3;LABORABLES DE 8 A 14 H.Y DE 16,30 A 19 H. EXCEPTOCARGA Y DESCARGA EN LINEA;-3.6740021;40.4267762
442838,72;4475508,99;40701;04  SALAMANCA;04-02 GOYA;ALCANTARA, CALLE, DE;27;CargayDescarga;Línea;3;;-3.673878;40.4282541
442421,26;4474946,99;36682;04  SALAMANCA;04-02 GOYA;ANTONIO ACUÑA, CALLE, DE;1;CargayDescarga;Línea;2;;-3.6787482;40.4231625
442430,1;4475420,02;36907;04  SALAMANCA;04-02 GOYA;AYALA, CALLE, DE;78;CargayDescarga;Línea;2;;-3.6786869;40.4274244
442548,93;4475411,5;36906;04  SALAMANCA;04-02 GOYA;AYALA, CALLE, DE;88;CargayDescarga;Línea;3;;-3.6772853;40.4273559
442601,51;4475407,88;36910;04  SALAMANCA;04-02 GOYA;AYALA, CALLE, DE;92;CargayDescarga;Línea;3;;-3.6766652;40.4273269
442668,85;4475403,02;36910;04  SALAMANCA;04-02 GOYA;AYALA, CALLE, DE;100;CargayDescarga;Línea;3;;-3.6758709;40.4272877
443076,24;4475382,55;1;04  SALAMANCA;04-02 GOYA;AYALA, CALLE, DE;103;CargayDescarga;Línea;3;;-3.6710667;40.4271313
443147,35;4475378,02;38015;04  SALAMANCA;04-02 GOYA;AYALA, CALLE, DE;105;CargayDescarga;Línea;3;;-3.6702281;40.4270954
442760,18;4475396,92;41767;04  SALAMANCA;04-02 GOYA;AYALA, CALLE, DE;106;CargayDescarga;Línea;2;LABORABLES DE 8 A 17 HEXCEPTO CARGA Y DESCARGA;-3.6747938;40.4272391
442813,39;4475392,78;38441;04  SALAMANCA;04-02 GOYA;AYALA, CALLE, DE;112;CargayDescarga;Línea;3;;-3.6741661;40.4272054
443043,28;4475376,27;37694;04  SALAMANCA;04-02 GOYA;AYALA, CALLE, DE;146;CargayDescarga;Línea;3;;-3.6714547;40.4270725
443187,4;4475520,53;39067;04  SALAMANCA;04-02 GOYA;DON RAMON DE LA CRUZ, CALLE, DE;102;CargayDescarga;Batería;6;;-3.6697687;40.4283819
442507;4474876,41;35229;04  SALAMANCA;04-02 GOYA;DUQUE DE SESTO, CALLE, DEL;16;CargayDescarga;Línea;3;;-3.6777312;40.4225326
442597,7;4474878,95;1;04  SALAMANCA;04-02 GOYA;DUQUE DE SESTO, CALLE, DEL;17;CargayDescarga;Línea;2;LAB.DE 8 A 12 H. Y DE 14,30A 18 H. EXCEPTO CARGA Y DESCARGA;-3.6766623;40.4225617
442634,5;4474867,3;36808;04  SALAMANCA;04-02 GOYA;DUQUE DE SESTO, CALLE, DEL;32;CargayDescarga;Línea;3;;-3.6762275;40.4224593
442816,35;4474863,31;38014;04  SALAMANCA;04-02 GOYA;DUQUE DE SESTO, CALLE, DEL;35;CargayDescarga;Batería;6;;-3.6740836;40.4224359
442688,84;4474863,4;36808;04  SALAMANCA;04-02 GOYA;DUQUE DE SESTO, CALLE, DEL;36;CargayDescarga;Línea;3;;-3.6755866;40.4224279
442777,31;4474857,11;36773;04  SALAMANCA;04-02 GOYA;DUQUE DE SESTO, CALLE, DEL;44;CargayDescarga;Línea;3;;-3.6745433;40.4223774
442324,21;4475102,72;1;04  SALAMANCA;04-02 GOYA;ESPARTINAS, CALLE, DE;Fte1;CargayDescarga;Línea;3;lab. 9 a 14 h y 16.30 a 20 h excepto: Carga y Descarga;-3.6799063;40.4245587
442821,51;4475180,94;42065;04  SALAMANCA;04-02 GOYA;FERNAN GONZALEZ, CALLE, DE;1;CargayDescarga;Línea;2;LAB. DE 8 A 21 HEXCEPTO CARGA Y DESCARGA;-3.6740514;40.4252976
442806,08;4474938,98;37091;04  SALAMANCA;04-02 GOYA;FERNAN GONZALEZ, CALLE, DE;17;CargayDescarga;Línea;3;;-3.6742115;40.4231169
442787,37;4474785,24;38812;04  SALAMANCA;04-02 GOYA;FERNAN GONZALEZ, CALLE, DE;30;CargayDescarga;Batería;5;Laborables de 9 a 14 h. y de 16.30 a 20 h. Excepto: CARGA Y DESCARGA;-3.6744182;40.4217306
442486,82;4475049,46;38320;04  SALAMANCA;04-02 GOYA;FRANCISCA MORENO, CALLE, DE;1;CargayDescarga;Línea;3;;-3.6779847;40.4240901
442492,23;4475114,35;37678;04  SALAMANCA;04-02 GOYA;FRANCISCA MORENO, CALLE, DE;7;CargayDescarga;Línea;3;;-3.6779268;40.4246751
443107,24;4475356,49;38015;04  SALAMANCA;04-02 GOYA;FUENTE DEL BERRO, CALLE, DE LA;1;CargayDescarga;Línea;3;;-3.670699;40.4268987
443096,46;4475202,56;36893;04  SALAMANCA;04-02 GOYA;FUENTE DEL BERRO, CALLE, DE LA;21;CargayDescarga;Línea;3;;-3.6708123;40.4255113
443091,33;4475123,88;35450;04  SALAMANCA;04-02 GOYA;FUENTE DEL BERRO, CALLE, DE LA;25;CargayDescarga;Línea;2;;-3.6708657;40.4248021
442542,57;4475080,77;40141;04  SALAMANCA;04-02 GOYA;GENERAL DIAZ PORLIER, CALLE, DEL;1;CargayDescarga;Línea;4;;-3.6773304;40.424376
442562,71;4475238,77;41719;04  SALAMANCA;04-02 GOYA;GENERAL DIAZ PORLIER, CALLE, DEL;17;CargayDescarga;Línea;3;LAB. DE 8 A 14 H. Y DE 16,30 A 19 H.EXCEPTO CARGA Y DESCARGA;-3.6771073;40.4258008
442557,08;4475283,84;38014;04  SALAMANCA;04-02 GOYA;GENERAL DIAZ PORLIER, CALLE, DEL;19;CargayDescarga;Línea;3;;-3.6771777;40.4262064
442564,81;4475391,68;36914;04  SALAMANCA;04-02 GOYA;GENERAL DIAZ PORLIER, CALLE, DEL;27;CargayDescarga;Línea;4;;-3.6770963;40.4271784
442569,89;4475461,64;36910;04  SALAMANCA;04-02 GOYA;GENERAL DIAZ PORLIER, CALLE, DEL;33;CargayDescarga;Línea;3;LAB. DE 8 A 12 H. EXCEPTO CARGA Y DESCARGA;-3.6770428;40.427809
442576,04;4475546,62;36910;04  SALAMANCA;04-02 GOYA;GENERAL DIAZ PORLIER, CALLE, DEL;43;CargayDescarga;Línea;3;;-3.6769779;40.428575
442427,3;4475043,4;1;04  SALAMANCA;04-02 GOYA;GENERAL PARDIÑAS, CALLE, DEL;6;CargayDescarga;Batería;5;;-3.6786858;40.4240314
442424,21;4475119,28;37679;04  SALAMANCA;04-02 GOYA;GENERAL PARDIÑAS, CALLE, DEL;11;CargayDescarga;Línea;3;;-3.6787291;40.4247148
442436,76;4475168,69;38322;04  SALAMANCA;04-02 GOYA;GENERAL PARDIÑAS, CALLE, DEL;18;CargayDescarga;Línea;3;;-3.6785856;40.4251608
442436,41;4475289,53;36906;04  SALAMANCA;04-02 GOYA;GENERAL PARDIÑAS, CALLE, DEL;21;CargayDescarga;Batería;5;;-3.6786007;40.4262493
442442,19;4475247,2;36907;04  SALAMANCA;04-02 GOYA;GENERAL PARDIÑAS, CALLE, DEL;28;CargayDescarga;Línea;3;;-3.6785287;40.4258684
442453,08;4475401,78;36906;04  SALAMANCA;04-02 GOYA;GENERAL PARDIÑAS, CALLE, DEL;38;CargayDescarga;Línea;3;;-3.6784143;40.4272617
442463,8;4475556,59;38391;04  SALAMANCA;04-02 GOYA;GENERAL PARDIÑAS, CALLE, DEL;54;CargayDescarga;Línea;3;;-3.678302;40.428657
442340.46;4475139,61;37676;04  SALAMANCA;04-02 GOYA;GOYA, CALLE, DE;42;CargayDescarga;Línea;3;;-3.6797181;40.4248921
442453,85;4475131,6;37678;04  SALAMANCA;04-02 GOYA;GOYA, CALLE, DE;52;CargayDescarga;Línea;3;;-3.6783808;40.4248278
442608,16;4475121,25;1;04  SALAMANCA;04-02 GOYA;GOYA, CALLE, DE;70;CargayDescarga;Línea;4;EXCEPTO CARGA Y DESCARGA;-3.6765609;40.4247452
442409,34;4475155,31;38322;04  SALAMANCA;04-02 GOYA;GOYA, CALLE, DE;75;CargayDescarga;Línea;2;;-3.6789076;40.4250383
442777,53;4475109,65;42661;04  SALAMANCA;04-02 GOYA;GOYA, CALLE, DE;78;CargayDescarga;Línea;2;LABORABLES Y FESTIVOS EXCEPTO E.M.T DE 6:00 A 23:00 H;-3.6745634;40.4246524
442524,03;4475146,94;36725;04  SALAMANCA;04-02 GOYA;GOYA, CALLE, DE;85;CargayDescarga;Línea;4;LABORABLES DE 8 A 14HY DE 16:30 A 19HEXCEPTO CARGA Y DESCARGA;-3.6775549;40.4249709
442764,85;4475129,57;42663;04  SALAMANCA;04-02 GOYA;GOYA, CALLE, DE;93;CargayDescarga;Línea;2;LABORABLES  DE 8:00 A 17:00 H. EXCEPTO CARGA Y DESCARGA PARADA TAXI RESTO DE HORARIO ;-3.6747146;40.424831
442364,69;4475278,99;36909;04  SALAMANCA;04-02 GOYA;HERMOSILLA, CALLE, DE;65;CargayDescarga;Línea;3;;-3.6794452;40.4261494
442463,33;4475272,01;36907;04  SALAMANCA;04-02 GOYA;HERMOSILLA, CALLE, DE;72;CargayDescarga;Línea;4;;-3.6782818;40.4260934
442581;4475263,79;38229;04  SALAMANCA;04-02 GOYA;HERMOSILLA, CALLE, DE;85;CargayDescarga;Línea;3;LABORABLES DE 7 A 20 H. EXCEPTO CARGA Y DESCARGA;-3.6768939;40.4260274
442662,05;4475248,66;38229;04  SALAMANCA;04-02 GOYA;HERMOSILLA, CALLE, DE;88;CargayDescarga;Batería;6;;-3.6759372;40.4258967
442746,59;4475251,4;38030;04  SALAMANCA;04-02 GOYA;HERMOSILLA, CALLE, DE;99;CargayDescarga;Línea;3;;-3.6749409;40.4259272
442805,79;4475246,88;37770;04  SALAMANCA;04-02 GOYA;HERMOSILLA, CALLE, DE;101;CargayDescarga;Línea;3;;-3.6742426;40.4258906
442920,79;4475238,6;37967;04  SALAMANCA;04-02 GOYA;HERMOSILLA, CALLE, DE;105;CargayDescarga;Línea;3;;-3.6728863;40.4258239
442980,22;4475233,95;39525;04  SALAMANCA;04-02 GOYA;HERMOSILLA, CALLE, DE;109;CargayDescarga;Línea;3;;-3.6721853;40.4257861
443074,92;4475226,87;35243;04  SALAMANCA;04-02 GOYA;HERMOSILLA, CALLE, DE;123;CargayDescarga;Línea;3;;-3.6710683;40.4257288
443114,69;4475223,9;38229;04  SALAMANCA;04-02 GOYA;HERMOSILLA, CALLE, DE;125;CargayDescarga;Línea;3;;-3.6705993;40.4257047
443210,81;4475216,74;37691;04  SALAMANCA;04-02 GOYA;HERMOSILLA, CALLE, DE;135;CargayDescarga;Línea;4;;-3.6694656;40.4256468
443244,99;4475214,23;37691;04  SALAMANCA;04-02 GOYA;HERMOSILLA, CALLE, DE;137;CargayDescarga;Línea;3;;-3.6690625;40.4256265
443245,74;4475130,8;37036;04  SALAMANCA;04-02 GOYA;JARDIN DE SAN FEDERICO, CALLE, DEL;17;CargayDescarga;Línea;3;;-3.6690462;40.424875
442317,03;4474997,74;39056;04  SALAMANCA;04-02 GOYA;JORGE JUAN, CALLE, DE;49;CargayDescarga;Línea;3;;-3.6799814;40.4236125
