



 IDEXPEDIENTE;NOMBRE;CONTENT-URL;IDORGANISMO;NOMBRE-ORGANISMO;IDTIPO;DESCRIPCION-TIPO;PRESUPUESTO;CPVs
10100039;"Auxiliares de información, atención al público y control de entradas en equipamientos adscritos al Distrito de Latina";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=72b5aebc97295510VgnVCM2000001f4a900aRCRD";"001210";"Distrito de Latina";"2";"Servicios";"4.195.620,29";"98341130-5,Servicios de conserjería                                                                                 ;";
10098821;"Servicios de mantenimiento integral de los edificios e instalaciones de la Jefatura del Cuerpo de Bomberos y de la sede de la Dirección General de Emergencias y Protección Civil del Ayuntamiento de Madrid";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=e2a6cf8968185510VgnVCM1000001d4a900aRCRD";"001019";"Área de Gobierno de Seguridad y Emergencias";"2";"Servicios";"1.793.125,87";"45261920-9,Mantenimiento de tejados;45262320-0,Trabajos de enrasado;45261221-9,Trabajos de pintura de cubiertas;45262321-7,Trabajos de enrasado de suelos;45261214-7,Revestimiento de cubiertas con tela asfáltica;45261910-6,Reparación de tejados;45261211-6,Colocación de tejas;45261310-0,Colocación de vierteaguas;45261210-9,Trabajos de recubrimiento;45262522-6,Trabajos de mampostería;45261220-2,Trabajos de pintura y demás trabajos de recubrimiento de cubiertas;45261900-3,Reparación y mantenimiento de tejados;45261320-3,Colocación de canalones;45261212-3,Empizarrado de tejados;45261420-4,Trabajos de impermeabilización;45262500-6,Trabajos de mampostería y albañilería;45262521-9,Obras de revestimiento con ladrillos;45262330-3,Trabajos de reparación de hormigón;90690000-0,Servicios de limpieza de pintadas;45261400-8,Trabajos de revestimiento;45261222-6,Recubrimiento de cubiertas con cemento;45262650-2,Trabajos de revestimiento de fachadas;45262520-2,Trabajos de albañilería;45261300-7,Colocación de vierteaguas y canalones;45261200-6,Trabajos de recubrimiento y pintura de cubiertas;45261410-1,Trabajos de aislamiento para tejados;45262512-3,Trabajos con piedra tallada;";
10098304;"Suministro de cascos ligeros para la Jefatura del cuerpo de bomberos del Ayuntamiento de Madrid";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=b1354ddf75c75510VgnVCM2000001f4a900aRCRD";"001019";"Área de Gobierno de Seguridad y Emergencias";"1";"Suministros";"435.000,30";"18444200-5,Cascos de seguridad;18143000-3,Indumentaria de protección;";
10096928;"Servicio de mantenimiento y suministro de los sistemas y equipamiento del CISEM y de la Dirección General de la Policía Municipal, gestionados por la Dirección General de la Policía Municipal.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=3bbd49fafb275510VgnVCM2000001f4a900aRCRD";"001019";"Área de Gobierno de Seguridad y Emergencias";"2";"Servicios";"3.289.326,00";"72268000-1,Servicios de suministro de software;72222300-0,Servicios de tecnología de la información;30200000-1,Equipo y material informático;72320000-4,Servicios relacionados con bases de datos;50312600-1,Mantenimiento y reparación de equipo de tecnología de la información;72267000-4,Servicios de mantenimiento y reparación de software;50334400-9,Servicios de mantenimiento de sistemas de comunicaciones;72610000-9,Servicios de apoyo informático;";
10096149;"Construcción de naves para Almacén de Villa y mobiliario urbano, c/ Ahumaos, 27. Distrito Vicálvaro";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=dbc9ef75bcd65510VgnVCM1000001d4a900aRCRD";"001027";"Área de Gobierno de Economía, Hacienda y Administración Pública";"3";"Obras";"6.444.364,02";"45210000-2,Trabajos de construcción de inmuebles;";
10092498;"Suministro de material de electromedicina para el Samur-Protección Civil del Ayuntamiento de Madrid";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=f4ab38c001455510VgnVCM1000001d4a900aRCRD";"001019";"Área de Gobierno de Seguridad y Emergencias";"1";"Suministros";"1.197.497,41";"33000000-0,Equipamiento y artículos médicos, farmacéuticos y de higiene personal;33112000-8,Material de imaginería ecográfica, doppler y por ultrasonidos;33124100-6,Aparatos para diagnóstico;33123100-9,Tensiómetro;33190000-8,Instrumentos y aparatos médicos diversos;";
10089640;"Acuerdo marco de servicios de mantenimiento y conservación de los centros de transformación, sus instalaciones contra incendios y climatización, ubicados en dependencias municipales";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=327b9d6440a35510VgnVCM1000001d4a900aRCRD";"001027";"Área de Gobierno de Economía, Hacienda y Administración Pública";"2";"Servicios";"1.357.577,00";"50532200-5,Servicios de reparación y mantenimiento de transformadores;";
10088372;"Limpieza integral y reposición de contenedores en equipamientos adscritos al Distrito de Latina";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=2b18672db7435510VgnVCM1000001d4a900aRCRD";"001210";"Distrito de Latina";"2";"Servicios";"12.038.626,56";"90511000-2,Servicios de recogida de desperdicios;90911000-6,Servicios de limpieza de viviendas, edificios y ventanas;90512000-9,Servicios de transporte de desperdicios;90511400-6,Servicios de recogida de papel;90919300-5,Servicios de limpieza de escuelas;90919200-4,Servicios de limpieza de oficinas;90511100-3,Servicios de recogida de desperdicios sólidos urbanos;";
10088348;"Mantenimiento integral de los equipamientos adscritos al Distrito de Latina";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=32e56b7f40435510VgnVCM1000001d4a900aRCRD";"001210";"Distrito de Latina";"2";"Servicios";"6.840.549,76";"50750000-7,Servicios de mantenimiento de ascensores;50610000-4,Servicios de reparación y mantenimiento de equipos de seguridad;45212290-5,Reparación y mantenimiento de instalaciones deportivas;50700000-2,Servicios de reparación y mantenimiento de equipos de edificios;77310000-6,Servicios de plantación y mantenimiento de zonas verdes;";
10086140;"Servicio de mantenimiento de sistemas de gestión de emergencias y sistemas periféricos integrados de la Dirección General de Emergencias y Protección Civil";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=1ec3e76a2e925510VgnVCM2000001f4a900aRCRD";"001019";"Área de Gobierno de Seguridad y Emergencias";"2";"Servicios";"779.136,00";"50324100-3,Servicios de mantenimiento de sistemas;";
10085678;"Limpieza de los edificios dependientes del Área de Gobierno de Economía y Hacienda. Dos lotes (Lote 2 Reservado a Centros Especiales de Empleo DA 5ª TRLCSP)";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=4729e76a2e925510VgnVCM2000001f4a900aRCRD";"001027";"Área de Gobierno de Economía, Hacienda y Administración Pública";"2";"Servicios";"2.011.728,24";"90911200-8,Servicios de limpieza de edificios;";
10084061;"Mantenimiento integral de los equipamientos adscritos al Distrito de Arganzuela. Años 2017-2018.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=f82d7a65e0615510VgnVCM2000001f4a900aRCRD";"001202";"Distrito de Arganzuela";"2";"Servicios";"2.885.539,44";"50750000-7,Servicios de mantenimiento de ascensores;50711000-2,Servicios de reparación y mantenimiento de equipos eléctricos de edificios;45262520-2,Trabajos de albañilería;45261220-2,Trabajos de pintura y demás trabajos de recubrimiento de cubiertas;50610000-4,Servicios de reparación y mantenimiento de equipos de seguridad;45261900-3,Reparación y mantenimiento de tejados;50700000-2,Servicios de reparación y mantenimiento de equipos de edificios;45212290-5,Reparación y mantenimiento de instalaciones deportivas;77310000-6,Servicios de plantación y mantenimiento de zonas verdes;";
10078905;"Acuerdo marco de las obras de reforma, reparación y conservación del conjunto de edificios demaniales y patrimoniales adscritos al Distrito de Puente de Vallecas años 2017-2018.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=57233eedc3105510VgnVCM2000001f4a900aRCRD";"001213";"Distrito de Puente Vallecas";"3";"Obras";"9.603.350,80";"45000000-7,Trabajos de construcción;";
10073462;"Mantenimiento integral en los edificios, instalaciones deportivas y centros docentes adscritos al Distrito Centro 2017-2018";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=bb3ab6404d1e4510VgnVCM2000001f4a900aRCRD";"001201";"Distrito de Centro";"2";"Servicios";"2.168.026,21";"50750000-7,Servicios de mantenimiento de ascensores;50610000-4,Servicios de reparación y mantenimiento de equipos de seguridad;45212290-5,Reparación y mantenimiento de instalaciones deportivas;50700000-2,Servicios de reparación y mantenimiento de equipos de edificios;77310000-6,Servicios de plantación y mantenimiento de zonas verdes;";
10065440;"Limpieza y reposición de contenedores higiénico sanitarios en los Equipamientos adscritos al Distrito de Villaverde 2017/2018";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=fef440bebfe94510VgnVCM2000001f4a900aRCRD";"001217";"Distrito de Villaverde";"2";"Servicios";"11.702.537,00";"90911200-8,Servicios de limpieza de edificios;";
10065422;"Mantenimiento integral de los Equipamientos adscritos al Distrito de Villaverde 2017/2018";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=40e440bebfe94510VgnVCM2000001f4a900aRCRD";"001217";"Distrito de Villaverde";"2";"Servicios";"4.735.245,00";"50000000-5,Servicios de reparación y mantenimiento;";
10064935;"Suministro llave en mano de equipamiento TETRA para la renovación de la red de comunicaciones móviles TETRA para seguridad y emergencias del Ayuntamiento de Madrid.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=71662001b8a94510VgnVCM1000001d4a900aRCRD";"501025";"Informática del Ayuntamiento de Madrid";"1";"Suministros";"2.066.115,70";"32200000-5,Aparatos transmisores de radiotelefonía, radiotelegrafía, radiodifusión y televisión;";
10059695;"Limpieza de los edificios del Organismo Autónomo Agencia Tributaria Madrid";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=ab26ceacb3b74510VgnVCM1000001d4a900aRCRD";"506025";"Agencia Tributaria Madrid";"2";"Servicios";"1.363.269,03";"90919200-4,Servicios de limpieza de oficinas;90911200-8,Servicios de limpieza de edificios;";
10055714;"Gestión de dos Espacios de Igualdad en Arganzuela y Vicálvaro";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=f94bf930fbc54510VgnVCM2000001f4a900aRCRD";"001085";"Familia, Servicios Sociales y Participación Ciudadana";"2";"Servicios";"2.016.268,80";"85320000-8,Servicios sociales;";
10053044;"Impartición de talleres en los centros culturales Mercado de Ibiza y Luis Peidró del Distrito de Retiro";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=e492c7eaa0754510VgnVCM2000001f4a900aRCRD";"001203";"Distrito de Retiro";"2";"Servicios";"434.879,94";"92000000-1,Servicios de esparcimiento, culturales y deportivos;";
10053003;"Centros abiertos especiales";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=7ef91f22f3754510VgnVCM1000001d4a900aRCRD";"001085";"Familia, Servicios Sociales y Participación Ciudadana";"2";"Servicios";"1.620.840,90";"85312120-6,Servicios de cuidado diurno para niños y jóvenes discapacitados;";
10045117;"Servicio de limpieza y reposición de contenedores higiénico-sanitarios en equipamientos adscritos al Distrito de Moncloa-Aravaca";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=7536678c36a24510VgnVCM1000001d4a900aRCRD";"001209";"Distrito de Moncloa-Aravaca";"2";"Servicios";"4.339.025,20";"90511000-2,Servicios de recogida de desperdicios;90911000-6,Servicios de limpieza de viviendas, edificios y ventanas;90919200-4,Servicios de limpieza de oficinas;90919300-5,Servicios de limpieza de escuelas;";
10046667;"Servicio de vigilancia y seguridad de los edificios adscritos al Área de Gobierno de Equidad, Derechos Sociales y Empleo";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=08ef24d244234510VgnVCM2000001f4a900aRCRD";"001085";"Familia, Servicios Sociales y Participación Ciudadana";"2";"Servicios";"2.264.812,50";"79710000-4,Servicios de seguridad;";
10042474;"Mantenimiento de los edificios adscritos al Distrito de Puente de Vallecas.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=a02cb691c9914510VgnVCM2000001f4a900aRCRD";"001213";"Distrito de Puente Vallecas";"2";"Servicios";"5.040.000,00";"50750000-7,Servicios de mantenimiento de ascensores;50610000-4,Servicios de reparación y mantenimiento de equipos de seguridad;50700000-2,Servicios de reparación y mantenimiento de equipos de edificios;";
10042355;"Limpieza y servicio auxiliar de información, atención al público y control de entradas de los edificios adscritos al Distrito de Puente de Vallecas (dos lotes).";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=574a48e468914510VgnVCM1000001d4a900aRCRD";"001213";"Distrito de Puente Vallecas";"2";"Servicios";"9.930.000,00";"90911000-6,Servicios de limpieza de viviendas, edificios y ventanas;98341130-5,Servicios de conserjería                                                                                 ;";
10037192;"Contrato de servicios para el mantenimiento, adaptación y gestión de los componentes tecnológicos del Centro Integrado de Seguridad y Emergencias de Madrid (CISEM) y de la Dirección General de Policía Municipal (DGPM) y gestionado por la DGPM";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=f8f849f279404510VgnVCM2000001f4a900aRCRD";"001019";"Área de Gobierno de Seguridad y Emergencias";"2";"Servicios";"3.622.953,82";"72268000-1,Servicios de suministro de software;72222300-0,Servicios de tecnología de la información;72320000-4,Servicios relacionados con bases de datos;50312600-1,Mantenimiento y reparación de equipo de tecnología de la información;72267000-4,Servicios de mantenimiento y reparación de software;50334400-9,Servicios de mantenimiento de sistemas de comunicaciones;72610000-9,Servicios de apoyo informático;";
10004521;"Impartición de talleres del Distrito Villa de Vallecas";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=295aabd367c33510VgnVCM1000001d4a900aRCRD";"001218";"Distrito de Villa Vallecas";"2";"Servicios";"300.900,50";"92000000-1,Servicios de esparcimiento, culturales y deportivos;";
10000491;"Contrato prog.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=c128b001d9ac2510VgnVCM2000001f4a900aRCRD";"001020";"perfil.organismo.001020";"1";"Suministros";"1.256,25";"34922000-6,Equipo de señalización de carreteras;";







