



 IDEXPEDIENTE;NOMBRE;CONTENT-URL;IDORGANISMO;NOMBRE-ORGANISMO;IDTIPO;DESCRIPCION-TIPO;PRESUPUESTO;CPVs
10362171;"Limpieza de los edificios de la Agencia Tributaria Madrid";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=92ea64dbd402c510VgnVCM1000001d4a900aRCRD";"506025";"Agencia Tributaria Madrid";"2";"Servicios";"1.865.914,87";"90919200-4,Servicios de limpieza de oficinas;90911200-8,Servicios de limpieza de edificios;";
10362032;"Vigilancia y seguridad de los edificios dependientes del Organismo Autónomo Agencia Tributaria Madrid";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=6b93558fc102c510VgnVCM1000001d4a900aRCRD";"506025";"Agencia Tributaria Madrid";"2";"Servicios";"1.152.327,88";"79710000-4,Servicios de seguridad;";
10350497;"Acuerdo marco de las obras de reforma, reparación y conservación del conjunto de edificios cuya competencia corresponde al Distrito de Puente de Vallecas 2018-2019 (3 lotes).";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=61b31245f91fb510VgnVCM2000001f4a900aRCRD";"001213";"Distrito de Puente Vallecas";"3";"Obras";"10.327.457,88";"45000000-7,Trabajos de construcción;";
10349980;"Suministro de vestuario para el personal voluntario y funcionario de Samur-Protección Civil.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=d095aef5c11fb510VgnVCM2000001f4a900aRCRD";"001019";"Área de Gobierno de Seguridad y Emergencias";"1";"Suministros";"364.546,00";"35113440-5,Chalecos reflectantes;18830000-6,Calzado de protección;18443340-1,Gorras;18333000-2,Polos;18100000-0,Ropa de trabajo, ropa de trabajo especial y accesorios;18140000-2,Accesorios de ropa de trabajo;18141000-9,Guantes de trabajo;18235400-9,Chalecos;33735100-2,Gafas protectoras;18310000-5,Ropa interior;37411300-5,Ropa y equipo polares;18425000-4,Cinturones;18221200-6,Anoraks;18221000-4,Ropa impermeable;";
10341195;"Centro abierto y Centro de día para personas sin hogar 'La Rosa', con servicio de desayuno, comida y cena que incorporen productos de comercio justo";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=50ea933abadcb510VgnVCM2000001f4a900aRCRD";"001085";"Familia, Servicios Sociales y Participación Ciudadana";"2";"Servicios";"7.047.422,08";"85311000-2,Servicios de asistencia social con alojamiento;";
10338069;"Mantenimiento preventivo y correctivo de los aparatos de electromedicina pertenecientes al Servicio Samur-Protección Civil.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=e25e3d50243bb510VgnVCM1000001d4a900aRCRD";"001019";"Área de Gobierno de Seguridad y Emergencias";"2";"Servicios";"499.564,80";"50420000-5,Servicios de reparación y mantenimiento de aparatos médicos y quirúrgicos;";
10338009;"Talleres, tutorías y actividades de carácter coeducativo para los centros educativos del Distrito de Puente de Vallecas.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=2c61d1fb4cfab510VgnVCM2000001f4a900aRCRD";"001213";"Distrito de Puente Vallecas";"2";"Servicios";"969.045,39";"80410000-1,Servicios escolares diversos;";
10332192;"Contrato de servicios para la elaboración de informes de impacto de las políticas públicas del Ayuntamiento de Madrid (6 lotes)";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=01470c4d37f9b510VgnVCM2000001f4a900aRCRD";"001027";"Área de Gobierno de Economía, Hacienda y Administración Pública";"2";"Servicios";"303.891,44";"79311000-7,Servicios de estudios;";
10331519;"Suscripciones del sistema operativo Red Hat Enterprise Linux (RHEL) y del software servidor de aplicaciones JBoss Enterprise Application Platform with management.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=acbdd8bbbfe9b510VgnVCM1000001d4a900aRCRD";"501025";"Informática del Ayuntamiento de Madrid";"1";"Suministros";"797.460,30";"48000000-8,Paquetes de software y sistemas de información;";
10323184;"Gestión integral de los servicios complementarios de los Colegios Públicos y otros Centros Educativos adscritos al Distrito de Fuencarral-El Pardo, en tres Lotes ( Lote 3 reservado a Empresas de Inserción Social. D.A. 5ª TRLCSP).";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=f59cda4e71c7b510VgnVCM1000001d4a900aRCRD";"001208";"Distrito de Fuencarral-El Pardo";"2";"Servicios";"10.869.541,04";"44613800-8,Contenedores para residuos;90911000-6,Servicios de limpieza de viviendas, edificios y ventanas;50750000-7,Servicios de mantenimiento de ascensores;50610000-4,Servicios de reparación y mantenimiento de equipos de seguridad;50700000-2,Servicios de reparación y mantenimiento de equipos de edificios;77310000-6,Servicios de plantación y mantenimiento de zonas verdes;";
10322807;"Centro de día para personas adultas en situación de exclusión social en el Distrito de Tetuán.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=43ef344ed7b7b510VgnVCM1000001d4a900aRCRD";"001206";"Distrito de Tetuán";"2";"Servicios";"849.696,76";"85312000-9,Servicios de asistencia social sin alojamiento;";
10318947;"Suministro, en régimen de arrendamiento, de vehículos eléctricos para el Ayuntamiento de Madrid y sus organismos autónomos (2 lotes)";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=9cd79a6c4e75b510VgnVCM1000001d4a900aRCRD";"001027";"Área de Gobierno de Economía, Hacienda y Administración Pública";"1";"Suministros";"888.000,00";"34144900-7,Vehículos eléctricos;";
10318581;"Servicio educativo de las Escuelas Infantiles Municipales del Distrito de Usera con servicio de desayuno, comida y merienda que incorporen productos de comercio justo (2 lotes)";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=e79f9a6c4e75b510VgnVCM1000001d4a900aRCRD";"001212";"Distrito de Usera";"2";"Servicios";"6.548.310,00";"80110000-8,Servicios de enseñanza preescolar;";
10318564;"Servicios de auxiliares de información en los equipamientos adscritos al distrito de Usera";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=a886f95a5875b510VgnVCM2000001f4a900aRCRD";"001212";"Distrito de Usera";"2";"Servicios";"3.481.083,98";"98341130-5,Servicios de conserjería                                                                                 ;";
10318559;"Servicios de limpieza de los equipamientos adscritos al Distrito de Usera";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=7136f95a5875b510VgnVCM2000001f4a900aRCRD";"001212";"Distrito de Usera";"2";"Servicios";"8.059.977,99";"90919200-4,Servicios de limpieza de oficinas;90911200-8,Servicios de limpieza de edificios;";
10315061;"Prestación del servicio educativo de la Escuela Infantil 'Campanilla', sita en la calle Ávila, 4 con servicio de desayuno, comida y merienda que incorporen productos de Comercio Justo.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=9118c1b2c034b510VgnVCM2000001f4a900aRCRD";"001206";"Distrito de Tetuán";"2";"Servicios";"5.144.874,00";"80110000-8,Servicios de enseñanza preescolar;";
10315019;"Prestación del servicio educativo de la Escuela Infantil 'Agua Dulce', sita en la Calle Leñeros, 25 con servicio de desayuno, comida y merienda que incorporen productos de Comercio Justo.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=561739e9ab24b510VgnVCM2000001f4a900aRCRD";"001206";"Distrito de Tetuán";"2";"Servicios";"3.120.246,00";"80110000-8,Servicios de enseñanza preescolar;";
10314949;"Prestación del servicio educativo de la Escuela Infantil 'La Brisa', sita en la Avenida de Asturias, 72, con servicio de desayuno, comida y merienda que incorporen productos de comercio justo.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=e63539e9ab24b510VgnVCM2000001f4a900aRCRD";"001206";"Distrito de Tetuán";"2";"Servicios";"3.947.328,00";"80110000-8,Servicios de enseñanza preescolar;";
10314897;"Prestación del servicio educativo de la Escuela Infantil 'Los Gavilanes', sita en la calle Tiziano 7, con servicio de desayuno, comida y merienda que incorporen productos de comercio justo.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=2ba139e9ab24b510VgnVCM2000001f4a900aRCRD";"001206";"Distrito de Tetuán";"2";"Servicios";"3.478.824,00";"80110000-8,Servicios de enseñanza preescolar;";
10314014;"Obras de rehabilitación de edificio para servicios administrativos en Plaza de Legazpi nº 7, Distrito de Arganzuela";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=bb0bb0050524b510VgnVCM2000001f4a900aRCRD";"001027";"Área de Gobierno de Economía, Hacienda y Administración Pública";"3";"Obras";"37.024.793,00";"45213150-9,Trabajos de construcción de edificios de oficinas;";
10314005;"Contrato de obras de construcción de Escuelas Infantiles (8 lotes)";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=4b0bf52f9424b510VgnVCM1000001d4a900aRCRD";"001027";"Área de Gobierno de Economía, Hacienda y Administración Pública";"3";"Obras";"19.090.905,00";"45214200-2,Trabajos de construcción de edificios escolares;";
10313982;"Obras de construcción de Centro Deportivo La Cebada. Distrito Centro.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=78e8b0050524b510VgnVCM2000001f4a900aRCRD";"001027";"Área de Gobierno de Economía, Hacienda y Administración Pública";"3";"Obras";"6.611.570,00";"45212225-9,Trabajos de construcción de polideportivos;";
10313981;"Obras de construcción de piscina y pabellón cubierto deportivo básico C/ Oña, Distrito de Hortaleza";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=cbbaf52f9424b510VgnVCM1000001d4a900aRCRD";"001027";"Área de Gobierno de Economía, Hacienda y Administración Pública";"3";"Obras";"6.198.347,00";"45212225-9,Trabajos de construcción de polideportivos;";
10313984;"Obras de construcción de parque de bomberos en el Distrito de Villa de Vallecas, Cº. de la Suerte, 29, c/v av. Ensanche de Vallecas.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=6569b0050524b510VgnVCM2000001f4a900aRCRD";"001027";"Área de Gobierno de Economía, Hacienda y Administración Pública";"3";"Obras";"5.371.900,00";"45216121-8,Trabajos de construcción de cuarteles de bomberos;";
10313198;"Suministro de un sistema de grabación TETRA para CISEM y CR";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=f0bab30700e3b510VgnVCM2000001f4a900aRCRD";"001019";"Área de Gobierno de Seguridad y Emergencias";"1";"Suministros";"281.000,00";"32344110-0,Sistema de registro vocal;32524000-2,Sistema de telecomunicaciones;32353000-2,Grabaciones de sonido;";
10312324;"Contrato de gestión integral del Almacén de Villa del Ayuntamiento de Madrid";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=5a7e9d8d31d3b510VgnVCM1000001d4a900aRCRD";"001027";"Área de Gobierno de Economía, Hacienda y Administración Pública";"2";"Servicios";"646.985,04";"63100000-0,Servicios de carga, descarga y almacenamiento;";
10312317;"Póliza de seguro de automóviles para la flota de vehículos del Ayuntamiento de Madrid";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=510d9d8d31d3b510VgnVCM1000001d4a900aRCRD";"001027";"Área de Gobierno de Economía, Hacienda y Administración Pública";"2";"Servicios";"3.000.000,00";"66514110-0,Servicios de seguros de automóviles;";
10310499;"Trabajo de campo para una base de datos de aproximaciones postales segundas, conectando las inscripciones padronales a la base de datos obtenida y actualizando el censo de locales y actividades";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=7bb30e3a4043b510VgnVCM1000001d4a900aRCRD";"001027";"Área de Gobierno de Economía, Hacienda y Administración Pública";"2";"Servicios";"675.844,58";"79320000-3,Servicios de encuestas de opinión pública;";
10304998;"Atención especializada a menores en desprotección social y sus familias a través de dos Centros de Atención a la Infancia (CAI) en el municipio de Madrid";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=3925b20a1f81b510VgnVCM2000001f4a900aRCRD";"001085";"Familia, Servicios Sociales y Participación Ciudadana";"2";"Servicios";"2.049.365,96";"85312000-9,Servicios de asistencia social sin alojamiento;";
10304190;"Servicio educativo de la escuela infantil 'Molinos de Viento' del distrito de Vicálvaro, con servicio de desayuno, comida y merienda que incorporen productos de comercio justo.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=9e00b1827b41b510VgnVCM2000001f4a900aRCRD";"001219";"Distrito de Vicálvaro";"2";"Servicios";"5.396.910,00";"80110000-8,Servicios de enseñanza preescolar;";
10304178;"Servicio Educativo de la Escuela Infantil 'Los Juncos' del Distrito de Vicálvaro con servicio de desayuno, comida y merienda que incorporen productos de comercio justo.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=291eb1827b41b510VgnVCM2000001f4a900aRCRD";"001219";"Distrito de Vicálvaro";"2";"Servicios";"4.470.030,90";"80110000-8,Servicios de enseñanza preescolar;";
10304163;"Servicio educativo de la Escuela Infantil 'Amanecer' del distrito de Vicálvaro con servicio de desayuno, comida y merienda que incorporen productos de comercio justo.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=a9bcb1827b41b510VgnVCM2000001f4a900aRCRD";"001219";"Distrito de Vicálvaro";"2";"Servicios";"3.441.222,00";"80110000-8,Servicios de enseñanza preescolar;";
10304120;"Servicio educativo de la Escuela Infantil 'Cielo Azul' del distrito de Vicálvaro, con servicio de desayuno, comida y merienda que incorporen productos de comercio justo.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=d20ab1827b41b510VgnVCM2000001f4a900aRCRD";"001219";"Distrito de Vicálvaro";"2";"Servicios";"3.703.230,00";"80110000-8,Servicios de enseñanza preescolar;";
10303426;"Prestación del servicio educativo de la Escuela Infantil 'La Rosa del Azafrán', del Distrito de Fuencarral-El Pardo.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=7a44d5124d31b510VgnVCM1000001d4a900aRCRD";"001208";"Distrito de Fuencarral-El Pardo";"2";"Servicios";"3.727.855,80";"80110000-8,Servicios de enseñanza preescolar;";
10303408;"Prestación del servicio educativo de la Escuela Infantil 'La Corte del Faraón', del Distrito de Fuencarral-El Pardo.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=5883d5124d31b510VgnVCM1000001d4a900aRCRD";"001208";"Distrito de Fuencarral-El Pardo";"2";"Servicios";"3.510.214,86";"80110000-8,Servicios de enseñanza preescolar;";
10303347;"Prestación del servicio educativo de la Escuela Infantil 'La Caracola', del Distrito de Fuencarral-El Pardo.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=87ffd5124d31b510VgnVCM1000001d4a900aRCRD";"001208";"Distrito de Fuencarral-El Pardo";"2";"Servicios";"2.744.779,26";"80110000-8,Servicios de enseñanza preescolar;";
10301891;"Suministro de elementos de protección de motorista para los componentes del cuerpo de Policía Municipal de Madrid.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=0b137b5c4ae0b510VgnVCM2000001f4a900aRCRD";"001019";"Área de Gobierno de Seguridad y Emergencias";"1";"Suministros";"171.000,00";"35113400-3,Ropa de protección y de seguridad;18444111-4,Cascos de protección;";
10297964;"Contrato Administrativo de servicios para la prestación del servicio educativo de las Escuelas Infantiles 'Las Azaleas', 'Gigantes y Cabezudos', Tarabilla' y 'Veo-Veo' del Distrito de Ciudad Lineal, con servicio de desayuno, comida y merienda que incorporen productos de comercio justo, a adjudicar por procedimiento abierto.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=d79b1beab56fa510VgnVCM2000001f4a900aRCRD";"001215";"Distrito de Ciudad Lineal";"2";"Servicios";"14.683.747,44";"80110000-8,Servicios de enseñanza preescolar;";
10297608;"Contrato administrativo de servicios para la prestación del servicio educativo de las Escuelas Infantiles del Distrito de Arganzuela (3 Lotes: El Alba, El Bosque y El Barberillo de Lavapiés) con servicio de desayuno, comida y merienda que incorporen productos de comercio justo.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=4194849d706fa510VgnVCM2000001f4a900aRCRD";"001202";"Distrito de Arganzuela";"2";"Servicios";"10.031.966,67";"80110000-8,Servicios de enseñanza preescolar;";
10296756;"Mantenimiento de los Viveros de Empresas del Ayuntamiento de Madrid dependientes de la Dirección General de Comercio y Emprendimiento";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=96f5f413f15fa510VgnVCM2000001f4a900aRCRD";"001085";"Familia, Servicios Sociales y Participación Ciudadana";"2";"Servicios";"371.482,80";"50700000-2,Servicios de reparación y mantenimiento de equipos de edificios;";
10296132;"Contrato administrativo de servicios para la prestación del servicio educativo de la Escuela Infantil EL MANANTIAL del Distrito de Latina, con servicio de desayuno, comida y merienda que incorporen productos de comercio justo, a adjudicar por procedimiento abierto.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=01ca977ec11fa510VgnVCM1000001d4a900aRCRD";"001210";"Distrito de Latina";"2";"Servicios";"3.986.018,05";"80110000-8,Servicios de enseñanza preescolar;";
10296125;"Contrato administrativo de servicios para la prestación del servicio educativo de la Escuela Infantil LA VERBENA DE LA PALOMA del Distrito de Latina, con servicio de desayuno, comida y merienda que incorporen productos de comercio justo, a adjudicar por procedimiento abierto.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=d82a977ec11fa510VgnVCM1000001d4a900aRCRD";"001210";"Distrito de Latina";"2";"Servicios";"4.856.165,28";"80110000-8,Servicios de enseñanza preescolar;";
10296120;"Contrato administrativo de servicios para la prestación del servicio educativo de la Escuela Infantil LA DEL SOTO DEL PARRAL del Distrito de Latina, con servicio de desayuno, comida y merienda que incorporen productos de comercio justo, a adjudicar por procedimiento abierto.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=bb39977ec11fa510VgnVCM1000001d4a900aRCRD";"001210";"Distrito de Latina";"2";"Servicios";"4.635.242,68";"80110000-8,Servicios de enseñanza preescolar;";
10296057;"Contrato administrativo de servicios para la prestación del servicio educativo de la Escuela Infantil EL ALTAIR del Distrito de Latina, con servicio de desayuno, comida y merienda que incorporen productos de comercio justo, a adjudicar por procedimiento abierto.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=6b58977ec11fa510VgnVCM1000001d4a900aRCRD";"001210";"Distrito de Latina";"2";"Servicios";"3.374.351,95";"80110000-8,Servicios de enseñanza preescolar;";
10296022;"Impartición de talleres de ocio educativo o animación sociocultural en los Centros Culturales de Fernando de los Ríos, Miguel Hernández, Sara Montiel y José Luis Sampedro y Socio Culturales de Latina, Almirante Churruca, El Greco y San José de Calasanz del Distrito de Latina.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=b5a61947cd0fa510VgnVCM1000001d4a900aRCRD";"001210";"Distrito de Latina";"2";"Servicios";"4.142.642,02";"92000000-1,Servicios de esparcimiento, culturales y deportivos;80000000-4,Servicios de enseñanza y formación;92300000-4,Servicios de entretenimiento;92312000-1,Servicios artísticos;";
10294782;"Mantenimiento de las dependencias e instalaciones de la Dirección General de Policia Municipal de Madrid";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=fce89e6b090fa510VgnVCM1000001d4a900aRCRD";"001019";"Área de Gobierno de Seguridad y Emergencias";"2";"Servicios";"3.780.000,00";"50710000-5,Servicios de reparación y mantenimiento de equipos eléctricos y mecánicos de edificios;";
10294466;"Servicio educativo de la escuela infantil El Rocío del Distrito de Villaverde, con servicio de desayuno, comida y merienda que incorporen productos de comercio justo.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=55e7cb1b4bdea510VgnVCM2000001f4a900aRCRD";"001217";"Distrito de Villaverde";"2";"Servicios";"3.455.577,18";"80110000-8,Servicios de enseñanza preescolar;";
10294460;"Servicio educativo de la escuela infantil La Luna del Distrito de Villaverde, con servicio de desayuno, comida y merienda que incorporen productos de comercio justo.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=5377cb1b4bdea510VgnVCM2000001f4a900aRCRD";"001217";"Distrito de Villaverde";"2";"Servicios";"2.552.433,90";"80110000-8,Servicios de enseñanza preescolar;";
10294432;"Servicio educativo de la escuela infantil Los Pinos del Distrito de Villaverde, con servicio de desayuno, comida y merienda que incorporen productos de comercio justo.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=74d6cb1b4bdea510VgnVCM2000001f4a900aRCRD";"001217";"Distrito de Villaverde";"2";"Servicios";"2.467.075,86";"80110000-8,Servicios de enseñanza preescolar;";
10293871;"Mantenimiento y soporte de licencias de productos de software de virtualización de VMware.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=3b4f1940cfbda510VgnVCM1000001d4a900aRCRD";"501025";"Informática del Ayuntamiento de Madrid";"2";"Servicios";"1.570.108,59";"72267100-0,Mantenimiento de software de tecnología de la información;";
10289131;"Impartición de talleres en los centros culturales del Distrito de Villaverde 21017/2018";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=8aa6b95e4ebca510VgnVCM1000001d4a900aRCRD";"001217";"Distrito de Villaverde";"2";"Servicios";"949.363,74";"92000000-1,Servicios de esparcimiento, culturales y deportivos;";
10286595;"Equipamientos y servicios municipales de atención a personas mayores que incorporen productos de comercio justo";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=44089f2ab57ba510VgnVCM1000001d4a900aRCRD";"001085";"Familia, Servicios Sociales y Participación Ciudadana";"2";"Servicios";"230.073.979,68";"85311100-3,Servicios de bienestar social proporcionados a ancianos;85311000-2,Servicios de asistencia social con alojamiento;85312100-0,Servicios de centros de día;";
10283701;"Mantenimiento integral de los equipamientos adscritos al distrito de Usera";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=7e42b6e51d7aa510VgnVCM1000001d4a900aRCRD";"001212";"Distrito de Usera";"2";"Servicios";"4.118.095,48";"50750000-7,Servicios de mantenimiento de ascensores;50711000-2,Servicios de reparación y mantenimiento de equipos eléctricos de edificios;45262520-2,Trabajos de albañilería;45261220-2,Trabajos de pintura y demás trabajos de recubrimiento de cubiertas;50610000-4,Servicios de reparación y mantenimiento de equipos de seguridad;45261900-3,Reparación y mantenimiento de tejados;50700000-2,Servicios de reparación y mantenimiento de equipos de edificios;45212290-5,Reparación y mantenimiento de instalaciones deportivas;77310000-6,Servicios de plantación y mantenimiento de zonas verdes;";
10280814;"Desarrollo de actividades socioeducativas complementarias a los procesos de intervención psicosocial a desarrollar con usuarios de la red de atención a personas sin hogar en el Centro de Acogida San Isidro";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=487f081eae39a510VgnVCM2000001f4a900aRCRD";"001085";"Familia, Servicios Sociales y Participación Ciudadana";"2";"Servicios";"2.083.323,84";"85310000-5,Servicios de asistencia social;";
10280557;"Gestión de tres Espacios de Igualdad en Fuencarral-El Pardo, Retiro y Usera";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=dede6a993839a510VgnVCM1000001d4a900aRCRD";"001085";"Familia, Servicios Sociales y Participación Ciudadana";"2";"Servicios";"1.359.113,60";"85320000-8,Servicios sociales;";
10280364;"Servicio de mantenimiento mecánico y la reparación, pintado y rotulación de la carrocería de los vehículos de cuatro ruedas de  la Dirección General de la Policía Municipal y al Servicio de la Policía Municipal del Ayuntamiento";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=4739ba5d5439a510VgnVCM2000001f4a900aRCRD";"001019";"Área de Gobierno de Seguridad y Emergencias";"2";"Servicios";"6.739.208,64";"50112000-3,Servicios de reparación y mantenimiento de automóviles;";
10276667;"Contratación del servicio de limpieza en las dependencias e instalaciones de los edificios adscritos a la Dirección General de Emergencias y Protección Civil del Ayuntamiento de Madrid.";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=0f4e6b199348a510VgnVCM1000001d4a900aRCRD";"001019";"Área de Gobierno de Seguridad y Emergencias";"2";"Servicios";"10.839.028,12";"90911200-8,Servicios de limpieza de edificios;";
10275295;"Transporte para programas educativos";"https://sede.madrid.es/sites/v/index.jsp?vgnextchannel=8afd814231ede410VgnVCM1000000b205a0aRCRD&vgnextoid=acc27a70ede7a510VgnVCM1000001d4a900aRCRD";"001085";"Familia, Servicios Sociales y Participación Ciudadana";"2";"Servicios";"1.124.994,64";"60112000-6,Servicios de transporte por la vía pública;";
