CODIGO;F_INSTALACION;DIRECCION;TIPO DE VALLA;TIPO DE SUELO;N.JUEGOS;AREA;PERIMETRO;DIRECCION AUXLIAR;LOCALIZACION;ACCESO;DISTRITO;BARRIO;latitud;longitud;UTMX_ETRS89;UTMY_ETRS89;CODNDP;IDENTIFICADOR
14067;2007-04-27;CALLE HACIENDA DE PAVONES, Nº 244;VALLA METALICA CON COLORINES;ARENA;3;259,87;64,5;C · CALLE HACIENDA DE PAVONES 238 , ASCENDIENTE 1;EN ZONA INTERBLOQUES;0;MORATALAZ;FONTARRÓN;40.401692;-3.63901;445775,082;4472538,659;11102812;1155
14068;2006-10-09;CALLE HACIENDA DE PAVONES, Nº 274;VALLA METALICA DE COLORINES;HIERBA ARTIFICIAL COLOR VERDE;13;398,762;79,89;C · CALLE HACIENDA DE PAVONES 274 , ASCENDIENTE 1;EN ZONA INTERBLOQUES;0;MORATALAZ;FONTARRÓN;40.400645;-3.63923;445755,599;4472422,56;11102847;1156
14069;2007-01-07;CALLE HACIENDA DE PAVONES, Nº 308;VALLA METALICA DE COLOR VERDE;ARENA;4;145,384;48,93;C · CALLE HACIENDA DE PAVONES 312 , ASCENDIENTE 1;EN ZONA INTERBLOQUES;0;MORATALAZ;FONTARRÓN;40.400769;-3.63786;445871,936;4472435,452;11102862;1157
14071;2007-04-12;CALLE FUENTE CARRANTONA, Nº 5;VALLA METALICA DE COLOR VERDE;ARENA;3;202,742;68;C · CALLE FUENTE CARRANTONA , ASCENDIENTE 1: 145;0;0;MORATALAZ;FONTARRÓN;40.399448;-3.637739;445881,16;4472288,798;20157918;1158
14072;2007-04-13;CALLE FUENTE CARRANTONA, Nº 7;VALLA METALICA DE COLORINES;ARENA;8;299,408;66,8;C · CALLE HACIENDA DE PAVONES 336 , ASCENDIENTE 1;0;0;MORATALAZ;FONTARRÓN;40.400123;-3.637314;445917,779;4472363,474;20157921;1159
14073;2006-12-26;CALLE FUENTE CARRANTONA, Nº 4;VALLA METALICA DE COLORINES;ARENA;2;115,762;45,73;C · CALLE ENCOMIENDA DE PALACIOS 268 , ASCENDIENT;0;0;MORATALAZ;PAVONES;40.397589;-3.63794;445862,625;4472082,587;20098128;1160
14074;2006-10-11;CALLE ENCOMIENDA DE PALACIOS, Nº 330;VALLA METALICA DE COLORINES;ARENA;4;278,889;62,24;C · CALLE ENCOMIENDA DE PALACIOS 328 , ASCENDIENT;EN ZONA INTERBLOQUES;0;MORATALAZ;PAVONES;40.396966;-3.636287;446002,377;4472012,382;11101281;1161
14075;2007-06-13;CALLE ENCOMIENDA DE PALACIOS, Nº 366;SIN VALLA;ARENA;5;689,468;116,89;C · CALLE ENCOMIENDA DE PALACIOS 354 , ASCENDIENT;EN ZONA INTERBLOQUES;0;MORATALAZ;PAVONES;40.396629;-3.634217;446177,808;4471973,746;11101350;1162
14076;2007-10-05;CALLE HACIENDA DE PAVONES, Nº 255;VALLA METALICA CON COLORINES;ARENA;2;209,386;57,11;C · CALLE HACIENDA DE PAVONES 255 , ASCENDIENTE 1;0;0;MORATALAZ;PAVONES;40.400359;-3.633086;446276,68;4472387,087;11101293;1163
14077;2006-10-11;CALLE HACIENDA DE PAVONES, Nº 247;VALLA METALICA COLOR VERDE;ARENA;6;124,862;47,54;C · CALLE VALDEBERNARDO 25 , ASCENDIENTE 1: 141 ·;EN ZONA INTERBLOQUES;0;MORATALAZ;PAVONES;40.401047;-3.632654;446313,962;4472463,152;11101289;1164
14078;2007-01-07;CALLE VALDEBERNARDO, Nº 43;VALLA METALICA CON COLORINES;ARENA;5;166,298;51,43;C · CALLE VALDEBERNARDO 37 , ASCENDIENTE 1: 141 ·;EN ZONA INTERBLOQUES;0;MORATALAZ;PAVONES;40.403163;-3.632439;446333,874;4472697,942;11101326;1165
14079;2007-03-01;CALLE LAGUNA NEGRA, Nº 2;VALLA METALICA DE COLORINES;ARENA;3;332,511;72,73;PARQUE VANDEL;EN PARQUE VANDEL;0;MORATALAZ;HORCAJO;40.404114;-3.62932;446599,233;4472801,538;20146497;1166
14081;2007-04-16;CALLE FUENTE CARRANTONA, Nº 9;SIN VALLA;ARENA;6;465,199;88,35;C · CALLE LUIS DE HOYOS SAINZ 132 , ASCENDIENTE 1;0;0;MORATALAZ;VINATEROS;40.401898;-3.636005;446030,254;4472559,686;20142023;1167
14082;2007-01-07;CALLE LUIS DE HOYOS SAINZ, Nº 146;VALLA METALICA CON COLORINES;ARENA;4;692,869;105,37;C · CALLE LUIS DE HOYOS SAINZ 146 , ASCENDIENTE 1;EN ZONA INTERBLOQUES;0;MORATALAZ;PAVONES;40.403122;-3.633789;446219,233;4472694,174;11101317;1168
14083;2007-05-07;CALLE CAMINO DE LOS VINATEROS, Nº 1;VALLA METALICA CON COLORINES;ARENA;7;405,104;78,32;C · CALLE CAMINO DE LOS VINATEROS 1 , ASCENDIENTE;EN PARQUE ALCAMPO;ACCESO CON VALLA RETRANQUEADA;MORATALAZ;MEDIA LEGUA;40.411301;-3.661767;443851,947;4473619,39;20105644;1169
14084;2007-03-23;CALLE FOBOS, Nº 4;VALLA METALICA CON COLORINES;ARENA;5;157,82;45,68;C · CALLE FOBOS 13 , ASCENDIENTE 1: 143 · MARROQU;0;0;MORATALAZ;MARROQUINA;40.409732;-3.633689;446233,005;4473427,812;20169772;1170
14085;2007-01-07;AVENIDA DOCTOR GARCIA TAPIA, Nº 136;VALLA METALICA DE COLORINES;ARENA;7;314,025;74,67;JARDINES DE DIONISIO RODRIGUEZ;EN JARDIN DIONISIO RIDRUEJO;0;MORATALAZ;MARROQUINA;40.408866;-3.638839;445795,327;4473334,837;31044626;1171
14086;2007-01-25;CALLE FUENTE CARRANTONA, Nº 20;VALLA METALICA DE COLORINES;ARENA;6;511,833;80,13;PARQUE VANDEL;EN PARQUE VANDEL;0;MORATALAZ;HORCAJO;40.404217;-3.63332;446259,901;4472815,441;20122839;1172
14090;15/02/2007;CALLE ARROYO FONTARRON, Nº 10;VALLA METALICA DE COLORINES;ARENA;4;343,792;81,32;C · CALLE ARROYO DE FONTARRON 83 , ASCENDIENTE 1:;EN PARQUE ARROYO FONTARRON;0;MORATALAZ;FONTARRÓN;40.400622;-3.648339;444982,546;4472425,642;20089556;1173
14092;2007-06-07;CALLE HACIENDA DE PAVONES, Nº 217;VALLA METALICA CON COLORINES;ARENA;8;706,106;106,58;C · CALLE HACIENDA DE PAVONES 217 , ASCENDIENTE 1;EN ZONA INTERBLOQUES;0;MORATALAZ;PAVONES;40.401294;-3.634998;446115,179;4472492,038;11101302;1174
14093;2007-04-04;CALLE HACIENDA DE PAVONES, Nº 356;VALLA METALICA CON COLORINES;ARENA;8;954,199;131,28;C · CALLE HACIENDA DE PAVONES , ASCENDIENTE 1: 14;EN PARQUE ARROYO FONTARRON;0;MORATALAZ;PAVONES;40.398363;-3.628324;446679,26;4472162,594;31016250;1175
14096;2007-07-16;CALLE ARROYO DE LA MEDIA LEGUA, Nº 27;VALLA METALICA DE COLOR VERDE;ARENA;2;95,478;43,96;C · CALLE ARROYO DE LA MEDIA LEGUA 27 POST. , ASC;0;0;MORATALAZ;MEDIA LEGUA;40.410173;-3.656525;444295,801;4473490,936;20146155;1176
14097;2007-05-07;CALLE CORREGIDOR SEÑOR DE LA ELIPA, Nº 19;VALLA METALICA CON COLORINES;ARENA;3;127,286;53,66;C · CALLE CORREGIDOR SEÑOR DE LA ELIPA 7-9 , ASCE;EN ZONA INTERBLOQUES;0;MORATALAZ;MARROQUINA;40.411327;-3.651034;444762,613;4473615,525;11101712;1177
14098;2007-04-16;CALLE ENCOMIENDA DE PALACIOS, Nº 46;VALLA METALICA DE COLOR VERDE;ARENA;7;286,775;68,54;C · CALLE ENCOMIENDA DE PALACIOS 42 , ASCENDIENTE;EN ZONA INTERBLOQUES;0;MORATALAZ;FONTARRÓN;40.400188;-3.645051;445261,267;4472375,41;11102579;1178
14099;2007-04-27;CALLE CORREGIDOR JUAN FRANCISCO DE LUJAN, Nº 1;SIN VALLA;ARENA;1;80,355;31,89;C · CALLE ARROYO FONTARRON 43 , ASCENDIENTE 1: 14;0;0;MORATALAZ;FONTARRÓN;40.403774;-3.650936;444764,718;4472777,132;31035742;1179
14105;0;CALLE ARROYO DE LAS PILILLAS, Nº 21;VALLA METALICA DE COLORINES;ARENA;4;277,5;65,68;C · CALLE ARROYO DE LAS PILILLAS 23 , ASCENDIENTE;EN ZONA INTERBLOQUES;0;MORATALAZ;MEDIA LEGUA;40.406701;-3.654618;444454,762;4473104,333;31054159;1180
14107;0;CALLE HACIENDA DE PAVONES, Nº 165;VALLA METALICA CON COLORINES;CAUCHO CON LOSETAS LISAS;4;123,19;45,77;0;EN ZONA INTERBLOQUES;0;MORATALAZ;VINATEROS;40.402559;-3.638705;445801,666;4472634,732;11102961;1181
14108;0;CALLE LAGUNA NEGRA, Nº 2;VALLA METALICA DE COLORINES;ARENA;7;356,642;76,4;PARQUE VANDEL;EN PARQUE VANDEL;0;MORATALAZ;HORCAJO;40.404134;-3.629042;446622,863;4472803,614;20146497;1182
14109;01/04/2016;CALLE CAMINO DE LOS VINATEROS, Nº 134;VALLA METALICA DE COLORINES;ARENA;6;321,775;85,33;CENTRO SALUD EL TORETE;0;0;MORATALAZ;VINATEROS;40.4066;-3.645816;445201,531;4473087,644;11103187;5331
15001;2007-02-22;CALLE GUTIERRE DE CETINA, Nº 79;SIN VALLA;ARENA;4;349,832;81,1;C · CALLE EMILIO FERRARI 72 , ASCENDIENTE 1: 152;0;0;CIUDAD LINEAL;PUEBLO NUEVO;40.429699;-3.640498;445671,313;4475648,355;20168656;1183
15002;2006-03-06;CALLE ASCAO, Nº 32;VALLA DE MADERA TIPO TALANQUERA;SUELO CAUCHO CON DIBUJOS;7;275,806;81,84;C · CALLE ASCAO 39 , ASCENDIENTE 1: 152 · PUEBLO;0;0;CIUDAD LINEAL;PUEBLO NUEVO;40.430364;-3.639591;445748,802;4475721,589;31042156;1184
15003;2007-02-22;CALLE VITAL AZA, Nº 9;VALLA DE MADERA DE COLORINES;ARENA;8;377,445;89,96;0;0;0;CIUDAD LINEAL;PUEBLO NUEVO;40.43111;-3.644682;445317,611;4475807,571;11105602;1185
15004;2007-02-23;CALLE FRANCISCO RIOJA, Nº 19;VALLA DE INFRAESTRUCTURA;SUELO CAUCHO CON DIBUJOS;6;179,653;53,56;C · CALLE FRANCISCO RIOJA ZONA 2 , ASCENDIENTE 1:;0;0;CIUDAD LINEAL;PUEBLO NUEVO;40.43074;-3.637698;445909,7;4475762,15;20140368;1186
15005;2007-04-09;CALLE FRANCISCO RIOJA, Nº 21;SIN VALLA;ARENA;4;414,522;104,73;C · CALLE FRANCISCO RIOJA 28 , ASCENDIENTE 1: 152;0;0;CIUDAD LINEAL;PUEBLO NUEVO;40.430924;-3.637624;445916,131;4475782,516;20140371;1187
15006;2007-02-22;CALLE MATAMOROSA, Nº 11;VALLA METALICA CON COLORINES;ARENA;2;250,968;63,78;C · CALLE PEPE ISBERT 03 , ASCENDIENTE 1: 152 · P;EN ZONA INTERBLOQUES;0;CIUDAD LINEAL;PUEBLO NUEVO;40.420997;-3.627917;446731,631;4474674,734;11107144;1188
15007;2006-11-07;CALLE VILLASILOS, Nº 17;VALLA DE MADERA CON COLORINES;ARENA;8;366,503;84,2;C · CALLE PEPE ISBERT , ASCENDIENTE 1: 152 · PUEB;0;0;CIUDAD LINEAL;PUEBLO NUEVO;40.421631;-3.628388;446692,15;4474745,36;20124004;1189
15008;2007-01-25;CALLE EZEQUIEL SOLANA, Nº 47;SIN VALLA;SUELO CAUCHO LOSETAS MARRONES;2;86,787;34,69;0;0;0;CIUDAD LINEAL;PUEBLO NUEVO;40.430532;-3.644453;445336,581;4475743,267;31011849;1190
15009;2007-05-30;CALLE VIRGEN DEL SAGRARIO, Nº 8;VALLA METALICA DE COLORINES - PARCIAL;SUELO DE CAUCHO DE LOSETAS MARRONES;1;40,476;25,92;0;0;0;CIUDAD LINEAL;QUINTANA;40.434373;-3.647651;445068,444;4476171,56;31011830;1191
15010;2007-05-07;CALLE GERMAN PEREZ CARRASCO, Nº 4;SIN VALLA;ARENA;2;265,877;65,58;0;0;0;CIUDAD LINEAL;QUINTANA;40.434865;-3.646157;445195,538;4476225,187;31015727;1192
15011;2007-07-20;CALLE GERMAN PEREZ CARRASCO, Nº 69;0;0;3;47,749;28,21;0;0;0;CIUDAD LINEAL;QUINTANA;40.437143;-3.642081;445543,044;4476475,569;31047651;1193
15012;2006-11-14;CALLE SALVADOR DE MADARIAGA, Nº 9;0;0;8;310,607;76,16;0;0;0;CIUDAD LINEAL;SAN PASCUAL;40.439169;-3.65796;444197,964;4476710,341;20178114;1194
15013;2006-11-10;CALLE JUAN PEREZ ZUÑIGA, Nº 2;VALLA METALICA DE COLORINES;ARENA;4;216,929;60,94;0;EN PARQUE;ACCESO CON VALLA RETRANQUEADA;CIUDAD LINEAL;CONCEPCIÓN;40.440631;-3.649371;444927,631;4476867,252;11110658;1195
15014;2007-02-23;CALLE INDULGENCIA, Nº 8;SIN VALLA; CAUCHO;2;218,963;65,84;0;0;0;CIUDAD LINEAL;CONCEPCIÓN;40.440371;-3.648189;445027,624;4476837,677;20128569;1196
15015;2006-10-19;CALLE TORRELAGUNA, Nº 46;VALLA METALICA DE COLORINES;ARENA;6;218,871;60,4;0;0;0;CIUDAD LINEAL;SAN PASCUAL;40.44371;-3.653391;444589,19;4477211,555;31015893;1197
15016;2007-03-02;CALLE JOSE DEL HIERRO, Nº 37;VALLA METALICA DE COLORINES;ARENA;4;80,451;35,66;0;0;0;CIUDAD LINEAL;CONCEPCIÓN;40.440046;-3.644922;445304,506;4476799,585;11110020;1198
15017;2006-11-10;PASAJE VIRGEN DE LA ALEGRIA, Nº 3;VALLA METALICA CON COLORINES;ARENA;1;73,134;34,23;C · CALLE VIRGEN DE LA ROCA , ASCENDIENTE 1: 154;0;0;CIUDAD LINEAL;CONCEPCIÓN;40.434124;-3.657495;444233,252;4476150,04;20132896;1199
15018;2007-07-19;CALLE VIRGEN DE NURIA, Nº 2;VALLA METALICA CON COLORINES;ARENA;6;355,003;71,39;PARQUE DEL CALERO;EN PARQUE EL CALERO;0;CIUDAD LINEAL;CONCEPCIÓN;40.435368;-3.654205;444513,365;4476286,047;31042148;1200
15019;2007-07-19;CALLE VIRGEN DE NURIA, Nº 4;VALLA DE MADERA TIPO TALANQUERA;ARENA;4;302,603;71,58;PARQUE DEL CALERO;EN PARQUE EL CALERO;0;CIUDAD LINEAL;CONCEPCIÓN;40.435981;-3.652733;444638,651;4476353,2;31044468;1201
15020;2006-12-14;CALLE VIRGEN DE NURIA, Nº 4;VALLA METALICA CON COLORINES;ARENA;4;199,096;58,73;PARQUE DEL CALERO;EN PARQUE EL CALERO;0;CIUDAD LINEAL;CONCEPCIÓN;40.436395;-3.651755;444721,989;4476398,593;31044468;1202
15021;15/02/2007;CALLE VIRGEN DE LLUC, Nº 7;VALLA METALICA CON COLORINES;ARENA;4;138,133;48,4;PARQUE DEL CALERO;EN PARQUE EL CALERO;0;CIUDAD LINEAL;QUINTANA;40.43564;-3.650892;444794,51;4476314,154;31040728;1203
15022;2006-11-10;CALLE VIRGEN DE LLUC, Nº 7;VALLA METALICA CON COLORINES;ARENA;4;101,598;42,34;PARQUE DEL CALERO;EN PARQUE EL CALERO;0;CIUDAD LINEAL;QUINTANA;40.435528;-3.651222;444766,442;4476301,934;31040728;1204
15023;2006-11-15;CALLE VIRGEN DE LLUC, Nº 7;VALLA METALICA CON COLORINES;ARENA;3;69,047;33,72;PARQUE DEL CALERO;EN PARQUE EL CALERO;0;CIUDAD LINEAL;QUINTANA;40.435673;-3.649616;444902,797;4476317,026;31040728;1205
15024;2007-05-11;CALLE VIRGEN DE LLUC, Nº 7;VALLA METALICA CON COLORINES;ARENA;3;143,057;47,9;PARQUE DEL CALERO;EN PARQUE EL CALERO;0;CIUDAD LINEAL;QUINTANA;40.43577;-3.649392;444921,868;4476327,709;31040728;1206
15025;29/11/2006;CALLE MISTERIOS, Nº 11;VALLA METALICA COLOR VERDE;ARENA;4;146,026;50,32;0;0;0;CIUDAD LINEAL;QUINTANA;40.438767;-3.639892;445730,01;4476654,514;11108209;1207
15026;29/11/2006;CALLE MISTERIOS, Nº 49;VALLA METALICA COLOR VERDE;ARENA;5;270,04;70,29;0;0;0;CIUDAD LINEAL;QUINTANA;40.439949;-3.641145;445624,693;4476786,412;11108413;1208
15027;2006-11-10;CALLE JUAN PEREZ ZUÑIGA, Nº 21;VALLA METALICA DE COLORINES;ARENA;3;155,139;51,15;0;0;0;CIUDAD LINEAL;SAN PASCUAL;40.442927;-3.648331;445017,724;4477121,504;31043193;1209
15028;2007-03-02;CALLE EMILIANO BARRAL, Nº 8;VALLA METALICA DE COLORINES;ARENA;8;307,535;62,61;0;0;0;CIUDAD LINEAL;SAN JUAN BAUTISTA;40.448539;-3.659926;444039,022;4477751,708;20112729;1210
15029;2006-12-04;CALLE RAFAEL BERGAMIN, Nº 28;VALLA METALICA - NO HOMOLOGADA;ARENA;5;251,972;64,04;0;0;0;CIUDAD LINEAL;SAN JUAN BAUTISTA;40.45055;-3.659597;444068,599;4477974,709;20138315;1211
15031;2007-09-13;CALLE CIDAMON, Nº 4;SIN VALLA;ARENA;4;81,827;39,08;0;0;0;CIUDAD LINEAL;SAN JUAN BAUTISTA;40.450211;-3.657433;444251,829;4477935,654;11111360;1212
15032;2007-02-23;CALLE ABALOS, Nº 4;VALLA METALICA DE COLORINES;ARENA;6;473,427;88,41;0;0;0;CIUDAD LINEAL;SAN JUAN BAUTISTA;40.450509;-3.655943;444378,414;4477967,873;31011813;1213
15033;2007-07-19;PLAZA CIUDAD DE SALTA, Nº 8;SIN VALLA;ARENA;4;262,518;65,98;0;0;0;CIUDAD LINEAL;COLINA;40.454325;-3.661858;443880,036;4478395,124;31016100;1214
15034;2006-12-14;CALLE FAUSTINA PEÑALVER, Nº 20;VALLA DE MADERA COLOR MARRON;ARENA;6;175,288;47,2;0;0;0;CIUDAD LINEAL;SAN JUAN BAUTISTA;40.452324;-3.659791;444053,572;4478171,712;31016169;1215
15035;2007-09-13;CALLE CAÑAS, Nº 2;VALLA METALICA DE COLORINES;ARENA;3;58,364;29,48;0;0;0;CIUDAD LINEAL;COLINA;40.456993;-3.659753;444060,696;4478689,974;11112019;1216
15037;2007-02-23;CALLE VIRGEN DE LA ALEGRIA, Nº 9;VALLA METALICA CON COLORINES;ARENA;5;170,545;46,27;C · CALLE VIRGEN DE LA ALEGRÍA  11 , ASCENDIENTE;0;0;CIUDAD LINEAL;CONCEPCIÓN;40.432559;-3.658918;444111,266;4475977,248;20076576;1217
15038;2006-11-29;CALLE GONZALEZ AMIGO, Nº 21;VALLA DE MADERA COLOR MARRON;ARENA;6;186,915;58,28;0;0;0;CIUDAD LINEAL;ATALAYA;40.466201;-3.665502;443580,946;4479715,727;11112334;1218
15039;2007-04-09;CALLE ANTONIO PIRALA, Nº 2;VALLA METALICA CON COLORINES;ARENA;4;199,232;64,01;C · CALLE ANTONIO PIRALA 5 , ASCENDIENTE 1: 151 ·;EN PARQUE ANTONIO PIRALA;0;CIUDAD LINEAL;VENTAS;40.430574;-3.659926;444024,136;4475757,543;20181767;1219
15040;2006-11-24;CALLE JOSE VILLENA, Nº 18;VALLA METALICA DE COLORINES;ARENA;5;425,386;90,55;0;EN PARQUE;0;CIUDAD LINEAL;VENTAS;40.430485;-3.656585;444307,454;4475745,603;31044473;1220
15041;2006-11-29;CALLE JOSE VILLENA, Nº 18;VALLA METALICA DE COLORINES;ARENA;8;236,711;67,07;0;0;0;CIUDAD LINEAL;VENTAS;40.430493;-3.655865;444368,532;4475745,982;31044473;1221
15042;2007-05-07;CALLE SAN EMILIO, Nº 30;VALLA METALICA DE COLOR VERDE;ARENA;4;128,45;44,77;C · CALLE SAN EMILIO , ASCENDIENTE 1: 151 · VENTA;0;0;CIUDAD LINEAL;VENTAS;40.426617;-3.659164;444085,511;4475317,855;11103441;1222
15043;2006-11-22;CALLE POETA BLAS DE OTERO, Nº 50;VALLA METALICA DE COLORINES;ARENA;4;161,214;51,69;C · CALLE JOSE LUIS ARRESE , ASCENDIENTE 1: 151 ·;0;0;CIUDAD LINEAL;VENTAS;40.423385;-3.65048;444819,438;4474953,615;11103734;1223
15044;2007-07-19;CALLE SANTA FELICIDAD, Nº 31;SIN VALLA - VALLA BAJA ZONA AJARDINADA;ARENA;4;350,36;74,79;C · CALLE SANTA FELICIDAD 17-19-21 , ASCENDIENTE;0;0;CIUDAD LINEAL;VENTAS;40.42499;-3.649909;444869,185;4475131,489;11103791;1224
15045;2007-04-11;CALLE POETA BLAS DE OTERO, Nº 22;VALLA METALICA CON COLORINES;ARENA;8;289,202;72,02;PARQUE DEL PINAR DE LA ELIPA;EN PARQUE PINAR DE LA ELIPA;0;CIUDAD LINEAL;VENTAS;40.420287;-3.656368;444317,475;4474613,456;31011833;1225
15046;2006-11-15;AVENIDA MARQUES DE CORBERA, Nº 2;VALLA METALICA DE COLORINES;ARENA;3;83,749;37,92;Pq · PARQUE LA ELIPA , ASCENDIENTE 1: 151 · VENTA;EN PARQUE PINAR DE LA ELIPA;0;CIUDAD LINEAL;VENTAS;40.421374;-3.656986;444265,879;4474734,472;20104438;1226
15047;2007-02-21;CALLE SANTA GENOVEVA, Nº 9;VALLA METALICA DE COLORINES;ARENA;7;297,823;69,78;C · CALLE SANTA GENOVEVA , ASCENDIENTE 1: 151 · V;0;ACCESO CON VALLA RETRANQUEADA;CIUDAD LINEAL;VENTAS;40.422289;-3.64971;444883,867;4474831,559;20076302;1227
15048;2007-05-29;PLAZA PLATON, Nº 3;VALLA METALICA DE COLORINES;ARENA;4;89,029;46,68;0;0;0;CIUDAD LINEAL;SAN PASCUAL;40.442545;-3.652063;444700,858;4477081,356;31011839;1228
15050;2007-07-19;TRAVESIA GERARDO CORDON, Nº 2;VALLA METALICA CON COLORINES;ARENA;4;198,204;56,3;Trv · TRAVESIA GERARDO CORDÓN , ASCENDIENTE 1: 15;0;0;CIUDAD LINEAL;VENTAS;40.426296;-3.652903;444616,342;4475278,28;11104048;1229
15051;2007-05-29;CALLE MARIA TERESA SAENZ DE HEREDIA, Nº 47;SIN VALLA;SUELO CAUCHO. LOSETAS MARRONES;3;45,019;27,17;Av · AVENIDA MARQUÉS DE CORBERA 38 , ASCENDIENTE;0;0;CIUDAD LINEAL;VENTAS;40.424873;-3.652385;444659,088;4475120,018;31042106;1230
15052;2006-11-16;AVENIDA MARQUES DE CORBERA, Nº 67;VALLA METALICA CON COLORINES;ARENA;8;222,241;64,24;Av · AVENIDA MARQUÉS DE CORBERA , ASCENDIENTE 1:;0;0;CIUDAD LINEAL;VENTAS;40.428032;-3.649614;444896,752;4475468,88;20038412;1234
15053;2007-02-22;CALLE HERMANOS GOMEZ, Nº 50;VALLA METALICA CON COLORINES;ARENA;3;184,434;55,22;C · CALLE FRANCISCO VILLAESPESA , ASCENDIENTE 1:;0;0;CIUDAD LINEAL;VENTAS;40.428361;-3.649355;444918,995;4475505,238;20094902;1232
15054;2007-03-02;CALLE PADRE COLOMA, Nº 2;VALLA DE MADERA DE COLORINES;ARENA;3;88,945;37,9;0;0;0;CIUDAD LINEAL;SAN PASCUAL;40.440879;-3.652551;444658,177;4476896,821;11110910;1233
15055;2007-02-22;CALLE SAN CLODOALDO, Nº 27;VALLA METALICA CON COLORINES;ARENA;6;161,961;54,88;C · CALLE FRANCISCO VILLAESPESA , ASCENDIENTE 1:;0;0;CIUDAD LINEAL;VENTAS;40.427756;-3.649844;444877,032;4475438,4;20052748;1231
15056;2007-07-19;AVENIDA TRECE ROSAS, Nº 9;SIN VALLA;ARENA;3;254,047;66,82;C · CALLE SANTA GENOVEVA , ASCENDIENTE 1: 151 · V;0;0;CIUDAD LINEAL;VENTAS;40.426528;-3.647147;445104,783;4475300,452;31054973;1235
15057;2007-01-23;AVENIDA DAROCA, Nº 89;VALLA METALICA CON COLORINES;ARENA;6;262,583;64,75;PARQUE DE ARRIAGA;EN PARQUE ARRIAGA;0;CIUDAD LINEAL;VENTAS;40.427117;-3.646123;445192,1;4475365,214;20117832;1236
15058;2006-07-21;CALLE ARRIAGA, Nº 21;VALLA METALICA CON COLORINES;ARENA;3;144,212;48,57;PARQUE DE ARRIAGA;EN PARQUE ARRIAGA;0;CIUDAD LINEAL;PUEBLO NUEVO;40.426521;-3.644461;445332,628;4475297,96;11106147;1237
15059;2006-11-14;CALLE ARRIAGA, Nº 53;VALLA METALICA CON COLORINES;ARENA;8;233,802;61,39;PARQUE DE ARRIAGA;EN PARQUE ARRIAGA;0;CIUDAD LINEAL;PUEBLO NUEVO;40.425179;-3.64221;445522,515;4475147,626;11106777;1238
15060;2007-02-22;CALLE ARRIAGA, Nº 69;VALLA METALICA CON COLORINES;ARENA;8;202,086;61,03;PARQUE DE ARRIAGA;EN PARQUE ARRIAGA;0;CIUDAD LINEAL;PUEBLO NUEVO;40.423906;-3.639889;445718,354;4475004,871;11106783;1239
15061;2007-02-22;CALLE FRANCISCO LARGO CABALLERO, Nº 4;VALLA DE MADERA DE COLORINES;ARENA;1;303,409;70,83;PARQUE DE LOS TILOS;EN PARQUE DE LOS TILOS;0;CIUDAD LINEAL;PUEBLO NUEVO;40.42282;-3.634915;446139,459;4474881,323;31031998;1240
15062;2007-02-23;CALLE ARRIAGA, Nº 75;VALLA METALICA CON COLORINES;ARENA;5;320,116;79,96;PARQUE DE ARRIAGA;EN PARQUE ARRIAGA;0;CIUDAD LINEAL;PUEBLO NUEVO;40.423771;-3.638964;445796,72;4474989,368;11107026;1241
15063;2007-09-13;CALLE FRANCISCO LARGO CABALLERO, Nº 4;SIN VALLA;ARENA;7;431,804;77,08;PARQUE DE LOS TILOS;EN PARQUE DE LOS TILOS;0;CIUDAD LINEAL;PUEBLO NUEVO;40.42286;-3.633213;446283,845;4474884,781;31031998;1242
15064;2007-05-11;CALLE NICOLAS SALMERON, Nº 1;VALLA METALICA CON COLORINES;ARENA;11;253,62;63,64;PARQUE DE LOS TILOS;EN PARQUE DE LOS TILOS;0;CIUDAD LINEAL;PUEBLO NUEVO;40.421905;-3.634083;446209,258;4474779,232;20076605;1243
15065;2007-02-22;CALLE NICOLAS SALMERON, Nº 23;VALLA METALICA CON COLORINES;ARENA;6;225,561;60,55;C · CALLE NICOLÁS SALMERÓN , ASCENDIENTE 1: 152 ·;0;0;CIUDAD LINEAL;PUEBLO NUEVO;40.418446;-3.627459;446768,482;4474391,315;20076626;1244
15066;2007-02-22;CALLE NICOLAS SALMERON, Nº 4;VALLA METALICA DE COLORINES;ARENA;3;191,408;55,82;PARQUE DE LA ALMUDENA;EN PARQUE DE LA ALMUDENA;0;CIUDAD LINEAL;PUEBLO NUEVO;40.420797;-3.63412;446205,254;4474656,314;20076632;1245
15067;2007-02-22;CALLE NICOLAS SALMERON, Nº 6;VALLA METALICA DE COLORINES;ARENA;8;262,054;72,54;PARQUE DE LA ALMUDENA;EN PARQUE DE LA ALMUDENA;0;CIUDAD LINEAL;PUEBLO NUEVO;40.419543;-3.631322;446441,612;4474515,404;11107183;1246
15068;2007-02-22;CALLE JOSE MARIA RODERO, Nº 3;VALLA METALICA CON COLORINES;ARENA;8;386,576;128,06;C · CALLE JOSÉ MARÍA RODERO , ASCENDIENTE 1: 152;0;0;CIUDAD LINEAL;PUEBLO NUEVO;40.419469;-3.628748;446659,938;4474505,59;20125814;1247
