Codigo_temporada;Codigo_competicion;Codigo_fase;Codigo_grupo;Codigo_equipo;Posicion;Puntos;Partidos_jugados;Partidos_ganados;Partidos_empatados;Partidos_perdidos;Goles_favor;Goles_contra;Nombre_temporada;Nombre_competicion;Nombre_fase;Nombre_grupo;Nombre_deporte;Nombre_categoria;Nombre_equipo;Nombre-Sexo;Nombre_distrito
2017;1         ;1;1;122754;4;6;3;2;0;1;10;6;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-1;FUTBOL SALA                                       ;SENIOR                                            ;PARALIMPIC                                        ;MASCULINO;Chamartin
2017;1         ;1;1;123310;9;0;3;0;0;3;4;15;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-1;FUTBOL SALA                                       ;SENIOR                                            ;Q-107                                             ;MASCULINO;Chamartin
2017;1         ;1;1;123575;10;-2;3;0;0;3;2;18;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-1;FUTBOL SALA                                       ;SENIOR                                            ;R.C.G. SEVILLA                                    ;MASCULINO;Chamartin
2017;1         ;1;1;123782;8;1;3;1;0;2;9;16;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-1;FUTBOL SALA                                       ;SENIOR                                            ;LA TRIBU                                          ;MASCULINO;Chamartin
2017;1         ;1;1;123924;1;9;3;3;0;0;17;7;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-1;FUTBOL SALA                                       ;SENIOR                                            ;LOS NIKIS                                         ;MASCULINO;Chamartin
2017;1         ;1;1;124013;6;3;3;1;0;2;9;7;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-1;FUTBOL SALA                                       ;SENIOR                                            ;RDG F.C.                                          ;MASCULINO;Chamartin
2017;1         ;1;1;124101;7;3;3;1;0;2;8;9;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-1;FUTBOL SALA                                       ;SENIOR                                            ;CLP                                               ;MASCULINO;Chamartin
2017;1         ;1;1;124277;2;9;3;3;0;0;12;3;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-1;FUTBOL SALA                                       ;SENIOR                                            ;ALL BLACKS                                        ;MASCULINO;Chamartin
2017;1         ;1;1;124281;5;6;3;2;0;1;16;12;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-1;FUTBOL SALA                                       ;SENIOR                                            ;BBH                                               ;MASCULINO;Chamartin
2017;1         ;1;1;124382;3;6;3;2;0;1;11;5;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-1;FUTBOL SALA                                       ;SENIOR                                            ;ASTON BIRRA FC                                    ;MASCULINO;Chamartin
2017;1         ;1;2;122749;6;5;3;1;2;0;8;6;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-2;FUTBOL SALA                                       ;SENIOR                                            ;ALBATROS                                          ;MASCULINO;Chamartin
2017;1         ;1;2;122755;8;0;3;0;0;3;7;15;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-2;FUTBOL SALA                                       ;SENIOR                                            ;LOS SURREALISTAS                                  ;MASCULINO;Chamartin
2017;1         ;1;2;122759;5;6;3;2;0;1;11;10;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-2;FUTBOL SALA                                       ;SENIOR                                            ;RESACON O VICTORIA                                ;MASCULINO;Chamartin
2017;1         ;1;2;123311;1;9;3;3;0;0;17;6;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-2;FUTBOL SALA                                       ;SENIOR                                            ;BEHYL WALLETS F.C.                                ;MASCULINO;Chamartin
2017;1         ;1;2;123925;2;7;3;2;1;0;15;7;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-2;FUTBOL SALA                                       ;SENIOR                                            ;MUNDO VIEJUNO                                     ;MASCULINO;Chamartin
2017;1         ;1;2;124014;9;0;3;0;0;3;7;18;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-2;FUTBOL SALA                                       ;SENIOR                                            ;MOLEX FC                                          ;MASCULINO;Chamartin
2017;1         ;1;2;124043;7;3;3;1;0;2;9;8;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-2;FUTBOL SALA                                       ;SENIOR                                            ;ADRIENIGENAS A.A.                                 ;MASCULINO;Chamartin
2017;1         ;1;2;124279;3;7;3;2;1;0;11;7;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-2;FUTBOL SALA                                       ;SENIOR                                            ;CA¥IZARES                                         ;MASCULINO;Chamartin
2017;1         ;1;2;124384;4;6;3;2;0;1;9;2;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-2;FUTBOL SALA                                       ;SENIOR                                            ;INGENIEROS TEAM                                   ;MASCULINO;Chamartin
2017;1         ;1;2;124438;10;-2;3;0;0;3;4;19;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-2;FUTBOL SALA                                       ;SENIOR                                            ;HOOLIGANS                                         ;MASCULINO;Chamartin
2017;1         ;1;3;122750;3;7;3;2;1;0;13;8;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-3;FUTBOL SALA                                       ;SENIOR                                            ;EL DOBLE F.S.                                     ;MASCULINO;Chamartin
2017;1         ;1;3;123313;10;-2;2;0;0;2;4;12;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-3;FUTBOL SALA                                       ;SENIOR                                            ;FAI 2017                                          ;MASCULINO;Chamartin
2017;1         ;1;3;123314;5;4;3;1;1;1;6;11;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-3;FUTBOL SALA                                       ;SENIOR                                            ;PANTHERS                                          ;MASCULINO;Chamartin
2017;1         ;1;3;123926;9;0;2;0;0;2;3;19;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-3;FUTBOL SALA                                       ;SENIOR                                            ;MDK                                               ;MASCULINO;Chamartin
2017;1         ;1;3;123955;2;7;3;2;1;0;20;6;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-3;FUTBOL SALA                                       ;SENIOR                                            ;PARARRAYOS                                        ;MASCULINO;Chamartin
2017;1         ;1;3;124055;7;1;3;0;1;2;8;14;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-3;FUTBOL SALA                                       ;SENIOR                                            ;LENDOIROS                                         ;MASCULINO;Chamartin
2017;1         ;1;3;124196;1;9;3;3;0;0;21;7;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-3;FUTBOL SALA                                       ;SENIOR                                            ;MOUTEAM 8.0                                       ;MASCULINO;Chamartin
2017;1         ;1;3;124376;4;6;3;2;0;1;13;9;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-3;FUTBOL SALA                                       ;SENIOR                                            ;POPOTERLY                                         ;MASCULINO;Chamartin
2017;1         ;1;3;124378;8;0;3;0;0;3;7;13;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-3;FUTBOL SALA                                       ;SENIOR                                            ;WILLGRIGS FC                                      ;MASCULINO;Chamartin
2017;1         ;1;3;124410;6;3;3;2;0;1;13;9;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/SM-3;FUTBOL SALA                                       ;SENIOR                                            ;MOTORAUTO LEGANES                                 ;MASCULINO;Chamartin
2017;1         ;1;4;123493;6;2;2;0;2;0;4;4;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/ST-4;FUTBOL SALA                                       ;SENIOR                                            ;MV CHAMARTIN                                      ;MASCULINO;Chamartin
2017;1         ;1;4;123533;5;3;3;1;0;2;2;11;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/ST-4;FUTBOL SALA                                       ;SENIOR                                            ;EL CERRO                                          ;MASCULINO;Chamartin
2017;1         ;1;4;124104;8;-2;3;0;0;3;3;15;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/ST-4;FUTBOL SALA                                       ;SENIOR                                            ;LOS GALAPAGOS ROJOS                               ;MASCULINO;Chamartin
2017;1         ;1;4;124193;2;6;3;2;0;1;10;4;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/ST-4;FUTBOL SALA                                       ;SENIOR                                            ;BASE F.S.                                         ;MASCULINO;Chamartin
2017;1         ;1;4;124328;1;7;3;2;1;0;11;1;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/ST-4;FUTBOL SALA                                       ;SENIOR                                            ;ATLETICO PERON                                    ;MASCULINO;Chamartin
2017;1         ;1;4;124377;7;1;2;0;1;1;5;8;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/ST-4;FUTBOL SALA                                       ;SENIOR                                            ;PLUS ULTRA                                        ;MASCULINO;Chamartin
2017;1         ;1;4;124379;4;4;2;1;1;0;8;5;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/ST-4;FUTBOL SALA                                       ;SENIOR                                            ;LAMANTABLAS F.C                                   ;MASCULINO;Chamartin
2017;1         ;1;4;124408;3;4;2;1;1;0;10;5;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/ST-4;FUTBOL SALA                                       ;SENIOR                                            ;PAUL BT                                           ;MASCULINO;Chamartin
2017;1         ;1;5;122756;6;0;3;0;0;3;1;19;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/ST-5;FUTBOL SALA                                       ;SENIOR                                            ;LA WAFIA                                          ;MASCULINO;Chamartin
2017;1         ;1;5;122925;1;9;3;3;0;0;21;2;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/ST-5;FUTBOL SALA                                       ;SENIOR                                            ;BILIRRUBINA                                       ;MASCULINO;Chamartin
2017;1         ;1;5;123783;2;6;2;2;0;0;24;3;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/ST-5;FUTBOL SALA                                       ;SENIOR                                            ;PLUS PERICO                                       ;MASCULINO;Chamartin
2017;1         ;1;5;124033;3;6;2;2;0;0;17;1;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/ST-5;FUTBOL SALA                                       ;SENIOR                                            ;THE WARRORS                                       ;MASCULINO;Chamartin
2017;1         ;1;5;124192;7;0;3;0;0;3;5;31;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/ST-5;FUTBOL SALA                                       ;SENIOR                                            ;R.C.J.                                            ;MASCULINO;Chamartin
2017;1         ;1;5;124194;4;3;2;1;0;1;9;15;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/ST-5;FUTBOL SALA                                       ;SENIOR                                            ;VALEIXE MAKAVI                                    ;MASCULINO;Chamartin
2017;1         ;1;5;124195;5;3;3;1;0;2;6;12;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/ST-5;FUTBOL SALA                                       ;SENIOR                                            ;SLAYERS                                           ;MASCULINO;Chamartin
2017;1         ;1;6;122753;3;7;3;2;1;0;10;6;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/DM-6;FUTBOL SALA                                       ;SENIOR                                            ;NOTTINGHAM PRISA                                  ;MASCULINO;Chamartin
2017;1         ;1;6;123309;9;0;3;0;0;3;3;7;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/DM-6;FUTBOL SALA                                       ;SENIOR                                            ;NUMANCIA 2003                                     ;MASCULINO;Chamartin
2017;1         ;1;6;123785;10;0;3;0;0;3;4;14;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/DM-6;FUTBOL SALA                                       ;SENIOR                                            ;LOS CEBOLLITAS                                    ;MASCULINO;Chamartin
2017;1         ;1;6;124032;1;9;3;3;0;0;16;3;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/DM-6;FUTBOL SALA                                       ;SENIOR                                            ;GRILLIS                                           ;MASCULINO;Chamartin
2017;1         ;1;6;124110;4;6;3;2;0;1;19;8;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/DM-6;FUTBOL SALA                                       ;SENIOR                                            ;ROMPE FS                                          ;MASCULINO;Chamartin
2017;1         ;1;6;124189;6;4;3;1;1;1;7;17;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/DM-6;FUTBOL SALA                                       ;SENIOR                                            ;BEVERLY TRONAS                                    ;MASCULINO;Chamartin
2017;1         ;1;6;124190;7;3;3;1;0;2;8;10;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/DM-6;FUTBOL SALA                                       ;SENIOR                                            ;BABBARO FUTSAL                                    ;MASCULINO;Chamartin
2017;1         ;1;6;124282;5;4;3;1;1;1;3;7;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/DM-6;FUTBOL SALA                                       ;SENIOR                                            ;CHOCOBITOS                                        ;MASCULINO;Chamartin
2017;1         ;1;6;124385;2;7;3;2;1;0;21;8;2017/ 2018                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;FUTBOL SALA/DM-6;FUTBOL SALA                                       ;SENIOR                                            ;COLEVANS                                          ;MASCULINO;Chamartin
