"dc:date";"dc:identifier";"dc:modified";"geo:lat";"geo:long";"id";"lpgc:cierre";"lpgc:estado";"lpgc:tematica"
"2013-03-21T12:52:23.573Z";"129";"2015-01-30 10:15:19";"28.134741";"-15.433636";"http://datosabiertos.laspalmasgc.es/api/datos/lpa_avisa_cerrados_2013/129";"Corregido";"Cerrado";"Aceras y calzadas / Bache"
"2013-03-25T16:11:36.713Z";"128";"2015-01-30 10:15:19";"28.1391242165834";"-15.430985545548";"http://datosabiertos.laspalmasgc.es/api/datos/lpa_avisa_cerrados_2013/128";"Corregido";"Cerrado";"Arboles y jardines / Falta poda"
"2013-03-22T12:30:43.867Z";"127";"2015-01-30 10:15:19";"0.000509";"0.000231";"http://datosabiertos.laspalmasgc.es/api/datos/lpa_avisa_cerrados_2013/127";"Corregido";"Cerrado";"Aceras y calzadas / Falta de limpieza"
"2013-03-20T14:43:39.609Z";"126";"2015-01-30 10:15:19";"28.082083";"-15.41588";"http://datosabiertos.laspalmasgc.es/api/datos/lpa_avisa_cerrados_2013/126";"Corregido";"Cerrado";"Arboles y jardines / Falta poda"
"2013-03-20T14:42:46.030Z";"125";"2015-01-30 10:15:19";"28.082109";"-15.415761";"http://datosabiertos.laspalmasgc.es/api/datos/lpa_avisa_cerrados_2013/125";"Corregido";"Cerrado";"Arboles y jardines / Deteriorado"
"2013-03-20T09:53:13.910Z";"124";"2015-01-30 10:15:19";"28.098185";"-15.446812";"http://datosabiertos.laspalmasgc.es/api/datos/lpa_avisa_cerrados_2013/124";"Nada que corregir";"Cerrado";"Aceras y calzadas / Socavón"
"2013-03-19T07:23:46.688Z";"123";"2015-01-30 10:15:19";"28.111086";"-15.419174";"http://datosabiertos.laspalmasgc.es/api/datos/lpa_avisa_cerrados_2013/123";"Corregido";"Cerrado";"Farolas e iluminación / Estropeada"
"2013-04-08T10:18:42.612Z";"122";"2015-01-30 10:15:19";"28.128907";"-15.429988";"http://datosabiertos.laspalmasgc.es/api/datos/lpa_avisa_cerrados_2013/122";"Corregido";"Cerrado";"Barandillas / Pintada"
"2013-03-21T13:41:59.939Z";"121";"2015-01-30 10:15:19";"28.1301";"-15.44868";"http://datosabiertos.laspalmasgc.es/api/datos/lpa_avisa_cerrados_2013/121";"Nada que corregir";"Cerrado";"Barandillas / Estropeada"
"2013-03-18T08:33:36.093Z";"120";"2015-01-30 10:15:19";"0";"0";"http://datosabiertos.laspalmasgc.es/api/datos/lpa_avisa_cerrados_2013/120";"Notificado a tercero";"Cerrado";"Aceras y calzadas / Ocupación de vía"
"2013-03-19T14:59:09.362Z";"119";"2015-01-30 10:15:19";"0";"0";"http://datosabiertos.laspalmasgc.es/api/datos/lpa_avisa_cerrados_2013/119";"Corregido";"Cerrado";"Aceras y calzadas / Bache"
