"dc:identifier";"dc:modified";"id";"lpgc:NOMBRE_VIA";"lpgc:PARTICULA";"lpgc:TIPO_VIA";"lpgc:TRAMO_VIA"
"653";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/653";"VUELTA MEDIO PAÑUELO";" ";"CALLE";"653"
"668";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/668";"MENCEYES";" ";"CALLE";"668"
"656";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/656";"MENCEYES";" ";"CALLE";"656"
"652";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/652";"MENCEYES";" ";"CALLE";"652"
"658";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/658";"MENENDEZ Y PELAYO";" ";"CALLE";"658"
"657";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/657";"MENENDEZ Y PELAYO";" ";"CALLE";"657"
"651";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/651";"MENENDEZ Y PELAYO";" ";"CALLE";"651"
"669";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/669";"MERCURIO";" ";"CALLE";"669"
"659";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/659";"MESA DE LEON";" ";"CALLE";"659"
"642";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/642";"MESA DE LEON";" ";"CALLE";"642"
"663";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/663";"MIGUEL ANGEL";" ";"CALLE";"663"
"662";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/662";"MIGUEL ANGEL";" ";"CALLE";"662"
"661";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/661";"MIGUEL ANGEL";" ";"CALLE";"661"
"664";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/664";"MIGUEL SARMIENTO";" ";"CALLE";"664"
"670";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/670";"MIGUEL SERVET";" ";"CALLE";"670"
"666";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/666";"MILAGRO";" ";"CALLE";"666"
"5842";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5842";"MILTON";" ";"PLAZA";"5842"
"667";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/667";"MINERVA";" ";"CALLE";"667"
"665";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/665";"MINERVA";" ";"CALLE";"665"
"671";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/671";"FRANCISCO PEREZ PEREZ, DOCTOR";" ";"CALLE";"671"
"675";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/675";"MIRASOL";" ";"CALLE";"675"
"674";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/674";"MIRASOL";" ";"CALLE";"674"
"673";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/673";"MIRASOL";" ";"CALLE";"673"
"660";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/660";"MIRASOL";" ";"CALLE";"660"
"680";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/680";"MISERICORDIA";" ";"CALLE";"680"
"6931";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6931";"SAN FRANCISCO";" ";"PLAZA";"6931"
"1625";"2017-10-29 03:12:05";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1625";"SAN FRANCISCO JAVIER";" ";"CALLE";"1625"
"560";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/560";"CIRILO MORENO";" ";"CALLE";"560"
"559";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/559";"CIRILO MORENO";" ";"CALLE";"559"
"558";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/558";"CIRILO MORENO";" ";"CALLE";"558"
"564";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/564";"CLEMENTE JORDAN";" ";"CALLE";"564"
"493";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/493";"COLOMBIA";" ";"CALLE";"493"
"570";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/570";"COLOMBIA";" ";"CALLE";"570"
"569";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/569";"COLOMBIA";" ";"CALLE";"569"
"6932";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6932";"ALAMEDA DE COLON";" ";"PLAZA";"6932"
"6686";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6686";"ALAMEDA DE COLON";" ";"PLAZA";"6686"
"576";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/576";"COMINO";" ";"CALLE";"576"
"706";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/706";"LAIN, CONDESA DE";" ";"CALLE";"706"
"705";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/705";"LAIN, CONDESA DE";" ";"CALLE";"705"
"724";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/724";"ROCHA, CORONEL";" ";"CALLE";"724"
"719";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/719";"ROCHA, CORONEL";" ";"CALLE";"719"
"718";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/718";"ROCHA, CORONEL";" ";"CALLE";"718"
"716";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/716";"ROCHA, CORONEL";" ";"CALLE";"716"
"715";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/715";"ROCHA, CORONEL";" ";"CALLE";"715"
"714";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/714";"ROCHA, CORONEL";" ";"CALLE";"714"
"709";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/709";"ROCHA, CORONEL";" ";"CALLE";"709"
"734";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/734";"CRUCES DE SAN JUAN";" ";"CALLE";"734"
"730";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/730";"CRUCES DE SAN JUAN";" ";"CALLE";"730"
"6667";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6667";"CRUZ DEL OVEJERO";" ";"CALLE";"6667"
"736";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/736";"CRUZ DEL OVEJERO";" ";"CALLE";"736"
"735";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/735";"CRUZ DEL OVEJERO";" ";"CALLE";"735"
"5068";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5068";"CRUZ DEL OVEJERO";" ";"CALLE";"5068"
"5417";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5417";"CRUZ DEL OVEJERO";" ";"CALLE";"5417"
"4765";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4765";"CRUZ DEL OVEJERO";" ";"CALLE";"4765"
"6680";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6680";"CUEVAS DEL MONTE";" ";"CALLE";"6680"
"5628";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5628";"CUEVAS DEL MONTE";" ";"CALLE";"5628"
"5627";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5627";"CUEVAS DEL MONTE";" ";"CALLE";"5627"
"5626";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5626";"CUEVAS DEL MONTE";" ";"CALLE";"5626"
"5625";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5625";"CUEVAS DEL MONTE";" ";"CALLE";"5625"
"4484";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4484";"CHAPAS";" ";"PSAJE";"4484"
"748";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/748";"DALIA";" ";"CALLE";"748"
"747";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/747";"DALIA";" ";"CALLE";"747"
"756";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/756";"DELICIAS";" ";"CALLE";"756"
"755";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/755";"DELICIAS";" ";"CALLE";"755"
"765";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/765";"DIANA";" ";"CALLE";"765"
"764";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/764";"DIANA";" ";"CALLE";"764"
"766";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/766";"DIEGO ALONSO MONTAUDE";" ";"CALLE";"766"
"772";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/772";"DIEGO MIGUEL";" ";"CALLE";"772"
"774";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/774";"DIEGO ZURITA";" ";"CALLE";"774"
"773";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/773";"DIEGO ZURITA";" ";"CALLE";"773"
"778";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/778";"CENTENO, DOCTOR";" ";"CALLE";"778"
"777";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/777";"CENTENO, DOCTOR";" ";"CALLE";"777"
"776";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/776";"CENTENO, DOCTOR";" ";"CALLE";"776"
"775";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/775";"CENTENO, DOCTOR";" ";"CALLE";"775"
"791";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/791";"GOMEZ ULLA, DOCTOR";" ";"CALLE";"791"
"790";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/790";"GOMEZ ULLA, DOCTOR";" ";"CALLE";"790"
"788";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/788";"GOMEZ ULLA, DOCTOR";" ";"CALLE";"788"
"787";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/787";"GOMEZ ULLA, DOCTOR";" ";"CALLE";"787"
"779";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/779";"GOMEZ ULLA, DOCTOR";" ";"CALLE";"779"
"797";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/797";"JIMENEZ NEYRA, DOCTOR";" ";"CALLE";"797"
"796";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/796";"JIMENEZ NEYRA, DOCTOR";" ";"CALLE";"796"
"794";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/794";"JIMENEZ NEYRA, DOCTOR";" ";"CALLE";"794"
"805";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/805";"MIGUEL ROSAS, DOCTOR";" ";"CALLE";"805"
"804";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/804";"MIGUEL ROSAS, DOCTOR";" ";"CALLE";"804"
"802";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/802";"MIGUEL ROSAS, DOCTOR";" ";"CALLE";"802"
"812";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/812";"FRANCISCO HDEZ GLEZ, ALCALDE";" ";"CALLE";"812"
"811";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/811";"FRANCISCO HDEZ GLEZ, ALCALDE";" ";"CALLE";"811"
"809";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/809";"FRANCISCO HDEZ GLEZ, ALCALDE";" ";"CALLE";"809"
"800";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/800";"FRANCISCO HDEZ GLEZ, ALCALDE";" ";"CALLE";"800"
"814";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/814";"VENTURA RAMIREZ, DOCTOR";" ";"CALLE";"814"
"810";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/810";"VENTURA RAMIREZ, DOCTOR";" ";"CALLE";"810"
"824";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/824";"DOLORES DE LA ROCHA";" ";"CALLE";"824"
"823";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/823";"DOLORES DE LA ROCHA";" ";"CALLE";"823"
"822";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/822";"DOLORES DE LA ROCHA";" ";"CALLE";"822"
"821";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/821";"DOLORES DE LA ROCHA";" ";"CALLE";"821"
"818";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/818";"DOLORES DE LA ROCHA";" ";"CALLE";"818"
"799";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/799";"DOLORES DE LA ROCHA";" ";"CALLE";"799"
"828";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/828";"DOMINGO DORESTE";" ";"CALLE";"828"
"827";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/827";"DOMINGO DORESTE";" ";"CALLE";"827"
"819";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/819";"DOMINGO DORESTE";" ";"CALLE";"819"
"846";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/846";"DOMINGO J NAVARRO";" ";"CALLE";"846"
"845";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/845";"DOMINGO J NAVARRO";" ";"CALLE";"845"
"844";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/844";"DOMINGO J NAVARRO";" ";"CALLE";"844"
"843";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/843";"DOMINGO J NAVARRO";" ";"CALLE";"843"
"859";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/859";"DON PEDRO INFINITO";" ";"CALLE";"859"
"855";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/855";"DON PEDRO INFINITO";" ";"CALLE";"855"
"854";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/854";"DON PEDRO INFINITO";" ";"CALLE";"854"
"853";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/853";"DON PEDRO INFINITO";" ";"CALLE";"853"
"852";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/852";"DON PEDRO INFINITO";" ";"CALLE";"852"
"851";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/851";"DON PEDRO INFINITO";" ";"CALLE";"851"
"850";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/850";"DON PEDRO INFINITO";" ";"CALLE";"850"
"849";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/849";"DON PEDRO INFINITO";" ";"CALLE";"849"
"848";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/848";"DON PEDRO INFINITO";" ";"CALLE";"848"
"847";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/847";"DON PEDRO INFINITO";" ";"CALLE";"847"
"841";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/841";"DON PEDRO INFINITO";" ";"CALLE";"841"
"858";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/858";"DON PEDRO INFINITO";" ";"CALLE";"858"
"857";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/857";"DON PEDRO INFINITO";" ";"CALLE";"857"
"882";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/882";"DORAMAS";" ";"CALLE";"882"
"884";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/884";"DRAGO";" ";"CALLE";"884"
"1065";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1065";"FUENTE MORALES";" ";"CALLE";"1065"
"1071";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1071";"GABARRA";" ";"CALLE";"1071"
"1070";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1070";"GABARRA";" ";"CALLE";"1070"
"1063";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1063";"JOSE BOSCH Y SINTES, ING";" ";"CALLE";"1063"
"1073";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1073";"JOSE BOSCH Y SINTES, ING";" ";"CALLE";"1073"
"1072";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1072";"JOSE BOSCH Y SINTES, ING";" ";"CALLE";"1072"
"1079";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1079";"GALERA";" ";"CALLE";"1079"
"922";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/922";"PEDRO QUINTANA";" ";"CALLE";"922"
"1089";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1089";"PEDRO QUINTANA";" ";"CALLE";"1089"
"1088";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1088";"PEDRO QUINTANA";" ";"CALLE";"1088"
"1081";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1081";"PEDRO QUINTANA";" ";"CALLE";"1081"
"1080";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1080";"PEDRO QUINTANA";" ";"CALLE";"1080"
"1098";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1098";"GALON";" ";"CALLE";"1098"
"1100";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1100";"GARCIA DEL CASTILLO";" ";"CALLE";"1100"
"1096";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1096";"GARCIA DEL CASTILLO";" ";"CALLE";"1096"
"1112";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1112";"GARITA";" ";"CALLE";"1112"
"8";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/8";"PRIMERO DE MAYO";" ";"AVDA";"8"
"7";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/7";"PRIMERO DE MAYO";" ";"AVDA";"7"
"6";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6";"PRIMERO DE MAYO";" ";"AVDA";"6"
"5";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/5";"PRIMERO DE MAYO";" ";"AVDA";"5"
"4";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/4";"PRIMERO DE MAYO";" ";"AVDA";"4"
"3";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/3";"PRIMERO DE MAYO";" ";"AVDA";"3"
"2";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/2";"PRIMERO DE MAYO";" ";"AVDA";"2"
"1114";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1114";"CARMEN LLOPIS, PINTORA";" ";"CALLE";"1114"
"1130";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1130";"JOSE FRANCHY ROCA";" ";"CALLE";"1130"
"1127";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1127";"JOSE FRANCHY ROCA";" ";"CALLE";"1127"
"1126";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1126";"JOSE FRANCHY ROCA";" ";"CALLE";"1126"
"1125";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1125";"JOSE FRANCHY ROCA";" ";"CALLE";"1125"
"1124";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1124";"JOSE FRANCHY ROCA";" ";"CALLE";"1124"
"1123";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1123";"JOSE FRANCHY ROCA";" ";"CALLE";"1123"
"1122";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1122";"JOSE FRANCHY ROCA";" ";"CALLE";"1122"
"1120";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1120";"JOSE FRANCHY ROCA";" ";"CALLE";"1120"
"1119";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1119";"JOSE FRANCHY ROCA";" ";"CALLE";"1119"
"1118";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1118";"JOSE FRANCHY ROCA";" ";"CALLE";"1118"
"1146";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1146";"GERONA";" ";"CALLE";"1146"
"1145";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1145";"GERONA";" ";"CALLE";"1145"
"1144";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1144";"GERONA";" ";"CALLE";"1144"
"1136";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1136";"GIRALDA";" ";"CALLE";"1136"
"1156";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1156";"GLORIA";" ";"CALLE";"1156"
"1155";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1155";"GLORIA";" ";"CALLE";"1155"
"1152";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1152";"GLORIA";" ";"CALLE";"1152"
"1082";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1082";"GLORIA";" ";"CALLE";"1082"
"6756";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6756";"LORENZO ALEMAN GARCIA";" ";"CALLE";"6756"
"6755";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6755";"LORENZO ALEMAN GARCIA";" ";"CALLE";"6755"
"6754";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/6754";"LORENZO ALEMAN GARCIA";" ";"CALLE";"6754"
"1174";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1174";"LORENZO ALEMAN GARCIA";" ";"CALLE";"1174"
"1169";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1169";"GORDILLO";" ";"CALLE";"1169"
"1168";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1168";"GORDILLO";" ";"CALLE";"1168"
"1167";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1167";"GORDILLO";" ";"CALLE";"1167"
"1166";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1166";"GORDILLO";" ";"CALLE";"1166"
"1158";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1158";"GORDILLO";" ";"CALLE";"1158"
"1178";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1178";"GORDILLO";" ";"CALLE";"1178"
"1177";"2017-10-29 03:13:04";"http://datosabiertos.laspalmasgc.es/api/datos/gis_nombre_via/1177";"GORDILLO";" ";"CALLE";"1177"
