DILIG, EDAD, LESIVIDAD, SEXO
"2108","18","Leve","Mujer"
"2116","27","Leve","Hombre"
"2121","52","Leve","Hombre"
"2123","50","Leve","Hombre"
"2124","0","Leve","Mujer"
"2125","17","Leve","Hombre"
"2126","40","Leve","Mujer"
"2126","6","Leve","Mujer"
"2126","38","Leve","Hombre"
"2126","35","Leve","Mujer"
"2128","34","Leve","Hombre"
"2133","36","Leve","Hombre"
"2133","43","Leve","Mujer"
"2135","61","Leve","Hombre"
"2138","40","Leve","Mujer"
"2139","0","Leve","Hombre"
"2139","0","Leve","Hombre"
"2140","21","Leve","Hombre"
"2141","19","Leve","Mujer"
"2141","27","Leve","Hombre"
"2142","19","Leve","Hombre"
"2143","52","Leve","Hombre"
"2157","54","Leve","Hombre"
"2157","0","Leve","Hombre"
"2159","17","Leve","Mujer"
"2161","54","Leve","Mujer"
"2161","26","Leve","Mujer"
"2163","50","Leve","Hombre"
"2164","49","Leve","Hombre"
"2165","30","Leve","Hombre"
"2168","25","Leve","Mujer"
"2171","0","Leve","Mujer"
"2171","0","Leve","Hombre"
"2174","0","Leve","Mujer"
"2174","33","Leve","Mujer"
"2174","17","Leve","Mujer"
"2174","27","Leve","Mujer"
"2174","0","Leve","Mujer"
"2174","0","Leve","Mujer"
"2174","0","Leve","Mujer"
"2174","52","Leve","Hombre"
"2175","20","Leve","Hombre"
"2175","0","Leve","Hombre"
"2175","56","Leve","Mujer"
"2181","25","Leve","Hombre"
"2182","43","Leve","Hombre"
"2188","24","Leve","Hombre"
"2188","33","Leve","Mujer"
"2196","57","Muerto","Hombre"
"2197","45","Leve","Hombre"
"2198","37","Leve","Hombre"
"2199","33","Leve","Mujer"
"2207","42","Leve","Hombre"
"2208","74","Leve","Hombre"
"2209","24","Leve","Hombre"
"2211","28","Leve","Hombre"
"2212","47","Leve","Mujer"
"2212","38","Leve","Mujer"
"2212","48","Leve","Mujer"
"2213","0","Leve","Hombre"
"2217","39","Leve","Hombre"
"2217","39","Leve","Hombre"
"2221","30","Leve","Mujer"
"2221","54","Leve","Mujer"
"2224","36","Leve","Hombre"
"2225","43","Leve","Mujer"
"2227","30","Leve","Mujer"
"2230","22","Leve","Hombre"
"2234","69","Leve","Mujer"
"2236","36","Leve","Mujer"
"2236","31","Leve","Hombre"
"2245","68","Leve","Hombre"
"2247","35","Leve","Hombre"
"2257","17","Leve","Hombre"
"2257","17","Leve","Mujer"
"2259","10","Leve","Hombre"
"2259","30","Leve","Hombre"
"2259","33","Leve","Hombre"
"2259","45","Leve","Hombre"
"2271","72","Leve","Hombre"
"2273","39","Leve","Hombre"
"2285","19","Leve","Hombre"
"2288","42","Leve","Mujer"
"2288","40","Leve","Mujer"
"2288","32","Leve","Mujer"
"2289","26","Leve","Hombre"
"2292","54","Leve","Hombre"
"2294","29","Leve","Hombre"
"2294","0","Leve","Hombre"
"2296","46","Leve","Mujer"
"2296","20","Leve","Hombre"
"2302","61","Leve","Mujer"
"2303","31","Leve","Hombre"
"2303","44","Leve","Hombre"
"2303","45","Leve","Mujer"
"2308","39","Leve","Hombre"
"2309","51","Leve","Hombre"
"2312","69","Leve","Hombre"
"2312","50","Leve","Hombre"
"2313","29","Leve","Hombre"
"2315","30","Leve","Hombre"
"2315","59","Leve","Hombre"
"2325","32","Leve","Mujer"
"2326","61","Leve","Hombre"
"2329","64","Leve","Hombre"
"2330","55","Leve","Hombre"
"2330","35","Leve","Hombre"
"2330","27","Leve","Mujer"
"2331","49","Leve","Hombre"
"2333","23","Leve","Hombre"
"2341","29","Leve","Hombre"
"2341","56","Leve","Mujer"
"2343","46","Leve","Hombre"
"2347","23","Leve","Hombre"
"2349","42","Leve","Hombre"
"2350","49","Leve","Hombre"
"2353","0","Leve","Hombre"
"2354","49","Leve","Hombre"
"2355","28","Leve","Hombre"
"2355","8","Leve","Hombre"
"2355","5","Leve","Mujer"
"2355","19","Leve","Hombre"
"2356","39","Leve","Hombre"
"2360","0","Leve","Hombre"
"2369","0","Leve","Hombre"
"2374","34","Leve","Hombre"
"2374","51","Leve","Hombre"
"2376","60","Leve","Mujer"
"2376","21","Leve","Mujer"
"2376","21","Leve","Mujer"
"2377","48","Leve","Mujer"
"2380","0","Menos Grave","Hombre"
"2383","57","Leve","Hombre"
"2385","55","Leve","Mujer"
"2385","31","Leve","Hombre"
"2387","29","Leve","Mujer"
"2389","61","Leve","Hombre"
"2391","29","Leve","Hombre"
"2391","0","Leve","Mujer"
"2395","47","Leve","Hombre"
"2405","26","Muy Grave","Mujer"
"2410","50","Leve","Hombre"
"2411","70","Leve","Hombre"
"2414","51","Leve","Hombre"
"2418","31","Leve","Hombre"
"2420","19","Leve","Hombre"
"2422","53","Leve","Mujer"
"2422","35","Leve","Hombre"
"2428","49","Leve","Hombre"
"2430","51","Leve","Mujer"
"2432","51","Leve","Hombre"
"2432","49","Leve","Mujer"
"2434","87","Leve","Hombre"
"2434","84","Leve","Mujer"
"2436","28","Leve","Mujer"
"2436","22","Leve","Mujer"
"2436","16","Leve","Mujer"
"2436","0","Leve","Mujer"
"2436","0","Leve","Mujer"
"2443","61","Leve","Hombre"
"2443","24","Leve","Hombre"
"2443","25","Leve","Hombre"
"2445","63","Leve","Hombre"
"2446","27","Leve","Hombre"
"2446","0","Leve","Hombre"
"2451","36","Leve","Hombre"
"2461","32","Leve","Hombre"
"2462","0","Leve","Hombre"
"2462","0","Leve","Hombre"
"2466","27","Leve","Mujer"
"2466","10","Leve","Mujer"
"2466","30","Leve","Mujer"
"2473","40","Leve","Mujer"
"2473","48","Leve","Hombre"
"2474","74","Leve","Hombre"
"2476","44","Leve","Hombre"
"2476","19","Leve","Hombre"
"2477","64","Leve","Hombre"
"2477","67","Leve","Hombre"
"2478","25","Leve","Hombre"
"2478","18","Leve","Hombre"
"2482","36","Leve","Hombre"
"2485","44","Leve","Hombre"
"2486","0","Leve","Hombre"
"2487","32","Leve","Hombre"
"2505","50","Leve","Mujer"
"2505","63","Leve","Hombre"
"2505","25","Leve","Hombre"
"2505","0","Leve","Hombre"
"2505","19","Leve","Mujer"
"2505","45","Leve","Hombre"
"2505","51","Leve","Mujer"
"2508","38","Leve","Mujer"
"2508","45","Leve","Mujer"
"2511","38","Leve","Hombre"
"2512","54","Leve","Hombre"
"2513","34","Leve","Hombre"
"2526","65","Leve","Hombre"
"2526","56","Leve","Hombre"
"2526","31","Leve","Mujer"
"2526","0","Leve","Hombre"
"2535","0","Leve","Mujer"
"2537","20","Leve","Mujer"
"2538","22","Leve","Hombre"
"2543","23","Leve","Hombre"
"2547","56","Leve","Hombre"
"2548","14","Leve","Hombre"
"2549","46","Leve","Hombre"
"2549","37","Leve","Hombre"
"2550","0","Leve","Hombre"
"2551","17","Leve","Mujer"
"2551","11","Leve","Hombre"
"2554","40","Leve","Hombre"
"2555","18","Leve","Mujer"
"2556","46","Leve","Hombre"
"2558","90","Leve","Hombre"
"2558","44","Leve","Hombre"
"2560","82","Leve","Hombre"
"2560","62","Leve","Mujer"
"2560","63","Leve","Hombre"
"2560","42","Leve","Hombre"
"2560","29","Leve","Mujer"
"2560","71","Leve","Mujer"
"2560","34","Leve","Mujer"
"2560","12","Leve","Mujer"
"2560","43","Leve","Mujer"
"2560","34","Leve","Mujer"
"2560","25","Leve","Hombre"
"2560","17","Leve","Hombre"
"2560","0","Leve","Hombre"
"2560","18","Leve","Hombre"
"2560","17","Leve","Mujer"
"2566","0","Leve","Hombre"
"2568","44","Leve","Mujer"
"2572","16","Leve","Mujer"
"2576","0","Leve","Hombre"
"2577","23","Leve","Mujer"
"2577","30","Leve","Mujer"
"2578","13","Grave","Hombre"
"2578","0","Leve","Hombre"
"2581","18","Leve","Mujer"
"2585","0","Leve","Hombre"
"2585","0","Leve","Hombre"
"2586","57","Leve","Hombre"
"2588","25","Leve","Hombre"
"2591","35","Leve","Hombre"
"2591","29","Leve","Mujer"
"2601","0","Leve","Hombre"
"2602","42","Leve","Hombre"
"2602","33","Leve","Hombre"
"2606","18","Leve","Hombre"
"2606","28","Leve","Hombre"
"2606","23","Leve","Hombre"
"2609","53","Leve","Hombre"
"2609","45","Leve","Mujer"
"2611","60","Leve","Mujer"
"2611","70","Leve","Hombre"
"2612","37","Leve","Hombre"
"2613","21","Leve","Hombre"
"2615","0","Leve","Hombre"
"2620","23","Leve","Hombre"
"2620","34","Leve","Hombre"
"2620","19","Leve","Mujer"
"2621","38","Leve","Hombre"
"2623","27","Leve","Hombre"
"2634","31","Leve","Hombre"
"2635","9","Leve","Hombre"
"2638","44","Leve","Mujer"
"2641","0","Leve","Hombre"
"2641","0","Leve","Hombre"
"2642","21","Leve","Mujer"
"2642","20","Leve","Mujer"
"2642","0","Leve","Hombre"
"2642","0","Leve","Hombre"
"2642","0","Leve","Hombre"
"2643","70","Leve","Hombre"
"2644","82","Leve","Hombre"
"2644","28","Leve","Hombre"
"2645","19","Leve","Hombre"
"2647","13","Leve","Hombre"
"2647","0","Leve","Hombre"
"2648","21","Leve","Mujer"
"2648","27","Leve","Mujer"
"2648","21","Leve","Mujer"
"2648","80","Leve","Hombre"
"2648","33","Leve","Hombre"
"2661","33","Leve","Hombre"
"2662","39","Leve","Hombre"
"2664","53","Leve","Hombre"
"2665","27","Leve","Hombre"
"2667","49","Leve","Hombre"
"2667","15","Leve","Hombre"
"2669","14","Leve","Mujer"
"2669","48","Leve","Hombre"
"2670","25","Leve","Mujer"
"2671","46","Leve","Mujer"
"2674","32","Leve","Hombre"
"2675","31","Leve","Hombre"
"2676","70","Leve","Mujer"
"2676","29","Leve","Mujer"
"2676","72","Leve","Hombre"
"2676","54","Leve","Mujer"
"2687","45","Leve","Hombre"
"2688","50","Leve","Mujer"
"2689","32","Leve","Hombre"
"2689","0","Leve","Hombre"
"2690","72","Leve","Mujer"
"2690","73","Leve","Hombre"
"2692","33","Leve","Hombre"
"2698","48","Leve","Mujer"
"2702","49","Leve","Mujer"
"2703","25","Leve","Mujer"
"2704","35","Leve","Mujer"
"2706","38","Leve","Mujer"
"2707","51","Leve","Hombre"
"2708","31","Leve","Hombre"
"2709","45","Leve","Mujer"
"2709","0","Leve","Hombre"
"2709","55","Leve","Mujer"
"2709","0","Leve","Mujer"
"2712","82","Muy Grave","Hombre"
"2716","0","Leve","Hombre"
"2717","29","Leve","Mujer"
"2717","37","Leve","Hombre"
"2717","18","Leve","Hombre"
"2717","27","Leve","Hombre"
"2718","26","Leve","Hombre"
"2720","24","Leve","Hombre"
"2727","25","Leve","Hombre"
"2727","26","Leve","Hombre"
"2727","26","Leve","Hombre"
"2727","26","Leve","Hombre"
"2727","61","Leve","Hombre"
"2727","26","Leve","Mujer"
"2731","49","Leve","Hombre"
"2732","21","Leve","Mujer"
"2733","50","Leve","Hombre"
"2739","19","Leve","Hombre"
"2739","0","Leve","Mujer"
"2739","7","Leve","Hombre"
"2740","0","Leve","Hombre"
"2741","35","Leve","Hombre"
"2743","24","Leve","Hombre"
"2743","0","Leve","Hombre"
"2744","46","Leve","Mujer"
"2746","31","Leve","Mujer"
"2746","31","Leve","Hombre"
"2747","42","Leve","Hombre"
"2748","35","Leve","Hombre"
"2750","61","Leve","Hombre"
"2753","31","Leve","Mujer"
"2754","36","Leve","Mujer"
"2755","3","Leve","Hombre"
"2756","0","Leve","Hombre"
"2758","30","Leve","Hombre"
"2758","27","Leve","Hombre"
"2759","24","Leve","Hombre"
"2760","41","Leve","Hombre"
"2761","66","Leve","Hombre"
"2763","15","Leve","Hombre"
"2764","54","Leve","Hombre"
"2767","24","Leve","Hombre"
"2771","58","Leve","Hombre"
"2773","51","Leve","Hombre"
"2773","51","Leve","Mujer"
"2776","31","Leve","Hombre"
"2776","48","Menos Grave","Hombre"
"2776","21","Leve","Mujer"
"2778","0","Leve","Hombre"
"2779","59","Leve","Hombre"
"2780","36","Leve","Hombre"
"2780","30","Leve","Hombre"
"2781","27","Leve","Hombre"
"2782","28","Leve","Mujer"
"2783","0","Leve","Mujer"
"2785","0","Leve","Hombre"
"2785","0","Leve","Mujer"
"2785","0","Leve","Hombre"
"2785","0","Leve","Hombre"
"2785","0","Leve","Hombre"
"2785","0","Leve","Hombre"
"2794","18","Leve","Hombre"
"2796","0","Leve","Hombre"
"2797","56","Leve","Mujer"
"2797","2","Leve","Hombre"
"2798","42","Leve","Mujer"
"2799","27","Leve","Mujer"
"2800","33","Leve","Mujer"
"2803","49","Leve","Hombre"
"2804","0","Leve","Hombre"
"2805","53","Leve","Hombre"
"2811","55","Leve","Hombre"
"2812","68","Leve","Hombre"
"2813","35","Leve","Hombre"
"2813","0","Leve","Hombre"
"2817","11","Leve","Hombre"
"2821","32","Leve","Hombre"
"2822","21","Leve","Hombre"
"2823","30","Leve","Hombre"
"2829","25","Leve","Hombre"
"2829","24","Leve","Hombre"
"2830","33","Leve","Mujer"
"2833","23","Leve","Mujer"
"2837","73","Leve","Hombre"
"2838","44","Leve","Hombre"
"2843","16","Leve","Hombre"
"2849","43","Leve","Mujer"
"2849","46","Leve","Mujer"
"2857","36","Leve","Mujer"
"2857","29","Leve","Hombre"
"2857","33","Leve","Hombre"
"2857","0","Leve","Hombre"
"2858","21","Leve","Hombre"
"2859","9","Leve","Hombre"
"2864","33","Leve","Mujer"
"2865","0","Leve","Hombre"
"2868","66","Leve","Hombre"
"2872","20","Leve","Hombre"
"2878","82","Muy Grave","Hombre"
"2879","26","Leve","Hombre"
"2882","16","Leve","Hombre"
"2885","48","Leve","Hombre"
"2886","31","Leve","Mujer"
"2886","0","Leve","Hombre"
"2889","12","Leve","Hombre"
"2889","0","Leve","Hombre"
"2890","43","Leve","Hombre"
"2893","38","Leve","Mujer"
"2894","55","Leve","Mujer"
"2895","21","Leve","Mujer"
"2895","27","Leve","Hombre"
"2896","0","Leve","Mujer"
"2896","52","Leve","Hombre"
"2900","44","Leve","Hombre"
"2901","24","Leve","Hombre"
"2901","21","Leve","Mujer"
"2901","62","Leve","Mujer"
"2905","28","Leve","Hombre"
"2908","36","Leve","Hombre"
"2913","0","Leve","Hombre"
"2916","48","Leve","Hombre"
"2917","46","Leve","Hombre"
"2918","34","Leve","Hombre"
"2919","68","Leve","Mujer"
"2922","68","Leve","Hombre"
"2923","17","Leve","Hombre"
"2924","0","Leve","Hombre"
"2927","43","Leve","Hombre"
"2927","24","Leve","Hombre"
"2929","34","Grave","Hombre"
"2931","54","Muy Grave","Hombre"
"2932","54","Leve","Hombre"
"2936","44","Leve","Mujer"
"2938","35","Leve","Hombre"
"2938","31","Leve","Hombre"
"2938","31","Leve","Hombre"
"2942","28","Leve","Hombre"
"2953","40","Grave","Hombre"
"2954","29","Leve","Mujer"
"2962","11","Leve","Mujer"
"2962","8","Leve","Mujer"
"2964","29","Leve","Mujer"
"2968","49","Leve","Mujer"
"2969","0","Leve","Mujer"
"2976","39","Leve","Hombre"
"2978","55","Leve","Mujer"
"2985","47","Menos Grave","Hombre"
"2986","43","Leve","Hombre"
"2988","46","Leve","Hombre"
"2989","52","Leve","Hombre"
"2989","52","Leve","Mujer"
"2990","51","Leve","Mujer"
"2991","24","Leve","Mujer"
"3001","19","Leve","Mujer"
"3002","37","Leve","Hombre"
"3006","31","Leve","Mujer"
"3007","10","Leve","Hombre"
"3007","0","Leve","Mujer"
"3007","18","Leve","Mujer"
"3007","16","Leve","Hombre"
"3008","17","Leve","Hombre"
"3015","43","Leve","Hombre"
"3017","43","Leve","Mujer"
"3018","31","Leve","Hombre"
"3020","0","Leve","Hombre"
"3026","0","Leve","Hombre"
"3029","27","Leve","Hombre"
"3034","84","Leve","Mujer"
"3034","35","Leve","Mujer"
"3035","0","Leve","Hombre"
"3040","34","Leve","Hombre"
"3041","0","Leve","Hombre"
"3041","0","Leve","Hombre"
"3045","22","Leve","Mujer"
"3045","22","Leve","Hombre"
"3045","25","Leve","Hombre"
"3048","43","Leve","Hombre"
"3048","46","Leve","Hombre"
"3053","77","Leve","Hombre"
"3053","70","Leve","Mujer"
"3053","0","Leve","Hombre"
"3061","87","Leve","Hombre"
"3061","0","Leve","Hombre"
"3061","0","Leve","Hombre"
"3062","67","Leve","Mujer"
"3063","53","Leve","Hombre"
"3064","34","Leve","Mujer"
"3066","0","Leve","Hombre"
"3066","0","Leve","Mujer"
"3068","40","Leve","Hombre"
"3069","47","Leve","Mujer"
"3069","28","Leve","Hombre"
"3072","66","Leve","Hombre"
"3074","31","Leve","Hombre"
"3074","51","Leve","Hombre"
"3076","56","Leve","Hombre"
"3087","52","Leve","Hombre"
"3092","32","Leve","Hombre"
"3092","0","Leve","Hombre"
"3093","0","Leve","Mujer"
"3093","0","Leve","Mujer"
"3096","47","Leve","Hombre"
"3098","41","Leve","Hombre"
"3109","37","Leve","Hombre"
"3110","52","Leve","Hombre"
"3114","0","Leve","Hombre"
"3123","17","Leve","Hombre"
"3124","48","Leve","Hombre"
"3126","17","Leve","Hombre"
"3128","46","Leve","Mujer"
"3131","56","Leve","Mujer"
"3131","86","Leve","Mujer"
"3134","30","Leve","Hombre"
"3136","47","Leve","Mujer"
"3137","34","Leve","Hombre"
"3137","32","Leve","Mujer"
"3145","34","Leve","Mujer"
"3145","65","Leve","Hombre"
"3146","17","Leve","Hombre"
"3146","15","Leve","Mujer"
"3146","50","Leve","Mujer"
"3148","58","Leve","Mujer"
"3149","38","Leve","Hombre"
"3151","54","Leve","Hombre"
"3152","49","Leve","Hombre"
"3152","72","Leve","Mujer"
"3152","55","Leve","Mujer"
"3154","53","Leve","Mujer"
"3154","32","Leve","Mujer"
"3159","30","Leve","Hombre"
"3160","23","Leve","Hombre"
"3162","19","Leve","Hombre"
"3164","19","Leve","Hombre"
"3166","62","Leve","Hombre"
"3167","0","Leve","Hombre"
"3168","56","Leve","Hombre"
"3169","61","Leve","Mujer"
"3170","22","Leve","Hombre"
"3171","16","Leve","Hombre"
"3172","0","Leve","Hombre"
"3176","44","Leve","Mujer"
"3177","6","Leve","Hombre"
"3181","23","Leve","Hombre"
"3181","0","Leve","Hombre"
"3182","24","Leve","Hombre"
"3182","24","Leve","Mujer"
"3182","55","Leve","Mujer"
"3182","10","Leve","Hombre"
"3182","4","Leve","Mujer"
"3184","0","Leve","Hombre"
"3185","0","Leve","Hombre"
"3195","24","Leve","Hombre"
"3196","42","Leve","Hombre"
"3207","37","Leve","Hombre"
"3210","27","Leve","Hombre"
"3210","21","Leve","Mujer"
"3210","25","Leve","Mujer"
"3211","32","Leve","Mujer"
"3212","80","Leve","Hombre"
"3216","26","Leve","Hombre"
"3217","87","Leve","Hombre"
"3220","0","Leve","Hombre"
"3223","1","Leve","Hombre"
"3228","53","Leve","Hombre"
"3228","46","Leve","Mujer"
"3228","0","Leve","Hombre"
"3228","48","Leve","Hombre"
"3244","9","Leve","Hombre"
"3245","33","Leve","Hombre"
"3245","49","Leve","Hombre"
"3245","0","Leve","Mujer"
"3245","33","Leve","Mujer"
"3245","43","Leve","Hombre"
"3245","35","Leve","Mujer"
"3245","0","Leve","Hombre"
"3245","0","Leve","Hombre"
"3245","0","Leve","Hombre"
"3249","22","Leve","Hombre"
"3252","40","Leve","Hombre"
"3253","11","Leve","Hombre"
"3255","48","Leve","Hombre"
"3263","17","Leve","Hombre"
"3265","35","Leve","Mujer"
"3269","0","Leve","Hombre"
"3275","52","Leve","Hombre"
"3275","56","Leve","Hombre"
"3277","23","Leve","Mujer"
"3277","28","Leve","Mujer"
"3280","56","Leve","Hombre"
"3280","36","Leve","Hombre"
"3281","0","Leve","Hombre"
"3285","53","Leve","Hombre"
"3287","47","Leve","Hombre"
"3288","19","Leve","Hombre"
"3289","22","Leve","Hombre"
"3290","25","Leve","Mujer"
"3290","62","Leve","Mujer"
"3292","38","Leve","Hombre"
"3296","40","Grave","Hombre"
"3298","22","Leve","Mujer"
"3298","35","Leve","Hombre"
"3299","32","Leve","Hombre"
"3301","27","Leve","Hombre"
"3304","0","Leve","Hombre"
"3306","52","Menos Grave","Mujer"
"3319","0","Leve","Hombre"
"3324","72","Leve","Mujer"
"3324","75","Leve","Mujer"
"3325","46","Leve","Hombre"
"3326","43","Leve","Mujer"
"3326","18","Leve","Hombre"
"3328","37","Leve","Hombre"
"3328","56","Leve","Mujer"
"3335","57","Leve","Mujer"
"3336","49","Leve","Hombre"
"3336","26","Leve","Mujer"
"3336","0","Leve","Hombre"
"3338","47","Leve","Hombre"
"3342","20","Leve","Mujer"
"3345","25","Leve","Mujer"
"3345","26","Leve","Hombre"
"3348","30","Leve","Mujer"
"3348","0","Leve","Hombre"
"3349","35","Leve","Mujer"
"3351","42","Leve","Mujer"
"3352","44","Leve","Mujer"
"3352","11","Leve","Hombre"
"3353","42","Leve","Mujer"
"3359","0","Leve","Hombre"
"3360","52","Leve","Hombre"
"3360","29","Leve","Hombre"
"3361","24","Leve","Hombre"
"3363","14","Leve","Hombre"
"3364","39","Leve","Hombre"
"3364","8","Leve","Hombre"
"3365","18","Leve","Mujer"
"3367","69","Leve","Hombre"
"3371","69","Leve","Hombre"
"3372","33","Leve","Mujer"
"3372","36","Leve","Hombre"
"3372","35","Leve","Hombre"
"3376","0","Leve","Hombre"
"3379","80","Leve","Hombre"
"3382","33","Leve","Hombre"
"3383","19","Leve","Hombre"
"3387","27","Leve","Hombre"
"3387","29","Leve","Hombre"
"3387","31","Leve","Mujer"
"3387","33","Leve","Hombre"
"3388","29","Leve","Hombre"
"3388","59","Leve","Hombre"
"3388","79","Leve","Mujer"
"3388","48","Leve","Hombre"
"3393","33","Leve","Hombre"
"3394","29","Leve","Hombre"
"3395","29","Leve","Hombre"
"3395","29","Leve","Mujer"
"3397","47","Leve","Hombre"
"3399","52","Leve","Hombre"
"3402","29","Leve","Mujer"
"3403","0","Leve","Hombre"
"3403","0","Leve","Hombre"
"3405","0","Leve","Hombre"
"3406","53","Leve","Mujer"
"3406","20","Leve","Mujer"
"3419","25","Leve","Mujer"
"3419","0","Leve","Hombre"
"3423","27","Leve","Hombre"
"3424","34","Leve","Hombre"
"3424","57","Leve","Mujer"
"3426","6","Leve","Mujer"
"3428","21","Leve","Hombre"
"3435","0","Leve","Hombre"
"3438","55","Leve","Mujer"
"3438","31","Leve","Mujer"
"3440","6","Leve","Hombre"
"3441","0","Leve","Hombre"
"3442","38","Leve","Mujer"
"3442","2","Leve","Hombre"
"3442","44","Leve","Hombre"
"3442","30","Leve","Hombre"
"3444","28","Leve","Hombre"
"3445","21","Leve","Mujer"
"3449","50","Leve","Mujer"
"3450","0","Leve","Hombre"
"3454","47","Leve","Hombre"
"3454","43","Leve","Hombre"
"3455","20","Muy Grave","Hombre"
"3458","26","Leve","Hombre"
"3458","0","Leve","Hombre"
"3458","0","Leve","Hombre"
"3458","0","Leve","Hombre"
"3458","0","Leve","Hombre"
"3460","36","Leve","Hombre"
"3461","21","Leve","Mujer"
"3462","44","Leve","Hombre"
"3462","0","Leve","Hombre"
"3463","0","Leve","Hombre"
"3464","19","Leve","Mujer"
"3467","47","Leve","Mujer"
"3467","0","Leve","Mujer"
"3467","57","Leve","Mujer"
"3470","40","Leve","Mujer"
"3471","37","Leve","Mujer"
"3471","0","Leve","Mujer"
"3471","0","Leve","Mujer"
"3474","45","Leve","Hombre"
"3474","0","Leve","Hombre"
"3475","57","Leve","Hombre"
"3478","0","Leve","Hombre"
"3483","32","Leve","Hombre"
"3483","31","Leve","Hombre"
"3483","0","Leve","Hombre"
"3486","55","Leve","Mujer"
"3486","0","Leve","Hombre"
"3488","58","Leve","Hombre"
"3490","28","Leve","Hombre"
"3494","0","Leve","Hombre"
"3496","0","Leve","Mujer"
"3497","76","Leve","Hombre"
"3497","73","Leve","Hombre"
"3499","23","Leve","Hombre"
"3502","0","Leve","Hombre"
"3503","27","Leve","Mujer"
"3505","48","Leve","Mujer"
"3506","34","Menos Grave","Hombre"
"3514","49","Leve","Hombre"
"3515","0","Leve","Hombre"
"3516","20","Leve","Hombre"
"3517","26","Leve","Hombre"
"3518","21","Leve","Mujer"
"3518","22","Leve","Mujer"
"3522","44","Leve","Hombre"
"3523","35","Leve","Hombre"
"3527","16","Leve","Hombre"
"3530","27","Leve","Mujer"
"3536","13","Leve","Mujer"
"3539","20","Leve","Hombre"
"3540","54","Leve","Hombre"
"3543","43","Leve","Hombre"
"3554","66","Leve","Mujer"
"3554","48","Leve","Hombre"
"3554","72","Leve","Hombre"
"3556","35","Leve","Hombre"
"3557","35","Leve","Hombre"
"3567","26","Leve","Mujer"
"3567","0","Leve","Hombre"
"3580","32","Leve","Hombre"
"3581","0","Leve","Hombre"
"3581","0","Leve","Hombre"
"3581","0","Leve","Hombre"
"3581","0","Leve","Hombre"
"3581","0","Leve","Hombre"
"3587","27","Leve","Hombre"
"3588","48","Leve","Mujer"
"3593","42","Leve","Hombre"
"3596","43","Leve","Mujer"
"3596","34","Leve","Hombre"
"3598","39","Leve","Hombre"
"3601","48","Leve","Hombre"
"3603","35","Leve","Mujer"
"3606","0","Leve","Hombre"
"3608","34","Leve","Hombre"
"3610","28","Leve","Hombre"
"3611","0","Leve","Hombre"
"3612","59","Leve","Mujer"
"3614","49","Leve","Mujer"
"3618","33","Leve","Hombre"
"3621","67","Leve","Hombre"
"3631","43","Leve","Mujer"
"3633","18","Leve","Mujer"
"3634","67","Leve","Hombre"
"3636","8","Leve","Mujer"
"3638","45","Leve","Mujer"
"3638","0","Leve","Mujer"
"3642","28","Leve","Hombre"
"3643","41","Leve","Mujer"
"3643","33","Leve","Hombre"
"3643","55","Leve","Mujer"
"3648","45","Menos Grave","Hombre"
"3662","0","Leve","Hombre"
"3674","50","Leve","Mujer"
"3674","54","Leve","Hombre"
"3677","27","Leve","Hombre"
"3681","45","Leve","Hombre"
"3687","40","Leve","Hombre"
"3688","42","Leve","Hombre"
"3691","34","Leve","Hombre"
"3691","43","Leve","Hombre"
"3701","41","Leve","Mujer"
"3701","7","Leve","Mujer"
"3702","34","Leve","Hombre"
"3702","40","Leve","Hombre"
"3703","38","Leve","Hombre"
"3703","0","Leve","Hombre"
"3704","45","Leve","Hombre"
"3704","0","Leve","Hombre"
"3705","0","Menos Grave","Hombre"
"3705","0","Leve","Mujer"
"3705","28","Leve","Mujer"
"3709","0","Leve","Hombre"
"3713","39","Leve","Mujer"
"3718","20","Leve","Hombre"
"3718","21","Leve","Hombre"
"3718","18","Leve","Hombre"
"3718","21","Leve","Mujer"
"3718","20","Leve","Hombre"
"3721","20","Leve","Mujer"
"3721","47","Leve","Mujer"
"3724","36","Leve","Hombre"
"3725","0","Leve","Hombre"
"3729","40","Leve","Hombre"
"3734","30","Leve","Hombre"
"3736","26","Leve","Hombre"
"3741","40","Leve","Mujer"
"3743","15","Leve","Hombre"
"3745","0","Leve","Hombre"
"3746","49","Leve","Hombre"
"3748","37","Leve","Hombre"
"3752","45","Leve","Mujer"
"3759","17","Leve","Hombre"
"3762","26","Leve","Hombre"
"3762","51","Leve","Mujer"
"3762","14","Leve","Mujer"
"3762","12","Leve","Mujer"
"3762","0","Leve","Hombre"
"3762","65","Leve","Hombre"
"3762","0","Leve","Mujer"
"3762","2","Leve","Mujer"
"3763","23","Leve","Hombre"
"3769","38","Leve","Hombre"
"3770","28","Leve","Hombre"
"3771","86","Leve","Hombre"
"3776","72","Leve","Mujer"
"3780","44","Leve","Hombre"
"3782","20","Leve","Mujer"
"3782","0","Leve","Hombre"
"3785","22","Leve","Hombre"
"3788","50","Leve","Hombre"
"3795","68","Leve","Mujer"
"3795","25","Leve","Mujer"
"3798","30","Leve","Mujer"
"3798","30","Leve","Hombre"
"3798","29","Leve","Mujer"
"3800","38","Leve","Hombre"
"3801","29","Leve","Mujer"
"3802","44","Leve","Hombre"
"3804","57","Leve","Mujer"
"3805","41","Leve","Hombre"
"3806","27","Menos Grave","Hombre"
"3814","84","Leve","Mujer"
