"Sede","Dirección","Teléfono","Geolocalización","Latitud","Longitud","Especialidad","Media anual de usuarios/as","Curso"
"Vegueta","Calle Granadera Canaria, 11, Las Palmas de Gran Canaria","937 331 662","https://www.google.es/maps/place/Calle+Granadera+Canaria,+11/@28.0965123,-15.4137461,17z/data=!3m1!4b1!4m2!3m1!1s0xc40958cbc1cb54d:0xf12eef7f079b423a","28.0965123","-15.4137461","Lenguaje musical",290,"2014/2015"
"Vegueta","Calle Granadera Canaria, 11, Las Palmas de Gran Canaria","939 331 662","https://www.google.es/maps/place/Calle+Granadera+Canaria,+11/@28.0965123,-15.4137461,17z/data=!3m1!4b1!4m2!3m1!1s0xc40958cbc1cb54d:0xf12eef7f079b423a","28.0965123","-15.4137461","Púa",1,"2014/2015"
"Vegueta","Calle Granadera Canaria, 11, Las Palmas de Gran Canaria","940 331 662","https://www.google.es/maps/place/Calle+Granadera+Canaria,+11/@28.0965123,-15.4137461,17z/data=!3m1!4b1!4m2!3m1!1s0xc40958cbc1cb54d:0xf12eef7f079b423a","28.0965123","-15.4137461","Guitarra moderna",30,"2014/2015"
"Vegueta","Calle Granadera Canaria, 11, Las Palmas de Gran Canaria","941 331 662","https://www.google.es/maps/place/Calle+Granadera+Canaria,+11/@28.0965123,-15.4137461,17z/data=!3m1!4b1!4m2!3m1!1s0xc40958cbc1cb54d:0xf12eef7f079b423a","28.0965123","-15.4137461","Bajo eléctrico",3,"2014/2015"
"La Isleta","Calle Osorio esq. Benecharo, Las Palmas de Gran Canaria","928 464 726","https://www.google.es/maps/place/Calle+Osorio,+58/@28.1525471,-15.4245222,17z/data=!3m1!4b1!4m2!3m1!1s0xc409548b50824b7:0xfeecc34344a178be","28.1525471","-15.4245222","Música y movimiento",53,"2014/2015"
"La Isleta","Calle Osorio esq. Benecharo, Las Palmas de Gran Canaria","929 464 726","https://www.google.es/maps/place/Calle+Osorio,+58/@28.1525471,-15.4245222,17z/data=!3m1!4b1!4m2!3m1!1s0xc409548b50824b7:0xfeecc34344a178be","28.1525471","-15.4245222","Piano",78,"2014/2015"
"La Isleta","Calle Osorio esq. Benecharo, Las Palmas de Gran Canaria","930 464 726","https://www.google.es/maps/place/Calle+Osorio,+58/@28.1525471,-15.4245222,17z/data=!3m1!4b1!4m2!3m1!1s0xc409548b50824b7:0xfeecc34344a178be","28.1525471","-15.4245222","Guitarra",53,"2014/2015"
"La Isleta","Calle Osorio esq. Benecharo, Las Palmas de Gran Canaria","931 464 726","https://www.google.es/maps/place/Calle+Osorio,+58/@28.1525471,-15.4245222,17z/data=!3m1!4b1!4m2!3m1!1s0xc409548b50824b7:0xfeecc34344a178be","28.1525471","-15.4245222","Lenguaje musical",152,"2014/2015"
"La Isleta","Calle Osorio esq. Benecharo, Las Palmas de Gran Canaria","932 464 726","https://www.google.es/maps/place/Calle+Osorio,+58/@28.1525471,-15.4245222,17z/data=!3m1!4b1!4m2!3m1!1s0xc409548b50824b7:0xfeecc34344a178be","28.1525471","-15.4245222","Educación de la voz",61,"2014/2015"
"La Isleta","Calle Osorio esq. Benecharo, Las Palmas de Gran Canaria","933 464 726","https://www.google.es/maps/place/Calle+Osorio,+58/@28.1525471,-15.4245222,17z/data=!3m1!4b1!4m2!3m1!1s0xc409548b50824b7:0xfeecc34344a178be","28.1525471","-15.4245222","Timple",4,"2014/2015"
"La Isleta","Calle Osorio esq. Benecharo, Las Palmas de Gran Canaria","934 464 726","https://www.google.es/maps/place/Calle+Osorio,+58/@28.1525471,-15.4245222,17z/data=!3m1!4b1!4m2!3m1!1s0xc409548b50824b7:0xfeecc34344a178be","28.1525471","-15.4245222","Púa",5,"2014/2015"
"La Isleta","Calle Osorio esq. Benecharo, Las Palmas de Gran Canaria","934 464 726","https://www.google.es/maps/place/Calle+Osorio,+58/@28.1525471,-15.4245222,17z/data=!3m1!4b1!4m2!3m1!1s0xc409548b50824b7:0xfeecc34344a178be","28.1525471","-15.4245222","Contrabajo",7,"2014/2015"
"Las Rehoyas","Calle Montejurra, 1, Las Palmas de Gran Canaria"," 928 360 538, 928 361 308","https://www.google.es/maps/place/Colegio+P%C3%BAblico+Jos%C3%A9+Calvo+Sotelo/@28.1079726,-15.4340981,17z/data=!4m2!3m1!1s0x0:0x39f9186c2e7fa4a6","28.1079726","-15.4340981","Las Rehoyas","Música y movimiento",172,"2015/2106"
"Las Rehoyas","Calle Montejurra, 1, Las Palmas de Gran Canaria"," 929 360 538, 928 361 308","https://www.google.es/maps/place/Colegio+P%C3%BAblico+Jos%C3%A9+Calvo+Sotelo/@28.1079726,-15.4340981,17z/data=!4m2!3m1!1s0x0:0x39f9186c2e7fa4a7","28.1079726","-15.4340981","Las Rehoyas","Viola",1,"2015/2106"
"Las Rehoyas","Calle Montejurra, 1, Las Palmas de Gran Canaria"," 930 360 538, 928 361 308","https://www.google.es/maps/place/Colegio+P%C3%BAblico+Jos%C3%A9+Calvo+Sotelo/@28.1079726,-15.4340981,17z/data=!4m2!3m1!1s0x0:0x39f9186c2e7fa4a8","28.1079726","-15.4340981","Las Rehoyas","Violín",50,"2015/2106"
"Las Rehoyas","Calle Montejurra, 1, Las Palmas de Gran Canaria"," 931 360 538, 928 361 308","https://www.google.es/maps/place/Colegio+P%C3%BAblico+Jos%C3%A9+Calvo+Sotelo/@28.1079726,-15.4340981,17z/data=!4m2!3m1!1s0x0:0x39f9186c2e7fa4a9","28.1079726","-15.4340981","Las Rehoyas","Violoncello",19,"2015/2106"
"Las Rehoyas","Calle Montejurra, 1, Las Palmas de Gran Canaria"," 932 360 538, 928 361 308","https://www.google.es/maps/place/Colegio+P%C3%BAblico+Jos%C3%A9+Calvo+Sotelo/@28.1079726,-15.4340981,17z/data=!4m2!3m1!1s0x0:0x39f9186c2e7fa4a10","28.1079726","-15.4340981","Las Rehoyas","Flauta",30,"2015/2106"
"Las Rehoyas","Calle Montejurra, 1, Las Palmas de Gran Canaria"," 933 360 538, 928 361 308","https://www.google.es/maps/place/Colegio+P%C3%BAblico+Jos%C3%A9+Calvo+Sotelo/@28.1079726,-15.4340981,17z/data=!4m2!3m1!1s0x0:0x39f9186c2e7fa4a11","28.1079726","-15.4340981","Las Rehoyas","Clarinete",19,"2015/2106"
"Las Rehoyas","Calle Montejurra, 1, Las Palmas de Gran Canaria"," 934 360 538, 928 361 308","https://www.google.es/maps/place/Colegio+P%C3%BAblico+Jos%C3%A9+Calvo+Sotelo/@28.1079726,-15.4340981,17z/data=!4m2!3m1!1s0x0:0x39f9186c2e7fa4a12","28.1079726","-15.4340981","Las Rehoyas","Saxofón",23,"2015/2106"
"Las Rehoyas","Calle Montejurra, 1, Las Palmas de Gran Canaria"," 935 360 538, 928 361 308","https://www.google.es/maps/place/Colegio+P%C3%BAblico+Jos%C3%A9+Calvo+Sotelo/@28.1079726,-15.4340981,17z/data=!4m2!3m1!1s0x0:0x39f9186c2e7fa4a13","28.1079726","-15.4340981","Las Rehoyas","Trompeta",19,"2015/2106"
"Las Rehoyas","Calle Montejurra, 1, Las Palmas de Gran Canaria"," 936 360 538, 928 361 308","https://www.google.es/maps/place/Colegio+P%C3%BAblico+Jos%C3%A9+Calvo+Sotelo/@28.1079726,-15.4340981,17z/data=!4m2!3m1!1s0x0:0x39f9186c2e7fa4a14","28.1079726","-15.4340981","Las Rehoyas","Trombón",13,"2015/2106"
"Las Rehoyas","Calle Montejurra, 1, Las Palmas de Gran Canaria"," 937 360 538, 928 361 308","https://www.google.es/maps/place/Colegio+P%C3%BAblico+Jos%C3%A9+Calvo+Sotelo/@28.1079726,-15.4340981,17z/data=!4m2!3m1!1s0x0:0x39f9186c2e7fa4a15","28.1079726","-15.4340981","Las Rehoyas","Trompa",2,"2015/2106"
"Las Rehoyas","Calle Montejurra, 1, Las Palmas de Gran Canaria"," 938 360 538, 928 361 308","https://www.google.es/maps/place/Colegio+P%C3%BAblico+Jos%C3%A9+Calvo+Sotelo/@28.1079726,-15.4340981,17z/data=!4m2!3m1!1s0x0:0x39f9186c2e7fa4a16","28.1079726","-15.4340981","Las Rehoyas","Piano",229,"2015/2106"
"Las Rehoyas","Calle Montejurra, 1, Las Palmas de Gran Canaria"," 939 360 538, 928 361 308","https://www.google.es/maps/place/Colegio+P%C3%BAblico+Jos%C3%A9+Calvo+Sotelo/@28.1079726,-15.4340981,17z/data=!4m2!3m1!1s0x0:0x39f9186c2e7fa4a17","28.1079726","-15.4340981","Las Rehoyas","Guitarra",135,"2015/2106"
"Las Rehoyas","Calle Montejurra, 1, Las Palmas de Gran Canaria"," 940 360 538, 928 361 308","https://www.google.es/maps/place/Colegio+P%C3%BAblico+Jos%C3%A9+Calvo+Sotelo/@28.1079726,-15.4340981,17z/data=!4m2!3m1!1s0x0:0x39f9186c2e7fa4a18","28.1079726","-15.4340981","Las Rehoyas","Percusión",6,"2015/2106"
"Las Rehoyas","Calle Montejurra, 1, Las Palmas de Gran Canaria"," 941 360 538, 928 361 308","https://www.google.es/maps/place/Colegio+P%C3%BAblico+Jos%C3%A9+Calvo+Sotelo/@28.1079726,-15.4340981,17z/data=!4m2!3m1!1s0x0:0x39f9186c2e7fa4a19","28.1079726","-15.4340981","Las Rehoyas","Educación de la voz",63,"2015/2106"
"Las Rehoyas","Calle Montejurra, 1, Las Palmas de Gran Canaria"," 942 360 538, 928 361 308","https://www.google.es/maps/place/Colegio+P%C3%BAblico+Jos%C3%A9+Calvo+Sotelo/@28.1079726,-15.4340981,17z/data=!4m2!3m1!1s0x0:0x39f9186c2e7fa4a20","28.1079726","-15.4340981","Las Rehoyas","Timple",11,"2015/2106"
"Las Rehoyas","Calle Montejurra, 1, Las Palmas de Gran Canaria"," 943 360 538, 928 361 308","https://www.google.es/maps/place/Colegio+P%C3%BAblico+Jos%C3%A9+Calvo+Sotelo/@28.1079726,-15.4340981,17z/data=!4m2!3m1!1s0x0:0x39f9186c2e7fa4a21","28.1079726","-15.4340981","Las Rehoyas","Púa",2,"2015/2106"
"Las Rehoyas","Calle Montejurra, 1, Las Palmas de Gran Canaria"," 944 360 538, 928 361 308","https://www.google.es/maps/place/Colegio+P%C3%BAblico+Jos%C3%A9+Calvo+Sotelo/@28.1079726,-15.4340981,17z/data=!4m2!3m1!1s0x0:0x39f9186c2e7fa4a22","28.1079726","-15.4340981","Las Rehoyas","Guitarra moderna",23,"2015/2106"
"Las Rehoyas","Calle Montejurra, 1, Las Palmas de Gran Canaria"," 945 360 538, 928 361 308","https://www.google.es/maps/place/Colegio+P%C3%BAblico+Jos%C3%A9+Calvo+Sotelo/@28.1079726,-15.4340981,17z/data=!4m2!3m1!1s0x0:0x39f9186c2e7fa4a23","28.1079726","-15.4340981","Las Rehoyas","Bajo eléctrico",6,"2015/2106"
"Las Rehoyas","Calle Montejurra, 1, Las Palmas de Gran Canaria"," 946 360 538, 928 361 308","https://www.google.es/maps/place/Colegio+P%C3%BAblico+Jos%C3%A9+Calvo+Sotelo/@28.1079726,-15.4340981,17z/data=!4m2!3m1!1s0x0:0x39f9186c2e7fa4a24","28.1079726","-15.4340981","Las Rehoyas","Batería",53,"2015/2106"
"Las Rehoyas","Calle Montejurra, 1, Las Palmas de Gran Canaria"," 948 360 538, 928 361 308","https://www.google.es/maps/place/Colegio+P%C3%BAblico+Jos%C3%A9+Calvo+Sotelo/@28.1079726,-15.4340981,17z/data=!4m2!3m1!1s0x0:0x39f9186c2e7fa4a25","28.1079726","-15.4340981","Las Rehoyas","Fagot",2,"2015/2106"
"Las Rehoyas","Calle Montejurra, 1, Las Palmas de Gran Canaria"," 949 360 538, 928 361 308","https://www.google.es/maps/place/Colegio+P%C3%BAblico+Jos%C3%A9+Calvo+Sotelo/@28.1079726,-15.4340981,17z/data=!4m2!3m1!1s0x0:0x39f9186c2e7fa4a26","28.1079726","-15.4340981","Las Rehoyas","Lenguaje musical",529,"2015/2106"
"Las Rehoyas","Calle Montejurra, 1, Las Palmas de Gran Canaria"," 950 360 538, 928 361 308","https://www.google.es/maps/place/Colegio+P%C3%BAblico+Jos%C3%A9+Calvo+Sotelo/@28.1079726,-15.4340981,17z/data=!4m2!3m1!1s0x0:0x39f9186c2e7fa4a27","28.1079726","-15.4340981","Las Rehoyas","Oboe",6,"2015/2106"
"Las Rehoyas","Calle Montejurra, 1, Las Palmas de Gran Canaria"," 951 360 538, 928 361 308","https://www.google.es/maps/place/Colegio+P%C3%BAblico+Jos%C3%A9+Calvo+Sotelo/@28.1079726,-15.4340981,17z/data=!4m2!3m1!1s0x0:0x39f9186c2e7fa4a28","28.1079726","-15.4340981","Las Rehoyas","Tuba",1,"2015/2106"
"Las Rehoyas","Calle Montejurra, 1, Las Palmas de Gran Canaria"," 952 360 538, 928 361 308","https://www.google.es/maps/place/Colegio+P%C3%BAblico+Jos%C3%A9+Calvo+Sotelo/@28.1079726,-15.4340981,17z/data=!4m2!3m1!1s0x0:0x39f9186c2e7fa4a29","28.1079726","-15.4340981","Las Rehoyas","Bombardino",2,"2015/2106"
"Vegueta","Calle Granadera Canaria, 11, Las Palmas de Gran Canaria","928 331 662","https://www.google.es/maps/place/Calle+Granadera+Canaria,+11/@28.0965123,-15.4137461,17z/data=!3m1!4b1!4m2!3m1!1s0xc40958cbc1cb54d:0xf12eef7f079b423a","28.0965123","-15.4137461","Vegueta","Música y movimiento",108,"2015/2106"
"Vegueta","Calle Granadera Canaria, 11, Las Palmas de Gran Canaria","929 331 662","https://www.google.es/maps/place/Calle+Granadera+Canaria,+11/@28.0965123,-15.4137461,17z/data=!3m1!4b1!4m2!3m1!1s0xc40958cbc1cb54d:0xf12eef7f079b423a","28.0965123","-15.4137461","Vegueta","Viola",3,"2015/2106"
"Vegueta","Calle Granadera Canaria, 11, Las Palmas de Gran Canaria","930 331 662","https://www.google.es/maps/place/Calle+Granadera+Canaria,+11/@28.0965123,-15.4137461,17z/data=!3m1!4b1!4m2!3m1!1s0xc40958cbc1cb54d:0xf12eef7f079b423a","28.0965123","-15.4137461","Vegueta","Violín",29,"2015/2106"
"Vegueta","Calle Granadera Canaria, 11, Las Palmas de Gran Canaria","931 331 662","https://www.google.es/maps/place/Calle+Granadera+Canaria,+11/@28.0965123,-15.4137461,17z/data=!3m1!4b1!4m2!3m1!1s0xc40958cbc1cb54d:0xf12eef7f079b423a","28.0965123","-15.4137461","Vegueta","Violoncello",13,"2015/2106"
"Vegueta","Calle Granadera Canaria, 11, Las Palmas de Gran Canaria","932 331 662","https://www.google.es/maps/place/Calle+Granadera+Canaria,+11/@28.0965123,-15.4137461,17z/data=!3m1!4b1!4m2!3m1!1s0xc40958cbc1cb54d:0xf12eef7f079b423a","28.0965123","-15.4137461","Vegueta","Flauta",14,"2015/2106"
"Vegueta","Calle Granadera Canaria, 11, Las Palmas de Gran Canaria","933 331 662","https://www.google.es/maps/place/Calle+Granadera+Canaria,+11/@28.0965123,-15.4137461,17z/data=!3m1!4b1!4m2!3m1!1s0xc40958cbc1cb54d:0xf12eef7f079b423a","28.0965123","-15.4137461","Vegueta","Saxofón",8,"2015/2106"
"Vegueta","Calle Granadera Canaria, 11, Las Palmas de Gran Canaria","934 331 662","https://www.google.es/maps/place/Calle+Granadera+Canaria,+11/@28.0965123,-15.4137461,17z/data=!3m1!4b1!4m2!3m1!1s0xc40958cbc1cb54d:0xf12eef7f079b423a","28.0965123","-15.4137461","Vegueta","Piano",108,"2015/2106"
"Vegueta","Calle Granadera Canaria, 11, Las Palmas de Gran Canaria","935 331 662","https://www.google.es/maps/place/Calle+Granadera+Canaria,+11/@28.0965123,-15.4137461,17z/data=!3m1!4b1!4m2!3m1!1s0xc40958cbc1cb54d:0xf12eef7f079b423a","28.0965123","-15.4137461","Vegueta","Guitarra",81,"2015/2106"
"Vegueta","Calle Granadera Canaria, 11, Las Palmas de Gran Canaria","936 331 662","https://www.google.es/maps/place/Calle+Granadera+Canaria,+11/@28.0965123,-15.4137461,17z/data=!3m1!4b1!4m2!3m1!1s0xc40958cbc1cb54d:0xf12eef7f079b423a","28.0965123","-15.4137461","Vegueta","Educación de la voz",50,"2015/2106"
"Vegueta","Calle Granadera Canaria, 11, Las Palmas de Gran Canaria","937 331 662","https://www.google.es/maps/place/Calle+Granadera+Canaria,+11/@28.0965123,-15.4137461,17z/data=!3m1!4b1!4m2!3m1!1s0xc40958cbc1cb54d:0xf12eef7f079b423a","28.0965123","-15.4137461","Vegueta","Lenguaje musical",231,"2015/2106"
"Vegueta","Calle Granadera Canaria, 11, Las Palmas de Gran Canaria","940 331 662","https://www.google.es/maps/place/Calle+Granadera+Canaria,+11/@28.0965123,-15.4137461,17z/data=!3m1!4b1!4m2!3m1!1s0xc40958cbc1cb54d:0xf12eef7f079b423a","28.0965123","-15.4137461","Vegueta","Guitarra moderna",28,"2015/2106"
"Vegueta","Calle Granadera Canaria, 11, Las Palmas de Gran Canaria","941 331 662","https://www.google.es/maps/place/Calle+Granadera+Canaria,+11/@28.0965123,-15.4137461,17z/data=!3m1!4b1!4m2!3m1!1s0xc40958cbc1cb54d:0xf12eef7f079b423a","28.0965123","-15.4137461","Vegueta","Bajo eléctrico",2,"2015/2106"
"La Isleta","Calle Osorio esq. Benecharo, Las Palmas de Gran Canaria","928 464 726","https://www.google.es/maps/place/Calle+Osorio,+58/@28.1525471,-15.4245222,17z/data=!3m1!4b1!4m2!3m1!1s0xc409548b50824b7:0xfeecc34344a178be","28.1525471","-15.4245222","La Isleta","Música y movimiento",38,"2015/2106"
"La Isleta","Calle Osorio esq. Benecharo, Las Palmas de Gran Canaria","929 464 726","https://www.google.es/maps/place/Calle+Osorio,+58/@28.1525471,-15.4245222,17z/data=!3m1!4b1!4m2!3m1!1s0xc409548b50824b7:0xfeecc34344a178be","28.1525471","-15.4245222","La Isleta","Piano",67,"2015/2106"
"La Isleta","Calle Osorio esq. Benecharo, Las Palmas de Gran Canaria","930 464 726","https://www.google.es/maps/place/Calle+Osorio,+58/@28.1525471,-15.4245222,17z/data=!3m1!4b1!4m2!3m1!1s0xc409548b50824b7:0xfeecc34344a178be","28.1525471","-15.4245222","La Isleta","Guitarra",39,"2015/2106"
"La Isleta","Calle Osorio esq. Benecharo, Las Palmas de Gran Canaria","931 464 726","https://www.google.es/maps/place/Calle+Osorio,+58/@28.1525471,-15.4245222,17z/data=!3m1!4b1!4m2!3m1!1s0xc409548b50824b7:0xfeecc34344a178be","28.1525471","-15.4245222","La Isleta","Lenguaje musical",122,"2015/2106"
"La Isleta","Calle Osorio esq. Benecharo, Las Palmas de Gran Canaria","932 464 726","https://www.google.es/maps/place/Calle+Osorio,+58/@28.1525471,-15.4245222,17z/data=!3m1!4b1!4m2!3m1!1s0xc409548b50824b7:0xfeecc34344a178be","28.1525471","-15.4245222","La Isleta","Educación de la voz",47,"2015/2106"
"La Isleta","Calle Osorio esq. Benecharo, Las Palmas de Gran Canaria","933 464 726","https://www.google.es/maps/place/Calle+Osorio,+58/@28.1525471,-15.4245222,17z/data=!3m1!4b1!4m2!3m1!1s0xc409548b50824b7:0xfeecc34344a178be","28.1525471","-15.4245222","La Isleta","Timple",2,"2015/2106"
"La Isleta","Calle Osorio esq. Benecharo, Las Palmas de Gran Canaria","934 464 726","https://www.google.es/maps/place/Calle+Osorio,+58/@28.1525471,-15.4245222,17z/data=!3m1!4b1!4m2!3m1!1s0xc409548b50824b7:0xfeecc34344a178be","28.1525471","-15.4245222","La Isleta","Púa",2,"2015/2106"
"La Isleta","Calle Osorio esq. Benecharo, Las Palmas de Gran Canaria","934 464 726","https://www.google.es/maps/place/Calle+Osorio,+58/@28.1525471,-15.4245222,17z/data=!3m1!4b1!4m2!3m1!1s0xc409548b50824b7:0xfeecc34344a178be","28.1525471","-15.4245222","La Isleta","Contrabajo",4,"2015/2106"
