"DILIG","LUGAR","ALTURA_DE","FECHA","HORA","VEHICULOS","HERIDOS","DESTINO","COLISION","INFR_COND","INFR_PEAT","DENUNCIAS"
827,"AVDA. ESCALERITAS","100 MTOS. ANTES GASOL. CEPSA",05/03/2013,"20:00",2,1,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
828,"CALLE NUEVA, BAJADA PRESA NUM. 2","LAS MAJADILLAS BAJAS",05/03/2013,"12:30",2,1,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",0
829,"PRESIDENTE ALVEAR","48",05/03/2013,"13:00",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
830,"CARETERA DEL NORTE","135",05/03/2013,"14:20",2,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
831,"VIRIATO","PORTUGAL",06/03/2013,"14:20",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
832,"CTRA. DE LOMO BLANCO","137-A",06/03/2013,"18:30",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
833,"URBANIZACION MESTISAY","ACCESO POLIGONO MILLER",06/03/2013,"09:35",2,1,"Jefatura","Colisión","Girar incorrectamente","Ninguna infracción",0
834,"JAIME TORRENTE BALLESTER","4",06/03/2013,"15:55",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
835,"PARKING EXTERIOR DE SAGULPA","MERCADO DE VEGUETA",06/03/2013,"11:50",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
841,"TAURO","84",05/03/2013,"16:10",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
842,"CALZADA LATERAL DEL NORTE","PLAZA JUAN ZARAZA ORTIZ",06/03/2013,"10:45",1,1,"Jefatura","Otros","Sin definir","Ninguna infracción",0
843,"OBISPO ROMO",,06/03/2013,"18:10",2,1,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",1
844,"SAU PAULO","51",06/03/2013,"13:25",3,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
845,"CARRETERA LOMO BLANCO","14",07/03/2013,"19:20",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
848,"GC-110","ROTONDA LAS BRUJAS(BAJADA)",07/03/2013,"17:25",1,0,"Jefatura","Salida de la vía","Estado o condición de la vía","Ninguna infracción",0
849,"GC-110","ROTONDA LAS BRUJAS(BAJADA)",04/03/2013,"17:30",1,0,"Jefatura","Salida de la vía","Estado o condición de la vía","Ninguna infracción",0
853,"PASEO DE CHILL","Nº 129",06/03/2013,"15:35",2,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
854,"PASEO DE CHIL","301",07/03/2013,"17:00",2,3,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
855,"GC-1","ACCESO PEDRO HIDALGO",07/03/2013,"08:50",3,2,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
856,"ACCESO A JUAN XXII - GC.1",,07/03/2013,"07:25",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
858,"AVDA. JOSE MESA Y LOPEZ","PLAZA DE ESPAÑA",06/03/2013,"20:20",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
859,"PRESIDENTE ALVEAR","8",06/03/2013,"16:40",2,2,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
861,"GC-23 NORTE/SUR",,08/03/2013,"12:10",2,1,"Jefatura","Colisión","Mal estado del vehículo","Ninguna infracción",0
862,"AVD. ALC. J. RAMIREZ BETHENCOURT","CENTRO INSULAR DE DEPORTES",08/03/2013,"13:30",2,2,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",0
865,"SENADOR CASTILLO OLIVARES","DOCTOR WAKSMAN",09/03/2013,"00:10",2,1,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
866,"DOCTOR JUAN DOMINGUEZ PEREZ","44",09/03/2013,"15:15",1,1,"Juzgado","Colisión","Inexperiencia del conductor","Ninguna infracción",0
868,"CARRETERA A TAMARACEITE","ENTRADA URBA. INDUSTRIAL",10/03/2013,"02:00",2,3,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
871,"SANTA LUISA DE MARILLAC","19",10/03/2013,"20:00",1,0,"Juzgado","Colisión","Alcohol o drogas","Ninguna infracción",0
872,"JUAN MANUEL DURAN GONZALEZ","504 VVDAS. EN JINAMAR",10/03/2013,"21:00",1,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
873,"ROTONDA HOYA DE LA PLATA","INTERCAMBIADOR CONO SUR",10/03/2013,"17:10",2,1,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
875,"LEON Y CASTILLO","266",08/03/2013,"07:56",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
876,"COVADONGA","82",10/03/2012,"12:00",3,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
879,"ALCALDE DIAZ-SAAVEDRA NAVARRO",,11/03/2013,"11:45",3,3,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
880,"FONDOS DE SEGURA","15",11/03/2013,"10:15",2,2,"Jefatura","Colisión","Entrar sin precaución en la circulación","Ninguna infracción",0
882,"DOCTOR JUAN DOMINGUEZ PEREZ","30",18/02/2013,"10:50",2,0,"Jefatura","Colisión","Entrar sin precaución en la circulación","Ninguna infracción",0
883,"FONDOS DE SEGURA","21",07/03/2013,"21:00",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
884,"AUTOVIA MARITIMA DIRECCION SUR","JUZGADOS",11/03/2013,"19:45",2,1,"Juzgado","Colisión","Sin definir","Ninguna infracción",0
885,"GC-1-AM","PKM 6.000 DIRECCION NORTE",07/03/2013,"07:30",2,1,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
886,"PIO XII","PI Y MARGALL",07/03/2013,"21:10",3,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
889,"CTRA. GENERAL DEL NORTE","ACCESO ROTONDA DE LA BALLENA",12/03/2013,"01:15",1,1,"Juzgado","Colisión","Alcohol o drogas","Ninguna infracción",0
890,"PANAMA","DAOIZ",08/03/2013,"10:50",1,1,"Jefatura","Atropello","Conducción distraída","Otras infracciones",0
892,"ROTONDA AVDA. JUAN XXIII","ACCESO AUTOVIA PUERTO",12/03/2013,"09:20",3,2,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
893,"TUNEL DE JULIO LUENGO","DIR. NACIENTE (TORRE LAS PALMAS)",12/03/2013,"10:40",3,5,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
894,"VENEGAS","33",12/03/2013,"11:20",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
895,"GC-110, ALTURA PLAZA HURTADO DE MENDOZA","SUBIDA AL CEMENTERIO",08/03/2013,"01:50",2,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
896,"GC-1 , KM. 5.2","DIRECCION PUERTO",08/03/2013,"08:05",3,5,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
897,"AVDA. ESCALERITAS","AVDA. ANSITE",08/03/2013,"11:20",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
898,"GC-23, DIRECCION TAMARACEITE","INTERIOR TUNEL",08/03/2013,"14:15",4,2,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
899,"SUBIDA AL LASSO","FRENTE AL BLOQUE 1",12/03/2013,"15:10",2,1,"Jefatura","Colisión","Invadir sentido contrario","Ninguna infracción",0
900,"MURGA","CANALEJAS",09/03/2013,"00:15",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
902,"EL CORTIJO DE SAN GREGORIO","52",09/03/2013,"17:00",1,0,"Jefatura","Atropello","Otros factores o infracciones","Cruzar la vía antirreglamentariamente",0
903,"EL MARINO","LEON Y CASTILLO",10/03/2013,"20:00",2,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
904,"LOMO SAN LAZARO","HOYA DEL ENAMORADO",08/03/2013,"13:10",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
905,"VILLA ZARAUZ",,11/03/2013,"16:30",2,0,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",0
906,"DOCTOR JOSE JUAN MEJIAS","Nº 3",11/03/2013,"10:10",1,0,"Jefatura","Salida de la vía","Conducción distraída","Ninguna infracción",0
907,"PASEO SAN JOSE","Nº 138",09/03/2013,"16:00",2,0,"Jefatura","Colisión","Girar incorrectamente","Ninguna infracción",0
908,"GC-300","PT. KM 1.2",12/03/2013,"22:15",2,1,"Juzgado","Colisión","Alcohol o drogas","Ninguna infracción",0
909,"CALLE SECRETARIO PADILLA","160",10/03/2013,"13:20",1,1,"Jefatura","Atropello","Sin definir","No utilizar paso de peatones",0
911,"REPUBLICA DOMINICANA","3",13/03/2013,"10:15",2,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
913,"EL BATAN","2",13/03/2013,"12:30",2,3,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
914,"LUIS DORESTE SILVA","PASEO MADRID",08/03/2013,"11:30",2,2,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
915,"ANA BENITEZ","PINO APOLINARIO",09/03/2013,"17:30",1,1,"Jefatura","Atropello","No respetar paso de peatones","Ninguna infracción",0
916,"SUBIDA A LAS COLORADAS",,09/03/2013,"21:00",1,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
917,"SANTIAGO TEJERA OSSAVARRY","61-65",09/03/2013,"18:20",4,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
918,"PASEO EDUARDO MILLARES SALL (CHO-JUA)",,11/03/2013,"14:00",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
919,"AVDA. ESCALERITAS","57",12/03/2013,"15:50",1,1,"Jefatura","Otros","Sin definir","Ninguna infracción",0
920,"MURGA","SENADOR CASTILLO OLIVARES",13/03/2013,"13:45",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
921,"GLORIEDA DR. MANUEL PARADA FARINOS","AVDA. PINTOR FELO MONZON",12/03/2013,"21:00",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
922,"CAMELIA","MIMOSA",12/03/2013,"21:15",2,3,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
924,"PLAZA INGENIERO MANUEL BECERRA",,12/03/2013,"17:50",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
925,"SANTIAGO DE COMPOSTELA","2",11/03/2013,"16:45",2,1,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
926,"JORDE","3",12/03/2013,"16:10",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
927,"PADRE CUETO","ALBAREDA",11/03/2013,"13:25",2,1,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
928,"GC1 AM/ DIRECCION NORTE","AVDA. JUAN XXIII",12/03/2012,"10:25",2,0,"Jefatura","Otros","Otros factores o infracciones","Ninguna infracción",1
929,"DOCTOR SVENTENIUS","LAUREANO DE ARMAS GOURIE",13/03/2013,"14:50",1,1,"Jefatura","Atropello","No respetar paso de peatones","Ninguna infracción",0
930,"CARRETERA DEL NORTE","Nº 143",11/03/2013,"20:15",2,2,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
931,"ARCHIVERO JOAQUIN BLANCO MONTESDEOCA","CTRA. DEL CARDON",11/03/2013,"07:20",1,1,"Jefatura","Otros","Otros factores o infracciones","Ninguna infracción",0
932,"ALICANTE","7",13/03/2013,"13:45",2,2,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
933,"CUESTA DEL POZO","Nº 35",13/03/2013,"20:15",1,3,"Jefatura","Salida de la vía","Conducción distraída","Ninguna infracción",0
935,"HOYA DE LOS ENAMORADOS","LOMO SAN LAZARO",11/03/2013,"14:15",2,1,"Jefatura","Colisión","No cumplir la señal de 'Ceda el Paso'","Ninguna infracción",0
936,"LUJAN PEREZ","BENTAYGA",13/03/2013,"20:15",3,1,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
937,"GC-1","LUIS MOROTE",13/03/2013,"19:40",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
938,"NICOLAS MONCHE LOPEZ","CARMEN QUINTANA",13/03/2013,"07:35",1,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
939,"DON PEDRO INFINITO","78",13/03/2013,"09:05",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
940,"CARRETERA GENERAL DEL NORTE","ROTONDA PLAZA JUAN SARAZA ORTIZ",14/03/2013,"14:25",2,2,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
941,"GC-2, TUNEL INGENIERO JULIO LUENGO","ESTE",13/03/2013,"18:00",2,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
942,"MARIANAO","31",14/03/2013,"09:30",1,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
943,"VERGARA","102",13/03/2013,"12:30",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
945,"PRINCESA GUAYARMINA","8",12/03/2013,"12:15",1,1,"Jefatura","Atropello","Otros factores o infracciones","Ninguna infracción",0
946,"VEINTINUEVE DE ABRIL","NICOLAS ESTEVANEZ",13/03/2013,"17:30",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
949,"CARRETERA GENERAL DEL NORTE","DIVINA PASTORA",15/03/2013,"08:50",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
950,"AVDA. PARRQUE CENTRAL","URB. CINCO CONTINENTES",15/03/2013,"10:30",4,0,"Jefatura","Colisión","Mal estado del vehículo","Ninguna infracción",0
951,"PASEO BLAS CABRERA FELIPE (FISICO)","ACCESO CIUDAD DEPORTIVA",15/03/2013,"10:50",3,1,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",0
952,"ARTENARA","AGUALATENTE",15/03/2013,"14:10",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
956,"CALIFORNIA","30",14/03/2013,"18:50",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
957,"SAN QUINTIN","2",14/03/2013,"11:50",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
958,"PANTOJA","4",15/03/2013,"16:15",2,0,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",0
959,"GC-1","TUNEL 'JULIO LUENGO'",14/03/2013,"09:00",2,1,"Jefatura","Colisión","Estado o condición de la vía","Ninguna infracción",0
960,"FERNANDO GUANARTEME","99",14/03/2013,"09:45",1,1,"Jefatura","Atropello","Conducción distraída","Ninguna infracción",0
961,"GC.1-AM","PKM. 2.600 CRECIENTE",15/03/2013,"14:15",3,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
967,"GC-1 AM","KM1,900",15/03/2013,"14:30",4,2,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
974,"GRAVINA",,17/03/2013,"10:10",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
975,"CORONEL ROCHA","ENTRADA CONFITAL",17/03/2013,"15:00",1,1,"Jefatura","Atropello","Sin definir","Ninguna infracción",0
976,"CRUZ DE PIEDRA","9",17/03/2013,"20:10",2,2,"Juzgado","Colisión","Sin definir","Ninguna infracción",0
977,"AVDA. FEDERICO GARCIA LORCA",,14/03/2013,"11:30",2,0,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
980,"AVDA. PEPE DAMASO","AVDA. CESAR MANRIQUE",15/03/2013,"13:00",1,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
981,"ESPARTERO",,16/03/2013,"15:30",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
982,"BUENOS AIRES","EDUARDO",18/03/2013,"11:45",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
983,"ESPARTERO","SIMANCAS",15/03/2013,"12:05",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
984,"CANDELARIA DE LEON","Nº 12",15/03/2013,"21:30",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
985,"ROTONDA DE PILETAS","GC-308",14/03/2013,"08:40",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
986,"GC-1","ALCARAVANERAS KM. 7.4",14/03/2013,"17:05",3,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
987,"DOCTOR MARAÑON",,15/03/2013,"20:00",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
988,"ROTONDA TORRE LAS PALMAS","ACCESO TUNEL, JULIO LUENGO",15/03/2013,"23:20",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
989,"ROTONDA HOSPITAL DE GRAN CANARIA","DOCTOR NEGRIN",17/03/2013,"18:10",2,0,"Jefatura","Colisión","Invadir sentido contrario","Ninguna infracción",0
990,"NICOLAS MONCHE LOPEZ","DIEGO VEGA SARMIENTO",18/03/2013,"18:45",1,1,"Jefatura","Otros","Estado o condición de la vía","Ninguna infracción",0
991,"ROTONDA VILLA ZARAUZ CON ALICANTE",,18/03/2013,"07:40",1,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
996,"APARCAMIENTOS PADRE CUETO","24",17/03/2012,"12:45",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
997,"CORDOBA","56",15/03/2013,"10:45",1,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
998,"LOS MARTINEZ DE ESCOBAR","22",18/03/2013,"18:45",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
999,"AVDA. RAFAEL CABRERA","19",18/03/2013,"17:00",2,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
1000,"REPUBLICA DOMINICANA","7",18/03/2013,"09:25",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1001,"GLORIETA HOSPITAL NEGRIN","PASO DE PEATONES",18/03/2013,"08:20",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1002,"PASEO TOMAS MORALES","42",18/03/2013,"15:35",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1003,"PERU","504 VVDAS. EN JINAMAR",18/03/2013,"19:10",1,1,"Jefatura","Atropello","Otros factores o infracciones","Ninguna infracción",0
1004,"ROTONDA ARQUITECTO Y APARAJEDORES DE LAS PALM",,27/02/2013,"07:45",4,4,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1006,"OSORIO","12",19/03/2013,"20:15",2,0,"Jefatura","Colisión","Entrar sin precaución en la circulación","Ninguna infracción",0
1007,"ARISTIDES BRIAND","FRENTE AL 19",11/03/2013,"14:20",2,3,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1008,"VILLA ZARAUZ","S7N",19/03/2013,"21:00",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
1009,"SAN CRISTOBAL DE LA LAGUNA","FRENTE AL Nº 2",19/03/2013,"14:45",2,1,"Jefatura","Colisión","Entrar sin precaución en la circulación","Ninguna infracción",0
1010,"PLAZA INGENIERO MANUEL BECERRA","FRENTE GASOLINERA",20/03/2013,"09:28",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1013,"AVDA. CESAR MANRIQUE",,19/03/2013,"07:45",1,1,"Jefatura","Colisión","Estado o condición de la vía","Ninguna infracción",0
1014,"URB. POLIGONO JINAMAR (FASE III)",,19/03/2013,"12:00",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1015,"GC-300","BARRANCO JACOMAR",19/03/2013,"12:00",1,0,"Jefatura","Salida de la vía","Sin definir","Ninguna infracción",0
1016,"PELAYO","COLOMBIA",19/03/2012,"07:20",2,0,"Jefatura","Colisión","Girar incorrectamente","Ninguna infracción",0
1017,"AVDA. PINTOR FELO MONZON",,19/03/2013,"12:15",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1019,"AUTOVIA DEL SUR","SUBTERRANEO SANTA CATALINA",20/03/2013,"18:20",2,2,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1021,"SIMANCAS","PERU",20/03/2013,"13:45",2,4,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
1024,"GC-1 AM S-N","BIBLIOTECA PUBLICA",21/03/2013,"04:00",1,2,"Jefatura","Colisión","Cansancio, sueño o enfermedad","Ninguna infracción",0
1025,"GC1","P.K. 8.200",19/03/2013,"13:15",3,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1026,"GLORIETA DOCTOR SANTIAGO B HERNANDEZ",,20/03/2013,"11:10",2,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
1031,"CARRETERA DE ALMATRICHE","DIRECCION JARDIN CANARIO",20/03/2013,"23:25",1,0,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",0
1032,"FERNANDO GUANARTEME","50",19/03/2013,"10:00",2,2,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
1033,"MAHON","ROSARITO",19/03/2013,"15:15",2,2,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
1034,"PASEO DE CHIL","197",20/03/2013,"16:30",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1035,"TOMAS MILLER","FERNANDO GUANARTEME",20/03/2013,"11:40",2,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
1036,"JUAN MANUEL DURAN GONZALEZ","PELAYO",20/03/2013,"15:15",2,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1037,"CORDOBA","19",20/03/2013,"09:10",3,2,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1039,"SECRETARIO PADILLA","CALIFORNIA",20/03/2013,"09:30",2,0,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
1040,"VIRGEN DEL PILAR",,21/03/2013,"10:30",2,1,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
1041,"AVDA. PINTOR FELO MONZON","AVDA. HOYA DE LA GALLINA",21/03/2013,"20:35",2,1,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1042,"ROTONDA MARIO CESAR",,21/03/2013,"18:45",1,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1047,"GC. 23","PLAZA DE AMERICA",19/03/2013,"13:40",2,5,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1048,"ROTONDA DE LAS BRUJAS",,22/03/2013,"07:45",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1049,"VENEGUERA","28",19/03/2013,"14:35",3,0,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",0
1050,"AVDA. ALCALDE JOSE RAMIREZ BETHENCOURT","MUFACE",22/03/2013,"11:00",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1051,"LUIS SAAVEDRA MIRANDA","2",21/03/2013,"18:50",2,1,"Jefatura","Colisión","Girar incorrectamente","Ninguna infracción",0
1052,"FARO","MARY SANCHEZ",22/03/2013,"10:15",2,0,"Jefatura","Colisión","Girar incorrectamente","Ninguna infracción",0
1053,"MULHACEN","10",22/03/2013,"08:20",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
1058,"MARIA ZAMBRANO (FILOSOFA)","30",23/03/2013,"16:00",2,2,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1059,"GC-1 AM SUR-NORTE","PALAYA DE ALCARAVANERAS",23/03/2013,"17:00",3,0,"Jefatura","Colisión","Velocidad inadecuada","Ninguna infracción",0
1063,"CAMINO DE TENOYA","FRENTE A LA IGLESIA",23/03/2012,"05:00",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1064,"CUESTA DEL POZO","41",24/03/2013,"18:30",1,0,"Jefatura","Colisión","Estado o condición de la vía","Ninguna infracción",0
1065,"RUPERTO CHAPI","NUMERO 57",24/03/2013,"22:30",2,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1066,"JEFATURA POLICIA LOCAL","PARQUE MOVIL",24/03/2013,"07:30",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
1067,"MARIUCHA","JACINTA",23/03/2013,"18:30",2,0,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
1068,"GC-1","DIRECCION SUR KM. 8.6",19/03/2013,"20:15",3,4,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1071,"ROTONDA DE CARRETERA GENERAL DEL NORTE","DOCTOR MARAÑON",19/03/2013,"10:40",2,1,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
1072,"TRASERA RAFAEL CABRERA","S/N",21/03/2013,"12:37",1,0,"Jefatura","Otros","Sin definir","Ninguna infracción",0
1073,"CRONISTA BATLLORI LORENZO","TENIENTE CORONEL CASTILLO OLIVARES",21/03/2013,"20:20",2,0,"Jefatura","Colisión","Mal estado del vehículo","Ninguna infracción",0
1074,"SECRETARIO ARTILES","20",21/03/2013,"12:50",2,0,"Jefatura","Colisión","Circular sentido prohibido","Ninguna infracción",0
1075,"AVDA. FEDERICO GARCIA LORCA","11",21/03/2013,"23:30",1,4,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1076,"AVDA. PARQUE CENTRAL",,24/03/2013,"22:30",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1077,"PELAYO","504 VVDAS. EN JINAMAR",22/03/2013,"13:25",1,1,"Jefatura","Atropello","Sin definir","No utilizar paso de peatones",0
1078,"GC.110","ROTONDA BATAN",22/03/2013,"09:00",1,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1079,"CARRETERA DE LOS HOYOS","3.3",23/03/2013,"21:30",1,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1080,"RAFAEL ALMEIDA","FERNANDO GUANARTEME",24/03/2013,"01:00",2,0,"Jefatura","Colisión","Girar incorrectamente","Ninguna infracción",0
1081,"CARRETERA DE MATA","CASTILLO DE MATA",22/03/2013,"12:00",1,1,"Jefatura","Salida de la vía","Estado o condición de la vía","Ninguna infracción",0
1082,"CIRILO MORENO Nº3",,24/03/2013,"14:00",3,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1083,"TUNEL 'JULIO LUENGO'",,25/03/2013,"15:15",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1084,"JUAN B. MELO","GUSTAVO J. NAVARRO NIETO",25/03/2013,"10:45",2,0,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",0
1087,"CARRETERA DEL SABINAL Nº 90","G.C. 800",25/03/2013,"21:37",1,2,"Jefatura","Salida de la vía","Conducción distraída","Ninguna infracción",0
1088,"AVDA. ALCALDE JOSE RAMIREZ BETHENCOURT","12",22/03/2013,"12:30",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1089,"TUNEL 'JULIO LUENGO'","LEON Y CASTILLO",25/03/2013,"10:00",2,0,"Jefatura","Colisión","Girar incorrectamente","Ninguna infracción",0
