"dc:identifier";"dc:modified";"geo:lat";"geo:long";"id";"lpgc:nombre_parada"
"1690";"2017-10-31 12:01:30";"28.078114";"-15.449491";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1690";"AULARIO CIENCIAS JURÍDICAS"
"1689";"2017-10-31 12:01:30";"28.101084";"-15.418798";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1689";"BERNARDINO CORREA VIERA,  FRENTE 13"
"1688";"2017-10-31 12:01:30";"28.07562";"-15.452062";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1688";"BIBLIOTECA UNIVERSITARIA"
"1687";"2017-10-31 12:01:30";"28.058016";"-15.450384";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1687";"C/ ARQUITECTO LAUREANO ARROYO, 73"
"1686";"2017-10-31 12:01:30";"28.101046";"-15.418725";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1686";"BERNARDINO CORREA VIERA (C.S. TRIANA)"
"1685";"2017-10-31 12:01:30";"28.055264";"-15.446715";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1685";"C/ ISLA DE LA MONTAÑA CLARA, FRENTE 5"
"1684";"2017-10-31 12:01:30";"28.102764";"-15.4164";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1684";"ALAMEDA DE COLÓN "
"1683";"2017-10-31 12:01:30";"28.05834";"-15.449411";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1683";"VIAL SIN NOMBRE"
"1682";"2017-10-31 12:01:30";"28.075586";"-15.451742";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1682";"BIBLIOTECA UNIVERSITARIA"
"1681";"2017-10-31 12:01:30";"28.056421";"-15.448332";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1681";"C/ ARQUITECTO JOSE LUIS JIMENEZ, 3"
"1680";"2017-10-31 12:01:30";"28.09081";"-15.485457";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1680";"C/ SAN JUDAS TADEO (BARRANQUILLO)"
"1679";"2017-10-31 12:01:30";"28.055975";"-15.445925";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1679";"C/ ISLA DE LA GRACIOSA, 41"
"1678";"2017-10-31 12:01:30";"28.058037";"-15.450253";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1678";"C/ ARQUITECTO LAUREANO ARROYO, 64"
"1677";"2017-10-31 12:01:30";"28.05669";"-15.444761";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1677";"C/ ISLA DE LA GRACIOSA, FRENTE 42"
"1676";"2017-10-31 12:01:30";"28.058998";"-15.447172";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1676";"C/ ARQUITECTO LAUREANO ARROYO, 102B"
"1675";"2017-10-31 12:01:30";"28.057407";"-15.443136";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1675";"C/ ISLA DE LA GRACIOSA, FRENTE 72"
"1674";"2017-10-31 12:01:30";"28.059183";"-15.432206";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1674";"C/ GUANTÁNAMO, 215"
"1673";"2017-10-31 12:01:30";"28.059258";"-15.432256";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1673";"C/ GUANTÁNAMO (CENTRO P. SALTO DEL NEGRO)"
"1672";"2017-10-31 12:01:30";"28.091097";"-15.483165";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1672";"C/ JUDAS TADEO, 34"
"1671";"2017-10-31 12:01:30";"28.102444";"-15.420878";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1671";"C/ SIERRA NEVADA, FRENTE  44"
"1670";"2017-10-31 12:01:30";"28.107857";"-15.44878";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1670";"C/ ALBAHACA (I.E.S. JOSE SARAMAGO)"
"1669";"2017-10-31 12:01:30";"28.103815";"-15.421776";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1669";"C/ REAL DEL CASTILLO (SAN NICOLÁS)"
"1668";"2017-10-31 12:01:30";"28.058983";"-15.445287";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1668";"AVDA. ALCALDE JOSÉ RAMÍREZ BETHENCOURT (CARVAJAL)"
"1667";"2017-10-31 12:01:30";"28.10508";"-15.423126";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1667";"C/ REAL DEL CASTILLO"
"1666";"2017-10-31 12:01:30";"28.079485";"-15.453412";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1666";"PARQUE TECNOLÓGICO"
"1665";"2017-10-31 12:01:30";"28.09095";"-15.484997";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1665";"C/ JUDAS TADEO (BARRANQUILLO)"
"1664";"2017-10-31 12:01:30";"28.05952";"-15.430304";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1664";"C/ GUANTÁNAMO, 165"
"1663";"2017-10-31 12:01:30";"28.107664";"-15.44855";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1663";"C/ ALBAHACA (I.E.S. JOSE SARAMAGO)"
"1662";"2017-10-31 12:01:30";"28.060488";"-15.427483";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1662";"C/ GUANTÁNAMO, 115"
"1661";"2017-10-31 12:01:30";"28.09235";"-15.485605";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1661";"C/ GALILEA, 31"
"1660";"2017-10-31 12:01:30";"28.06095";"-15.429669";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1660";"C/ MARIANAO, FRENTE 82"
"1659";"2017-10-31 12:01:30";"28.054644";"-15.447411";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1659";"LOMO DEL CAPON POSTERIOR, 6"
"1658";"2017-10-31 12:01:30";"28.077545";"-15.427522";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1658";"AVDA. DE AMURGA (CARRETERA SAN JUAN DE DIOS)"
"1657";"2017-10-31 12:01:30";"28.059559";"-15.430479";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1657";"C/ GUANTÁNAMO, 108"
"1656";"2017-10-31 12:01:30";"28.074348";"-15.429202";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1656";"AVDA. DE AMURGA (ACCESO A LOS GRANJEROS)"
"1655";"2017-10-31 12:01:30";"28.060467";"-15.42771";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1655";"C/ GUANTÁNAMO, FRENTE 121"
"1651";"2017-10-31 12:01:30";"28.074469";"-15.429138";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1651";"AVDA.DE AMURGA (EL LASSO, BLOQUE 1)"
"1650";"2017-10-31 12:01:30";"28.078321";"-15.422689";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1650";"C/ SABINO BERTHELOT, 39"
"1648";"2017-10-31 12:01:30";"28.156258";"-15.419856";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1648";"C/ PROFESOR LOZANO, 34"
"1646";"2017-10-31 12:01:30";"28.152401";"-15.418598";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1646";"CATAMARCA, FRENTE  2"
"1644";"2017-10-31 12:01:30";"28.09496";"-15.415373";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1644";"C/ CÓRDOBA (BOMBEROS VEGUETA)"
"1643";"2017-10-31 12:01:30";"28.078484";"-15.422496";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1643";"C/ SABINO BERTHELOT, 26"
"1642";"2017-10-31 12:01:30";"28.126104";"-15.428078";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1642";"AVDA. ALCALDE JOSÉ RAMÍREZ BETHENCOURT (PARQUE ROMANO)"
"1641";"2017-10-31 12:01:30";"28.155935";"-15.420337";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1641";"C/ PROFESOR LOZANO (ROTONDA AREQUIPA)"
"1640";"2017-10-31 12:01:30";"28.096048";"-15.414495";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1640";"C/ EUFEMIANO JURADO (REYES CATÓLICOS)"
"1639";"2017-10-31 12:01:30";"28.154432";"-15.420983";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1639";"C/ PROFESOR LOZANO (CATAMARCA)"
"1638";"2017-10-31 12:01:30";"28.100801";"-15.453437";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1638";"AVDA. PINTOR FELO MONZÓN, 29"
"1637";"2017-10-31 12:01:30";"28.10448";"-15.452786";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1637";"AVDA. PINTOR FELO MONZÓN, 28"
"1636";"2017-10-31 12:01:30";"28.098103";"-15.454533";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1636";"AVDA. PINTOR FELO MONZÓN, 37"
"1635";"2017-10-31 12:01:30";"28.108786";"-15.453174";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1635";"C/ FONDOS DE SEGURA, FRENTE 17"
"1634";"2017-10-31 12:01:30";"28.094582";"-15.413569";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1634";"C/ EUFEMIANO JURADO (JUZGADOS)"
"1633";"2017-10-31 12:01:30";"28.077765";"-15.427324";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1633";"AVDA. DE AMURGA (CARRETERA SAN JUAN DE DIOS)"
"1631";"2017-10-31 12:01:30";"28.094172";"-15.483374";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1631";"C/ SAN FERNANDO, 38"
"1630";"2017-10-31 12:01:30";"28.092306";"-15.444256";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1630";"C/ ACONCAGUA- CRUCE CON ORINOCO"
"1629";"2017-10-31 12:01:30";"28.106655";"-15.450123";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1629";"C/ LAS BORRERAS, FRENTE 1"
"1627";"2017-10-31 12:01:30";"28.107153";"-15.452922";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1627";"C/ LAS BORRERAS, 10"
"1626";"2017-10-31 12:01:30";"28.0995";"-15.417751";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1626";"C/ CASTILLO, 16"
"1625";"2017-10-31 12:01:30";"28.09343";"-15.425415";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1625";"CARRETERA DEL CENTRO (ANTIGUA CÁRCEL)"
"1624";"2017-10-31 12:01:30";"28.095407";"-15.45576";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1624";"AVDA. PINTOR FELO MONZÓN (FRENTE HIPERCOR)"
"1623";"2017-10-31 12:01:30";"28.094908";"-15.482014";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1623";"C/ SAN ANDRÉS, 39"
"1622";"2017-10-31 12:01:30";"28.097778";"-15.479626";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1622";"CARRETERA DE TEROR, 16"
"1621";"2017-10-31 12:01:30";"28.09172";"-15.445695";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1621";"C/ ACONCAGUA, 38 "
"1620";"2017-10-31 12:01:30";"28.096928";"-15.481765";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1620";"C/ SAN ANDRÉS, 6"
"1619";"2017-10-31 12:01:30";"28.104294";"-15.423379";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1619";"HOSPITAL JUAN CARLOS I (REHABILITACIÓN)"
"1618";"2017-10-31 12:01:30";"28.09396";"-15.485321";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1618";"C/ GALILEA, 8"
"1617";"2017-10-31 12:01:30";"28.106516";"-15.444866";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1617";"AVDA. DE LA FERIA (INFECAR)"
"1615";"2017-10-31 12:01:30";"28.10363";"-15.423117";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1615";"HOSPITAL JUAN CARLOS I"
"1614";"2017-10-31 12:01:30";"28.095673";"-15.43177";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1614";"C/ NUEVA, 73"
"1613";"2017-10-31 12:01:30";"28.07994";"-15.447413";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1613";"CARRETERA LOMO BLANCO, 54"
"1612";"2017-10-31 12:01:30";"28.072523";"-15.451691";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1612";"CIENCIAS BÁSICAS/ TEOLOGÍA"
"1611";"2017-10-31 12:01:30";"28.083668";"-15.444719";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1611";"C/ SAN JOSÉ ARTESANO, 46"
"1610";"2017-10-31 12:01:30";"28.09265";"-15.413848";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1610";"C/ ALICANTE (C.S. SAN JOSÉ)"
"1608";"2017-10-31 12:01:30";"28.10674";"-15.447011";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1608";"AVDA. DE LA FERIA (URBANIZACIÓN LOS GERANIOS)"
"1607";"2017-10-31 12:01:30";"28.102768";"-15.424003";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1607";"C/ GOBERNADOR MARÍN ACUÑA (HOSPITAL JUAN CARLOS I)"
"1606";"2017-10-31 12:01:30";"28.111122";"-15.449546";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1606";"C/ ARCHIVERO JOAQUIN BLANCO MONTESDEOCA, 3"
"1605";"2017-10-31 12:01:30";"28.07282";"-15.451986";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1605";"CIENCIAS BÁSICAS/ INFORMÁTICA"
"1604";"2017-10-31 12:01:30";"28.106592";"-15.450271";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1604";"C/ LAS BORRERAS, 1"
"1603";"2017-10-31 12:01:30";"28.097692";"-15.479182";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1603";"CARRETERA DE TEROR "
"1601";"2017-10-31 12:01:30";"28.097078";"-15.481722";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1601";"C/ SAN ANDRÉS, FRENTE 6"
"1600";"2017-10-31 12:01:30";"28.10164";"-15.472255";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1600";"C/ VENTURA DORESTE,  7"
"1599";"2017-10-31 12:01:30";"28.093952";"-15.48529";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1599";"C/ GALILEA, FRENTE 6"
"1598";"2017-10-31 12:01:30";"28.103268";"-15.470445";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1598";"C/ HEBRÓN, 24"
"1597";"2017-10-31 12:01:30";"28.11121";"-15.448916";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1597";"C/ ARCHIVERO JOAQUIN BLANCO MONTESDEOCA, FRENTE 3"
"1596";"2017-10-31 12:01:30";"28.104383";"-15.469133";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1596";"C/ HEBRÓN, 2"
"1595";"2017-10-31 12:01:30";"28.10679";"-15.447132";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1595";"AVDA. DE LA FERIA (URBANIZACIÓN LOS GERANIOS)"
"1589";"2017-10-31 12:01:30";"28.09898";"-15.475467";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1589";"C/ SAN BORONDÓN, 10"
"1587";"2017-10-31 12:01:30";"28.10355";"-15.4677";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1587";"C/ BETANIA, 7"
"1585";"2017-10-31 12:01:30";"28.102358";"-15.468421";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1585";"C/ BETANIA, 41"
"1583";"2017-10-31 12:01:30";"28.100824";"-15.469636";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1583";"C/ BETANIA, 69"
"1582";"2017-10-31 12:01:30";"28.081875";"-15.447016";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1582";"CARRETERA DE LOMO BLANCO, FRENTE 51"
"1581";"2017-10-31 12:01:30";"28.100588";"-15.474522";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1581";"C/ PEPE DÁMASO, 12"
"1580";"2017-10-31 12:01:30";"28.079779";"-15.447262";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1580";"CTRA. LOMO BLANCO, 81"
"1578";"2017-10-31 12:01:30";"28.075806";"-15.449603";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1578";"CTRA. LOMO BLANCO (URBANIZACIÓN EL ZURBARÁN) "
"1576";"2017-10-31 12:01:30";"28.100454";"-15.474432";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1576";"C/ PEPE DÁMASO, 17"
"1574";"2017-10-31 12:01:30";"28.102165";"-15.414957";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1574";"AUTOVÍA GUINIGUADA (TEATRO GUINIGUADA)"
"1572";"2017-10-31 12:01:30";"28.13548";"-15.432506";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1572";"C/ JUAN MANUEL DURÁN GONZÁLEZ, 20"
"1570";"2017-10-31 12:01:30";"28.1096";"-15.43185";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1570";"C/ ZARAGOZA ( DON PEDRO INFINITO)"
"1569";"2017-10-31 12:01:30";"28.062454";"-15.426603";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1569";"C/ VERACRUZ, 36"
"1568";"2017-10-31 12:01:30";"28.160131";"-15.411964";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1568";"C/ DOCTOR JUAN DOMÍNGUEZ PÉREZ, 49"
"1567";"2017-10-31 12:01:30";"28.076101";"-15.449683";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1567";"CTRA. LOMO BLANCO (URBANIZACIÓN EL ZURBARÁN) "
"1566";"2017-10-31 12:01:30";"28.092484";"-15.449371";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1566";"C/ MANUEL DE FALLA (COLEGIO LA PATERNA)"
"1565";"2017-10-31 12:01:30";"28.07805";"-15.448313";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1565";"CTRA. LOMO BLANCO, 94"
"1564";"2017-10-31 12:01:30";"28.090864";"-15.450608";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1564";"C/ MANUEL DE FALLA, FRENTE 52"
"1563";"2017-10-31 12:01:30";"28.081858";"-15.447164";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1563";"CARRETERA DE LOMO BLANCO (IES FELO MONZON)"
"1562";"2017-10-31 12:01:30";"28.09008";"-15.450365";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1562";"C/ MANUEL DE FALLA (NUEVA PATERNA)"
"1561";"2017-10-31 12:01:30";"28.119581";"-15.448196";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1561";"CARRETERA EL CARDÓN, FRENTE 118"
"1560";"2017-10-31 12:01:30";"28.115824";"-15.445577";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1560";"C/ VIRGEN DEL PILAR, FRENTE 26"
"1559";"2017-10-31 12:01:30";"28.095411";"-15.438752";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1559";"C/ PINO APOLINARIO, 86"
"1558";"2017-10-31 12:01:30";"28.113705";"-15.446873";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1558";"C/ VIRGEN DEL PILAR (PLAZA BARRANCO DE LA BALLENA)"
"1557";"2017-10-31 12:01:30";"28.159813";"-15.412026";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1557";"C/ DOCTOR JUAN DOMÍNGUEZ PÉREZ, 18"
"1556";"2017-10-31 12:01:30";"28.076769";"-15.426106";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1556";"AVDA AMURGA (IGLESIA)"
"1555";"2017-10-31 12:01:30";"28.156315";"-15.415595";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1555";"C/ DOCTOR JUAN DOMÍNGUEZ PÉREZ, 2"
"1554";"2017-10-31 12:01:30";"28.158428";"-15.413707";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1554";"C/ DOCTOR JUAN DOMÍNGUEZ PÉREZ, 25"
"1552";"2017-10-31 12:01:30";"28.156143";"-15.416702";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1552";"C/ PROFESOR LOZANO, 10"
"1551";"2017-10-31 12:01:30";"28.118006";"-15.452609";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1551";"C/ CAMINO VIEJO EL CARDÓN, 55"
"1549";"2017-10-31 12:01:30";"28.11585";"-15.454871";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1549";"C/ CAMINO VIEJO EL CARDÓN, FRENTE 74"
"1548";"2017-10-31 12:01:30";"28.06148";"-15.427917";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1548";"C/ MARIANAO, 103"
"1547";"2017-10-31 12:01:30";"28.116257";"-15.445014";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1547";"C/ VIRGEN DEL PILAR, 28"
"1546";"2017-10-31 12:01:30";"28.062328";"-15.425155";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1546";"C/ MARIANAO, 53"
"1545";"2017-10-31 12:01:30";"28.113827";"-15.446665";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1545";"PLAZA BARRANCO LA BALLENA"
"1544";"2017-10-31 12:01:30";"28.063366";"-15.422578";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1544";"C/ MARIANAO, 5"
"1543";"2017-10-31 12:01:30";"28.156017";"-15.417704";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1543";"C/ PROFESOR LOZANO (CANARIAS 7)"
"1541";"2017-10-31 12:01:30";"28.076836";"-15.42598";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1541";"AVDA. DE AMURGA (IGLESIA)"
"1540";"2017-10-31 12:01:30";"28.08509";"-15.43717";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1540";"C/ ARMINDA (LA FAVORITA)"
"1536";"2017-10-31 12:01:30";"28.107069";"-15.420057";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1536";"C/ BUENOS AIRES, 43"
"1535";"2017-10-31 12:01:30";"28.061035";"-15.430507";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1535";"C/ MONTERREY, 1"
"1534";"2017-10-31 12:01:30";"28.096012";"-15.438245";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1534";"C/ PINO APOLINARIO (IGLESIA LOMO APOLINARIO)"
"1533";"2017-10-31 12:01:30";"28.061438";"-15.428892";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1533";"C/ MARIANAO, 60"
"1532";"2017-10-31 12:01:30";"28.08756";"-15.434579";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1532";"C/ FARMACÉUTICO ARENCIBIA CABRERA, FRENTE 18"
"1531";"2017-10-31 12:01:30";"28.06314";"-15.424441";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1531";"C/ VERACRUZ, 16"
"1530";"2017-10-31 12:01:30";"28.096582";"-15.412393";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1530";"C/ ALCALDE DÍAZ SAAVEDRA NAVARRO (PRUDENCIO GUZMÁN)"
"1529";"2017-10-31 12:01:30";"28.11468";"-15.454884";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1529";"C/ ARCHIVERO JOAQUÍN BLANCO MONTESDEOCA (RTDA. NICOLÁS DÍAZ CHICO)"
"1527";"2017-10-31 12:01:30";"28.087118";"-15.43523";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1527";"C/ FARMACÉUTICO ARENCIBIA CABRERA 28"
"1525";"2017-10-31 12:01:30";"28.084867";"-15.43735";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1525";"C/ ARMINDA, FRENTE 1"
"1524";"2017-10-31 12:01:30";"28.112183";"-15.42745";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1524";"C/ PASEO DE SAN ANTONIO, 85"
"1523";"2017-10-31 12:01:30";"28.104387";"-15.413797";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1523";"AVDA. RAFAEL CABRERA (TEATRO)"
"1522";"2017-10-31 12:01:30";"28.1082";"-15.4224";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1522";"C/ PASEO SAN ANTONIO, 27"
"1521";"2017-10-31 12:01:30";"28.107883";"-15.422483";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1521";"C/ PASEO SAN ANTONIO, 4"
"1520";"2017-10-31 12:01:30";"28.113794";"-15.453742";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1520";"C/ ARCHIVERO JOAQUIN BLANCO MONTESDEOCA , 21"
"1519";"2017-10-31 12:01:30";"28.113022";"-15.45163";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1519";"C/ ARCHIVERO JOAQUIN BLANCO (MIMOSA)"
"1518";"2017-10-31 12:01:30";"28.11265";"-15.451667";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1518";"C/ARCHIVERO JOAQUIN BLANCO MONTESDEOCA (PEDRO BARBER)"
"1517";"2017-10-31 12:01:30";"28.09387";"-15.442294";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1517";"C/ ACONCAGUA  (COLEGIO CASABLANCA III)"
"1516";"2017-10-31 12:01:30";"28.079903";"-15.415919";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1516";"AVDA. MARITIMA DEL SUR"
"1515";"2017-10-31 12:01:30";"28.094284";"-15.439827";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1515";"C/ ACONCAGUA, FRENTE 3"
"1513";"2017-10-31 12:01:30";"28.102325";"-15.415268";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1513";"C/ LENTINI (MONOPOL)"
"1512";"2017-10-31 12:01:30";"28.093735";"-15.44255";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1512";"C/ ACONCAGUA (COLEGIO CASABLANCA III)"
"1511";"2017-10-31 12:01:30";"28.134708";"-15.433731";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1511";"AVDA. MESA Y LÓPEZ, 42"
"1510";"2017-10-31 12:01:30";"28.094149";"-15.439425";"http://datosabiertos.laspalmasgc.es/api/datos/guaguas_paradas/1510";"C/ ACONCAGUA, 1"
