DILIG, LUGAR, ALTURA_DE, FECHA, HORA, VEHICULOS, HERIDOS, DESTINO, COLISION, INFR_COND, INFR_PEAT, DENUNCIAS
"266","DIEGO BETANCOR SUAREZ","18","23/01/2016","12:30","1","1","Jefatura","Salida de la vía","Inexperiencia del conductor","Ninguna infracción","0"
"267","PEPE CASTELLANO","2","25/01/2016","08:30","2","2","Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción","0"
"269","ALEJANDRO HIDALGO","GAGO COUTINHO","25/01/2016","11:00","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"270","ZONA DE ESTACIONAMIENTOS DEL CENTRO DE SALUD","","25/01/2016","09:30","2","0","Jefatura","Colisión","Apertura de puertas sin precución","Ninguna infracción","0"
"276","VENTURA DORESTE","DE NESTOR ALAMO","22/01/2016","18:50","2","1","Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción","0"
"277","ROTONDA CEMENTERIO SAN LAZARO","INCORPORACION GC-3","22/01/2016","19:40","2","0","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"278","AVDA. JOSE MESA Y LOPEZ","57","22/01/2016","16:25","2","1","Jefatura","Atropello","Sin definir","Ninguna infracción","0"
"279","AVDA. DE CANARIAS","16","22/01/2016","15:15","3","2","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"280","REAL DEL CASTILLO","84","22/01/2016","22:10","2","0","Jefatura","Otros","Sin definir","Ninguna infracción","0"
"281","TUNEL LA BALLENA","","23/01/2016","01:05","1","0","Jefatura","Salida de la vía","Sin definir","Ninguna infracción","0"
"282","PASEO DE CHIL","BARRANQUILLO DON ZOILO","23/01/2016","00:00","2","1","Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción","0"
"283","ROTONDA LA BALLENA","TRANSPORTES RAMOS","23/01/2016","02:00","2","4","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"284","CORDOBA","12-14","24/01/2016","23:00","2","5","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"285","DOMINGO J NAVARRO","41","25/01/2016","09:30","2","0","Jefatura","Colisión","No respetar prioridad","Ninguna infracción","0"
"287","MENENDEZ Y PELAYO","VALENCIA","25/01/2016","10:05","2","1","Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción","0"
"292","FISICO BLAS CABRERA FELIPE S/N","","25/01/2016","11:00","3","2","Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción","0"
"293","MESA Y LOPEZ","OLOF PALME","21/01/2016","13:23","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"294","ALCALDE DIAZ-SAAVEDRA NAVARRO","CEMENTERIO","25/01/2016","14:00","2","1","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"296","GC-1 AM SUR- NORTE","PKM.6.8","26/01/2016","10:25","4","6","Jefatura","Colisión","Conducción distraída","Ninguna infracción","0"
"298","ROTONDA FDO. GUANARTEM E","AVDA. JOSE MESA Y LOPEZ","26/01/2016","11:40","2","0","Jefatura","Colisión","No respetar prioridad","Ninguna infracción","0"
"299","GC-1, A.M., SENTIDO NORTE","PUNTO KILOMETRICO","26/01/2016","14:45","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"300","ACTRIZ PATRICIA MEDINA","99","26/01/2016","18:35","2","0","Jefatura","Colisión","Conducción distraída","Ninguna infracción","0"
"304","DOCTOR JUAN DOMINGUEZ PEREZ","45","26/01/2016","09:30","2","0","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"305","SANTA LUISA DE MARILLAC","GLORIETA","26/01/2016","13:50","2","0","Jefatura","Colisión","No respetar prioridad","Ninguna infracción","0"
"306","GC.1","DIRECCION SUR","26/01/2016","20:00","2","0","Jefatura","Colisión","No respetar prioridad","Ninguna infracción","0"
"307","GC-1","PK. 8 (S/N)","25/01/2016","17:15","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"308","PASEO EDUARDO MILLARES SALL (CHO-JUA)","ACCESO RAMPA ALCARAVA","27/01/2016","09:40","2","1","Jefatura","Colisión","No respetar prioridad","Ninguna infracción","0"
"309","CEBRIAN","Nº49","26/01/2016","10:20","2","0","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"312","PASEO BLAS CABRERA FELIPE (FISICO)","","26/01/2016","15:45","2","0","Jefatura","Colisión","Circular dirección prohibida","Ninguna infracción","0"
"313","VIA 8014","Nº 27","21/01/2016","10:30","1","1","Jefatura","Atropello","Maniobras de marcha atrás","Ninguna infracción","0"
"314","CARRETERA DE MATA","CALLE DOLLY","27/01/2016","19:25","2","0","Jefatura","Colisión","Conducción distraída","Ninguna infracción","0"
"315","SUBIDA DE PEDRO HIDALGO","BAR CAFETERIA LOS SERRANO","27/01/2016","19:15","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"316","SENADOR CASTILLO OLIVARES","CEBRIAN","27/01/2016","13:30","1","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"317","CALLE ALAMO","TRASERA COLEGIO GUINIGUADA","05/01/2016","10:30","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"318","CARRETERA A SAN LORENZO","119","28/01/2016","11:30","1","2","Jefatura","Colisión","Conducción distraída","Ninguna infracción","0"
"319","ALFONSO CGIZCANO DIAZ","SALIDA DE ACCESO DE CONSULTAS EXTERNAS HOSPIT","23/01/2016","12:30","2","0","Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción","0"
"320","EUSEBIO NAVARRO","33","27/01/2016","20:00","4","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"321","MALAGA","41","27/01/2016","12:45","2","2","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"322","AVDA. ESCALERITAS","NUMERO 52A","26/01/2016","13:50","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"323","PINTOR PEPE DAMASO","NUMERO 10","26/01/2016","18:50","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"324","FERNANDO GUANARTEME","NUMERO 45","26/01/2016","16:15","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"325","LEON Y CASTILLO","NUMERO 268","26/01/2016","11:30","3","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"326","LOPEZ BOTAS","NUMERO 3","26/01/2016","13:10","3","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"327","AVDA. DE LA FERIA","ALFEREZ PROVISIONAL","28/01/2016","23:40","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"328","URUGUAY","LOS MARTINEZ DE ESCOBAR","27/01/2016","14:20","1","0","Jefatura","Salida de la vía","Sin definir","Ninguna infracción","0"
"329","BUENOS AIRES","LEON Y CASTILLO","28/01/2016","18:00","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"333","AVDA. EUFEMIANO JURADO","S/N","27/01/2016","08:00","2","2","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"334","TUCUMAN","SALTA","27/01/2016","08:55","2","0","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"335","JUAN REJON","GORDILLO","27/01/2016","09:10","2","1","Jefatura","Colisión","No respetar prioridad","Ninguna infracción","0"
"336","JUAN MANUEL DURAN GONZALEZ","","12/01/2016","19:30","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"337","AVDA. EUFEMIANO JURADO","S/N","27/01/2016","13:10","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"339","ROTONDA LOMO SAN LAZARO","HOYA DEL ENAMORADO","27/01/2016","14:10","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"340","BRAVO MURILLO","PASEO DE TOMAS MORALES","29/01/2016","10:45","2","0","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"341","PLAZA APAREJADORES Y ARQUITECTOS TECNICOS","","29/01/2016","14:05","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"343","MUELLE DE LAS PALMAS","","29/01/2016","20:20","2","0","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"344","ESTRELLA DE MAR","NUMERO 2","29/01/2016","14:20","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"346","GC-21","KM 3 -- TEROR /LAS PALMAS","29/01/2016","22:51","1","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"352","AVDA. GUILLERMO SANTANA RIVERO","FARMACIA","30/01/2016","21:15","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"354","GALICIA","AVDA. JOSE MESA Y LOPEZ","30/01/2016","16:20","1","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"355","AVDA. JUAN XXIII","","30/01/2016","09:20","2","1","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"356","GC-1 (AM) SUBTERRANEO","BASE NAVAL","01/02/2016","07:30","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"359","CHURRUCA","REPUBLICA DOMINICANA","30/01/2016","10:00","2","2","Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción","0"
"360","MUELLE LAS PALMAS","ALONSO ALVARADO","28/01/2016","12:40","1","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"361","GC-23","KM. 3,5.","30/01/2016","06:05","1","0","Jefatura","Salida de la vía","Sin definir","Ninguna infracción","0"
"362","GC-31","ALTURA ROTONDA LAS BRUJAS","01/02/2015","00:45","1","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"363","ROTONDA LA BALLENA (AEREO)","","01/02/2016","01:30","2","0","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"364","ALBAREDA","35","30/01/2016","21:50","1","1","Jefatura","Atropello","Sin definir","Ninguna infracción","0"
"365","CONCEJAL GARCIA FEO","FRENTE 8","29/01/2016","06:45","3","3","Jefatura","Colisión","Entrar sin precaución en la circulación","Ninguna infracción","0"
"366","HOYA DE LA GALLINA ROTONDA","ACCESO CEMEMNTERIO","01/02/2016","13:10","2","2","Jefatura","Colisión","No respetar prioridad","Ninguna infracción","0"
"367","CTRA. DE LOS GILES A LADERA ALTA","","31/01/2016","21:30","1","1","Jefatura","Colisión","Conducción distraída","Ninguna infracción","0"
"369","JUNCO","46","01/02/2016","15:45","1","0","Jefatura","Colisión","Conducción distraída","Ninguna infracción","0"
"370","GC1 AM","PKM 7,700","28/01/2016","17:40","1","0","Jefatura","Colisión","Conducción distraída","Ninguna infracción","0"
"371","GENERAL BRAVO","NUMERO 31","28/01/2016","10:30","1","0","Jefatura","Colisión","Conducción distraída","Ninguna infracción","0"
"372","GALICIA","","29/01/2016","13:30","1","1","Jefatura","Atropello","Sin infracción","Ninguna infracción","0"
"373","PARKING CORTE INGLES","SOTANO 3","28/01/2016","18:30","2","0","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"374","PADRE CLARET","13","29/01/2016","18:00","2","0","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"380","UMIAGA","BENARTEMI","01/02/2016","09:50","2","0","Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción","0"
"381","OBISPO RABADAN","PASEO TOMAS MORALES","02/02/2016","07:30","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"382","SECRETARIO PADILLA","EL CID","01/02/2016","20:15","2","0","Jefatura","Colisión","Girar incorrectamente","Ninguna infracción","0"
"383","PLAZA FUERO REAL DE GRAN CANARIA","AVDA. ALCALDE JOSE RAMIREZ BETHENCOURT","01/02/2016","21:21","2","1","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"384","LUIS DORESTE SILVA","36","01/02/2016","10:00","1","0","Jefatura","Salida de la vía","Sin definir","Ninguna infracción","0"
"385","AVDA. GUILLERMO SANTANA RIVERO","VIRGEN DEL PILAR","01/02/2016","14:45","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"386","AVDA. JUAN XXIII","AVDA. ALCALDE JOSE RAMIREZ BETHENCOURT","02/02/2016","07:30","1","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"387","AVDA. CESAR MANRIQUE","PINTOR MIRO MAINOU","01/02/2016","21:55","2","0","Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción","0"
"388","GERONA","ALCESTE","01/02/2016","18:20","2","0","Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción","0"
"390","AVDA. ESCALERITAS","JERONIMO MEJIAS","01/02/2016","18:30","5","0","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"394","AMERICO VESPUCIO","60 VVDAS. EN JINAMAR","02/02/2016","23:40","3","0","Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción","0"
"395","VEINTINUEVE DE ABRIL","43-45","25/01/2016","15:15","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"396","TUNEL 'JULIO LUENGO'","DIRECCION SUR","02/02/2016","10:40","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"397","ESCRITOR SECUNDINO DELGADO","PUNTA DEL HIDALGO","01/02/2016","19:15","2","1","Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción","0"
"398","AGUSTINA DE ARAGON","MISERICORDIA","02/02/2016","17:00","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"399","ROTONDA DEL VIGIA","SALIDA A GC23","02/02/2016","15:00","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"400","AVDA. ANSITE","S/N","01/02/2016","14:43","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"401","PLAZA BELEN MARIA","DOCTOR JUAN DOMINGUEZ PEREZ","01/02/2016","14:40","3","2","Jefatura","Colisión","Invadir sentido contrario","Ninguna infracción","0"
"402","SECRETARIO PADILLA","CALIFORNIA","01/02/2016","10:00","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"403","ACCESO A GC-3 DIR. SUR","DESDE LOMO LOS FRAILES","03/02/2016","07:15","5","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"405","BARRANCO DE JACOMAR","","03/02/2016","16:10","3","1","Juzgado","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"406","CORONEL ROCHA","13","03/02/2016","20:50","1","1","Juzgado","Atropello","Sin definir","Ninguna infracción","0"
"407","GC-1 AM SUR - NORTE","ACCESO TUNELES JULIO LUENGO","02/02/2016","21:00","2","1","Jefatura","Colisión","Conducción distraída","Ninguna infracción","0"
"409","PORTUGAL","83","01/02/2016","00:10","2","0","Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción","0"
"410","PEREZ MUÑOZ","28","03/02/2016","16:30","2","0","Jefatura","Otros","Sin definir","Ninguna infracción","0"
"412","ANTONIO MARTEL RODRIGUEZ","4","02/02/2016","11:15","2","0","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"413","REPUBLICA DOMINICANA","CHURRUCA","03/02/2016","15:50","2","0","Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción","0"
"414","PEDRO DEL CASTILLO OLIVARES","1/3","02/02/2016","12:12","2","0","Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción","0"
"415","LEON Y CASTILLO","BLASCO IBAÑEZ","04/02/2016","14:30","2","0","Jefatura","Colisión","Conducción distraída","Ninguna infracción","0"
"416","AVDA. ALCALDE JOSE RAMIREZ BETHENCOURT","AVDA. JUAN XXIII","03/02/2016","18:30","2","0","Jefatura","Colisión","Conducción distraída","Ninguna infracción","0"
"417","GC-1","A. M. PEDRO CULLEN DEL CASTILLO","05/02/2016","03:00","1","1","Jefatura","Colisión","Cansancio, sueño o enfermedad","Ninguna infracción","0"
"418","FONDOS DE SEGURA","Nº 17","05/02/2016","03:15","5","0","Jefatura","Colisión","Cansancio, sueño o enfermedad","Ninguna infracción","0"
"419","JUAN XIII ACCESO DE GC-1","","03/02/2016","16:00","2","1","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"420","DOCTOR SVENTENIUS","LAUREANO DE ARMAS GOURIE","03/02/2016","08:00","2","2","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"421","RAMBLAS DE JINAMAR","ALTURA BLOQ. 14 (PROXIMO DISA)","03/02/2016","19:15","2","2","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"422","AVDA. ALCALDE JOSE RAMIREZ BETHENCOURT","20","05/02/2016","12:30","2","2","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"423","SECRETARIO PADILLA","PIZARRO","01/02/2016","11:00","2","1","Jefatura","Colisión","No respetar prioridad","Ninguna infracción","0"
"424","JOAQUIN BLUME","15","05/02/2016","14:30","2","1","Jefatura","Colisión","Entrar sin precaución en la circulación","Ninguna infracción","0"
"428","PASEO TOMAS MORALES","PAMOCHAMOSO","03/02/2016","12:00","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"429","ALICANTE CON CORDOBA","","03/02/2016","18:00","2","1","Jefatura","Colisión","Girar incorrectamente","Ninguna infracción","0"
"430","PLAZA DE ESPAÑA","3","03/02/2016","06:45","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"431","VALLE INCLAN","JUAN RAMON JIMENEZ","04/02/2016","12:30","3","1","Jefatura","Colisión","Girar incorrectamente","Ninguna infracción","0"
"432","GC-23","SENTIDO NORTE RTONDA BALLENA","04/02/2016","08:35","2","4","Jefatura","Colisión","Conducción distraída","Ninguna infracción","0"
"433","AGUALATENTE","ARINAGA","04/02/2016","12:30","2","1","Jefatura","Colisión","No cumplir la señal de 'Ceda el Paso'","Ninguna infracción","0"
"434","CARVAJAL","60 VVDAS. EN JINAMAR","04/02/2016","12:25","3","1","Jefatura","Colisión","Invadir sentido contrario","Ninguna infracción","0"
"435","IGNACIO PEREZ GALDOS (CAPITAN G. DE CANARIAS)","DOMINGO GUERRA DEL RIO","04/02/2016","09:40","1","1","Jefatura","Vuelco","Estado o condición de la vía","Ninguna infracción","0"
"436","AVDA. PRIMERO DE MAYO","NUM. 11","04/02/2016","20:25","1","1","Jefatura","Otros","Sin definir","Ninguna infracción","0"
"437","ACCESO GC-3","ROTONDA CEMENTERIO SAN LAZARO","04/02/2016","19:40","1","1","Jefatura","Colisión","No respetar paso de peatones","Ninguna infracción","0"
"438","AVDA. PRIMERO DE MAYO","15","04/02/2016","18:50","2","0","Jefatura","Colisión","No respetar prioridad","Ninguna infracción","0"
"439","TUNERILLAS","BATALLA DE BALAGUER","05/02/2016","12:50","1","1","Jefatura","Otros","Sin definir","Ninguna infracción","0"
"440","GC-340","FRENTE POLIGONO LOMO BLANCO","06/02/2016","00:05","1","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"441","GC-1","NORTE ALTURA SAN TELMO KM 4.4","04/02/2016","14:15","2","2","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"443","GC-1-AUTOVIA MARITIMA P.K.7-INCORPORACION TUN","","07/02/2016","09:45","2","0","Juzgado","Colisión","Alcohol o drogas","Ninguna infracción","0"
"445","AVDA. ESCALERITAS","PASEO CHIL","07/02/2016","14:20","2","1","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"446","ALFEREZ PROVISIONAL","","05/02/2016","16:20","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"447","ROTONDA LA AMERICAS","INCORPORACION MARIO CESAR","07/02/2016","22:50","2","4","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"448","GABRIEL MIRO","11","07/02/2016","17:10","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"449","PLUTON","COLEGIO HOYA ANDREA","05/02/2016","18:10","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"450","AVDA. ESCALERITAS","71","06/02/2016","13:50","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"451","CEBRIAN","49","06/02/2016","14:30","3","1","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"452","RAFAELA DE LAS CASAS GONZALEZ","18","06/02/2016","20:40","1","1","Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción","0"
"454","PLAZA LAS AMERICAS","","07/02/2016","11:25","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"455","NUMANCIA","","07/02/2015","21:20","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"456","GC-1, A.M., SENTIDO NORTE","PUNTO KILOMETRICO 2.750","08/02/2016","07:20","3","2","Jefatura","Colisión","Conducción distraída","Ninguna infracción","0"
"457","FERNANDO GUANARTEME","49","05/02/2016","07:50","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"459","DOS DE MAYO","22","05/02/2016","17:35","2","0","Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción","0"
"460","CARRETERA DE MATA","RUISEÑORES","05/02/2016","13:30","2","1","Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción","0"
"461","PARKING AYUNTAMIENTO LPGC","","04/02/2016","15:15","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"462","BUENOS AIRES","EDUARDO","08/02/2016","22:45","1","0","Jefatura","Otros","Sin definir","Ninguna infracción","0"
"463","LEON Y CASTILLO","324","09/02/2016","06:00","1","3","Juzgado","Atropello","Alcohol o drogas","Ninguna infracción","0"
"466","CARRETERA DE ALMATRICHE","135","05/02/2016","09:10","1","1","Jefatura","Salida de la vía","Sin definir","Ninguna infracción","0"
"467","NICOLAS MONCHE LOPEZ","7","05/02/2016","16:25","2","2","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"468","TUNEL DE JULIO LUENGO","DIRECCION TORRE LAS PALMAS","08/02/2016","18:30","2","1","Jefatura","Colisión","Conducción distraída","Ninguna infracción","0"
"469","PARROCO FRANCISCO RODRIGUEZ RODRIGUEZ","55","08/02/2016","17:40","2","0","Jefatura","Colisión","Conducción distraída","Ninguna infracción","0"
"470","CANALEJAS","6","08/02/2016","09:06","1","1","Jefatura","Otros","Estado o condición de la vía","Ninguna infracción","0"
"471","DON BERNARDINO CORREA VIERA","17","08/02/2016","15:30","1","0","Jefatura","Salida de la vía","Conducción distraída","Ninguna infracción","0"
"472","GC110","SENTIDO BAJADA PARKING UNIVERSIDAD","08/02/2016","18:40","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"473","SHUBERT S/N","17","09/02/2016","19:40","1","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"474","TUNEL 'JULIO LUENGO'","","09/02/2016","17:00","2","5","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"475","GC-300","KM 1","05/02/2016","15:20","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"477","ROTONDA PLAZA DE SANTIAGO BARRY HERNADEZ","","08/02/2016","09:50","2","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"478","AVDA. CESAR MANRIQUE","Nº 3","08/02/2016","16:45","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"479","RAMBLAS DE JINAMAR","ENTRE BLOQUE 9 Y 10","08/02/2016","20:30","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"480","AVDA. PRIMERO DE MAYO","16","10/02/2016","20:05","1","1","Jefatura","Atropello","No respetar paso de peatones","Ninguna infracción","0"
"481","CARRETERA MARZAGAN SABINAL S/N","SENTIDO CEIP EUROPA","08/02/2016","19:30","1","1","Jefatura","Atropello","No respetar paso de peatones","Ninguna infracción","0"
"484","BENTAYGA","NUM.19","10/02/2016","18:25","2","0","Jefatura","Colisión","Conducción distraída","Ninguna infracción","0"
"485","DOMINGO GUERRA DEL RIO","5.","10/02/2016","21:50","2","0","Jefatura","Colisión","Conducción distraída","Ninguna infracción","0"
"487","AVDA. ESCALERITAS","CRONISTA BATLLORI LORENZO","10/02/2016","10:20","1","1","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"489","GC-23","SALIDA DE LA CALLE MARIO CESAR","10/02/2016","15:30","2","0","Jefatura","Colisión","Entrar sin precaución en la circulación","Ninguna infracción","0"
"491","GC-1 A.M.","PK - 7.0","11/02/2016","09:20","2","2","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"493","ALFREDO L.JONES","RECINTO PRIVADO DEL REINA ISABEL","10/02/2016","11:20","1","1","Jefatura","Atropello","Conducción distraída","Ninguna infracción","0"
"495","PLAZA APAREJADORES Y ARQUITECTOS TECNICOS","","11/02/2016","10:50","2","0","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"496","FERNANDO GUANARTEME","101","11/02/2016","16:45","2","0","Jefatura","Colisión","Apertura de puertas sin precución","Ninguna infracción","0"
"498","GC-110","LENTINI","11/02/2016","15:05","2","0","Jefatura","Colisión","No respetar indicaciones semáforo","Ninguna infracción","0"
"499","GC-1 A.M.","P.KM. 1.2. S-N","11/02/2016","12:05","2","1","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"504","AYAGAURES","TANATORIO SAN MIGUEL","11/02/2016","12:15","1","1","Jefatura","Atropello","Sin definir","Ninguna infracción","0"
"505","PARKING DE LAS ARENAS","1","10/02/2016","17:45","2","1","Juzgado","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción","0"
"507","GC-23","PK1500","12/02/2016","08:45","2","1","Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción","0"
"508","ACCESO A PARKING DE LA BALLENA","","12/02/2016","12:25","2","2","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"509","PEREZ DEL TORO","AVDA. JUAN XXIII","12/02/2016","01:30","2","3","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"510","OBISPO RABADAN","LEON Y CASTILLO","12/02/2016","14:25","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"511","GC-1 NORTE - SUR","ESTACION DE GUAGUAS","12/02/2016","21:53","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","1"
"512","AVDA. ESCALERITAS","","13/02/2015","15:45","1","1","Jefatura","Colisión","Velocidad inadecuada","Ninguna infracción","0"
"515","LAS BORRERAS","HOYA DEL ENAMORADO","14/02/2016","06:10","1","3","Juzgado","Salida de la vía","Alcohol o drogas","Ninguna infracción","0"
"516","AVDA. PINTOR FELO MONZON","40","14/02/2016","06:30","4","0","Juzgado","Colisión","Sin definir","Ninguna infracción","0"
"517","GC. 23","P.K. 1","14/02/2016","15:30","1","1","Jefatura","Salida de la vía","Velocidad inadecuada","Ninguna infracción","0"
"518","AVDA. PARQUE CENTRAL","","14/02/2016","","2","0","Jefatura","Colisión","Sin definir","Ninguna infracción","0"
"519","CARRETERA GENERAL DEL ALMATRICHE","NUM.143","14/02/2016","00:01","1","1","Jefatura","Vuelco","Entrar sin precaución en la circulación","Ninguna infracción","0"
"520","GC-2 KM. 0.3 SENTIDO","ALCARAVANERAS (JULIO LUENGO)","11/02/2016","16:30","2","2","Jefatura","Colisión","No indicar maniobra","Ninguna infracción","0"
"521","CALLE MALAGA","REYES CATOLICAS (ROTONDA)","12/02/2016","12:15","2","5","Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción","0"
"524","HOYA DEL ENAMORADO","AVDA. HOYA DE LA GALLINA","11/02/2016","23:55","2","0","Jefatura","Colisión","Velocidad inadecuada","Ninguna infracción","0"
"525","GC-110","P.K.7,200.","12/02/2016","09:45","1","1","Jefatura","Salida de la vía","Sin definir","Ninguna infracción","0"
