"DILIG","LUGAR","ALTURA_DE","FECHA","HORA","VEHICULOS","HERIDOS","DESTINO","COLISION","INFR_COND","INFR_PEAT","DENUNCIAS"
1,"GC-23","KM. 2 NORTE",01/01/2011,"07:50",1,0,"Juzgado","Colisión","Sin definir","Ninguna infracción",0
2,"AVDA. DE CANARIAS","SANTIAGO TEJERA OSSAVARRY",01/01/2011,"09:30",2,0,"Juzgado","Colisión","Sin definir","Ninguna infracción",0
6,"CENTRO COMERCIAL LA BALLENA","APARCAMIENTO AEREO",02/01/2011,"10:30",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
7,"LUIS ANTUNEZ","ITALIA",02/01/2011,"14:15",2,1,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
8,"REPUBLICA DOMINICANA","COSTA RICA",02/01/2011,"17:30",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
9,"PARROCO SEGUNDO VEGA","26",02/01/2011,"19:05",4,0,"Jefatura","Atropello","Alcohol o drogas","Ninguna infracción",0
10,"LOMO LA PLANA",,02/01/2011,"17:00",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
11,"AVDA. ALCALDE JOSE RAMIREZ BETHENCOURT","ALCARAVANERA",02/01/2011,"21:20",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
12,"PINO APOLINARIO","RESTAURANTE GUINIGUADA",03/01/2011,"16:45",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
13,"AVDA. PINTOR FELO MONZON",,03/01/2011,"09:35",1,4,"Juzgado","Atropello","Conducción distraída","Ninguna infracción",1
14,"AVDA. ESCALERITAS","122",28/01/2011,"07:55",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",1
15,"AGUADULCE","37",03/01/2011,"13:45",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
16,"FARO","FERRERAS",03/01/2011,"10:30",5,7,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
17,"ALMATRICHE","ESTACION DE SERVICIO CEPSA",03/01/2011,"18:40",2,0,"Juzgado","Colisión","Alcohol o drogas","Ninguna infracción",0
18,"PASEO TOMAS MORALES","65",04/01/2011,"02:48",2,0,"Juzgado","Colisión","Alcohol o drogas","Ninguna infracción",0
19,"PLAZA NUESTRA SEÑORA DEL PINO",,04/01/2011,"10:45",2,1,"Jefatura","Colisión","Girar incorrectamente","Ninguna infracción",0
21,"PLAZA BARRANCO DE LA BALLENA",,04/01/2011,"22:45",2,1,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
22,"TUNEL 'JULIO LUENGO'","OESTE",04/01/2011,"15:45",2,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
23,"PARQUE MOVIL POLICIA LOCAL",,04/01/2011,"17:15",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
24,"CENTRO COMERCIAL LA BALLENA","APARCAMIENTO AEREO",05/01/2011,"17:00",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
25,"FRANCISCO GOURIE","77",05/01/2011,"23:00",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
26,"CARVAJAL","21",06/01/2011,"04:20",2,0,"Juzgado","Colisión","Alcohol o drogas","Ninguna infracción",0
27,"PASEO SAN JOSE","ESQUINA PEDRO DIAZ",06/01/2011,"01:55",2,3,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
28,"URB. MESTISAY",,06/01/2011,"11:00",2,2,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
29,"PINO APOLINARIO","38",06/01/2011,"14:00",6,0,"Jefatura","Colisión","Estado o condición de la vía","Ninguna infracción",0
31,"AVDA. ALCALDE JOSE RAMIREZ BETHENCOURT","KM. 7 NORTE",03/01/2011,"09:50",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
32,"GC-2","ACCESO A GC-23",07/01/2011,"12:00",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
34,"BERNARDO DE LA TORRE","3",07/01/2011,"19:00",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
35,"AVDA. GUILLERMO SANTANA RIVERO","AVDA. DE LA FERIA",07/01/2011,"19:30",2,2,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
36,"AVDA. ESCALERITAS","ACCESO GC-23",07/01/2011,"20:05",1,2,"Juzgado","Atropello","Conducción distraída","Ninguna infracción",0
37,"CASA ROMAN","9",07/01/2011,"09:00",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
39,"GRAVINA","40",07/01/2011,"23:00",2,0,"Juzgado","Colisión","Alcohol o drogas","Ninguna infracción",0
41,"SEVERO OCHOA","14",07/01/2011,"23:45",2,2,"Juzgado","Colisión","Alcohol o drogas","Ninguna infracción",0
42,"AVDA. ALCALDE JUAN RODRIGUEZ DORESTE","CLUB NAUTICO NORTE",08/01/2011,"01:46",1,1,"Juzgado","Atropello","Alcohol o drogas","Ninguna infracción",0
43,"LEON Y CASTILLO","389",08/01/2011,"05:30",1,0,"Juzgado","Colisión","Alcohol o drogas","Ninguna infracción",0
44,"AVDA. DE CANARIAS","KM. 3 SUR",08/01/2011,"06:45",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",1
45,"AVDA. DE LOS CAMBULLONEROS","PLAZA TRABAJADORES PORTUARIOS",08/01/2011,"10:30",1,1,"Jefatura","Otros","Conducción distraída","Ninguna infracción",0
46,"HOYA DE LA PLATA","ROTONDA DE ACCESO",07/01/2011,"19:35",2,1,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
47,"DOMINGO GUERRA DEL RIO","77",06/01/2011,"17:00",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",1
48,"DOLORES DE LA ROCHA","12",08/01/2011,"20:30",3,0,"Juzgado","Colisión","Alcohol o drogas","Ninguna infracción",0
55,"AVDA. ESCALERITAS","177",08/01/2011,"21:20",2,1,"Juzgado","Colisión","Conducción distraída","Ninguna infracción",0
56,"BERNARDO DE LA TORRE","82",09/01/2011,"00:10",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
57,"DOCTOR MARAÑON","ENTRADA CRUZ DE PIEDRA",09/01/2011,"08:00",1,0,"Juzgado","Colisión","Alcohol o drogas","Ninguna infracción",0
59,"GC-110","PARQUE DEL BATAN",09/01/2011,"12:36",1,0,"Jefatura","Otros","Sin definir","Ninguna infracción",0
61,"GC-23","ROTONDA FINAL",09/01/2011,"05:15",2,0,"Jefatura","Colisión","Girar incorrectamente","Ninguna infracción",0
62,"GC-23","KM. 0,200",02/01/2011,"13:00",3,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
63,"ARCHIVERO JOAQUIN BLANCO MONTESDEOCA",,02/01/2011,"20:10",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
64,"CENTRO COMERCIAL EL MIRADOR","APARCAMIENTO AEREO",02/01/2011,"14:40",2,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
65,"AVDA. DE LA FERIA","54",03/01/2011,"15:25",2,2,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
66,"CENTRO COMERCIAL EL MIRADOR","APARCAMIENTOS",02/01/2011,"11:25",2,3,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
67,"NUMANCIA","LEPANTO",03/01/2011,"13:15",2,1,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
68,"AVDA. ESCALERITAS","FRENTE LA CORNISA",03/01/2011,"10:00",2,0,"Jefatura","Otros","No mantener el intervalo seg.","Ninguna infracción",0
69,"MALAGA","23",04/01/2011,"14:10",2,1,"Jefatura","Atropello","Otros factores o infracciones","Otras infracciones",0
70,"HOSPITAL MATERNO INFANTIL","APARCAMIENTOS",10/01/2011,"09:10",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
71,"MAESTRO VALLE","CAMILO SAINT SAENS",05/01/2011,"14:30",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
72,"MENENDEZ Y PELAYO","35",08/01/2011,"15:15",2,0,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
73,"AVDA. PRINCIPE DE ASTURIAS","ACCESO PARKIN C.C. LAS ARENAS",05/01/2011,"13:30",2,0,"Jefatura","Colisión","Tramo en obras","Ninguna infracción",0
74,"LEON Y CASTILLO","CLUB NAUTICO",05/01/2011,"14:20",1,1,"Jefatura","Atropello","Conducción distraída","Ninguna infracción",0
84,"MORATIN","JUAN RAMON JIMENEZ",09/01/2011,"13:30",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
85,"ACONCAGUA","10",11/01/2011,"00:10",5,2,"Juzgado","Colisión","Alcohol o drogas","Ninguna infracción",0
89,"AVDA. INDUSTRIAL JOSE SANCHEZ PEÑATE","ROTONDA.",05/01/2011,"10:45",2,0,"Jefatura","Colisión","Girar incorrectamente","Ninguna infracción",0
90,"PLAZA APAREJADORES Y ARQUITECTOS TECNICOS",,06/01/2011,"21:40",2,0,"Jefatura","Colisión","Girar incorrectamente","Ninguna infracción",0
91,"SAN BERNARDO","27",07/01/2011,"10:30",2,2,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
92,"AGAETE","7",10/01/2011,"09:20",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
97,"AVDA. DE CANARIAS","KM. 3",10/01/2011,"21:10",3,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
98,"AVDA. DE CANARIAS","PKM 4.700 DIR. N-S",05/01/2011,"14:30",2,2,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
99,"AVDA. ALCALDE JOSE RAMIREZ BETHENCOURT","TORRE LAS PALMAS",05/01/2011,"12:45",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
100,"ROTONDA ELECTRA OBRA DE PEREZ GALDOS",,12/01/2011,"07:45",2,0,"Jefatura","Colisión","Girar incorrectamente","Ninguna infracción",0
101,"JUAN MANUEL DURAN GONZALEZ","PRESIDENTE ALVEAR",04/01/2011,"09:45",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
102,"RAFAELA DE LAS CASAS GONZALEZ","CARMEN SANTANA GIL",08/01/2011,"04:05",3,0,"Jefatura","Colisión","Invadir sentido contrario","Ninguna infracción",0
103,"FRANCISCO GOURIE",,03/01/2011,"19:00",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
104,"MANUEL GONZALEZ MARTIN","44",07/01/2011,"20:10",4,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
105,"AVDA. DE CANARIAS","JUAN E. DORESTE",05/01/2011,"14:15",2,0,"Jefatura","Colisión","No cumplir la señal de Stop","Ninguna infracción",0
106,"SERVENTIA","100",07/01/2011,"10:00",1,0,"Jefatura","Colisión","Velocidad inadecuada","Ninguna infracción",1
107,"DIDEROT","JUAN MANUEL DURAN GONZALEZ",12/01/2011,"15:15",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
108,"HOSPITAL DE GRAN CANARIA 'DOCTOR NEGRIN'","ROTONDA AGUSTIN ESPINOSA (ESCRITOR)",12/01/2011,"15:50",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
109,"GERONA","ALCESTE",12/01/2011,"08:05",1,1,"Jefatura","Atropello","Conducción distraída","Ninguna infracción",0
110,"CTRA. DE LAS TORRES","ZONA INDUSTRIAL",12/01/2011,"17:00",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
111,"PASEO DE SAN JOSE","150",12/01/2011,"19:40",2,0,"Juzgado","Colisión","Bajo los efectos de bebidas alcohólicas","Ninguna infracción",0
113,"AVDA. DE CANARIAS","ACCESO PILARILLO SECO",12/01/2011,"23:15",2,1,"Juzgado","Colisión","Bajo los efectos de bebidas alcohólicas","Ninguna infracción",0
114,"AVDA. JOSE MESA Y LOPEZ","PLAZA DE LA VICTORIA",12/01/2011,"23:30",1,1,"Jefatura","Colisión","Velocidad inadecuada","Ninguna infracción",0
116,"GC-31","KM. 0",13/01/2011,"03:00",1,0,"Juzgado","Colisión","Bajo los efectos de bebidas alcohólicas","Ninguna infracción",0
117,"HOYA DE LA GALLINA","S/N",05/01/2011,"12:10",2,2,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
118,"DIEGO ORDAZ",,08/01/2011,"17:15",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
119,"ANDAMANA","TECEN",06/01/2011,"14:25",3,1,"Jefatura","Colisión","No cumplir la señal de Stop","Ninguna infracción",0
120,"AVDA. JOSE MESA Y LOPEZ","PLAZA DE ESPAÑA",07/01/2011,"21:45",2,1,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
121,"CENTRO COMERCIAL EL MIRADOR","PARKING",04/01/2011,"22:26",2,2,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
122,"CTRA. DE LOS TARAHALES",,07/01/2011,"11:50",2,1,"Jefatura","Colisión","Adelantar antirreglamentariamente","Ninguna infracción",0
123,"AVDA. ALCALDE JUAN RODRIGUEZ DORESTE","LEON Y CASTILLO, 325",07/01/2011,"13:00",2,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
124,"AVDA. ANSITE","ROTONDA HOSPITAL DE GC",12/01/2011,"16:30",1,1,"Jefatura","Atropello","No respetar paso de peatones","Ninguna infracción",0
126,"LUIS MOROTE","1",07/01/2011,"16:30",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
128,"DAOIZ","36",07/01/2011,"18:25",2,0,"Jefatura","Colisión","Otras infracciones","Ninguna infracción",0
129,"CTRA. DEL NORTE","ROTONDA DE LA BALLENA",08/01/2011,"13:00",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
130,"AVDA. DE CANARIAS","PUNTO KILOMETRICO 1.300",10/01/2011,"18:40",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
131,"MUELLE LAS PALMAS","VENEGAS",07/01/2011,"10:50",2,1,"Jefatura","Colisión","Girar incorrectamente","Ninguna infracción",0
132,"AVDA. ALCALDE JUAN RODRIGUEZ DORESTE","P KM. 8'6",10/01/2011,"13:50",2,1,"Jefatura","Colisión","Otras infracciones","Ninguna infracción",0
133,"PI Y MARGALL","ALEMANIA",10/01/2011,"18:00",2,1,"Jefatura","Colisión","No cumplir la señal de Stop","Ninguna infracción",0
135,"LAS BORRERAS","1",13/01/2011,"13:25",1,1,"Jefatura","Atropello","No respetar indicaciones semáforo","Ninguna infracción",0
136,"ALMATRICHE","ROTONDA ACCESO CUESTA RAMON",05/01/2011,"17:00",3,3,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
137,"AVDA. ESCALERITAS","70",09/01/2011,"07:25",3,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
138,"LEOPOLDO MATOS",,11/01/2011,"15:10",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
139,"AVDA. JUAN CARLOS I",,09/01/2011,"10:00",1,1,"Jefatura","Colisión","Ninguna infracción","Ninguna infracción",0
140,"504 VVDAS. EN JINAMAR",,10/01/2011,"08:19",2,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
141,"CTRA. DEL NORTE","ROTONDA DOCTOR MARAÑON",10/01/2011,"11:00",2,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
142,"ROTONDA DOCTOR JUAN DIAZ RODRIGUEZ","ROTONDA LA BALLENA",11/01/2011,"11:40",2,0,"Jefatura","Colisión","Ninguna infracción","Ninguna infracción",0
143,"PLAZA FUERO REAL DE GRAN CANARIA",,10/01/2011,"11:30",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
144,"CTRA. DE SAN LORENZO","117",11/01/2011,"21:20",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
145,"AVDA. JOSE MESA Y LOPEZ","FRENTE AL 80",10/01/2011,"10:45",2,1,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
146,"AVDA. ALCALDE JOSE RAMIREZ BETHENCOURT","LEON Y CASTILLO",11/01/2011,"17:00",3,2,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
147,"PASEO DE CHIL","29",09/01/2011,"00:00",2,2,"Jefatura","Colisión","Girar incorrectamente","Ninguna infracción",0
148,"CAMPUS UNIVERSITARIO","UNIVERSIDAD EMPRESARIALES",11/01/2011,"17:15",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
149,"AYAGAURES","ACCESO A TANATORIO SAN MIGUEL",09/01/2011,"17:15",2,1,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
150,"MARIA AMADOR","Nº 1",13/01/2011,"13:00",1,1,"Jefatura","Atropello","Maniobras de marcha atrás","Ninguna infracción",0
151,"PLAZA DE LOS DERECHOS HUMANOS","ENTRADA FRENTE A LA FUENTE LUMINOSA",13/01/2011,"11:30",1,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
152,"PRINCESA ABENAHORA","Nº 6",12/01/2011,"20:00",1,2,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
153,"SALAMANCA","47",12/01/2011,"05:55",2,0,"Jefatura","Colisión","Velocidad inadecuada","Ninguna infracción",0
156,"HOSPITAL DE GRAN CANARIA 'DOCTOR NEGRIN'","APARCAMIENTOS",14/01/2011,"13:15",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
157,"FERNANDO GUANARTEME","207",14/01/2011,"14:15",1,1,"Jefatura","Atropello","Ninguna infracción","Cruzar la vía antirreglamentariamente",0
158,"SANTA LUISA DE MARILLAC","ROTONDA",14/01/2011,"11:30",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
164,"FRANCISCO GOURIE","57",15/01/2011,"22:45",2,0,"Juzgado","Colisión","Bajo los efectos de bebidas alcohólicas","Ninguna infracción",0
167,"DOCTOR GARCIA CASTRILLO","26",16/01/2011,"08:00",1,0,"Juzgado","Colisión","Bajo los efectos de bebidas alcohólicas","Ninguna infracción",0
168,"GC-310","MAIPEZ, 11",16/01/2011,"17:40",1,2,"Jefatura","Salida de la vía","Velocidad inadecuada","Ninguna infracción",0
169,"ALFEREZ PROVISIONAL","AVDA. DE LA FERIA",15/01/2011,"09:05",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
171,"PRESIDENTE ALVEAR","BARCELONA",13/01/2011,"11:30",1,1,"Jefatura","Atropello",,"Cruzar la vía antirreglamentariamente",0
172,"ESPARTERO","SIMANCAS",11/01/2011,"07:40",2,0,"Jefatura","Colisión","No cumplir la señal de Stop","Ninguna infracción",0
173,"CTRA. CUESTA RAMON","54",10/01/2011,"12:20",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
174,"CANDELARIA DE LEON","8",13/01/2011,"23:05",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
175,"ALICANTE","1",17/01/2011,"02:00",2,7,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
176,"DOCTOR JUAN DOMINGUEZ PEREZ",,15/01/2011,"17:50",1,0,"Jefatura","Salida de la vía","Ninguna infracción","Ninguna infracción",0
179,"EL BATAN","ROTONDA GC-110",10/01/2011,"18:00",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
180,"EL CONDUCTOR","2",17/01/2011,"10:30",2,0,"Jefatura","Colisión","Otras infracciones","Ninguna infracción",0
182,"BENECHARO","PALMAR",17/01/2011,"12:00",1,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
185,"TOMAS IRIARTE","OBISPO RABADAN",17/01/2011,"17:00",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
186,"LAS BRUJAS","ROTONDA",17/01/2011,"18:50",2,1,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
187,"MATIAS PADRON","85",17/01/2011,"19:10",4,0,"Juzgado","Colisión","Bajo los efectos de bebidas alcohólicas","Ninguna infracción",0
188,"SIMANCAS","Nº36",17/01/2011,"18:00",2,1,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
190,"TUNEL 'JULIO LUENGO'",,17/01/2011,"15:20",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
191,"HOYA DE LA PLATA","AVDA. DE CANARIAS",11/01/2011,"07:05",1,0,"Jefatura","Salida de la vía",,"Ninguna infracción",0
192,"AVDA. ALCALDE JOSE RAMIREZ BETHENCOURT","PK. 7.150",17/01/2011,"16:30",4,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
193,"AVDA. JOSE MESA Y LOPEZ",,13/01/2011,"11:30",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
196,"CALIFORNIA","13",11/01/2011,"18:45",2,1,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
201,"SEMANA DE PASION","ACCESO LAS COLORADAS",10/01/2011,"15:00",2,6,"Jefatura","Colisión","No cumplir la señal de Stop","Ninguna infracción",0
204,"AVDA. PRIMERO DE MAYO","59",11/01/2011,"20:30",2,1,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
209,"JOSE MANUEL MOTAS PEREZ","MARIANAO",12/01/2011,"18:30",2,2,"Jefatura","Colisión","No cumplir la señal de Stop","Ninguna infracción",0
210,"JUAN SARAZA ORTIZ","ROTONDA",14/01/2011,"11:15",2,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",1
211,"AVDA. ALCALDE JOSE RAMIREZ BETHENCOURT","PKM 8.400",13/01/2011,"20:00",2,2,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
212,"AVDA. RAFAEL CABRERA","PARQUE DE SAN TELMO",13/01/2011,"18:20",1,2,"Jefatura","Colisión","Otras infracciones","Ninguna infracción",0
213,"AVDA. INDUSTRIAL JOSE SANCHEZ PEÑATE","CANTRO COMECIAL LAS ARENAS",18/01/2011,"06:00",1,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
214,"ANDRES RAMOS","5",18/01/2011,"20:45",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
215,"BATALLA DE BALAGUER","1",14/01/2011,"09:50",2,0,"Jefatura","Colisión","Ninguna infracción","Ninguna infracción",0
216,"VELARDE","3",14/01/2011,"17:00",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
217,"AVDA. DE CANARIAS","KM:2.0",14/01/2011,"12:45",1,1,"Jefatura","Atropello",,"Cruzar la vía antirreglamentariamente",0
218,"ARISTIDES BRIAND","10",14/01/2011,"18:30",2,1,"Jefatura","Colisión","Ninguna infracción","Ninguna infracción",0
219,"JUNCO","AMAPOLA",14/01/2011,"08:40",1,1,"Jefatura","Atropello","Ninguna infracción","Cruzar la vía antirreglamentariamente",0
220,"DIEGO VEGA SARMIENTO","40",15/01/2011,"01:40",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
223,"CUESTA BLANCA",,15/01/2011,"19:30",2,0,"Jefatura","Colisión","No cumplir la señal de Stop","Ninguna infracción",0
224,"AVDA. DE CANARIAS","UNIVERSIDAD POPULAR",13/01/2011,"13:50",3,1,"Jefatura","Colisión","Otras infracciones","Ninguna infracción",0
225,"JUAN DE GUTEMBERG","MALLORCA",14/01/2011,"09:30",3,0,"Jefatura","Colisión","No cumplir la señal de Stop","Ninguna infracción",0
226,"ALBAREDA","24",15/01/2011,"16:30",2,2,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
227,"CTRA. DEL NORTE","ROTONDA JUAN DIAZ RODRIGUEZ",18/01/2011,"08:15",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
228,"CTRA. DE SAN LORENZO","P.K. 0.5",18/01/2011,"20:50",2,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
229,"CTRA. DEL CARDON","102",18/01/2011,"18:40",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
230,"GALICIA","AVDA. JOSE MESA Y LOPEZ",16/01/2011,"04:15",2,0,"Jefatura","Colisión","Girar incorrectamente","Ninguna infracción",0
231,"GUSTAVO J. NAVARRO NIETO","PUENTE COLGANTE LA FERIA",15/01/2011,"14:50",2,2,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
232,"ROTONDA ELECTRA OBRA DE PEREZ GALDOS","PUENTE AEREO LA FERIA",15/01/2011,"13:00",2,2,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
235,"MUNGUIA","504 VVDAS. EN JINAMAR",18/01/2011,"13:00",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
236,"ALEMANIA","PI Y MARGALL",18/01/2011,"10:45",2,1,"Jefatura","Colisión",,"Ninguna infracción",0
237,"AVDA. DE CANARIAS","P.K. 2.800",14/01/2011,"21:20",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
238,"GC-2","P.K. 0.5",15/01/2011,"11:40",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
239,"LEON Y CASTILLO","117",18/01/2011,"05:40",1,0,"Jefatura","Colisión","Velocidad inadecuada","Ninguna infracción",0
240,"PEREZ DEL TORO","STA JUANA DE ARCO",16/01/2011,"17:35",2,1,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
241,"ALFEREZ PROVISIONAL","ESCUELA DE IDIOMAS",19/01/2011,"11:30",3,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
242,"SALVADOR MANRIQUE DE LARA","PASEO MADRID",16/01/2011,"22:15",2,0,"Jefatura","Colisión","Entrar sin precaución en la circulación","Ninguna infracción",0
243,"PASEO TOMAS MORALES","CAYETANA DE LUGO",16/01/2011,"06:45",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
244,"FERRERAS","17",16/01/2011,"17:00",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
245,"HOYA DE LA PLATA","16",18/01/2011,"13:00",2,1,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",0
246,"MUELLE LAS PALMAS","ACCESO DESDE AVDA. DE CANARIAS",18/01/2011,"08:35",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
247,"LEON Y CASTILLO","PRESIDENTE ALVEAR",10/01/2011,"20:25",1,1,"Jefatura","Atropello","Conducción distraída","Ninguna infracción",0
248,"CHURRUCA","AVDA. JOSE MESA Y LOPEZ",18/01/2011,"10:40",2,1,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
249,"AVDA. ALCALDE JUAN RODRIGUEZ DORESTE","KM. 7,800 DIREC. SUR",17/01/2011,"12:05",2,2,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
250,"PLAZA BELEN MARIA",,17/01/2011,"07:45",2,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
253,"PIO XII","4",19/01/2011,"13:40",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
