"DILIG","LUGAR","ALTURA_DE","FECHA","HORA","VEHICULOS","HERIDOS","DESTINO","COLISION","INFR_COND","INFR_PEAT","DENUNCIAS"
1034,"JACOMAR","BARRANCO DE JACOMAR",08/03/2011,"18:50",1,0,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",0
1035,"CEMENTERIO SAN LAZARO","ROTONDA CON GC-3",08/03/2011,"22:40",1,0,"Juzgado","Salida de la vía","Alcohol o drogas","Ninguna infracción",0
1037,"JERICO","ESCULTOR LUIS MONTULL",09/03/2011,"00:30",2,2,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
1038,"LEON Y CASTILLO","INGENIERO SALINAS",09/03/2011,"05:40",1,2,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",0
1039,"DON PIO CORONADO","88",07/03/2011,"16:00",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",1
1040,"JUAN MANUEL DURAN GONZALEZ","17",07/03/2011,"11:00",2,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
1041,"AVDA. INDUSTRIAL JOSE SANCHEZ PEÑATE",,07/03/2011,"23:15",1,1,"Jefatura","Salida de la vía","Otros factores o infracciones","Ninguna infracción",0
1042,"GENERAL VIVES","ISLA DE CUBA",07/03/2011,"13:00",2,0,"Jefatura","Colisión","Adelantar antirreglamentariamente","Ninguna infracción",0
1043,"PLAZA INGENIERO MANUEL BECERRA","JUAN REJON",07/03/2011,"14:40",2,1,"Jefatura","Colisión","Entrar sin precaución en la circulación","Ninguna infracción",0
1044,"ROTONDA DOCTOR CESAREO ROSAS RODRIGUEZ",,07/03/2011,"18:35",2,2,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
1045,"OBISPO ROMO","FRENTE AL Nº 27",07/03/2011,"11:15",2,0,"Jefatura","Colisión","Entrar sin precaución en la circulación","Ninguna infracción",0
1046,"FERNANDO GUANARTEME","DAOIZ",08/03/2011,"08:20",2,0,"Jefatura","Colisión","Girar incorrectamente","Ninguna infracción",0
1047,"CENTRO COMERCIAL EL MUELLE","ROTONDA ENTRADA PARQUIN",07/03/2011,"20:25",2,0,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",0
1049,"SENADOR CASTILLO OLIVARES","26",09/03/2011,"12:40",3,0,"Jefatura","Colisión","Apertura de puertas sin precución","Ninguna infracción",0
1050,"DOCTOR JUAN DOMINGUEZ PEREZ","CATAMARCA",07/03/2011,"16:40",2,2,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1051,"504 VVDAS. EN JINAMAR","TRASERA BLOQUE 11",06/03/2011,"09:15",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1052,"PARROCO FRANCISCO RODRIGUEZ RODRIGUEZ","VERGARA",01/03/2011,"16:50",2,0,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
1053,"JUAN REJON","Nº 101",09/03/2011,"22:00",2,5,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1054,"AVDA. PRIMERO DE MAYO","21",08/03/2011,"02:04",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
1056,"TUNEL 'JULIO LUENGO'","NORTE/SUR",10/03/2011,"11:00",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1057,"MENENDEZ Y PELAYO","NESTOR DE LA TORRE",04/03/2011,"16:00",2,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
1058,"JUAN REJON","33",09/03/2011,"19:00",2,1,"Jefatura","Colisión","Apertura de puertas sin precución","Ninguna infracción",0
1059,"AVDA. ALCALDE JOSE RAMIREZ BETHENCOURT","10",10/03/2011,"11:00",2,1,"Jefatura","Colisión","Velocidad inadecuada","Ninguna infracción",0
1060,"LOMO SAN LAZARO","HOYA DEL ENAMORADO",10/03/2011,"14:15",2,4,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1061,"FERNANDO GUANARTEME","CHURRUCA",10/03/2011,"14:00",2,1,"Jefatura","Colisión","Adelantar antirreglamentariamente","Ninguna infracción",1
1062,"AVDA. ALCALDE JOSE RAMIREZ BETHENCOURT","CN METROPOLE",10/03/2011,"13:15",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1063,"CTRA. DEL NORTE","68",10/03/2011,"18:45",2,0,"Juzgado","Colisión","Sin definir","Ninguna infracción",0
1071,"GC-23","PKM. 3'2",10/03/2011,"19:40",1,1,"Jefatura","Otros","Velocidad inadecuada","Ninguna infracción",0
1072,"ALCALDE DIAZ-SAAVEDRA NAVARRO","30",10/03/2011,"12:20",2,0,"Jefatura","Colisión","Apertura de puertas sin precución","Ninguna infracción",0
1073,"GALICIA","JUAN MANUEL DURAN GONZALEZ",10/03/2011,"08:23",2,0,"Jefatura","Colisión","Girar incorrectamente","Ninguna infracción",0
1074,"DOCTOR JUAN DOMINGUEZ PEREZ","10-12",10/03/2011,"16:20",2,0,"Jefatura","Colisión","Entrar sin precaución en la circulación","Ninguna infracción",0
1075,"PLAZA APAREJADORES Y ARQUITECTOS TECNICOS","ALCARAVANERAS",11/03/2011,"06:20",2,0,"Jefatura","Colisión","Girar incorrectamente","Ninguna infracción",0
1076,"COVADONGA","SECRETARIO PADILLA",09/03/2011,"21:00",3,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1077,"GC-110","ACCESO DESDE SAN JUAN",10/03/2011,"18:00",1,1,"Juzgado","Atropello","Sin definir","Cruzar la vía antirreglamentariamente",0
1078,"ALCALDE FRANCISCO HERNANDEZ GONZALEZ","PEDRO CERON",10/03/2011,"07:15",2,1,"Jefatura","Colisión","Circular dirección prohibida","Ninguna infracción",0
1079,"PEREZ DEL TORO","PASEO MADRID",10/03/2011,"18:25",1,1,"Jefatura","Atropello","Conducción distraída","Ninguna infracción",0
1080,"504 VVDAS. EN JINAMAR","ROTONDA ACCESO CENTRO COMERCIAL MIRADOR",10/03/2011,"15:50",2,1,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
1081,"CTRA. DEL CARDON","ZONA INDUSTRIAL LAS TORRES",10/03/2011,"22:05",1,1,"Jefatura","Otros","No cumplir la señal de 'Stop'","Ninguna infracción",0
1082,"DOCTOR JUAN DOMINGUEZ PEREZ","10",11/03/2011,"17:50",3,1,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1083,"AVDA. DE CANARIAS","KM. 2",11/03/2011,"13:00",2,1,"Juzgado","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1084,"LEON Y CASTILLO","71",10/03/2011,"13:00",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1085,"PLAZA APAREJADORES Y ARQUITECTOS TECNICOS",,07/03/2011,"09:30",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1086,"ALBAREDA","28",10/03/2011,"19:50",2,2,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1088,"CTRA. DE JINAMAR","61",12/03/2011,"20:11",2,1,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
1089,"PASEO LOS MARTIRES","NUMERO 87",11/03/2011,"23:00",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1095,"LEON Y CASTILLO","CEBRIAN",12/03/2011,"12:05",2,0,"Jefatura","Colisión","No respetar indicaciones semáforo","Ninguna infracción",0
1096,"TARRAGONA","MALAGA",12/03/2011,"18:20",3,1,"Jefatura","Colisión","Girar incorrectamente","Ninguna infracción",0
1099,"VASCO DE GAMA","MANUEL RODRIGUEZ ACOSTA",12/03/2011,"21:30",1,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1105,"LOMO LA PLANA","38",13/03/2011,"10:20",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1107,"PASEO DE CHIL","AVDA. DE ESCALERITAS",12/03/2011,"21:30",2,2,"Jefatura","Colisión","Girar incorrectamente","Ninguna infracción",0
1108,"BENTEJUI","2",13/03/2011,"13:00",2,0,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",0
1110,"PLAZA DE AMERICA",,09/03/2011,"20:30",4,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1111,"CTRA. DEL NORTE","ACCESO A GC. 23",11/03/2011,"19:35",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1112,"AVDA. ESCALERITAS","GC 23",11/03/2011,"17:30",2,2,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1113,"MIMOSA","ARCHIVERO J BLANCO MTDCA",11/03/2011,"08:30",2,1,"Jefatura","Colisión","Entrar sin precaución en la circulación","Ninguna infracción",0
1114,"AVDA. DE CANARIAS","ACCESO A TUNEL DE SAN JOSE",13/03/2011,"23:00",1,0,"Jefatura","Salida de la vía","Velocidad inadecuada","Ninguna infracción",0
1115,"PALMAR","SILVA",13/03/2011,"10:08",2,1,"Jefatura","Colisión","Inexperiencia del conductor","Ninguna infracción",0
1116,"FRANCISCO GOURIE","BUENOS AIRES",11/03/2011,"21:35",1,0,"Jefatura","Colisión","Estado o condición de la vía","Ninguna infracción",0
1117,"PEREZ DEL TORO","64",12/03/2011,"20:50",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1118,"AVDA. JOSE MESA Y LOPEZ",,11/03/2011,"12:20",2,0,"Jefatura","Colisión","Girar incorrectamente","Ninguna infracción",0
1119,"CASABLANCA III","TRASERA COLEGIO PUBLICO",13/03/2011,"02:10",1,4,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1120,"NICOLAS ESTEVANEZ",,11/03/2011,"20:45",1,1,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",0
1122,"ALFREDO L. JONES","37",11/03/2011,"23:25",2,2,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",0
1123,"PEREZ MUÑOZ","SALIDA DEL TUNEL",13/03/2011,"14:47",3,4,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1124,"CTRA. DEL NORTE",,14/03/2011,"11:30",1,0,"Jefatura","Colisión","Estado o condición de la vía","Ninguna infracción",0
1125,"HENRY DUNANT","23",13/03/2011,"18:15",2,0,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",1
1126,"AVDA. ALCALDE JOSE RAMIREZ BETHENCOURT","KM-7",11/03/2011,"14:50",2,3,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1127,"GC-31","ACCESO AVENIDA MARITIMA",14/03/2011,"14:25",1,1,"Jefatura","Salida de la vía","Inexperiencia del conductor","Ninguna infracción",0
1128,"GC-2","ACCESO COSTA AYALA",14/03/2011,"08:30",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1129,"PLAZA DOCTOR SANTIAGO BARRY HERNANDEZ",,14/03/2011,"16:00",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1130,"CAMILO SAINT SAENS","GUARDERIA",14/03/2011,"09:00",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1131,"PRESIDENTE ALVEAR","21",14/03/2011,"18:20",2,1,"Juzgado","Colisión","Alcohol o drogas","Ninguna infracción",0
1132,"MURGA","EUSEBIO NAVARRO",14/03/2011,"08:20",3,1,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
1133,"AVDA. ESCALERITAS","106",14/03/2011,"18:35",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1134,"AVDA. PINTOR FELO MONZON","HOYA DEL ENAMORADO",14/03/2011,"10:00",3,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1135,"GC-31","KILOMETRO 0,500",14/03/2011,"13:05",4,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1136,"SALTONAS","8",07/03/2011,"16:00",2,0,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",1
1137,"HOYA DEL ENAMORADO","1",12/03/2011,"21:00",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1138,"CTRA. DE TAMARACEITE",,15/03/2011,"02:45",1,0,"Jefatura","Salida de la vía","Velocidad inadecuada","Ninguna infracción",0
1139,"CRONISTA ALVAREZ RIXO","PASEO DE LA CORNISA",14/03/2011,"11:45",1,1,"Jefatura","Otros","Estado o condición de la vía","Ninguna infracción",0
1140,"CTRA. DEL NORTE","CASTOR GOMEZ NAVARRO",14/03/2011,"12:05",1,0,"Jefatura","Otros","Estado o condición de la vía","Ninguna infracción",0
1141,"PABLO PENAGUILAS","115",14/03/2011,"21:45",1,1,"Jefatura","Atropello","Maniobras de marcha atrás","No utilizar paso de peatones",0
1142,"AREMOTA","4",13/03/2011,"11:20",2,0,"Jefatura","Colisión","Entrar sin precaución en la circulación","Ninguna infracción",0
1143,"PARQUE DE LAS REHOYAS",,12/03/2011,"12:50",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1144,"PARKIN MERCADO DE VEGUETA",,12/03/2011,"12:10",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1145,"VILLA DE ZARAUZ","INSTITUTO",15/03/2011,"12:15",1,2,"Jefatura","Otros","Sin definir","Ninguna infracción",0
1146,"GC-100","KIM. 1",14/03/2011,"20:45",2,1,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
1147,"CTRA. DEL NORTE","ROTONDA TRANSPORTES RAMOS",15/03/2011,"06:40",2,1,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",0
1148,"PEDRO HIDALGO","BLAS CABRERA FELIPE (FISICO)",14/03/2011,"23:20",2,2,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1150,"CORDOBA","57",15/03/2011,"15:00",1,1,"Jefatura","Otros","Otros factores o infracciones","Ninguna infracción",0
1152,"PASEO DE CHIL","139",15/03/2011,"12:30",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1153,"CTRA. DEL NORTE","JUNTO A GLOBAL",14/03/2011,"23:10",2,4,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1155,"ALFREDO L. JONES","VEINTINUEVE DE ABRIL",16/03/2011,"00:30",2,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1156,"GC-31","KM. 0.9",15/03/2011,"07:45",3,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1157,"LUIS DORESTE SILVA","7",14/03/2011,"15:40",2,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
1158,"JOSE MEDINA DIAZ","39",16/03/2011,"15:30",3,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1162,"BARRANCO DE TAURO","18",16/03/2011,"18:35",1,0,"Jefatura","Otros","Sin infracción","Ninguna infracción",0
1164,"AVDA. ALCALDE JUAN RODRIGUEZ DORESTE","P.K. 7.800 - N/S",16/03/2011,"19:55",3,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1165,"FARMACEUTICO PEDRO RIVERO","7",17/03/2011,"02:30",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1166,"CUZCO","1",16/03/2011,"19:20",2,0,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",0
1167,"JOAQUIN BLUME","AVENIDA DE ANSITE",16/03/2011,"17:00",2,0,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
1168,"PRESIDENTE ALVEAR","NESTOR DE LA TORRE",13/03/2011,"06:20",2,0,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
1170,"TORMENTO","DOÑA PERFECTA",17/03/2011,"09:30",2,2,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
1171,"INVIERNO","31",17/03/2011,"13:30",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1172,"CORDOBA","53",17/03/2011,"14:30",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1178,"LEON",,16/03/2011,"13:00",3,2,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1179,"BUENOS AIRES","19",16/03/2011,"22:50",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
1180,"REYES CATOLICOS","DOCTOR CHIL",16/03/2011,"11:45",2,0,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
1181,"CTRA. DE LOS HOYOS","66",17/03/2011,"00:40",1,3,"Jefatura","Salida de la vía","Conducción distraída","Ninguna infracción",0
1182,"AVDA. CESAR MANRIQUE","1",17/03/2011,"08:30",2,1,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
1184,"AVDA. ESCALERITAS","FRENTE URB. 5 CONTINENTES",16/03/2011,"15:12",2,2,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1185,"DOLORES DE LA ROCHA","PADRE JOSE DE SOSA",03/03/2011,"08:00",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1186,"AVDA. PINTOR FELO MONZON","Nº 41, ROTONDA DEL HIPERCOR",17/03/2011,"22:30",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1187,"PARQUE AEREO CENTRO COMERCIAL EL MIRADOR",,17/03/2011,"08:30",2,0,"Jefatura","Colisión","No cumplir la señal de 'Ceda el Paso'","Ninguna infracción",0
1188,"CRUZ DE PIEDRA","1",18/03/2011,"14:15",1,1,"Jefatura","Atropello","No respetar paso de peatones","Ninguna infracción",0
1189,"LUIS DORESTE SILVA","21",16/03/2011,"10:35",2,1,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
1190,"PLAZA APAREJADORES Y ARQUITECTOS TECNICOS",,17/03/2011,"08:00",2,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
1191,"PLAZA APAREJADORES Y ARQUITECTOS TECNICOS",,16/03/2011,"10:45",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1193,"BARRANCO DE JACOMAR",,18/03/2011,"18:30",3,2,"Juzgado","Colisión","Alcohol o drogas","Ninguna infracción",0
1195,"CALZADA LATERAL DEL NORTE",,18/03/2011,"23:45",1,1,"Juzgado","Colisión","Alcohol o drogas","Ninguna infracción",0
1200,"AVDA. PINTOR FELO MONZON","ROTONDA HIPERCOR",18/03/2011,"14:30",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1208,"FRANCISCO HERNANDEZ GUERRA","5",20/03/2011,"17:00",2,0,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",0
1210,"PAMOCHAMOSO","47",19/03/2011,"20:30",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1214,"DONANTE ALTRUISTA","20",20/03/2011,"00:25",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
1216,"FERNANDO GALVAN","3",20/03/2011,"14:00",3,0,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",0
1217,"ALICANTE","16",19/03/2011,"12:20",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1218,"GRAVINA","3",20/03/2011,"10:15",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
1219,"AVDA. JOSE MESA Y LOPEZ","COSTA RICA",20/03/2011,"17:20",2,2,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
1220,"MARIO CESAR","EL SALVADOR",19/03/2011,"17:30",2,0,"Jefatura","Colisión","No cumplir la señal de 'Ceda el Paso'","Ninguna infracción",0
1221,"HOSPITAL DE GRAN CANARIA 'DOCTOR NEGRIN'","AREA DE INVESTIGACION",19/03/2011,"16:30",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
1222,"PASEO BLAS CABRERA FELIPE (FISICO)",,17/03/2011,"19:20",1,0,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",0
1223,"504 VVDAS. EN JINAMAR","TOTONDA DE ACCESO CENTRO COMERCIAL EL MIRADOR",17/03/2011,"15:30",2,1,"Jefatura","Colisión","Girar incorrectamente","Ninguna infracción",0
1225,"AVDA. DE CANARIAS","HOYA DE LA PLATA",21/03/2011,"14:15",3,1,"Jefatura","Otros","Mal estado del vehículo","Ninguna infracción",0
1226,"AVDA. ALCALDE JUAN RODRIGUEZ DORESTE","LEON Y CASTILLO NUM.345",21/03/2011,"17:45",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1229,"AVDA. DE CANARIAS","KM 0.300 DIRECC. PUERTO",18/03/2011,"09:00",2,0,"Jefatura","Colisión","Entrar sin precaución en la circulación","Ninguna infracción",0
1230,"LUIS BENITEZ INGLOTT","30",21/03/2011,"09:50",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",1
1231,"AVDA. JOSE MESA Y LOPEZ",,21/03/2011,"12:45",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1232,"CORONEL ROCHA",,21/03/2011,"13:20",1,1,"Jefatura","Atropello","Sin definir","Cruzar la vía antirreglamentariamente",0
1233,"PLAZA BELEN MARIA","SALIDA DEL MUELLE",21/03/2011,"17:35",2,1,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
1234,"SOR SIMONA","67",21/03/2011,"20:30",2,1,"Jefatura","Colisión","Adelantar antirreglamentariamente","Ninguna infracción",0
1235,"AVDA. JUAN CARLOS I","Nº 3",21/03/2011,"19:40",2,1,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
1236,"TUNEL 'JULIO LUENGO'",,21/03/2011,"09:15",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1237,"CTRA. DE LOS TARAHALES","Nº 11",21/03/2011,"14:40",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1238,"ROTONDA DOCTOR JUAN DIAZ RODRIGUEZ",,21/03/2011,"08:40",1,0,"Jefatura","Otros","Sin infracción","Ninguna infracción",0
1239,"EUSEBIO NAVARRO","64",21/03/2011,"18:50",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
1240,"VENEGAS","MURGA Y FRANCISCO PEREZ PEREZ",21/03/2011,"10:10",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1241,"LEON Y CASTILLO","361",21/03/2011,"19:25",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1242,"PINTOR PEPE DAMASO","AVDA. CESAR MANRIQUE",21/03/2011,"15:50",3,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1243,"PASEO DE CHIL","301, CUARTEL AVIACION",18/03/2011,"22:00",1,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1244,"BARCELONA","22",21/03/2011,"11:45",1,1,"Jefatura","Atropello","Maniobras de marcha atrás","No utilizar paso de peatones",0
1245,"LAZARO DE ORTEGA","35",18/03/2011,"11:30",2,0,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1246,"MARIO CESAR","GC-23",16/03/2011,"14:15",2,1,"Jefatura","Colisión","No mantener el intervalo seg.","Ninguna infracción",0
1247,"FERNANDO GUANARTEME","EL CID",22/03/2011,"11:45",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1248,"MADIAN","78",12/03/2011,"10:30",1,0,"Jefatura","Colisión","Mal estado del vehículo","Ninguna infracción",0
1249,"FRANCISCO GOURIE","101",21/03/2011,"12:50",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1253,"PLAZA DE AMERICA","ROTONDA ACCESO GC. 2",22/03/2011,"21:00",2,2,"Jefatura","Colisión","No cumplir la señal de 'Ceda el Paso'","Ninguna infracción",0
1254,"ROTONDA DOCTOR JUAN DIAZ RODRIGUEZ",,21/03/2011,"09:00",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1255,"HOYA DEL ENAMORADO","ROTONDA CON LOMO SAN LAZARO",22/03/2011,"15:00",2,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
1256,"HOSPITAL DE GRAN CANARIA 'DOCTOR NEGRIN'","MUELLE DE CARGA",22/03/2011,"20:10",1,1,"Jefatura","Atropello","No respetar paso de peatones","Ninguna infracción",0
1257,"ROTONDA DOCTOR JUAN DIAZ RODRIGUEZ","CTRA. DEL NORTE",22/03/2011,"19:15",2,3,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1258,"DULCINEA DEL TOBOSO","14",22/03/2011,"08:00",3,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1259,"PLAZA DE LOS DERECHOS HUMANOS",,25/02/2011,"09:20",1,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
1260,"LINDERO","SAN JOSE ARTESANO",22/03/2011,"14:20",2,0,"Jefatura","Colisión","No cumplir la señal de 'Stop'","Ninguna infracción",0
1263,"EL SALVADOR","59",23/03/2011,"11:30",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1264,"CORONEL ROCHA","HARIMAGUADAS",23/03/2011,"18:45",2,0,"Jefatura","Colisión","Velocidad inadecuada","Ninguna infracción",0
1265,"DIEGO BETANCOR SUAREZ","24",23/03/2011,"16:00",2,0,"Jefatura","Colisión","Maniobras de marcha atrás","Ninguna infracción",0
1266,"HOSPITAL DE GRAN CANARIA 'DOCTOR NEGRIN'",,23/03/2011,"11:30",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1267,"GC-23","P.K. 3.4",23/03/2011,"06:55",1,1,"Jefatura","Colisión","Velocidad inadecuada","Ninguna infracción",0
1268,"FERNANDO GUANARTEME","LEON TOLSTOI",23/03/2011,"10:10",2,0,"Jefatura","Colisión","No respetar indicaciones semáforo","Ninguna infracción",0
1269,"FARO","BLAS DE LEZO",23/03/2011,"13:45",2,2,"Jefatura","Colisión","Entrar sin precaución en la circulación","Ninguna infracción",0
1270,"AVDA. DE CANARIAS","INCORPORACION DESDE HOYA DE LA PLATA",23/03/2011,"11:00",1,1,"Jefatura","Atropello","Sin definir","No utilizar paso de peatones",0
1271,"CTRA. LOMO BLANCO","79",23/03/2011,"13:30",2,1,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1272,"SUAREZ NARANJO","97",23/03/2011,"12:45",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1273,"DOÑA PERFECTA","49",23/03/2011,"08:45",2,0,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",0
1274,"AVDA. ALCALDE JUAN RODRIGUEZ DORESTE","INCORPORACION TUNEL PEREZ MUÑOZ",24/03/2011,"12:00",2,0,"Jefatura","Colisión","Otros factores o infracciones","Ninguna infracción",0
1275,"SARGENTO PROVISIONAL","DIEGO BETANCOR SUAREZ",24/03/2011,"16:35",2,0,"Jefatura","Colisión","Sin definir","Ninguna infracción",0
1280,"CTRA. A TAMARACEITE","34",23/03/2011,"19:40",1,1,"Jefatura","Salida de la vía","Otros factores o infracciones","Ninguna infracción",0
1281,"ALBAREDA","24",24/03/2011,"11:30",2,0,"Jefatura","Colisión","Conducción distraída","Ninguna infracción",0
1282,"GONGORA","8",24/03/2011,"16:30",3,0,"Jefatura","Colisión","Cansancio, sueño o enfermedad","Ninguna infracción",0
1284,"ROTONDA ELECTRA OBRA DE PEREZ GALDOS",,25/03/2011,"17:31",2,0,"Jefatura","Colisión","No respetar prioridad","Ninguna infracción",0
