FID,ID_EQUIPAMIENTO,TOOLTIP,FINALIDAD,SDOPUNTO
da_cines.fid--7b4b556b_15ed4cde20f_-d16,1208,Albéniz Multicines,"Proyecciones de la Cinemateca Municipal en Versión Original Subtitulada de películas internacionales, de reciente producción, inéditas en Málaga.",POINT (373439.5099039299 4064859.187964742)
da_cines.fid--7b4b556b_15ed4cde20f_-d15,1628,Rosaleda Multicines,"12 salas. Venta de entradas online.
",POINT (372193.18098573975 4066294.2236027126)
da_cines.fid--7b4b556b_15ed4cde20f_-d14,1629,Larios Cinesur Multicines,"10 salas<br>
Venta de entradas online",POINT (372115.6940496078 4064336.887497406)
da_cines.fid--7b4b556b_15ed4cde20f_-d13,1646,Alameda Multicines Malaga,2 salas,POINT (372999.7805967598 4064375.873060487)
da_cines.fid--7b4b556b_15ed4cde20f_-d12,1942,Lux Cinemas Vialia Málaga,<br>,
da_cines.fid--7b4b556b_15ed4cde20f_-d11,1644,Cinesur Malaga Nostrum,"21 salas<br>
Venta de entradas online",POINT (368516.67775377835 4060946.352620763)
da_cines.fid--7b4b556b_15ed4cde20f_-d10,1645,Yelmo Cineplex Plaza Mayor,"20 salas, 4783 butacas y 99 espacios minusválidos. Venta de entradas online<br>
Precio Normal: 5,80 euros
Lunes NO FESTIVOS: 4,70 euros
Matinales: 4,70 euros
Sesiones antes de las 17:00 h.; 4,70 euros
Madrugadas: 5,00 euros
Carnet Joven/Estudiante, Menores y 3ª Edad (Sólo Taquilla): 4,70 euros",POINT (367760.8210830631 4057576.5425108145)
