FECHA, PRODUCCION
2013-11-15, 49.07
2013-11-16, 27.99
2013-11-17, 46.05
2013-11-18, 38.02
2013-11-19, 48.64
2013-11-20, 44.23
2013-11-21, 17.24
2013-11-22, 37.9
2013-11-23, 19.36
2013-11-24, 48.9
2013-11-25, 47.45
2013-11-26, 47.34
2013-11-27, 34.64
2013-11-28, 8.95
2013-11-29, 47.18
2013-11-30, 43.39
