FECHA, PRODUCCION
2013-01-01, 12.24
2013-01-02, 16.67
2013-01-03, 18.77
2013-01-04, 18.29
2013-01-05, 18.91
2013-01-06, 19.41
2013-01-07, 19.47
2013-01-08, 18.98
2013-01-09, 15.77
2013-01-10, 15.26
2013-01-11, 17.57
2013-01-12, 16.99
2013-01-13, 19.63
2013-01-14, 20.09
2013-01-15, 18.33
2013-01-16, 4.98
2013-01-17, 18.48
2013-01-18, 8.27
2013-01-19, 8.03
2013-01-20, 15.49
2013-01-21, 20.64
2013-01-22, 9.61
2013-01-23, 21.41
2013-01-24, 6.87
2013-01-25, 3.89
2013-01-26, 19.03
2013-01-27, 16.77
2013-01-28, 16.66
2013-01-29, 20.89
2013-01-30, 20.68
2013-01-31, 20.88
2013-02-01, 21.3
2013-02-02, 19.6
2013-02-03, 21.45
2013-02-04, 21.38
2013-02-05, 21
2013-02-06, 21.55
2013-02-07, 22.17
2013-02-08, 22.28
2013-02-09, 22.3
2013-02-10, 0
2013-02-11, 0
2013-02-12, 0
2013-02-13, 0
2013-02-14, 0
2013-02-15, 16.17
2013-02-16, 20.88
2013-02-17, 12.81
2013-02-18, 13.48
2013-02-19, 2.55
2013-02-20, 13.47
2013-02-21, 19
2013-02-22, 6.06
2013-02-23, 18.92
2013-02-24, 23.1
2013-02-25, 23.78
2013-02-26, 23.02
2013-02-27, 18.37
2013-02-28, 13.41
2013-03-01, 23.48
2013-03-02, 0.06
2013-03-03, 14.15
2013-03-04, 5.51
2013-03-05, 9.96
2013-03-06, 13.37
2013-03-07, 8.9
2013-03-08, 0
2013-03-09, 0.35
2013-03-10, 11.81
2013-03-11, 14.08
2013-03-12, 5.03
2013-03-13, 17.2
2013-03-14, 25.19
2013-03-15, 22.89
2013-03-16, 3.05
2013-03-17, 9.5
2013-03-18, 25.1
2013-03-19, 0.11
2013-03-20, 24.15
2013-03-21, 24.62
2013-03-22, 11.3
2013-03-23, 11.12
2013-03-24, 8.84
2013-03-25, 16.88
2013-03-26, 17.74
2013-03-27, 0
2013-03-28, 0
2013-03-29, 7.7
2013-03-30, 23.41
2013-03-31, 8.38
2013-04-01, 9.65
2013-04-02, 19.5
2013-04-03, 7.03
2013-04-04, 11.91
2013-04-05, 1.78
2013-04-06, 26.17
2013-04-07, 24.64
2013-04-08, 24.67
2013-04-09, 20.62
2013-04-10, 25.15
2013-04-11, 23.47
2013-04-12, 0
2013-04-13, 23.87
2013-04-14, 24.7
2013-04-15, 23.38
2013-04-16, 0
2013-04-17, 0.82
2013-04-18, 21
2013-04-19, 16.35
2013-04-20, 18.3
2013-04-21, 22.68
2013-04-22, 20.59
2013-04-23, 23.63
2013-04-24, 24.35
2013-04-25, 21.54
2013-04-26, 18.67
2013-04-27, 20.94
2013-04-28, 14.88
2013-04-29, 13.19
2013-04-30, 19.41
2013-05-01, 26.12
2013-05-02, 20.68
2013-05-03, 14.22
2013-05-04, 25.1
2013-05-05, 25
2013-05-06, 2.57
2013-05-07, 20.7
2013-05-08, 22.43
2013-05-09, 22.48
2013-05-10, 18.1
2013-05-11, 18.97
2013-05-12, 8.72
2013-05-13, 17.47
2013-05-14, 20.94
2013-05-15, 19.29
2013-05-16, 18.55
2013-05-17, 13.15
2013-05-18, 16.98
2013-05-19, 17.56
2013-05-20, 19.33
2013-05-21, 15.47
2013-05-22, 23.37
2013-05-23, 22.92
2013-05-24, 23.61
2013-05-25, 24.85
2013-05-26, 0.13
2013-05-27, 21.19
2013-05-28, 22.93
2013-05-29, 25.64
2013-05-30, 25.46
2013-05-31, 1.34
2013-06-01, 25.05
2013-06-02, 25.07
2013-06-03, 24.7
2013-06-04, 24.22
2013-06-05, 4.41
2013-06-06, 21.78
2013-06-07, 20.89
2013-06-08, 18.42
2013-06-09, 23.58
2013-06-10, 23.21
2013-06-11, 23.14
2013-06-12, 23.14
2013-06-13, 9.54
2013-06-14, 22.69
2013-06-15, 22.45
2013-06-16, 21.99
2013-06-17, 16.74
2013-06-18, 20.62
2013-06-19, 23.22
2013-06-20, 23.08
2013-06-21, 19.98
2013-06-22, 22.54
2013-06-23, 8.12
2013-06-24, 22.52
2013-06-25, 14.74
2013-06-26, 22.24
2013-06-27, 22.55
2013-06-28, 22.46
2013-06-29, 22.14
2013-06-30, 21.78
2013-07-01, 21.52
