Fecha de la Visita,Distrito,Barrio,Dirección,Origen Petición,Área Actuación,Servicios Aplicados,Vectores Tratados
01/01/2014,CENTRO,CENTRO HISTORICO,PL OBISPO Nr: 1,Actuación Programada,Lugares de Captura,Control de Palomas,Paloma
01/01/2014,CENTRO,CENTRO HISTORICO,PL FELIX SAENZ Nr: 9,Actuación Programada,Lugares de Captura,Control de Palomas,Paloma
01/01/2014,CENTRO,LA MALAGUETA,CL VELEZ MALAGA Nr: 1,Actuación Programada,Lugares de Captura,Control de Palomas,Paloma
01/01/2014,CENTRO,SAN MIGUEL,PL PATROCINIO Nr: 1,Actuación Programada,Lugares de Captura,Control de tórtolas;Control de Palomas,Tórtolas;Paloma
01/01/2014,CENTRO,EL EJIDO,CL PACO MIRANDA Nr: 1,Actuación Programada,Vía Pública,Control de tórtolas;Control de Palomas,Tórtolas;Paloma
01/01/2014,CENTRO,LA CALETA,PSO MARITIMO PABLO RUIZ PICASSO Nr: 6,Actuación Programada,Lugares de Captura,Control de Palomas,Paloma
01/01/2014,BAILEN-MIRAFLORES,VICTORIA EUGENIA,CL GALERA Nr: 1,Actuación Programada,Vía Pública,Control de Palomas,Paloma
01/01/2014,CRUZ DE HUMILLADERO,SANTA MARTA,CL ANDARAX Nr: 5,Actuación Programada,Lugares de Captura,Control de tórtolas;Control de Palomas,Tórtolas;Paloma
01/01/2014,CAMPANILLAS,PARQUE TECNOLOGICO,CL SEVERO OCHOA Nr: 1,Actuación Programada,Lugares de Captura,Control de tórtolas;Control de Palomas,Tórtolas;Paloma
02/01/2014,CENTRO,PERCHEL NORTE,PLLO SANTO DOMINGO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
02/01/2014,CARRETERA DE CADIZ,SACABA BEACH,PSO IBERICO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
02/01/2014,CHURRIANA,CHURRIANA,CL BENAMOCARRA Nr: 1,ALTA DE OFICIO,Vía Pública,Desratización,Ratas
02/01/2014,TEATINOS-UNIVERSIDAD,CIUDAD UNIVERSITARIA,BV LOUIS PASTEUR Nr: 33,Actuación Programada,Vía Pública,Desratización,Ratas
02/01/2014,TEATINOS-UNIVERSIDAD,TORRE ATALAYA,CL NAVARRO LEDESMA Nr: 164,Actuación Programada,Vía Pública,Desratización,Ratas
02/01/2014,TEATINOS-UNIVERSIDAD,CAÑADA DE LOS CARDOS,CL ALICIA ALONSO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
02/01/2014,CARRETERA DE CADIZ,EL BULTO,CL LOPEZ PINTO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
02/01/2014,CARRETERA DE CADIZ,PARQUE AYALA,CL JUANA JUGAN Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
02/01/2014,BAILEN-MIRAFLORES,LA TRINIDAD,CL CATALUÑA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
03/01/2014,CARRETERA DE CADIZ,JARDIN DE LA ABADIA,CL AYALA Nr: 64,Linea 900,Vía Pública,Desratización,Ratas
03/01/2014,CENTRO,CENTRO HISTORICO,CL RAMON FRANQUELO Nr: 1,Linea 900,Vía Pública,Desinsectación,Mosquitos
03/01/2014,CENTRO,CENTRO HISTORICO,PLLO SANTA ISABEL Nr: 15,Linea 900,Vía Pública,Desratización,Ratas
03/01/2014,TEATINOS-UNIVERSIDAD,EL CONSUL,CL ESQUILO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
03/01/2014,TEATINOS-UNIVERSIDAD,EL ROMERAL,CL CARMEN LAFORET Nr: 35,Actuación Programada,Vía Pública,Desratización,Ratas
03/01/2014,TEATINOS-UNIVERSIDAD,EL CONSUL II,CL ESQUILO Nr: 28,Actuación Programada,Vía Pública,Desratización,Ratas
03/01/2014,CARRETERA DE CADIZ,JARDIN DE LA ABADIA,CL MAESTRO CHAPI Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
03/01/2014,BAILEN-MIRAFLORES,LA BRESCA,CL BRESCA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
07/01/2014,CARRETERA DE CADIZ,SIXTO,CL LOZOYA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
07/01/2014,CRUZ DE HUMILLADERO,HAZA CUEVAS,CL ALFEREZ ALFONSO MARIN Nr: 8,Linea 900,Colégio Público,Desratización,Ratas
07/01/2014,CENTRO,ENSANCHE CENTRO,PSO CURAS DE LOS Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
07/01/2014,TEATINOS-UNIVERSIDAD,QUINTA ALEGRE,CL MONTESQUIEU Nr: 4,Actuación Programada,Vía Pública,Desratización,Ratas
07/01/2014,TEATINOS-UNIVERSIDAD,COLONIA SANTA INES,CL MUÑOZ CERISOLA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
07/01/2014,TEATINOS-UNIVERSIDAD,EL TEJAR,CL MARIA DE LA CRUZ Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
07/01/2014,CARRETERA DE CADIZ,LA PRINCESA,CL MONTESA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
07/01/2014,CARRETERA DE CADIZ,IND LA PELUSA,PL SAN FERMIN Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
07/01/2014,CARRETERA DE CADIZ,EL BULTO,PSO ANTONIO MACHADO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
07/01/2014,BAILEN-MIRAFLORES,LA TRINIDAD,PL BAILEN Nr: 8,Junta Municipal de Distrito,Mercado Municipal,Desratización,Ratas
07/01/2014,BAILEN-MIRAFLORES,LA TRINIDAD,PL BAILEN Nr: 8,Actuación Programada,Mercado Municipal,Desratización,Ratas
07/01/2014,CRUZ DE HUMILLADERO,HAZA CUEVAS,PL GUERRERO STRACHAN Nr: 11,Actuación Programada,Colégio Público,Desratización,Ratas
08/01/2014,TEATINOS-UNIVERSIDAD,CIUDAD SANTA INES,CL ANTONIO DE CABEZON Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
08/01/2014,BAILEN-MIRAFLORES,LAS CHAPAS,CL MARTINEZ MALDONADO Nr: 58,Actuación Programada,Junta Municipal Distrito - OMA,Desratización,Ratas
08/01/2014,CARRETERA DE CADIZ,HUELIN,CL EMILIO DE LA CERDA Nr: 31,Actuación Programada,Junta Municipal Distrito - OMA,INSPECCIÓN,Indeterminado
08/01/2014,CARRETERA DE CADIZ,ALMUDENA,CL NUESTRA SEÑORA DE LAS CANDELAS Nr: 1,Actuación Programada,Junta Municipal Distrito - OMA,INSPECCIÓN,Indeterminado
08/01/2014,BAILEN-MIRAFLORES,LAS CHAPAS,CL MARTINEZ MALDONADO Nr: 58,Actuación Programada,Biblioteca Municipal,INSPECCIÓN,Indeterminado
08/01/2014,CARRETERA DE CADIZ,HUELIN,CL GUADALETE Nr: 6,Actuación Programada,Biblioteca Municipal,INSPECCIÓN,Indeterminado
08/01/2014,CHURRIANA,CAÑADA DE CEUTA,CL SOFIA Nr: 1,ALTA DE OFICIO,Vía Pública,Desratización,Ratas
08/01/2014,CHURRIANA,BUENAVISTA,CL ALGECIRAS Nr: 1,ALTA DE OFICIO,Vía Pública,Desratización,Ratas
08/01/2014,CHURRIANA,CORTIJO DE MAZA,CL DINAMARCA Nr: 1,ALTA DE OFICIO,Vía Pública,Desratización,Ratas
08/01/2014,CHURRIANA,SAN JERONIMO,CL DON JUAN TENORIO Nr: 1,ALTA DE OFICIO,Vía Pública,Desratización,Ratas
08/01/2014,CHURRIANA,LA CASITA DE MADERA,CL ROBERTO CANO FLORES Nr: 1,ALTA DE OFICIO,Vía Pública,Desratización,Ratas
08/01/2014,CHURRIANA,HACIENDA PLATERO,CL FRANCISCO SOTO DE LANGA Nr: 1,ALTA DE OFICIO,Vía Pública,Desratización,Ratas
08/01/2014,CHURRIANA,HELIOMAR,CL ANGELES RUBIO-ARGUELLES Nr: 1,ALTA DE OFICIO,Vía Pública,Desratización,Ratas
08/01/2014,CHURRIANA,LA CIZAÑA,CL CIZAÑA LA Nr: 1,ALTA DE OFICIO,Vía Pública,Desratización,Ratas
08/01/2014,CHURRIANA,GUADALMAR,CL ACACIAS DE GUADALMAR Nr: 1,ALTA DE OFICIO,Vía Pública,Desratización,Ratas
08/01/2014,CARRETERA DE CADIZ,LA LUZ,CL ALCALDE JOSE MARIA CORONA Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
08/01/2014,TEATINOS-UNIVERSIDAD,EL ROMERAL,CL ANDROMEDA Nr: 4,Linea 900,Vía Pública,Desratización,Ratas
08/01/2014,CHURRIANA,FINCA MONSALVEZ,CL MERCEDES FORMICA Nr: 21,Linea 900,Vía Pública,Desratización,Ratas
08/01/2014,CHURRIANA,CHURRIANA,CL TORREMOLINOS Nr: 16,Linea 900,Vía Pública,Desratización,Ratas
08/01/2014,TEATINOS-UNIVERSIDAD,LOS MOLINOS,CL NUZAS Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
08/01/2014,CARRETERA DE CADIZ,HUELIN,CL INFANTES Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
08/01/2014,BAILEN-MIRAFLORES,GAMARRA,PJE IGUELDO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
09/01/2014,BAILEN-MIRAFLORES,LA ENCARNACION,CL ENCARNACION FONTIVEROS Nr: 4,Linea 900,Colégio Público,Desratización,Ratas
09/01/2014,TEATINOS-UNIVERSIDAD,LAS MORILLAS,CL JUAN DE ROBLES Nr: 32,Actuación Programada,Vía Pública,Desratización,Ratas
09/01/2014,BAILEN-MIRAFLORES,TEJAR DE SALYT,AV VALLE-INCLAN DE Nr: 24,Actuación Programada,Vía Pública,Desratización,Ratas
09/01/2014,BAILEN-MIRAFLORES,LAS CHAPAS,Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
09/01/2014,BAILEN-MIRAFLORES,LA ENCARNACION,CL ENCARNACION FONTIVEROS Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
09/01/2014,CARRETERA DE CADIZ,HUELIN,CL HOZ LA Nr: 39,Actuación Programada,Mercado Municipal,Desratización,Ratas
09/01/2014,CENTRO,ENSANCHE CENTRO,CL ALEMANIA Nr: 14,Actuación Programada,Colégio Público,Desratización,Ratones;Ratas
09/01/2014,BAILEN-MIRAFLORES,LA ENCARNACION,CL ENCARNACION FONTIVEROS Nr: 2,Actuación Programada,Colégio Público,Desratización,Ratas
09/01/2014,CENTRO,PUERTO,AV MANUEL AGUSTIN HEREDIA Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
09/01/2014,CIUDAD JARDIN,JARDIN DE MALAGA,CL LLOBREGAT Nr: 16,Linea 900,Otro Edificio de Depdencia Mun,Desratización,Ratas
09/01/2014,CARRETERA DE CADIZ,PACIFICO,PSO MARITIMO ANTONIO BANDERAS Nr: 2,Linea 900,Vía Pública,Desratización,Ratas
09/01/2014,CARRETERA DE CADIZ,FINCA EL PATO,PQUE VEINTICINCO DE NOVIEMBRE Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
09/01/2014,CARRETERA DE CADIZ,SAN CARLOS CONDOTE,CL BARBERITO Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
09/01/2014,PALMA-PALMILLA,503 VIVIENDAS,CL DOCTOR GALVEZ MOLL Nr: 50,Linea 900,Vía Pública,Desratización,Ratas
09/01/2014,CRUZ DE HUMILLADERO,SAN RAFAEL,CL RIO SORBE Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
09/01/2014,CARRETERA DE CADIZ,25 AÑOS DE PAZ,CL LUCIA VAN DULKEN Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
10/01/2014,CRUZ DE HUMILLADERO,SANTA CRISTINA,CL ARENISCA Nr: 1,Junta Municipal de Distrito,Vía Pública,Desratización,Ratas
10/01/2014,CARRETERA DE CADIZ,TABACALERA,CL CONCEJAL MUÑOZ CERVAN Nr: 1,Actuación Programada,Otro Edificio de Depdencia Mun,INSPECCIÓN,Indeterminado
10/01/2014,CARRETERA DE CADIZ,TABACALERA,AV SOR TERESA PRAT Nr: 17,Actuación Programada,Otro Edificio de Depdencia Mun,INSPECCIÓN,Indeterminado
10/01/2014,CARRETERA DE CADIZ,TABACALERA,CL CONCEJAL MUÑOZ CERVAN Nr: 1,Actuación Programada,Otro Edificio de Depdencia Mun,INSPECCIÓN,Indeterminado
10/01/2014,CIUDAD JARDIN,CIUDAD JARDIN,AV JACINTO BENAVENTE Nr: 1,Actuación Programada,Servicios Operativos,Desratización,Ratones
10/01/2014,CARRETERA DE CADIZ,TABACALERA,CL CONCEJAL MUÑOZ CERVAN Nr: 1,Actuación Programada,Otro Edificio de Depdencia Mun,INSPECCIÓN,Indeterminado
10/01/2014,CARRETERA DE CADIZ,HUELIN,CL EMILIO DE LA CERDA Nr: 2,Comunidad de Propietarios,Privado,Control de Gaviotas,Gaviota
10/01/2014,CIUDAD JARDIN,CIUDAD JARDIN,AV JACINTO BENAVENTE Nr: 17,Linea 900,Servicios Operativos,Desratización,Ratas
10/01/2014,CARRETERA DE CADIZ,PUERTA BLANCA,PL CESAR ALVAREZ DUMONT Nr: 1,Junta Municipal de Distrito,Vía Pública,Control de Palomas,Paloma
10/01/2014,CENTRO,ENSANCHE CENTRO,AV CERVANTES Nr: 2,ALTA DE OFICIO,Otro Edificio de Depdencia Mun,INSPECCIÓN,Indeterminado
10/01/2014,CENTRO,PINARES DE OLLETAS,CL MARMOLISTA Nr: 10,Linea 900,Vía Pública,Desratización,Ratas
10/01/2014,PALMA-PALMILLA,LA PALMA,CL GUADALEN Nr: 4,Linea 900,Vía Pública,Desratización,Ratas
10/01/2014,TEATINOS-UNIVERSIDAD,CORTIJO ALTO,CL DANIEL DEFOE Nr: 18,CORREO ELECTRÓNICO,Vía Pública,Desratización,Ratas
10/01/2014,TEATINOS-UNIVERSIDAD,FINCA LA PALMA,CL MATIAS RUBIO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
10/01/2014,CARRETERA DE CADIZ,25 AÑOS DE PAZ,CL SOLDADO MUÑOZ CAÑERO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
10/01/2014,CRUZ DE HUMILLADERO,POL IND RONDA EXTERIOR,CL GUERRITA Nr: 3,Actuación Programada,Colégio Público,Desratización,Ratones;Ratas
10/01/2014,CARRETERA DE CADIZ,FINCA EL PATO,AV IMPERIO ARGENTINA Nr: 2,Actuación Programada,Colégio Público,Desratización,Ratas
10/01/2014,PALMA-PALMILLA,LAS VIRREINAS,AV JANE BOWLES Nr: 1,Actuación Programada,Colégio Público,Desratización,Ratones;Ratas
10/01/2014,CARRETERA DE CADIZ,TABACALERA,CL CONCEJAL MUÑOZ CERVAN Nr: 1,Actuación Programada,Otro Edificio de Depdencia Mun,INSPECCIÓN,Indeterminado
10/01/2014,CARRETERA DE CADIZ,TABACALERA,CL CONCEJAL MUÑOZ CERVAN Nr: 1,Actuación Programada,Otro Edificio de Depdencia Mun,INSPECCIÓN,Indeterminado
13/01/2014,CRUZ DE HUMILLADERO,RECINTO FERIAL CORTIJO DE TORR,CL CRISTOBAL RUIZ MOLERO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
13/01/2014,CRUZ DE HUMILLADERO,EL DUENDE,CL MAHLER Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
13/01/2014,BAILEN-MIRAFLORES,PARQUE ARROYO DEL CUARTO,CL JUANITA REINA Nr: 1,Actuación Programada,PARQUE CANINO,Desinsectación,Indeterminado
13/01/2014,CARRETERA DE CADIZ,EL BULTO,PSO ANTONIO MACHADO Nr: 1,Actuación Programada,PARQUE CANINO,Desinsectación,Indeterminado
13/01/2014,CENTRO,OLLETAS,CL ZURBARAN Nr: 32,Actuación Programada,PARQUE CANINO,Desinsectación,Indeterminado
13/01/2014,ESTE,EL MORLACO,CMNO DESVIACION DE LA Nr: 16,Actuación Programada,PARQUE CANINO,Desinsectación,Indeterminado
13/01/2014,TEATINOS-UNIVERSIDAD,EL ROMERAL,CL CARMEN LAFORET Nr: 6,Actuación Programada,PARQUE CANINO,Desinsectación,Indeterminado
13/01/2014,CARRETERA DE CADIZ,AVE MARIA,CL JESUS CORCHON Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
13/01/2014,CARRETERA DE CADIZ,TABACALERA,CL CONCEJAL MUÑOZ CERVAN Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
13/01/2014,CARRETERA DE CADIZ,TORRES DE LA SERNA,CL PEÑON DEL BERRUECO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
13/01/2014,BAILEN-MIRAFLORES,VICTORIA EUGENIA,CL TOMAS DE BURGOS Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
13/01/2014,TEATINOS-UNIVERSIDAD,COLONIA SANTA INES,CL MANUEL RIVADENEYRA Nr: 8,Actuación Programada,Biblioteca Municipal,INSPECCIÓN,Indeterminado
13/01/2014,TEATINOS-UNIVERSIDAD,LAS MORILLAS,CL DIEGO LOPEZ DE ZUÑIGA Nr: 12,Actuación Programada,Junta Municipal Distrito - OMA,INSPECCIÓN,Indeterminado
13/01/2014,CARRETERA DE CADIZ,LOS GUINDOS,AV GREGORIO DIEGO Nr: 41,Linea 900,Colégio Público,INSPECCIÓN,Procesionaria
13/01/2014,PALMA-PALMILLA,LA ROCA,CL MAXIMO GORKY Nr: 2,Actuación Programada,SOLAR MUNICIPAL,INSPECCIÓN,Indeterminado
13/01/2014,PALMA-PALMILLA,LAS VIRREINAS,AV JANE BOWLES Nr: 19,Actuación Programada,SOLAR MUNICIPAL,Desratización,Ratas
13/01/2014,CENTRO,LA TRINIDAD,PNTE PUENTE DE ARMIÑAN Nr: 1,Actuación Programada,SOLAR MUNICIPAL,Desratización,Ratas
13/01/2014,CENTRO,LA TRINIDAD,CL EMPEDRADA Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
13/01/2014,BAILEN-MIRAFLORES,LAS CHAPAS,CL SONDALEZAS Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
13/01/2014,TEATINOS-UNIVERSIDAD,HACIENDA BIZCOCHERO,AV GREGORIO PRIETO Nr: 13,Linea 900,Vía Pública,Desratización,Ratas
13/01/2014,CARRETERA DE CADIZ,PACIFICO,CL PACIFICO Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
14/01/2014,TEATINOS-UNIVERSIDAD,HACIENDA CAPITAN,CRIL CAPITAN DEL Nr: 6,Actuación Programada,Vía Pública,Desratización,Ratas
14/01/2014,CARRETERA DE CADIZ,PARQUE EMP. AZUCARERA,CL BENAHAVIS Nr: 1,Linea 900,Vía Pública,Desinsectación;Desratización,Cucarachas;Ratas
14/01/2014,TEATINOS-UNIVERSIDAD,TEATINOS,CRIL CAPITAN DEL Nr: 17,Actuación Programada,Vía Pública,Desratización,Ratas
14/01/2014,CARRETERA DE CADIZ,SAN CARLOS CONDOTE,CL BOCANEGRA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
14/01/2014,CARRETERA DE CADIZ,ALASKA,CL ALFREDO CATALANI Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
14/01/2014,CARRETERA DE CADIZ,REGIO,CL CEDRON Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
14/01/2014,CAMPANILLAS,HUERTECILLA MAÑAS,CL SAMANIEGO Nr: 80,Actuación Programada,Colégio Público,Desratización,Ratas
14/01/2014,CAMPANILLAS,HUERTECILLA MAÑAS,CL SAMANIEGO Nr: 80,Linea 900,Colégio Público,Desinsectación,Cucarachas
14/01/2014,CARRETERA DE CADIZ,LAS DELICIAS,CL MANUEL ALTOLAGUIRRE Nr: 1,Junta Municipal de Distrito,Vía Pública,Desratización,Ratas
14/01/2014,PUERTO DE LA TORRE,PUERTOSOL,CL ORQUIDEA Nr: 71,Linea 900,Vía Pública,Desratización,Ratas
15/01/2014,TEATINOS-UNIVERSIDAD,HACIENDA ROLDAN,CL PEDRO ORTIZ Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
15/01/2014,CARRETERA DE CADIZ,GIRON,CL MARTOS ESCOBAR Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
15/01/2014,CARRETERA DE CADIZ,LAS DELICIAS,CL TRAFALGAR Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
15/01/2014,BAILEN-MIRAFLORES,CAMINO DE SUAREZ,CL FILIPINAS Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
15/01/2014,PUERTO DE LA TORRE,VIRGEN DEL CARMEN,AV EDITOR ANGEL CAFFARENA Nr: 8,Actuación Programada,Otro Edificio de Depdencia Mun,INSPECCIÓN,Indeterminado
15/01/2014,PUERTO DE LA TORRE,LOS ALMENDROS,CL BALZAC Nr: 4,Actuación Programada,Biblioteca Municipal,INSPECCIÓN,Indeterminado
15/01/2014,CENTRO,PERCHEL NORTE,CL PADRE JORGE LAMOTHE Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
16/01/2014,BAILEN-MIRAFLORES,LA CORTA,CL FAUNO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
16/01/2014,PALMA-PALMILLA,LAS VIRREINAS,CL DEBUSSY Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
16/01/2014,PALMA-PALMILLA,,Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
16/01/2014,CENTRO,LA MALAGUETA,PSO MARITIMO PABLO RUIZ PICASSO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
16/01/2014,BAILEN-MIRAFLORES,FLORISOL,CL GALENO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
16/01/2014,BAILEN-MIRAFLORES,NUESTRA SEÑORA DE FATIMA,CL JOSE CARRION DE MULA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
16/01/2014,CIUDAD JARDIN,JARDIN DE MALAGA,PJE ALCALDE NICOLAS MAROTO Nr: 2,Actuación Programada,Junta Municipal Distrito - OMA,INSPECCIÓN,Indeterminado
16/01/2014,CARRETERA DE CADIZ,GUADALJAIRE,AV ISAAC PERAL Nr: 23,Actuación Programada,Centro Servicios Sociales,INSPECCIÓN,Indeterminado
16/01/2014,CIUDAD JARDIN,JARDIN DE MALAGA,PJE ALCALDE NICOLAS MAROTO Nr: 2,Actuación Programada,Biblioteca Municipal,INSPECCIÓN,Indeterminado
16/01/2014,CARRETERA DE CADIZ,LA LUZ,PL LUZ DE LA Nr: 1,Actuación Programada,Biblioteca Municipal,INSPECCIÓN,Indeterminado
16/01/2014,CARRETERA DE CADIZ,SANTA PAULA,PL VALENTIN ORTIGOSA Nr: 2,Actuación Programada,Biblioteca Municipal,INSPECCIÓN,Indeterminado
16/01/2014,CARRETERA DE CADIZ,EL TORCAL,CL NIÑO DE GLORIA Nr: 1,Actuación Programada,Biblioteca Municipal,INSPECCIÓN,Indeterminado
16/01/2014,CARRETERA DE CADIZ,NUEVO SAN ANDRES 2,CL CAMARA Nr: 1,Actuación Programada,Centro Educación Adultos,INSPECCIÓN,Indeterminado
16/01/2014,CARRETERA DE CADIZ,EL TORCAL,CL MANUEL VARGAS Nr: 1,Actuación Programada,Policía Local - Bomberos,INSPECCIÓN,Indeterminado
16/01/2014,CARRETERA DE CADIZ,ALMUDENA,CMNO PATO DEL Nr: 35,Actuación Programada,Policía Local - Bomberos,Desratización,Ratas
16/01/2014,ESTE,PLAYAS DEL PALO,PL VIRGEN MILAGROSA Nr: 11,Ciudadano,Privado,Control de Gaviotas;Control de Palomas,Gaviota;Paloma
16/01/2014,CARRETERA DE CADIZ,PACIFICO,PSO MARITIMO ANTONIO BANDERAS Nr: 2,Linea 900,Vía Pública,Desratización,Ratas
16/01/2014,CRUZ DE HUMILLADERO,SAN RAFAEL,CL RIO SORBE Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
16/01/2014,ESTE,EL MORLACO,AV PINTOR JOAQUIN SOROLLA Nr: 137,Linea 900,Vía Pública,Desratización,Ratas
16/01/2014,PALMA-PALMILLA,LA PALMA,CL GUADALEN Nr: 4,Linea 900,Vía Pública,Desratización,Ratas
16/01/2014,TEATINOS-UNIVERSIDAD,CORTIJO ALTO,CL DANIEL DEFOE Nr: 18,CORREO ELECTRÓNICO,Vía Pública,Desratización,Ratas
16/01/2014,CRUZ DE HUMILLADERO,CRUZ DE HUMILLADERO,CL MERLO Nr: 9,ALTA DE OFICIO,Vía Pública,Control de Palomas,Paloma
16/01/2014,CAMPANILLAS,HUERTECILLA MAÑAS,CL SAMANIEGO Nr: 80,Linea 900,Colégio Público,INSPECCIÓN,Procesionaria
16/01/2014,CHURRIANA,EL OLIVAR,CL ACEITUNO Nr: 1,ALTA DE OFICIO,Vía Pública,Desratización,Ratas
16/01/2014,CARRETERA DE CADIZ,FINCA EL PATO,AV ALICIA DE LARROCHA Nr: 1,Linea 900,Vía Pública,Desinsectación,Indeterminado
16/01/2014,CARRETERA DE CADIZ,PUERTA BLANCA,CL CATAPILCO Nr: 14,Linea 900,Vía Pública,Desratización,Ratas
16/01/2014,ESTE,PINARES DE SAN ANTON,CL PALMERAS Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
16/01/2014,ESTE,EL PALO,CL AGUILAR Y CANO Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
17/01/2014,ESTE,PLAYA VIRGINIA,CL PLAYA VIRGINIA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
17/01/2014,PUERTO DE LA TORRE,SANTA ISABEL PTO TORRE,CL LOPE DE RUEDA Nr: 133,Actuación Programada,SOLAR MUNICIPAL,Desratización,Ratas
17/01/2014,BAILEN-MIRAFLORES,PAVERO,CL GENOVESES Nr: 7,Linea 900,Vía Pública,Desratización,Ratas
17/01/2014,CENTRO,LA MALAGUETA,PSO MARITIMO CIUDAD DE MELILLA Nr: 23,Linea 900,Vía Pública,Desratización,Ratas
17/01/2014,CIUDAD JARDIN,CIUDAD JARDIN,AV SANTIAGO RAMON Y CAJAL Nr: 56,Linea 900,Vía Pública,Desratización,Ratas
17/01/2014,CARRETERA DE CADIZ,HUELIN,JDIN FRANCISCO VALVERDE Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
17/01/2014,CIUDAD JARDIN,CIUDAD JARDIN,CL LORENZA CORREA Nr: 26,CORREO ELECTRÓNICO,Vía Pública,Desratización,Ratas
17/01/2014,CARRETERA DE CADIZ,PACIFICO,CL PACIFICO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
17/01/2014,ESTE,PEDREGALEJO PLAYA,CL PRACTICANTE PEDRO ROMAN Nr: 7,Actuación Programada,Biblioteca Municipal,INSPECCIÓN,Indeterminado
17/01/2014,CENTRO,PERCHEL SUR,AV ANDALUCIA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
17/01/2014,CENTRO,ENSANCHE CENTRO,PSO CURAS DE LOS Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
17/01/2014,ESTE,PEDREGALEJO,AV JUAN SEBASTIAN ELCANO Nr: 53,Linea 900,Vía Pública,Control de Palomas,Paloma
20/01/2014,TEATINOS-UNIVERSIDAD,HACIENDA BIZCOCHERO,CL PIRANDELLO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
20/01/2014,TEATINOS-UNIVERSIDAD,CORTIJO ALTO,CL HAMLET Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
20/01/2014,CARRETERA DE CADIZ,SAN CARLOS,CL FRANCISCO DE SALINAS Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
