FECHA, PRODUCCION
2013-01-01, 7.31
2013-01-02, 11.61
2013-01-03, 12.11
2013-01-04, 11.87
2013-01-05, 11.74
2013-01-06, 11.92
2013-01-07, 11.88
2013-01-08, 11.81
2013-01-09, 10.93
2013-01-10, 10.39
2013-01-11, 11.16
2013-01-12, 10.6
2013-01-13, 12.93
2013-01-14, 12.44
2013-01-15, 11.93
2013-01-16, 4.01
2013-01-17, 9.87
2013-01-18, 7.79
2013-01-19, 6.71
2013-01-20, 9.57
2013-01-21, 12.09
2013-01-22, 4.76
2013-01-23, 13.84
2013-01-24, 4.25
2013-01-25, 3.18
2013-01-26, 13.28
2013-01-27, 11.43
2013-01-28, 10.33
2013-01-29, 13.71
2013-01-30, 13.48
2013-01-31, 13.82
2013-02-01, 13.84
2013-02-02, 14.75
2013-02-03, 14.88
2013-02-04, 14.87
2013-02-05, 14.51
2013-02-06, 15.68
2013-02-07, 15.39
2013-02-08, 15.54
2013-02-09, 15.73
2013-02-10, 15.06
2013-02-11, 11.5
2013-02-12, 12.65
2013-02-13, 16.08
2013-02-14, 16.09
2013-02-15, 16.27
2013-02-16, 16.06
2013-02-17, 9.62
2013-02-18, 11.71
2013-02-19, 1.98
2013-02-20, 10.55
2013-02-21, 14.85
2013-02-22, 4.84
2013-02-23, 13.02
2013-02-24, 17.58
2013-02-25, 18.28
2013-02-26, 18.73
2013-02-27, 14.73
2013-02-28, 12.62
2013-03-01, 17.09
2013-03-02, 10.88
2013-03-03, 10.68
2013-03-04, 5.08
2013-03-05, 8.09
2013-03-06, 10.62
2013-03-07, 0
2013-03-08, 17.22
2013-03-09, 7.01
2013-03-10, 10.16
2013-03-11, 13.22
2013-03-12, 5.57
2013-03-13, 19.98
2013-03-14, 20.1
2013-03-15, 18.69
2013-03-16, 0.33
2013-03-17, 7.31
2013-03-18, 19.82
2013-03-19, 2.97
2013-03-20, 19.82
2013-03-21, 20.27
2013-03-22, 7.82
2013-03-23, 8.02
2013-03-24, 11.54
2013-03-25, 10.41
2013-03-26, 13.45
2013-03-27, 10.17
2013-03-28, 15.92
2013-03-29, 13.28
2013-03-30, 19.87
2013-03-31, 6.4
2013-04-01, 17.62
2013-04-02, 16.58
2013-04-03, 5.81
2013-04-04, 10.07
2013-04-05, 2.85
2013-04-06, 21.8
2013-04-07, 20.86
2013-04-08, 19.67
2013-04-09, 16.06
2013-04-10, 20.57
2013-04-11, 19.84
2013-04-12, 13.33
2013-04-13, 21.36
2013-04-14, 20.83
2013-04-15, 19.79
2013-04-16, 20.97
2013-04-17, 14.12
2013-04-18, 18.84
2013-04-19, 14.75
2013-04-20, 13.76
2013-04-21, 18.71
2013-04-22, 17.53
2013-04-23, 21.49
2013-04-24, 20.8
2013-04-25, 18.26
2013-04-26, 15.61
2013-04-27, 17.08
2013-04-28, 12.36
2013-04-29, 11.03
2013-04-30, 17.45
2013-05-01, 22.78
2013-05-02, 18.67
2013-05-03, 13.51
2013-05-04, 21.65
2013-05-05, 21.93
2013-05-06, 20.1
2013-05-07, 19
2013-05-08, 18.76
2013-05-09, 19.76
2013-05-10, 15.11
2013-05-11, 15.88
2013-05-12, 7.25
2013-05-13, 14.04
2013-05-14, 17.9
2013-05-15, 15.34
2013-05-16, 15.63
2013-05-17, 11.87
2013-05-18, 15.34
2013-05-19, 15.8
2013-05-20, 17.11
2013-05-21, 13.45
2013-05-22, 20.4
2013-05-23, 19.16
2013-05-24, 20.84
2013-05-25, 21.62
2013-05-26, 16.59
2013-05-27, 14.76
2013-05-28, 20.8
2013-05-29, 22.3
2013-05-30, 21.96
2013-05-31, 21.45
2013-06-01, 22.26
2013-06-02, 22.3
2013-06-03, 22.14
2013-06-04, 21.56
