TIPO,ENTIDAD,EJERCICIO,PROGRAMA,ECONÓMICO,IMPORTE
"G","77777",2012,"1501","15300",1
"G","77777",2012,"1501","16000","31739,59"
"G","77777",2012,"1501","16009",1
"G","77777",2012,"1501","16101",1
"G","77777",2012,"1501","16104",1
"G","77777",2012,"1501","16105",1
"G","77777",2012,"1501","16200",1
"G","77777",2012,"1501","16205",1
"G","77777",2012,"1501","16206",1
"G","77777",2012,"1501","16209",1
"G","77777",2012,"1501","16400",1
"G","77777",2012,"1510","41000",0
"G","77777",2012,"1510","71000",0
"G","77777",2012,"1511","10000",1
"G","77777",2012,"1511","10100",1
"G","77777",2012,"1511","11000",1
"G","77777",2012,"1511","12000","11634,7"
"G","77777",2012,"1511","12001",1
"G","77777",2012,"1511","12002",1
"G","77777",2012,"1511","12003",1
"G","77777",2012,"1511","12004",1
"G","77777",2012,"1511","12005",1
"G","77777",2012,"1511","12006",1
"G","77777",2012,"1511","12009",1
"G","77777",2012,"1511","12100","4078,72"
"G","77777",2012,"1511","12101","7020,16"
"G","77777",2012,"1511","12103",1
"G","77777",2012,"1511","12200",1
"G","77777",2012,"1511","12400",1
"G","77777",2012,"1511","12406",1
"G","77777",2012,"1511","12409",1
"G","77777",2012,"1511","13000",1
"G","77777",2012,"1511","13001",1
"G","77777",2012,"1511","13002",1
"G","77777",2012,"1511","13100",1
"G","77777",2012,"1511","13200",1
"G","77777",2012,"1511","14300",1
"G","77777",2012,"1511","14301",1
"G","77777",2012,"1511","15000","777,53"
"G","77777",2012,"1511","15100",1
"G","77777",2012,"1511","15200",1
"G","77777",2012,"1511","15300",1
"G","77777",2012,"1511","16000","7484,41"
"G","77777",2012,"1511","16009",1
"G","77777",2012,"1511","16101",1
"G","77777",2012,"1511","16104",1
"G","77777",2012,"1511","16105",1
"G","77777",2012,"1511","16200",1
"G","77777",2012,"1511","16205",1
"G","77777",2012,"1511","16206",1
"G","77777",2012,"1511","16209",1
"G","77777",2012,"1511","16400",1
"G","77777",2012,"1511","22799",30000
"G","77777",2012,"1512","10000",1
"G","77777",2012,"1512","10100","68191,34"
"G","77777",2012,"1512","11000",1
"G","77777",2012,"1512","12000","17452,05"
"G","77777",2012,"1512","12001","48155,7"
"G","77777",2012,"1512","12002",1
"G","77777",2012,"1512","12003","85438,2"
"G","77777",2012,"1512","12004","456823,69"
"G","77777",2012,"1512","12005","109787,17"
"G","77777",2012,"1512","12006","78242,06"
"G","77777",2012,"1512","12009",1
"G","77777",2012,"1512","12100","284589,44"
"G","77777",2012,"1512","12101","589641,28"
"G","77777",2012,"1512","12103","34750,65"
"G","77777",2012,"1512","12200","3830,9"
"G","77777",2012,"1512","12400",1
"G","77777",2012,"1512","12406",1
"G","77777",2012,"1512","12409",1
"G","77777",2012,"1512","13000","460685,31"
"G","77777",2012,"1512","13001","40187,14"
"G","77777",2012,"1512","13002","513659,21"
"G","77777",2012,"1512","13100","26205,2"
"G","77777",2012,"1512","13200","3208,66"
"G","77777",2012,"1512","14300",1
"G","77777",2012,"1512","14301",1
"G","77777",2012,"1512","15000","173451,7"
"G","77777",2012,"1512","15100","39667,92"
"G","77777",2012,"1512","15200",1
"G","77777",2012,"1512","15300",1
"G","77777",2012,"1512","16000","941432,5"
"G","77777",2012,"1512","16009",1
"G","77777",2012,"1512","16101",1
"G","77777",2012,"1512","16104",1
"G","77777",2012,"1512","16105",1
"G","77777",2012,"1512","16200",1
"G","77777",2012,"1512","16205",1
"G","77777",2012,"1512","16206",1
"G","77777",2012,"1512","16209","21729,52"
"G","77777",2012,"1512","16400",1413
"G","77777",2012,"1512","20200","0,1"
"G","77777",2012,"1512","20300","83463,43"
"G","77777",2012,"1512","21200",111743
"G","77777",2012,"1512","21300","337052,63"
"G","77777",2012,"1512","21500","169402,61"
"G","77777",2012,"1512","22000","0,1"
"G","77777",2012,"1512","22001",1
"G","77777",2012,"1512","22101",0
"G","77777",2012,"1512","22102",3000
"G","77777",2012,"1512","22104",125678
"G","77777",2012,"1512","22106",1
"G","77777",2012,"1512","22110",19204
"G","77777",2012,"1512","22112",23000
"G","77777",2012,"1512","22199","354058,39"
"G","77777",2012,"1512","22601",1
"G","77777",2012,"1512","22609","0,1"
"G","77777",2012,"1512","22699","3928,3"
"G","77777",2012,"1512","22701","140596,47"
"G","77777",2012,"1512","22706",19399
"G","77777",2012,"1512","22799","321612,21"
"G","77777",2012,"1512","23000","0,8"
"G","77777",2012,"1512","23020","1142,4"
"G","77777",2012,"1512","23100",1
"G","77777",2012,"1512","23110",1
"G","77777",2012,"1512","48100",2002
"G","77777",2012,"1512","60900",10000
"G","77777",2012,"1512","61900",179000
"G","77777",2012,"1512","63200",75000
"G","77777",2012,"1520","41000",0
"G","77777",2012,"1520","71000",0
"G","77777",2012,"1521","44900",0
"G","77777",2012,"1550","10000",1
"G","77777",2012,"1550","10100",1
"G","77777",2012,"1550","11000",1
"G","77777",2012,"1550","12000","11634,7"
"G","77777",2012,"1550","12001",1
"G","77777",2012,"1550","12002",1
"G","77777",2012,"1550","12003",1
"G","77777",2012,"1550","12004",1
"G","77777",2012,"1550","12005",1
"G","77777",2012,"1550","12006",1
"G","77777",2012,"1550","12009",1
"G","77777",2012,"1550","12100","4078,72"
"G","77777",2012,"1550","12101","7020,16"
"G","77777",2012,"1550","12103",1
"G","77777",2012,"1550","12200",1
"G","77777",2012,"1550","12400",1
"G","77777",2012,"1550","12406",1
"G","77777",2012,"1550","12409",1
"G","77777",2012,"1550","13000",1
"G","77777",2012,"1550","13001",1
"G","77777",2012,"1550","13002",1
"G","77777",2012,"1550","13100",1
"G","77777",2012,"1550","13200",1
"G","77777",2012,"1550","14300",1
"G","77777",2012,"1550","14301",1
"G","77777",2012,"1550","15000","777,53"
"G","77777",2012,"1550","15100",1
"G","77777",2012,"1550","15200",1
"G","77777",2012,"1550","15300",1
"G","77777",2012,"1550","16000","7484,41"
"G","77777",2012,"1550","16009",1
"G","77777",2012,"1550","16101",1
"G","77777",2012,"1550","16104",1
"G","77777",2012,"1550","16105",1
"G","77777",2012,"1550","16200",1
"G","77777",2012,"1550","16205",1
"G","77777",2012,"1550","16206",1
"G","77777",2012,"1550","16209",1
"G","77777",2012,"1550","16400",1
"G","77777",2012,"1550","20300","42540,24"
"G","77777",2012,"1550","21200",1
"G","77777",2012,"1550","22199",15022
"G","77777",2012,"1550","22609",1
"G","77777",2012,"1550","22699",1
"G","77777",2012,"1550","22799","479812,63"
"G","77777",2012,"1550","61900","834971,95"
"G","77777",2012,"1610","10000",1
"G","77777",2012,"1610","10100",1
"G","77777",2012,"1610","11000",1
"G","77777",2012,"1610","12000",1
"G","77777",2012,"1610","12001","15358,25"
"G","77777",2012,"1610","12002",1
"G","77777",2012,"1610","12003",1
"G","77777",2012,"1610","12004",1
"G","77777",2012,"1610","12005",1
"G","77777",2012,"1610","12006","5615,28"
"G","77777",2012,"1610","12009",1
"G","77777",2012,"1610","12100","5276,4"
"G","77777",2012,"1610","12101","9433,92"
"G","77777",2012,"1610","12103","12436,08"
"G","77777",2012,"1610","12200",1
"G","77777",2012,"1610","12400",1
"G","77777",2012,"1610","12406",1
"G","77777",2012,"1610","12409",1
"G","77777",2012,"1610","13000",1
"G","77777",2012,"1610","13001",1
"G","77777",2012,"1610","13002",1
"G","77777",2012,"1610","13100",1
"G","77777",2012,"1610","13200",1
"G","77777",2012,"1610","14300",1
"G","77777",2012,"1610","14301",1
"G","77777",2012,"1610","15000","1166,3"
"G","77777",2012,"1610","15100",1
"G","77777",2012,"1610","15200",1
"G","77777",2012,"1610","15300",1
"G","77777",2012,"1610","16000","9959,22"
"G","77777",2012,"1610","16009",1
"G","77777",2012,"1610","16101",1
"G","77777",2012,"1610","16104",1
"G","77777",2012,"1610","16105",1
"G","77777",2012,"1610","16200",1
"G","77777",2012,"1610","16205",1
"G","77777",2012,"1610","16206",1
"G","77777",2012,"1610","16209",1
"G","77777",2012,"1610","16400",1
"G","77777",2012,"1620","22700","24296610,4"
"G","77777",2012,"1621","22700","15771810,24"
"G","77777",2012,"1630","10000",1
"G","77777",2012,"1630","10100",1
"G","77777",2012,"1630","11000",1
"G","77777",2012,"1630","12000","40204,66"
"G","77777",2012,"1630","12001",1
"G","77777",2012,"1630","12002",1
"G","77777",2012,"1630","12003","25885,64"
"G","77777",2012,"1630","12004","79901,32"
"G","77777",2012,"1630","12005","62843,29"
"G","77777",2012,"1630","12006","31647,81"
"G","77777",2012,"1630","12009",1
"G","77777",2012,"1630","12100","82297,36"
"G","77777",2012,"1630","12101","183407,16"
"G","77777",2012,"1630","12103","64900,65"
"G","77777",2012,"1630","12200","14114,64"
"G","77777",2012,"1630","12400",1
"G","77777",2012,"1630","12406",1
"G","77777",2012,"1630","12409",1
"G","77777",2012,"1630","13000","37953,33"
"G","77777",2012,"1630","13001",1
"G","77777",2012,"1630","13002","42926,94"
"G","77777",2012,"1630","13100","6618,15"
"G","77777",2012,"1630","13200","2531,18"
"G","77777",2012,"1630","14300",1
"G","77777",2012,"1630","14301",1
"G","77777",2012,"1630","15000","50566,37"
"G","77777",2012,"1630","15100",1
"G","77777",2012,"1630","15200",1
"G","77777",2012,"1630","15300",1
"G","77777",2012,"1630","16000","209263,5"
"G","77777",2012,"1630","16009",1
"G","77777",2012,"1630","16101",1
"G","77777",2012,"1630","16104",1
"G","77777",2012,"1630","16105",1
"G","77777",2012,"1630","16200",1
"G","77777",2012,"1630","16205",1
"G","77777",2012,"1630","16206",1
"G","77777",2012,"1630","16209","8281,04"
"G","77777",2012,"1630","16400",468
"G","77777",2012,"1630","20300","0,1"
"G","77777",2012,"1630","20500","0,1"
"G","77777",2012,"1630","20800","0,1"
"G","77777",2012,"1630","21200","0,1"
"G","77777",2012,"1630","22000","0,1"
"G","77777",2012,"1630","22001","0,1"
"G","77777",2012,"1630","22002","0,1"
"G","77777",2012,"1630","22104","0,1"
"G","77777",2012,"1630","22199","0,1"
"G","77777",2012,"1630","22602","0,1"
"G","77777",2012,"1630","22699","0,1"
"G","77777",2012,"1630","22700","51807006,95"
"G","77777",2012,"1630","22706","0,1"
"G","77777",2012,"1630","22799",76000
"G","77777",2012,"1630","23020","0,1"
"G","77777",2012,"1630","23120","0,1"
"G","77777",2012,"1630","24000","0,1"
"G","77777",2012,"1630","48100","0,1"
"G","77777",2012,"1640","22799",25002
"G","77777",2012,"1650","20300",3002
"G","77777",2012,"1650","21200",1404
"G","77777",2012,"1650","21300","0,6"
"G","77777",2012,"1650","22100",8030799
"G","77777",2012,"1650","22112","0,3"
"G","77777",2012,"1650","22199",6601
"G","77777",2012,"1650","22609",1
"G","77777",2012,"1650","22699",1000
"G","77777",2012,"1650","22799","3215153,83"
"G","77777",2012,"1650","61900",133000
"G","77777",2012,"1700","10000",1
"G","77777",2012,"1700","10100","60000,08"
"G","77777",2012,"1700","11000",1
"G","77777",2012,"1700","12000","109061,29"
"G","77777",2012,"1700","12001","78637,74"
"G","77777",2012,"1700","12002",1
"G","77777",2012,"1700","12003","52989,64"
"G","77777",2012,"1700","12004","71938,37"
"G","77777",2012,"1700","12005","28320,91"
"G","77777",2012,"1700","12006","42970,92"
"G","77777",2012,"1700","12009",1
"G","77777",2012,"1700","12100","131391,74"
"G","77777",2012,"1700","12101","282754,46"
"G","77777",2012,"1700","12103","9945,12"
"G","77777",2012,"1700","12200","635,09"
"G","77777",2012,"1700","12400",1
"G","77777",2012,"1700","12406",1
"G","77777",2012,"1700","12409",1
"G","77777",2012,"1700","13000","24664,29"
"G","77777",2012,"1700","13001",1
"G","77777",2012,"1700","13002","24569,2"
"G","77777",2012,"1700","13100",1
"G","77777",2012,"1700","13200",1
"G","77777",2012,"1700","14300",1
"G","77777",2012,"1700","14301",1
"G","77777",2012,"1700","15000","45439,92"
"G","77777",2012,"1700","15100",1
"G","77777",2012,"1700","15200",1
"G","77777",2012,"1700","15300",1
"G","77777",2012,"1700","16000","267174,81"
"G","77777",2012,"1700","16009",1
"G","77777",2012,"1700","16101",1
"G","77777",2012,"1700","16104",1
"G","77777",2012,"1700","16105",1
"G","77777",2012,"1700","16200",1
"G","77777",2012,"1700","16205",1
"G","77777",2012,"1700","16206",1
"G","77777",2012,"1700","16209","1613,28"
"G","77777",2012,"1700","16400",567
"G","77777",2012,"1700","20600",1
"G","77777",2012,"1700","21200",1
"G","77777",2012,"1700","21300",400
"G","77777",2012,"1700","22000",1000
"G","77777",2012,"1700","22001",2500
"G","77777",2012,"1700","22002",1000
"G","77777",2012,"1700","22100",1
"G","77777",2012,"1700","22101",0
"G","77777",2012,"1700","22104",12000
"G","77777",2012,"1700","22106",1
"G","77777",2012,"1700","22110",1000
"G","77777",2012,"1700","22112","600,36"
"G","77777",2012,"1700","22199",1000
"G","77777",2012,"1700","22204",500
"G","77777",2012,"1700","22300",1
"G","77777",2012,"1700","22402",1
"G","77777",2012,"1700","22601",2500
"G","77777",2012,"1700","22602",1
"G","77777",2012,"1700","22603",1
"G","77777",2012,"1700","22604",2000
"G","77777",2012,"1700","22606",500
"G","77777",2012,"1700","22699",300
"G","77777",2012,"1700","22799",1000
"G","77777",2012,"1700","23000",1500
"G","77777",2012,"1700","23010",1000
"G","77777",2012,"1700","23020",1500
"G","77777",2012,"1700","23100",2500
"G","77777",2012,"1700","23110",1500
"G","77777",2012,"1700","23120",1500
"G","77777",2012,"1700","27000",1
"G","77777",2012,"1700","48100",34200
"G","77777",2012,"1710","10000",1
"G","77777",2012,"1710","10100",1
"G","77777",2012,"1710","11000","45999,94"
"G","77777",2012,"1710","12000","20250,49"
"G","77777",2012,"1710","12001","71671,83"
"G","77777",2012,"1710","12002",1
"G","77777",2012,"1710","12003","22110,34"
"G","77777",2012,"1710","12004","117939,8"
"G","77777",2012,"1710","12005","62795,47"
"G","77777",2012,"1710","12006","42740,31"
"G","77777",2012,"1710","12009",1
"G","77777",2012,"1710","12100","112198,2"
"G","77777",2012,"1710","12101","231226,44"
"G","77777",2012,"1710","12103","34285,9"
"G","77777",2012,"1710","12200",1
"G","77777",2012,"1710","12400",1
"G","77777",2012,"1710","12406",1
"G","77777",2012,"1710","12409",1
"G","77777",2012,"1710","13000","78897,8"
"G","77777",2012,"1710","13001","6389,98"
"G","77777",2012,"1710","13002","83625,62"
"G","77777",2012,"1710","13100",1
"G","77777",2012,"1710","13200",1
"G","77777",2012,"1710","14300",1
"G","77777",2012,"1710","14301",1
"G","77777",2012,"1710","15000","68633,19"
"G","77777",2012,"1710","15100","5809,39"
"G","77777",2012,"1710","15200",1
"G","77777",2012,"1710","15300",1
"G","77777",2012,"1710","16000","305564,77"
"G","77777",2012,"1710","16009",1
"G","77777",2012,"1710","16101",1
"G","77777",2012,"1710","16104",1
"G","77777",2012,"1710","16105",1
"G","77777",2012,"1710","16200",1
"G","77777",2012,"1710","16205",1
"G","77777",2012,"1710","16206",1
"G","77777",2012,"1710","16209","1858,56"
"G","77777",2012,"1710","16400","1085,4"
"G","77777",2012,"1710","21300",10000
"G","77777",2012,"1710","21400","0,1"
"G","77777",2012,"1710","22001","0,1"
"G","77777",2012,"1710","22101",0
"G","77777",2012,"1710","22104","0,1"
"G","77777",2012,"1710","22199",60000
"G","77777",2012,"1710","22601","0,1"
"G","77777",2012,"1710","22700",10000
"G","77777",2012,"1710","22701",2000
"G","77777",2012,"1710","22706",12000
"G","77777",2012,"1710","22799","9827302,98"
"G","77777",2012,"1710","23010","0,1"
"G","77777",2012,"1710","23020","0,1"
"G","77777",2012,"1710","23100","0,1"
"G","77777",2012,"1710","23110","0,1"
"G","77777",2012,"1710","48100","0,1"
"G","77777",2012,"1710","48900","125400,3"
"G","77777",2012,"1710","61900","137395,98"
"G","77777",2012,"1711","10000",1
"G","77777",2012,"1711","10100",1
"G","77777",2012,"1711","11000",1
"G","77777",2012,"1711","12000",1
"G","77777",2012,"1711","12001","15358,25"
"G","77777",2012,"1711","12002",1
"G","77777",2012,"1711","12003",1
"G","77777",2012,"1711","12004",1
"G","77777",2012,"1711","12005",1
"G","77777",2012,"1711","12006","2807,64"
"G","77777",2012,"1711","12009",1
"G","77777",2012,"1711","12100","5276,4"
"G","77777",2012,"1711","12101","9433,92"
"G","77777",2012,"1711","12103","1878,24"
"G","77777",2012,"1711","12200",1
"G","77777",2012,"1711","12400",1
"G","77777",2012,"1711","12406",1
"G","77777",2012,"1711","12409",1
"G","77777",2012,"1711","13000",1
"G","77777",2012,"1711","13001",1
"G","77777",2012,"1711","13002",1
"G","77777",2012,"1711","13100",1
"G","77777",2012,"1711","13200",1
"G","77777",2012,"1711","14300",1
"G","77777",2012,"1711","14301",1
"G","77777",2012,"1711","15000","1166,3"
"G","77777",2012,"1711","15100",1
"G","77777",2012,"1711","15200",1
"G","77777",2012,"1711","15300",1
"G","77777",2012,"1711","16000","9048,44"
"G","77777",2012,"1711","16009",1
"G","77777",2012,"1711","16101",1
"G","77777",2012,"1711","16104",1
"G","77777",2012,"1711","16105",1
"G","77777",2012,"1711","16200",1
"G","77777",2012,"1711","16205",1
"G","77777",2012,"1711","16206",1
"G","77777",2012,"1711","16209",1
"G","77777",2012,"1711","16400",72
"G","77777",2012,"1711","41000",0
"G","77777",2012,"1711","71000",0
"G","77777",2012,"1720","10000",1
"G","77777",2012,"1720","10100",1
"G","77777",2012,"1720","11000",1
"G","77777",2012,"1720","12000","17452,05"
"G","77777",2012,"1720","12001","26923,52"
"G","77777",2012,"1720","12002",1
"G","77777",2012,"1720","12003","26110,54"
"G","77777",2012,"1720","12004","28778,89"
"G","77777",2012,"1720","12005",1
"G","77777",2012,"1720","12006","16557,13"
"G","77777",2012,"1720","12009",1
"G","77777",2012,"1720","12100","37458,08"
"G","77777",2012,"1720","12101",88327
"G","77777",2012,"1720","12103","9762,28"
"G","77777",2012,"1720","12200","3629,05"
"G","77777",2012,"1720","12400",1
"G","77777",2012,"1720","12406",1
"G","77777",2012,"1720","12409",1
"G","77777",2012,"1720","13000",1
"G","77777",2012,"1720","13001",1
"G","77777",2012,"1720","13002",1
"G","77777",2012,"1720","13100",1
"G","77777",2012,"1720","13200",1
"G","77777",2012,"1720","14300",1
"G","77777",2012,"1720","14301",1
"G","77777",2012,"1720","15000","19450,83"
"G","77777",2012,"1720","15100",1
"G","77777",2012,"1720","15200",1
"G","77777",2012,"1720","15300",1
"G","77777",2012,"1720","16000","77598,46"
"G","77777",2012,"1720","16009",1
"G","77777",2012,"1720","16101",1
"G","77777",2012,"1720","16104",1
"G","77777",2012,"1720","16105",1
"G","77777",2012,"1720","16200",1
"G","77777",2012,"1720","16205",1
"G","77777",2012,"1720","16206",1
"G","77777",2012,"1720","16209",1
"G","77777",2012,"1720","16400",108
"G","77777",2012,"1720","20400","0,1"
"G","77777",2012,"1720","20900","0,1"
"G","77777",2012,"1720","21200","0,1"
"G","77777",2012,"1720","21300",800
"G","77777",2012,"1720","22000","0,1"
"G","77777",2012,"1720","22001","0,1"
"G","77777",2012,"1720","22002","0,1"
"G","77777",2012,"1720","22199","0,1"
"G","77777",2012,"1720","22204","0,1"
"G","77777",2012,"1720","22601","0,1"
"G","77777",2012,"1720","22603","0,1"
"G","77777",2012,"1720","22604","0,1"
"G","77777",2012,"1720","22699","0,1"
"G","77777",2012,"1720","22706","0,1"
"G","77777",2012,"1720","22799",305000
"G","77777",2012,"1720","23020","0,1"
"G","77777",2012,"1720","23120","0,1"
"G","77777",2012,"1720","48100",2000
"G","77777",2012,"1720","48900",12000
"G","77777",2012,"1790","10000",1
"G","77777",2012,"1790","10100",1
"G","77777",2012,"1790","11000","47999,98"
"G","77777",2012,"1790","12000",1
"G","77777",2012,"1790","12001","33369,38"
"G","77777",2012,"1790","12002",1
"G","77777",2012,"1790","12003",1
"G","77777",2012,"1790","12004",1
"G","77777",2012,"1790","12005",1
"G","77777",2012,"1790","12006","7781,13"
"G","77777",2012,"1790","12009",1
"G","77777",2012,"1790","12100","11360,4"
"G","77777",2012,"1790","12101","33977,52"
"G","77777",2012,"1790","12103","298,04"
"G","77777",2012,"1790","12200","341,73"
"G","77777",2012,"1790","12400",1
"G","77777",2012,"1790","12406",1
"G","77777",2012,"1790","12409",1
"G","77777",2012,"1790","13000",1
"G","77777",2012,"1790","13001",1
"G","77777",2012,"1790","13002",1
"G","77777",2012,"1790","13100",1
"G","77777",2012,"1790","13200",1
"G","77777",2012,"1790","14300",1
"G","77777",2012,"1790","14301",1
"G","77777",2012,"1790","15000","7506,13"
"G","77777",2012,"1790","15100",1
"G","77777",2012,"1790","15200",1
"G","77777",2012,"1790","15300",1
"G","77777",2012,"1790","16000","41979,53"
"G","77777",2012,"1790","16009",1
"G","77777",2012,"1790","16101",1
"G","77777",2012,"1790","16104",1
"G","77777",2012,"1790","16105",1
"G","77777",2012,"1790","16200",1
"G","77777",2012,"1790","16205",1
"G","77777",2012,"1790","16206",1
"G","77777",2012,"1790","16209",1
"G","77777",2012,"1790","16400",72
"G","77777",2012,"2110","10000",1
"G","77777",2012,"2110","10100",1
"G","77777",2012,"2110","11000",1
"G","77777",2012,"2110","12000",1
"G","77777",2012,"2110","12001",1
"G","77777",2012,"2110","12002",1
"G","77777",2012,"2110","12003",1
"G","77777",2012,"2110","12004",1
"G","77777",2012,"2110","12005",1
"G","77777",2012,"2110","12006",1
"G","77777",2012,"2110","12009",1
"G","77777",2012,"2110","12100",1
"G","77777",2012,"2110","12101",1
"G","77777",2012,"2110","12103",1
"G","77777",2012,"2110","12200",1
"G","77777",2012,"2110","12400",1
"G","77777",2012,"2110","12406",1
"G","77777",2012,"2110","12409",1
"G","77777",2012,"2110","13000",1
"G","77777",2012,"2110","13001",1
"G","77777",2012,"2110","13002",1
"G","77777",2012,"2110","13100",1
"G","77777",2012,"2110","13200",1
"G","77777",2012,"2110","14300",1
"G","77777",2012,"2110","14301",1
"G","77777",2012,"2110","15000",1
"G","77777",2012,"2110","15100",1
"G","77777",2012,"2110","15200",1
"G","77777",2012,"2110","15300",1
"G","77777",2012,"2110","16000",1
"G","77777",2012,"2110","16009",1
"G","77777",2012,"2110","16101",1
"G","77777",2012,"2110","16104",1
"G","77777",2012,"2110","16105",310000
"G","77777",2012,"2110","16200",1
"G","77777",2012,"2110","16205",1
"G","77777",2012,"2110","16206",1
"G","77777",2012,"2110","16209",1
"G","77777",2012,"2110","16400",1
"G","77777",2012,"2300","10000",1
"G","77777",2012,"2300","10100","54999,98"
"G","77777",2012,"2300","11000",1
"G","77777",2012,"2300","12000","47554,47"
"G","77777",2012,"2300","12001","335600,45"
"G","77777",2012,"2300","12002",1
"G","77777",2012,"2300","12003","63327,85"
"G","77777",2012,"2300","12004","76157,77"
"G","77777",2012,"2300","12005","9410,33"
"G","77777",2012,"2300","12006","72437,43"
"G","77777",2012,"2300","12009","200,05"
"G","77777",2012,"2300","12100","191651,17"
"G","77777",2012,"2300","12101","411603,65"
"G","77777",2012,"2300","12103","54853,03"
"G","77777",2012,"2300","12200","1802,32"
"G","77777",2012,"2300","12400",1
"G","77777",2012,"2300","12406",1
"G","77777",2012,"2300","12409",1
"G","77777",2012,"2300","13000","223213,54"
"G","77777",2012,"2300","13001",1
"G","77777",2012,"2300","13002","248738,77"
"G","77777",2012,"2300","13100",1
"G","77777",2012,"2300","13200","257,86"
"G","77777",2012,"2300","14300",1
"G","77777",2012,"2300","14301",1
"G","77777",2012,"2300","15000","44422,03"
"G","77777",2012,"2300","15100",1
"G","77777",2012,"2300","15200",1
"G","77777",2012,"2300","15300",1
"G","77777",2012,"2300","16000","495897,37"
"G","77777",2012,"2300","16009",1
"G","77777",2012,"2300","16101",1
"G","77777",2012,"2300","16104",1
"G","77777",2012,"2300","16105",1
"G","77777",2012,"2300","16200",1
"G","77777",2012,"2300","16205",1
"G","77777",2012,"2300","16206",1
"G","77777",2012,"2300","16209","2009,28"
"G","77777",2012,"2300","16400",903
"G","77777",2012,"2300","22001",1000
"G","77777",2012,"2300","22100",718030
"G","77777",2012,"2300","22101",0
"G","77777",2012,"2300","22104",5000
"G","77777",2012,"2300","22199",600
"G","77777",2012,"2300","22402",2000
"G","77777",2012,"2300","22601",10000
"G","77777",2012,"2300","22602",35000
"G","77777",2012,"2300","22603",10000
"G","77777",2012,"2300","22604",1250
"G","77777",2012,"2300","22606",15000
"G","77777",2012,"2300","22699",1000
"G","77777",2012,"2300","22700",1321
"G","77777",2012,"2300","22701",30000
"G","77777",2012,"2300","22799",155000
"G","77777",2012,"2300","23000",2000
"G","77777",2012,"2300","23010",2000
"G","77777",2012,"2300","23020",1200
"G","77777",2012,"2300","23100",2000
"G","77777",2012,"2300","23110",800
"G","77777",2012,"2300","23120",800
"G","77777",2012,"2300","24000",10000
"G","77777",2012,"2300","26000",1
"G","77777",2012,"2300","44900",35000
"G","77777",2012,"2300","48100",5400
"G","77777",2012,"2300","48900",1641544
"G","77777",2012,"2312","10000",12
"G","77777",2012,"2312","10100",12
"G","77777",2012,"2312","11000","44407,71"
"G","77777",2012,"2312","12000","56489,57"
"G","77777",2012,"2312","12001","411619,96"
"G","77777",2012,"2312","12002",12
"G","77777",2012,"2312","12003","58119,17"
"G","77777",2012,"2312","12004","200955,84"
"G","77777",2012,"2312","12005","69168,8"
"G","77777",2012,"2312","12006","125475,62"
"G","77777",2012,"2312","12009","90,92"
"G","77777",2012,"2312","12100","292784,64"
"G","77777",2012,"2312","12101","642472,99"
"G","77777",2012,"2312","12103","57649,1"
"G","77777",2012,"2312","12200","4863,78"
"G","77777",2012,"2312","12400",12
"G","77777",2012,"2312","12406",12
"G","77777",2012,"2312","12409",12
"G","77777",2012,"2312","13000","561015,9"
"G","77777",2012,"2312","13001",12
"G","77777",2012,"2312","13002","529095,38"
"G","77777",2012,"2312","13100",9011
"G","77777",2012,"2312","13200","3004,41"
"G","77777",2012,"2312","14300",12
"G","77777",2012,"2312","14301",12
"G","77777",2012,"2312","15000","98910,54"
"G","77777",2012,"2312","15100","360,69"
"G","77777",2012,"2312","15200",12
"G","77777",2012,"2312","15300",12
"G","77777",2012,"2312","16000","921318,85"
"G","77777",2012,"2312","16009",12
"G","77777",2012,"2312","16101",12
"G","77777",2012,"2312","16104",12
"G","77777",2012,"2312","16105",12
"G","77777",2012,"2312","16200",12
"G","77777",2012,"2312","16205",12
"G","77777",2012,"2312","16206",12
"G","77777",2012,"2312","16209",2766
"G","77777",2012,"2312","16400","1120,77"
"G","77777",2012,"2312","20200",1
"G","77777",2012,"2312","22000",1
"G","77777",2012,"2312","22001",1
"G","77777",2012,"2312","22105",15001
"G","77777",2012,"2312","22199",3000
"G","77777",2012,"2312","22300",3400
"G","77777",2012,"2312","22402",1
"G","77777",2012,"2312","22601",2801
"G","77777",2012,"2312","22602",18501
"G","77777",2012,"2312","22603",601
"G","77777",2012,"2312","22606",5501
"G","77777",2012,"2312","22699",1001
"G","77777",2012,"2312","22700",1
"G","77777",2012,"2312","22701","2912,5"
"G","77777",2012,"2312","22706","8014,47"
"G","77777",2012,"2312","22799","285030,78"
"G","77777",2012,"2312","23000",2010
"G","77777",2012,"2312","23010",1790
"G","77777",2012,"2312","23020",350
"G","77777",2012,"2312","23100",2010
"G","77777",2012,"2312","23110",2790
"G","77777",2012,"2312","23120",350
"G","77777",2012,"2312","24000",12501
"G","77777",2012,"2312","25000",10500
"G","77777",2012,"2312","26000",40001
"G","77777",2012,"2312","40000",1
"G","77777",2012,"2312","41000",1
"G","77777",2012,"2312","44200",20000
"G","77777",2012,"2312","48100",6001
"G","77777",2012,"2312","48900",287750
"G","77777",2012,"2312","49000","1183821,62"
"G","77777",2012,"2313","10000",1
"G","77777",2012,"2313","10100",1
"G","77777",2012,"2313","11000",1
"G","77777",2012,"2313","12000",1
"G","77777",2012,"2313","12001","18479,69"
"G","77777",2012,"2313","12002",1
"G","77777",2012,"2313","12003",1
