FECHA, PRODUCCION
2013-06-16, 19.75
2013-06-17, 13.39
2013-06-18, 13.22
2013-06-19, 17.88
2013-06-20, 19.28
2013-06-21, 14.32
2013-06-22, 17.16
2013-06-23, 15.81
2013-06-24, 16.8
2013-06-25, 12.01
2013-06-26, 18.54
2013-06-27, 16.41
2013-06-28, 18.25
2013-06-29, 14.04
2013-06-30, 19.66
2013-07-01, 14.95
2013-07-02, 18.01
2013-07-03, 19.12
2013-07-04, 16.42
2013-07-05, 17.33
2013-07-06, 15.86
2013-07-07, 18.15
2013-07-08, 16.78
2013-07-09, 16.52
2013-07-10, 18.21
2013-07-11, 16.67
2013-07-12, 12.31
2013-07-13, 15.07
2013-07-14, 16.22
2013-07-15, 17.38
2013-07-16, 18.52
2013-07-17, 16.21
2013-07-18, 15.72
2013-07-19, 15.64
2013-07-20, 17.76
2013-07-21, 18.52
2013-07-22, 20.22
2013-07-23, 13.43
2013-07-24, 20.42
2013-07-25, 21.34
2013-07-26, 19.87
2013-07-27, 13.05
2013-07-28, 17.34
2013-07-29, 17.5
2013-07-30, 14.97
2013-07-31, 19.77
2013-08-01, 15.41
2013-08-02, 18.78
2013-08-03, 20.57
2013-08-04, 20.24
2013-08-05, 21.24
2013-08-06, 25.76
2013-08-07, 26.47
2013-08-08, 26.34
2013-08-09, 26.5
2013-08-10, 26.1
2013-08-11, 26.76
2013-08-12, 25.66
2013-08-13, 25.57
2013-08-14, 25.77
2013-08-15, 26.62
2013-08-16, 25.9
2013-08-17, 25.51
2013-08-18, 25.55
2013-08-19, 26.02
2013-08-20, 25.53
2013-08-21, 25.14
2013-08-22, 24.19
2013-08-23, 24.97
2013-08-24, 25.26
2013-08-25, 24.52
2013-08-26, 24.92
2013-08-27, 22.03
2013-08-28, 23.95
2013-08-29, 19.18
2013-08-30, 24.49
2013-08-31, 26.37
2013-09-01, 26.23
2013-09-02, 24.3
2013-09-03, 25.86
2013-09-04, 25.91
2013-09-05, 26.57
2013-09-06, 25.05
2013-09-07, 7.56
2013-09-08, 23.25
2013-09-09, 26.42
2013-09-10, 26.16
2013-09-11, 25.53
2013-09-12, 25.31
2013-09-13, 12.62
2013-09-14, 15.01
2013-09-15, 25.9
2013-09-16, 20.56
2013-09-17, 25.19
2013-09-18, 25.01
2013-09-19, 25.27
2013-09-20, 24.65
2013-09-21, 24.52
2013-09-22, 24.84
2013-09-23, 25.69
2013-09-24, 22.94
2013-09-25, 24.9
2013-09-26, 23.46
2013-09-27, 11.64
2013-09-28, 8.19
2013-09-29, 15.3
2013-09-30, 22.42
2013-10-01, 24.05
2013-10-02, 24.87
2013-10-03, 18.35
2013-10-04, 20.51
2013-10-05, 23.96
2013-10-06, 21.3
2013-10-07, 21.74
2013-10-08, 23.76
2013-10-09, 24.12
2013-10-10, 22.58
2013-10-11, 24.28
2013-10-12, 24.02
2013-10-13, 24.87
2013-10-14, 20.48
2013-10-15, 21.51
2013-10-16, 23.54
2013-10-17, 16.68
2013-10-18, 21.6
2013-10-19, 19.9
2013-10-20, 23.7
2013-10-21, 22.25
2013-10-22, 4.14
2013-10-23, 9.42
2013-10-24, 18.33
2013-10-25, 11.72
2013-10-26, 4.47
2013-10-27, 21.44
2013-10-28, 21.29
2013-10-29, 22.31
2013-10-30, 21.8
2013-10-31, 22.78
2013-11-01, 23.24
2013-11-02, 23.17
2013-11-03, 18.68
2013-11-04, 15.98
2013-11-05, 23.1
2013-11-06, 21.68
2013-11-07, 18.29
2013-11-08, 17.76
2013-11-09, 21.81
2013-11-10, 19.28
2013-11-11, 20.6
2013-11-12, 20.46
2013-11-13, 16.52
2013-11-14, 18.95
2013-11-15, 21
2013-11-16, 10.65
2013-11-17, 20.29
2013-11-18, 14.68
2013-11-19, 20.99
2013-11-20, 19.07
2013-11-21, 7.67
2013-11-22, 15.44
2013-11-23, 8.6
2013-11-24, 20.86
2013-11-25, 20.26
2013-11-26, 19.99
2013-11-27, 14.22
2013-11-28, 3.5
2013-11-29, 20.01
2013-11-30, 18.59
2013-12-01, 19.97
2013-12-02, 19.34
2013-12-03, 17.77
2013-12-04, 9.16
2013-12-05, 18.5
2013-12-06, 18.01
2013-12-07, 18.63
2013-12-08, 18.65
2013-12-09, 14.98
2013-12-10, 16.61
2013-12-11, 16.41
2013-12-12, 13.04
2013-12-13, 14.08
2013-12-14, 12.73
2013-12-15, 15.02
2013-12-16, 8.28
2013-12-17, 3.65
2013-12-18, 7.43
2013-12-19, 5.93
2013-12-20, 19.82
2013-12-21, 18.27
2013-12-22, 18.42
2013-12-23, 18.12
2013-12-24, 7.44
2013-12-25, 2.18
2013-12-26, 18.51
2013-12-27, 18.7
2013-12-28, 11.14
2013-12-29, 20.13
2013-12-30, 15.96
2013-12-31, 16.11
