ID;MARCA;MODELO;FABRICANTE;DESCRICION;NIVEL;FECHA_TOMA_DATO
21;CESVA;LRF04;CESVA;Limitadores;95.1;25-APR-11 12.03.49,578608 PM
21;CESVA;LRF04;CESVA;Limitadores;94.2;25-APR-11 12.03.49,581743 PM
21;CESVA;LRF04;CESVA;Limitadores;92.7;25-APR-11 12.03.49,585329 PM
21;CESVA;LRF04;CESVA;Limitadores;92.6;25-APR-11 12.03.49,588437 PM
21;CESVA;LRF04;CESVA;Limitadores;93;25-APR-11 12.03.49,592545 PM
21;CESVA;LRF04;CESVA;Limitadores;91.5;25-APR-11 12.03.49,596485 PM
21;CESVA;LRF04;CESVA;Limitadores;90.7;25-APR-11 12.03.49,600818 PM
21;CESVA;LRF04;CESVA;Limitadores;0;25-APR-11 12.03.49,604060 PM
21;CESVA;LRF04;CESVA;Limitadores;0;25-APR-11 12.03.49,608315 PM
1;Cesva;LRF-04;CESVA;Limitadores;77.4;26-APR-11 12.00.47,563238 PM
1;Cesva;LRF-04;CESVA;Limitadores;62.9;26-APR-11 12.00.47,598130 PM
1;Cesva;LRF-04;CESVA;Limitadores;97;26-APR-11 12.00.47,737881 PM
1;Cesva;LRF-04;CESVA;Limitadores;98.2;26-APR-11 12.00.47,745748 PM
1;Cesva;LRF-04;CESVA;Limitadores;96.9;26-APR-11 12.00.47,752147 PM
1;Cesva;LRF-04;CESVA;Limitadores;97.1;26-APR-11 12.00.47,758206 PM
1;Cesva;LRF-04;CESVA;Limitadores;75.7;26-APR-11 12.01.27,986891 PM
1;Cesva;LRF-04;CESVA;Limitadores;58.8;26-APR-11 12.01.27,991370 PM
1;Cesva;LRF-04;CESVA;Limitadores;50.8;26-APR-11 12.01.27,996935 PM
1;Cesva;LRF-04;CESVA;Limitadores;48.9;26-APR-11 12.01.28,001109 PM
1;Cesva;LRF-04;CESVA;Limitadores;54.5;26-APR-11 12.01.28,135416 PM
1;Cesva;LRF-04;CESVA;Limitadores;87.8;26-APR-11 12.01.28,148244 PM
1;Cesva;LRF-04;CESVA;Limitadores;86.1;26-APR-11 12.01.28,155305 PM
1;Cesva;LRF-04;CESVA;Limitadores;77.9;26-APR-11 12.01.28,165219 PM
21;CESVA;LRF04;CESVA;Limitadores;46.5;26-APR-11 12.03.10,807274 PM
21;CESVA;LRF04;CESVA;Limitadores;46;26-APR-11 12.03.10,811796 PM
21;CESVA;LRF04;CESVA;Limitadores;47.2;26-APR-11 12.03.10,818411 PM
21;CESVA;LRF04;CESVA;Limitadores;45.9;26-APR-11 12.03.10,823884 PM
21;CESVA;LRF04;CESVA;Limitadores;46.9;26-APR-11 12.03.10,827904 PM
21;CESVA;LRF04;CESVA;Limitadores;48.1;26-APR-11 12.03.10,832448 PM
21;CESVA;LRF04;CESVA;Limitadores;45.6;26-APR-11 12.03.10,836445 PM
21;CESVA;LRF04;CESVA;Limitadores;45.4;26-APR-11 12.03.10,840838 PM
21;CESVA;LRF04;CESVA;Limitadores;46.6;26-APR-11 12.03.10,844616 PM
21;CESVA;LRF04;CESVA;Limitadores;48;26-APR-11 12.03.10,849588 PM
21;CESVA;LRF04;CESVA;Limitadores;45.3;26-APR-11 12.03.10,854568 PM
21;CESVA;LRF04;CESVA;Limitadores;45.2;26-APR-11 12.03.10,861538 PM
21;CESVA;LRF04;CESVA;Limitadores;46.8;26-APR-11 12.03.10,877893 PM
21;CESVA;LRF04;CESVA;Limitadores;48.2;26-APR-11 12.03.10,883438 PM
21;CESVA;LRF04;CESVA;Limitadores;45.3;26-APR-11 12.03.10,887777 PM
21;CESVA;LRF04;CESVA;Limitadores;45.2;26-APR-11 12.03.10,892740 PM
21;CESVA;LRF04;CESVA;Limitadores;47.7;26-APR-11 12.03.11,371720 PM
21;CESVA;LRF04;CESVA;Limitadores;47.4;26-APR-11 12.03.11,376237 PM
21;CESVA;LRF04;CESVA;Limitadores;45;26-APR-11 12.03.11,381600 PM
21;CESVA;LRF04;CESVA;Limitadores;45.5;26-APR-11 12.03.11,386482 PM
21;CESVA;LRF04;CESVA;Limitadores;47.7;26-APR-11 12.03.11,391033 PM
21;CESVA;LRF04;CESVA;Limitadores;47.2;26-APR-11 12.03.11,394882 PM
21;CESVA;LRF04;CESVA;Limitadores;45.6;26-APR-11 12.03.11,399246 PM
21;CESVA;LRF04;CESVA;Limitadores;45.5;26-APR-11 12.03.11,403172 PM
21;CESVA;LRF04;CESVA;Limitadores;47.3;26-APR-11 12.03.11,407635 PM
21;CESVA;LRF04;CESVA;Limitadores;47.3;26-APR-11 12.03.11,411461 PM
21;CESVA;LRF04;CESVA;Limitadores;45.7;26-APR-11 12.03.11,416077 PM
21;CESVA;LRF04;CESVA;Limitadores;45;26-APR-11 12.03.11,420857 PM
21;CESVA;LRF04;CESVA;Limitadores;47.7;26-APR-11 12.03.11,426973 PM
21;CESVA;LRF04;CESVA;Limitadores;47.5;26-APR-11 12.03.11,433368 PM
21;CESVA;LRF04;CESVA;Limitadores;45.5;26-APR-11 12.03.11,437644 PM
21;CESVA;LRF04;CESVA;Limitadores;45;26-APR-11 12.03.11,441314 PM
21;CESVA;LRF04;CESVA;Limitadores;45.3;27-APR-11 05.03.10,911553 AM
1;Cesva;LRF-04;CESVA;Limitadores;85.3;27-APR-11 12.01.15,590019 PM
1;Cesva;LRF-04;CESVA;Limitadores;50.3;27-APR-11 12.01.15,606688 PM
1;Cesva;LRF-04;CESVA;Limitadores;50;27-APR-11 12.01.15,610470 PM
1;Cesva;LRF-04;CESVA;Limitadores;50;27-APR-11 12.01.15,760449 PM
1;Cesva;LRF-04;CESVA;Limitadores;73.7;27-APR-11 12.01.15,764465 PM
1;Cesva;LRF-04;CESVA;Limitadores;74.3;27-APR-11 12.01.15,767743 PM
21;CESVA;LRF04;CESVA;Limitadores;47.8;28-APR-11 05.03.39,852132 AM
21;CESVA;LRF04;CESVA;Limitadores;45.1;28-APR-11 05.03.39,871385 AM
21;CESVA;LRF04;CESVA;Limitadores;47.3;28-APR-11 05.03.39,875803 AM
21;CESVA;LRF04;CESVA;Limitadores;45.6;28-APR-11 05.03.39,879201 AM
21;CESVA;LRF04;CESVA;Limitadores;48.2;28-APR-11 05.03.39,884315 AM
21;CESVA;LRF04;CESVA;Limitadores;44.5;28-APR-11 05.03.39,887534 AM
21;CESVA;LRF04;CESVA;Limitadores;47.5;28-APR-11 05.03.39,891586 AM
21;CESVA;LRF04;CESVA;Limitadores;45.6;28-APR-11 05.03.39,894926 AM
21;CESVA;LRF04;CESVA;Limitadores;47.5;28-APR-11 05.03.39,898982 AM
21;CESVA;LRF04;CESVA;Limitadores;45.2;28-APR-11 05.03.39,902570 AM
21;CESVA;LRF04;CESVA;Limitadores;47.7;28-APR-11 05.03.39,908210 AM
21;CESVA;LRF04;CESVA;Limitadores;45.6;28-APR-11 05.03.39,911937 AM
21;CESVA;LRF04;CESVA;Limitadores;46.9;28-APR-11 05.03.39,918554 AM
21;CESVA;LRF04;CESVA;Limitadores;46.1;28-APR-11 05.03.39,922083 AM
21;CESVA;LRF04;CESVA;Limitadores;47.7;28-APR-11 05.03.39,926493 AM
21;CESVA;LRF04;CESVA;Limitadores;45.8;28-APR-11 05.03.39,929610 AM
21;CESVA;LRF04;CESVA;Limitadores;45.3;28-APR-11 05.03.40,466977 AM
21;CESVA;LRF04;CESVA;Limitadores;47.4;28-APR-11 05.03.40,471565 AM
21;CESVA;LRF04;CESVA;Limitadores;44.7;28-APR-11 05.03.40,476551 AM
21;CESVA;LRF04;CESVA;Limitadores;47.3;28-APR-11 05.03.40,480902 AM
21;CESVA;LRF04;CESVA;Limitadores;45.4;28-APR-11 05.03.40,486320 AM
21;CESVA;LRF04;CESVA;Limitadores;47.6;28-APR-11 05.03.40,490747 AM
21;CESVA;LRF04;CESVA;Limitadores;45.1;28-APR-11 05.03.40,495763 AM
21;CESVA;LRF04;CESVA;Limitadores;47.1;28-APR-11 05.03.40,499659 AM
21;CESVA;LRF04;CESVA;Limitadores;45.5;28-APR-11 05.03.40,519646 AM
21;CESVA;LRF04;CESVA;Limitadores;47.1;28-APR-11 05.03.40,524183 AM
21;CESVA;LRF04;CESVA;Limitadores;45.3;28-APR-11 05.03.40,529624 AM
21;CESVA;LRF04;CESVA;Limitadores;47.5;28-APR-11 05.03.40,534821 AM
21;CESVA;LRF04;CESVA;Limitadores;57.2;29-APR-11 05.03.40,012539 AM
21;CESVA;LRF04;CESVA;Limitadores;56.6;29-APR-11 05.03.40,039201 AM
21;CESVA;LRF04;CESVA;Limitadores;55.2;29-APR-11 05.03.40,043786 AM
21;CESVA;LRF04;CESVA;Limitadores;61;29-APR-11 05.03.40,049932 AM
21;CESVA;LRF04;CESVA;Limitadores;51.4;29-APR-11 05.03.40,053699 AM
21;CESVA;LRF04;CESVA;Limitadores;45.6;29-APR-11 05.03.40,079124 AM
21;CESVA;LRF04;CESVA;Limitadores;46.9;29-APR-11 05.03.40,083300 AM
21;CESVA;LRF04;CESVA;Limitadores;45.9;29-APR-11 05.03.40,093453 AM
21;CESVA;LRF04;CESVA;Limitadores;46.7;29-APR-11 05.03.40,097295 AM
21;CESVA;LRF04;CESVA;Limitadores;47.6;29-APR-11 05.03.40,102561 AM
21;CESVA;LRF04;CESVA;Limitadores;45.5;29-APR-11 05.03.40,106390 AM
21;CESVA;LRF04;CESVA;Limitadores;45.6;29-APR-11 05.03.40,112625 AM
21;CESVA;LRF04;CESVA;Limitadores;46.3;29-APR-11 05.03.40,116703 AM
21;CESVA;LRF04;CESVA;Limitadores;46.6;29-APR-11 05.03.40,121431 AM
21;CESVA;LRF04;CESVA;Limitadores;46.5;29-APR-11 05.03.40,125521 AM
21;CESVA;LRF04;CESVA;Limitadores;46.2;29-APR-11 05.03.40,130823 AM
21;CESVA;LRF04;CESVA;Limitadores;47.4;29-APR-11 05.03.40,575582 AM
21;CESVA;LRF04;CESVA;Limitadores;45.3;29-APR-11 05.03.40,582427 AM
21;CESVA;LRF04;CESVA;Limitadores;47.7;29-APR-11 05.03.40,587805 AM
21;CESVA;LRF04;CESVA;Limitadores;45.1;29-APR-11 05.03.40,593817 AM
21;CESVA;LRF04;CESVA;Limitadores;47.6;29-APR-11 05.03.40,598257 AM
21;CESVA;LRF04;CESVA;Limitadores;45.5;29-APR-11 05.03.40,603351 AM
21;CESVA;LRF04;CESVA;Limitadores;47.7;29-APR-11 05.03.40,607774 AM
21;CESVA;LRF04;CESVA;Limitadores;44.8;29-APR-11 05.03.40,612494 AM
21;CESVA;LRF04;CESVA;Limitadores;48;29-APR-11 05.03.40,616841 AM
21;CESVA;LRF04;CESVA;Limitadores;45.6;29-APR-11 05.03.40,621769 AM
21;CESVA;LRF04;CESVA;Limitadores;47.1;29-APR-11 05.03.40,626048 AM
21;CESVA;LRF04;CESVA;Limitadores;45.4;29-APR-11 05.03.40,630671 AM
1;Cesva;LRF-04;CESVA;Limitadores;77.5;29-APR-11 12.00.49,388860 PM
1;Cesva;LRF-04;CESVA;Limitadores;68.4;29-APR-11 12.00.49,395042 PM
1;Cesva;LRF-04;CESVA;Limitadores;49.9;29-APR-11 12.00.49,460213 PM
1;Cesva;LRF-04;CESVA;Limitadores;49.6;29-APR-11 12.00.49,466671 PM
1;Cesva;LRF-04;CESVA;Limitadores;80.9;29-APR-11 12.00.49,563176 PM
1;Cesva;LRF-04;CESVA;Limitadores;87.1;29-APR-11 12.00.49,567692 PM
1;Cesva;LRF-04;CESVA;Limitadores;86.6;29-APR-11 12.00.49,572743 PM
1;Cesva;LRF-04;CESVA;Limitadores;85.4;29-APR-11 12.01.32,218431 PM
1;Cesva;LRF-04;CESVA;Limitadores;51.9;29-APR-11 12.01.32,226058 PM
1;Cesva;LRF-04;CESVA;Limitadores;51.2;29-APR-11 12.01.32,232436 PM
1;Cesva;LRF-04;CESVA;Limitadores;50.6;29-APR-11 12.01.32,240154 PM
1;Cesva;LRF-04;CESVA;Limitadores;70;29-APR-11 12.01.32,918827 PM
1;Cesva;LRF-04;CESVA;Limitadores;80.4;29-APR-11 12.01.32,928872 PM
1;Cesva;LRF-04;CESVA;Limitadores;80.1;29-APR-11 12.01.32,936059 PM
1;Cesva;LRF-04;CESVA;Limitadores;84.2;30-APR-11 05.01.06,425909 AM
1;Cesva;LRF-04;CESVA;Limitadores;51.4;30-APR-11 05.01.06,440008 AM
1;Cesva;LRF-04;CESVA;Limitadores;87.8;30-APR-11 05.01.06,564351 AM
1;Cesva;LRF-04;CESVA;Limitadores;88.1;30-APR-11 05.01.06,569008 AM
1;Cesva;LRF-04;CESVA;Limitadores;88.9;30-APR-11 05.01.06,581829 AM
21;CESVA;LRF04;CESVA;Limitadores;62;30-APR-11 12.01.52,397577 PM
21;CESVA;LRF04;CESVA;Limitadores;63.4;30-APR-11 12.01.52,410186 PM
21;CESVA;LRF04;CESVA;Limitadores;56.3;30-APR-11 12.01.52,420544 PM
21;CESVA;LRF04;CESVA;Limitadores;56.5;30-APR-11 12.01.52,427901 PM
21;CESVA;LRF04;CESVA;Limitadores;55.6;30-APR-11 12.01.52,437719 PM
21;CESVA;LRF04;CESVA;Limitadores;49.3;30-APR-11 12.01.52,448203 PM
21;CESVA;LRF04;CESVA;Limitadores;47.1;30-APR-11 12.01.52,462700 PM
21;CESVA;LRF04;CESVA;Limitadores;46.9;30-APR-11 12.01.52,478265 PM
21;CESVA;LRF04;CESVA;Limitadores;95.1;30-APR-11 12.01.53,036143 PM
21;CESVA;LRF04;CESVA;Limitadores;95;30-APR-11 12.01.53,041918 PM
21;CESVA;LRF04;CESVA;Limitadores;94;30-APR-11 12.01.53,047784 PM
21;CESVA;LRF04;CESVA;Limitadores;94.3;30-APR-11 12.01.53,053597 PM
21;CESVA;LRF04;CESVA;Limitadores;94.6;30-APR-11 12.01.53,066599 PM
21;CESVA;LRF04;CESVA;Limitadores;94.1;30-APR-11 12.01.53,078365 PM
21;CESVA;LRF04;CESVA;Limitadores;93;30-APR-11 12.01.53,085033 PM
21;CESVA;LRF04;CESVA;Limitadores;92.7;30-APR-11 12.01.53,089982 PM
21;CESVA;LRF04;CESVA;Limitadores;93.6;30-APR-11 12.01.53,095510 PM
21;CESVA;LRF04;CESVA;Limitadores;91.4;30-APR-11 12.01.53,099749 PM
21;CESVA;LRF04;CESVA;Limitadores;91;30-APR-11 12.01.53,104870 PM
21;CESVA;LRF04;CESVA;Limitadores;81.3;30-APR-11 12.01.53,113367 PM
1;Cesva;LRF-04;CESVA;Limitadores;84.5;02-MAY-11 12.01.05,811747 PM
1;Cesva;LRF-04;CESVA;Limitadores;72.1;02-MAY-11 12.01.05,825948 PM
1;Cesva;LRF-04;CESVA;Limitadores;95.1;02-MAY-11 12.01.05,977241 PM
1;Cesva;LRF-04;CESVA;Limitadores;93.8;02-MAY-11 12.01.05,982605 PM
1;Cesva;LRF-04;CESVA;Limitadores;92.3;02-MAY-11 12.01.05,986942 PM
1;Cesva;LRF-04;CESVA;Limitadores;85.5;02-MAY-11 12.01.05,990744 PM
1;Cesva;LRF-04;CESVA;Limitadores;83.6;02-MAY-11 12.02.13,794427 PM
1;Cesva;LRF-04;CESVA;Limitadores;58.9;02-MAY-11 12.02.13,805520 PM
1;Cesva;LRF-04;CESVA;Limitadores;98.3;02-MAY-11 12.02.14,022505 PM
1;Cesva;LRF-04;CESVA;Limitadores;98;02-MAY-11 12.02.14,026617 PM
1;Cesva;LRF-04;CESVA;Limitadores;96.9;02-MAY-11 12.02.14,041899 PM
1;Cesva;LRF-04;CESVA;Limitadores;91.8;02-MAY-11 12.02.14,046034 PM
1;Cesva;LRF-04;CESVA;Limitadores;77;06-MAY-11 05.00.46,030943 AM
1;Cesva;LRF-04;CESVA;Limitadores;66.9;06-MAY-11 05.00.46,072331 AM
1;Cesva;LRF-04;CESVA;Limitadores;50.5;06-MAY-11 05.00.46,078075 AM
1;Cesva;LRF-04;CESVA;Limitadores;50;06-MAY-11 05.00.46,082370 AM
1;Cesva;LRF-04;CESVA;Limitadores;92.8;06-MAY-11 05.00.46,256095 AM
1;Cesva;LRF-04;CESVA;Limitadores;94.9;06-MAY-11 05.00.46,260816 AM
1;Cesva;LRF-04;CESVA;Limitadores;92.3;06-MAY-11 05.00.46,264973 AM
1;Cesva;LRF-04;CESVA;Limitadores;87.1;06-MAY-11 05.00.46,269290 AM
1;Cesva;LRF-04;CESVA;Limitadores;76.7;06-MAY-11 05.01.25,972203 AM
1;Cesva;LRF-04;CESVA;Limitadores;50.4;06-MAY-11 05.01.25,977167 AM
1;Cesva;LRF-04;CESVA;Limitadores;50.5;06-MAY-11 05.01.26,000264 AM
1;Cesva;LRF-04;CESVA;Limitadores;50.4;06-MAY-11 05.01.26,234092 AM
1;Cesva;LRF-04;CESVA;Limitadores;67.7;06-MAY-11 05.01.26,434389 AM
1;Cesva;LRF-04;CESVA;Limitadores;76.6;06-MAY-11 05.01.26,439685 AM
1;Cesva;LRF-04;CESVA;Limitadores;76.1;06-MAY-11 05.01.26,444873 AM
1;Cesva;LRF-04;CESVA;Limitadores;78.5;06-MAY-11 05.02.15,154012 AM
1;Cesva;LRF-04;CESVA;Limitadores;66.8;06-MAY-11 05.02.15,160674 AM
1;Cesva;LRF-04;CESVA;Limitadores;50.6;06-MAY-11 05.02.15,168268 AM
1;Cesva;LRF-04;CESVA;Limitadores;50.4;06-MAY-11 05.02.15,175353 AM
1;Cesva;LRF-04;CESVA;Limitadores;51.3;06-MAY-11 05.02.15,392989 AM
1;Cesva;LRF-04;CESVA;Limitadores;81.9;06-MAY-11 05.02.15,397788 AM
1;Cesva;LRF-04;CESVA;Limitadores;84.3;06-MAY-11 05.02.15,403409 AM
1;Cesva;LRF-04;CESVA;Limitadores;85.4;06-MAY-11 05.02.54,587464 AM
1;Cesva;LRF-04;CESVA;Limitadores;77.5;06-MAY-11 05.02.54,596285 AM
1;Cesva;LRF-04;CESVA;Limitadores;58.6;06-MAY-11 05.02.54,603891 AM
1;Cesva;LRF-04;CESVA;Limitadores;52;06-MAY-11 05.02.54,611524 AM
1;Cesva;LRF-04;CESVA;Limitadores;51;06-MAY-11 05.02.54,789864 AM
1;Cesva;LRF-04;CESVA;Limitadores;79.9;06-MAY-11 05.02.54,795264 AM
1;Cesva;LRF-04;CESVA;Limitadores;82.3;06-MAY-11 05.02.54,831895 AM
21;CESVA;LRF04;CESVA;Limitadores;58.4;06-MAY-11 05.04.37,927951 AM
21;CESVA;LRF04;CESVA;Limitadores;56.3;06-MAY-11 05.04.37,937589 AM
21;CESVA;LRF04;CESVA;Limitadores;56;06-MAY-11 05.04.37,944763 AM
21;CESVA;LRF04;CESVA;Limitadores;65.9;06-MAY-11 05.04.37,952866 AM
21;CESVA;LRF04;CESVA;Limitadores;55.1;06-MAY-11 05.04.37,958413 AM
21;CESVA;LRF04;CESVA;Limitadores;47.6;06-MAY-11 05.04.37,964204 AM
21;CESVA;LRF04;CESVA;Limitadores;46.4;06-MAY-11 05.04.37,970791 AM
21;CESVA;LRF04;CESVA;Limitadores;46.4;06-MAY-11 05.04.37,977505 AM
21;CESVA;LRF04;CESVA;Limitadores;95;06-MAY-11 05.04.38,565665 AM
21;CESVA;LRF04;CESVA;Limitadores;95.5;06-MAY-11 05.04.38,571137 AM
21;CESVA;LRF04;CESVA;Limitadores;94.9;06-MAY-11 05.04.38,576287 AM
21;CESVA;LRF04;CESVA;Limitadores;94.9;06-MAY-11 05.04.38,582452 AM
21;CESVA;LRF04;CESVA;Limitadores;95.2;06-MAY-11 05.04.38,587374 AM
21;CESVA;LRF04;CESVA;Limitadores;94.6;06-MAY-11 05.04.38,592952 AM
21;CESVA;LRF04;CESVA;Limitadores;94.9;06-MAY-11 05.04.38,597769 AM
21;CESVA;LRF04;CESVA;Limitadores;94.5;06-MAY-11 05.04.38,603598 AM
21;CESVA;LRF04;CESVA;Limitadores;95.4;06-MAY-11 05.04.38,608892 AM
21;CESVA;LRF04;CESVA;Limitadores;94.1;06-MAY-11 05.04.38,633332 AM
21;CESVA;LRF04;CESVA;Limitadores;93.5;06-MAY-11 05.04.38,641176 AM
21;CESVA;LRF04;CESVA;Limitadores;92.9;06-MAY-11 05.04.38,646679 AM
21;CESVA;LRF04;CESVA;Limitadores;92;06-MAY-11 05.04.38,651263 AM
21;CESVA;LRF04;CESVA;Limitadores;78.1;06-MAY-11 05.04.38,692293 AM
21;CESVA;LRF04;CESVA;Limitadores;63;06-MAY-11 05.04.38,697604 AM
21;CESVA;LRF04;CESVA;Limitadores;62.1;06-MAY-11 05.04.38,722911 AM
21;CESVA;LRF04;CESVA;Limitadores;94.2;06-MAY-11 05.05.27,233852 AM
21;CESVA;LRF04;CESVA;Limitadores;94.6;06-MAY-11 05.05.27,244549 AM
21;CESVA;LRF04;CESVA;Limitadores;94.3;06-MAY-11 05.05.27,252869 AM
21;CESVA;LRF04;CESVA;Limitadores;95.2;06-MAY-11 05.05.27,259438 AM
21;CESVA;LRF04;CESVA;Limitadores;95.4;06-MAY-11 05.05.27,265197 AM
21;CESVA;LRF04;CESVA;Limitadores;94.3;06-MAY-11 05.05.27,278724 AM
21;CESVA;LRF04;CESVA;Limitadores;94.3;06-MAY-11 05.05.27,285432 AM
21;CESVA;LRF04;CESVA;Limitadores;95.3;06-MAY-11 05.05.27,294034 AM
21;CESVA;LRF04;CESVA;Limitadores;95.4;06-MAY-11 05.05.27,309171 AM
21;CESVA;LRF04;CESVA;Limitadores;94.8;06-MAY-11 05.05.27,323336 AM
21;CESVA;LRF04;CESVA;Limitadores;94.2;06-MAY-11 05.05.27,330894 AM
21;CESVA;LRF04;CESVA;Limitadores;94.7;06-MAY-11 05.05.27,341958 AM
21;CESVA;LRF04;CESVA;Limitadores;95.1;06-MAY-11 05.05.27,350305 AM
21;CESVA;LRF04;CESVA;Limitadores;94;06-MAY-11 05.05.27,366052 AM
21;CESVA;LRF04;CESVA;Limitadores;85.5;06-MAY-11 05.05.27,383142 AM
21;CESVA;LRF04;CESVA;Limitadores;59.1;06-MAY-11 05.05.27,398444 AM
21;CESVA;LRF04;CESVA;Limitadores;63;09-MAY-11 05.05.34,343715 PM
21;CESVA;LRF04;CESVA;Limitadores;61.1;09-MAY-11 05.05.34,356547 PM
21;CESVA;LRF04;CESVA;Limitadores;59.8;09-MAY-11 05.05.34,363417 PM
21;CESVA;LRF04;CESVA;Limitadores;46.5;09-MAY-11 05.05.34,368927 PM
21;CESVA;LRF04;CESVA;Limitadores;46.6;09-MAY-11 05.05.34,375843 PM
21;CESVA;LRF04;CESVA;Limitadores;44.8;09-MAY-11 05.05.34,382233 PM
21;CESVA;LRF04;CESVA;Limitadores;45.5;09-MAY-11 05.05.34,389636 PM
21;CESVA;LRF04;CESVA;Limitadores;46.2;09-MAY-11 05.05.34,396638 PM
21;CESVA;LRF04;CESVA;Limitadores;94.6;09-MAY-11 05.05.34,979412 PM
21;CESVA;LRF04;CESVA;Limitadores;95.2;09-MAY-11 05.05.34,985470 PM
21;CESVA;LRF04;CESVA;Limitadores;95.4;09-MAY-11 05.05.34,990583 PM
21;CESVA;LRF04;CESVA;Limitadores;95.4;09-MAY-11 05.05.34,996776 PM
21;CESVA;LRF04;CESVA;Limitadores;95.2;09-MAY-11 05.05.35,001767 PM
21;CESVA;LRF04;CESVA;Limitadores;94.6;09-MAY-11 05.05.35,008350 PM
21;CESVA;LRF04;CESVA;Limitadores;94.4;09-MAY-11 05.05.35,013578 PM
21;CESVA;LRF04;CESVA;Limitadores;93.7;09-MAY-11 05.05.35,019574 PM
21;CESVA;LRF04;CESVA;Limitadores;95.2;09-MAY-11 05.05.35,024578 PM
21;CESVA;LRF04;CESVA;Limitadores;95.4;09-MAY-11 05.05.35,031018 PM
21;CESVA;LRF04;CESVA;Limitadores;91.4;09-MAY-11 05.05.35,036497 PM
21;CESVA;LRF04;CESVA;Limitadores;0;09-MAY-11 05.05.35,044787 PM
21;CESVA;LRF04;CESVA;Limitadores;59;09-MAY-11 05.07.18,212372 PM
21;CESVA;LRF04;CESVA;Limitadores;56.1;09-MAY-11 05.07.18,221110 PM
21;CESVA;LRF04;CESVA;Limitadores;57.3;09-MAY-11 05.07.18,228449 PM
21;CESVA;LRF04;CESVA;Limitadores;64;09-MAY-11 05.07.18,234586 PM
21;CESVA;LRF04;CESVA;Limitadores;47;09-MAY-11 05.07.18,242105 PM
21;CESVA;LRF04;CESVA;Limitadores;45.7;09-MAY-11 05.07.18,250507 PM
21;CESVA;LRF04;CESVA;Limitadores;47;09-MAY-11 05.07.18,256287 PM
21;CESVA;LRF04;CESVA;Limitadores;46;09-MAY-11 05.07.18,266105 PM
21;CESVA;LRF04;CESVA;Limitadores;95.3;09-MAY-11 05.07.18,758701 PM
21;CESVA;LRF04;CESVA;Limitadores;96.2;09-MAY-11 05.07.18,764201 PM
21;CESVA;LRF04;CESVA;Limitadores;95.7;09-MAY-11 05.07.18,768460 PM
21;CESVA;LRF04;CESVA;Limitadores;95.2;09-MAY-11 05.07.18,773388 PM
21;CESVA;LRF04;CESVA;Limitadores;94.9;09-MAY-11 05.07.18,779451 PM
21;CESVA;LRF04;CESVA;Limitadores;94.8;09-MAY-11 05.07.18,785076 PM
21;CESVA;LRF04;CESVA;Limitadores;95.9;09-MAY-11 05.07.18,789575 PM
21;CESVA;LRF04;CESVA;Limitadores;94.1;09-MAY-11 05.07.18,809072 PM
21;CESVA;LRF04;CESVA;Limitadores;95.2;09-MAY-11 05.07.18,815039 PM
21;CESVA;LRF04;CESVA;Limitadores;94;09-MAY-11 05.07.18,820466 PM
21;CESVA;LRF04;CESVA;Limitadores;94.6;09-MAY-11 05.07.18,825000 PM
21;CESVA;LRF04;CESVA;Limitadores;94.5;09-MAY-11 05.07.18,829322 PM
21;CESVA;LRF04;CESVA;Limitadores;93.5;09-MAY-11 05.07.18,834371 PM
21;CESVA;LRF04;CESVA;Limitadores;92.6;09-MAY-11 05.07.18,838978 PM
21;CESVA;LRF04;CESVA;Limitadores;88.1;09-MAY-11 05.07.18,844383 PM
21;CESVA;LRF04;CESVA;Limitadores;61;09-MAY-11 05.07.18,850997 PM
21;CESVA;LRF04;CESVA;Limitadores;45.7;09-MAY-11 05.08.58,584135 PM
21;CESVA;LRF04;CESVA;Limitadores;46.6;09-MAY-11 05.08.58,592085 PM
21;CESVA;LRF04;CESVA;Limitadores;46.7;09-MAY-11 05.08.58,598126 PM
21;CESVA;LRF04;CESVA;Limitadores;45.8;09-MAY-11 05.08.58,604170 PM
21;CESVA;LRF04;CESVA;Limitadores;44.9;09-MAY-11 05.08.58,609377 PM
21;CESVA;LRF04;CESVA;Limitadores;47.6;09-MAY-11 05.08.58,615279 PM
21;CESVA;LRF04;CESVA;Limitadores;46.3;09-MAY-11 05.08.58,622392 PM
21;CESVA;LRF04;CESVA;Limitadores;44.9;09-MAY-11 05.08.58,629760 PM
21;CESVA;LRF04;CESVA;Limitadores;95.3;09-MAY-11 05.08.59,253286 PM
21;CESVA;LRF04;CESVA;Limitadores;95.3;09-MAY-11 05.08.59,258350 PM
21;CESVA;LRF04;CESVA;Limitadores;95.4;09-MAY-11 05.08.59,262316 PM
21;CESVA;LRF04;CESVA;Limitadores;95.4;09-MAY-11 05.08.59,268083 PM
21;CESVA;LRF04;CESVA;Limitadores;95.1;09-MAY-11 05.08.59,272234 PM
21;CESVA;LRF04;CESVA;Limitadores;94.8;09-MAY-11 05.08.59,277012 PM
21;CESVA;LRF04;CESVA;Limitadores;95.5;09-MAY-11 05.08.59,281015 PM
21;CESVA;LRF04;CESVA;Limitadores;94.6;09-MAY-11 05.08.59,285839 PM
21;CESVA;LRF04;CESVA;Limitadores;94.3;09-MAY-11 05.08.59,289971 PM
21;CESVA;LRF04;CESVA;Limitadores;95.1;09-MAY-11 05.08.59,294907 PM
