Fecha de la Visita,Distrito,Barrio,Dirección,Origen Petición,Área Actuación,Servicios Aplicados,Vectores Tratados
09/03/2017,CRUZ DE HUMILLADERO,MARMOLES,CL BLANCO CORIS Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
09/03/2017,CIUDAD JARDIN,HERRERA ORIA,AV SANTIAGO RAMON Y CAJAL Nr: 1,Actuación Programada,Mercado Municipal,Desratización,Ratas
09/03/2017,CRUZ DE HUMILLADERO,LOS PRADOS,CL TARQUINA Nr: 1,CORREO ELECTRÓNICO,Vía Pública,Desratización,Ratas
09/03/2017,CAMPANILLAS,HUERTECILLA MAÑAS,CL SAMANIEGO Nr: 80,GECOR,Colégio Público,Desratización,Ratones;Ratas
09/03/2017,CAMPANILLAS,LA FABRICA,CL JARDINERA Nr: 27,GECOR,SOLAR MUNICIPAL,INSPECCIÓN,Procesionaria
09/03/2017,CENTRO,CAPUCHINOS,CL MIGUEL DE MOLINA Nr: 2,GECOR,Vía Pública,Desratización,Ratas
09/03/2017,CENTRO,CENTRO HISTORICO,CL ECHEGARAY Nr: 5,GECOR,Vía Pública,Desinsectación,Mosquitos
09/03/2017,CIUDAD JARDIN,LOS NARANJOS,CL PERO NIÑO Nr: 1,GECOR,Vía Pública,Desinsectación,Pulgas
09/03/2017,CRUZ DE HUMILLADERO,SANCHEZ BLANCA,CL DOCTOR GOMEZ DEL RIO Nr: 40,GECOR,Vía Pública,Desinsectación,Garrapatas;Pulgas
09/03/2017,CRUZ DE HUMILLADERO,CARRANQUE,AV AURORA Nr: 64,GECOR,Vía Pública,Desratización,Ratas
09/03/2017,CAMPANILLAS,ESTACION DE CAMPANILLAS,CL PORTALES DE LA VICTORIA Nr: 22,GECOR,Colégio Público,Desratización,Ratones;Ratas
09/03/2017,TEATINOS-UNIVERSIDAD,TEATINOS,PL PINTOR SANDRO BOTTICELLI Nr: 1,GECOR,Vía Pública,Desinsectación,Mosquitos
09/03/2017,PALMA-PALMILLA,LA ROCA,CL DEFENSA LA Nr: 2,CORREO ELECTRÓNICO,Privado,Control de Gaviotas,Gaviota
10/03/2017,CRUZ DE HUMILLADERO,LOS PRADOS,CL DRIZA Nr: 1,Actuación Programada,Centro Servicios Sociales,INSPECCIÓN,Indeterminado
10/03/2017,CENTRO,LA VICTORIA,CL FERRANDIZ Nr: 2,ALTA DE OFICIO,Colégio Público,Desratización,Ratas
10/03/2017,CIUDAD JARDIN,SAGRADA FAMILIA,CL DURAN FORNELL Nr: 6,GECOR,Vía Pública,Desinsectación,Cucarachas
10/03/2017,CRUZ DE HUMILLADERO,LOS PRADOS,CL JOSEITO DE MALAGA Nr: 1,GECOR,Vía Pública,Desinsectación,Garrapatas
10/03/2017,CRUZ DE HUMILLADERO,LA UNION,CL CARLOS AMEL Nr: 5,GECOR,Vía Pública,Desinsectación,Cucarachas
10/03/2017,CARRETERA DE CADIZ,EL TORCAL,AV EUROPA Nr: 73,GECOR,Vía Pública,Desratización,Ratas
10/03/2017,CARRETERA DE CADIZ,VISTAFRANCA,CL CAYETANO DE CABRA Nr: 1,GECOR,Vía Pública,Desratización,Ratas
10/03/2017,CRUZ DE HUMILLADERO,PARQUE EMP. ALAMEDA,CL ISOLDA Nr: 1,Actuación Programada,Policía Local - Bomberos,Desinsectación;Desratización,Cucarachas;Ratas
10/03/2017,CIUDAD JARDIN,LOS VIVEROS,CL JUAN BREVA Nr: 58,Actuación Programada,Vía Pública,Desratización,Ratas
10/03/2017,CIUDAD JARDIN,SAN JOSE,PJE PAPIRO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
10/03/2017,CAMPANILLAS,CASTAÑETAS,CL ISAIAS Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
10/03/2017,CRUZ DE HUMILLADERO,POL CTRA DE CARTAMA,CL CORREGIDOR CARLOS GARAFA Nr: 8,GECOR,Colégio Público,Desratización,Ratas
10/03/2017,CARRETERA DE CADIZ,PUERTA BLANCA,CL CATAPILCO Nr: 10,ALTA DE OFICIO,Vía Pública,Control de Palomas,Paloma
13/03/2017,PALMA-PALMILLA,LA PALMILLA,CL ANTONIO MARIA ISOLA Nr: 1,Actuación Programada,Centro Educación Adultos,INSPECCIÓN,Indeterminado
13/03/2017,CRUZ DE HUMILLADERO,LA BARRIGUILLA,CL SAINT EXUPERY Nr: 22,Actuación Programada,Otro Edificio de Depdencia Mun,INSPECCIÓN,Indeterminado
13/03/2017,CRUZ DE HUMILLADERO,SANTA MARTA,CMNO SAN RAFAEL Nr: 1,Actuación Programada,Otro Edificio de Depdencia Mun,INSPECCIÓN,Indeterminado
13/03/2017,CRUZ DE HUMILLADERO,CEMENTERIO SAN RAFAEL,CMNO SAN RAFAEL Nr: 90,Actuación Programada,Servicios Operativos,Desratización,Ratones;Ratas
13/03/2017,CIUDAD JARDIN,ALEGRIA DE LA HUERTA,CL COPO EL Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
13/03/2017,CIUDAD JARDIN,HUERTA NUEVA,CL JUAN ANTONIO BARDEM Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
13/03/2017,CAMPANILLAS,SANTA ROSALIA,CL AZAHAR Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
13/03/2017,CAMPANILLAS,LOMA DEL CAMPO,CL CLAVICORDIO EL Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
13/03/2017,BAILEN-MIRAFLORES,LA CORTA,CL FAUNO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
13/03/2017,PALMA-PALMILLA,,Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
13/03/2017,BAILEN-MIRAFLORES,PAVERO,CL GENOVESES Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
13/03/2017,ESTE,PLAYAS DEL PALO,CL BIZNAGA Nr: 1,GECOR,Vía Pública,Desratización,Ratas
13/03/2017,CRUZ DE HUMILLADERO,PARQUE EMP. ALAMEDA,CL MARISMA Nr: 48,GECOR,Vía Pública,Desratización,Ratas
13/03/2017,CARRETERA DE CADIZ,HUELIN,PSO ANTONIO MACHADO Nr: 78,GECOR,Vía Pública,Desratización,Ratones
13/03/2017,CENTRO,LA MALAGUETA,PL MALAGUETA Nr: 1,GECOR,Vía Pública,Desratización,Ratas
13/03/2017,ESTE,ECHEVERRIA DEL PALO,AV SALVADOR ALLENDE Nr: 17,GECOR,Vía Pública,Desratización,Ratas
13/03/2017,CENTRO,LA MERCED,PL MERCED Nr: 24,Quejas y Sugerencias,Otro Edificio de Depdencia Mun,Desratización,Ratas
13/03/2017,CRUZ DE HUMILLADERO,CARRANQUE,CL MIGUEL MORENO MASSON Nr: 2,Servicios Sociales,Privado,Desratización,Ratas
13/03/2017,CENTRO,ENSANCHE CENTRO,PSO PARQUE Nr: 1,CORREO ELECTRÓNICO,Vía Pública,Desinsectación,Abejas
13/03/2017,PALMA-PALMILLA,503 VIVIENDAS,CL DOCTOR GALVEZ MOLL Nr: 13,GECOR,Colégio Público,Desratización,Ratas
13/03/2017,CRUZ DE HUMILLADERO,SANTA CRISTINA,CL ARENISCA Nr: 2,GECOR,Vía Pública,Desratización,Ratas
13/03/2017,CRUZ DE HUMILLADERO,SAN RAFAEL,CL PERIANA Nr: 8,GECOR,Vía Pública,Desinsectación,Cucarachas
14/03/2017,CENTRO,LA MALAGUETA,PL GENERAL TORRIJOS Nr: 3,Actuación Programada,Otro Edificio de Depdencia Mun,Desinsectación;Desratización,Cucarachas;Ratas
14/03/2017,CRUZ DE HUMILLADERO,CARRANQUE,CL VIRGEN DE COVADONGA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
14/03/2017,CARRETERA DE CADIZ,EL TORCAL,CL MANUEL VARGAS Nr: 9,GECOR,Policía Local - Bomberos,Desratización,Ratas
14/03/2017,CENTRO,OLLETAS,CL PELLISSO Nr: 7,GECOR,Vía Pública,Desratización,Ratas
14/03/2017,CIUDAD JARDIN,LOS CASINIS,CL JEREZ PERCHET Nr: 16,Ciudadano,Vía Pública,Desratización,Ratones
14/03/2017,CARRETERA DE CADIZ,LAS DELICIAS,CL EMILIO PRADOS Nr: 4,GECOR,Vía Pública,Desratización,Ratas
14/03/2017,CARRETERA DE CADIZ,JARDIN DE LA ABADIA,PL MURILLO CARRERA Nr: 1,ALTA DE OFICIO,Vía Pública,Desratización,Ratas
14/03/2017,CARRETERA DE CADIZ,FINCA EL PATO,AV IMPERIO ARGENTINA Nr: 1,Quejas y Sugerencias,Vía Pública,Desinsectación,Mosquitos
14/03/2017,CHURRIANA,GUADALMAR,CL GUADALHORCE Nr: 1,GECOR,Vía Pública,Desinsectación,Mosquitos
14/03/2017,CENTRO,LA MALAGUETA,PSO MARITIMO CIUDAD DE MELILLA Nr: 5,Comunidad de Propietarios,Privado,Control de Palomas,Paloma
15/03/2017,CARRETERA DE CADIZ,EL BULTO,CL DONOSO CORTES Nr: 2,Actuación Programada,Centro Servicios Sociales,Desratización,Ratas
15/03/2017,CAMPANILLAS,LA FABRICA,CL AZULEJO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
15/03/2017,PALMA-PALMILLA,VIRREINA,CL FRANCISCO CARTER Nr: 1,Actuación Programada,Otras Entidades,Desratización,Ratas
15/03/2017,CIUDAD JARDIN,HUERTA NUEVA,CL MARIA DE ZAYAS Y SOTOMAYOR Nr: 1,Linea 900,Colégio Público,INSPECCIÓN,Procesionaria
15/03/2017,CIUDAD JARDIN,LAS FLORES,CL OBISPO SANTOS OLIVERA Nr: 2,AREA DE COMERCIO Y VIA PUBLICA,Privado,Síndrome de DIOGENES,Indeterminado
15/03/2017,CENTRO,CENTRO HISTORICO,CL MARIN GARCIA Nr: 4,Comunidad de Propietarios,Privado,Control de Palomas,Paloma
15/03/2017,CIUDAD JARDIN,HERRERA ORIA,CL ALCALDE DE LAS PEÑAS RODRIGUEZ Nr: 2,CORREO ELECTRÓNICO,Vía Pública,INSPECCIÓN,Procesionaria
15/03/2017,CRUZ DE HUMILLADERO,PARQUE EMP. ALAMEDA,CL SIGFRIDO Nr: 1,GECOR,Vía Pública,Desratización,Ratas
15/03/2017,ESTE,PEDREGALEJO,CL PINTOR NAVARRETE Nr: 5,GECOR,Vía Pública,Desratización,Ratas
15/03/2017,CAMPANILLAS,SANTA ROSALIA,CL ANTONIO PORCEL DE Nr: 48,GECOR,Vía Pública,Desratización,Ratas
15/03/2017,PUERTO DE LA TORRE,PERI PT-4 LOS ALMENDROS,CL NENUFAR Nr: 19,ALTA DE OFICIO,Vía Pública,Desratización,Ratas
15/03/2017,TEATINOS-UNIVERSIDAD,CORTIJO ALTO,CL SHANTI ANDIA Nr: 15,GECOR,Vía Pública,Desinsectación;Desratización,Cucarachas;Ratas
15/03/2017,CARRETERA DE CADIZ,GUADALJAIRE,AV ISAAC PERAL Nr: 23,Actuación Programada,Centro Servicios Sociales,Desinsectación,Cucarachas
15/03/2017,CARRETERA DE CADIZ,ALMUDENA,CMNO PATO DEL Nr: 35,Actuación Programada,Policía Local - Bomberos,Desinsectación;Desratización,Cucarachas;Ratas
15/03/2017,CAMPANILLAS,MAQUEDA,CL TOTALAN Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
16/03/2017,ESTE,EL MAYORAZGO,CL ERA LA Nr: 1,Actuación Programada,Policía Local - Bomberos,Desratización,Ratas
16/03/2017,CRUZ DE HUMILLADERO,SANCHEZ BLANCA,CL ARISTODEMO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
16/03/2017,CRUZ DE HUMILLADERO,CARRANQUE,CL VIRGEN DE LA ESPERANZA Nr: 8,Actuación Programada,Mercado Municipal,Desratización,Ratas
16/03/2017,CENTRO,PERCHEL NORTE,CL CAÑAVERAL Nr: 7,Actuación Programada,Centro Servicios Sociales,Desratización,Ratones
16/03/2017,CRUZ DE HUMILLADERO,PORTADA ALTA,CL ALMOGIA Nr: 1,CORREO ELECTRÓNICO,Vía Pública,Desratización,Ratas
16/03/2017,CENTRO,ENSANCHE CENTRO,PL MARINA DE LA Nr: 11,GECOR,Otro Edificio de Depdencia Mun,Desratización,Ratas
16/03/2017,ESTE,LA MOSCA,CL SANTA GEMA Nr: 17,GECOR,Vía Pública,Desratización,Ratas
16/03/2017,CRUZ DE HUMILLADERO,4 DE DICIEMBRE,CL VIRGEN DE LA FUENSANTA Nr: 15,CORREO ELECTRÓNICO,Mercado Municipal,Desinsectación;Desratización,Cucarachas;Ratas
16/03/2017,CAMPANILLAS,SANTA ROSALIA,CL ANTONIO PORCEL DE Nr: 26,GECOR,Vía Pública,Desratización,Ratas
16/03/2017,BAILEN-MIRAFLORES,PARQUE VICTORIA EUGENIA,CL NUESTRA SEÑORA DE LOS CLARINES Nr: 2,GECOR,Privado,Control de Gaviotas,Gaviota
17/03/2017,CARRETERA DE CADIZ,25 AÑOS DE PAZ,CL ISLA CRISTINA Nr: 1,Actuación Programada,Centro Educación Adultos,INSPECCIÓN,Indeterminado
17/03/2017,ESTE,PEDREGALEJO PLAYA,CL OBISPO FRANCISCO BLANCO Nr: 3,Actuación Programada,Otras Entidades,INSPECCIÓN,Indeterminado
17/03/2017,CRUZ DE HUMILLADERO,PORTADA ALTA,CL MIRLO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
17/03/2017,CRUZ DE HUMILLADERO,LA BARRIGUILLA,CL PROSPER MERIMEE Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
17/03/2017,CRUZ DE HUMILLADERO,POL CTRA DE CARTAMA,CL ARCHIDONA Nr: 1,Actuación Programada,Mercado Municipal,Desratización,Ratas
17/03/2017,TEATINOS-UNIVERSIDAD,EL CONSUL,CL ESQUILO Nr: 10,Linea 900,Vía Pública,INSPECCIÓN,Procesionaria
17/03/2017,ESTE,LAS ACACIAS,PSO MARITIMO EL PEDREGAL Nr: 90,GECOR,Vía Pública,Desratización,Ratas
17/03/2017,CARRETERA DE CADIZ,HAZA HONDA,CL JOSE BISSO Nr: 21,GECOR,Vía Pública,Desratización,Ratas
17/03/2017,CARRETERA DE CADIZ,LA PRINCESA,CL VELASCO Nr: 47,GECOR,Vía Pública,Desratización,Ratas
20/03/2017,ESTE,EL PALO,CL DANVILA Y COLLADO Nr: 1,Actuación Programada,Centro Servicios Sociales,INSPECCIÓN,Indeterminado
20/03/2017,BAILEN-MIRAFLORES,NUEVA MALAGA,CL MINISTERIO DE LA VIVIENDA Nr: 1,GECOR,Vía Pública,Desratización,Ratas
20/03/2017,CRUZ DE HUMILLADERO,SANTA CRISTINA,CL ARENISCA Nr: 13,GECOR,Colégio Público,Desratización,Ratones
20/03/2017,PUERTO DE LA TORRE,SALINAS,CL LOPE DE RUEDA Nr: 268,GECOR,Vía Pública,INSPECCIÓN,Procesionaria
20/03/2017,CARRETERA DE CADIZ,DEPURADORA GUADALHORCE,CTRA AZUCARERA-INTELHORCE Nr: 1,GECOR,Privado,Desinsectación,Abejas
20/03/2017,CAMPANILLAS,EL PRADO,CL CRISTOBALINA FERNANDEZ Nr: 8,GECOR,Instituto,Desinsectación,Abejas
20/03/2017,CENTRO,ENSANCHE CENTRO,AV CERVANTES Nr: 1,Actuación Programada,Otro Edificio de Depdencia Mun,Desratización,Ratas
20/03/2017,ESTE,FINCA EL CANDADO,CTRA OLIAS Nr: 76,Actuación Programada,Servicios Operativos,Desinsectación;Desratización,Cucarachas;Ratas
20/03/2017,CRUZ DE HUMILLADERO,CAMINO DE ANTEQUERA,CL CARTUCHERITA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
20/03/2017,CRUZ DE HUMILLADERO,POL CTRA DE CARTAMA,PJE RIO GUADIANA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
20/03/2017,CENTRO,PERCHEL NORTE,PLLO SANTO DOMINGO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
20/03/2017,CENTRO,PLAZA DE TOROS VIEJA,CL SALITRE Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
20/03/2017,TEATINOS-UNIVERSIDAD,CORTIJO ALTO,CL PIERROT Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
20/03/2017,TEATINOS-UNIVERSIDAD,LOS MOLINOS,CL NUZAS Nr: 1,CORREO ELECTRÓNICO,Vía Pública,Desratización,Ratas
20/03/2017,CRUZ DE HUMILLADERO,CARRANQUE,AV AURORA Nr: 64,GECOR,Vía Pública,Desratización,Ratas
20/03/2017,CRUZ DE HUMILLADERO,LOS PRADOS,CL TARQUINA Nr: 1,CORREO ELECTRÓNICO,Vía Pública,Desratización,Ratas
20/03/2017,ESTE,EL PALO,CL RODRIGO DE SAAVEDRA Nr: 1,GECOR,Vía Pública,Desratización,Ratas
21/03/2017,CRUZ DE HUMILLADERO,IND ALCALDE DIAZ ZAFRA,CL ALCALDE MORENO MICO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
21/03/2017,CRUZ DE HUMILLADERO,SANTA CRISTINA,CL OBSIDIANA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
21/03/2017,CRUZ DE HUMILLADERO,TIRO DE PICHON,CL CAÑETE LA REAL Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
21/03/2017,CARRETERA DE CADIZ,PARQUE DEL GUADALHORCE,AV VELAZQUEZ Nr: 279,Actuación Programada,paraje natural,Desinsectación,Mosquitos
21/03/2017,PALMA-PALMILLA,VIRREINA,CL FRANCISCO CARTER Nr: 1,Actuación Programada,Otras Entidades,Desratización,Ratas
21/03/2017,CENTRO,CRISTO DE LA EPIDEMIA,CL FERNANDO EL CATOLICO Nr: 17,GECOR,Privado,Control de Gaviotas,Gaviota
21/03/2017,CHURRIANA,HELIOMAR,CL LUIS DE NARVAEZ Nr: 13,CORREO ELECTRÓNICO,Vía Pública,Desinsectación,Abejas
21/03/2017,CENTRO,CAPUCHINOS,CL MIGUEL DE MOLINA Nr: 1,GECOR,Vía Pública,Desinsectación;Desratización,Mosquitos;Pulgas;Ratas
21/03/2017,ESTE,MIRAFLORES DEL PALO,CL PRINCESA IRENE Nr: 22,GECOR,Vía Pública,Desratización,Ratas
21/03/2017,CRUZ DE HUMILLADERO,POL ALAMEDA,CL PALESTINA Nr: 5,GECOR,Vía Pública,Desratización,Ratas
21/03/2017,CRUZ DE HUMILLADERO,ARROYO DEL CUARTO,CL SIMEON GIMENEZ REYNA Nr: 1,GECOR,Vía Pública,Desratización,Ratas
21/03/2017,CARRETERA DE CADIZ,EL BULTO,PSO ANTONIO MACHADO Nr: 26,GECOR,Vía Pública,Desratización,Ratas
21/03/2017,CARRETERA DE CADIZ,PACIFICO,PSO MARITIMO ANTONIO BANDERAS Nr: 1,GECOR,Vía Pública,Desratización,Ratas
21/03/2017,CARRETERA DE CADIZ,LA PRINCESA,CL VELASCO Nr: 41,GECOR,Vía Pública,Desratización,Ratas
21/03/2017,CAMPANILLAS,CAMPANILLAS,CL RAMIREZ ARCAS Nr: 2,GECOR,Junta Municipal Distrito - OMA,Desratización,Ratas
22/03/2017,CRUZ DE HUMILLADERO,POL IND RONDA EXTERIOR,CL BODEGUEROS Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
22/03/2017,CRUZ DE HUMILLADERO,CORTIJO DE TORRES,CL DAN Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
22/03/2017,CRUZ DE HUMILLADERO,EL DUENDE,CL MAHLER Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
22/03/2017,CRUZ DE HUMILLADERO,LA ESTACION,CL CONCIERTO EL Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
22/03/2017,CRUZ DE HUMILLADERO,RECINTO FERIAL CORTIJO DE TORR,CL CRISTOBAL RUIZ MOLERO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
22/03/2017,ESTE,EL PALO,CL PRACTICANTE FERNANDEZ ALCOLEA Nr: 59,GECOR,Vía Pública,Desratización,Ratas
22/03/2017,CHURRIANA,GUADALMAR,CL ACACIAS DE GUADALMAR Nr: 1,Actuación Programada,Vía Pública,Desinsectación,Mosquitos
22/03/2017,CARRETERA DE CADIZ,FINCA EL PATO,Nr: 1,Actuación Programada,Vía Pública,Desinsectación,Mosquitos
22/03/2017,PALMA-PALMILLA,503 VIVIENDAS,CL DOCTOR GALVEZ MOLL Nr: 13,Linea 900,Colégio Público,INSPECCIÓN,Procesionaria
22/03/2017,CENTRO,OLLETAS,CL PERIODISTA JUANITO CORTES Nr: 8,GECOR,Vía Pública,Desinsectación,Cucarachas
22/03/2017,CAMPANILLAS,HUERTECILLA MAÑAS,CL SAMANIEGO Nr: 80,GECOR,Colégio Público,Desratización,Ratones
22/03/2017,CAMPANILLAS,CASTAÑETAS,CL ROMERITO Nr: 12,GECOR,Vía Pública,Desinsectación,Garrapatas;Pulgas
22/03/2017,TEATINOS-UNIVERSIDAD,FINCA LA PALMA,CL FRANCISCO LOZANO Nr: 1,GECOR,Vía Pública,Desratización,Ratas
22/03/2017,ESTE,ECHEVERRIA DEL PALO,AV PIO BAROJA Nr: 22,GECOR,Privado,Control de Palomas,Paloma
22/03/2017,CENTRO,LA MALAGUETA,CL FARO Nr: 1,GECOR,Privado,Control de Gaviotas,Gaviota
23/03/2017,CRUZ DE HUMILLADERO,SAN RAFAEL,PL RIO TIETAR Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
23/03/2017,CARRETERA DE CADIZ,HAZA HONDA,CL GUADIARO Nr: 4,GECOR,Privado,Control de Gaviotas,Gaviota
23/03/2017,CRUZ DE HUMILLADERO,SAN JOSE DEL VISO,CL CUADRANTE Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
23/03/2017,CRUZ DE HUMILLADERO,INTELHORCE,CL GRECIA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
23/03/2017,BAILEN-MIRAFLORES,FLORISOL,PL LUIS CERNUDA Nr: 1,Actuación Programada,Colégio Público,Desratización,Ratas
23/03/2017,CARRETERA DE CADIZ,PARQUE MEDITERRANEO,CL LUIS BARAHONA DE SOTO Nr: 1,GECOR,Vía Pública,INSPECCIÓN,Cotorra Argentina
23/03/2017,CENTRO,CENTRO HISTORICO,CL NOSQUERA Nr: 10,GECOR,Vía Pública,Desinsectación,Mosquitos;Moscas
23/03/2017,CRUZ DE HUMILLADERO,CARRANQUE,PJE DAMASQUINA Nr: 1,GECOR,Colégio Público,Desinsectación,Moscas
24/03/2017,CENTRO,ENSANCHE CENTRO,AV CERVANTES Nr: 4,Actuación Programada,Otro Edificio de Depdencia Mun,Desinsectación,Cucarachas
24/03/2017,CARRETERA DE CADIZ,PARQUE MEDITERRANEO,CL REALENGA DE SAN LUIS Nr: 11,Actuación Programada,Otro Edificio de Depdencia Mun,INSPECCIÓN,Indeterminado
24/03/2017,CRUZ DE HUMILLADERO,PARQUE EMP. PEREZ TEXEIRA,CL LEDA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
24/03/2017,CRUZ DE HUMILLADERO,PARQUE EMP. ALAMEDA,CL NABUCCO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
24/03/2017,CRUZ DE HUMILLADERO,ESTACION DE LOS PRADOS,CL ESTACION DE LOS PRADOS Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
24/03/2017,CRUZ DE HUMILLADERO,LOS PRADOS,CL MANGA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
24/03/2017,CRUZ DE HUMILLADERO,PARQUE EMP. ALAMEDA,CL MARISMA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
24/03/2017,CARRETERA DE CADIZ,SIXTO,CL LOZOYA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
24/03/2017,CARRETERA DE CADIZ,GUADALJAIRE,CL HORACIO QUIROGA Nr: 3,Actuación Programada,Vía Pública,Desratización,Ratas
24/03/2017,PALMA-PALMILLA,MARTIRICOS,PSO MARTIRICOS Nr: 1,Actuación Programada,Policía Local - Bomberos,Desratización,Ratas
24/03/2017,CARRETERA DE CADIZ,HUELIN,CL TOMAS ECHEVERRIA Nr: 4,Actuación Programada,Colégio Público,Desratización,Ratas
24/03/2017,PALMA-PALMILLA,503 VIVIENDAS,CL DOCTOR GALVEZ MOLL Nr: 13,GECOR,Colégio Público,Desratización,Ratas
24/03/2017,CENTRO,ENSANCHE CENTRO,PL MARINA DE LA Nr: 11,GECOR,Otro Edificio de Depdencia Mun,Desratización,Ratas
24/03/2017,PUERTO DE LA TORRE,EL LIMONERO,CL VICTOR HUGO Nr: 104,GECOR,Vía Pública,Desratización,Ratas
24/03/2017,PUERTO DE LA TORRE,OROZCO,CL SUSTANCIA Nr: 8,Quejas y Sugerencias,Vía Pública,Desratización,Ratas
24/03/2017,ESTE,LAS ACACIAS,CL BOLIVIA Nr: 260,Quejas y Sugerencias,Vía Pública,Desratización,Ratas
24/03/2017,PALMA-PALMILLA,ARROYO DE LOS ANGELES,CL BURSOTO Nr: 23,Quejas y Sugerencias,Vía Pública,Desratización,Ratas
24/03/2017,PUERTO DE LA TORRE,LOS ALMENDROS,AV ANDERSEN Nr: 52,Ciudadano,Vía Pública,Desratización,Ratas
24/03/2017,CENTRO,ENSANCHE CENTRO,CL SIMONET Nr: 2,GECOR,Privado,Control de Palomas,Paloma
24/03/2017,CENTRO,SAN FELIPE NERI,CL DOS ACERAS Nr: 3,GECOR,Vía Pública,Control de Palomas,Paloma
27/03/2017,CRUZ DE HUMILLADERO,PARQUE EMP. LA ESTRELLA,CL MARO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
27/03/2017,CENTRO,CENTRO HISTORICO,CL ALHONDIGA Nr: 6,GECOR,Vía Pública,Desinsectación,Cucarachas
27/03/2017,ESTE,PEDREGALEJO,CL SAN MATEO Nr: 9,Quejas y Sugerencias,Vía Pública,Desratización,Ratas
27/03/2017,ESTE,MIRAFLORES DEL PALO,CL ARAGON Nr: 2,GECOR,Vía Pública,Desratización,Ratas
27/03/2017,CIUDAD JARDIN,CIUDAD JARDIN,CL ALBERCA Nr: 5,GECOR,Colégio Público,Desratización,Ratones;Ratas
27/03/2017,CARRETERA DE CADIZ,SANTA PAULA,PL VALENTIN ORTIGOSA Nr: 1,ALTA DE OFICIO,Vía Pública,Desratización,Ratas
27/03/2017,CARRETERA DE CADIZ,LA LUZ,CL TORRES QUEVEDO Nr: 10,GECOR,Vía Pública,Desratización,Ratas
27/03/2017,CAMPANILLAS,MAQUEDA,CL VALERO ENFEDAQUE BLASCO Nr: 29,GECOR,Vía Pública,Desratización,Ratas
27/03/2017,CENTRO,LA CALETA,PSO SANCHA Nr: 12,GECOR,Vía Pública,Control de Palomas,Paloma
27/03/2017,CENTRO,PLAZA DE TOROS VIEJA,CL PLAZA DE TOROS VIEJA Nr: 2,ALTA DE OFICIO,Privado,Control de Gaviotas,Gaviota
27/03/2017,CENTRO,PLAZA DE TOROS VIEJA,CL PLAZA DE TOROS VIEJA Nr: 4,ALTA DE OFICIO,Privado,Control de Gaviotas,Gaviota
27/03/2017,CENTRO,PLAZA DE TOROS VIEJA,CL CANALES Nr: 10,ALTA DE OFICIO,Privado,Control de Gaviotas,Gaviota
27/03/2017,CRUZ DE HUMILLADERO,POL ALAMEDA,CL PALESTINA Nr: 2,ALTA DE OFICIO,Vía Pública,Control de Palomas,Paloma
27/03/2017,TEATINOS-UNIVERSIDAD,FINCA LA PALMA,CL JUAN VILLARRAZO Nr: 1,CORREO ELECTRÓNICO,Vía Pública,Desinsectación,Cucarachas
27/03/2017,CRUZ DE HUMILLADERO,PARQUE EMP. EL VISO,CL TABOR Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
