FECHA, PRODUCCION
2013-08-21, 12.7
2013-08-22, 12.31
2013-08-23, 12.44
2013-08-24, 12.48
2013-08-25, 11.88
2013-08-26, 12.06
2013-08-27, 11.08
2013-08-28, 11.28
2013-08-29, 10.37
2013-08-30, 12.41
2013-08-31, 12.31
2013-09-01, 12.32
2013-09-02, 12.56
2013-09-03, 12.35
2013-09-04, 12.21
2013-09-05, 12.06
2013-09-06, 11.93
2013-09-07, 4.81
2013-09-08, 11.51
2013-09-09, 12.32
2013-09-10, 12.2
2013-09-11, 12.08
2013-09-12, 11.81
2013-09-13, 7.4
2013-09-14, 7.82
2013-09-15, 11.74
2013-09-16, 9.14
2013-09-17, 11.48
2013-09-18, 11.19
2013-09-19, 11.34
2013-09-20, 10.97
2013-09-21, 10.38
2013-09-22, 10.62
2013-09-23, 10.73
2013-09-24, 10.19
2013-09-25, 10.84
