FECHA, PRODUCCION
2013-01-01, 8.67
2013-01-02, 11.72
2013-01-03, 13.8
2013-01-04, 13.23
2013-01-05, 13.89
2013-01-06, 13.24
2013-01-07, 13.38
2013-01-08, 13.85
2013-01-09, 10.33
2013-01-10, 10.98
2013-01-11, 12.77
2013-01-12, 11.62
2013-01-13, 13.89
2013-01-14, 13.86
2013-01-15, 12.6
2013-01-16, 3.1
2013-01-17, 12.57
2013-01-18, 4.02
2013-01-19, 5.69
2013-01-20, 9.58
2013-01-21, 14.52
2013-01-22, 6.66
2013-01-23, 15.3
2013-01-24, 4.56
2013-01-25, 2.11
2013-01-26, 13.7
2013-01-27, 11.75
2013-01-28, 11.12
2013-01-29, 15.44
2013-01-30, 15.01
2013-01-31, 15.39
2013-02-01, 15.35
2013-02-02, 14.35
2013-02-03, 15.48
2013-02-04, 15.82
2013-02-05, 15.42
2013-02-06, 14.97
2013-02-07, 16.28
2013-02-08, 16.38
2013-02-09, 16.02
2013-02-10, 14.83
2013-02-11, 8.01
2013-02-12, 16.51
2013-02-13, 15.98
2013-02-14, 16.02
2013-02-15, 16.47
2013-02-16, 15.2
2013-02-17, 8.28
2013-02-18, 9.1
2013-02-19, 1.46
2013-02-20, 9.53
2013-02-21, 14.1
2013-02-22, 3.71
2013-02-23, 0
2013-02-24, 17.24
2013-02-25, 17.73
2013-02-26, 15.86
2013-02-27, 12.51
2013-02-28, 9.77
2013-03-01, 18.29
2013-03-02, 8.05
2013-03-03, 8.89
2013-03-04, 3.41
2013-03-05, 6.48
2013-03-06, 8.33
2013-03-07, 8.49
2013-03-08, 0.02
2013-03-09, 4.88
2013-03-10, 9.56
2013-03-11, 12.9
2013-03-12, 3.99
2013-03-13, 16.3
2013-03-14, 19.87
2013-03-15, 18.04
2013-03-16, 3.24
2013-03-17, 7.34
2013-03-18, 19.95
2013-03-19, 3.88
2013-03-20, 19.03
2013-03-21, 19.22
2013-03-22, 7.9
2013-03-23, 7.71
2013-03-24, 11.44
2013-03-25, 12.43
2013-03-26, 11.12
2013-03-27, 0
2013-03-28, 0
2013-03-29, 0
2013-03-30, 0
2013-03-31, 3.23
2013-04-01, 19.99
2013-04-02, 17.24
2013-04-03, 6.29
2013-04-04, 7.54
2013-04-05, 8.62
2013-04-06, 22.15
2013-04-07, 18.41
2013-04-08, 20.34
2013-04-09, 15.65
2013-04-10, 19.97
2013-04-11, 17.91
2013-04-12, 0.87
2013-04-13, 20.84
2013-04-14, 20.36
2013-04-15, 18.21
2013-04-16, 20.2
2013-04-17, 13.29
2013-04-18, 15.01
2013-04-19, 14.23
2013-04-20, 15.45
2013-04-21, 18.8
2013-04-22, 15.37
2013-04-23, 18.53
2013-04-24, 19.23
2013-04-25, 16.04
2013-04-26, 13.76
2013-04-27, 16.67
2013-04-28, 11.63
2013-04-29, 8.37
2013-04-30, 15.13
2013-05-01, 21.61
2013-05-02, 13.58
2013-05-03, 10.75
2013-05-04, 20.51
2013-05-05, 20.29
2013-05-06, 18.31
2013-05-07, 16.55
2013-05-08, 17.64
2013-05-09, 17.32
2013-05-10, 13.47
2013-05-11, 13.94
2013-05-12, 5.97
2013-05-13, 12.23
2013-05-14, 17.15
2013-05-15, 11.88
2013-05-16, 15.81
2013-05-17, 10.57
2013-05-18, 14.91
2013-05-19, 13.5
2013-05-20, 13.28
2013-05-21, 10.5
2013-05-22, 17.32
2013-05-23, 15.74
2013-05-24, 18.06
2013-05-25, 20.01
2013-05-26, 15.93
2013-05-27, 18.34
2013-05-28, 16.21
2013-05-29, 20.32
2013-05-30, 20.39
2013-05-31, 19.72
2013-06-01, 20.21
2013-06-02, 20.53
2013-06-03, 20.15
2013-06-04, 18.83
2013-06-05, 19.47
2013-06-06, 18.42
2013-06-07, 17.47
2013-06-08, 14.65
2013-06-09, 18.75
2013-06-10, 19.24
2013-06-11, 19.69
2013-06-12, 19.31
2013-06-13, 19.11
2013-06-14, 19.34
2013-06-15, 19.02
2013-06-16, 18.26
2013-06-17, 11.51
2013-06-18, 16.6
2013-06-19, 19.58
2013-06-20, 19.54
2013-06-21, 15.47
2013-06-22, 19.32
2013-06-23, 19.32
2013-06-24, 18.96
2013-06-25, 10.59
2013-06-26, 19.15
2013-06-27, 18.86
2013-06-28, 18.58
2013-06-29, 18.14
2013-06-30, 17.84
2013-07-01, 17.81
2013-07-02, 18.26
2013-07-03, 17.78
2013-07-04, 19.09
2013-07-05, 19.57
2013-07-06, 19.65
2013-07-07, 19.83
2013-07-08, 18.6
2013-07-09, 18.85
2013-07-10, 17.82
2013-07-11, 18.28
2013-07-12, 11.29
2013-07-13, 20.09
2013-07-14, 18.85
2013-07-15, 19.07
2013-07-16, 19.79
2013-07-17, 19.37
2013-07-18, 19.02
2013-07-19, 18.89
2013-07-20, 18.1
2013-07-21, 19.08
2013-07-22, 19.33
2013-07-23, 19.26
2013-07-24, 18.69
2013-07-25, 18.21
2013-07-26, 18.47
2013-07-27, 14.64
2013-07-28, 17.39
2013-07-29, 12.24
2013-07-30, 10.95
2013-07-31, 11.35
2013-08-01, 10.83
2013-08-02, 11.25
2013-08-03, 10
2013-08-04, 10.42
2013-08-05, 10.92
2013-08-06, 10.68
2013-08-07, 11.14
2013-08-08, 14.45
2013-08-09, 14.14
2013-08-10, 14.02
2013-08-11, 13.89
2013-08-12, 13.48
2013-08-13, 11.93
2013-08-14, 12.57
2013-08-15, 13.59
2013-08-16, 13.36
2013-08-17, 13.17
2013-08-18, 12.77
2013-08-19, 13.13
2013-08-20, 12.94
