FECHA, PRODUCCION
2013-01-01, 14.64
2013-01-02, 2.16
2013-01-03, 20.93
2013-01-04, 21.18
2013-01-05, 21.81
2013-01-06, 22.26
2013-01-07, 22.44
2013-01-08, 21.63
2013-01-09, 18.97
2013-01-10, 18.91
2013-01-11, 20.73
2013-01-12, 18.1
2013-01-13, 23.54
2013-01-14, 22.64
2013-01-15, 19.84
2013-01-16, 7
2013-01-17, 21.8
2013-01-18, 8.82
2013-01-19, 10.4
2013-01-20, 14.64
2013-01-21, 24.3
2013-01-22, 10.82
2013-01-23, 25.36
2013-01-24, 8.27
2013-01-25, 5.5
2013-01-26, 23.84
2013-01-27, 20.29
2013-01-28, 19.33
2013-01-29, 25.42
2013-01-30, 24.58
2013-01-31, 25.37
2013-02-01, 25.88
2013-02-02, 25.95
2013-02-03, 25.57
2013-02-04, 26.1
2013-02-05, 25.53
2013-02-06, 26.66
2013-02-07, 27.42
2013-02-08, 27.42
2013-02-09, 27.48
2013-02-10, 21.59
2013-02-11, 16.06
2013-02-12, 29.13
2013-02-13, 28
2013-02-14, 27.15
2013-02-15, 27.99
2013-02-16, 26.47
2013-02-17, 15.56
2013-02-18, 18.58
2013-02-19, 2.9
2013-02-20, 18.51
2013-02-21, 24.69
2013-02-22, 8.22
2013-02-23, 27.24
2013-02-24, 29.96
2013-02-25, 30.99
2013-02-26, 28.34
2013-02-27, 23.37
2013-02-28, 18.23
2013-03-01, 31.84
2013-03-02, 17.26
2013-03-03, 18.44
2013-03-04, 7.16
2013-03-05, 14.16
2013-03-06, 16.28
2013-03-07, 18.14
2013-03-08, 29.48
2013-03-09, 10.8
2013-03-10, 18.09
2013-03-11, 21.8
2013-03-12, 8.91
2013-03-13, 28.09
2013-03-14, 33.74
2013-03-15, 29.44
2013-03-16, 7.23
2013-03-17, 14.02
2013-03-18, 33.46
2013-03-19, 7.74
2013-03-20, 29.97
2013-03-21, 31.29
2013-03-22, 11.44
2013-03-23, 12.51
2013-03-24, 20.01
2013-03-25, 21.59
2013-03-26, 23.31
2013-03-27, 21.64
2013-03-28, 28.3
2013-03-29, 22.03
2013-03-30, 33.37
2013-03-31, 11.61
2013-04-01, 32.4
2013-04-02, 28.82
2013-04-03, 10.71
2013-04-04, 15.21
2013-04-05, 17.09
2013-04-06, 34.83
2013-04-07, 33.04
2013-04-08, 33.95
2013-04-09, 30.2
2013-04-10, 34.52
2013-04-11, 32.11
2013-04-12, 32.24
2013-04-13, 34.65
2013-04-14, 33.17
2013-04-15, 32.18
2013-04-16, 34.81
2013-04-17, 26.18
2013-04-18, 29.92
2013-04-19, 24.75
2013-04-20, 26.76
2013-04-21, 34.95
2013-04-22, 31.58
2013-04-23, 35.34
