FECHA, PRODUCCION
2013-04-24, 32.65
2013-04-25, 28.32
2013-04-26, 26.76
2013-04-27, 29.5
2013-04-28, 21.47
2013-04-29, 15.52
2013-04-30, 29.33
2013-05-01, 37.85
2013-05-02, 27.6
2013-05-03, 19.96
2013-05-04, 35.88
2013-05-05, 34.87
2013-05-06, 33.1
2013-05-07, 31.47
2013-05-08, 31.79
2013-05-09, 31.31
2013-05-10, 24.64
2013-05-11, 25.76
2013-05-12, 13.6
2013-05-13, 25.36
2013-05-14, 30.45
2013-05-15, 22.22
2013-05-16, 27.29
2013-05-17, 20.44
2013-05-18, 26.88
2013-05-19, 23.74
2013-05-20, 26.49
2013-05-21, 23.2
2013-05-22, 30.57
2013-05-23, 27.7
2013-05-24, 32.56
2013-05-25, 35.43
2013-05-26, 31.32
2013-05-27, 34.99
2013-05-28, 30.26
2013-05-29, 36.71
2013-05-30, 35.74
2013-05-31, 35.08
2013-06-01, 35.2
2013-06-02, 35.08
2013-06-03, 34.96
2013-06-04, 33.39
2013-06-05, 33.92
2013-06-06, 31.68
2013-06-07, 28.1
2013-06-08, 25.8
2013-06-09, 32.74
2013-06-10, 33.06
2013-06-11, 33.23
2013-06-12, 36.57
2013-06-13, 32.98
2013-06-14, 32.54
2013-06-15, 32.5
2013-06-16, 31.79
2013-06-17, 21.26
2013-06-18, 27.08
2013-06-19, 34
2013-06-20, 33.66
2013-06-21, 27.26
2013-06-22, 33.06
2013-06-23, 33.05
2013-06-24, 32.93
2013-06-25, 18.82
2013-06-26, 33.22
2013-06-27, 32.7
2013-06-28, 31.86
2013-06-29, 31.53
2013-06-30, 31.35
2013-07-01, 31.47
2013-07-02, 31.34
2013-07-03, 30.63
2013-07-04, 31.35
2013-07-05, 31.75
2013-07-06, 32.56
2013-07-07, 33.33
2013-07-08, 32.06
2013-07-09, 31.38
2013-07-10, 30.68
2013-07-11, 30.66
2013-07-12, 19.78
2013-07-13, 33.06
2013-07-14, 31.94
2013-07-15, 32.17
2013-07-16, 32.71
2013-07-17, 32.14
2013-07-18, 31.67
2013-07-19, 31.5
2013-07-20, 31.25
2013-07-21, 31.12
2013-07-22, 31.54
2013-07-23, 18.04
2013-07-24, 31.7
2013-07-25, 31.39
2013-07-26, 31.57
2013-07-27, 23.54
2013-07-28, 28.79
2013-07-29, 32.51
2013-07-30, 31.61
2013-07-31, 30.68
2013-08-01, 30.06
2013-08-02, 31.89
2013-08-03, 31.56
2013-08-04, 30.91
2013-08-05, 31.3
2013-08-06, 32.24
2013-08-07, 33.75
2013-08-08, 33.82
2013-08-09, 33.65
2013-08-10, 33.79
2013-08-11, 33.66
2013-08-12, 32.95
2013-08-13, 31.3
2013-08-14, 31.69
2013-08-15, 33.42
2013-08-16, 32.76
2013-08-17, 31.38
2013-08-18, 31.76
2013-08-19, 31.94
2013-08-20, 31.74
2013-08-21, 31.06
2013-08-22, 29.77
2013-08-23, 30.5
2013-08-24, 30.74
2013-08-25, 30.03
2013-08-26, 30.13
2013-08-27, 27.94
2013-08-28, 29.03
2013-08-29, 23.98
2013-08-30, 29.88
2013-08-31, 31.58
2013-09-01, 31.23
2013-09-02, 31.72
2013-09-03, 31.63
2013-09-04, 30.61
2013-09-05, 31.5
2013-09-06, 30.74
2013-09-07, 9.94
2013-09-08, 27.8
2013-09-09, 31.1
2013-09-10, 30.76
2013-09-11, 30.48
2013-09-12, 30.1
2013-09-13, 15.42
2013-09-14, 19.39
2013-09-15, 30.15
2013-09-16, 24.84
2013-09-17, 29.6
2013-09-18, 29.65
2013-09-19, 29.64
2013-09-20, 28.8
2013-09-21, 29.17
2013-09-22, 29.28
2013-09-23, 29.5
2013-09-24, 27.63
2013-09-25, 29.16
2013-09-26, 27.73
2013-09-27, 14.35
2013-09-28, 11.19
2013-09-29, 18.54
2013-09-30, 25.62
2013-10-01, 27.91
2013-10-02, 28.24
2013-10-03, 22.23
2013-10-04, 24.12
2013-10-05, 28.9
2013-10-06, 24.76
2013-10-07, 25.31
2013-10-08, 27.57
2013-10-09, 27.68
2013-10-10, 27.22
2013-10-11, 27.86
2013-10-12, 27.12
2013-10-13, 28.32
2013-10-14, 23.81
2013-10-15, 25.63
2013-10-16, 27.05
2013-10-17, 20.69
2013-10-18, 24.71
2013-10-19, 23.26
2013-10-20, 26.46
2013-10-21, 25.21
2013-10-22, 5.46
2013-10-23, 12.34
2013-10-24, 21.14
2013-10-25, 15.93
2013-10-26, 5.93
2013-10-27, 24.49
2013-10-28, 24.19
2013-10-29, 27.16
2013-10-30, 26.11
2013-10-31, 25.52
2013-11-01, 25.94
2013-11-02, 25.7
2013-11-03, 21.25
2013-11-04, 18.4
2013-11-05, 26.42
2013-11-06, 24
2013-11-07, 21.1
2013-11-08, 21.43
2013-11-09, 24
2013-11-10, 21.72
2013-11-11, 22.2
2013-11-12, 22.97
2013-11-13, 18.5
2013-11-14, 21.58
2013-11-15, 23.15
2013-11-16, 13.74
2013-11-17, 22.79
2013-11-18, 0.21
2013-11-19, 23.42
2013-11-20, 20.93
2013-11-21, 8.25
2013-11-22, 17.42
2013-11-23, 10.88
2013-11-24, 22.73
2013-11-25, 22
2013-11-26, 22.04
2013-11-27, 15.97
2013-11-28, 5.11
2013-11-29, 22.04
2013-11-30, 20.7
2013-12-01, 22.1
2013-12-02, 21.29
2013-12-03, 20.03
2013-12-04, 12.02
2013-12-05, 20.46
2013-12-06, 20.29
2013-12-07, 20.64
2013-12-08, 20.6
2013-12-09, 17.94
2013-12-10, 19.08
2013-12-11, 18.97
2013-12-12, 16.74
2013-12-13, 16.96
2013-12-14, 15.79
2013-12-15, 17.99
2013-12-16, 11
2013-12-17, 5.57
2013-12-18, 10.64
2013-12-19, 7.52
2013-12-20, 21.9
2013-12-21, 20.48
2013-12-22, 20.05
2013-12-23, 19.88
2013-12-24, 8.41
2013-12-25, 3.02
2013-12-26, 20.33
2013-12-27, 19.63
2013-12-28, 13.7
2013-12-29, 21.65
2013-12-30, 17.77
2013-12-31, 18.57
