Fecha de la visita,Distrito,Barrio,Dirección,Origen Petición,Área Actuación,Servicios Aplicados,Vectores Tratados
10/04/2013,ESTE,HACIENDA PAREDES,CL ARCANGELES Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
10/04/2013,ESTE,TORRE DE SAN TELMO,CL JARAMA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
10/04/2013,ESTE,LA VIÑA,CL VIHUELA LA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
10/04/2013,ESTE,EL MORLACO,PSO CERRADO DE CALDERON Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
10/04/2013,CARRETERA DE CADIZ,VISTAFRANCA,CL CAYETANO DE CABRA Nr: 7,Linea 900,Colégio Público,Control de Gaviotas,Gaviota
10/04/2013,CARRETERA DE CADIZ,FINCA EL PATO,CL PILAR LORENGAR Nr: 13,Linea 900,Privado,Control de Gaviotas,Gaviota
10/04/2013,CARRETERA DE CADIZ,VIRGEN DE BELEN,PJE VIRGEN DE BELEN Nr: 4,Linea 900,Privado,Control de Palomas,Paloma
10/04/2013,CENTRO,PLAZA DE TOROS VIEJA,PLLO MATADERO Nr: 11,ALTA DE OFICIO,Vía Pública,Control de Gaviotas,Gaviota
10/04/2013,CRUZ DE HUMILLADERO,LA AURORA,AV AURORA Nr: 27,ALTA DE OFICIO,Vía Pública,Control de Gaviotas,Gaviota
10/04/2013,CRUZ DE HUMILLADERO,POL CTRA DE CARTAMA,CL CORREGIDOR CARLOS GARAFA Nr: 8,ALTA DE OFICIO,Colégio Público,Control de Gaviotas,Gaviota
11/04/2013,CENTRO,PUERTO,PSO CURAS DE LOS Nr: 2,Actuación Programada,Vía Pública,Desratización,Ratas
11/04/2013,CENTRO,LA CALETA,CL KEROMNES Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
11/04/2013,CHURRIANA,LA CASITA DE MADERA,CL ROBERTO CANO FLORES Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
11/04/2013,CHURRIANA,LOS PASEROS,AV GENERAL DUQUE DE AVEIRO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
11/04/2013,ESTE,LA MOSCA,CL CARO SANCHEZ Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
11/04/2013,ESTE,EL POLVORIN,CL ARQUITECTO ALONSO CARBONELL Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
11/04/2013,ESTE,PEDREGALEJO,CL CONDE DE LAS NAVAS Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
11/04/2013,CRUZ DE HUMILLADERO,POL ALAMEDA,CL HONDURAS Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
11/04/2013,CRUZ DE HUMILLADERO,POL ALAMEDA,CL HONDURAS Nr: 1,Actuación Programada,Colégio Público,Desratización,Ratas
11/04/2013,CRUZ DE HUMILLADERO,POL ALAMEDA,CL HONDURAS Nr: 1,Actuación Programada,Colégio Público,Desinsectación,Cucarachas
11/04/2013,CRUZ DE HUMILLADERO,POL ALAMEDA,AV ANDALUCIA Nr: 19,Linea 900,Vía Pública,Control de Gaviotas,Gaviota
11/04/2013,PALMA-PALMILLA,ARROYO DE LOS ANGELES,CL DIAZ DE PALACIO Nr: 5,Linea 900,Vía Pública,Desratización,Ratas
11/04/2013,CHURRIANA,CHURRIANA,CL MONSALVEZ Nr: 89,Linea 900,Vía Pública,Desratización,Ratas
11/04/2013,BAILEN-MIRAFLORES,HAZA DEL CAMPILLO,CL RIVAS FERNANDEZ Nr: 1,Linea 900,Vía Pública,Desinsectación,Cucarachas
11/04/2013,CARRETERA DE CADIZ,PUERTA BLANCA,CL VIÑA DEL MAR Nr: 3,Linea 900,Vía Pública,Desratización,Ratas
11/04/2013,CENTRO,LA MALAGUETA,PSO MARITIMO CIUDAD DE MELILLA Nr: 23,Linea 900,Vía Pública,Desratización,Ratas
11/04/2013,BAILEN-MIRAFLORES,HAZA DEL CAMPILLO,CL JORGE LORING Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
11/04/2013,CIUDAD JARDIN,LOS NARANJOS,AV POSTAS Nr: 32,Linea 900,Colégio Público,Desinsectación,Indeterminado;Pulgas
11/04/2013,CRUZ DE HUMILLADERO,CRUZ DE HUMILLADERO,CL ANTONIO LUIS CARRION Nr: 9,Linea 900,Vía Pública,Desinsectación,Cucarachas
11/04/2013,CHURRIANA,CORTIJO DE MAZA,CL DINAMARCA Nr: 1,Linea 900,Vía Pública,Desinsectación;Desratización,Cucarachas;Ratas
12/04/2013,CENTRO,LA MALAGUETA,CL ARENAL Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
12/04/2013,CHURRIANA,EL OLIVAR,CL ACEITUNO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
12/04/2013,CHURRIANA,CORTIJO DE MAZA,CL DINAMARCA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
12/04/2013,CHURRIANA,WITTEMBERG,CL DIPUTADO IGNACIO HUELIN Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
12/04/2013,ESTE,SAN FRANCISCO,CL IVAN TURGUENIEV Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
12/04/2013,ESTE,VALLE DE LOS GALANES,CL PORTUGAL Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
12/04/2013,CARRETERA DE CADIZ,LOS GUINDOS,AV GREGORIO DIEGO Nr: 41,Actuación Programada,Colégio Público,Desratización,Ratas
12/04/2013,CHURRIANA,LOS PAREDONES,CL CAROLINA LA Nr: 1,Actuación Programada,Colégio Público,Desratización,Ratas
12/04/2013,CARRETERA DE CADIZ,LOS GUINDOS,AV GREGORIO DIEGO Nr: 41,Actuación Programada,Colégio Público,Desinsectación,Cucarachas
12/04/2013,CHURRIANA,LOS PAREDONES,CL CAROLINA LA Nr: 1,Actuación Programada,Colégio Público,Desinsectación,Cucarachas
12/04/2013,CHURRIANA,LOS PAREDONES,CL CAROLINA LA Nr: 1,Linea 900,Colégio Público,Desratización,Ratones;Ratas
12/04/2013,CRUZ DE HUMILLADERO,CEMENTERIO SAN RAFAEL,CMNO SAN RAFAEL Nr: 90,Actuación Programada,Servicios Operativos,Desratización,Ratones;Ratas
12/04/2013,CENTRO,PLAZA DE TOROS VIEJA,PSO ANTONIO MACHADO Nr: 12,ALTA DE OFICIO,Otro Edificio de Depdencia Mun,Desratización,Ratones
12/04/2013,CARRETERA DE CADIZ,JARDIN DE LA ABADIA,PL MORENO VILLA Nr: 3,ALTA DE OFICIO,Vía Pública,Control de Gaviotas,Gaviota
12/04/2013,CENTRO,ENSANCHE CENTRO,ALMD COLON Nr: 12,Linea 900,Privado,Control de Gaviotas,Gaviota
12/04/2013,CARRETERA DE CADIZ,LOS GUINDOS,AV GREGORIO DIEGO Nr: 41,Linea 900,Colégio Público,Desinsectación,Mosquitos;Cucarachas
12/04/2013,CIUDAD JARDIN,MANGAS VERDES,CL MORRITOS ALTOS Nr: 1,Ciudadano,Vía Pública,Desratización,Ratones;Ratas
12/04/2013,PUERTO DE LA TORRE,OROZCO,CL ALONSO DE ERCILLA Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
12/04/2013,CARRETERA DE CADIZ,LOS GIRASOLES,CL JOSELITO Nr: 1,Linea 900,Vía Pública,Desinsectación,Garrapatas
12/04/2013,CRUZ DE HUMILLADERO,HAZA CUEVAS,CL ALFEREZ YAÑEZ JIMENEZ Nr: 8,Linea 900,Vía Pública,Desinsectación,Cucarachas
12/04/2013,BAILEN-MIRAFLORES,LA BRESCA,CL BRESCA Nr: 25,Linea 900,Vía Pública,Desinsectación,Mosquitos
12/04/2013,CENTRO,PERCHEL SUR,PJE SAN FERNANDO Nr: 4,Linea 900,Vía Pública,Desinsectación,Cucarachas
12/04/2013,ESTE,LAS PALMERAS,CL SIERRA DE LOS MERINOS Nr: 1,Ciudadano,Vía Pública,Desinsectación,Cucarachas
12/04/2013,CARRETERA DE CADIZ,EL BULTO,CL GONGORA Nr: 9,Actuación Programada,Colégio Público,Control de Gaviotas,Gaviota
12/04/2013,CRUZ DE HUMILLADERO,LA AURORA,AV AURORA Nr: 27,Actuación Programada,Vía Pública,Control de Gaviotas,Gaviota
12/04/2013,CRUZ DE HUMILLADERO,POL CTRA DE CARTAMA,CL CORREGIDOR CARLOS GARAFA Nr: 8,Actuación Programada,Colégio Público,Control de Gaviotas,Gaviota
12/04/2013,CENTRO,PLAZA DE TOROS VIEJA,PLLO MATADERO Nr: 11,Actuación Programada,Vía Pública,Control de Gaviotas,Gaviota
14/04/2013,PUERTO DE LA TORRE,SALINAS,CL URANIO Nr: 12,Linea 900,Privado,Control de Palomas,Paloma
15/04/2013,CENTRO,MONTE SANCHA,CL BARRANCO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
15/04/2013,CRUZ DE HUMILLADERO,CRUZ DE HUMILLADERO,AV JOSE ORTEGA Y GASSET Nr: 14,Linea 900,Colégio Público,Desratización,Ratones
15/04/2013,CHURRIANA,GUADALMAR,CL CAMPANILLAS Nr: 51,Linea 900,Privado,Desinsectación,Abejas
15/04/2013,BAILEN-MIRAFLORES,GAMARRA,CL DOCTOR LAZARRAGA Nr: 14,Linea 900,Colégio Público,Control de Gaviotas,Gaviota
15/04/2013,CHURRIANA,FINCA MONSALVEZ,CL REMEDIOS VARO Nr: 1,Linea 900,Privado,Desinsectación,Abejas
15/04/2013,CRUZ DE HUMILLADERO,SAN RAFAEL,CL ALOZAINA Nr: 16,Linea 900,Privado,Desinsectación,Avispas
15/04/2013,CENTRO,LA MALAGUETA,CL VELEZ MALAGA Nr: 8,Linea 900,Privado,Control de Gaviotas,Gaviota
15/04/2013,CRUZ DE HUMILLADERO,LA AURORA,AV AMERICAS DE LAS Nr: 9,Linea 900,Privado,Control de Gaviotas,Gaviota
15/04/2013,CRUZ DE HUMILLADERO,EXPLANADA DE LA ESTACION,CL ESLAVA Nr: 5,Linea 900,Privado,Control de Gaviotas,Gaviota
15/04/2013,ESTE,HACIENDA CLAVERO,CL LINGUISTA MANUEL SECO Nr: 30,Linea 900,Vía Pública,Desinsectación;Desratización,Cucarachas;Ratas
15/04/2013,BAILEN-MIRAFLORES,LOS MILLONES,GPO MILLONES LOS Nr: 4,Linea 900,Vía Pública,Desratización,Ratas
15/04/2013,CARRETERA DE CADIZ,GIRON,CL VICENTE ALEIXANDRE Nr: 14,Linea 900,Vía Pública,Desinsectación,Cucarachas
15/04/2013,CARRETERA DE CADIZ,JARDIN DE LA ABADIA,CL MAESTRO CHAPI Nr: 9,Linea 900,Vía Pública,Desinsectación,Cucarachas
15/04/2013,BAILEN-MIRAFLORES,MIRAFLORES DE LOS ANGELES,PL MIRAFLORES Nr: 1,Linea 900,Vía Pública,Desinsectación,Pulgas
15/04/2013,CHURRIANA,GUADALMAR,CL CONDE LUCANOR Nr: 1,Linea 900,Colégio Público,Desinsectación,Garrapatas
15/04/2013,PUERTO DE LA TORRE,PERI PT-4 LOS ALMENDROS,CL AZALEA Nr: 1,Linea 900,Vía Pública,Desinsectación,Cucarachas
15/04/2013,CARRETERA DE CADIZ,JARDIN DE LA ABADIA,PL MORENO VILLA Nr: 3,Actuación Programada,Vía Pública,Control de Gaviotas,Gaviota
15/04/2013,CARRETERA DE CADIZ,HUELIN,CL TOMAS ECHEVERRIA Nr: 4,Actuación Programada,Colégio Público,Desratización,Ratones;Ratas
15/04/2013,CHURRIANA,POL IND EL ALAMO,CL ESCRITOR HERRERA SANTAOLALLA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
15/04/2013,CHURRIANA,BUENAVISTA,CL ROTA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
15/04/2013,CHURRIANA,ESPEÑUELAS LAS,CL ALFONSO DE LA TORRE MARIN Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
15/04/2013,ESTE,CERRADO DE CALDERON,CL ALCAPARRON Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
15/04/2013,CRUZ DE HUMILLADERO,TIRO DE PICHON,CL ALCALDE ANTONIO VERDEJO Nr: 25,Actuación Programada,Colégio Público,Desratización,Ratas
15/04/2013,CRUZ DE HUMILLADERO,CRUZ DE HUMILLADERO,AV JOSE ORTEGA Y GASSET Nr: 12,Actuación Programada,Colégio Público,Desratización,Ratas
15/04/2013,CHURRIANA,GUADALMAR,CL CONDE LUCANOR Nr: 1,Actuación Programada,Colégio Público,Desratización,Ratas
15/04/2013,CRUZ DE HUMILLADERO,TIRO DE PICHON,CL ALCALDE ANTONIO VERDEJO Nr: 25,Actuación Programada,Colégio Público,Desinsectación,Cucarachas
15/04/2013,CRUZ DE HUMILLADERO,CRUZ DE HUMILLADERO,AV JOSE ORTEGA Y GASSET Nr: 12,Actuación Programada,Colégio Público,Desinsectación,Cucarachas
15/04/2013,CARRETERA DE CADIZ,HUELIN,CL TOMAS ECHEVERRIA Nr: 4,Actuación Programada,Colégio Público,Desinsectación,Cucarachas
15/04/2013,CHURRIANA,GUADALMAR,CL CONDE LUCANOR Nr: 1,Actuación Programada,Colégio Público,Desinsectación,Cucarachas
15/04/2013,CRUZ DE HUMILLADERO,TIRO DE PICHON,CL ALCALDE ANTONIO VERDEJO Nr: 25,Linea 900,Colégio Público,Desratización,Ratones;Ratas
16/04/2013,CENTRO,CAMPOS ELISEOS,CL CAMPOS ELISEOS Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
16/04/2013,CENTRO,LA MALAGUETA,CL VELEZ MALAGA Nr: 15,Linea 900,Privado,Control de Gaviotas,Gaviota
16/04/2013,PUERTO DE LA TORRE,TORREMAR,CL ESCRITOR GONZALEZ VALLS Nr: 12,Linea 900,Vía Pública,Desinsectación,Avispas
16/04/2013,CRUZ DE HUMILLADERO,INTELHORCE,CL GUILLERMO LEE Nr: 1,CORREO ELECTRÓNICO,Vía Pública,Desratización,Ratas
16/04/2013,CRUZ DE HUMILLADERO,LA AURORA,AV AMERICAS DE LAS Nr: 9,Linea 900,Vía Pública,Desinsectación,Cucarachas
16/04/2013,CENTRO,CENTRO HISTORICO,CL BEATAS Nr: 26,Linea 900,Vía Pública,Desinsectación,Mosquitos
16/04/2013,PUERTO DE LA TORRE,EL TOMILLAR,CL DANTE Nr: 45,Linea 900,Vía Pública,Desratización,Ratas
16/04/2013,CENTRO,EL EJIDO,CL FELIX MESA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
16/04/2013,CENTRO,SEMINARIO,DSMO CAPILLA DEL CALVARIO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
16/04/2013,CENTRO,CAÑADA DE LOS INGLESES,CL CAÑADA DE LOS INGLESES Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
16/04/2013,CHURRIANA,LOURDES,CL ALGECIRAS Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
16/04/2013,CHURRIANA,VEGA DE ORO,CTRA CAMPO DE GOLF Nr: 22,Actuación Programada,Vía Pública,Desratización,Ratas
16/04/2013,CHURRIANA,FINCA MONSALVEZ,CL MERCEDES FORMICA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
16/04/2013,CRUZ DE HUMILLADERO,INTELHORCE,CL JOSE MARIA JACQUARD Nr: 18,Actuación Programada,Colégio Público,Desratización,Ratas
16/04/2013,CAMPANILLAS,EL TARAJAL,CL GENERACION Nr: 31,Actuación Programada,Colégio Público,Desratización,Ratas
16/04/2013,CRUZ DE HUMILLADERO,INTELHORCE,CL JOSE MARIA JACQUARD Nr: 18,Actuación Programada,Colégio Público,Desinsectación,Cucarachas
16/04/2013,CAMPANILLAS,EL TARAJAL,CL GENERACION Nr: 31,Actuación Programada,Colégio Público,Desinsectación,Cucarachas
16/04/2013,CENTRO,PERCHEL NORTE,PLLO SANTO DOMINGO Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
16/04/2013,CARRETERA DE CADIZ,PARQUE MEDITERRANEO,CL GUILLERMO CARRERA RUBIO Nr: 1,Junta Municipal de Distrito,Vía Pública,Desratización,Ratas
16/04/2013,CARRETERA DE CADIZ,PUERTA BLANCA,PL CESAR ALVAREZ DUMONT Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
16/04/2013,CRUZ DE HUMILLADERO,POL CTRA DE CARTAMA,CL CORREGIDOR FRANCISCO DE MOLINA Nr: 12,Linea 900,Vía Pública,Desratización,Ratones;Ratas
16/04/2013,PALMA-PALMILLA,720 VIVIENDAS,CL DOCTOR MILLAN PALMA Nr: 46,Linea 900,Vía Pública,Desinsectación,Garrapatas;Pulgas
16/04/2013,CENTRO,PERCHEL NORTE,PLLO GUIMBARDA Nr: 5,Linea 900,Vía Pública,Desinsectación,Mosquitos
16/04/2013,CAMPANILLAS,COLMENAREJO,CL VIRGEN DE FATIMA Nr: 16,Linea 900,Vía Pública,Desinsectación,Moscas
16/04/2013,CENTRO,EL MOLINILLO,CL HUERTO DE LOS CLAVELES Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
16/04/2013,CARRETERA DE CADIZ,FINCA EL PATO,CMNO TERMICA DE LA Nr: 42,Linea 900,Privado,Control de Gaviotas,Gaviota
16/04/2013,CRUZ DE HUMILLADERO,INTELHORCE,CL JOSE MARIA JACQUARD Nr: 18,Linea 900,Colégio Público,INSPECCIÓN,Indeterminado
16/04/2013,BAILEN-MIRAFLORES,NUESTRA SEÑORA DE FATIMA,CL ANA SOLO DE ZALDIVAR Nr: 1,ALTA DE OFICIO,Otro Organismo Oficial,Desinsectación,Abejas
16/04/2013,BAILEN-MIRAFLORES,LA BRESCA,CL BRESCA Nr: 25,Linea 900,Vía Pública,Desinsectación,Mosquitos
16/04/2013,BAILEN-MIRAFLORES,LA TRINIDAD,CL VELARDE Nr: 7,ALTA DE OFICIO,Privado,INSPECCIÓN,Indeterminado
16/04/2013,CENTRO,PLAZA DE TOROS VIEJA,CL CONSTANCIA Nr: 1,CORREO ELECTRÓNICO,Vía Pública,INSPECCIÓN,Ratas
16/04/2013,CHURRIANA,FINCA MONSALVEZ,CL REMEDIOS VARO Nr: 1,Linea 900,Privado,Desinsectación,Abejas
17/04/2013,ESTE,PEDREGALEJO PLAYA,CL NAVAS RAMIREZ Nr: 2,Actuación Programada,Mercado Municipal,Desratización,Ratas
17/04/2013,CENTRO,CRISTO DE LA EPIDEMIA,CL CRISTO DE LA EPIDEMIA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
17/04/2013,CENTRO,OLLETAS,CMNO COLMENAR Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
17/04/2013,CARRETERA DE CADIZ,SIXTO,CL LOZOYA Nr: 6,Linea 900,Vía Pública,Desratización,Ratas
17/04/2013,CRUZ DE HUMILLADERO,POL ALAMEDA,CL PALESTINA Nr: 7,Actuación Programada,Otro Edificio de Depdencia Mun,Desinsectación,Cucarachas
17/04/2013,ESTE,PEDREGALEJO PLAYA,CL JABEGA Nr: 8,Actuación Programada,Vía Pública,Desratización,Ratas
17/04/2013,CARRETERA DE CADIZ,PARQUE MEDITERRANEO,CL EDUARDO DE PALACIO Nr: 8,Actuación Programada,Colégio Público,Desratización,Ratas
17/04/2013,CHURRIANA,HELIOMAR,CL TORREMOLINOS Nr: 65,Actuación Programada,Colégio Público,Desratización,Ratas
17/04/2013,CARRETERA DE CADIZ,PARQUE MEDITERRANEO,CL EDUARDO DE PALACIO Nr: 8,Actuación Programada,Colégio Público,Desinsectación,Cucarachas
17/04/2013,CHURRIANA,HELIOMAR,CL TORREMOLINOS Nr: 65,Actuación Programada,Colégio Público,Desinsectación,Cucarachas
17/04/2013,ESTE,PINARES DE SAN ANTON,AV SAN ISIDRO Nr: 44,Linea 900,Privado,Desinsectación,Abejas
17/04/2013,CAMPANILLAS,EL BRILLANTE,CL TIZIANO Nr: 1,Linea 900,Colégio Público,INSPECCIÓN,Procesionaria
17/04/2013,CHURRIANA,FINCA MONSALVEZ,CL REMEDIOS VARO Nr: 1,Linea 900,Privado,Desinsectación,Abejas
17/04/2013,PUERTO DE LA TORRE,TORREMAR,CL ESCRITOR GONZALEZ VALLS Nr: 12,Linea 900,Vía Pública,Desinsectación,Avispas
17/04/2013,PUERTO DE LA TORRE,LAS MORILLAS II,CL URANIO Nr: 50,Linea 900,Vía Pública,Desinsectación,Abejas
17/04/2013,CARRETERA DE CADIZ,ALMUDENA,CL CAMARETAS Nr: 1,Linea 900,Privado,Control de Gaviotas,Gaviota
17/04/2013,BAILEN-MIRAFLORES,SUAREZ,CL MARTINEZ DE LA ROSA Nr: 147,Linea 900,Vía Pública,Desinsectación;Desratización,Cucarachas;Ratas
17/04/2013,CAMPANILLAS,EL BRILLANTE,CL TIZIANO Nr: 1,Linea 900,Vía Pública,Desinsectación,Cucarachas
17/04/2013,CIUDAD JARDIN,JARDIN DE MALAGA,CL ALCALDE JOAQUIN QUILES Nr: 13,Linea 900,Vía Pública,Desinsectación,Cucarachas
17/04/2013,CENTRO,LA TRINIDAD,PJE BRIALES Nr: 10,Linea 900,Vía Pública,Desinsectación,Cucarachas
17/04/2013,CRUZ DE HUMILLADERO,POL ALAMEDA,CL SANTA ELENA Nr: 1,ALTA DE OFICIO,Colégio Público,Control de Gaviotas,Gaviota
18/04/2013,CENTRO,PINARES DE OLLETAS,AV PASCUEROS Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
18/04/2013,PUERTO DE LA TORRE,EL CORTIJUELO JUNTA DE LOS CAM,CL CUESTA LA Nr: 3,ALTA DE OFICIO,Privado,INSPECCIÓN,Indeterminado
18/04/2013,CENTRO,PLAZA DE TOROS VIEJA,PSO ANTONIO MACHADO Nr: 12,ALTA DE OFICIO,Otro Edificio de Depdencia Mun,Desratización,Ratones
18/04/2013,TEATINOS-UNIVERSIDAD,FINCA LA PALMA,CL JUAN VILLARRAZO Nr: 36,Linea 900,Colégio Público,INSPECCIÓN,Procesionaria
18/04/2013,BAILEN-MIRAFLORES,GAMARRA,CL DOCTOR LAZARRAGA Nr: 14,Actuación Programada,Privado,Control de Gaviotas,Gaviota
18/04/2013,CENTRO,CAMPOS ELISEOS,PSO REDING Nr: 1,Linea 900,Otro Edificio de Depdencia Mun,Desinsectación,Cucarachas
18/04/2013,CHURRIANA,CHURRIANA,PL INMACULADA Nr: 14,Linea 900,Otro Edificio de Depdencia Mun,Desinsectación,Abejas
18/04/2013,ESTE,CERRADO DE CALDERON,CL MERIDIANA Nr: 19,Linea 900,Vía Pública,Desinsectación,Moscas;Cucarachas
18/04/2013,ESTE,PEDREGALEJO PLAYA,CL PEPOTE Nr: 61,Linea 900,Vía Pública,Desinsectación,Mosquitos
18/04/2013,CHURRIANA,FINCA MONSALVEZ,CL JUAN GOROSTIDI Nr: 1,Linea 900,Vía Pública,Desratización,Ratas
18/04/2013,BAILEN-MIRAFLORES,LA TRINIDAD,CL CATALUÑA Nr: 29,ALTA DE OFICIO,Privado,Control de Gaviotas,Gaviota
18/04/2013,CENTRO,MARMOLES,CL PESO DE LA HARINA Nr: 12,Linea 900,Colégio Público,Control de Gaviotas,Gaviota
18/04/2013,CENTRO,SANTA AMALIA,CL GLADIOLOS Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
18/04/2013,ESTE,EL DRAGO,CL DON DIEGO DE MIRANDA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
18/04/2013,ESTE,EL PALO,CL ALMERIA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
18/04/2013,ESTE,VILLA CRISTINA,CL ANTONIO TRUEBA Nr: 15,Actuación Programada,Vía Pública,Desratización,Ratas
18/04/2013,ESTE,PLAYAS DEL PALO,CL BANDA DEL MAR Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
18/04/2013,ESTE,ECHEVERRIA DEL PALO,AV PIO BAROJA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
18/04/2013,ESTE,SAN ISIDRO,CL AMARANTO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
18/04/2013,ESTE,LAS ACACIAS,PSO ACACIAS Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
18/04/2013,TEATINOS-UNIVERSIDAD,CORTIJO ALTO,AV MARIA ZAMBRANO Nr: 2,Actuación Programada,Colégio Público,Desratización,Ratas
18/04/2013,TEATINOS-UNIVERSIDAD,LAS MORILLAS,CL DOCTOR MIGUEL DIAZ RECIO Nr: 29,Actuación Programada,Colégio Público,Desratización,Ratas
18/04/2013,TEATINOS-UNIVERSIDAD,LAS MORILLAS,CL DOCTOR MIGUEL DIAZ RECIO Nr: 27,Actuación Programada,Colégio Público,Desratización,Ratas
18/04/2013,TEATINOS-UNIVERSIDAD,CORTIJO ALTO,AV MARIA ZAMBRANO Nr: 2,Actuación Programada,Colégio Público,Desinsectación,Cucarachas
18/04/2013,TEATINOS-UNIVERSIDAD,LAS MORILLAS,CL DOCTOR MIGUEL DIAZ RECIO Nr: 29,Actuación Programada,Colégio Público,Desinsectación,Cucarachas
18/04/2013,TEATINOS-UNIVERSIDAD,LAS MORILLAS,CL DOCTOR MIGUEL DIAZ RECIO Nr: 27,Actuación Programada,Colégio Público,Desinsectación,Cucarachas
19/04/2013,CENTRO,CENTRO HISTORICO,CL AFLIGIDOS Nr: 5,Actuación Programada,Otro Edificio de Depdencia Mun,INSPECCIÓN,Indeterminado
19/04/2013,CRUZ DE HUMILLADERO,LA BARRIGUILLA,CL SAINT EXUPERY Nr: 22,Actuación Programada,Otro Edificio de Depdencia Mun,INSPECCIÓN,Indeterminado
19/04/2013,CARRETERA DE CADIZ,25 AÑOS DE PAZ,CL ISLA CRISTINA Nr: 1,Actuación Programada,Centro Educación Adultos,INSPECCIÓN,Indeterminado
19/04/2013,ESTE,EL PALO,CL ALONSO CARRILLO DE ALBORNOZ Nr: 1,Actuación Programada,Mercado Municipal,Desratización,Ratas
19/04/2013,CARRETERA DE CADIZ,PUERTO,PSO ANTONIO MACHADO Nr: 1,Actuación Programada,PARQUE CANINO,INSPECCIÓN,Indeterminado
19/04/2013,ESTE,MIRAFLORES DEL PALO,CL ALAVA Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
19/04/2013,ESTE,LAS CUEVAS,CL ALTILLO Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
19/04/2013,ESTE,PEINADO GRANDE,AV PEINADO GRANDE Nr: 1,Actuación Programada,Vía Pública,Desratización,Ratas
19/04/2013,PUERTO DE LA TORRE,LOS MORALES 1,CL ESCRITOR ANTONIO NAVARRO TRUJILLO Nr: 35,Actuación Programada,Colégio Público,Desratización,Ratas
19/04/2013,PUERTO DE LA TORRE,SALINAS,CL JACINTO Nr: 16,Actuación Programada,Colégio Público,Desratización,Ratas
19/04/2013,PUERTO DE LA TORRE,FUENTE ALEGRE,CL FUENTE ALEGRE Nr: 7,Actuación Programada,Colégio Público,Desratización,Ratas
19/04/2013,PUERTO DE LA TORRE,LOS MORALES 1,CL ESCRITOR ANTONIO NAVARRO TRUJILLO Nr: 35,Actuación Programada,Colégio Público,Desinsectación,Cucarachas
19/04/2013,PUERTO DE LA TORRE,SALINAS,CL JACINTO Nr: 16,Actuación Programada,Colégio Público,Desinsectación,Cucarachas
19/04/2013,PUERTO DE LA TORRE,FUENTE ALEGRE,CL FUENTE ALEGRE Nr: 7,Actuación Programada,Colégio Público,Desinsectación,Cucarachas
19/04/2013,CHURRIANA,CHURRIANA,PL INMACULADA Nr: 14,Linea 900,Otro Edificio de Depdencia Mun,Desinsectación,Abejas
19/04/2013,CENTRO,PERCHEL NORTE,AV ANDALUCIA Nr: 2,Ciudadano,Vía Pública,Desratización,Ratas
