FECHA, PRODUCCION
2013-07-10, 40.93
2013-07-11, 41.75
2013-07-12, 25.14
2013-07-13, 43.46
2013-07-14, 41.9
2013-07-15, 20.65
2013-07-16, 20.44
2013-07-17, 41.17
2013-07-18, 41
2013-07-19, 40.54
2013-07-20, 40.01
2013-07-21, 40.06
2013-07-22, 40.07
2013-07-23, 40.88
2013-07-24, 19.74
2013-07-25, 39.66
2013-07-26, 19.45
2013-07-27, 28.44
2013-07-28, 35.25
2013-07-29, 40.76
2013-07-30, 39.55
2013-07-31, 38.39
2013-08-01, 37.32
2013-08-02, 40.76
2013-08-03, 20
2013-08-04, 19.84
2013-08-05, 40.3
2013-08-06, 20.14
2013-08-07, 41.95
2013-08-08, 42.4
2013-08-09, 20.56
2013-08-10, 42.31
2013-08-11, 42.16
2013-08-12, 41.01
2013-08-13, 38.97
2013-08-14, 19.49
2013-08-15, 41.44
2013-08-16, 40.61
2013-08-17, 40.16
2013-08-18, 39.45
2013-08-19, 19.72
2013-08-20, 19.28
2013-08-21, 38.94
2013-08-22, 18.92
2013-08-23, 38.66
2013-08-24, 38.81
2013-08-25, 37.8
2013-08-26, 38.18
2013-08-27, 35.54
2013-08-28, 37.16
2013-08-29, 15.76
2013-08-30, 19.02
2013-08-31, 40.74
2013-09-01, 40.55
2013-09-02, 20.01
2013-09-03, 41.01
2013-09-04, 40.38
2013-09-05, 40.76
2013-09-06, 39.78
2013-09-07, 12.58
2013-09-08, 36.22
2013-09-09, 40.21
2013-09-10, 40.02
2013-09-11, 39.66
2013-09-12, 38.56
2013-09-13, 13.3
2013-09-14, 24.6
2013-09-15, 39.1
2013-09-16, 28.77
2013-09-17, 38.1
2013-09-18, 38.1
2013-09-19, 37.7
2013-09-20, 18.2
2013-09-21, 17.97
2013-09-22, 18.26
2013-09-23, 37.41
2013-09-24, 34.1
2013-09-25, 36.74
