FECHA, PRODUCCION
2013-01-01, 13.61
2013-01-02, 19.27
2013-01-03, 20.76
2013-01-04, 19.81
2013-01-05, 20.42
2013-01-06, 21.16
2013-01-07, 21.28
2013-01-08, 20.89
2013-01-09, 19.3
2013-01-10, 19.19
2013-01-11, 20.29
2013-01-12, 18.34
2013-01-13, 23.57
2013-01-14, 23.01
2013-01-15, 20.93
2013-01-16, 9.11
2013-01-17, 22.19
2013-01-18, 9.83
2013-01-19, 12.91
2013-01-20, 17.55
2013-01-21, 24.35
2013-01-22, 12.27
2013-01-23, 26.67
2013-01-24, 9.86
2013-01-25, 6.78
2013-01-26, 25.73
2013-01-27, 23.38
2013-01-28, 21.59
2013-01-29, 26.88
2013-01-30, 26.55
2013-01-31, 27.16
2013-02-01, 28.3
2013-02-02, 28.39
2013-02-03, 29.6
2013-02-04, 29.08
2013-02-05, 28.71
2013-02-06, 31.02
2013-02-07, 31.17
2013-02-08, 31.3
2013-02-09, 31.14
2013-02-10, 30.29
2013-02-11, 16.96
2013-02-12, 33.28
2013-02-13, 32.81
2013-02-14, 32.32
2013-02-15, 32.9
2013-02-16, 32.15
2013-02-17, 19.35
2013-02-18, 22.83
2013-02-19, 1.68
2013-02-20, 11.15
2013-02-21, 32.91
2013-02-22, 8.55
2013-02-23, 29.72
2013-02-24, 37.16
2013-02-25, 38.44
2013-02-26, 36.19
2013-02-27, 28.2
2013-02-28, 25.43
2013-03-01, 40.19
2013-03-02, 22.79
2013-03-03, 22.98
2013-03-04, 8.94
2013-03-05, 17.67
2013-03-06, 21.58
2013-03-07, 22.15
2013-03-08, 19.02
2013-03-09, 6.96
2013-03-10, 11.25
2013-03-11, 28.45
2013-03-12, 12.16
2013-03-13, 36.55
2013-03-14, 43.45
2013-03-15, 38.73
2013-03-16, 9.01
2013-03-17, 18.48
2013-03-18, 21.18
2013-03-19, 5
2013-03-20, 42.65
2013-03-21, 42.94
2013-03-22, 7.55
2013-03-23, 8.37
2013-03-24, 26.57
2013-03-25, 27.63
2013-03-26, 29.46
2013-03-27, 28.36
2013-03-28, 17.58
2013-03-29, 29.05
2013-03-30, 43.81
2013-03-31, 15.21
2013-04-01, 42.72
2013-04-02, 36.81
2013-04-03, 13.46
2013-04-04, 9.72
2013-04-05, 10.82
2013-04-06, 22.69
2013-04-07, 21.37
2013-04-08, 21.45
2013-04-09, 19.74
2013-04-10, 44.5
2013-04-11, 42.16
2013-04-12, 42.38
2013-04-13, 44.59
2013-04-14, 44.11
2013-04-15, 41.63
2013-04-16, 21.62
2013-04-17, 16.26
2013-04-18, 17.91
2013-04-19, 16.96
2013-04-20, 32.88
2013-04-21, 44.22
2013-04-22, 19.91
2013-04-23, 22.45
2013-04-24, 42.83
2013-04-25, 36.34
2013-04-26, 18.17
2013-04-27, 18.93
2013-04-28, 13.12
2013-04-29, 9.76
2013-04-30, 37.15
2013-05-01, 22.86
2013-05-02, 36.3
2013-05-03, 23.51
2013-05-04, 45.82
2013-05-05, 46.14
2013-05-06, 42.07
2013-05-07, 39.84
2013-05-08, 40.24
2013-05-09, 39.77
2013-05-10, 31.66
2013-05-11, 33.11
2013-05-12, 9.06
2013-05-13, 17.22
2013-05-14, 19.06
2013-05-15, 28.49
2013-05-16, 33.28
2013-05-17, 26.43
2013-05-18, 37.49
2013-05-19, 29.97
2013-05-20, 34.54
2013-05-21, 15.53
2013-05-22, 19.69
2013-05-23, 16.57
2013-05-24, 20.32
2013-05-25, 22.48
2013-05-26, 20.31
2013-05-27, 21.45
2013-05-28, 19.63
2013-05-29, 22.92
2013-05-30, 22.45
2013-05-31, 45.62
2013-06-01, 45.75
2013-06-02, 46.12
2013-06-03, 45.58
2013-06-04, 43.48
2013-06-05, 44.67
2013-06-06, 41.52
2013-06-07, 35.78
2013-06-08, 33.13
2013-06-09, 42.73
2013-06-10, 43.29
2013-06-11, 43.5
2013-06-12, 21.61
2013-06-13, 43.88
2013-06-14, 43.25
2013-06-15, 43.39
2013-06-16, 43.22
2013-06-17, 14.11
2013-06-18, 16.13
2013-06-19, 21.19
2013-06-20, 21.7
2013-06-21, 17.08
2013-06-22, 21.39
2013-06-23, 43.73
2013-06-24, 43.17
2013-06-25, 12.21
2013-06-26, 21.85
2013-06-27, 21.21
2013-06-28, 43.02
2013-06-29, 42.55
2013-06-30, 41.52
2013-07-01, 41.64
2013-07-02, 41.71
2013-07-03, 41.52
2013-07-04, 20.62
2013-07-05, 42.36
2013-07-06, 43.08
2013-07-07, 43.73
2013-07-08, 42.29
2013-07-09, 41.36
