FID,ID_EQUIPAMIENTO,TOOLTIP,FINALIDAD,SDOPUNTO
da_teatros.fid--7b4b556b_15ed4cde20f_-962,123,Recinto Eduardo Ocón,<br>,
da_teatros.fid--7b4b556b_15ed4cde20f_-961,1193,Teatro Cervantes de Málaga S.A.,"El Teatro Cervantes se distingue por la densidad y diversidad de las actividades que en él se desarrollan. Satisfacer las demandas e intereses de los ciudadanos sea cual sea su edad, condición social, formación, bagaje cultural o cualquier otro tipo de rasgos y particularidades es, como espacio público, nuestro fin primero y último; es decir, la premisa de la que partimos a la hora de diseñar nuestra programación.

Trabajamos para responder eficazmente a la aplicación de un modelo cultural global que tiene como base la pluralidad, el rigor y la calidad. De esta forma, no nos mantenemos ajenos a ninguno de los géneros, tendencias y corrientes escénicas que continua y vertiginosamente nacen, se suceden y multiplican transformando el panorama artístico internacional.

En nuestro escenario todo y todos tienen cabida, puesto que lo que en él acontece no es otra cosa que la imagen compleja y fidedigna de la evolución y gustos sociales, así como la manera de impedir el deterioro y olvido de los clásicos 
favoreciendo su permanente vigencia. Los espectáculos programados por el Teatro Cervantes se distribuyen según la ordenación clásica y común de los géneros 
escénicos: lírica, música, teatro y danza, a su vez divididos en multitud de 
variantes en las que, muchas veces, confluyen y se mezclan llegando a resultados difícilmente catalogables.

La oferta cultural de hoy es así: inagotable, híbrida y, en cierta medida, anárquica. Esta es la realidad y no pretendemos otra cosa que ser su mejor reflejo.
",POINT (373341.80539186037 4065272.925711004)
da_teatros.fid--7b4b556b_15ed4cde20f_-960,1340,Teatro Alameda,Representación de diversas obras teatrales.,POINT (372999.7805967598 4064375.873060487)
da_teatros.fid--7b4b556b_15ed4cde20f_-95f,1341,Sala Gades,"Teatro y conciertos alternativos, contemporános y de pequeño formato.",POINT (372500.81528656255 4064702.8650829205)
da_teatros.fid--7b4b556b_15ed4cde20f_-95e,1728,Teatro Cánovas,<br>,POINT (373334.17143142 4065640.208557965)
da_teatros.fid--7b4b556b_15ed4cde20f_-95d,2890,Teatro Echegaray,"Setenta y siete años después de su inauguración como cine en la calle que le da nombre y tras una cuidadosa rehabilitación para adaptarlo a uso escénico, el Teatro
Echegaray abre sus puertas en octubre de 2009 con unas instalaciones modernas y polivalentes.

El Teatro Echegaray cuenta con un aforo de 297 localidades, distribuidas en:
·	172 Tipo A, que corresponden al Patio de butacas 
·	77 Tipo B, que corresponden a Butacas del Primer piso 
·	48 Tipo C, que corresponden a Butacas del Segundo piso 
Algunas de estas localidades, debido a las características del aforo, son de visibilidad reducida
",POINT (373251.7074519057 4064919.1810945245)
da_teatros.fid--7b4b556b_15ed4cde20f_-95c,2770,La Caja Blanca,"Un lugar único, de vanguardia para difundir el arte y todas las creaciones artística imaginables e inimaginables: un espacio para la creación y el arte joven. Un lugar que ofrece a los ciudadanos/as la oportunidad de participar en los retos de la creación y de la expectación. Este centro de la imaginación es el futuro y se hace presente en la extraordinaria realidad cultural de Málaga y el gran momento de creatividad de sus jóvenes.",POINT (368293.15892833006 4065562.218792838)
da_teatros.fid--7b4b556b_15ed4cde20f_-95b,6168,Sala María Cristina,"La Sala Maria Cristina (Antiguo Real Conservatorio Maria Cristina) es uno de los edificios más emblemáticos de la cultura musical, pictórica y arquitectónica de Málaga y Andalucía. Declarado Bien de Interés Cultural (BIC) y datado del S.XV, es muy singular por su acústica en el panorama musical español. Tras la rehabilitación, se ha adecuado arquitectónicamente el recinto, mejorando el uso de sus instalaciones y se accesibilidad, además de ampliar el alcance actual del mismo (actuaciones musicales en el salón de conciertos) y recuperar el edificio para fines didácticos y expositivos.

",POINT (372886.6726627066 4065240.839640157)
da_teatros.fid--7b4b556b_15ed4cde20f_-95a,6792,TEATRO RESTAURANTE ALMA FLAMENCA,"Este establecimiento cuenta con el Distintivo ""Málaga Ciudad Accesible"" que garantiza de forma global que en él se puede acceder, circular, comunicar y utilizar.",POINT (373953.07850611745 4064565.9473332334)
