CODIGO_CALLE,TIPO_VIA,NOMBRE_CALLE,PRIMER_NUM_TRAMO,ULTIMO_NUM_TRAMO,CODIGO_POSTAL,DISTRITO
806986,"DSMO","LAGAR ROMERO",1,1,29193,2
803031,"DSMO","LAGAR ROMERO CHICO",1,1,29193,2
806021,"DSMO","LAGAR RUBITO",1,1,29193,2
805246,"DSMO","LAGAR RUTE",1,1,29193,2
825140,"DSMO","LAGAR RUTE GUADALMEDINA",1,1,29014,3
806129,"DSMO","LAGAR RUVIRA",1,1,29193,2
806901,"DSMO","LAGAR RUVIRA VIEJO",1,1,29193,2
806196,"DSMO","LAGAR SALAZAR",1,1,29193,2
801577,"DSMO","LAGAR SALTILLO",1,5,29197,2
801577,"DSMO","LAGAR SALTILLO",2,4,29197,2
812315,"DSMO","LAGAR SAN ANTONIO CHAPERAS",1,1,29193,3
805149,"DSMO","LAGAR SAN ANTONIO JABONEROS",1,1,29193,2
814326,"DSMO","LAGAR SAN ANTONIO LA PALMA",1,1,29011,5
814326,"DSMO","LAGAR SAN ANTONIO LA PALMA",2,2,29011,5
807630,"DSMO","LAGAR SAN FRANCISCO DE PAULA",1,1,29193,2
806561,"DSMO","LAGAR SAN PASCUAL",1,1,29193,2
806561,"DSMO","LAGAR SAN PASCUAL",2,2,29193,2
811416,"DSMO","LAGAR SANCHO",1,1,29193,3
811416,"DSMO","LAGAR SANCHO",2,2,29193,3
800546,"DSMO","LAGAR SANTA RITA",1,1,29197,2
804690,"DSMO","LAGAR SANTA SUSANA",1,1,29193,2
804690,"DSMO","LAGAR SANTA SUSANA",2,2,29193,2
805769,"DSMO","LAGAR SANTIAGO",1,1,29193,2
810517,"DSMO","LAGAR SASTRE",1,5,29014,3
810517,"DSMO","LAGAR SASTRE",2,4,29014,3
807044,"DSMO","LAGAR SEDEÑO",1,1,29193,2
805408,"DSMO","LAGAR SERRATO",1,1,29193,2
805408,"DSMO","LAGAR SERRATO",2,2,29193,2
805777,"DSMO","LAGAR SINSOBRA",1,1,29193,2
803022,"DSMO","LAGAR SOLISA",1,3,29193,2
803022,"DSMO","LAGAR SOLISA",2,2,29193,2
805858,"DSMO","LAGAR SOVANEZ",1,5,29193,2
805858,"DSMO","LAGAR SOVANEZ",2,4,29193,2
805254,"DSMO","LAGAR SOVANITO",1,1,29193,2
806528,"DSMO","LAGAR TAMARGO",1,1,29193,2
806528,"DSMO","LAGAR TAMARGO",2,2,29193,2
806625,"DSMO","LAGAR TERCIO",1,1,29193,2
811386,"DSMO","LAGAR TERNERO",1,1,29193,3
811611,"DSMO","LAGAR TIMOTEO",1,1,29193,3
806552,"DSMO","LAGAR TOLOSA",1,1,29193,2
806552,"DSMO","LAGAR TOLOSA",2,2,29193,2
806706,"DSMO","LAGAR TORREQUEMADA",1,1,29193,2
811084,"DSMO","LAGAR TORRES",1,1,29193,3
811084,"DSMO","LAGAR TORRES",2,2,29193,3
806579,"DSMO","LAGAR TOVAR",1,1,29193,2
805831,"DSMO","LAGAR TREVENEZ",1,3,29193,2
805831,"DSMO","LAGAR TREVENEZ",2,2,29193,2
804941,"DSMO","LAGAR TRIGUEROS",1,3,29197,2
804941,"DSMO","LAGAR TRIGUEROS",2,4,29197,2
216970,"CMNO","LAGAR TROMPETA",1,11,29193,2
216970,"CMNO","LAGAR TROMPETA",2,10,29193,2
804746,"DSMO","LAGAR TROMPETA",1,1,29193,2
806609,"DSMO","LAGAR TRUJILLO",1,1,29193,2
804436,"DSMO","LAGAR TUVILLA",1,1,29193,2
804436,"DSMO","LAGAR TUVILLA",2,2,29193,2
805157,"DSMO","LAGAR URBANO",1,1,29193,2
811025,"DSMO","LAGAR VALENCIANA",1,1,29193,3
811025,"DSMO","LAGAR VALENCIANA",2,2,29193,3
807061,"DSMO","LAGAR VALSECA",1,5,29193,2
807061,"DSMO","LAGAR VALSECA",2,6,29193,2
805696,"DSMO","LAGAR VELAS",1,3,29193,2
805696,"DSMO","LAGAR VELAS",2,2,29193,2
807125,"DSMO","LAGAR VELAZQUEZ",1,1,29193,2
806013,"DSMO","LAGAR VERDUGO",1,1,29193,2
811548,"DSMO","LAGAR VILLANUEVA",1,1,29193,3
811548,"DSMO","LAGAR VILLANUEVA",2,2,29193,3
804606,"DSMO","LAGAR VILLARROEL",1,1,29193,2
805491,"DSMO","LAGAR VISTA DIEGO",1,1,29193,2
800821,"DSMO","LAGAR WITTEMBERG",1,3,29197,2
800821,"DSMO","LAGAR WITTEMBERG",2,2,29197,2
812072,"DSMO","LAGAR ZAMBRANA",1,1,29193,3
806773,"DSMO","LAGAR ZAPATA",1,1,29193,2
807184,"DSMO","LAGAR ZAPATERO LOS MONTES",1,1,29193,2
800520,"DSMO","LAGAR ZAPATERO LOS MORENOS",1,3,29197,2
800520,"DSMO","LAGAR ZAPATERO LOS MORENOS",2,4,29197,2
805068,"DSMO","LAGAR ZAPATERO TOTALAN",1,1,29197,2
214840,"PJE","LAGAREJO",1,11,29018,2
214840,"PJE","LAGAREJO",2,12,29018,2
801534,"DSMO","LAGAREJO ALTO",1,1,29197,2
801534,"DSMO","LAGAREJO ALTO",2,2,29197,2
389552,"CL","LAGARILLO",1,25,29190,10
389552,"CL","LAGARILLO",2,32,29190,10
803201,"DSMO","LAGARILLO BLANCO EL PALO",1,1,29018,2
812153,"DSMO","LAGARILLO BLANCO LOS MONTES",1,1,29193,3
807117,"DSMO","LAGARILLO DE MARTIN EL",1,1,29193,2
822221,"DSMO","LAGARILLO LOS MIRLOS",1,19,29190,10
822221,"DSMO","LAGARILLO LOS MIRLOS",2,18,29190,10
811343,"DSMO","LAGARILLO TERNERO",1,1,29193,3
389625,"CL","LAGARTIJO",1,7,29010,4
389625,"CL","LAGARTIJO",2,8,29010,4
390046,"CMNO","LAGO",1,7,29140,8
390046,"CMNO","LAGO",2,12,29140,8
390186,"PL","LAGOS",1,9,29591,9
390186,"PL","LAGOS",2,10,29591,9
390321,"CL","LAGRIMA",1,31,29014,3
390321,"CL","LAGRIMA",2,14,29014,3
390461,"CL","LAGUNAS DE RUIDERA",1,89,29190,10
390461,"CL","LAGUNAS DE RUIDERA",2,70,29190,10
390551,"PJE","LAGUNAS DE RUIDERA",1,11,29190,10
390551,"PJE","LAGUNAS DE RUIDERA",2,14,29190,10
390607,"CL","LAGUNILLAS",1,71,29012,1
390607,"CL","LAGUNILLAS",2,76,29012,1
800554,"DSMO","LAINEZ LOS",1,5,29197,2
800554,"DSMO","LAINEZ LOS",2,4,29197,2
390887,"CL","LAIRENES",1,27,29591,9
390887,"CL","LAIRENES",2,28,29591,9
806951,"DSMO","LAJUELAS LAS",1,1,29193,2
391026,"CL","LANTANA",1,9,29018,2
391026,"CL","LANTANA",2,14,29018,2
391166,"CL","LANUZA",1,7,29009,1
391166,"CL","LANUZA",9,63,29009,4
391166,"CL","LANUZA",2,6,29009,1
391166,"CL","LANUZA",8,54,29009,4
391191,"CL","LANZAROTE DEL LAGO",1,73,29190,10
391191,"CL","LANZAROTE DEL LAGO",2,64,29190,10
391204,"CL","LAOS",1,43,29140,8
391204,"CL","LAOS",2,34,29140,8
391301,"PJE","LAPEIRA",1,1,29002,1
391301,"PJE","LAPEIRA",2,4,29002,1
391441,"CL","LARA CASTAÑEDA",1,63,29190,10
391441,"CL","LARA CASTAÑEDA",2,28,29190,10
391212,"CL","LARICIO",1,5,29018,2
391212,"CL","LARICIO",2,6,29018,2
391239,"PJE","LARIOS",1,7,29005,1
391239,"PJE","LARIOS",2,4,29005,1
391263,"PL","LARITA",1,9,29004,7
391263,"PL","LARITA",2,8,29004,7
300586,"CL","LARRA",1,3,29017,2
300586,"CL","LARRA",2,8,29017,2
394891,"CL","LAS PALMAS",1,1,29004,7
394891,"CL","LAS PALMAS",2,2,29004,7
395081,"CL","LASSO DE LA VEGA",1,65,29002,7
395081,"CL","LASSO DE LA VEGA",2,24,29002,7
395366,"CL","LASTRA",1,9,29590,9
395366,"CL","LASTRA",2,8,29590,9
395641,"CL","LATINA",1,11,29006,6
395641,"CL","LATINA",2,12,29006,6
395781,"CL","LATORRE",1,3,29001,1
395781,"CL","LATORRE",2,2,29001,1
395838,"CL","LAUD EL",1,5,29018,2
395838,"CL","LAUD EL",2,8,29018,2
395854,"CL","LAUREL",1,23,29018,2
395854,"CL","LAUREL",2,8,29018,2
395889,"CL","LAVAITO",1,5,29006,6
395889,"CL","LAVAITO",2,4,29006,6
395986,"CL","LAZARILLO",1,23,29190,10
395986,"CL","LAZARILLO",2,26,29190,10
396087,"CL","LAZARO",1,1,29002,7
396087,"CL","LAZARO",2,2,29002,7
394807,"CL","LAZCANO",1,9,29008,1
394807,"CL","LAZCANO",2,8,29008,1
396273,"CL","LEANDRA",1,27,29190,10
396273,"CL","LEANDRA",2,38,29190,10
396346,"CL","LEANDRO MARTINEZ MARIN",1,39,29006,6
396346,"CL","LEANDRO MARTINEZ MARIN",2,34,29006,6
402371,"CL","LEDA",1,31,29006,6
402371,"CL","LEDA",2,22,29006,6
214470,"PL","LEGION ESPAÑOLA",1,1,29007,1
214470,"PL","LEGION ESPAÑOLA",2,2,29007,1
396761,"CL","LEMUS",1,9,29009,1
396761,"CL","LEMUS",2,12,29009,1
350648,"AV","LEO DELIBES",1,17,29004,7
350648,"AV","LEO DELIBES",2,18,29004,7
659126,"CL","LEON",1,7,29017,2
659126,"CL","LEON",2,16,29017,2
396834,"CL","LEON FELIPE",1,1,29010,4
396834,"CL","LEON FELIPE",2,2,29010,4
396842,"CL","LEON TOLSTOI",1,7,29010,11
396842,"CL","LEON TOLSTOI",2,6,29010,11
396851,"PL","LEONARDO DA VINCI",1,9,29018,2
396851,"PL","LEONARDO DA VINCI",2,8,29018,2
826359,"DSMO","LEONAS LAS",1,1,29193,2
396907,"CL","LEONCIO TALAVERA",1,5,29014,3
396907,"CL","LEONCIO TALAVERA",2,4,29014,3
396931,"CL","LEONI BENABU",1,43,29018,2
396931,"CL","LEONI BENABU",2,62,29018,2
396974,"CL","LEONORA",1,85,29190,10
396974,"CL","LEONORA",2,80,29190,10
396991,"CL","LEOPARDI",1,9,29018,2
396991,"CL","LEOPARDI",2,2,29018,2
397008,"CL","LEOPOLDO ALAS"CLARIN"",1,9,29002,7
397008,"CL","LEOPOLDO ALAS"CLARIN"",2,10,29002,7
397024,"CL","LEOPOLDO LUGONES",1,47,29004,8
397024,"CL","LEOPOLDO LUGONES",2,34,29004,8
397041,"CL","LEOPOLDO MORANTE",1,25,29010,4
397041,"CL","LEOPOLDO MORANTE",2,20,29010,4
397181,"CL","LEOPOLDO PANERO",1,55,29140,8
397181,"CL","LEOPOLDO PANERO",2,44,29140,8
397326,"CL","LEOPOLDO WERNER",1,15,29014,3
397326,"CL","LEOPOLDO WERNER",2,8,29014,3
397601,"CL","LEPANTO",1,9,29003,7
397601,"CL","LEPANTO",2,10,29003,7
733326,"CL","LERIDA",1,7,29010,4
733326,"CL","LERIDA",2,8,29010,4
397741,"PJE","LEVANTE",1,3,29007,6
397741,"PJE","LEVANTE",2,2,29007,6
215620,"PSO","LEVANTE DE",1,3,29001,1
215620,"PSO","LEVANTE DE",2,4,29001,1
397814,"CL","LEVI",1,9,29016,2
397814,"CL","LEVI",2,6,29018,2
397849,"CL","LEVITICO",1,7,29591,9
397849,"CL","LEVITICO",2,10,29591,9
397822,"PL","LEX FLAVIA MALACITANA",1,17,29013,1
397822,"PL","LEX FLAVIA MALACITANA",2,16,29013,1
397831,"CL","LEXICOGRAFA MARIA MOLINER",1,3,29004,7
397831,"CL","LEXICOGRAFA MARIA MOLINER",2,4,29004,7
397857,"CL","LEY",1,9,29590,9
397857,"CL","LEY",2,6,29590,9
397865,"CL","LIBAR",1,5,29004,7
397865,"CL","LIBAR",2,8,29004,7
397881,"CL","LIBERIA",1,7,29014,1
397881,"CL","LIBERIA",2,22,29014,1
398161,"CL","LIBERTAD",1,5,29007,1
398161,"CL","LIBERTAD",2,6,29007,1
398403,"CL","LIBIA",1,31,29004,8
398403,"CL","LIBIA",2,34,29004,8
398446,"CL","LIBORIO GARCIA",1,7,29005,1
398446,"CL","LIBORIO GARCIA",2,12,29005,1
398586,"CL","LICENCIADO GONZALEZ GARCIA",1,5,29014,3
398586,"CL","LICENCIADO GONZALEZ GARCIA",2,18,29014,3
400831,"CL","LICURGO",1,55,29004,7
400831,"CL","LICURGO",2,54,29004,7
399001,"CL","LIEBRE",1,143,29018,2
399001,"CL","LIEBRE",2,50,29018,2
399141,"PJE","LIEBRE",1,13,29018,2
399141,"PJE","LIEBRE",2,12,29018,2
399213,"CL","LILI ALVAREZ",1,11,29004,7
399213,"CL","LILI ALVAREZ",2,10,29004,7
399281,"CL","LIMA",1,11,29006,6
399281,"CL","LIMA",2,14,29006,6
399426,"PL","LIMEÑO",1,11,29004,7
399426,"PL","LIMEÑO",2,10,29004,7
399493,"CL","LIMITACION",1,29,29196,9
399493,"CL","LIMITACION",2,26,29196,9
399566,"PSO","LIMONAR",1,43,29016,2
399566,"PSO","LIMONAR",2,44,29016,2
399701,"CL","LIMONEROS",1,11,29190,10
399701,"CL","LIMONEROS",2,12,29190,10
817066,"DSMO","LIMPIO EL",1,1,29193,5
399841,"CL","LINAJE",1,3,29001,1
399841,"CL","LINAJE",2,4,29001,1
400122,"CL","LINARES",1,9,29140,8
400122,"CL","LINARES",2,20,29140,8
811955,"DSMO","LINARES",1,1,29193,3
400408,"CL","LINCE",1,7,29190,10
400408,"CL","LINCE",2,10,29190,10
400424,"CL","LINGUISTA LAZARO CARRETER",1,43,29591,9
400424,"CL","LINGUISTA LAZARO CARRETER",2,24,29591,9
400432,"CL","LINGUISTA MANUEL SECO",1,43,29016,2
400432,"CL","LINGUISTA MANUEL SECO",2,52,29016,2
400475,"CL","LIRIOS",1,3,29013,1
400475,"CL","LIRIOS",2,54,29013,1
401048,"CL","LISBOA",1,63,29006,6
401048,"CL","LISBOA",2,98,29006,6
214610,"CL","LISE MEITNER",1,1,29590,9
214610,"CL","LISE MEITNER",2,2,29590,9
400548,"CL","LITORAL",1,1,29015,1
400548,"CL","LITORAL",2,4,29015,1
400572,"CL","LITRI EL",1,1,29006,6
400572,"CL","LITRI EL",2,22,29006,6
401102,"CL","LIVIANA",1,7,29006,6
401102,"CL","LIVIANA",2,8,29006,6
400629,"CL","LLANA",1,11,29190,10
400629,"CL","LLANA",2,16,29190,10
400688,"CL","LLANO",1,35,29010,4
400688,"CL","LLANO",2,20,29010,4
400751,"CJON","LLANO DEL",1,5,29010,4
400751,"CJON","LLANO DEL",2,2,29010,4
400891,"CL","LLANONILLOS",1,1,29003,7
400891,"CL","LLANONILLOS",2,2,29003,7
400963,"CL","LLOBREGAT",1,11,29014,3
400963,"CL","LLOBREGAT",2,16,29014,3
401064,"PJE","LLOBREGAT",1,3,29014,3
401064,"PJE","LLOBREGAT",2,6,29014,3
215780,"CMNO","LO COTTA",1,121,29591,9
215780,"CMNO","LO COTTA",2,240,29591,9
215680,"CMNO","LO GALVAN",1,49,29193,5
215680,"CMNO","LO GALVAN",2,12,29193,5
216370,"CMNO","LO GALVAN ALTO",1,1,29193,5
216370,"CMNO","LO GALVAN ALTO",2,2,29193,5
815829,"DSMO","LO HORTE",1,1,29190,10
401111,"CL","LOBELIA",1,13,29190,10
401111,"CL","LOBELIA",2,26,29190,10
401170,"CL","LOBEROS",1,17,29003,7
401170,"CL","LOBEROS",2,6,29003,7
401242,"CL","LOBOS",1,17,29014,3
401242,"CL","LOBOS",2,22,29014,3
825221,"DSMO","LOCARAÑA",1,9,29590,9
825221,"DSMO","LOCARAÑA",2,10,29590,9
216590,"PJE","LOCARAÑA",1,15,29590,9
216590,"PJE","LOCARAÑA",2,8,29590,9
665754,"CL","LOGROÑO",1,31,29590,9
665754,"CL","LOGROÑO",2,18,29590,9
401528,"CL","LOJA",1,19,29140,8
401528,"CL","LOJA",2,22,29140,8
401749,"CL","LOLA CABELLO",1,1,29190,10
401749,"CL","LOLA CABELLO",2,4,29190,10
401803,"PL","LOLA FLORES",1,13,29140,8
401803,"PL","LOLA FLORES",2,14,29140,8
402087,"CL","LOMA CHOZA",1,13,29014,3
402087,"CL","LOMA CHOZA",2,24,29014,3
804142,"DSMO","LOMA DE LA CARIDAD",1,3,29197,2
804142,"DSMO","LOMA DE LA CARIDAD",2,2,29197,2
403270,"CMNO","LOMA DE SAN JULIAN",1,49,29004,8
403270,"CMNO","LOMA DE SAN JULIAN",2,36,29004,8
811114,"DSMO","LOMA LA ANAYA",1,1,29193,3
804240,"DSMO","LOMA LA GALICA",1,1,29197,2
804240,"DSMO","LOMA LA GALICA",2,2,29197,2
814679,"DSMO","LOMA LA PUERTO DE LA TORRE",1,1,29190,10
822922,"DSMO","LOMA NEGRA",1,1,29140,8
807800,"DSMO","LOMAS LAS JABONEROS",1,3,29193,2
807800,"DSMO","LOMAS LAS JABONEROS",2,2,29193,2
812421,"DSMO","LOMAS LAS LOS MONTES",1,1,29193,3
403628,"CL","LOMBARDIA",1,65,29190,10
403628,"CL","LOMBARDIA",2,44,29190,10
817708,"DSMO","LOMEN",1,1,29010,5
817708,"DSMO","LOMEN",2,2,29010,5
403768,"CL","LOMITA",1,45,29140,8
403768,"CL","LOMITA",2,52,29140,8
403903,"CL","LONDRES",1,1,29004,8
403903,"CL","LONDRES",2,30,29004,8
404047,"CL","LOPE DE RUEDA",1,189,29190,10
404047,"CL","LOPE DE RUEDA",2,326,29190,10
52922,"AV","LOPE DE VEGA DE",1,21,29010,11
52922,"AV","LOPE DE VEGA DE",23,25,29010,10
52922,"AV","LOPE DE VEGA DE",27,29,29190,10
52922,"AV","LOPE DE VEGA DE",2,2,29010,10
52922,"AV","LOPE DE VEGA DE",4,42,29190,10
404322,"CL","LOPEZ ALARCON",1,11,29014,3
404322,"CL","LOPEZ ALARCON",2,12,29014,3
404608,"CL","LOPEZ BLANCO",1,15,29010,4
404608,"CL","LOPEZ BLANCO",2,16,29010,4
404888,"CL","LOPEZ DOMINGUEZ",1,13,29013,1
404888,"CL","LOPEZ DOMINGUEZ",2,6,29013,1
405027,"CL","LOPEZ MALDONADO",1,69,29190,10
405027,"CL","LOPEZ MALDONADO",2,88,29190,10
405167,"CL","LOPEZ PINTO",1,39,29002,7
405167,"CL","LOPEZ PINTO",2,134,29002,7
405442,"PJE","LOPEZ REQUENA",1,1,29006,6
405442,"PJE","LOPEZ REQUENA",2,4,29006,6
405728,"PJE","LOPEZ TERNERO",1,7,29011,5
405728,"PJE","LOPEZ TERNERO",2,10,29011,5
816949,"DSMO","LORCURAS",1,5,29193,5
816949,"DSMO","LORCURAS",2,6,29193,5
406287,"CL","LORENZA CORREA",1,37,29014,3
406287,"CL","LORENZA CORREA",2,48,29014,3
406422,"CL","LORENZO CENDRA BUSCA",1,7,29007,6
406422,"CL","LORENZO CENDRA BUSCA",2,8,29007,6
406562,"CL","LORENZO PADILLA",1,9,29010,4
406562,"CL","LORENZO PADILLA",2,6,29010,4
406848,"CL","LORENZO SILVA",1,49,29010,4
406848,"CL","LORENZO SILVA",2,66,29010,4
408387,"CL","LORENZO VALLA",1,49,29190,10
408387,"CL","LORENZO VALLA",2,34,29190,10
816906,"DSMO","LOS LUQUES",1,3,29193,5
816906,"DSMO","LOS LUQUES",2,2,29193,5
409928,"CL","LOTOS",1,15,29013,1
409928,"CL","LOTOS",2,16,29013,1
403971,"BV","LOUIS PASTEUR",1,51,29010,11
403971,"BV","LOUIS PASTEUR",2,50,29010,11
215900,"GTA","LOURDES MARTIN CASARES",1,1,29013,1
215900,"GTA","LOURDES MARTIN CASARES",2,2,29013,1
410063,"CL","LOZANO DE TORRES",1,11,29013,1
410063,"CL","LOZANO DE TORRES",2,8,29013,1
410209,"CL","LOZOYA",1,1,29004,7
410209,"CL","LOZOYA",2,10,29004,7
152323,"CL","LUCAS FERNANDEZ",1,9,29010,4
152323,"CL","LUCAS FERNANDEZ",2,18,29010,4
804011,"DSMO","LUCENA ALTA",1,1,29197,2
804011,"DSMO","LUCENA ALTA",2,2,29197,2
804371,"DSMO","LUCENA BAJA",1,3,29197,2
804371,"DSMO","LUCENA BAJA",2,2,29197,2
804363,"DSMO","LUCENITA",1,1,29197,2
410764,"CL","LUCERO",1,11,29014,1
410764,"CL","LUCERO",2,6,29014,1
411043,"CL","LUCHANA",1,29,29009,1
411043,"CL","LUCHANA",2,28,29009,1
411183,"CL","LUCIA VAN DULKEN",1,9,29003,7
411183,"CL","LUCIA VAN DULKEN",2,10,29003,7
411329,"PJE","LUCIANO MARTINEZ",1,1,29005,1
411329,"PJE","LUCIANO MARTINEZ",2,2,29005,1
411396,"AV","LUCIANO PAVAROTTI",1,5,29016,2
411396,"AV","LUCIANO PAVAROTTI",2,10,29016,2
411604,"CL","LUCIENTES",1,27,29006,6
411604,"CL","LUCIENTES",2,28,29006,6
411469,"CL","LUCIO MARINEO SICULO",1,29,29014,3
411469,"CL","LUCIO MARINEO SICULO",2,4,29014,3
411647,"CL","LUCIOS",1,3,29010,4
411647,"CL","LUCIOS",2,4,29010,4
411680,"CL","LUCRECIA",1,3,29190,10
411680,"CL","LUCRECIA",2,4,29190,10
411744,"CL","LUGANO",1,7,29007,6
411744,"CL","LUGANO",2,12,29007,6
411761,"CL","LUGO",1,1,29004,7
411761,"CL","LUGO",2,22,29004,7
411779,"CL","LUIGI CHERUBINI",1,7,29590,9
411779,"CL","LUIGI CHERUBINI",2,6,29590,9
411817,"CL","LUIS ARMIÑAN PEREZ",1,3,29004,7
411817,"CL","LUIS ARMIÑAN PEREZ",2,10,29004,7
411841,"CL","LUIS BARAHONA DE SOTO",1,15,29004,7
411841,"CL","LUIS BARAHONA DE SOTO",2,18,29004,7
411884,"PJE","LUIS BARCELO",1,7,29017,2
411884,"PJE","LUIS BARCELO",2,8,29017,2
24228,"CL","LUIS BONO Y HERNANDEZ DE SANTAOLALLA",1,39,29016,2
24228,"CL","LUIS BONO Y HERNANDEZ DE SANTAOLALLA",2,6,29016,2
412163,"CL","LUIS BRAILLE",1,9,29007,6
412163,"CL","LUIS BRAILLE",2,8,29007,6
412309,"AV","LUIS BUÑUEL",1,11,29009,5
412309,"AV","LUIS BUÑUEL",13,15,29011,5
412309,"AV","LUIS BUÑUEL",2,16,29011,5
412449,"CL","LUIS CARRERAS",1,11,29003,7
412449,"CL","LUIS CARRERAS",2,16,29003,7
412597,"PJE","LUIS CERNUDA",1,1,29010,4
412597,"PJE","LUIS CERNUDA",2,2,29010,4
412571,"PL","LUIS CERNUDA",1,3,29010,4
412571,"PL","LUIS CERNUDA",2,4,29010,4
412651,"CL","LUIS CUADRADO",1,7,29140,8
412651,"CL","LUIS CUADRADO",2,10,29140,8
412724,"CL","LUIS DE MACEDA",1,7,29012,1
412724,"CL","LUIS DE MACEDA",2,8,29012,1
412791,"CL","LUIS DE MILAN",1,9,29018,2
412791,"CL","LUIS DE MILAN",2,4,29018,2
412864,"CL","LUIS DE NARVAEZ",1,77,29140,8
412864,"CL","LUIS DE NARVAEZ",2,74,29140,8
214980,"PJE","LUIS DE TRELLES Y NOGUEROL",1,1,29002,6
214980,"PJE","LUIS DE TRELLES Y NOGUEROL",2,2,29002,6
413003,"CL","LUIS DE VELAZQUEZ",1,9,29008,1
413003,"CL","LUIS DE VELAZQUEZ",2,10,29008,1
413143,"CL","LUIS F PALLARDO PEINADO",1,7,29007,6
413143,"CL","LUIS F PALLARDO PEINADO",2,10,29007,6
215100,"CL","LUIS GARCIA BERLANGA",1,3,29003,7
215100,"CL","LUIS GARCIA BERLANGA",2,2,29003,7
413283,"CL","LUIS GUIRAO",1,7,29003,7
413283,"CL","LUIS GUIRAO",2,8,29003,7
413577,"CL","LUIS MARTIN-SANTOS",1,3,29007,6
413577,"CL","LUIS MARTIN-SANTOS",2,10,29007,6
413704,"CL","LUIS MORALEDA",1,11,29003,7
413704,"CL","LUIS MORALEDA",2,8,29003,7
413739,"CL","LUIS RECUERDA MONTILLA",1,3,29004,7
413739,"CL","LUIS RECUERDA MONTILLA",2,4,29004,7
413771,"CL","LUIS ROSALES",1,5,29010,4
413771,"CL","LUIS ROSALES",2,42,29010,4
413844,"CL","LUIS SALAZAR",1,47,29590,9
413844,"CL","LUIS SALAZAR",2,50,29590,9
413569,"CL","LUIS TABOADA",1,59,29017,2
413569,"CL","LUIS TABOADA",61,69,29018,2
413569,"CL","LUIS TABOADA",2,44,29017,2
413569,"CL","LUIS TABOADA",46,52,29018,2
236047,"CL","LUIS VELEZ DE GUEVARA",1,17,29006,6
236047,"CL","LUIS VELEZ DE GUEVARA",2,18,29006,6
96601,"CL","LUIS VIVES",1,7,29591,9
96601,"CL","LUIS VIVES",2,12,29591,9
413984,"CL","LUISA SENE",1,55,29140,8
413984,"CL","LUISA SENE",2,32,29140,8
811882,"DSMO","LUISES LOS",1,1,29193,3
811882,"DSMO","LUISES LOS",2,2,29193,3
215690,"CL","LUNA LA",1,1,29190,10
215690,"CL","LUNA LA",2,2,29190,10
414409,"CL","LUQUE",1,15,29013,1
414409,"CL","LUQUE",2,18,29013,1
414549,"CL","LUSCINDA",1,7,29190,10
414549,"CL","LUSCINDA",2,2,29190,10
414620,"CL","LUXEMBURGO",1,3,29006,6
414620,"CL","LUXEMBURGO",2,12,29006,6
414689,"AV","LUZ DE LA",1,37,29004,7
414689,"AV","LUZ DE LA",2,38,29004,7
414964,"PL","LUZ DE LA",1,15,29004,7
414964,"PL","LUZ DE LA",2,16,29004,7
415596,"CL","MACABEOS",1,5,29012,1
415596,"CL","MACABEOS",2,6,29012,1
237027,"CL","MACANDEL",1,1,29006,6
237027,"CL","MACANDEL",2,2,29006,6
415804,"CL","MACARENA",1,17,29010,4
415804,"CL","MACARENA",2,6,29010,4
415944,"CL","MACHAQUITO",1,9,29010,6
415944,"CL","MACHAQUITO",2,4,29010,6
416223,"CL","MACIZO CENTRAL",1,19,29018,2
416223,"CL","MACIZO CENTRAL",2,74,29018,2
416649,"CL","MACIZO DE LA LLANA",1,13,29016,2
416649,"CL","MACIZO DE LA LLANA",15,15,29016,1
416649,"CL","MACIZO DE LA LLANA",2,2,29016,2
416363,"CL","MACIZO DEL HUMO",1,17,29016,2
416363,"CL","MACIZO DEL HUMO",2,12,29016,2
572322,"CL","MACIZO GALAICO",1,13,29190,10
572322,"CL","MACIZO GALAICO",2,18,29190,10
416711,"CL","MADAGASCAR",1,1,29006,11
416711,"CL","MADAGASCAR",2,2,29006,11
416789,"CL","MADAME BOVARY",1,23,29590,9
416789,"CL","MADAME BOVARY",2,24,29590,9
416827,"CL","MADRE ASUNCION SOLER",1,11,29140,8
416827,"CL","MADRE ASUNCION SOLER",2,10,29140,8
416924,"CL","MADRE DE DIOS",1,47,29012,1
416924,"CL","MADRE DE DIOS",2,46,29012,1
358801,"JDIN","MADRE PETRA",1,1,29009,1
358801,"JDIN","MADRE PETRA",2,2,29009,1
417203,"CL","MADRE SALESA",1,7,29004,7
417203,"CL","MADRE SALESA",2,8,29004,7
417131,"CL","MADRE TERESA DE CALCUTA",1,15,29006,6
417131,"CL","MADRE TERESA DE CALCUTA",2,10,29006,6
417769,"CL","MADRID",1,23,29190,10
417769,"CL","MADRID",2,24,29190,10
418048,"CL","MADRIGAL",1,11,29010,6
418048,"CL","MADRIGAL",2,14,29010,6
408522,"CL","MADROÑOS",1,5,29014,3
408522,"CL","MADROÑOS",2,12,29014,3
418323,"CL","MADURA",1,17,29190,10
418323,"CL","MADURA",2,6,29190,10
418463,"CL","MAERA",1,3,29004,7
418463,"CL","MAERA",2,4,29004,7
418536,"CL","MAESE NICOLAS",1,77,29014,3
418536,"CL","MAESE NICOLAS",2,16,29014,3
418889,"CL","MAESTRANZA",1,27,29016,1
418889,"CL","MAESTRANZA",2,26,29016,1
